from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,SR,RF,to date,station
16-Apr-2020 - 00:00,21.65,61.6,11.04,2.58,7.8,24.2,12.98,0.59,23.61,3.74,0.74,1.25,1.05,3.18,24.59,44.98,0.51,208.09,112.06,0.0,17-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Apr-2020 - 00:00,16.92,56.39,11.25,1.89,7.47,29.5,11.4,0.52,27.41,3.25,0.63,1.13,0.87,2.85,26.86,47.29,0.85,174.53,232.56,0.05,18-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Apr-2020 - 00:00,9.3,40.07,10.13,1.33,6.39,28.0,8.73,0.36,29.62,2.06,0.47,0.94,0.74,2.34,24.64,55.27,1.44,135.85,274.89,0.16,19-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Apr-2020 - 00:00,7.12,22.3,10.64,2.17,7.3,28.77,8.59,0.42,26.7,2.06,0.5,1.09,0.84,2.87,25.6,42.97,0.92,215.87,301.29,0.0,20-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Apr-2020 - 00:00,11.74,20.6,11.83,3.56,9.04,31.15,9.48,0.56,16.95,2.55,0.54,1.37,0.89,3.83,22.29,61.84,0.62,140.84,123.69,0.1,21-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Apr-2020 - 00:00,13.33,33.29,13.41,3.92,10.03,45.43,13.76,0.47,21.3,3.35,0.52,1.12,0.79,3.13,22.76,60.63,0.74,244.49,301.47,0.0,22-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Apr-2020 - 00:00,11.43,24.72,12.57,3.16,9.08,42.63,9.03,0.58,23.58,2.78,0.56,1.22,1.0,3.49,24.62,48.05,0.5,197.52,273.09,0.0,23-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Apr-2020 - 00:00,15.55,35.43,12.56,3.18,9.05,34.95,10.75,0.61,29.29,2.91,0.59,1.26,1.05,3.48,26.03,43.69,0.54,179.71,288.02,0.0,24-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Apr-2020 - 00:00,14.85,44.08,13.17,2.84,9.17,30.92,11.87,0.6,31.91,3.17,0.64,1.18,1.03,3.13,26.84,39.59,0.55,140.83,299.71,0.0,25-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Apr-2020 - 00:00,17.62,60.36,11.83,1.91,7.74,28.56,13.39,0.56,38.91,3.4,0.56,1.12,0.92,2.88,26.64,42.58,0.99,116.89,259.59,0.0,26-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Apr-2020 - 00:00,11.64,24.8,12.0,2.39,8.19,27.06,11.41,0.52,28.3,2.81,0.46,1.14,0.77,2.94,24.23,55.24,1.07,137.92,208.1,0.0,27-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Apr-2020 - 00:00,10.32,22.04,12.9,3.01,9.12,27.62,11.32,0.54,22.98,2.96,0.45,1.21,0.66,3.15,22.29,71.7,0.88,141.34,138.62,0.01,28-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Apr-2020 - 00:00,12.16,34.5,13.26,3.45,9.57,39.15,11.58,0.45,17.4,3.31,1.91,1.07,1.17,2.92,25.51,50.64,0.6,173.74,290.66,0.0,29-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Apr-2020 - 00:00,14.64,41.86,12.62,2.64,8.73,48.73,13.43,0.59,25.8,3.61,0.54,1.05,0.83,2.65,26.49,55.34,0.71,162.5,308.99,0.0,30-Apr-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Apr-2020 - 00:00,21.0,58.59,10.6,1.79,6.98,34.38,13.1,0.56,21.21,3.07,0.5,1.01,0.76,2.49,27.95,53.59,0.85,161.61,272.2,0.0,01-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-May-2020 - 00:00,23.02,64.59,11.23,2.51,7.92,30.31,14.32,0.53,36.01,3.31,0.49,0.97,0.74,2.38,28.66,51.65,0.68,156.58,310.25,0.0,02-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-May-2020 - 00:00,19.7,65.1,9.95,0.87,5.88,26.16,12.33,0.45,19.5,2.79,0.4,0.8,0.56,1.71,27.63,60.0,1.48,145.95,215.52,0.0,03-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-May-2020 - 00:00,17.28,44.27,8.67,1.44,5.4,27.57,8.68,0.45,29.6,2.78,0.36,0.89,0.6,1.99,26.63,68.19,1.21,169.09,304.28,0.04,04-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-May-2020 - 00:00,10.91,28.19,12.45,2.27,8.27,26.71,8.66,0.52,27.63,2.32,0.44,1.15,0.76,2.44,25.53,61.28,0.75,205.61,299.26,0.0,05-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-May-2020 - 00:00,17.83,50.02,12.83,5.61,9.96,30.94,12.72,0.48,47.37,4.35,4.15,2.31,4.87,7.19,27.66,51.25,0.93,226.81,300.64,0.0,06-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-May-2020 - 00:00,16.27,51.65,12.37,1.47,7.64,29.76,12.19,0.46,37.14,1.53,0.56,0.59,1.45,1.49,27.08,47.67,0.95,146.2,246.0,0.0,07-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-May-2020 - 00:00,13.56,50.73,12.54,2.53,8.56,25.17,12.17,0.6,29.74,1.62,0.17,0.93,2.17,2.15,27.1,40.46,0.8,240.08,277.44,0.0,08-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-May-2020 - 00:00,18.46,58.9,13.82,2.65,9.39,24.54,13.67,0.64,35.66,2.19,0.22,0.94,2.03,2.12,27.39,42.87,0.75,148.41,313.11,0.0,09-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-May-2020 - 00:00,23.2,68.68,13.85,1.86,8.69,26.86,14.01,0.6,36.63,2.33,0.66,0.76,1.6,1.85,28.77,46.6,0.77,134.33,275.83,0.0,10-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-May-2020 - 00:00,23.96,63.52,12.33,1.45,7.45,34.32,9.74,0.69,17.11,1.98,0.3,0.71,1.85,2.02,25.72,64.26,0.86,147.49,141.03,0.0,11-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-May-2020 - 00:00,16.0,31.34,13.16,2.08,8.32,30.29,10.35,0.5,31.45,1.59,0.49,0.54,1.75,1.39,26.93,52.57,1.08,133.68,291.07,0.0,12-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-May-2020 - 00:00,17.53,52.96,14.01,0.97,8.08,30.31,10.02,0.5,31.71,1.69,0.2,0.42,1.04,0.95,27.04,57.96,0.89,167.22,295.24,0.0,13-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-May-2020 - 00:00,35.2,81.8,15.79,2.43,10.21,36.2,13.42,0.71,21.33,2.59,1.24,0.53,1.67,1.39,25.83,70.94,0.53,145.95,124.14,0.0,14-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-May-2020 - 00:00,28.56,74.58,11.43,2.73,8.17,42.11,11.25,0.63,25.11,1.71,0.47,0.62,2.34,2.02,26.8,55.82,1.21,175.88,273.3,0.0,15-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
15-May-2020 - 00:00,12.77,45.07,11.8,2.03,7.75,43.77,9.47,0.42,33.04,1.38,1.4,0.52,1.7,1.72,28.61,40.13,1.56,276.65,283.49,0.0,16-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-May-2020 - 00:00,20.97,58.71,12.4,2.15,8.2,40.99,12.56,0.58,36.41,2.26,0.81,1.19,3.98,4.56,29.27,38.44,1.45,292.9,270.13,0.0,17-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-May-2020 - 00:00,22.67,54.3,14.01,2.85,9.6,33.37,14.62,0.62,33.35,3.16,0.23,1.06,0.64,2.75,29.51,31.1,0.82,217.88,283.09,0.0,18-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-May-2020 - 00:00,21.15,64.35,12.96,2.84,9.07,35.39,11.47,0.58,36.86,3.79,0.97,1.03,0.64,2.67,29.72,29.74,1.02,235.46,294.64,0.0,19-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-May-2020 - 00:00,16.81,47.07,15.86,4.38,11.82,47.3,10.81,0.48,35.28,2.89,1.02,0.88,0.56,2.26,29.39,23.65,0.92,211.03,270.82,0.0,20-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-May-2020 - 00:00,17.61,63.75,4.07,2.89,10.07,9.74,12.06,0.52,38.09,3.98,1.71,1.79,1.46,3.08,29.17,26.94,1.19,266.65,237.37,0.0,21-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-May-2020 - 00:00,29.55,114.94,4.05,3.12,10.33,18.51,14.59,0.61,38.48,4.05,1.23,0.89,0.49,2.3,30.34,28.08,1.41,274.47,249.96,0.0,22-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-May-2020 - 00:00,36.18,147.91,4.3,2.99,10.1,25.34,13.77,0.68,41.23,4.95,0.75,0.77,0.51,1.96,31.2,31.77,0.75,176.66,289.78,0.0,23-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-May-2020 - 00:00,34.43,115.33,4.21,2.96,9.85,25.7,13.03,0.54,51.66,4.45,1.19,0.67,0.49,1.69,32.21,31.7,0.94,131.99,277.91,0.0,24-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-May-2020 - 00:00,25.02,89.49,4.45,3.17,10.39,25.07,10.66,0.46,47.38,3.67,0.51,0.7,0.52,1.75,32.62,29.59,0.89,234.55,283.79,0.0,25-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-May-2020 - 00:00,25.53,78.31,4.37,2.92,9.79,24.9,14.82,0.44,45.83,3.3,0.22,0.74,0.52,1.79,32.89,30.7,1.11,261.7,241.43,0.0,26-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-May-2020 - 00:00,28.18,86.93,4.09,3.66,10.14,27.2,17.71,0.38,61.47,3.63,0.67,0.55,0.43,1.27,34.02,28.86,0.79,229.19,299.37,0.0,27-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-May-2020 - 00:00,19.03,94.23,5.79,4.42,10.69,30.77,16.5,0.37,57.36,3.12,0.45,0.48,0.38,1.04,32.76,32.8,0.97,165.99,279.27,0.02,28-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-May-2020 - 00:00,19.8,93.2,7.07,4.65,11.51,30.18,13.63,0.42,42.46,3.08,0.36,0.55,0.38,1.36,30.2,40.93,1.82,141.87,291.02,0.0,29-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-May-2020 - 00:00,11.78,43.79,6.53,3.78,10.5,29.76,11.83,0.56,29.02,2.82,1.99,0.66,0.35,1.72,26.23,58.92,1.49,133.91,145.7,0.1,30-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-May-2020 - 00:00,15.11,43.77,5.28,3.24,8.47,30.47,9.26,0.47,27.22,3.21,0.8,0.78,0.4,2.27,26.45,64.71,1.21,157.12,226.62,0.03,31-May-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
31-May-2020 - 00:00,16.77,31.36,5.54,3.06,8.29,31.62,10.14,0.69,18.6,3.06,0.41,1.03,0.55,2.98,23.96,84.76,0.88,155.23,198.97,0.15,01-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Jun-2020 - 00:00,18.74,40.13,5.05,3.2,8.69,30.66,13.83,0.47,36.21,2.93,0.49,0.8,0.43,2.57,26.21,71.66,0.61,193.15,289.52,0.0,02-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Jun-2020 - 00:00,18.3,49.22,4.93,4.61,8.26,33.26,11.6,0.32,28.49,2.88,0.27,0.46,0.3,1.41,26.27,60.9,0.83,169.1,193.74,0.0,03-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Jun-2020 - 00:00,16.55,55.02,9.38,2.41,6.34,24.25,12.18,0.2,27.97,3.45,0.28,0.72,0.4,1.97,26.67,57.4,0.71,167.11,252.73,0.0,04-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Jun-2020 - 00:00,14.63,43.48,10.24,1.47,6.49,34.46,11.94,0.2,35.4,3.14,0.2,0.68,0.42,1.82,26.99,58.67,0.93,154.61,242.03,0.01,05-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Jun-2020 - 00:00,21.29,40.91,9.43,1.81,6.38,41.51,9.82,0.23,27.18,3.68,0.21,0.94,0.49,2.7,25.61,70.75,0.88,152.22,252.39,0.03,06-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Jun-2020 - 00:00,22.77,35.22,8.77,2.09,6.25,41.77,14.73,0.29,27.35,3.11,0.81,0.8,0.39,2.52,26.29,71.02,0.98,201.52,264.1,0.0,07-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Jun-2020 - 00:00,16.1,28.24,14.65,3.03,10.05,39.97,10.33,0.3,32.9,4.9,0.59,0.94,0.55,3.08,25.27,78.0,0.92,164.74,183.78,0.02,08-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Jun-2020 - 00:00,21.21,45.1,15.57,3.94,10.94,43.67,13.06,0.3,34.13,4.77,0.39,0.88,0.5,2.6,28.43,68.54,0.58,177.04,265.64,0.0,09-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Jun-2020 - 00:00,29.44,60.88,10.42,1.17,6.44,39.3,16.99,0.29,41.19,3.83,25.95,0.87,0.52,2.58,30.53,60.4,1.03,210.89,282.9,0.0,10-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Jun-2020 - 00:00,24.68,70.39,12.29,2.05,7.83,34.89,9.78,0.31,35.15,3.67,3.01,0.79,0.47,2.2,30.18,56.61,0.84,176.42,242.92,0.0,11-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Jun-2020 - 00:00,25.5,70.94,10.65,2.09,7.18,28.15,11.74,0.3,43.45,3.64,4.39,0.71,0.45,2.09,31.6,52.58,0.74,200.73,292.42,0.0,12-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Jun-2020 - 00:00,32.96,85.17,7.89,0.59,4.6,25.58,14.52,0.31,57.5,3.1,0.35,0.54,0.41,1.45,33.0,51.83,1.11,190.76,285.24,0.0,13-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Jun-2020 - 00:00,25.67,73.48,11.71,1.42,7.14,26.68,7.84,0.3,35.72,3.83,0.45,0.84,0.57,2.07,30.54,58.72,0.9,140.0,216.21,0.05,14-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Jun-2020 - 00:00,21.99,53.29,8.03,3.54,7.09,24.42,13.08,0.3,32.71,4.76,0.51,1.25,0.77,3.38,30.06,58.86,0.61,194.32,277.36,0.0,15-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Jun-2020 - 00:00,21.47,70.11,6.1,0.54,3.64,22.34,13.06,0.31,61.6,2.6,0.37,0.63,0.56,1.27,34.75,40.05,1.28,227.47,424.02,0.0,16-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Jun-2020 - 00:00,21.11,55.85,11.45,4.17,8.99,28.31,13.26,0.3,54.49,3.27,0.46,0.62,0.54,0.95,33.22,46.06,1.16,180.03,291.13,0.0,17-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Jun-2020 - 00:00,20.91,59.48,7.8,2.09,4.94,27.49,12.01,0.3,52.59,3.09,0.39,0.67,0.52,1.42,33.19,51.83,1.23,164.91,296.75,0.0,18-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Jun-2020 - 00:00,29.46,72.45,9.37,0.78,5.3,29.79,8.11,0.31,47.79,3.18,0.39,0.62,0.49,1.34,33.16,53.81,1.04,186.96,288.15,0.0,19-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Jun-2020 - 00:00,15.27,49.27,8.15,0.92,4.97,35.85,7.84,0.31,42.88,2.73,0.37,0.62,0.46,2.6,31.34,55.63,1.26,159.94,279.44,0.06,20-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Jun-2020 - 00:00,25.34,72.69,9.68,1.28,5.93,49.85,7.81,0.3,31.79,4.0,0.4,0.65,0.47,2.29,31.41,67.32,1.09,150.84,248.39,0.0,21-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Jun-2020 - 00:00,25.63,53.61,9.17,0.44,5.08,34.23,9.52,0.29,45.75,3.59,0.31,0.54,0.37,1.26,28.41,73.44,0.83,148.04,222.0,0.09,22-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Jun-2020 - 00:00,22.29,45.09,9.5,1.03,5.18,29.43,12.08,0.3,43.35,3.63,0.3,0.61,0.38,1.57,28.16,81.74,0.86,161.86,278.15,0.05,23-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Jun-2020 - 00:00,17.76,42.51,7.4,1.01,4.65,26.45,9.14,0.29,37.27,3.33,0.26,0.84,0.35,1.32,31.21,68.04,1.09,149.52,264.04,0.0,24-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Jun-2020 - 00:00,16.88,29.25,8.83,2.85,6.83,26.55,7.94,0.3,20.89,3.1,0.29,0.87,0.36,1.83,28.1,83.3,0.76,149.39,107.96,0.02,25-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Jun-2020 - 00:00,14.91,34.69,6.94,1.79,5.05,25.87,13.67,0.3,24.73,2.94,0.28,0.87,0.37,2.21,28.84,79.32,0.79,206.13,239.59,0.0,26-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Jun-2020 - 00:00,32.06,65.85,7.15,0.9,4.47,29.42,10.12,0.31,44.19,3.49,0.29,0.77,0.39,1.88,29.81,79.49,0.91,210.08,271.52,0.0,27-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Jun-2020 - 00:00,35.45,68.83,6.88,0.6,4.07,47.88,7.18,0.31,42.85,3.11,0.29,0.71,0.38,1.71,31.36,74.5,1.02,254.95,285.77,0.0,28-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Jun-2020 - 00:00,39.54,82.48,7.12,0.68,4.27,45.12,13.31,0.3,46.17,3.49,0.39,0.79,0.41,1.76,32.45,66.45,0.77,224.21,290.75,0.0,29-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Jun-2020 - 00:00,38.18,86.82,8.49,1.28,5.47,55.74,15.64,0.3,35.38,3.78,0.31,0.78,0.4,1.71,30.51,69.48,1.19,183.45,239.48,0.01,30-Jun-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Jun-2020 - 00:00,20.86,46.5,7.48,0.98,4.68,46.0,11.91,0.3,36.32,2.51,7.08,1.31,2.73,4.35,30.77,68.38,1.27,163.62,302.47,0.0,01-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Jul-2020 - 00:00,25.05,64.27,6.47,0.59,3.85,34.93,11.97,0.3,42.57,2.73,0.24,0.55,0.34,1.44,31.57,68.73,0.88,194.67,253.95,0.0,02-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Jul-2020 - 00:00,33.9,70.98,11.2,3.0,8.26,43.25,6.98,0.34,35.01,3.73,0.37,0.61,0.37,1.4,30.61,78.57,0.66,157.84,248.05,0.05,03-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Jul-2020 - 00:00,36.12,80.14,8.41,1.13,5.3,48.67,12.0,0.5,49.4,3.66,0.33,0.55,0.35,1.28,32.58,70.9,0.9,154.39,257.0,0.0,04-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Jul-2020 - 00:00,19.4,44.8,7.6,1.17,4.9,45.82,11.49,0.5,30.57,3.04,0.27,0.78,0.46,1.64,29.83,79.59,1.4,151.41,288.07,0.01,05-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Jul-2020 - 00:00,10.91,24.71,7.16,2.19,4.86,34.11,12.66,0.5,25.87,2.5,0.33,1.04,0.57,2.41,27.08,80.09,0.91,184.66,276.02,0.06,06-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Jul-2020 - 00:00,16.73,45.08,7.05,3.44,5.37,29.22,11.51,0.49,26.41,2.98,0.33,0.93,0.5,2.2,29.84,73.03,0.57,167.41,257.72,0.0,07-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Jul-2020 - 00:00,14.55,36.93,6.61,3.85,5.43,39.01,8.6,0.51,18.72,2.84,0.27,0.8,0.43,1.78,29.17,77.11,1.11,146.72,235.48,0.33,08-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Jul-2020 - 00:00,6.85,15.55,9.53,6.0,9.67,36.03,7.64,0.4,14.29,2.36,0.25,0.9,0.43,2.3,26.51,95.74,0.55,139.54,113.26,0.14,09-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Jul-2020 - 00:00,18.38,43.7,11.22,3.0,8.29,29.85,9.64,0.3,23.64,3.39,0.34,0.89,0.47,2.1,29.17,87.52,0.58,132.21,234.26,0.01,10-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Jul-2020 - 00:00,23.54,54.96,8.43,2.96,6.8,31.96,7.3,0.3,26.94,2.78,0.29,0.92,0.49,2.2,29.42,85.18,1.22,214.77,262.54,0.03,11-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Jul-2020 - 00:00,20.65,49.61,10.29,2.87,7.64,31.75,10.13,0.3,27.69,3.52,0.31,1.06,0.51,2.48,27.81,86.75,0.72,188.97,251.66,0.04,12-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Jul-2020 - 00:00,11.15,33.4,8.34,2.01,5.35,27.37,12.23,0.3,22.47,3.07,0.32,1.35,0.63,3.25,25.64,88.12,1.08,215.96,191.49,0.2,13-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Jul-2020 - 00:00,14.36,41.94,7.75,2.43,6.0,31.81,12.21,0.29,23.44,2.45,0.28,1.17,0.55,2.8,28.0,85.43,0.93,276.38,276.06,0.01,14-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Jul-2020 - 00:00,20.3,52.42,11.59,2.9,8.29,44.92,9.86,0.3,24.13,3.13,0.34,0.84,0.45,2.0,30.11,82.73,0.59,203.57,273.95,0.0,15-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Jul-2020 - 00:00,20.62,55.22,12.87,3.01,9.1,48.54,6.66,0.3,29.92,4.19,0.35,0.77,0.41,1.75,28.7,87.0,0.79,158.75,171.47,0.07,16-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Jul-2020 - 00:00,21.45,47.15,12.11,4.34,9.79,45.11,6.31,0.3,20.0,3.2,0.24,0.62,0.35,1.54,30.09,77.97,0.86,154.0,249.38,0.0,17-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Jul-2020 - 00:00,14.7,35.2,10.15,2.52,7.32,36.13,16.26,0.29,18.44,2.81,0.2,0.54,0.3,1.26,30.12,82.38,0.89,134.64,249.95,0.0,18-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Jul-2020 - 00:00,23.27,40.5,10.1,3.13,7.77,33.25,6.31,0.27,19.43,3.34,0.21,0.5,0.28,1.2,29.95,87.83,0.67,146.72,181.02,0.01,19-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Jul-2020 - 00:00,22.89,47.67,6.67,2.68,5.65,35.79,11.96,0.25,29.11,2.81,0.2,0.75,0.4,1.99,29.37,89.03,0.88,197.14,223.36,0.0,20-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Jul-2020 - 00:00,20.7,38.32,9.97,1.96,6.78,43.13,10.83,0.35,26.8,2.92,0.27,1.2,0.41,2.11,28.21,89.81,0.83,200.3,186.18,0.02,21-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Jul-2020 - 00:00,13.08,21.38,10.57,2.77,6.36,41.74,11.34,0.43,23.21,3.52,0.28,1.32,0.45,2.83,25.07,94.95,0.84,184.3,134.78,0.03,22-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Jul-2020 - 00:00,20.59,42.45,10.74,4.06,8.89,36.45,12.43,0.45,15.99,4.2,0.37,1.46,0.48,3.24,25.63,92.83,0.37,190.84,143.79,0.0,23-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Jul-2020 - 00:00,28.6,60.2,7.4,2.85,6.18,43.14,9.91,0.36,25.99,3.37,0.29,1.65,0.46,2.68,28.02,84.67,0.95,228.82,251.5,0.0,24-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Jul-2020 - 00:00,16.43,35.97,8.66,1.95,6.09,33.74,10.86,0.39,29.38,7.3,1.81,1.91,0.87,2.25,29.6,75.18,0.95,140.65,283.39,0.0,25-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Jul-2020 - 00:00,11.65,28.95,7.93,1.6,5.39,29.27,12.12,0.31,26.54,6.91,1.88,2.4,1.48,2.27,29.41,76.54,0.82,183.02,220.8,0.0,26-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Jul-2020 - 00:00,13.36,28.86,6.94,1.22,4.35,28.07,10.85,0.23,27.25,2.9,0.26,2.2,0.39,1.74,29.76,81.88,0.71,171.16,229.42,0.01,27-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Jul-2020 - 00:00,19.8,49.54,6.89,1.76,4.99,38.16,8.07,0.33,23.95,2.35,0.26,1.35,0.37,1.87,30.15,83.76,0.96,254.23,294.45,0.0,28-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Jul-2020 - 00:00,22.07,49.81,6.32,0.9,4.0,32.86,9.44,0.35,35.12,2.47,0.27,1.21,0.47,2.48,29.69,80.68,0.88,223.76,245.88,0.0,29-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Jul-2020 - 00:00,18.9,38.56,9.23,1.75,6.22,29.29,15.96,0.44,27.82,6.19,0.29,0.99,0.38,2.1,28.52,86.57,1.05,145.5,199.04,0.03,30-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Jul-2020 - 00:00,10.38,21.91,9.71,2.85,7.43,33.27,10.34,0.48,16.72,6.68,0.44,0.94,0.39,2.4,26.45,95.55,1.04,165.18,173.23,0.52,31-Jul-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Jul-2020 - 00:00,17.26,44.37,8.97,1.79,5.95,27.55,10.43,0.48,23.36,6.03,0.58,0.98,0.43,2.29,28.52,88.93,0.79,163.62,253.24,0.0,01-Aug-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
