from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
27-Oct-2020 - 00:00,43.73,87.42,20.32,,9.12,3.4,,0.38,5.84,0.18,0.68,27.44,1.1,55.33,54.92,773.02,28-Oct-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Oct-2020 - 00:00,34.76,64.85,16.58,,7.1,2.86,,0.42,8.05,0.34,0.93,26.68,1.25,45.99,53.2,773.49,29-Oct-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Oct-2020 - 00:00,41.52,78.49,20.87,,9.32,3.47,,0.33,3.61,0.14,0.49,26.31,0.97,48.11,53.07,773.55,30-Oct-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Oct-2020 - 00:00,50.61,92.14,17.7,5.54,7.73,3.05,6.71,0.34,59.25,0.17,0.53,27.81,0.96,41.33,52.14,773.22,31-Oct-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
31-Oct-2020 - 00:00,63.67,108.75,17.51,5.4,7.63,3.12,2.42,0.34,77.8,0.49,0.51,27.33,1.0,52.62,52.64,773.32,01-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Nov-2020 - 00:00,55.53,104.41,18.88,5.05,8.14,3.36,1.13,0.37,90.89,0.18,0.66,26.21,1.03,57.24,52.0,773.68,02-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
02-Nov-2020 - 00:00,52.73,102.92,21.17,5.46,9.64,3.47,1.83,0.72,88.78,0.22,0.88,26.21,1.04,45.17,49.61,774.27,03-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
03-Nov-2020 - 00:00,61.57,109.75,15.46,5.44,6.65,2.99,2.2,0.08,91.15,0.22,1.05,27.45,1.48,57.6,52.06,774.4,04-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
04-Nov-2020 - 00:00,49.08,93.75,19.39,5.35,8.67,3.41,2.1,0.22,87.7,0.2,0.81,26.67,1.11,52.02,46.4,774.34,05-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
05-Nov-2020 - 00:00,39.73,84.64,26.39,5.21,12.12,4.52,1.94,0.23,71.29,0.13,0.67,24.67,1.02,52.84,50.23,774.55,06-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
06-Nov-2020 - 00:00,44.79,100.11,19.44,5.46,8.78,3.49,1.93,0.21,78.64,0.18,0.78,25.15,1.36,61.45,52.66,775.43,07-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
07-Nov-2020 - 00:00,51.18,87.39,13.56,5.45,5.64,2.83,2.02,0.23,68.44,0.15,0.7,27.43,1.82,55.76,57.05,775.77,08-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
08-Nov-2020 - 00:00,54.91,94.45,14.78,5.05,5.96,2.9,1.45,0.23,87.38,0.12,0.57,26.47,1.52,46.91,51.2,776.1,09-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
09-Nov-2020 - 00:00,49.2,89.64,26.46,5.01,12.09,4.46,3.34,0.21,87.2,0.34,0.94,23.82,1.1,60.96,44.8,775.49,10-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
10-Nov-2020 - 00:00,69.19,120.97,27.55,5.7,13.57,4.56,1.94,0.2,89.68,0.38,1.25,21.73,1.47,49.52,48.05,774.32,11-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
11-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,12-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
12-Nov-2020 - 00:00,24.5,25.96,13.24,4.7,4.85,2.22,13.65,0.45,44.4,0.19,0.88,29.43,3.58,77.35,51.12,765.08,13-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
13-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,14-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
14-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,15-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
15-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,16-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
16-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,17-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
17-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,18-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
18-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,19-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Nov-2020 - 00:00,7.39,24.0,17.43,4.62,7.14,2.46,11.41,0.18,50.3,0.07,0.56,29.51,3.5,77.27,48.25,725.11,20-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Nov-2020 - 00:00,12.6,44.56,22.45,4.51,9.42,3.21,11.17,0.11,49.39,0.16,0.71,27.86,2.22,79.86,44.28,726.19,21-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Nov-2020 - 00:00,24.23,69.69,36.04,5.75,17.24,5.07,11.25,0.3,58.99,0.14,0.78,29.18,1.12,56.42,42.96,725.93,22-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Nov-2020 - 00:00,21.3,55.99,25.19,5.26,11.57,3.71,11.07,0.21,55.35,0.13,0.47,26.13,1.09,65.06,52.45,726.61,23-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Nov-2020 - 00:00,39.43,78.96,23.14,5.55,10.59,3.93,11.09,0.24,48.98,0.13,0.58,25.96,1.51,55.31,56.07,726.66,24-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Nov-2020 - 00:00,36.17,70.57,17.33,4.8,7.1,3.28,10.87,0.22,74.17,0.17,0.45,24.48,1.37,43.76,49.9,726.3,25-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Nov-2020 - 00:00,34.12,65.92,18.87,5.41,8.42,3.62,10.89,0.25,61.67,0.16,0.41,24.28,1.97,57.88,52.21,725.34,26-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Nov-2020 - 00:00,16.97,38.14,12.02,4.99,4.47,2.3,10.94,0.34,54.48,0.09,0.37,25.17,2.26,59.68,56.3,724.93,27-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Nov-2020 - 00:00,30.47,49.23,18.54,5.24,8.13,3.5,11.56,0.34,44.55,0.1,0.53,22.0,1.81,51.04,66.68,726.52,28-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Nov-2020 - 00:00,19.79,30.99,15.49,5.24,6.51,3.29,11.02,0.34,44.6,0.1,0.37,22.36,2.83,62.06,66.0,727.03,29-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Nov-2020 - 00:00,21.09,52.23,17.33,5.22,7.46,3.25,11.5,0.34,42.35,0.1,0.35,24.78,2.07,60.55,62.08,727.55,30-Nov-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Nov-2020 - 00:00,23.93,80.17,18.66,4.85,7.88,3.4,10.83,0.34,48.17,0.11,0.3,24.93,1.51,53.96,58.97,727.43,01-Dec-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
01-Dec-2020 - 00:00,27.0,61.0,24.3,7.75,13.2,5.05,11.1,0.35,44.11,0.1,0.4,22.7,0.6,30.5,63.0,728.0,02-Dec-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
