from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
11-Jan-2020 - 00:00,147.46,234.2,66.64,42.19,69.84,52.84,11.84,1.57,32.82,0.77,6.32,2.06,116.49,13.46,64.23,741.04,54.29,,12-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Jan-2020 - 00:00,245.84,347.93,90.42,65.19,101.18,69.92,15.39,1.9,30.3,1.15,8.89,1.13,139.62,14.66,68.72,740.73,54.51,,13-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Jan-2020 - 00:00,267.61,277.97,56.23,24.2,49.67,80.23,10.05,1.63,14.31,1.01,5.82,1.35,251.19,14.12,81.82,740.34,39.9,,14-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Jan-2020 - 00:00,172.03,198.08,42.35,6.37,27.8,68.1,7.12,1.07,11.57,0.71,3.0,2.04,136.27,13.49,87.26,740.49,36.71,,15-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Jan-2020 - 00:00,142.84,167.52,45.41,7.35,30.22,57.21,6.4,1.28,14.53,0.65,2.24,1.97,137.75,13.05,85.38,740.65,52.98,1.0,16-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Jan-2020 - 00:00,136.99,157.92,46.83,13.79,36.25,55.78,7.44,1.04,6.48,0.61,2.9,1.65,148.58,12.76,90.4,740.48,25.12,7.33,17-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Jan-2020 - 00:00,90.01,108.2,40.21,9.06,28.48,45.55,8.27,0.72,13.95,0.42,2.93,1.96,140.4,13.72,89.2,740.66,47.21,2.33,18-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Jan-2020 - 00:00,123.99,166.28,51.9,25.74,48.63,42.75,8.1,1.18,10.35,0.7,4.11,1.57,138.45,11.85,84.75,740.62,37.77,1.0,19-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Jan-2020 - 00:00,166.95,210.8,46.64,8.05,31.45,54.07,7.27,1.1,19.78,0.65,3.7,2.77,108.06,11.17,85.9,740.65,58.88,1.0,20-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Jan-2020 - 00:00,182.42,258.84,53.67,38.07,59.59,58.57,7.94,1.86,19.01,0.83,5.74,1.91,143.92,12.12,85.47,740.62,38.39,,21-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Jan-2020 - 00:00,237.57,316.33,60.38,50.5,73.27,65.53,10.1,1.9,11.84,0.96,8.5,1.1,241.23,13.05,87.23,740.88,52.85,,22-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Jan-2020 - 00:00,194.42,246.01,55.96,24.15,49.49,58.57,5.91,1.73,12.48,1.07,7.34,2.26,131.01,12.27,81.58,740.97,54.44,1.0,23-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Jan-2020 - 00:00,81.16,149.5,44.1,4.55,27.07,42.42,7.45,0.76,33.95,0.37,3.45,3.93,108.49,14.26,60.88,741.1,73.1,,24-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Jan-2020 - 00:00,94.65,174.36,56.43,9.77,38.05,41.05,10.88,1.02,39.39,0.5,4.74,3.79,103.42,14.87,51.79,740.91,73.01,,25-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Jan-2020 - 00:00,202.82,284.17,81.88,27.84,66.27,60.06,11.95,1.45,30.57,0.97,8.35,1.39,126.08,14.51,63.34,740.8,64.47,,26-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Jan-2020 - 00:00,251.73,339.97,72.43,68.82,94.55,67.57,12.5,1.88,29.57,0.97,6.95,1.46,113.04,15.04,71.78,740.71,62.74,,27-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Jan-2020 - 00:00,252.12,340.22,86.04,95.27,123.28,65.68,11.56,2.39,16.28,1.91,8.13,1.28,206.03,15.48,74.16,740.43,37.52,1.0,28-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Jan-2020 - 00:00,114.92,125.62,42.21,10.56,31.13,49.42,9.71,0.76,25.87,0.44,2.1,2.13,233.39,15.47,83.87,740.38,44.73,2.6,29-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Jan-2020 - 00:00,99.41,147.88,55.9,23.54,48.97,45.01,8.13,1.38,18.52,0.54,4.21,1.64,163.59,15.44,79.51,740.96,61.06,,30-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Jan-2020 - 00:00,81.85,125.44,50.66,6.17,32.05,39.29,11.64,0.59,29.84,0.43,3.45,2.68,125.42,15.04,72.84,741.04,71.73,,31-Jan-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
31-Jan-2020 - 00:00,98.06,155.76,53.54,8.98,35.87,36.98,6.59,0.85,34.17,0.5,4.26,2.28,128.3,13.34,72.05,740.58,72.7,,01-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Feb-2020 - 00:00,119.48,172.22,48.07,26.35,47.04,41.69,10.02,1.1,25.58,0.8,2.74,1.55,165.72,12.98,78.32,740.91,65.33,,02-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Feb-2020 - 00:00,129.42,192.97,57.12,9.14,37.91,44.42,11.72,0.88,32.88,0.54,3.78,2.44,107.88,13.89,75.85,741.07,72.95,1.0,03-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Feb-2020 - 00:00,174.91,286.78,71.92,66.75,92.61,48.86,9.78,1.45,38.22,0.83,5.68,1.69,123.05,14.61,66.31,740.94,71.05,,04-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Feb-2020 - 00:00,205.78,282.09,80.4,46.37,80.56,53.29,11.13,1.44,32.62,0.87,5.0,1.11,209.25,14.33,68.1,740.94,62.88,,05-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Feb-2020 - 00:00,142.29,206.12,55.21,11.72,38.98,45.73,13.38,0.81,37.33,0.52,3.51,2.14,119.14,15.1,65.6,740.94,66.98,,06-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Feb-2020 - 00:00,142.18,218.07,67.56,26.12,57.24,43.21,15.54,1.18,42.52,0.6,5.59,1.75,137.34,14.21,65.76,740.84,69.7,,07-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Feb-2020 - 00:00,140.96,201.94,61.13,24.91,52.85,43.36,8.38,0.8,35.65,0.55,3.17,1.47,168.88,14.06,67.66,741.0,64.03,,08-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Feb-2020 - 00:00,145.78,207.36,57.93,5.99,35.78,45.91,13.13,0.79,45.98,0.51,4.17,2.52,112.22,15.52,65.84,741.39,69.35,,09-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Feb-2020 - 00:00,139.6,209.18,62.85,11.47,42.84,43.77,12.0,0.88,47.24,0.56,5.04,1.82,115.35,15.99,62.79,741.56,71.41,,10-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Feb-2020 - 00:00,159.66,247.31,72.49,20.78,55.55,48.55,11.76,1.11,38.75,0.63,3.86,1.7,115.54,15.7,64.4,741.18,71.05,,11-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Feb-2020 - 00:00,152.67,234.99,67.74,24.11,55.7,47.78,9.25,1.02,47.04,0.62,4.3,1.43,124.4,15.93,64.24,741.19,72.33,,12-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Feb-2020 - 00:00,171.01,275.83,66.05,5.25,39.5,53.18,13.03,0.9,44.17,0.66,4.92,3.17,98.26,17.97,63.27,741.38,69.04,,13-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Feb-2020 - 00:00,95.15,208.25,46.16,3.19,27.24,42.97,15.78,0.97,52.52,0.46,4.07,4.37,100.71,20.1,56.24,741.4,75.86,,14-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Feb-2020 - 00:00,66.46,196.15,41.0,2.87,24.23,34.66,9.85,0.78,54.0,0.33,3.29,4.62,109.3,19.01,55.46,741.07,79.17,,15-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Feb-2020 - 00:00,87.23,207.4,55.06,11.26,38.54,33.44,13.43,1.02,53.73,0.46,4.36,3.64,102.23,18.98,45.17,741.02,80.09,,16-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Feb-2020 - 00:00,139.39,238.67,73.27,28.19,61.96,45.18,20.51,1.1,52.4,0.62,5.56,2.14,119.26,19.06,56.08,741.3,79.25,,17-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Feb-2020 - 00:00,169.6,293.16,85.09,45.33,82.17,49.41,16.66,1.31,43.73,0.75,8.97,2.29,110.96,19.46,56.74,741.56,77.66,,18-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Feb-2020 - 00:00,138.76,288.12,76.8,63.86,91.93,39.71,18.49,1.55,61.64,0.78,9.04,2.71,114.43,19.79,45.0,741.33,80.72,,19-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Feb-2020 - 00:00,171.74,273.29,68.75,62.68,87.59,50.55,16.59,1.52,45.46,0.97,11.04,1.74,250.57,18.37,61.06,741.0,60.76,,20-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Feb-2020 - 00:00,140.57,215.43,39.79,3.72,24.29,49.35,17.8,0.93,57.42,0.56,2.14,2.47,248.3,19.94,65.29,741.14,70.14,2.25,21-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Feb-2020 - 00:00,44.95,57.41,27.39,2.29,16.52,36.25,8.09,0.74,46.07,0.23,1.19,3.23,225.7,16.46,83.93,741.12,27.81,2.5,22-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Feb-2020 - 00:00,60.26,118.57,47.44,52.75,68.19,38.36,7.53,1.4,27.12,0.55,4.11,1.38,208.39,18.39,76.65,741.68,70.01,,23-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Feb-2020 - 00:00,103.4,154.73,44.22,8.68,30.67,46.84,7.81,0.75,31.87,0.44,2.06,1.38,166.67,19.97,71.74,741.71,69.54,,24-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Feb-2020 - 00:00,57.89,105.27,46.11,5.02,28.71,36.88,9.46,0.89,31.41,0.34,2.44,1.82,139.21,19.79,67.07,741.4,86.23,,25-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Feb-2020 - 00:00,119.62,188.77,61.93,12.92,43.44,46.5,14.35,0.94,36.91,0.48,4.43,1.86,117.46,20.65,69.85,741.36,75.2,,26-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Feb-2020 - 00:00,197.82,297.7,73.7,46.74,77.32,57.39,22.24,1.58,33.47,0.83,9.64,1.47,209.2,19.97,77.11,741.23,66.77,,27-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Feb-2020 - 00:00,145.27,207.0,52.42,11.99,37.73,57.66,13.58,1.09,21.63,0.7,3.43,1.48,260.28,19.66,81.21,741.38,66.42,,28-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Feb-2020 - 00:00,117.71,158.94,37.93,3.41,23.04,49.93,14.58,0.82,29.13,0.48,1.37,2.07,257.97,20.0,79.86,741.29,68.15,,29-Feb-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Feb-2020 - 00:00,76.8,108.63,35.28,3.01,21.31,39.29,11.53,0.89,29.89,0.37,1.53,2.59,246.38,19.2,82.58,741.15,62.18,8.0,01-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Mar-2020 - 00:00,47.98,92.27,53.28,33.53,55.69,34.21,12.89,1.29,40.22,0.37,3.58,1.37,234.22,19.85,75.66,741.16,88.7,,02-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Mar-2020 - 00:00,116.15,203.58,67.01,50.8,77.0,47.99,9.22,1.5,39.13,0.67,5.14,1.05,152.97,21.6,72.53,741.4,79.75,,03-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Mar-2020 - 00:00,92.96,175.21,57.7,22.77,49.34,39.82,10.31,0.96,28.32,0.51,3.49,1.58,149.43,21.87,63.07,741.26,91.7,,04-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Mar-2020 - 00:00,96.09,167.59,54.04,22.58,47.17,39.11,15.13,0.89,35.75,0.44,3.87,1.74,242.41,21.0,66.38,741.06,79.55,5.0,05-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Mar-2020 - 00:00,35.08,59.85,35.48,10.62,27.62,29.08,9.07,0.79,33.19,0.24,1.66,2.72,226.38,19.55,73.82,740.9,78.66,2.73,06-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Mar-2020 - 00:00,16.61,29.49,28.21,6.31,20.24,25.24,7.17,0.76,36.94,0.13,1.64,3.24,240.09,16.43,86.0,740.28,67.66,8.07,07-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Mar-2020 - 00:00,50.3,89.5,44.97,37.25,54.24,31.83,10.19,1.59,24.25,0.27,4.05,1.85,244.68,17.12,84.59,740.88,64.84,,08-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Mar-2020 - 00:00,94.92,146.41,52.52,37.08,58.16,37.49,5.05,0.94,,0.57,4.72,1.92,141.24,18.1,65.27,741.26,83.82,1.0,09-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Mar-2020 - 00:00,50.32,120.14,44.91,5.7,28.61,29.17,9.13,0.84,14.54,0.26,2.1,3.35,113.83,19.57,59.6,741.19,108.32,,10-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Mar-2020 - 00:00,96.69,156.77,51.11,12.69,37.6,35.35,12.82,1.5,30.95,0.35,2.57,1.65,185.76,19.7,60.06,741.03,90.42,,11-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Mar-2020 - 00:00,68.09,108.15,40.25,10.72,30.21,39.27,9.75,1.53,34.12,0.29,1.89,2.52,257.35,20.91,69.16,741.05,87.07,1.0,12-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Mar-2020 - 00:00,77.84,161.61,57.94,52.92,73.89,38.94,10.8,3.06,19.5,0.39,2.91,1.83,221.29,21.93,69.91,741.38,86.17,,13-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Mar-2020 - 00:00,75.34,177.81,62.32,50.64,74.35,35.3,14.98,1.25,27.61,0.36,5.47,1.65,209.38,21.37,60.14,741.46,86.31,,14-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Mar-2020 - 00:00,41.12,68.78,49.29,20.25,42.79,31.6,7.65,0.85,19.61,0.28,2.93,1.86,218.9,17.95,82.97,741.17,65.67,9.75,15-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Mar-2020 - 00:00,65.96,106.51,49.44,21.08,43.51,32.68,8.24,0.67,33.57,0.44,3.87,1.56,179.93,18.61,72.08,741.32,100.02,1.0,16-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Mar-2020 - 00:00,67.06,161.6,55.43,7.47,35.65,32.82,14.15,0.88,37.44,0.37,3.3,2.55,109.69,20.64,66.39,741.54,87.29,,17-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Mar-2020 - 00:00,60.24,141.05,55.7,8.08,36.28,30.74,15.22,0.93,44.15,0.36,3.92,2.67,120.84,22.23,59.34,741.86,107.58,,18-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Mar-2020 - 00:00,80.2,166.92,59.07,9.74,39.43,33.75,22.98,1.07,41.59,0.48,3.76,2.4,126.86,23.18,59.7,741.71,104.64,,19-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Mar-2020 - 00:00,127.2,236.79,66.66,26.34,56.96,41.69,23.9,1.01,43.05,0.62,4.53,1.56,136.72,23.55,66.68,741.56,91.0,,20-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Mar-2020 - 00:00,103.44,227.49,75.37,40.89,73.42,39.1,18.81,1.32,40.77,0.57,5.97,1.39,228.54,24.46,60.11,741.46,90.16,,21-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Mar-2020 - 00:00,118.5,255.9,75.59,32.4,66.65,43.84,19.28,1.32,28.09,0.58,8.56,1.43,175.01,24.29,62.75,741.55,83.11,,22-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Mar-2020 - 00:00,107.75,155.28,44.01,9.99,31.62,41.07,18.33,0.96,30.63,0.55,2.33,1.65,168.16,24.02,60.54,741.72,99.94,,23-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Mar-2020 - 00:00,76.67,134.77,49.37,11.3,35.54,34.57,16.74,0.97,32.53,0.51,2.51,1.38,163.14,25.11,52.54,741.76,101.31,,24-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Mar-2020 - 00:00,67.21,129.3,43.44,11.62,32.65,35.08,12.75,1.58,26.3,0.75,2.3,1.75,197.0,24.29,60.08,741.57,76.61,4.08,25-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Mar-2020 - 00:00,47.82,79.1,33.45,8.95,25.16,38.56,11.69,0.78,26.73,,,1.74,133.22,25.27,63.46,741.76,108.48,,26-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Mar-2020 - 00:00,39.97,81.35,24.96,4.19,16.76,36.09,10.64,0.53,26.83,,,3.11,104.93,24.92,63.38,741.61,80.55,,27-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Mar-2020 - 00:00,28.72,48.55,23.92,7.36,18.8,31.7,8.02,0.72,24.36,,,2.31,182.05,22.0,75.52,741.36,54.39,2.29,28-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Mar-2020 - 00:00,22.41,37.33,26.45,6.43,19.38,31.54,9.01,0.37,23.97,0.11,0.85,2.47,156.89,22.26,70.87,741.56,116.59,1.0,29-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Mar-2020 - 00:00,23.08,56.3,21.89,2.17,13.49,25.72,10.13,0.49,39.64,0.11,0.72,3.74,121.6,24.11,56.56,741.46,119.06,,30-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Mar-2020 - 00:00,34.09,69.34,24.54,2.43,15.13,24.98,13.51,0.55,44.3,0.16,0.91,3.04,116.8,23.98,53.1,741.6,119.02,,31-Mar-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
31-Mar-2020 - 00:00,49.0,81.32,26.43,2.91,16.51,26.96,13.89,0.66,43.8,0.18,1.06,2.7,132.57,24.75,53.86,741.72,103.69,2.0,01-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Apr-2020 - 00:00,,72.61,27.17,5.44,18.96,27.65,12.2,0.74,36.81,0.2,1.31,2.13,147.73,25.6,54.31,741.7,112.74,,02-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Apr-2020 - 00:00,,68.61,21.63,2.29,13.46,24.97,12.34,0.61,44.38,0.19,0.82,3.09,127.96,24.98,51.58,741.48,120.72,,03-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Apr-2020 - 00:00,,66.02,25.61,2.15,15.46,20.17,13.46,0.61,60.8,0.14,0.97,2.86,115.04,24.62,38.24,741.54,122.16,,04-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Apr-2020 - 00:00,,90.77,33.45,4.08,21.2,26.53,15.59,0.82,50.36,0.24,1.61,2.26,118.36,25.54,41.78,741.82,123.11,,05-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Apr-2020 - 00:00,,126.38,35.32,5.89,23.66,32.76,18.62,1.05,50.44,0.45,1.73,1.6,175.62,26.13,46.33,742.0,112.04,,06-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Apr-2020 - 00:00,,136.54,34.67,6.72,23.99,34.75,14.65,0.92,45.05,0.46,1.94,1.73,145.78,28.32,42.16,742.03,117.89,,07-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Apr-2020 - 00:00,,114.14,25.22,2.3,15.37,29.05,13.49,0.6,50.57,0.22,0.96,2.98,133.88,27.05,44.25,741.67,114.51,,08-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Apr-2020 - 00:00,56.96,109.32,25.3,2.77,15.8,29.31,19.73,0.7,50.97,0.3,1.12,2.77,136.15,26.57,39.19,741.73,117.26,,09-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Apr-2020 - 00:00,47.19,104.04,30.01,3.19,18.64,29.63,17.33,0.77,52.62,0.27,1.19,2.26,112.81,26.5,40.58,741.81,113.73,,10-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Apr-2020 - 00:00,77.7,142.29,38.32,6.55,25.8,33.99,23.01,0.97,47.03,0.53,2.17,1.4,138.78,28.83,36.06,742.1,118.09,,11-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Apr-2020 - 00:00,93.6,173.44,38.12,7.92,26.81,37.53,20.4,0.96,48.48,0.71,2.19,1.49,160.61,30.26,38.01,742.4,109.79,,12-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Apr-2020 - 00:00,37.12,102.26,27.6,2.39,16.72,31.36,15.41,0.67,54.23,0.2,1.13,2.65,114.41,29.86,36.22,742.15,119.19,,13-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Apr-2020 - 00:00,69.55,157.25,37.51,6.29,25.16,36.96,24.55,0.94,51.43,0.35,2.23,1.93,92.24,31.59,34.17,742.1,116.16,,14-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Apr-2020 - 00:00,70.64,173.74,42.12,8.84,29.68,38.88,22.25,0.92,43.65,0.42,2.24,0.93,186.99,32.38,35.34,742.18,95.49,,15-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Apr-2020 - 00:00,72.93,235.2,43.52,9.69,31.11,38.85,14.77,1.04,42.53,0.41,2.5,1.35,207.86,31.8,35.35,742.04,102.41,,16-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Apr-2020 - 00:00,118.24,277.88,39.99,6.51,26.65,42.36,35.53,1.02,49.63,0.68,2.34,1.85,152.48,32.12,32.9,742.01,101.27,,17-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Apr-2020 - 00:00,36.85,123.45,28.79,3.74,18.45,32.13,14.07,0.71,55.95,0.27,1.15,2.39,179.2,30.86,32.8,741.77,98.67,,18-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Apr-2020 - 00:00,24.17,104.62,27.86,5.93,19.74,32.39,9.97,0.81,52.11,0.16,1.15,2.22,226.28,28.73,43.7,741.79,100.58,1.5,19-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Apr-2020 - 00:00,40.21,91.99,32.12,4.92,21.16,34.64,14.41,0.66,45.88,0.29,1.45,2.12,153.65,28.4,43.47,741.76,116.93,,20-Apr-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
