from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
10-Aug-2020 - 00:00,29.01,50.55,35.79,15.65,31.86,24.23,1.84,1.02,6.52,,0.9,1.49,248.04,30.35,86.29,741.28,80.24,,11-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Aug-2020 - 00:00,46.03,81.84,49.7,21.87,44.3,31.88,6.85,0.93,6.4,0.04,1.24,1.26,222.19,30.79,85.07,741.31,79.51,,12-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Aug-2020 - 00:00,25.23,64.76,41.83,18.36,37.28,28.56,10.89,0.75,11.62,0.02,1.38,2.16,158.61,31.09,86.84,741.29,79.76,30.0,13-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Aug-2020 - 00:00,12.75,21.51,41.99,22.99,41.12,20.61,8.17,0.6,11.6,0.01,1.36,1.95,184.02,27.61,97.31,740.46,32.96,11.86,14-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Aug-2020 - 00:00,14.5,29.1,37.82,18.7,35.42,15.98,8.89,0.79,14.65,0.01,1.29,2.04,241.23,28.43,90.98,740.58,58.68,1.0,15-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Aug-2020 - 00:00,29.49,47.78,39.16,19.14,36.48,17.52,6.68,0.72,13.61,0.0,0.95,1.48,248.76,30.06,85.52,741.03,102.07,,16-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Aug-2020 - 00:00,21.45,38.34,39.75,18.87,36.57,18.48,7.28,0.42,14.02,0.01,0.83,1.4,248.68,30.21,88.0,741.25,96.05,4.25,17-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Aug-2020 - 00:00,25.46,45.66,44.63,30.23,48.39,20.11,5.55,0.99,12.06,0.02,1.13,1.45,237.72,29.9,83.44,741.22,65.46,5.0,18-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Aug-2020 - 00:00,28.78,71.34,55.97,34.62,58.03,22.84,6.02,1.02,22.82,0.07,1.57,1.33,202.04,30.35,86.62,741.18,53.41,,19-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Aug-2020 - 00:00,21.67,37.23,50.05,36.57,56.44,19.34,8.28,0.58,17.35,0.04,2.01,1.46,214.97,27.1,93.33,740.8,15.4,12.09,20-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Aug-2020 - 00:00,9.01,18.7,41.13,22.19,40.01,14.47,6.77,0.99,19.37,0.0,1.56,1.66,241.38,26.12,94.94,740.92,44.39,3.47,21-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Aug-2020 - 00:00,5.98,22.25,41.71,23.84,41.66,11.72,4.92,0.93,14.75,0.01,1.27,1.83,246.1,28.69,77.6,741.43,116.24,11.0,22-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Aug-2020 - 00:00,5.31,26.12,37.77,19.79,36.27,13.24,3.09,0.86,16.11,0.0,1.25,2.68,245.83,29.25,84.01,741.36,116.47,7.0,23-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Aug-2020 - 00:00,11.45,24.27,35.78,17.27,33.16,14.05,4.25,0.64,19.67,0.0,1.11,2.69,246.22,28.89,88.67,741.25,87.54,,24-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Aug-2020 - 00:00,11.07,28.35,40.63,20.85,38.66,14.33,6.41,0.68,15.84,0.0,1.2,2.05,253.02,28.9,84.98,741.23,82.41,2.0,25-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Aug-2020 - 00:00,19.45,53.66,48.44,34.25,53.72,15.48,11.91,0.7,14.48,0.01,1.54,1.61,241.55,29.48,84.14,741.39,81.03,,26-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Aug-2020 - 00:00,16.75,77.43,58.69,25.35,51.92,13.96,8.12,0.84,39.7,0.05,1.7,1.83,119.72,30.6,79.6,741.54,82.35,,27-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Aug-2020 - 00:00,27.75,69.59,51.59,28.64,50.82,17.72,5.51,1.11,17.98,0.05,1.55,1.43,194.06,30.26,85.21,741.46,96.06,3.5,28-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Aug-2020 - 00:00,32.11,61.6,53.08,39.28,60.24,21.08,5.25,0.88,12.18,0.07,1.72,1.03,233.35,27.55,90.6,741.1,27.59,3.79,29-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Aug-2020 - 00:00,24.14,54.82,46.63,29.31,48.72,18.8,4.93,0.98,15.36,0.05,1.36,1.26,239.17,29.28,83.64,741.42,101.9,1.0,30-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Aug-2020 - 00:00,11.69,28.6,29.94,14.47,27.79,17.97,3.54,0.71,16.46,0.01,0.95,2.83,246.39,28.07,89.76,741.11,64.82,,31-Aug-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
31-Aug-2020 - 00:00,10.5,37.19,41.58,20.59,38.95,17.66,8.61,0.61,20.6,0.01,1.36,1.92,251.22,28.8,84.23,741.36,81.86,,01-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Sep-2020 - 00:00,23.56,82.39,63.49,51.03,75.32,16.72,18.88,0.68,19.21,0.02,2.68,1.54,221.01,29.71,78.25,741.71,101.93,,02-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Sep-2020 - 00:00,25.04,67.79,56.59,19.01,45.64,17.57,7.92,0.81,31.21,0.03,1.31,1.14,200.72,30.19,82.38,741.96,81.07,,03-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Sep-2020 - 00:00,33.35,64.28,45.98,13.56,35.57,19.44,8.06,0.61,25.51,0.03,1.09,1.68,252.31,30.2,85.76,742.02,95.8,,04-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Sep-2020 - 00:00,44.49,86.35,51.61,16.49,40.95,19.15,13.95,0.78,25.22,0.04,1.26,1.44,249.86,30.72,83.63,741.98,92.88,,05-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Sep-2020 - 00:00,54.58,116.01,64.95,18.42,49.62,20.97,7.45,0.74,35.6,0.09,2.1,1.48,181.93,30.22,83.59,741.54,67.39,,06-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Sep-2020 - 00:00,29.94,58.99,52.13,9.91,35.87,20.37,4.21,0.85,46.06,0.02,1.16,1.63,161.27,29.33,86.39,741.48,89.56,3.0,07-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Sep-2020 - 00:00,38.55,99.98,67.2,20.79,52.75,22.25,6.79,0.95,28.68,0.06,1.57,1.65,146.16,30.43,81.36,741.65,90.21,,08-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Sep-2020 - 00:00,29.52,83.57,53.07,9.06,35.68,21.27,9.39,0.76,38.92,0.05,1.28,2.16,118.06,31.22,75.93,741.83,107.24,,09-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Sep-2020 - 00:00,41.94,97.97,49.95,6.18,31.68,20.44,8.48,0.79,44.17,0.02,1.05,2.08,122.47,31.75,75.1,741.74,102.65,,10-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Sep-2020 - 00:00,52.11,135.78,55.78,8.98,37.04,21.18,8.39,0.71,46.14,0.04,1.27,2.19,108.92,31.93,72.28,741.49,102.56,,11-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Sep-2020 - 00:00,53.18,146.38,61.82,18.09,47.66,22.26,13.31,0.86,47.16,0.08,1.7,1.22,160.18,32.11,68.75,741.72,105.23,,12-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Sep-2020 - 00:00,53.51,131.31,43.75,13.46,32.64,24.37,7.15,0.97,39.66,0.05,0.77,1.27,183.01,32.08,70.61,742.03,102.72,,13-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Sep-2020 - 00:00,63.69,133.97,38.06,7.21,26.17,25.48,9.33,2.4,35.73,0.03,0.47,1.12,214.83,31.66,76.0,741.85,87.41,,14-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Sep-2020 - 00:00,77.9,170.24,42.91,6.45,30.93,26.04,8.09,2.17,28.12,0.04,0.82,1.1,199.52,31.59,78.76,741.73,77.38,,15-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Sep-2020 - 00:00,67.77,154.79,43.83,8.99,30.72,23.8,9.56,1.08,45.14,0.04,0.79,1.2,160.5,31.84,73.62,741.81,79.97,,16-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Sep-2020 - 00:00,64.56,169.46,43.76,9.61,31.16,26.62,13.16,0.4,53.68,0.04,1.61,1.73,132.26,32.76,71.01,741.89,93.17,,17-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Sep-2020 - 00:00,48.57,145.31,35.41,5.47,23.37,28.27,10.17,0.37,49.52,0.13,0.76,2.53,109.8,33.13,64.33,741.81,103.2,,18-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Sep-2020 - 00:00,49.22,153.19,42.11,9.36,30.1,27.94,13.11,0.42,46.65,0.04,1.24,2.23,108.49,33.45,62.77,741.71,100.0,,19-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Sep-2020 - 00:00,55.77,148.34,39.42,6.91,26.68,28.15,11.77,0.58,51.28,0.03,0.64,1.46,150.62,32.55,69.69,741.67,97.84,,20-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Sep-2020 - 00:00,75.36,167.96,34.86,6.06,23.56,32.42,6.17,0.61,56.01,0.05,0.63,1.82,166.02,31.8,73.68,741.5,92.11,,21-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Sep-2020 - 00:00,55.51,145.04,32.38,4.73,21.16,24.71,3.33,0.47,59.48,0.03,0.49,1.61,145.89,32.43,69.98,741.52,91.54,,22-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Sep-2020 - 00:00,28.44,71.96,37.55,10.56,28.66,23.38,11.32,0.73,27.0,0.02,0.75,1.4,243.52,31.38,75.09,741.42,99.64,,23-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Sep-2020 - 00:00,24.67,68.28,36.63,15.34,32.04,21.51,10.28,0.73,25.37,0.03,0.64,1.48,245.23,30.63,77.45,741.38,93.28,,24-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Sep-2020 - 00:00,30.05,73.95,36.26,12.88,29.85,20.4,15.45,0.62,43.05,0.02,0.67,1.5,223.48,30.07,77.72,741.53,98.52,,25-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Sep-2020 - 00:00,51.69,161.26,58.21,34.21,58.88,21.62,9.31,0.97,51.27,0.05,0.91,2.01,122.85,31.29,66.86,741.58,93.94,,26-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Sep-2020 - 00:00,73.86,216.1,62.49,26.78,55.09,26.04,9.83,0.84,39.93,0.1,1.97,1.71,139.84,29.96,66.79,741.45,70.01,,27-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Sep-2020 - 00:00,41.33,143.77,48.84,17.76,40.51,24.56,6.99,1.01,46.62,0.04,0.78,1.99,124.22,29.99,56.84,741.7,97.96,,28-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Sep-2020 - 00:00,64.3,215.62,48.02,24.59,45.61,25.16,7.78,0.86,78.77,0.06,2.0,2.09,148.7,30.18,61.01,741.92,98.18,,29-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Sep-2020 - 00:00,66.73,223.26,38.56,4.72,24.44,25.34,7.77,0.7,69.66,0.05,0.58,2.51,114.5,30.31,58.08,741.71,92.9,,30-Sep-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Sep-2020 - 00:00,55.65,201.81,43.13,5.59,27.57,21.6,7.35,0.64,69.61,0.05,0.78,2.59,110.3,30.19,51.67,741.65,97.95,,01-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Oct-2020 - 00:00,64.15,210.81,52.33,12.89,38.41,24.04,7.49,0.82,58.32,0.04,0.96,2.12,116.27,30.02,54.04,741.65,95.69,,02-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Oct-2020 - 00:00,83.64,223.86,53.38,20.31,44.97,28.83,8.6,0.74,68.79,0.0,0.3,1.6,122.34,29.87,57.23,741.73,95.66,,03-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Oct-2020 - 00:00,85.75,205.28,52.13,8.83,34.99,28.87,8.3,0.67,57.82,0.0,0.3,1.57,133.34,29.43,55.59,741.76,95.94,,04-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Oct-2020 - 00:00,81.4,195.23,47.82,8.2,32.18,26.35,7.34,0.51,69.96,0.0,0.3,1.65,145.35,28.76,51.8,741.72,96.53,,05-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Oct-2020 - 00:00,75.33,235.67,51.54,5.28,31.8,25.52,8.29,0.54,78.04,0.0,0.3,2.55,106.3,29.37,47.33,741.7,96.21,,06-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Oct-2020 - 00:00,86.09,222.0,59.51,7.89,38.16,28.09,10.41,0.67,65.37,0.0,0.3,1.99,113.44,29.42,46.38,741.75,96.22,,07-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Oct-2020 - 00:00,111.61,249.24,58.58,12.54,41.44,31.97,12.14,0.53,74.42,0.0,0.3,1.57,141.68,28.87,51.18,742.02,90.65,,08-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Oct-2020 - 00:00,101.47,238.99,56.17,12.19,39.88,32.69,13.15,0.84,84.09,0.0,0.3,1.67,128.19,29.37,50.92,741.97,87.17,,09-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Oct-2020 - 00:00,119.1,254.92,62.93,17.43,47.73,34.79,10.56,0.93,58.89,0.0,0.3,1.12,164.01,28.83,54.43,741.99,84.19,,10-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Oct-2020 - 00:00,119.43,260.89,57.23,10.06,38.71,35.58,10.64,0.91,63.47,0.0,0.3,1.59,131.67,28.77,54.6,741.85,81.95,,11-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Oct-2020 - 00:00,106.27,250.2,59.28,7.25,37.52,33.6,12.14,0.98,71.72,0.0,0.3,1.68,118.73,29.22,52.32,741.68,80.45,,12-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Oct-2020 - 00:00,196.83,347.81,77.77,27.29,63.64,40.39,12.13,2.05,55.6,0.0,0.3,0.93,190.01,28.73,55.71,741.57,64.94,,13-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Oct-2020 - 00:00,136.01,257.01,79.46,28.83,65.88,41.76,7.62,1.58,26.28,0.0,0.31,1.12,239.98,27.93,67.85,741.43,56.72,,14-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Oct-2020 - 00:00,139.11,275.72,59.8,23.81,51.25,38.98,4.57,1.37,20.71,0.06,0.36,0.92,211.44,28.61,65.19,741.62,61.67,,15-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Oct-2020 - 00:00,152.07,293.73,87.24,43.97,82.23,25.52,1.48,1.64,9.21,0.1,0.4,1.28,158.52,28.9,43.86,741.72,71.01,,16-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Oct-2020 - 00:00,137.26,281.81,107.17,40.57,90.05,33.33,1.74,1.32,8.31,0.1,0.4,1.04,151.68,27.25,38.33,741.53,69.89,,17-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Oct-2020 - 00:00,130.86,278.84,101.35,47.39,92.51,37.18,1.16,1.16,7.78,0.1,0.4,0.99,155.26,26.93,43.05,741.65,68.41,,18-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Oct-2020 - 00:00,112.73,264.96,106.41,37.71,87.34,36.08,0.93,1.02,6.9,0.1,0.4,1.87,101.1,27.98,35.04,741.69,73.17,,19-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Oct-2020 - 00:00,106.14,257.03,73.1,20.37,55.5,22.2,1.62,0.8,8.92,0.1,0.4,2.16,105.82,27.93,33.24,741.69,77.48,,20-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Oct-2020 - 00:00,99.46,246.17,64.84,19.33,50.25,18.23,1.21,0.91,8.46,0.1,0.83,1.6,123.68,27.21,31.05,741.67,78.26,,21-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Oct-2020 - 00:00,131.29,289.43,77.73,58.51,88.94,24.73,4.22,1.87,6.66,0.1,1.2,1.04,147.71,26.3,39.63,741.68,75.06,,22-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Oct-2020 - 00:00,186.65,345.38,72.63,34.54,66.75,29.04,2.71,1.98,12.66,0.1,1.2,0.9,165.81,26.65,39.03,741.46,52.82,1.0,23-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Oct-2020 - 00:00,207.36,343.67,61.98,23.44,52.07,29.27,2.09,1.89,14.15,0.1,1.2,0.82,171.93,25.51,42.66,741.34,68.99,,24-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Oct-2020 - 00:00,207.83,368.3,68.49,40.38,69.29,27.94,3.06,1.88,19.83,0.1,1.2,1.21,140.56,24.57,47.19,741.16,63.06,,25-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Oct-2020 - 00:00,214.9,395.72,80.52,49.8,83.36,26.01,4.25,2.77,17.75,0.1,1.2,0.77,175.35,24.95,48.64,741.53,61.23,,26-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Oct-2020 - 00:00,189.33,347.32,69.22,38.04,67.77,23.84,2.11,1.97,15.2,0.1,1.2,1.14,147.66,25.27,44.04,741.71,56.78,,27-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Oct-2020 - 00:00,175.56,354.68,103.05,74.43,111.1,48.32,7.99,2.21,8.67,0.11,1.6,1.77,107.21,24.46,39.11,741.65,66.18,,28-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Oct-2020 - 00:00,206.59,417.0,165.58,108.05,175.99,78.75,7.02,3.29,11.72,0.2,2.7,1.05,111.01,23.7,42.16,741.64,58.95,,29-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Oct-2020 - 00:00,204.08,380.47,148.64,81.55,145.42,83.52,5.8,3.23,6.93,0.05,0.09,0.61,176.45,23.35,47.82,741.62,59.07,,30-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
30-Oct-2020 - 00:00,215.54,402.09,141.43,52.69,118.13,65.05,9.25,2.38,10.25,,0.05,1.21,111.62,24.04,43.79,741.69,61.7,,31-Oct-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
31-Oct-2020 - 00:00,289.05,505.27,122.08,18.46,80.03,61.72,9.74,2.4,10.7,0.1,0.03,2.22,101.9,24.19,40.59,741.62,63.54,,01-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
01-Nov-2020 - 00:00,312.84,576.02,130.41,39.59,101.64,52.88,11.74,2.54,12.33,,0.04,2.12,96.45,23.67,33.71,741.65,62.43,,02-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
02-Nov-2020 - 00:00,253.93,503.32,152.26,85.97,150.96,55.09,11.76,2.96,9.48,0.07,0.03,1.41,108.89,22.16,39.2,741.62,56.84,,03-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
03-Nov-2020 - 00:00,148.4,339.34,181.51,176.18,239.79,53.89,7.04,3.94,7.65,0.03,0.01,0.96,151.25,21.98,43.41,741.54,58.48,,04-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
04-Nov-2020 - 00:00,430.67,647.09,213.84,163.19,246.46,70.69,13.63,5.15,8.75,0.0,0.01,1.01,101.77,21.44,51.2,741.23,41.01,,05-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
05-Nov-2020 - 00:00,370.73,671.05,199.44,135.96,216.69,64.09,9.68,4.2,12.6,0.0,0.01,1.44,95.98,23.24,43.65,741.64,56.85,,06-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
06-Nov-2020 - 00:00,318.15,594.14,173.92,81.04,158.44,63.41,9.71,2.79,11.85,,0.01,1.45,89.34,23.57,39.69,741.97,53.61,,07-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
07-Nov-2020 - 00:00,363.15,625.62,154.12,78.96,144.76,68.53,9.51,2.99,11.09,0.03,0.01,1.66,101.27,23.24,40.46,741.86,55.14,,08-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
08-Nov-2020 - 00:00,525.03,761.02,175.42,133.74,202.1,88.74,4.13,5.41,11.65,,,0.76,138.71,21.37,52.96,741.67,42.12,,09-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
09-Nov-2020 - 00:00,472.43,673.7,168.97,96.1,168.08,95.05,4.32,3.65,10.95,,,0.86,122.25,21.13,56.38,741.6,45.27,,10-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
10-Nov-2020 - 00:00,461.52,333.19,135.73,52.96,115.32,104.13,4.09,2.6,7.65,,,0.72,229.22,20.98,63.92,741.57,47.81,,11-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
11-Nov-2020 - 00:00,171.32,296.07,108.41,40.63,90.77,91.16,4.32,2.38,4.72,,,0.88,231.49,21.01,61.39,741.69,49.22,,12-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
12-Nov-2020 - 00:00,158.66,349.4,128.27,90.55,141.91,75.36,5.71,2.59,3.91,,,0.75,189.5,21.27,60.52,741.84,49.12,,13-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
13-Nov-2020 - 00:00,211.15,413.24,113.01,67.95,111.88,62.84,2.67,3.11,12.72,,,0.9,142.19,21.66,56.2,741.7,45.56,,14-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
14-Nov-2020 - 00:00,462.54,600.12,108.15,27.08,79.6,64.74,6.8,2.73,9.37,,,0.64,179.34,20.49,56.82,741.5,37.5,,15-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
15-Nov-2020 - 00:00,293.26,404.3,87.51,6.84,52.17,81.72,1.99,2.13,8.73,,,1.23,241.04,20.4,66.09,741.48,39.53,1.0,16-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
16-Nov-2020 - 00:00,85.72,134.82,59.59,10.37,40.2,61.73,3.08,1.78,5.54,,,1.43,236.47,20.54,77.81,741.67,48.21,,17-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
17-Nov-2020 - 00:00,67.93,137.81,62.19,9.56,40.76,51.14,4.18,2.02,7.01,,,1.73,114.15,20.69,64.28,741.46,56.66,,18-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
18-Nov-2020 - 00:00,109.81,203.92,77.96,11.01,50.45,49.74,5.74,1.72,10.63,,,1.55,129.02,19.54,59.44,741.27,54.97,,19-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
19-Nov-2020 - 00:00,151.26,244.36,77.46,11.57,49.65,46.93,4.0,1.93,14.85,,,1.1,160.53,18.4,58.8,741.06,54.43,,20-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
20-Nov-2020 - 00:00,137.6,244.17,75.41,2.09,41.8,43.46,4.57,1.65,18.81,,,2.31,113.34,19.12,47.06,741.25,56.68,,21-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
21-Nov-2020 - 00:00,94.99,220.7,68.82,5.92,40.84,37.31,8.86,2.26,22.1,,,3.04,108.36,18.52,39.67,741.34,58.48,,22-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
22-Nov-2020 - 00:00,129.09,254.82,89.17,28.98,68.03,36.27,6.71,2.15,18.94,,,1.77,106.95,17.86,40.5,741.12,54.11,,23-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
23-Nov-2020 - 00:00,231.31,400.98,145.22,80.29,142.56,43.98,6.6,2.78,32.12,,,0.75,170.54,17.16,49.91,741.11,47.71,,24-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
24-Nov-2020 - 00:00,313.77,511.71,155.95,76.88,145.49,54.89,3.84,3.15,7.38,,,0.71,215.78,16.79,55.54,740.98,40.72,,25-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
25-Nov-2020 - 00:00,280.69,413.6,102.36,14.79,66.52,56.16,5.14,2.27,5.71,,,1.04,231.83,17.29,68.59,741.17,26.84,,26-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
26-Nov-2020 - 00:00,98.58,169.61,58.38,8.88,38.17,44.63,7.77,1.67,8.19,,,1.58,154.5,19.42,64.19,741.81,47.34,,27-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
27-Nov-2020 - 00:00,68.64,164.21,42.77,11.61,32.25,36.19,14.13,2.15,25.0,,,2.43,106.5,19.73,53.56,741.94,54.0,,28-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
28-Nov-2020 - 00:00,116.41,242.61,60.7,20.39,48.93,36.91,11.54,1.61,40.88,,,2.42,95.16,19.54,47.22,741.65,52.21,,29-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
29-Nov-2020 - 00:00,168.84,325.35,110.44,103.62,143.0,40.8,21.37,2.55,77.17,,,1.02,121.03,17.91,52.94,741.51,50.36,,30-Nov-2020 - 00:00,"Sanjay Nagar, Ghaziabad - UPPCB"
