from date,NO2,NO,NOx,NH3,SO2,CO,Benzene,Eth-Benzene,MP-Xylene,Toluene,RH,WS,WD,SR,RF,PM2.5,PM10,Ozone,to date,station
15-Aug-2020 - 00:00,11.61,3.94,9.22,14.89,11.1,0.29,3.3,3.06,0.8,4.63,77.95,1.83,123.25,429.46,0.0,26.59,47.85,39.64,16-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Aug-2020 - 00:00,8.73,3.18,7.11,13.29,13.85,0.3,3.39,3.03,0.81,4.55,86.82,2.63,104.26,269.86,0.02,21.29,38.33,33.24,17-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Aug-2020 - 00:00,11.36,3.45,8.69,12.97,13.69,0.31,3.44,3.06,0.79,5.43,87.89,2.48,107.71,239.84,0.02,19.22,34.61,44.68,18-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Aug-2020 - 00:00,11.26,3.15,8.34,12.02,12.46,0.29,3.08,2.86,0.81,4.79,83.89,2.38,152.58,363.19,0.0,21.96,39.34,38.19,19-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Aug-2020 - 00:00,14.69,3.37,10.23,15.45,14.82,0.29,3.32,3.02,0.81,5.0,92.76,2.49,119.12,89.03,0.28,15.39,27.72,35.24,20-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Aug-2020 - 00:00,12.96,3.26,9.37,12.2,6.2,0.3,3.42,3.05,0.81,4.43,88.39,2.99,110.2,285.87,0.15,12.28,22.11,28.47,21-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Aug-2020 - 00:00,19.67,11.04,19.12,10.99,7.07,0.31,3.04,3.0,0.78,4.84,88.95,1.77,103.5,141.01,1.34,13.84,24.91,36.27,22-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Aug-2020 - 00:00,18.19,17.64,23.6,8.08,6.69,0.3,3.0,2.69,0.87,4.53,81.06,1.21,181.12,239.1,0.01,31.18,56.11,27.25,23-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Aug-2020 - 00:00,18.47,6.11,9.5,13.71,30.02,0.25,4.44,4.74,0.5,6.65,73.5,3.03,120.46,329.55,0.0,27.27,49.1,54.18,25-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Aug-2020 - 00:00,12.43,6.26,9.56,17.38,9.34,0.3,3.61,2.94,0.81,5.02,84.55,2.78,108.43,393.26,0.02,12.89,23.19,38.07,26-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Aug-2020 - 00:00,12.43,6.16,9.83,13.52,16.89,0.3,3.12,3.01,0.82,4.72,77.48,2.36,168.07,387.6,0.0,20.64,37.11,41.01,27-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Aug-2020 - 00:00,15.11,6.6,11.46,11.37,10.32,0.29,3.08,3.05,0.74,4.35,71.83,1.38,175.84,248.17,0.49,16.93,30.47,35.74,28-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Aug-2020 - 00:00,18.86,8.28,14.88,9.36,3.01,0.29,3.13,3.02,0.82,4.66,87.3,1.37,191.31,253.98,0.05,28.5,51.31,21.65,29-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Aug-2020 - 00:00,16.19,5.32,10.74,9.91,3.73,0.29,2.97,2.99,0.77,4.68,87.89,1.3,153.02,407.69,0.0,20.01,36.02,41.36,30-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Aug-2020 - 00:00,17.41,6.12,12.4,12.09,1.43,0.3,3.34,3.07,0.78,4.9,80.28,2.68,97.19,283.77,0.0,24.69,44.45,32.83,31-Aug-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-Aug-2020 - 00:00,11.62,5.55,8.91,14.03,4.49,0.31,3.35,3.04,0.84,5.0,74.51,4.14,121.02,383.52,0.0,12.76,22.97,45.3,01-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Sep-2020 - 00:00,17.97,5.77,12.41,12.5,21.99,0.3,3.5,2.99,0.81,4.83,75.01,2.71,135.27,415.94,0.0,22.0,39.58,42.75,02-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Sep-2020 - 00:00,19.95,6.49,14.02,9.81,16.53,0.3,3.34,3.07,0.85,4.87,76.52,1.75,143.72,448.72,0.0,31.57,56.83,42.1,03-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Sep-2020 - 00:00,20.93,8.35,16.03,9.21,3.69,0.3,3.14,3.02,0.81,4.97,81.4,2.14,86.44,262.98,0.15,30.64,55.14,35.79,04-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Sep-2020 - 00:00,18.71,6.33,12.91,9.94,8.63,0.3,3.16,3.01,0.78,4.64,78.79,1.98,180.21,400.07,0.01,28.73,51.71,39.88,05-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Sep-2020 - 00:00,20.46,5.89,12.56,9.95,11.46,0.29,3.43,3.3,0.73,4.67,85.23,1.57,173.22,402.26,0.0,50.31,90.64,31.57,06-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Sep-2020 - 00:00,12.52,4.75,8.74,11.99,6.97,0.3,3.21,2.98,0.84,5.34,82.35,1.7,224.96,393.53,0.0,29.17,52.5,33.58,07-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Sep-2020 - 00:00,13.16,4.52,8.39,14.55,21.49,0.29,3.41,2.94,0.78,4.7,81.09,1.92,269.33,391.08,0.0,30.79,55.41,41.12,08-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Sep-2020 - 00:00,11.32,4.37,7.75,13.92,11.38,0.3,3.25,3.03,0.81,5.06,76.04,2.43,294.54,553.16,0.0,36.94,66.51,33.41,09-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Sep-2020 - 00:00,11.75,4.11,7.39,11.05,16.24,0.28,3.18,3.03,0.74,4.7,75.9,2.8,311.24,512.42,0.0,41.85,75.32,61.77,10-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Sep-2020 - 00:00,11.85,2.04,6.82,8.84,35.75,0.27,3.22,3.08,0.69,4.63,81.24,2.62,300.85,340.94,0.0,54.18,165.32,61.37,11-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Sep-2020 - 00:00,18.97,3.04,12.17,11.71,16.53,0.3,3.37,2.99,0.79,4.83,66.62,1.97,310.19,342.78,0.0,48.43,231.31,82.36,12-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Sep-2020 - 00:00,21.99,4.51,15.05,10.19,11.33,0.31,3.27,3.04,0.79,4.86,74.91,1.73,201.75,396.87,0.0,56.28,212.43,80.35,13-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Sep-2020 - 00:00,17.16,2.67,11.06,10.84,17.33,0.3,3.5,3.02,0.8,4.55,78.3,1.78,252.08,327.25,0.0,60.76,321.05,69.62,14-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Sep-2020 - 00:00,18.01,2.97,11.76,11.27,23.59,0.3,3.25,3.02,0.74,4.35,76.87,1.86,300.87,408.74,0.0,66.07,233.74,69.39,15-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Sep-2020 - 00:00,18.93,3.28,12.48,12.07,11.62,0.3,3.5,3.04,0.83,4.76,75.84,1.97,261.53,378.67,0.0,58.81,156.89,76.36,16-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Sep-2020 - 00:00,15.78,2.32,10.02,11.53,14.03,0.3,3.45,3.04,0.78,4.74,78.3,2.44,295.72,408.51,0.0,54.51,150.78,70.77,17-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Sep-2020 - 00:00,19.04,2.66,11.83,12.15,12.23,0.29,3.31,3.04,0.79,4.2,78.88,2.83,298.26,487.9,0.01,56.19,146.28,68.08,18-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Sep-2020 - 00:00,18.12,2.27,11.26,13.32,16.97,0.3,3.11,3.01,0.83,4.59,74.83,2.93,291.87,482.2,0.0,53.05,134.34,62.79,19-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Sep-2020 - 00:00,18.6,2.54,11.75,12.75,8.83,0.3,3.44,3.05,0.81,4.56,73.6,1.87,237.15,399.41,0.0,56.08,136.62,57.48,20-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Sep-2020 - 00:00,19.65,2.63,12.36,11.81,6.96,0.3,3.34,3.02,0.77,4.41,73.96,2.38,252.28,446.59,0.0,62.6,151.47,53.75,21-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Sep-2020 - 00:00,19.13,2.33,11.85,12.32,10.24,0.3,3.22,3.04,0.79,4.77,69.28,1.53,247.78,451.34,0.0,57.67,144.05,61.2,22-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Sep-2020 - 00:00,18.32,2.92,11.91,13.72,15.57,0.3,3.33,3.04,0.78,4.96,71.66,2.16,146.62,387.16,0.0,38.58,100.16,44.8,23-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Sep-2020 - 00:00,20.99,3.03,13.38,12.54,17.86,0.31,3.14,3.02,0.83,4.7,68.63,1.98,166.38,401.88,0.0,30.72,77.0,62.08,24-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Sep-2020 - 00:00,23.1,3.16,14.38,12.55,9.8,0.29,2.73,2.36,0.84,3.71,74.49,1.6,162.67,289.46,0.0,40.7,93.0,57.92,25-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Sep-2020 - 00:00,25.2,3.27,15.78,10.69,17.49,0.31,3.7,3.05,0.82,4.89,80.96,1.93,203.01,319.68,0.0,59.91,135.2,42.03,26-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Sep-2020 - 00:00,22.05,2.77,13.76,10.31,9.17,0.3,3.27,2.97,0.8,4.61,70.9,1.96,224.71,400.99,0.0,58.53,145.11,54.34,27-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Sep-2020 - 00:00,19.49,2.12,11.85,11.93,14.62,0.31,3.62,3.05,0.82,4.75,72.32,2.44,288.12,450.23,0.0,52.33,145.47,59.09,28-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Sep-2020 - 00:00,25.25,2.91,15.48,11.3,20.94,0.3,3.14,2.99,0.83,4.77,63.99,2.92,307.07,464.1,0.0,57.67,165.6,65.93,29-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Sep-2020 - 00:00,23.74,3.0,14.79,11.72,16.94,0.3,3.32,3.03,0.83,4.87,65.01,3.01,286.36,478.84,0.0,58.27,165.93,71.37,30-Sep-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Sep-2020 - 00:00,23.32,2.19,13.92,12.14,11.83,0.3,3.18,3.06,0.8,4.68,65.78,3.53,303.15,475.53,0.0,56.33,167.4,80.08,01-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Oct-2020 - 00:00,26.13,2.66,15.77,10.97,11.27,0.3,3.04,3.08,0.81,4.75,64.09,2.91,310.19,481.15,0.0,54.05,153.59,77.08,02-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Oct-2020 - 00:00,31.57,3.01,18.88,9.84,20.71,0.3,3.36,2.99,0.8,4.74,60.39,2.13,284.84,448.37,0.0,60.44,155.08,83.6,03-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Oct-2020 - 00:00,34.84,3.54,21.03,9.75,10.43,0.3,3.28,3.07,0.78,4.6,58.7,2.03,264.32,453.8,0.0,73.53,175.97,73.5,04-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Oct-2020 - 00:00,34.35,5.79,22.58,10.4,18.48,0.29,3.09,2.97,0.8,4.54,58.22,2.01,244.81,447.44,0.0,73.25,175.24,78.96,05-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Oct-2020 - 00:00,29.07,2.44,17.02,16.25,8.98,0.3,3.39,3.0,0.82,4.65,57.98,2.93,303.97,469.67,0.0,65.58,175.11,85.11,06-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Oct-2020 - 00:00,31.0,3.01,18.58,21.35,14.84,0.3,3.31,3.0,0.78,4.77,55.53,2.48,256.75,482.12,0.0,67.21,166.02,85.76,07-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Oct-2020 - 00:00,40.74,6.19,26.2,19.46,15.0,0.31,3.51,3.06,0.82,4.55,57.46,1.86,229.61,454.69,0.0,90.8,200.99,79.64,08-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Oct-2020 - 00:00,35.87,4.87,22.68,21.29,13.87,0.29,3.29,3.05,0.79,4.76,57.54,2.05,258.0,431.78,0.0,86.49,193.78,40.45,09-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Oct-2020 - 00:00,39.03,4.57,24.01,20.18,11.49,0.3,3.65,3.03,0.84,4.29,58.49,1.9,232.72,420.45,0.0,83.48,197.8,36.02,10-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Oct-2020 - 00:00,40.03,4.68,24.59,19.43,11.94,0.3,3.09,3.02,0.82,5.15,57.69,1.91,266.31,409.19,0.0,93.55,217.41,38.09,11-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Oct-2020 - 00:00,37.44,3.07,21.96,22.68,5.73,0.31,3.54,3.07,0.8,4.6,57.64,1.71,264.07,409.42,0.0,89.42,207.87,38.59,12-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Oct-2020 - 00:00,52.47,11.43,36.86,26.7,9.62,0.29,3.12,3.07,0.76,4.73,57.32,1.2,161.22,367.12,0.0,103.83,255.18,57.5,13-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Oct-2020 - 00:00,58.68,14.24,42.07,32.22,13.01,0.31,3.31,3.05,0.79,4.89,60.43,1.66,106.56,346.14,0.0,96.47,243.2,60.3,14-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Oct-2020 - 00:00,47.77,11.92,34.65,31.71,16.3,0.3,3.54,2.97,0.86,4.71,57.11,1.61,211.78,326.54,0.0,117.03,275.69,68.42,15-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Oct-2020 - 00:00,47.91,11.25,33.9,28.44,18.59,0.3,3.49,2.93,0.84,4.54,48.7,1.69,223.74,364.57,0.0,105.26,262.33,62.97,16-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Oct-2020 - 00:00,53.03,8.97,34.47,22.43,16.93,0.3,3.55,3.01,0.78,4.97,40.28,1.42,285.47,374.49,0.0,94.26,242.53,75.78,17-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Oct-2020 - 00:00,55.58,10.92,37.85,22.93,15.66,0.3,3.22,3.05,0.77,4.66,46.12,1.58,248.47,365.16,0.0,102.08,264.88,73.69,18-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Oct-2020 - 00:00,35.61,2.54,20.6,28.76,14.73,0.3,3.39,3.03,0.8,4.67,45.77,2.52,301.8,404.31,0.0,100.73,263.6,81.76,19-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Oct-2020 - 00:00,47.01,3.8,27.56,24.88,17.22,0.29,3.22,3.03,0.79,4.81,42.6,2.36,291.99,432.5,0.0,104.93,267.66,73.93,20-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Oct-2020 - 00:00,49.97,2.79,28.26,24.42,15.11,0.29,3.14,2.95,0.8,4.69,37.43,2.19,300.6,430.71,0.0,99.01,248.13,81.33,21-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Oct-2020 - 00:00,47.9,3.43,27.74,24.71,12.35,0.3,3.07,3.03,0.76,4.74,39.68,1.97,227.12,371.43,0.0,97.7,231.36,82.06,22-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Oct-2020 - 00:00,56.42,5.67,34.01,20.77,12.24,0.3,3.26,3.02,0.79,4.8,40.74,1.84,206.32,334.91,0.0,111.08,267.19,65.83,23-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Oct-2020 - 00:00,67.08,20.85,51.74,17.84,12.87,0.3,3.13,3.03,0.8,5.0,40.7,1.25,190.04,378.29,0.0,133.17,323.13,66.27,24-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Oct-2020 - 00:00,66.92,10.95,43.72,19.4,10.78,0.29,2.83,3.07,0.8,4.31,46.52,1.38,274.9,308.54,0.0,147.78,348.02,67.83,25-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Oct-2020 - 00:00,56.55,7.79,35.77,21.67,12.19,0.31,3.44,3.04,0.78,4.81,48.34,1.81,206.12,372.13,0.0,161.09,365.07,68.37,26-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Oct-2020 - 00:00,46.52,6.14,29.17,23.42,12.57,0.31,3.37,3.06,0.81,4.74,42.28,2.3,254.59,354.52,0.0,110.51,276.4,40.39,27-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Oct-2020 - 00:00,49.72,5.05,29.55,22.99,15.43,0.3,3.51,3.01,0.78,4.62,40.18,2.56,307.98,564.26,0.0,121.7,310.8,37.91,28-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Oct-2020 - 00:00,84.77,32.4,70.25,17.74,17.57,0.29,3.33,3.05,0.79,4.8,35.26,1.21,247.63,449.93,0.0,161.33,366.4,33.42,29-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Oct-2020 - 00:00,61.55,18.53,46.98,20.7,13.83,0.3,3.41,3.05,0.78,4.64,47.14,1.6,199.96,345.48,0.0,133.81,299.15,31.45,30-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Oct-2020 - 00:00,62.75,12.34,42.64,21.43,17.52,0.3,3.33,2.97,0.81,4.83,44.01,1.91,260.62,361.3,0.0,128.69,344.27,32.99,31-Oct-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
31-Oct-2020 - 00:00,50.96,2.53,28.55,24.66,15.63,0.3,3.21,3.12,0.81,4.66,40.39,3.03,311.53,390.92,0.0,131.6,437.79,34.57,01-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Nov-2020 - 00:00,66.13,3.79,37.55,21.78,18.77,0.3,3.37,3.03,0.81,5.05,41.69,2.08,294.5,347.45,0.0,181.12,532.11,38.34,02-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
02-Nov-2020 - 00:00,66.21,5.55,38.95,21.76,15.41,0.31,3.8,3.0,0.86,4.92,33.1,1.84,303.55,365.23,0.0,167.43,437.37,31.18,03-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
03-Nov-2020 - 00:00,92.21,26.76,69.61,17.83,14.62,0.3,3.67,2.93,0.84,4.83,36.68,1.1,218.66,282.03,0.0,219.49,511.29,27.7,04-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
04-Nov-2020 - 00:00,82.11,24.76,58.93,18.02,8.19,0.28,3.03,3.09,0.73,4.78,55.38,1.46,265.03,217.53,0.0,251.85,483.85,23.27,05-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
05-Nov-2020 - 00:00,53.84,4.0,29.3,21.28,13.35,0.29,2.76,2.38,0.82,4.17,46.62,1.77,286.02,363.27,0.0,160.29,353.48,30.8,06-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
06-Nov-2020 - 00:00,47.78,3.79,28.0,29.91,12.24,0.31,3.64,3.05,0.81,4.31,40.66,2.16,308.85,395.24,0.0,97.27,236.34,28.61,07-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
07-Nov-2020 - 00:00,50.94,11.11,33.15,32.95,13.46,0.29,3.19,2.96,0.77,4.42,45.57,2.22,305.03,403.01,0.0,104.04,279.37,32.89,08-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
08-Nov-2020 - 00:00,91.0,44.91,83.56,25.96,2.14,0.3,3.17,2.81,0.83,4.67,50.87,1.1,158.06,302.61,0.0,150.57,346.55,29.32,09-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
09-Nov-2020 - 00:00,78.94,21.88,58.8,20.99,12.37,0.63,1.92,1.1,0.82,2.42,50.31,1.43,238.83,327.5,0.0,116.2,282.13,29.9,10-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
10-Nov-2020 - 00:00,72.97,31.38,63.29,14.4,9.58,0.5,2.23,1.16,0.94,2.7,51.47,1.25,103.57,369.21,0.0,122.27,272.59,48.97,11-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
11-Nov-2020 - 00:00,59.71,11.33,40.28,12.26,10.38,0.44,1.96,1.16,1.0,2.67,51.32,1.33,176.07,309.75,0.0,113.79,241.0,59.25,12-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
12-Nov-2020 - 00:00,80.48,24.49,63.94,24.35,13.41,1.05,2.1,1.11,0.8,2.53,54.36,1.23,199.24,267.93,0.0,150.08,348.25,48.2,13-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
13-Nov-2020 - 00:00,86.66,27.9,67.66,20.87,12.87,1.28,1.64,1.13,0.79,2.59,56.83,1.31,242.7,287.87,0.0,159.37,361.26,43.0,14-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
14-Nov-2020 - 00:00,81.35,30.42,66.9,48.62,12.15,1.41,2.08,1.08,0.82,2.47,47.99,1.08,202.74,,0.0,180.33,354.77,48.98,15-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
15-Nov-2020 - 00:00,31.54,2.53,17.4,34.45,9.95,0.4,1.76,1.09,0.73,2.48,66.42,2.85,112.84,197.18,0.03,104.99,190.02,58.58,16-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
16-Nov-2020 - 00:00,26.65,3.09,15.53,15.34,6.9,0.52,2.03,1.09,0.74,2.3,68.43,2.33,191.77,198.05,0.08,25.25,55.98,29.96,17-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
17-Nov-2020 - 00:00,34.67,4.89,22.0,11.83,11.74,0.53,1.76,1.17,0.78,2.84,67.18,1.91,303.56,577.22,0.0,37.93,126.11,36.16,18-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
18-Nov-2020 - 00:00,38.64,3.3,22.84,11.07,17.91,0.81,2.07,1.14,0.78,3.04,60.37,1.75,301.55,492.69,0.0,72.18,241.43,56.41,19-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
19-Nov-2020 - 00:00,34.38,2.37,19.87,11.31,15.99,0.82,1.94,1.12,0.81,2.54,60.01,1.97,312.54,325.7,0.0,83.43,250.3,79.69,20-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
20-Nov-2020 - 00:00,20.53,2.17,12.46,12.48,21.65,0.59,2.27,1.18,0.82,2.93,60.35,3.34,311.2,383.21,0.0,66.71,187.0,41.87,21-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
21-Nov-2020 - 00:00,12.58,2.04,8.21,12.43,28.11,0.53,1.98,1.14,0.79,2.38,51.35,3.74,308.51,412.86,0.0,49.46,134.05,60.33,22-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
22-Nov-2020 - 00:00,10.35,2.48,7.39,12.14,23.5,0.73,2.06,1.17,0.81,2.99,54.25,2.13,303.46,342.71,0.0,68.12,262.91,35.35,23-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
23-Nov-2020 - 00:00,16.03,15.53,20.81,10.06,5.77,1.13,2.1,1.19,0.77,2.64,58.02,1.29,186.97,234.36,0.0,100.3,375.0,38.33,24-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
24-Nov-2020 - 00:00,22.1,65.11,63.69,30.67,7.14,1.61,2.07,1.13,0.78,2.6,64.6,1.09,134.52,196.74,0.0,119.87,419.94,34.14,25-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
25-Nov-2020 - 00:00,12.77,13.71,17.66,44.98,4.94,0.83,1.91,1.23,0.79,2.55,70.71,1.29,135.09,58.58,0.01,108.54,333.76,35.65,26-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
26-Nov-2020 - 00:00,4.37,2.77,4.4,38.98,8.82,0.45,2.02,1.17,0.77,2.24,72.61,2.42,311.43,172.75,0.04,26.45,97.23,39.73,27-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
27-Nov-2020 - 00:00,1.79,3.05,3.37,30.76,12.83,0.51,1.94,1.08,0.82,2.62,60.03,2.88,309.06,385.86,0.0,31.56,116.75,42.3,28-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
28-Nov-2020 - 00:00,3.2,6.14,5.93,34.97,10.54,1.0,1.94,1.1,0.81,2.61,53.71,1.82,279.61,402.49,0.0,75.5,290.95,54.84,29-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
29-Nov-2020 - 00:00,2.32,13.83,11.7,39.82,8.47,1.37,2.08,1.1,0.79,2.71,64.79,1.22,238.79,268.85,0.0,114.16,445.98,51.85,30-Nov-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
30-Nov-2020 - 00:00,3.23,20.54,16.5,47.42,5.45,1.55,1.97,1.14,0.81,2.56,65.22,1.18,263.54,309.15,0.0,132.96,485.76,50.52,01-Dec-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
01-Dec-2020 - 00:00,5.15,19.81,15.96,60.9,3.54,1.59,4.29,1.2,0.97,2.94,68.81,1.34,308.13,,0.0,190.9,652.61,25.13,02-Dec-2020 - 00:00,"Patti Mehar, Ambala - HSPCB"
