from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
14-Aug-2020 - 00:00,36.65,,49.21,20.86,27.11,30.84,5.29,34.14,,,,27.69,68.44,1.52,54.26,98.88,735.69,0.0,-0.0,15-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Aug-2020 - 00:00,37.94,,43.91,15.4,18.95,22.07,6.92,27.62,,,,28.32,67.58,2.04,54.79,111.23,735.92,0.0,-0.01,16-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Aug-2020 - 00:00,37.79,,42.89,4.25,14.91,11.39,4.81,20.98,,,,28.88,64.03,2.33,56.76,156.54,736.81,0.15,-0.03,17-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Aug-2020 - 00:00,37.41,,44.44,11.05,21.55,30.46,6.13,21.12,,,,29.34,63.36,2.23,58.63,159.05,736.96,0.0,-0.03,18-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Aug-2020 - 00:00,39.31,,30.59,17.16,25.26,26.97,5.55,27.39,,,,29.61,63.21,2.5,57.27,154.68,737.05,0.34,-0.01,19-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Aug-2020 - 00:00,35.67,,67.26,16.71,19.44,23.02,5.29,16.26,,,,26.87,66.21,2.32,55.53,94.14,737.76,0.0,-0.03,20-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Aug-2020 - 00:00,35.09,,62.64,20.47,16.84,25.24,8.96,21.41,,,,28.82,61.13,3.9,57.77,166.75,738.54,0.0,-0.08,21-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Aug-2020 - 00:00,36.59,,54.81,9.21,15.8,15.55,4.39,13.5,,,,27.45,63.2,5.45,58.62,109.46,739.35,0.02,-0.13,22-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Aug-2020 - 00:00,37.04,,58.01,10.9,14.3,16.1,4.68,18.78,,,,26.19,69.24,4.72,59.8,88.17,739.47,0.27,-0.13,23-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Aug-2020 - 00:00,37.05,,63.6,3.88,16.24,11.71,4.95,14.61,,,,25.82,70.09,2.7,59.85,97.33,740.04,0.13,-0.04,24-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Aug-2020 - 00:00,36.82,,60.83,10.26,21.53,19.29,6.39,16.27,,,,27.93,63.11,2.06,59.88,151.77,740.85,0.0,-0.01,25-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Aug-2020 - 00:00,37.16,,53.5,10.43,30.8,24.82,6.39,22.3,,,,28.84,59.54,2.05,53.91,126.94,742.34,0.0,-0.01,26-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Aug-2020 - 00:00,37.34,,55.42,3.68,24.69,16.06,4.85,21.65,,,,29.22,59.49,3.75,45.07,169.85,742.49,0.0,-0.04,27-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Aug-2020 - 00:00,36.79,,50.57,3.76,18.34,12.72,6.18,18.91,,,,27.95,63.23,2.75,55.97,122.4,741.15,0.0,-0.07,28-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Aug-2020 - 00:00,36.74,,47.04,4.1,17.61,12.58,5.94,23.0,,,,28.38,61.26,4.05,57.59,167.79,738.89,0.0,-0.14,29-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Aug-2020 - 00:00,36.53,,53.87,11.25,13.53,16.19,6.68,21.52,,,,27.54,61.81,4.58,59.19,115.74,738.11,0.0,-0.15,30-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Aug-2020 - 00:00,36.45,,68.94,3.84,18.64,12.96,5.84,13.58,,,,27.44,59.15,3.04,60.69,93.89,740.59,0.0,-0.04,31-Aug-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Aug-2020 - 00:00,36.29,,58.66,17.03,27.78,28.1,5.86,18.36,,,,29.3,54.27,1.86,56.95,176.02,742.96,0.0,-0.03,01-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Sep-2020 - 00:00,35.38,,60.75,23.49,37.6,37.95,6.0,27.87,,,,29.68,52.78,3.14,47.02,182.87,743.8,0.0,0.02,02-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Sep-2020 - 00:00,36.02,,57.56,22.32,27.52,31.87,8.81,22.51,,,,27.74,63.37,1.87,50.37,77.17,744.74,0.42,-0.02,03-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Sep-2020 - 00:00,36.08,,56.9,10.45,19.24,18.42,5.45,30.23,,,,27.62,65.9,2.76,59.86,103.98,745.19,0.01,-0.06,04-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Sep-2020 - 00:00,36.39,,57.72,13.44,25.73,24.51,7.94,31.72,,,,29.46,59.27,1.96,58.93,148.54,744.34,0.0,-0.01,05-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Sep-2020 - 00:00,36.65,,57.03,4.62,33.84,21.73,6.09,34.02,,,,29.17,59.95,1.13,54.89,96.95,742.65,0.0,-0.0,06-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Sep-2020 - 00:00,36.57,,69.56,3.69,27.84,17.62,5.35,22.18,,,,30.28,57.44,1.81,52.03,163.69,741.52,0.0,-0.01,07-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Sep-2020 - 00:00,36.01,,62.87,4.04,38.66,23.73,6.16,36.22,,,,30.67,55.07,1.43,54.23,134.35,741.97,0.0,-0.01,08-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Sep-2020 - 00:00,36.88,,54.41,10.07,32.84,25.51,7.57,29.94,,,,31.26,53.24,1.87,55.76,181.66,742.43,0.0,-0.01,09-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Sep-2020 - 00:00,36.28,,62.5,13.19,41.31,32.57,6.6,42.6,,,,30.49,56.56,1.27,52.7,98.86,742.17,0.0,0.0,10-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Sep-2020 - 00:00,36.05,,61.85,13.45,36.11,34.13,7.87,49.8,,,,30.8,54.39,1.96,46.93,161.71,740.11,0.0,-0.01,11-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Sep-2020 - 00:00,36.24,,66.9,3.59,32.5,20.09,6.0,65.9,,,,31.26,51.84,1.73,53.8,152.76,740.82,0.0,-0.02,12-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Sep-2020 - 00:00,35.54,,71.79,3.5,29.62,18.32,5.44,58.79,,,,30.14,59.28,1.84,58.7,116.06,743.18,0.0,-0.01,13-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Sep-2020 - 00:00,35.11,,78.06,3.14,24.0,15.05,6.08,55.14,,,,30.65,56.28,1.38,57.88,116.7,743.12,0.0,-0.01,14-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Sep-2020 - 00:00,35.71,,66.08,17.42,27.85,28.6,6.73,72.34,,,,30.25,57.94,1.48,58.9,122.01,742.1,0.0,-0.01,15-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Sep-2020 - 00:00,36.35,,62.26,17.73,29.84,29.35,6.12,58.85,,,,30.88,55.89,1.63,57.72,145.48,741.5,0.0,-0.0,16-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Sep-2020 - 00:00,36.73,,69.78,4.7,24.47,25.28,6.44,45.12,,,,31.04,57.31,1.61,55.91,147.82,741.27,0.0,-0.01,17-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Sep-2020 - 00:00,34.98,,74.68,14.46,36.92,30.67,7.65,63.73,,,,31.31,50.2,1.77,48.49,127.83,740.71,0.0,-0.02,18-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Sep-2020 - 00:00,36.14,,54.19,12.19,35.75,28.44,6.81,54.5,,,,31.62,50.23,1.72,51.5,171.54,740.2,0.0,-0.03,19-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Sep-2020 - 00:00,35.09,,71.21,3.83,19.92,13.44,5.16,62.05,,,,29.54,62.39,2.64,58.46,133.73,740.14,0.0,-0.07,20-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Sep-2020 - 00:00,35.85,,58.95,3.89,24.26,16.03,5.92,43.56,,,,30.16,57.15,1.72,57.22,171.18,739.09,0.0,-0.03,21-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Sep-2020 - 00:00,36.4,,55.84,3.41,23.57,15.19,6.69,32.02,,,,30.54,54.05,2.19,57.76,168.96,738.36,0.0,-0.06,22-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Sep-2020 - 00:00,35.19,,61.91,4.23,18.7,13.29,6.06,17.12,,,,27.91,61.48,3.65,58.37,164.16,739.04,0.0,-0.11,23-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Sep-2020 - 00:00,35.51,,50.73,14.46,18.13,21.26,7.81,17.05,,,,25.83,71.46,2.8,57.43,76.46,738.91,0.16,-0.07,24-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Sep-2020 - 00:00,35.54,,55.45,4.34,15.9,11.89,5.3,13.16,,,,24.56,72.47,2.35,51.95,64.88,740.4,0.1,-0.09,25-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Sep-2020 - 00:00,34.65,,71.92,3.53,13.01,9.41,4.58,27.37,,,,23.76,70.33,1.08,52.98,108.08,741.92,0.0,-0.01,26-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Sep-2020 - 00:00,36.64,,54.86,6.86,99.81,58.47,9.66,100.19,,,,28.99,54.81,0.31,57.81,9.0,741.62,0.0,0.0,27-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Sep-2020 - 00:00,35.21,,72.57,3.94,44.35,26.57,7.24,52.68,,,,28.96,50.41,1.71,47.74,140.66,743.23,0.0,-0.01,28-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Sep-2020 - 00:00,35.1,,61.14,7.63,59.89,49.25,5.95,55.76,,,,29.7,45.51,1.34,48.04,181.73,744.16,0.0,-0.01,29-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Sep-2020 - 00:00,35.62,,57.77,16.47,43.8,35.98,6.06,75.6,,,,29.06,45.96,1.83,47.41,178.68,743.84,0.0,-0.01,30-Sep-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Sep-2020 - 00:00,35.4,,58.06,15.09,41.62,34.17,6.73,66.63,,,,28.82,43.82,2.01,46.71,181.77,742.78,0.0,-0.03,01-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Oct-2020 - 00:00,34.1,,59.19,4.11,43.55,26.32,6.21,68.97,,,,28.56,45.4,2.05,72.51,173.82,742.21,0.0,-0.03,02-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Oct-2020 - 00:00,35.28,,63.82,15.03,33.25,29.34,7.97,73.5,,,,28.85,48.06,1.59,116.68,190.61,742.87,0.0,-0.02,03-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Oct-2020 - 00:00,34.67,,62.03,14.59,55.3,40.95,6.31,78.01,,,,29.61,45.4,1.02,117.3,180.13,743.69,0.0,-0.01,04-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Oct-2020 - 00:00,34.58,,55.41,3.8,47.19,27.82,6.49,78.28,,,,29.59,46.15,1.31,114.41,173.51,744.24,0.0,-0.01,05-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Oct-2020 - 00:00,34.62,,48.85,8.77,68.99,43.78,6.8,74.06,,,,28.58,39.78,1.7,110.7,179.65,744.04,0.0,-0.02,06-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Oct-2020 - 00:00,33.52,,48.16,7.43,76.74,46.51,6.36,76.14,,,,28.77,38.06,1.08,113.78,186.77,744.73,0.0,-0.01,07-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Oct-2020 - 00:00,34.72,,42.36,9.46,88.43,54.69,6.61,95.37,,,,28.92,43.67,0.89,119.92,147.85,746.18,0.0,0.0,08-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Oct-2020 - 00:00,34.99,,40.0,26.66,86.28,64.82,7.17,104.39,,,,28.81,43.6,0.97,117.39,177.73,746.72,0.0,0.0,09-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Oct-2020 - 00:00,34.46,,45.28,15.43,98.86,64.66,6.74,83.5,,,,28.86,41.86,0.98,118.23,172.08,746.95,0.0,-0.0,10-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Oct-2020 - 00:00,34.78,,49.58,19.55,73.95,54.2,6.33,81.91,,,,28.83,42.96,1.12,118.36,165.21,745.61,0.0,-0.0,11-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Oct-2020 - 00:00,35.1,,80.52,4.01,54.86,32.31,6.29,81.37,,,,29.11,43.32,1.24,121.14,164.11,744.0,0.0,0.0,12-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Oct-2020 - 00:00,34.63,,72.1,3.98,39.07,32.55,6.37,62.68,,,,28.95,43.29,1.9,123.45,161.53,742.78,0.0,-0.02,13-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Oct-2020 - 00:00,34.98,,48.13,14.7,32.9,29.28,7.97,62.37,,,,28.51,49.14,2.04,122.77,158.7,743.52,0.0,-0.02,14-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Oct-2020 - 00:00,36.18,,44.02,12.59,39.3,31.02,7.9,81.34,,,,28.32,55.22,1.82,121.68,144.97,744.62,0.0,-0.01,15-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Oct-2020 - 00:00,36.88,,50.72,6.68,44.64,28.89,7.07,82.29,,,,28.96,55.81,1.55,121.74,149.35,744.94,0.0,-0.0,16-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Oct-2020 - 00:00,35.47,,76.79,12.88,48.46,35.78,7.9,93.22,,,,29.13,50.84,1.27,120.28,158.51,744.79,0.0,-0.01,17-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Oct-2020 - 00:00,35.92,,78.26,23.79,78.31,60.65,7.46,103.68,,,,28.48,43.87,1.3,119.53,171.85,745.68,0.0,-0.01,18-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Oct-2020 - 00:00,34.84,,63.47,11.66,100.05,62.65,10.34,128.29,,,,28.22,39.95,0.83,117.27,149.76,745.94,0.0,0.0,19-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Oct-2020 - 00:00,34.7,,67.23,14.11,83.42,54.52,7.47,122.6,,,,27.88,35.24,1.31,109.44,134.54,745.46,0.0,0.0,20-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Oct-2020 - 00:00,34.3,,71.42,18.14,77.19,54.77,6.48,102.57,,,,27.04,32.04,1.52,109.74,162.11,745.29,0.0,-0.01,21-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Oct-2020 - 00:00,33.61,,67.43,29.44,104.59,78.59,7.55,90.34,,,,26.17,31.8,1.26,112.24,180.98,746.23,0.0,-0.01,22-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Oct-2020 - 00:00,33.79,,62.04,24.44,119.69,83.49,7.83,125.52,,,,26.21,43.46,1.01,117.04,162.88,744.94,0.0,-0.0,23-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Oct-2020 - 00:00,34.54,,63.09,17.5,100.82,67.8,7.57,106.26,,,,26.31,42.93,1.05,113.66,153.66,744.54,0.0,-0.0,24-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Oct-2020 - 00:00,34.8,,60.11,36.74,124.66,95.94,9.88,117.37,,,,26.2,37.59,0.87,115.75,150.27,745.66,0.0,0.0,25-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Oct-2020 - 00:00,34.73,,60.97,29.92,137.99,97.14,8.01,128.06,,,,26.03,37.04,0.78,116.95,152.94,748.18,0.0,-0.0,26-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Oct-2020 - 00:00,35.34,,57.49,39.0,154.67,113.91,9.31,123.02,,,,26.07,32.75,1.02,116.74,154.78,749.08,0.0,-0.01,27-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Oct-2020 - 00:00,34.96,,51.52,39.75,162.99,116.85,8.28,138.0,,,,25.26,35.36,1.04,114.88,160.98,749.05,0.0,-0.0,28-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Oct-2020 - 00:00,36.13,,49.94,43.72,150.45,123.65,10.23,135.5,,,,24.26,39.65,0.78,116.11,144.41,749.89,0.0,-0.0,29-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Oct-2020 - 00:00,34.99,,51.42,34.95,138.76,102.18,7.96,140.71,,,,24.3,38.49,0.98,113.89,162.58,750.42,0.0,-0.01,30-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Oct-2020 - 00:00,35.38,,56.85,15.54,122.3,84.93,7.93,107.54,,,,24.31,33.86,1.4,111.07,157.54,749.88,0.0,-0.03,31-Oct-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Oct-2020 - 00:00,34.58,,64.09,4.51,78.06,45.11,6.82,133.92,,,,24.19,35.95,1.44,109.79,153.28,749.96,0.0,-0.0,01-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Nov-2020 - 00:00,34.68,,76.65,3.7,67.52,38.86,7.04,202.71,,,,23.8,35.36,1.52,110.1,133.78,750.58,0.0,-0.01,02-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Nov-2020 - 00:00,34.98,,69.76,4.03,111.52,62.39,6.17,166.96,,,,22.32,31.82,1.64,109.52,116.74,751.66,0.0,-0.01,03-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Nov-2020 - 00:00,35.12,,65.01,43.94,137.23,108.04,19.68,163.07,4.01,6.32,6.34,22.1,39.71,1.22,85.22,141.02,751.36,0.0,-0.01,04-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Nov-2020 - 00:00,34.15,,27.5,143.47,170.95,204.52,52.58,229.06,2.54,5.86,3.87,22.07,60.09,0.76,31.05,135.32,749.89,0.0,-0.0,05-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Nov-2020 - 00:00,33.41,,27.23,89.76,167.51,162.07,57.33,257.09,2.08,5.65,2.94,20.66,65.21,0.68,30.73,101.98,751.47,0.0,0.0,06-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Nov-2020 - 00:00,34.06,,27.09,123.11,186.57,182.76,55.12,315.68,2.35,6.63,4.02,21.3,69.01,0.79,29.09,123.13,753.74,0.0,0.0,07-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Nov-2020 - 00:00,33.68,,26.04,94.65,184.46,138.7,28.03,304.71,2.64,4.94,4.27,20.87,70.65,0.66,29.33,113.63,754.65,0.0,0.0,08-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Nov-2020 - 00:00,33.83,,36.22,116.91,166.73,164.88,21.41,284.62,1.92,3.94,3.33,21.02,66.17,0.7,31.25,119.71,754.88,0.0,0.0,09-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Nov-2020 - 00:00,33.06,,30.74,86.28,161.58,155.51,17.51,261.6,2.2,3.49,3.12,20.57,72.14,0.61,30.41,94.2,753.18,0.0,0.0,10-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Nov-2020 - 00:00,33.81,,22.37,138.6,154.15,184.81,21.09,310.13,2.93,5.25,4.2,19.97,80.29,0.77,34.13,84.64,752.48,0.0,-0.0,11-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Nov-2020 - 00:00,34.37,,23.24,107.85,133.53,157.31,17.37,180.21,2.51,3.79,3.63,20.74,72.84,1.01,35.73,110.21,753.87,0.0,-0.0,12-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Nov-2020 - 00:00,33.52,,31.3,21.53,116.42,79.44,16.05,149.38,1.49,2.83,2.15,21.9,71.87,0.94,36.0,93.18,754.83,0.0,0.0,13-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Nov-2020 - 00:00,34.43,,39.7,21.82,105.56,73.83,13.2,126.78,1.21,2.28,1.99,22.14,70.86,0.95,33.51,95.5,753.76,0.0,-0.01,14-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Nov-2020 - 00:00,33.44,,39.33,28.47,111.8,80.21,21.8,168.92,1.02,2.05,1.78,22.19,67.99,0.73,53.62,107.86,752.0,0.0,-0.01,15-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Nov-2020 - 00:00,32.42,,51.22,6.56,71.36,43.24,22.11,182.77,0.58,1.18,0.76,22.48,65.36,1.37,88.61,94.49,753.41,0.0,-0.0,16-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Nov-2020 - 00:00,35.01,,39.7,13.41,61.35,43.54,7.25,52.24,0.24,0.95,0.64,18.39,89.66,2.22,86.91,118.34,754.0,0.41,-0.06,17-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Nov-2020 - 00:00,33.91,,31.29,20.69,132.85,90.07,7.13,54.54,0.32,1.02,0.71,19.9,83.25,1.34,81.98,150.54,753.53,0.0,-0.0,18-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Nov-2020 - 00:00,33.63,,35.99,12.95,113.6,70.77,8.77,91.63,0.7,1.55,0.89,19.73,72.74,1.21,85.02,118.54,753.46,0.0,-0.01,19-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Nov-2020 - 00:00,33.63,,32.88,26.36,69.91,58.59,8.29,113.27,0.65,1.81,1.08,19.38,69.32,1.34,85.0,95.77,753.24,0.0,-0.01,20-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Nov-2020 - 00:00,35.13,,51.92,26.28,78.46,63.11,10.29,117.59,0.53,1.4,0.91,18.68,58.39,1.84,82.7,133.51,753.67,0.0,-0.01,21-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Nov-2020 - 00:00,34.51,,51.54,8.85,74.38,46.76,9.18,95.63,0.49,1.23,0.77,17.54,55.35,2.6,82.61,157.24,754.0,0.0,-0.01,22-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Nov-2020 - 00:00,32.42,,43.06,11.3,84.72,54.25,23.77,117.68,0.56,2.11,0.88,16.7,60.09,1.68,82.12,165.4,754.0,0.0,-0.02,23-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Nov-2020 - 00:00,32.96,,28.21,63.87,125.84,118.87,43.59,167.81,0.98,3.97,2.37,16.51,63.69,0.83,81.84,148.71,754.0,0.0,-0.0,24-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Nov-2020 - 00:00,32.28,,30.82,107.47,134.19,157.48,18.07,215.99,1.8,3.54,3.14,16.29,69.6,0.74,83.99,131.28,754.0,0.0,0.0,25-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Nov-2020 - 00:00,33.1,,38.16,35.05,125.55,95.28,20.12,264.43,1.18,2.55,1.93,17.45,68.11,1.17,87.13,127.74,754.0,0.0,-0.0,26-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Nov-2020 - 00:00,34.16,,40.24,48.84,114.97,100.87,16.67,228.82,0.69,1.61,1.09,17.65,71.82,1.3,84.18,123.46,754.0,0.0,-0.01,27-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Nov-2020 - 00:00,35.22,,27.7,45.6,87.62,83.68,16.33,124.09,0.0,0.0,0.0,18.35,72.63,1.26,82.31,133.02,754.0,0.0,-0.0,28-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Nov-2020 - 00:00,32.68,,27.07,74.23,101.56,114.38,23.51,152.96,,,,18.24,68.93,1.24,81.33,144.72,754.0,0.0,-0.01,29-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Nov-2020 - 00:00,32.19,,33.71,37.09,116.06,91.88,23.62,172.56,,,,17.83,63.86,0.97,80.72,141.87,754.0,0.0,-0.01,30-Nov-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Nov-2020 - 00:00,32.09,,40.79,27.53,119.55,85.94,15.78,167.05,,,,17.55,63.86,0.95,80.41,146.0,754.0,0.0,-0.0,01-Dec-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Dec-2020 - 00:00,33.65,,4.65,48.6,171.7,130.85,13.3,247.0,,,,14.1,81.5,0.3,81.5,11.0,754.0,0.0,0.0,02-Dec-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
