from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,WS,WD,RH,SR,RF,to date,station
16-Apr-2020 - 00:00,47.05,127.2,24.38,13.72,3.24,14.29,17.13,0.35,52.36,2.75,31.69,0.83,0.8,1.59,,,34.15,571.43,0.0,17-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Apr-2020 - 00:00,34.45,92.96,22.97,12.62,2.83,16.94,9.0,0.29,43.35,1.21,15.84,0.3,0.28,0.49,,,38.62,581.09,0.03,18-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Apr-2020 - 00:00,23.69,67.77,16.97,9.2,2.68,13.55,12.3,0.23,43.77,0.5,7.91,0.25,0.22,0.47,,,34.44,441.07,0.04,19-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Apr-2020 - 00:00,22.66,58.45,19.83,10.63,2.34,12.3,5.84,0.26,47.03,1.2,23.01,0.51,0.43,0.94,,,39.16,413.2,0.0,20-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Apr-2020 - 00:00,45.45,111.46,21.31,11.72,2.95,15.14,22.06,0.33,57.86,2.42,25.59,0.73,0.65,1.48,,,48.93,267.85,0.04,21-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Apr-2020 - 00:00,20.75,41.81,17.64,9.53,2.38,12.1,9.56,0.26,111.82,1.28,19.59,0.5,0.39,0.8,,,47.18,491.38,0.0,22-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Apr-2020 - 00:00,57.15,114.84,30.77,17.92,5.44,12.77,10.48,0.44,14.55,2.79,24.12,1.09,0.96,2.16,,,50.42,598.65,0.0,23-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Apr-2020 - 00:00,47.45,128.65,18.93,10.63,2.93,14.95,20.21,0.37,21.36,3.55,27.98,0.85,0.78,1.65,,,41.47,470.2,0.0,24-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Apr-2020 - 00:00,58.51,159.06,26.58,15.5,4.34,12.4,21.2,0.51,22.86,2.21,13.77,0.4,0.36,0.77,,,48.26,467.59,0.0,25-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Apr-2020 - 00:00,48.57,124.28,23.01,13.29,3.85,59.45,18.91,0.56,43.35,1.87,10.66,0.36,0.32,0.63,,,36.79,527.07,0.0,26-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Apr-2020 - 00:00,21.77,,18.37,11.71,2.63,114.32,6.31,0.27,55.27,1.62,22.51,0.51,0.42,0.97,,,66.73,193.11,0.11,27-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Apr-2020 - 00:00,20.29,69.93,23.71,15.93,4.42,78.75,7.45,0.36,28.37,2.08,20.04,0.77,0.65,1.56,,,86.29,117.55,0.06,28-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Apr-2020 - 00:00,27.37,62.71,36.34,27.65,10.8,41.11,17.88,0.5,19.31,2.86,28.35,1.75,1.73,4.1,,,60.56,493.68,0.0,29-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Apr-2020 - 00:00,49.09,92.4,27.55,17.24,3.55,34.23,17.34,0.45,24.76,3.35,28.19,1.02,0.93,2.18,,,64.64,482.05,0.0,30-Apr-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Apr-2020 - 00:00,51.5,106.35,24.36,15.17,3.05,32.46,12.14,0.42,24.21,2.98,26.71,0.71,0.63,1.4,,,66.51,533.11,0.01,01-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-May-2020 - 00:00,51.47,112.34,26.92,17.03,3.7,28.37,22.74,0.46,21.53,3.34,28.46,0.81,0.84,1.66,,,64.0,481.38,0.0,02-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-May-2020 - 00:00,40.07,108.81,21.6,13.28,2.49,23.43,10.14,0.39,23.53,3.06,23.45,0.68,0.65,1.34,,,63.68,407.53,0.0,03-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-May-2020 - 00:00,39.74,85.23,18.91,11.82,2.42,24.64,9.89,0.38,6.77,2.61,20.81,0.54,0.5,1.04,,,70.34,350.25,0.04,04-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-May-2020 - 00:00,15.31,70.95,24.2,16.08,4.94,21.27,4.29,0.43,10.27,2.08,23.61,0.84,0.79,1.89,,,50.67,569.77,0.0,05-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-May-2020 - 00:00,43.88,97.36,25.62,15.62,3.16,24.8,8.01,0.36,12.28,1.91,16.98,0.55,0.49,1.14,,,71.62,455.44,0.0,06-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-May-2020 - 00:00,45.27,105.82,18.17,13.67,2.35,20.69,10.19,0.4,16.83,1.77,12.11,0.48,0.46,1.01,,,50.17,467.65,0.0,07-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-May-2020 - 00:00,32.47,80.3,12.89,13.65,0.84,21.42,12.68,0.38,20.07,2.41,18.97,1.01,0.79,1.47,,,34.95,638.29,0.0,08-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-May-2020 - 00:00,60.18,127.08,14.35,15.56,1.16,24.98,18.51,0.5,17.78,4.61,28.14,1.01,1.08,2.13,,,54.51,605.02,0.0,09-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-May-2020 - 00:00,69.19,146.72,13.74,15.21,1.51,23.5,21.05,0.52,13.03,4.54,30.79,1.0,0.99,2.06,,,56.83,565.32,0.0,10-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-May-2020 - 00:00,40.31,84.49,10.16,10.99,1.09,22.74,6.52,0.43,11.47,2.06,18.83,0.48,0.43,0.93,,,66.18,193.6,0.01,11-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-May-2020 - 00:00,36.46,75.18,11.99,14.26,2.28,21.71,11.06,0.46,46.66,1.9,14.12,0.81,0.85,2.38,,,57.21,528.76,0.0,12-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-May-2020 - 00:00,40.6,91.31,12.25,14.56,2.44,24.01,10.09,0.47,9.08,1.98,17.81,1.17,1.19,2.7,,,58.58,434.68,0.01,13-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-May-2020 - 00:00,77.93,167.13,20.16,25.86,5.67,28.23,13.97,0.82,7.2,2.11,17.28,0.69,0.64,1.43,,,77.72,80.41,0.0,14-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-May-2020 - 00:00,70.17,172.97,16.16,19.27,3.13,31.05,14.52,0.59,31.64,2.24,17.49,0.94,1.02,1.9,,,47.55,55.75,0.0,15-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-May-2020 - 00:00,45.14,108.76,12.62,13.56,1.03,30.82,8.15,0.32,64.08,1.6,21.05,0.74,0.68,1.21,,,42.6,505.4,0.0,16-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-May-2020 - 00:00,54.51,126.58,13.88,14.04,0.34,34.92,14.39,0.4,81.33,1.39,14.58,0.49,0.44,0.74,,,44.47,662.48,0.0,17-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-May-2020 - 00:00,60.5,126.4,21.39,14.85,0.59,25.12,25.49,0.44,86.51,1.16,13.35,0.6,0.37,0.7,,,21.46,25.79,0.0,18-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-May-2020 - 00:00,70.74,156.69,35.82,21.05,3.06,16.08,35.49,0.5,50.12,3.65,28.29,1.43,1.39,3.07,,,27.81,481.26,0.0,19-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-May-2020 - 00:00,43.7,112.39,26.58,15.0,1.55,17.84,20.04,0.31,24.92,2.31,26.77,1.21,1.1,2.35,,,22.89,567.32,0.0,20-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-May-2020 - 00:00,48.69,119.03,25.25,14.11,1.65,20.79,22.84,0.44,28.53,2.3,20.09,0.85,0.62,1.22,,,25.29,458.0,0.0,21-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-May-2020 - 00:00,74.74,188.55,26.89,14.34,1.37,21.45,27.31,0.54,31.01,3.3,23.22,0.9,0.7,1.24,,,26.26,456.02,0.0,22-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-May-2020 - 00:00,79.23,185.19,40.41,24.32,5.0,16.4,40.22,0.74,28.7,5.01,30.14,1.82,1.74,3.81,,,31.34,529.58,0.0,23-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-May-2020 - 00:00,75.71,182.92,29.85,16.96,2.68,28.35,15.74,0.58,31.34,4.14,28.96,1.52,1.5,3.35,,,37.55,354.05,0.0,24-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-May-2020 - 00:00,49.35,140.87,22.77,12.63,1.92,35.24,21.37,0.39,31.98,2.35,29.78,0.9,0.87,1.9,,,26.95,475.99,0.0,25-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-May-2020 - 00:00,63.74,159.66,23.08,12.32,1.22,40.53,28.48,0.44,31.67,2.84,26.47,0.88,0.81,1.67,,,28.92,479.55,0.0,26-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-May-2020 - 00:00,67.86,161.71,25.38,14.45,2.49,31.42,39.81,0.56,33.74,3.77,27.06,1.47,1.49,2.63,,,28.56,354.97,0.0,27-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-May-2020 - 00:00,44.37,125.19,25.27,15.51,3.91,27.94,25.75,0.39,32.92,4.67,38.11,13.56,23.78,43.21,,,30.89,465.38,0.02,28-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-May-2020 - 00:00,31.21,88.24,22.27,12.44,3.15,25.05,21.12,0.4,42.22,2.61,95.09,10.11,18.17,37.07,,,41.42,403.78,0.08,29-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-May-2020 - 00:00,34.82,78.89,24.25,15.13,4.79,32.15,7.21,0.56,33.88,1.94,45.08,3.38,6.73,14.38,,,72.73,75.4,0.01,30-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-May-2020 - 00:00,45.35,87.76,26.75,17.91,5.89,29.03,15.24,0.49,28.52,2.79,77.95,5.56,11.16,23.41,,,74.56,291.05,0.0,31-May-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-May-2020 - 00:00,32.15,58.57,18.02,10.84,3.32,28.81,1.98,0.38,34.43,0.63,7.4,0.57,1.01,2.22,,,77.34,344.9,0.05,01-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Jun-2020 - 00:00,21.93,45.2,18.58,12.01,4.08,27.04,4.06,0.43,38.86,1.09,12.14,1.45,1.94,4.77,,,58.46,569.6,0.0,02-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Jun-2020 - 00:00,46.46,106.24,27.15,17.29,4.87,33.65,8.09,0.55,38.07,3.46,29.27,2.63,3.89,8.68,,,68.37,424.22,0.0,03-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Jun-2020 - 00:00,54.64,114.45,27.64,16.25,4.14,24.81,19.77,0.51,38.76,2.92,28.55,2.3,3.53,7.65,,,57.5,327.55,0.0,04-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Jun-2020 - 00:00,49.45,105.98,20.82,12.69,3.28,27.56,10.58,0.48,39.96,2.42,28.47,2.12,3.32,7.4,,,54.11,486.84,0.01,05-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Jun-2020 - 00:00,38.43,71.15,20.42,11.75,3.18,33.55,6.86,0.53,28.8,2.46,20.64,1.66,2.73,5.99,,,73.83,442.67,0.0,06-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Jun-2020 - 00:00,48.11,90.28,25.0,14.04,3.41,37.56,7.35,0.56,21.54,1.98,9.08,0.92,1.34,2.67,,,56.67,404.43,0.0,07-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Jun-2020 - 00:00,45.08,87.55,16.02,9.41,2.22,30.31,2.57,0.41,28.27,2.69,26.4,1.87,3.02,6.57,,,88.13,188.79,0.25,08-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Jun-2020 - 00:00,40.13,99.88,3.51,7.07,1.08,7.83,8.69,0.64,21.91,3.3,28.97,3.22,5.66,9.66,2.49,11.61,53.51,356.54,0.0,09-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Jun-2020 - 00:00,58.32,125.35,4.75,9.52,0.89,13.81,9.24,0.53,104.19,2.97,28.27,2.36,4.32,7.28,,,60.6,206.79,0.0,10-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Jun-2020 - 00:00,64.01,160.14,13.09,10.62,1.0,23.26,5.15,0.55,52.08,2.94,22.08,1.53,2.49,5.16,,,68.95,410.31,0.0,11-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Jun-2020 - 00:00,60.58,145.99,22.81,13.47,2.41,30.29,2.77,0.5,50.55,2.72,21.15,1.55,2.53,5.09,,,63.27,191.34,0.0,12-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Jun-2020 - 00:00,53.04,126.94,20.13,12.44,2.41,28.69,2.82,0.49,50.26,2.86,29.72,2.1,3.4,7.49,,,59.58,452.19,0.0,13-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Jun-2020 - 00:00,52.53,130.18,26.14,15.7,3.95,20.48,2.08,0.57,51.3,3.1,27.0,2.25,3.55,7.14,,,68.04,260.99,0.0,14-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Jun-2020 - 00:00,53.89,116.92,22.18,13.22,2.12,25.24,5.11,0.51,54.77,3.19,29.98,2.04,3.13,6.67,,,59.36,413.13,0.0,15-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Jun-2020 - 00:00,45.96,115.18,19.23,11.74,2.07,29.57,3.92,0.48,54.31,3.65,35.42,2.65,4.22,9.2,,,66.44,459.5,0.0,16-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Jun-2020 - 00:00,42.05,102.0,16.75,10.23,1.87,24.79,3.16,0.5,54.09,3.37,35.17,2.71,4.53,9.76,,,62.27,507.16,0.0,17-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Jun-2020 - 00:00,34.21,90.45,17.39,10.92,2.3,22.8,4.74,0.46,53.67,3.05,37.1,2.89,4.86,10.7,,,62.02,443.14,0.0,18-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Jun-2020 - 00:00,46.41,121.37,15.14,9.98,2.61,25.97,3.83,0.48,88.74,3.26,51.2,4.11,6.38,11.87,,,65.57,477.11,0.0,19-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Jun-2020 - 00:00,38.35,103.63,16.31,10.77,3.04,23.26,7.33,0.5,114.86,3.93,82.26,4.85,9.4,17.38,,,71.14,490.21,0.0,20-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Jun-2020 - 00:00,46.26,118.45,19.2,12.09,2.57,22.84,7.38,0.59,94.75,3.63,28.35,2.03,3.53,7.26,,,75.43,371.92,0.01,21-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Jun-2020 - 00:00,43.61,95.76,16.48,9.9,1.61,24.26,9.99,0.44,111.49,2.67,24.27,1.64,2.74,5.75,,,71.07,320.92,0.0,22-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Jun-2020 - 00:00,54.83,106.02,19.44,11.66,1.9,26.89,12.18,0.61,100.2,4.08,24.25,1.71,2.68,5.63,,,72.77,394.86,0.0,23-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Jun-2020 - 00:00,45.27,96.92,17.21,11.35,2.94,27.82,7.26,0.46,82.25,3.78,32.16,2.3,3.85,7.84,,,70.73,525.7,0.0,24-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Jun-2020 - 00:00,34.21,76.04,20.5,14.59,4.78,22.73,7.91,0.55,65.32,2.55,27.35,2.18,3.57,7.4,,,79.1,421.37,0.03,25-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Jun-2020 - 00:00,39.6,86.95,16.2,11.63,3.98,24.93,6.58,0.45,85.96,2.43,24.64,1.58,2.67,5.07,,,77.06,320.92,0.0,26-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Jun-2020 - 00:00,48.3,90.01,12.29,7.44,1.42,28.32,6.94,0.46,101.57,2.36,15.8,0.89,1.61,3.05,,,85.26,365.69,0.0,27-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Jun-2020 - 00:00,60.09,125.3,11.15,6.33,0.67,50.42,9.93,0.43,80.72,0.89,9.03,0.5,0.8,1.37,,,66.23,60.36,0.0,28-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Jun-2020 - 00:00,68.85,173.38,10.94,6.46,0.95,57.94,6.06,0.44,53.85,2.26,24.0,1.28,2.33,4.14,,,71.92,409.66,0.0,29-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Jun-2020 - 00:00,51.35,171.25,17.11,10.85,2.63,41.5,5.35,0.52,41.26,2.68,26.73,1.44,2.56,5.18,,,83.07,361.76,0.0,30-Jun-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Jun-2020 - 00:00,32.93,73.38,27.9,17.09,3.14,27.72,8.26,0.55,42.76,2.6,23.65,2.08,2.99,6.41,7.54,88.89,75.53,471.75,0.0,01-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Jul-2020 - 00:00,49.01,112.06,27.39,16.55,2.47,41.12,6.89,0.54,46.81,3.47,31.75,2.48,3.75,7.77,,,75.63,344.94,0.0,02-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Jul-2020 - 00:00,57.48,114.52,20.24,11.68,1.58,37.11,5.33,0.6,56.38,3.33,26.92,2.0,3.19,6.23,,,75.2,282.99,0.01,03-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Jul-2020 - 00:00,61.88,121.46,26.15,15.39,2.32,41.55,5.56,0.62,51.69,3.47,36.45,3.03,4.85,9.31,,,80.22,340.33,0.0,04-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Jul-2020 - 00:00,38.03,95.11,22.02,14.06,2.86,37.87,9.78,0.56,75.91,1.44,11.55,1.1,1.51,3.13,,,76.45,414.94,0.0,05-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Jul-2020 - 00:00,34.7,64.24,20.62,12.87,2.86,26.6,4.74,0.56,79.9,1.39,21.0,2.09,3.0,6.26,,,77.13,581.42,0.11,06-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Jul-2020 - 00:00,31.89,90.58,19.0,12.47,2.65,25.44,9.39,0.39,80.53,1.57,25.55,1.89,3.03,6.07,,,82.58,7.93,0.0,07-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Jul-2020 - 00:00,24.98,64.98,13.99,10.11,3.53,27.15,7.07,0.44,48.29,1.31,14.94,1.65,2.95,4.6,,,79.47,146.68,0.02,08-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Jul-2020 - 00:00,18.6,41.2,18.04,13.1,4.63,29.62,3.99,0.46,27.53,2.34,29.93,2.94,4.51,8.89,,,87.28,203.83,0.02,09-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Jul-2020 - 00:00,33.2,73.63,15.65,10.42,2.75,32.19,8.09,0.46,32.11,2.11,25.23,1.77,3.03,5.83,,,85.17,254.77,0.0,10-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Jul-2020 - 00:00,37.98,85.17,16.63,10.06,2.5,59.11,5.19,0.52,38.03,1.03,10.75,0.86,1.25,2.32,,,78.39,500.64,0.0,11-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Jul-2020 - 00:00,28.69,53.89,14.31,8.89,3.67,47.3,4.19,0.41,55.56,1.25,19.87,1.47,2.06,3.95,,,84.05,309.79,0.04,12-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Jul-2020 - 00:00,23.58,65.31,11.03,6.21,2.77,39.93,5.43,0.41,56.49,0.71,17.39,1.11,1.59,3.17,,,88.6,162.13,0.05,13-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Jul-2020 - 00:00,40.62,75.8,10.24,5.75,2.49,38.98,4.73,0.32,53.18,1.42,20.23,1.21,1.97,3.4,,,84.45,501.3,0.0,14-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Jul-2020 - 00:00,45.7,89.62,16.94,10.12,3.58,66.36,3.89,0.4,40.16,2.12,25.61,1.43,2.3,3.95,,,88.69,302.61,0.0,15-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Jul-2020 - 00:00,37.34,97.14,24.8,17.04,6.38,35.62,6.31,0.61,45.6,2.39,20.48,1.94,2.73,5.4,,,78.14,461.2,0.0,16-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Jul-2020 - 00:00,39.33,82.15,20.76,13.64,5.76,28.1,3.66,0.54,34.0,2.53,27.13,2.36,3.98,7.15,1.87,212.23,80.77,315.8,0.0,17-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Jul-2020 - 00:00,42.48,84.29,20.58,15.13,7.46,22.04,4.58,0.59,29.76,2.87,36.77,2.33,4.14,8.2,0.75,238.49,86.94,461.43,0.12,18-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Jul-2020 - 00:00,51.78,99.93,21.73,15.68,7.55,21.54,3.76,0.64,27.16,1.97,18.18,1.31,2.24,4.34,0.66,238.49,96.41,39.99,0.0,19-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Jul-2020 - 00:00,48.58,78.54,10.89,6.92,3.53,23.56,3.24,0.47,39.38,1.57,28.21,1.48,2.8,5.63,0.49,238.49,92.33,272.64,0.0,20-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Jul-2020 - 00:00,45.02,77.78,17.62,10.7,3.57,58.8,4.17,0.47,52.68,2.07,23.29,1.41,2.32,4.02,0.71,238.49,89.62,232.75,0.0,21-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Jul-2020 - 00:00,31.42,52.05,23.2,15.69,6.46,40.08,6.97,0.58,40.13,2.41,27.01,3.32,4.34,7.57,1.08,238.49,98.52,64.96,0.55,22-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Jul-2020 - 00:00,41.13,66.88,19.17,13.05,5.79,36.12,3.77,0.6,30.74,3.71,35.44,3.04,4.89,9.2,1.97,238.49,97.81,150.01,0.0,23-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Jul-2020 - 00:00,38.27,67.31,13.59,8.29,3.48,52.89,5.18,0.4,46.23,1.96,23.04,2.11,2.87,5.59,1.6,238.49,89.0,358.34,0.0,24-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Jul-2020 - 00:00,32.68,70.69,20.61,15.33,7.7,33.93,5.86,0.5,40.88,2.92,33.45,3.05,5.25,10.36,1.65,238.49,83.62,417.19,0.0,25-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Jul-2020 - 00:00,24.77,60.22,16.67,12.29,6.46,30.52,2.78,0.47,101.35,2.36,33.88,2.72,4.94,10.01,1.55,238.49,81.84,355.47,0.0,26-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Jul-2020 - 00:00,31.29,63.65,15.66,10.02,4.29,43.19,3.71,0.48,121.25,2.05,30.7,2.1,3.79,7.87,2.12,238.49,84.83,446.65,0.0,27-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Jul-2020 - 00:00,41.27,79.96,16.76,10.14,3.73,70.11,2.75,0.52,107.96,2.28,25.1,1.36,2.36,4.81,1.62,238.49,86.3,444.35,0.0,28-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Jul-2020 - 00:00,41.09,87.85,39.33,30.53,14.53,129.7,7.93,0.62,73.56,1.44,13.71,0.85,1.31,2.4,1.18,238.49,85.23,422.61,0.0,29-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Jul-2020 - 00:00,42.19,78.33,18.81,13.07,6.05,45.86,3.79,0.52,63.46,1.72,18.75,1.64,2.92,5.8,1.33,189.77,90.19,226.29,0.22,30-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Jul-2020 - 00:00,29.58,57.11,22.2,15.91,6.38,30.13,2.51,0.7,49.62,3.69,22.42,2.03,3.76,6.79,3.93,98.3,96.61,182.08,0.37,31-Jul-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-Jul-2020 - 00:00,38.58,92.05,23.02,17.39,6.7,27.61,2.66,0.68,47.06,4.03,29.79,2.34,4.49,7.92,4.12,98.28,90.14,405.57,0.01,01-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Aug-2020 - 00:00,31.5,67.71,14.77,8.89,1.7,26.36,2.51,0.47,41.58,2.24,24.9,1.57,3.14,5.92,3.49,98.29,94.51,335.33,0.01,02-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Aug-2020 - 00:00,39.37,68.79,11.79,6.76,0.77,45.24,1.4,0.47,29.95,1.66,22.84,1.23,2.34,4.19,3.51,98.29,91.2,342.41,0.0,03-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Aug-2020 - 00:00,45.32,99.35,11.0,6.29,0.7,42.62,1.96,0.49,28.97,1.92,21.67,0.99,1.81,3.5,4.09,98.29,88.16,339.78,0.0,04-Aug-2020 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
