from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
17-Nov-2020 - 00:00,42.31,81.84,62.97,159.29,29.31,714.53,184.54,0.0,0.77,0.0,0.53,44.99,35.41,2.03,19.97,7.83,3.02,2.8,4.59,1.83,18-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
18-Nov-2020 - 00:00,34.91,68.8,71.45,141.82,29.29,714.35,145.95,0.0,0.55,0.0,0.5,34.19,32.27,2.33,18.62,7.49,2.21,2.56,5.44,1.65,19-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
19-Nov-2020 - 00:00,24.15,55.9,70.34,151.68,29.26,714.39,144.3,0.0,0.85,0.0,0.44,33.77,28.68,1.92,16.4,7.13,1.28,2.0,3.17,1.41,20-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
20-Nov-2020 - 00:00,26.33,60.62,65.53,153.95,29.29,714.69,166.06,0.0,0.31,0.0,0.43,32.32,33.14,2.62,19.38,6.38,1.04,2.3,9.48,1.28,21-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
21-Nov-2020 - 00:00,33.41,87.73,62.12,151.81,29.31,714.99,176.14,0.0,0.31,0.0,0.47,30.74,40.71,4.1,24.61,6.62,3.29,2.83,5.42,1.69,22-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
22-Nov-2020 - 00:00,55.03,109.64,66.04,129.82,29.26,715.52,179.97,0.0,0.34,0.0,0.63,43.47,42.54,4.84,26.09,8.75,3.59,4.24,10.01,3.07,23-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
23-Nov-2020 - 00:00,60.76,119.68,59.97,131.73,29.29,715.65,209.12,0.0,0.36,0.0,0.51,55.7,41.0,1.89,22.92,9.26,7.12,3.06,7.18,1.72,24-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
24-Nov-2020 - 00:00,60.01,130.7,54.3,125.99,29.29,715.2,198.38,0.0,0.56,0.08,0.54,48.51,43.03,2.22,24.36,8.74,11.91,6.85,16.74,11.32,25-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
25-Nov-2020 - 00:00,47.98,101.07,59.5,147.23,29.49,714.32,210.09,0.0,0.5,0.23,0.51,48.33,36.06,2.16,20.55,9.62,5.98,3.04,9.48,3.24,26-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
26-Nov-2020 - 00:00,35.72,69.57,70.53,63.43,29.47,713.98,209.85,0.0,1.06,0.0,0.44,38.66,28.23,2.21,16.28,10.57,2.49,2.35,4.57,1.77,27-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
27-Nov-2020 - 00:00,41.24,65.45,81.33,44.6,29.42,715.07,278.78,0.0,1.63,0.18,0.41,32.34,26.73,2.03,15.62,10.6,2.78,2.33,4.45,1.01,28-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
28-Nov-2020 - 00:00,28.7,55.67,80.26,95.5,29.35,716.01,217.31,-0.0,0.78,0.16,0.44,28.34,30.49,2.67,18.19,9.78,2.44,2.57,4.06,1.4,29-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
29-Nov-2020 - 00:00,25.76,60.96,75.53,103.38,29.22,716.45,151.5,0.0,0.75,0.0,0.52,35.5,31.1,2.61,18.33,8.79,1.89,2.62,4.42,1.72,30-Nov-2020 - 00:00,"Central University, Hyderabad - TSPCB"
30-Nov-2020 - 00:00,40.12,90.8,69.54,116.23,29.37,716.21,142.5,0.0,0.65,0.0,0.74,40.69,44.29,5.75,27.73,8.74,3.24,3.3,6.07,2.27,01-Dec-2020 - 00:00,"Central University, Hyderabad - TSPCB"
01-Dec-2020 - 00:00,86.0,171.0,78.5,12.0,29.3,716.0,302.0,0.0,0.3,0.0,1.38,7.55,67.3,4.4,39.4,9.5,3.85,8.15,12.65,8.6,02-Dec-2020 - 00:00,"Central University, Hyderabad - TSPCB"
