from date,AT,PM10,PM2.5,BP,WD,WS,RH,SR,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
01-Jan-2020 - 00:00,8.57,463.7,380.43,997.74,107.78,0.38,77.18,62.18,,24.08,84.05,138.69,187.54,221.16,4.45,8.03,3.01,02-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Jan-2020 - 00:00,9.61,468.71,387.06,997.49,126.3,0.22,74.87,64.63,,26.91,94.45,154.67,175.03,242.23,3.38,9.94,3.56,03-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Jan-2020 - 00:00,10.18,442.17,268.35,995.36,116.79,0.38,73.39,64.78,,31.16,97.5,132.56,182.31,254.12,4.36,9.48,2.89,04-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Jan-2020 - 00:00,10.13,465.35,299.66,994.42,231.37,0.28,72.68,55.75,,28.91,89.46,114.51,192.79,239.2,3.59,7.36,2.53,05-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Jan-2020 - 00:00,10.05,360.12,232.57,994.84,216.26,0.35,67.75,63.43,,22.53,79.28,74.52,179.69,156.32,2.82,,1.74,06-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Jan-2020 - 00:00,9.99,309.59,195.22,995.81,167.26,0.35,70.51,29.89,,22.12,81.79,73.07,186.53,158.83,2.72,,1.67,07-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Jan-2020 - 00:00,10.14,204.6,135.77,993.58,82.83,0.74,76.38,34.97,,18.84,86.25,81.75,185.34,165.21,4.22,6.05,1.55,08-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Jan-2020 - 00:00,9.51,195.09,149.8,991.61,172.4,0.34,87.48,12.76,,20.43,93.66,84.1,163.47,155.44,3.33,11.42,1.67,09-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Jan-2020 - 00:00,8.43,200.57,158.22,996.41,260.96,0.43,81.56,47.29,,20.46,96.45,57.83,134.53,118.68,2.85,9.9,1.43,10-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Jan-2020 - 00:00,8.7,273.14,191.52,996.56,238.67,0.35,76.8,72.98,,22.42,99.9,70.31,150.52,137.77,2.8,10.36,1.74,11-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Jan-2020 - 00:00,9.3,346.01,222.22,996.2,219.81,0.28,67.39,70.94,,23.5,100.33,91.11,186.83,173.64,3.4,9.14,1.86,12-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Jan-2020 - 00:00,9.81,458.26,319.35,993.24,160.44,0.24,70.52,74.23,,27.62,92.63,156.84,210.14,241.3,2.9,8.08,2.48,13-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Jan-2020 - 00:00,10.25,369.61,242.81,988.75,142.49,0.91,73.24,44.01,,24.75,99.49,109.89,177.41,183.99,2.8,8.0,2.31,14-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Jan-2020 - 00:00,9.53,223.43,158.16,992.51,292.88,0.48,79.66,49.23,,22.94,102.99,77.21,181.3,159.31,2.65,7.78,1.54,15-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Jan-2020 - 00:00,9.57,258.03,173.94,993.59,298.46,0.41,76.71,70.43,,24.08,92.21,88.42,194.84,175.72,2.66,8.46,1.55,16-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Jan-2020 - 00:00,9.09,272.77,195.75,992.46,254.09,0.4,82.24,29.55,,22.94,89.61,91.46,192.34,176.85,2.68,10.84,1.65,17-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Jan-2020 - 00:00,9.39,226.17,162.3,993.67,214.42,0.32,85.79,49.55,,23.03,73.16,85.74,170.09,160.33,2.48,9.21,1.74,18-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Jan-2020 - 00:00,9.01,259.68,179.11,995.43,236.59,0.31,84.05,42.19,,23.75,61.12,71.12,145.36,135.22,3.12,7.54,1.75,19-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Jan-2020 - 00:00,8.55,251.54,175.85,996.14,226.48,0.44,81.02,73.65,,18.46,55.91,44.62,131.85,106.52,3.29,7.68,1.54,20-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Jan-2020 - 00:00,8.99,300.58,199.92,995.06,194.96,0.3,82.57,50.45,,17.87,55.09,49.58,138.72,114.16,3.18,7.06,1.71,21-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Jan-2020 - 00:00,9.57,455.58,301.81,995.75,101.3,0.37,82.18,56.18,,23.58,55.8,110.44,156.1,173.07,4.03,10.52,2.55,22-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Jan-2020 - 00:00,9.01,317.71,223.48,997.44,240.17,0.32,84.47,52.99,,21.29,50.96,63.0,100.27,104.95,3.65,9.71,2.29,23-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Jan-2020 - 00:00,9.72,205.38,119.36,995.79,226.88,0.57,64.31,85.84,,18.12,41.57,39.89,107.13,89.53,3.55,10.26,1.46,24-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Jan-2020 - 00:00,9.7,217.97,146.67,993.24,200.89,0.56,60.8,85.13,,17.95,48.23,40.58,121.9,98.05,4.42,10.29,1.59,25-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Jan-2020 - 00:00,9.7,317.45,203.01,993.52,212.36,0.3,66.4,79.64,,21.45,72.52,82.73,166.05,155.78,5.54,8.52,1.88,26-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Jan-2020 - 00:00,9.97,416.8,267.17,991.71,160.94,0.29,72.14,76.26,,22.9,75.84,101.4,180.68,178.89,4.46,8.83,2.17,27-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Jan-2020 - 00:00,10.18,347.34,225.17,989.24,125.83,0.4,72.53,38.41,,21.58,78.74,136.03,178.97,215.2,4.26,8.84,2.63,28-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Jan-2020 - 00:00,10.31,160.62,105.27,987.99,115.55,0.87,77.2,50.81,,17.99,81.63,48.94,140.63,114.7,4.27,11.36,1.55,29-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Jan-2020 - 00:00,10.22,186.17,113.28,993.81,255.35,0.34,72.7,85.16,,23.5,90.74,51.8,151.19,122.65,3.55,7.95,1.43,30-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Jan-2020 - 00:00,10.07,222.58,130.1,994.61,255.35,0.44,71.42,83.04,,25.85,92.84,57.74,160.45,132.4,3.74,7.95,1.47,31-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Jan-2020 - 00:00,9.22,213.33,127.51,992.51,207.64,0.38,72.96,82.67,,25.88,82.89,56.86,170.36,137.01,3.29,8.05,1.49,01-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Feb-2020 - 00:00,9.43,278.33,161.64,995.29,218.86,0.36,75.55,80.48,,27.99,86.42,109.01,176.06,182.5,3.24,7.7,1.72,02-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Feb-2020 - 00:00,9.44,293.25,179.64,996.71,237.31,0.37,74.73,82.26,,25.64,86.12,71.84,179.07,153.82,3.24,7.8,1.64,03-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Feb-2020 - 00:00,9.75,309.75,182.53,995.43,188.95,0.28,67.49,86.1,,25.14,82.04,81.52,190.23,167.66,3.33,7.81,1.77,04-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Feb-2020 - 00:00,9.85,370.54,216.77,993.85,146.61,0.43,68.16,73.36,,28.5,92.18,98.85,194.91,200.75,3.61,8.16,2.11,05-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Feb-2020 - 00:00,10.07,324.92,198.45,994.06,247.61,0.42,66.94,83.19,,24.91,95.1,63.64,187.08,151.36,3.57,7.88,1.62,06-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Feb-2020 - 00:00,9.74,254.17,149.4,993.36,194.35,0.31,67.16,80.65,,23.96,88.72,57.5,200.81,153.73,3.93,7.7,1.49,07-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Feb-2020 - 00:00,9.7,294.57,176.49,995.82,213.14,0.33,68.86,75.82,,24.4,136.45,75.19,160.21,147.3,3.71,7.64,1.72,08-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Feb-2020 - 00:00,10.18,301.8,198.09,997.63,239.21,0.4,66.3,76.84,,24.24,186.26,52.33,155.91,125.19,3.63,7.9,1.76,09-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Feb-2020 - 00:00,10.34,323.66,208.81,997.7,235.64,0.32,65.34,78.93,,23.45,183.05,52.72,173.29,135.12,3.6,7.76,1.74,10-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Feb-2020 - 00:00,10.05,388.47,237.21,996.17,203.19,0.26,68.07,77.98,,28.34,127.15,75.12,174.34,154.03,3.52,7.76,1.97,11-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Feb-2020 - 00:00,10.24,366.52,213.05,996.4,216.7,0.26,68.01,78.32,,34.47,105.78,98.59,162.15,166.64,4.5,7.89,2.15,12-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Feb-2020 - 00:00,11.04,345.9,214.01,995.7,205.51,0.51,65.83,76.69,,28.29,104.14,60.28,163.12,135.89,3.71,7.68,1.99,13-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Feb-2020 - 00:00,11.88,217.42,118.02,992.68,210.73,0.72,60.9,80.61,,22.21,92.33,32.02,134.6,97.68,3.7,7.54,1.63,14-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Feb-2020 - 00:00,11.65,220.58,96.34,989.97,229.01,0.75,58.16,81.36,,22.14,102.07,29.19,118.25,86.68,3.74,7.85,1.39,15-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Feb-2020 - 00:00,11.38,227.29,110.92,990.12,213.08,0.66,53.91,82.57,,19.33,84.21,28.19,114.49,83.82,4.82,8.21,1.41,16-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Feb-2020 - 00:00,11.39,334.97,203.07,993.21,204.19,0.37,59.89,78.23,,24.22,117.42,66.33,163.85,141.16,5.46,8.02,1.82,17-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Feb-2020 - 00:00,11.72,327.61,191.26,994.29,202.37,0.44,59.24,78.79,,28.75,124.54,87.82,164.46,159.07,4.95,7.74,2.16,18-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Feb-2020 - 00:00,11.68,290.6,149.66,991.58,188.32,0.47,53.42,79.72,,23.83,88.88,55.97,145.31,122.88,4.54,8.12,1.81,19-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Feb-2020 - 00:00,11.65,329.73,158.42,990.4,87.72,1.18,59.99,67.61,,25.93,104.45,49.28,121.49,175.81,10.12,8.32,2.8,20-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Feb-2020 - 00:00,12.52,244.53,103.55,989.82,101.96,1.73,57.49,71.68,,20.07,86.46,25.89,124.06,87.14,14.72,7.85,1.41,21-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Feb-2020 - 00:00,10.67,81.42,48.32,994.16,124.29,0.81,76.63,33.55,,16.28,79.57,26.23,125.51,88.17,4.06,7.45,1.23,22-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Feb-2020 - 00:00,11.35,128.67,63.11,997.37,124.24,0.37,71.52,73.74,,17.34,69.52,47.73,126.69,106.27,4.34,7.69,1.3,23-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Feb-2020 - 00:00,11.82,212.67,103.18,995.14,210.43,0.33,70.55,71.74,,19.83,62.87,52.9,91.53,91.0,4.69,8.02,1.56,24-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Feb-2020 - 00:00,11.93,192.58,82.76,991.87,283.01,0.48,65.86,76.05,,17.9,62.87,41.28,97.42,85.49,6.12,8.08,1.4,25-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Feb-2020 - 00:00,12.17,289.62,141.32,990.48,243.83,0.4,67.78,70.29,,23.4,82.46,40.14,112.18,92.44,5.18,7.72,1.54,26-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Feb-2020 - 00:00,12.29,348.42,179.42,991.19,147.48,0.34,68.61,69.87,,21.65,152.68,90.43,98.36,126.01,6.34,8.41,1.86,27-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Feb-2020 - 00:00,12.37,237.62,115.51,991.6,91.4,0.79,69.31,63.27,,14.19,207.56,31.94,63.48,59.86,11.45,8.54,1.44,28-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Feb-2020 - 00:00,12.57,168.79,76.74,990.34,97.85,1.72,66.85,66.0,,23.73,188.1,8.48,53.46,35.52,8.36,8.06,1.2,29-Feb-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Feb-2020 - 00:00,12.24,123.83,59.06,989.61,97.48,1.31,68.82,61.83,,27.8,79.4,16.54,55.98,43.27,8.25,4.4,0.96,01-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Mar-2020 - 00:00,12.31,120.17,51.2,990.25,126.83,0.57,68.06,87.92,,40.19,36.34,17.58,72.4,52.82,12.23,2.04,0.99,02-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Mar-2020 - 00:00,12.65,254.04,109.67,989.81,185.67,0.27,69.18,81.94,,63.13,51.43,73.07,73.8,98.85,7.82,3.32,1.39,03-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Mar-2020 - 00:00,12.75,252.33,100.16,988.31,213.82,0.36,63.07,87.03,,65.25,54.26,54.5,77.42,85.59,6.6,4.32,1.0,04-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Mar-2020 - 00:00,17.33,200.62,82.27,987.62,128.61,0.98,62.34,80.18,,38.48,58.07,34.04,87.2,74.12,7.47,4.31,0.37,05-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Mar-2020 - 00:00,23.47,75.75,29.16,987.81,104.68,1.21,68.65,70.51,,34.44,49.22,23.23,83.66,63.42,8.34,1.16,0.62,06-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Mar-2020 - 00:00,21.68,49.25,21.45,986.78,95.04,1.4,77.77,80.81,,33.11,45.28,23.2,89.22,66.38,7.35,1.3,0.69,07-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Mar-2020 - 00:00,22.09,108.38,49.22,991.17,112.37,0.95,75.7,65.94,,38.07,46.18,31.49,105.1,81.56,7.26,1.3,0.86,08-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Mar-2020 - 00:00,22.87,237.37,112.57,993.18,216.81,0.51,71.96,104.23,,60.86,60.9,67.22,103.08,109.62,7.23,2.55,1.29,09-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Mar-2020 - 00:00,23.24,178.67,72.53,990.28,238.62,0.77,62.48,109.22,,39.82,47.5,21.0,68.42,53.52,7.26,2.43,0.7,10-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Mar-2020 - 00:00,23.95,199.67,94.38,988.96,171.11,0.5,58.85,106.22,,33.31,47.99,21.92,77.61,59.13,6.96,3.79,0.69,11-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Mar-2020 - 00:00,24.56,128.11,53.71,986.45,109.03,1.61,64.56,97.94,,29.14,50.12,17.44,70.9,51.94,6.24,2.8,0.57,12-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Mar-2020 - 00:00,24.76,179.24,61.75,988.74,136.6,0.89,63.41,104.09,,38.08,62.11,32.35,93.66,76.18,5.29,2.78,1.07,13-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Mar-2020 - 00:00,24.95,232.21,72.62,990.55,141.9,0.54,54.81,107.73,,48.44,67.12,65.6,116.3,114.95,5.49,2.33,0.93,14-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Mar-2020 - 00:00,22.57,97.44,35.61,992.06,107.02,0.84,74.24,77.79,,35.99,148.61,36.29,93.75,79.45,5.93,1.49,0.69,15-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Mar-2020 - 00:00,21.74,167.68,83.0,994.11,166.14,0.34,76.44,139.82,,53.01,120.9,79.6,128.91,133.47,5.47,2.4,1.09,16-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Mar-2020 - 00:00,24.35,106.0,52.0,994.3,249.7,0.8,62.45,292.25,,18.2,,,,,,,0.0,17-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Mar-2020 - 00:00,24.5,321.86,119.67,993.17,257.01,0.32,63.43,2.59,,85.53,78.46,25.88,80.23,63.5,9.45,4.23,,18-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Mar-2020 - 00:00,25.63,211.91,79.42,991.48,247.53,0.6,60.64,120.78,,66.61,72.44,45.44,91.92,85.92,6.75,3.18,0.77,19-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Mar-2020 - 00:00,25.76,257.69,115.67,988.49,214.41,0.36,64.86,113.74,,57.79,80.23,46.98,68.66,74.75,7.19,1.84,0.96,20-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Mar-2020 - 00:00,26.49,221.33,86.0,987.39,90.6,0.39,60.27,108.94,,54.41,77.6,28.2,52.75,51.04,6.98,2.34,1.05,21-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Mar-2020 - 00:00,26.52,258.29,107.89,987.79,184.23,0.38,60.02,98.87,,71.31,80.42,51.2,53.16,69.98,8.81,3.48,1.34,22-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Mar-2020 - 00:00,26.24,161.96,86.58,989.64,206.79,0.43,58.33,118.9,,43.4,36.23,9.23,26.61,21.68,6.44,3.32,0.92,23-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Mar-2020 - 00:00,26.56,130.08,64.45,989.1,136.67,0.28,56.82,119.31,,45.64,61.14,16.59,47.25,38.67,6.28,2.53,0.85,24-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Mar-2020 - 00:00,26.39,111.17,55.9,987.74,122.37,0.64,60.91,92.22,,54.32,86.87,37.22,72.39,68.82,6.14,2.56,0.78,25-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Mar-2020 - 00:00,26.91,98.12,48.65,988.12,203.33,0.44,63.14,136.04,,53.01,86.73,44.83,65.71,71.51,6.63,1.4,0.88,26-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Mar-2020 - 00:00,26.55,114.31,59.74,989.38,220.27,0.52,63.26,95.01,2.12,51.05,79.81,38.67,58.85,62.84,6.03,1.81,0.78,27-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Mar-2020 - 00:00,24.63,52.79,24.84,991.14,157.26,0.85,71.64,63.21,1.44,45.14,75.04,33.37,60.8,59.66,5.66,1.64,0.58,28-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Mar-2020 - 00:00,25.11,63.29,35.27,991.62,251.83,0.41,69.95,166.18,,43.63,76.44,42.19,66.37,69.71,5.78,1.01,0.75,29-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Mar-2020 - 00:00,26.14,75.62,33.18,989.44,249.78,0.48,59.37,169.94,,38.19,66.47,31.93,61.72,58.82,5.87,0.93,0.74,30-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Mar-2020 - 00:00,26.12,94.17,49.54,989.48,235.78,0.39,56.93,164.55,,40.9,68.97,33.12,66.89,62.5,5.87,1.06,0.75,31-Mar-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Mar-2020 - 00:00,26.77,96.12,50.33,988.26,259.23,0.51,55.21,140.14,,42.14,71.61,28.66,66.44,58.7,5.82,0.96,0.81,01-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Apr-2020 - 00:00,27.38,93.33,49.5,987.4,243.99,0.39,54.56,158.89,,43.57,79.09,37.1,72.6,68.87,5.8,1.08,0.89,02-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Apr-2020 - 00:00,26.95,92.62,45.88,987.75,278.42,0.52,54.08,173.47,,43.04,71.41,26.93,59.99,53.84,6.16,1.2,0.72,03-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Apr-2020 - 00:00,26.49,94.21,46.04,988.99,250.06,0.34,47.62,171.33,,42.37,74.46,33.0,83.61,71.37,5.87,1.3,0.71,04-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Apr-2020 - 00:00,26.85,114.88,61.92,988.98,233.82,0.27,49.97,172.94,,45.78,79.58,35.11,85.21,73.95,5.66,1.32,0.85,05-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Apr-2020 - 00:00,27.44,130.38,72.91,989.67,162.96,0.3,51.81,156.26,,52.08,85.18,36.77,84.46,75.02,5.79,0.88,0.91,06-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Apr-2020 - 00:00,28.99,149.12,77.96,988.45,235.05,0.37,48.38,161.01,,52.06,84.69,37.94,80.64,73.8,6.25,1.34,1.02,07-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Apr-2020 - 00:00,28.01,113.96,40.16,986.61,278.78,0.66,49.25,153.46,,49.75,76.95,31.26,68.07,61.68,6.0,1.32,0.79,08-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Apr-2020 - 00:00,27.89,105.46,41.74,987.19,273.71,0.43,45.11,161.25,,49.07,78.34,28.29,71.02,60.83,5.98,1.29,0.8,09-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Apr-2020 - 00:00,27.84,107.71,48.75,987.53,244.56,0.31,46.26,158.24,,44.14,79.02,23.97,69.11,56.27,6.57,1.44,0.93,10-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Apr-2020 - 00:00,28.9,140.92,69.75,988.37,190.13,0.21,44.62,154.76,,51.46,98.09,35.87,94.02,79.24,5.69,1.21,1.38,11-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Apr-2020 - 00:00,29.98,144.88,68.38,989.34,181.28,0.3,44.33,146.82,,48.61,95.36,33.01,87.76,73.59,5.68,0.81,1.13,12-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Apr-2020 - 00:00,29.72,124.2,49.62,987.14,242.99,0.36,43.89,153.79,,46.71,84.23,25.18,78.58,62.19,5.73,0.68,0.91,13-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Apr-2020 - 00:00,30.57,161.21,69.88,985.08,205.85,0.3,43.25,153.35,,51.47,87.98,33.27,84.61,71.91,5.71,1.15,1.08,14-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Apr-2020 - 00:00,30.9,168.29,59.12,985.43,105.71,0.38,44.35,116.63,,54.78,76.81,30.75,60.62,57.3,7.38,1.1,1.07,15-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Apr-2020 - 00:00,31.27,223.0,65.67,985.05,130.57,0.5,39.6,135.35,,56.0,69.07,29.23,52.49,51.75,8.79,1.86,1.12,16-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Apr-2020 - 00:00,31.06,243.21,88.46,983.91,241.58,0.4,38.85,132.54,,55.13,70.5,31.92,58.21,57.09,6.72,1.41,1.18,17-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Apr-2020 - 00:00,30.63,98.29,29.24,983.51,186.16,0.75,39.66,126.41,,49.42,61.71,19.23,50.9,42.75,6.47,0.82,0.8,18-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Apr-2020 - 00:00,28.8,98.62,27.2,985.41,114.98,0.82,50.21,119.89,,46.25,64.39,18.63,54.41,44.12,6.75,1.01,0.67,19-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Apr-2020 - 00:00,28.58,87.75,40.35,984.88,189.92,0.37,50.49,161.83,,46.93,73.19,33.3,66.48,62.51,6.11,2.03,0.8,20-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Apr-2020 - 00:00,27.9,133.24,65.17,985.73,151.98,0.53,50.92,104.98,,45.78,76.08,35.11,76.54,69.34,5.52,1.89,0.94,21-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Apr-2020 - 00:00,28.58,108.96,48.01,985.98,201.08,0.33,49.0,142.39,,46.66,80.53,34.74,82.66,72.35,5.24,0.37,0.84,22-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Apr-2020 - 00:00,29.22,167.29,75.68,984.65,150.14,0.28,44.44,156.25,,50.44,82.55,37.43,88.84,77.77,5.44,0.86,1.02,23-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Apr-2020 - 00:00,29.22,147.67,62.9,983.75,142.22,0.53,43.96,78.24,,51.18,79.09,33.63,80.07,70.01,5.52,1.13,1.04,24-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Apr-2020 - 00:00,29.72,146.96,66.65,982.21,104.46,0.58,46.82,155.35,,52.19,81.3,37.52,80.21,73.18,5.8,0.95,0.98,25-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Apr-2020 - 00:00,30.24,90.46,28.54,982.47,129.14,0.56,43.03,118.28,,49.22,72.16,25.66,70.7,58.5,5.48,0.68,0.85,26-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Apr-2020 - 00:00,27.74,116.54,39.23,985.25,93.89,1.14,55.28,102.65,,44.63,67.2,20.04,62.16,49.77,5.52,0.89,0.8,27-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Apr-2020 - 00:00,27.52,59.46,28.41,988.22,87.72,1.5,61.09,157.81,,37.17,59.07,11.41,55.63,38.86,6.35,1.02,0.69,28-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Apr-2020 - 00:00,28.79,95.91,45.49,988.16,88.04,0.76,55.9,145.75,,42.68,59.53,15.47,53.58,41.12,6.86,1.03,0.81,29-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Apr-2020 - 00:00,30.31,116.12,51.21,985.37,101.49,0.69,51.8,142.44,,46.33,56.68,18.18,49.03,40.91,6.86,0.93,0.99,30-Apr-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
