from date,AT,BP,PM10,PM2.5,RH,SR,WS,WD,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
15-Aug-2020 - 00:00,29.87,972.39,45.39,32.66,83.11,133.59,1.46,98.23,2.45,20.03,21.63,6.66,17.74,23.14,0.72,10.71,2.44,16-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Aug-2020 - 00:00,30.32,973.34,35.85,19.74,82.04,194.43,1.49,102.97,2.51,16.84,22.71,10.37,23.06,27.46,0.8,10.3,2.86,17-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Aug-2020 - 00:00,29.46,973.59,62.14,34.64,89.66,98.91,1.12,132.08,5.33,34.27,25.01,27.61,43.04,38.6,1.21,10.07,2.47,18-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Aug-2020 - 00:00,29.96,974.1,62.15,30.54,85.76,112.97,0.76,144.23,4.82,37.25,30.12,22.75,38.85,38.17,0.94,9.12,1.76,19-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Aug-2020 - 00:00,26.56,974.24,36.32,21.91,96.12,26.76,0.86,128.09,4.46,39.17,23.64,23.44,42.39,43.77,1.05,5.94,3.44,20-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Aug-2020 - 00:00,26.0,976.81,40.94,24.99,95.06,64.25,1.03,100.93,4.27,38.97,18.86,16.65,36.29,42.68,0.98,10.46,3.14,21-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Aug-2020 - 00:00,28.72,978.14,46.17,16.54,81.27,171.13,0.88,118.04,4.31,51.01,19.34,25.67,37.09,30.38,1.01,14.64,3.67,22-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Aug-2020 - 00:00,29.72,977.36,40.15,10.98,74.27,186.54,1.21,77.21,2.72,23.62,19.86,9.29,18.32,20.2,0.69,16.38,2.78,23-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Aug-2020 - 00:00,28.91,976.0,28.44,14.26,80.7,143.77,1.51,70.69,1.89,14.76,18.51,5.61,13.82,17.37,0.7,20.04,3.08,24-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Aug-2020 - 00:00,28.48,976.42,32.58,12.59,82.52,124.04,1.89,99.09,2.31,16.91,17.08,15.19,28.17,29.67,0.84,12.94,2.75,25-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Aug-2020 - 00:00,28.81,978.33,47.14,12.63,82.12,120.55,1.56,114.2,3.25,23.37,18.48,22.3,37.34,36.04,0.93,11.15,2.9,26-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Aug-2020 - 00:00,29.93,979.17,37.54,13.25,75.73,130.93,0.57,208.0,3.11,22.34,18.75,14.91,28.36,30.46,0.84,19.91,3.06,27-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Aug-2020 - 00:00,30.72,978.43,49.08,8.9,72.38,153.48,0.54,241.13,4.16,27.39,20.45,10.86,25.19,30.73,0.86,30.29,2.23,28-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Aug-2020 - 00:00,27.88,976.73,59.88,23.81,88.47,71.63,0.54,188.72,4.14,50.99,25.46,27.09,48.18,49.06,1.34,21.4,4.14,29-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Aug-2020 - 00:00,29.51,976.44,73.1,26.91,79.27,175.55,0.65,110.08,2.88,43.41,32.92,20.9,35.52,34.75,1.03,26.65,3.07,30-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Aug-2020 - 00:00,28.16,976.41,43.46,10.22,80.28,101.31,1.87,71.83,2.35,19.05,30.62,7.32,16.78,20.34,0.46,23.38,4.24,31-Aug-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Aug-2020 - 00:00,28.36,978.64,36.57,5.9,78.69,137.83,2.18,109.5,2.15,17.18,23.27,18.25,30.33,29.04,0.82,19.0,3.84,01-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Sep-2020 - 00:00,29.63,979.98,46.29,7.68,72.04,191.82,1.34,125.98,2.6,18.56,22.38,19.8,34.27,34.07,0.74,22.54,4.67,02-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Sep-2020 - 00:00,30.48,981.7,46.12,17.83,71.44,167.45,0.61,181.33,3.14,20.13,23.56,14.26,32.29,38.85,0.89,48.14,5.03,03-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Sep-2020 - 00:00,30.43,982.74,74.48,33.07,74.3,167.89,1.57,92.96,3.26,25.73,30.45,11.06,29.67,38.82,0.79,35.83,3.39,04-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Sep-2020 - 00:00,30.31,981.46,67.17,37.65,76.44,152.91,1.21,114.07,3.12,25.12,30.21,11.29,30.1,39.3,0.89,34.67,3.87,05-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Sep-2020 - 00:00,29.58,979.47,56.71,27.1,77.94,176.35,0.73,164.28,3.75,25.69,29.0,16.07,31.76,35.08,0.84,50.94,2.29,06-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Sep-2020 - 00:00,29.4,978.34,51.4,30.27,79.04,159.67,0.44,261.75,4.11,29.35,29.99,7.98,25.16,35.08,0.94,67.63,2.48,07-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Sep-2020 - 00:00,29.48,978.86,77.2,48.07,79.31,120.87,0.47,243.95,5.14,38.5,33.63,14.32,37.43,48.41,0.98,50.54,6.42,08-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Sep-2020 - 00:00,30.73,979.28,62.9,28.96,71.37,190.24,0.57,272.63,3.74,31.33,28.04,6.76,23.22,33.28,0.88,57.57,5.46,09-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Sep-2020 - 00:00,31.18,979.11,99.88,58.22,72.48,177.9,0.55,270.4,6.39,43.79,34.39,11.44,29.91,38.69,1.06,52.71,5.74,10-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Sep-2020 - 00:00,31.46,976.75,99.6,51.84,68.31,186.29,0.64,267.23,5.22,35.85,33.01,5.98,24.31,36.54,0.98,56.5,6.85,11-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Sep-2020 - 00:00,31.86,977.31,123.6,55.59,63.01,191.1,0.44,244.11,5.67,39.15,34.19,15.28,39.56,50.95,1.1,52.62,6.71,12-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Sep-2020 - 00:00,31.76,979.83,139.12,68.41,62.98,189.79,0.37,262.73,7.44,44.67,38.69,35.53,55.47,49.83,1.18,70.33,6.07,13-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Sep-2020 - 00:00,31.76,979.83,134.17,76.71,67.47,158.9,0.42,262.21,5.69,36.68,39.37,8.57,29.96,43.19,1.01,68.96,6.54,14-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Sep-2020 - 00:00,31.4,978.81,154.53,86.12,71.52,127.11,0.41,246.68,6.03,40.16,42.54,18.22,42.58,52.09,1.22,63.04,6.63,15-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Sep-2020 - 00:00,30.4,978.28,122.18,62.89,68.0,157.46,0.39,255.34,5.5,43.94,39.21,6.93,28.87,43.64,1.04,60.9,9.19,16-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Sep-2020 - 00:00,32.53,977.9,136.91,62.39,64.19,164.3,0.55,247.15,6.26,48.2,38.03,12.0,35.12,47.63,1.03,63.11,7.19,17-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Sep-2020 - 00:00,32.91,977.29,98.91,44.4,60.21,177.2,0.8,264.79,4.16,31.48,32.65,6.49,24.68,36.45,0.93,48.69,11.06,18-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Sep-2020 - 00:00,33.35,976.49,96.55,41.64,59.05,181.04,0.73,255.53,3.92,29.73,34.06,10.07,33.09,46.8,1.02,39.64,11.37,19-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Sep-2020 - 00:00,32.33,976.88,120.39,57.15,64.57,161.33,0.5,283.62,4.91,29.03,33.16,7.5,35.35,55.59,1.13,40.92,11.77,20-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Sep-2020 - 00:00,31.93,976.09,138.48,73.9,64.22,162.29,0.58,267.35,5.38,38.85,42.08,8.59,32.23,47.42,1.09,60.27,13.5,21-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Sep-2020 - 00:00,32.1,975.12,131.2,62.88,63.34,154.62,0.45,289.62,4.95,32.43,35.01,4.04,27.79,46.05,1.53,73.78,13.52,22-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Sep-2020 - 00:00,31.79,976.33,83.82,34.51,64.83,154.05,1.12,113.13,3.82,30.31,31.92,18.78,44.03,54.01,0.66,29.12,13.72,23-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Sep-2020 - 00:00,31.22,976.46,73.3,23.56,65.32,149.13,1.18,101.8,2.95,24.45,24.83,22.68,42.88,45.87,0.92,23.8,16.11,24-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Sep-2020 - 00:00,30.04,978.4,95.42,44.65,69.59,147.4,0.92,171.35,3.17,27.83,25.86,16.82,40.11,49.64,1.23,41.0,13.24,25-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Sep-2020 - 00:00,30.83,977.46,124.49,62.27,61.7,164.76,0.68,220.45,4.35,36.85,29.97,20.97,47.23,56.65,1.55,59.34,15.31,26-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Sep-2020 - 00:00,29.51,977.54,142.73,56.09,60.2,103.11,0.58,235.72,6.11,60.83,36.88,40.28,69.66,69.22,1.39,23.29,15.1,27-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Sep-2020 - 00:00,29.54,980.04,98.03,35.96,53.22,172.54,0.61,260.06,3.44,36.62,29.83,17.86,39.13,46.17,1.1,53.34,13.78,28-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Sep-2020 - 00:00,29.94,981.16,158.14,54.71,53.58,166.97,0.67,260.26,4.78,47.06,33.01,22.91,50.87,60.53,1.29,51.63,15.42,29-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Sep-2020 - 00:00,29.84,980.89,166.28,62.88,57.26,160.71,0.78,262.67,4.35,38.65,34.14,5.68,32.52,52.44,1.13,64.61,15.63,30-Sep-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Sep-2020 - 00:00,29.31,979.84,146.02,52.56,53.68,170.83,0.8,259.5,4.59,36.39,31.47,7.49,37.66,59.34,1.26,56.01,12.07,01-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Oct-2020 - 00:00,29.57,979.35,166.35,62.66,51.88,164.16,0.69,254.64,5.83,45.45,33.14,22.77,53.09,64.92,1.58,56.0,11.78,02-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Oct-2020 - 00:00,29.05,979.87,172.4,71.07,54.66,168.83,0.53,264.16,5.96,40.75,36.28,44.46,70.78,64.94,1.33,65.6,11.65,03-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Oct-2020 - 00:00,28.42,980.95,159.21,72.92,54.31,161.62,0.37,274.79,5.97,41.01,36.05,17.71,56.05,78.22,1.27,64.21,11.1,04-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Oct-2020 - 00:00,27.86,981.88,175.26,77.44,50.94,158.1,0.5,268.64,5.68,48.49,36.15,24.08,66.58,88.27,1.43,58.17,10.78,05-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Oct-2020 - 00:00,28.16,981.41,177.23,73.06,46.39,162.84,0.71,257.65,6.06,41.72,35.11,16.17,49.01,67.39,1.52,66.78,10.71,06-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Oct-2020 - 00:00,27.94,981.89,190.89,81.68,48.07,162.9,0.46,246.65,7.12,52.18,37.97,3.3,122.3,225.0,1.85,54.57,11.17,07-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Oct-2020 - 00:00,27.76,983.7,194.57,89.74,50.5,149.77,0.53,266.99,7.97,60.33,41.07,,,,1.69,45.42,12.59,08-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Oct-2020 - 00:00,28.11,984.05,190.7,85.64,50.79,146.18,0.48,256.79,7.96,55.87,42.1,,,,1.58,52.59,11.74,09-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Oct-2020 - 00:00,27.74,984.21,192.47,87.84,50.68,133.86,0.38,255.83,7.83,56.88,43.32,,,,1.73,39.15,12.8,10-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Oct-2020 - 00:00,28.09,982.87,197.18,95.17,51.72,134.47,0.47,267.07,8.65,53.68,46.49,,,,1.41,49.1,9.83,11-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Oct-2020 - 00:00,28.06,980.9,196.67,96.66,50.91,126.83,0.49,265.14,7.95,45.02,44.26,,,,1.48,53.07,9.96,12-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Oct-2020 - 00:00,27.69,979.49,290.96,159.33,51.35,125.04,0.29,257.78,8.55,65.99,50.12,,,,2.88,36.51,9.76,13-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Oct-2020 - 00:00,27.76,980.73,289.46,147.79,61.29,100.37,0.51,139.69,9.3,72.68,59.99,31.83,82.46,106.25,2.25,37.67,11.75,14-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Oct-2020 - 00:00,28.37,981.95,257.7,139.25,59.65,99.42,0.27,225.37,8.27,54.61,63.85,44.24,75.17,73.52,4.1,53.79,12.57,15-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Oct-2020 - 00:00,27.3,980.02,260.0,155.34,41.44,120.65,0.33,253.49,9.67,58.98,54.29,45.01,74.02,70.18,1.94,57.02,10.58,16-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Oct-2020 - 00:00,23.85,974.44,232.57,120.94,36.1,122.03,0.31,252.19,8.66,60.78,44.74,56.18,81.25,66.66,2.31,55.17,10.57,17-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Oct-2020 - 00:00,24.67,980.53,261.97,140.23,42.49,102.79,0.24,249.65,11.03,77.97,52.86,60.83,97.71,90.49,2.27,28.51,11.7,18-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Oct-2020 - 00:00,26.1,983.07,223.72,118.71,40.41,113.52,0.43,248.63,8.65,49.35,45.78,31.09,60.86,66.78,1.69,55.36,10.74,19-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Oct-2020 - 00:00,25.72,982.7,230.78,119.02,36.9,117.44,0.51,266.15,8.08,42.6,43.47,22.97,54.14,66.59,1.61,45.05,9.46,20-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Oct-2020 - 00:00,25.14,982.54,248.99,125.61,36.58,122.39,0.37,242.98,7.63,49.63,43.16,41.58,79.63,86.0,2.85,30.7,13.38,21-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Oct-2020 - 00:00,25.45,983.68,270.28,123.42,40.59,120.9,0.31,234.4,11.0,71.91,52.97,48.4,82.26,80.47,2.92,56.81,15.29,22-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Oct-2020 - 00:00,24.89,982.4,329.54,170.31,44.61,85.35,0.27,233.21,12.35,75.37,62.89,18.39,86.53,134.53,3.09,31.65,12.75,23-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Oct-2020 - 00:00,24.24,982.12,358.29,220.02,48.31,106.55,0.31,252.55,11.34,74.13,61.59,11.73,65.14,104.49,3.32,30.75,12.72,24-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Oct-2020 - 00:00,23.81,983.11,325.07,187.31,50.96,107.69,0.39,247.04,10.84,75.73,55.98,24.18,68.62,91.96,3.47,33.37,11.94,25-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Oct-2020 - 00:00,23.65,985.58,372.28,237.39,54.28,96.32,0.25,211.8,11.67,75.91,59.25,20.17,80.2,119.9,3.98,28.64,12.04,26-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Oct-2020 - 00:00,23.73,986.79,353.62,198.57,50.72,91.14,0.3,240.23,12.14,70.44,57.93,49.02,104.51,121.37,3.01,36.47,14.35,27-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Oct-2020 - 00:00,22.51,986.66,312.39,177.59,44.14,107.44,0.44,236.9,9.16,51.56,48.25,16.79,53.82,76.96,2.38,43.42,13.02,28-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Oct-2020 - 00:00,22.15,987.4,359.46,197.56,46.86,96.91,0.32,251.06,9.89,72.47,49.72,55.53,96.87,102.75,2.87,29.82,15.06,29-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Oct-2020 - 00:00,22.1,988.49,389.01,228.19,55.27,94.45,0.22,246.0,10.0,94.7,58.79,13.56,62.69,97.1,4.65,29.91,14.37,30-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Oct-2020 - 00:00,22.78,987.92,353.89,212.47,46.3,99.04,0.44,263.03,11.18,75.09,59.54,48.12,93.94,102.88,2.61,53.36,11.96,31-Oct-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Oct-2020 - 00:00,22.29,987.8,408.64,261.44,43.58,104.66,0.61,258.71,9.05,46.07,57.85,31.7,71.8,92.58,2.12,84.42,9.94,01-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Nov-2020 - 00:00,21.49,988.5,428.59,274.33,37.68,105.44,0.52,243.0,9.89,44.57,55.34,57.33,84.31,88.04,1.89,46.36,10.91,02-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Nov-2020 - 00:00,20.83,989.25,330.03,178.89,37.98,97.96,0.43,222.64,7.38,47.77,48.51,44.01,73.51,84.17,2.6,37.5,11.2,03-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Nov-2020 - 00:00,20.91,988.76,332.57,182.01,42.04,102.99,0.38,213.93,9.33,60.1,51.83,54.75,87.16,90.15,2.81,45.08,13.41,04-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Nov-2020 - 00:00,20.47,987.5,509.52,348.97,48.21,75.09,0.38,220.87,10.71,60.51,64.59,55.77,105.25,112.43,3.19,26.81,12.78,05-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Nov-2020 - 00:00,21.32,988.73,449.92,295.84,48.02,93.12,0.35,232.7,9.22,53.69,55.25,63.35,107.87,120.86,2.39,2.8,24.32,06-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Nov-2020 - 00:00,21.14,991.56,424.44,260.96,47.46,79.66,0.33,221.15,11.28,71.3,57.65,64.99,108.85,127.99,3.63,2.91,21.82,07-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Nov-2020 - 00:00,20.95,992.33,509.18,331.27,49.1,85.18,0.41,226.05,11.17,63.14,61.48,73.46,89.14,99.67,3.97,3.02,20.91,08-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Nov-2020 - 00:00,19.65,992.87,517.05,348.96,55.9,65.2,0.27,245.72,11.27,70.05,63.0,54.51,111.5,139.34,3.9,2.89,22.66,09-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Nov-2020 - 00:00,19.44,991.35,709.33,554.05,62.21,66.76,0.28,249.56,12.49,64.01,75.69,54.58,131.13,172.49,4.69,2.65,20.34,10-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Nov-2020 - 00:00,19.97,990.38,638.44,542.7,63.85,69.66,0.36,207.15,11.53,61.0,73.51,50.89,94.46,137.67,3.24,2.78,22.89,11-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Nov-2020 - 00:00,20.22,992.3,353.82,204.36,64.62,80.63,0.38,196.7,9.24,66.6,58.11,12.29,45.22,73.62,2.95,8.22,18.52,12-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Nov-2020 - 00:00,20.73,993.44,349.44,205.7,63.42,76.54,0.25,233.47,11.23,67.96,54.78,19.33,70.01,102.01,3.8,43.31,20.28,13-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Nov-2020 - 00:00,20.74,992.0,355.82,220.41,60.2,80.2,0.3,241.42,10.43,60.28,51.34,13.03,58.92,90.82,3.59,49.57,12.99,14-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Nov-2020 - 00:00,19.26,989.86,530.79,447.23,65.53,64.53,0.25,203.53,11.7,52.29,55.49,37.1,100.6,132.31,3.74,38.71,19.73,15-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Nov-2020 - 00:00,20.12,989.52,380.05,305.24,62.72,63.11,1.18,123.09,8.16,28.19,58.89,20.82,61.48,87.44,1.8,67.3,13.95,16-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Nov-2020 - 00:00,20.11,991.0,137.78,100.46,74.39,68.18,0.96,158.75,3.64,15.46,45.06,22.05,40.33,49.55,1.44,60.2,11.69,17-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Nov-2020 - 00:00,20.03,988.99,160.57,97.12,64.83,91.74,0.58,273.76,5.88,29.97,44.49,29.83,56.41,67.37,1.64,42.88,11.99,18-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Nov-2020 - 00:00,18.55,987.99,199.55,135.9,60.08,90.95,0.44,267.71,5.92,28.38,40.41,40.82,66.38,80.17,1.98,64.02,14.02,19-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Nov-2020 - 00:00,17.63,988.44,243.77,157.42,55.5,90.98,0.35,252.94,6.87,37.18,44.94,66.12,107.83,116.05,2.02,45.45,11.46,20-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Nov-2020 - 00:00,17.45,989.91,268.9,182.69,51.45,98.88,0.59,270.93,7.17,34.66,49.81,28.34,75.79,99.08,2.05,56.29,11.9,21-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Nov-2020 - 00:00,16.89,990.31,236.86,148.15,45.12,101.02,0.79,264.57,5.87,24.37,44.55,19.2,52.44,70.72,1.92,58.77,12.57,22-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Nov-2020 - 00:00,16.34,991.01,290.83,186.14,45.53,96.7,0.52,239.57,7.29,31.4,46.18,30.47,66.8,78.88,2.86,47.48,13.99,23-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Nov-2020 - 00:00,16.32,991.46,360.59,243.35,51.69,83.81,0.3,206.89,8.48,40.7,50.09,55.49,108.2,118.39,1.92,41.58,15.29,24-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Nov-2020 - 00:00,16.4,991.1,493.47,317.75,60.6,75.84,0.31,192.84,12.19,57.83,58.75,17.87,79.19,121.52,5.02,48.85,16.67,25-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Nov-2020 - 00:00,17.4,991.41,477.27,311.64,59.41,57.02,0.54,172.75,10.26,43.19,61.67,23.37,84.65,123.34,2.78,35.54,18.2,26-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Nov-2020 - 00:00,18.68,993.12,197.94,124.39,61.32,85.47,0.51,276.3,7.18,30.04,50.78,43.65,74.26,72.71,1.51,37.42,14.14,27-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Nov-2020 - 00:00,18.36,994.77,173.5,107.75,56.37,92.2,0.65,267.49,6.5,30.81,49.73,33.76,67.27,74.73,1.64,36.91,12.52,28-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Nov-2020 - 00:00,17.75,993.8,229.33,155.46,52.67,90.39,0.63,246.39,6.33,29.71,51.95,25.35,62.49,78.65,2.22,49.33,14.08,29-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Nov-2020 - 00:00,17.13,992.59,245.35,159.21,50.61,90.85,0.38,238.82,7.29,30.77,52.09,37.22,79.6,95.87,2.98,37.92,14.86,30-Nov-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Nov-2020 - 00:00,17.08,991.68,334.99,231.61,58.22,84.63,0.37,236.24,9.8,46.15,61.06,63.64,103.9,97.86,3.4,36.18,15.28,01-Dec-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Dec-2020 - 00:00,13.05,991.5,377.0,246.0,80.4,10.05,0.1,223.2,13.5,75.0,62.5,,,,6.1,4.45,18.65,02-Dec-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
