from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
24-Aug-2020 - 00:00,10.4,71.1,16.82,56.73,39.91,4.43,13.17,0.19,5.46,0.67,1.4,0.58,24.12,98.83,,22.16,1.32,231.09,25-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
25-Aug-2020 - 00:00,11.77,73.11,21.02,65.1,44.29,4.48,13.28,0.13,5.44,0.5,0.95,0.39,26.11,89.2,,301.1,1.53,213.86,26-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
26-Aug-2020 - 00:00,12.61,73.67,29.75,71.41,41.95,11.6,13.31,0.14,5.11,0.58,1.53,0.51,26.72,83.7,,268.93,1.26,242.66,27-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
27-Aug-2020 - 00:00,11.82,83.49,23.08,70.2,47.19,8.33,10.34,0.17,4.82,0.52,1.37,0.53,25.93,87.44,,198.04,1.26,249.82,28-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
28-Aug-2020 - 00:00,9.47,49.7,26.81,82.55,55.74,7.46,10.79,0.25,4.46,1.31,1.8,0.62,23.58,97.73,,60.49,1.91,159.05,29-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
29-Aug-2020 - 00:00,13.46,39.99,23.13,74.83,51.74,11.52,10.89,0.11,4.86,1.78,1.89,0.57,23.16,99.88,,45.55,1.78,205.74,30-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
30-Aug-2020 - 00:00,11.92,42.41,26.25,61.47,35.38,12.15,15.15,0.15,4.99,0.64,1.58,0.75,23.68,98.56,,129.31,1.66,204.05,31-Aug-2020 - 00:00,"Kurla, Mumbai - MPCB"
31-Aug-2020 - 00:00,8.73,43.44,19.9,56.2,36.32,7.96,8.3,0.14,6.14,0.73,1.27,0.73,24.93,93.31,,233.15,1.36,236.74,01-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
01-Sep-2020 - 00:00,15.55,55.5,18.96,72.47,53.58,6.63,7.66,0.4,6.16,1.5,3.24,1.13,25.52,89.5,,168.2,1.22,212.91,02-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
02-Sep-2020 - 00:00,21.63,68.58,21.38,69.61,48.31,7.71,9.11,0.47,7.59,2.0,4.13,1.43,26.15,87.42,,197.79,1.34,185.49,03-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
03-Sep-2020 - 00:00,16.38,88.29,21.18,46.4,25.23,8.44,11.92,0.18,9.19,1.13,1.91,1.01,27.01,83.75,,313.97,1.27,172.95,04-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
04-Sep-2020 - 00:00,28.43,91.28,38.83,62.86,24.03,9.32,12.53,0.3,16.24,1.63,2.39,0.7,28.16,79.49,,319.69,1.22,163.31,05-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
05-Sep-2020 - 00:00,36.17,86.13,34.68,62.84,28.17,13.37,15.71,0.31,19.1,2.3,1.92,0.76,28.02,84.91,,395.98,1.37,185.84,06-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
06-Sep-2020 - 00:00,57.03,128.06,24.95,64.27,39.32,12.95,18.12,0.4,16.94,1.88,2.65,1.36,28.32,85.36,,230.06,1.39,167.78,07-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
07-Sep-2020 - 00:00,13.04,49.17,30.23,46.78,16.56,12.82,19.52,0.23,16.31,0.96,1.29,0.8,27.45,82.83,,421.41,1.72,165.1,08-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
08-Sep-2020 - 00:00,14.92,61.05,29.16,61.39,32.24,11.54,17.87,0.22,7.45,1.71,1.07,0.65,27.19,83.47,,461.36,1.19,144.66,09-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
09-Sep-2020 - 00:00,24.17,51.71,20.3,63.34,43.04,8.98,20.89,0.23,10.95,1.04,1.55,1.5,27.4,82.33,,626.74,1.6,89.97,10-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
10-Sep-2020 - 00:00,20.53,56.08,29.48,72.74,43.26,8.98,22.11,0.22,11.33,1.36,1.21,1.24,27.22,84.09,999.15,646.17,1.26,145.92,11-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
11-Sep-2020 - 00:00,25.88,84.64,34.44,68.3,33.86,10.36,24.36,0.23,14.29,1.12,1.85,0.85,27.17,84.5,998.86,138.74,1.82,182.23,12-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
12-Sep-2020 - 00:00,11.96,34.0,17.52,57.77,40.25,8.5,21.4,0.2,9.33,1.07,1.18,0.55,24.66,97.58,999.75,152.41,2.44,109.49,13-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
13-Sep-2020 - 00:00,12.02,,,,,,,,,0.64,0.76,0.63,,,,,,,14-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
14-Sep-2020 - 00:00,19.96,52.0,24.27,78.28,54.0,10.21,19.76,0.33,5.92,1.45,1.85,1.15,25.32,88.24,,233.04,1.32,135.13,15-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
15-Sep-2020 - 00:00,13.0,,21.44,56.3,34.85,12.82,,,,2.12,2.55,1.54,,,,,,,16-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
16-Sep-2020 - 00:00,15.03,,,,,,,,,0.89,1.35,0.99,,,,,,,17-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
17-Sep-2020 - 00:00,18.95,71.5,23.43,84.57,61.15,8.83,16.7,0.09,8.81,2.4,3.18,1.33,26.29,88.25,,347.1,1.58,250.43,18-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
18-Sep-2020 - 00:00,22.17,65.85,13.37,87.37,74.01,7.91,18.84,0.39,5.17,2.55,3.14,2.05,24.95,89.61,,74.13,1.01,155.59,19-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
19-Sep-2020 - 00:00,30.49,84.98,24.75,98.81,74.06,11.63,17.93,0.54,6.58,2.48,6.05,4.15,25.52,91.42,999.87,272.88,1.05,163.22,20-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
20-Sep-2020 - 00:00,25.54,,,,,,,,,1.02,3.32,0.68,,,,,,,21-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
21-Sep-2020 - 00:00,27.58,67.68,21.96,79.6,57.65,10.56,23.14,0.47,7.95,1.97,3.83,1.61,26.53,88.56,998.62,339.31,0.83,133.09,22-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
22-Sep-2020 - 00:00,33.44,91.54,25.41,87.03,61.63,11.63,,,,1.81,4.25,2.19,23.61,99.25,998.12,65.45,1.21,171.49,23-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
23-Sep-2020 - 00:00,21.3,47.12,22.21,68.99,46.79,9.11,21.98,0.19,11.4,0.77,3.31,1.05,23.27,99.92,998.68,12.66,1.19,238.21,24-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
24-Sep-2020 - 00:00,20.23,57.34,30.7,82.57,51.87,7.5,17.73,0.33,7.57,2.4,2.92,1.36,25.25,92.06,,232.46,2.1,196.56,25-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
25-Sep-2020 - 00:00,15.2,31.39,23.49,80.25,56.76,9.47,18.38,0.32,6.02,1.32,2.26,1.01,24.84,93.22,,99.02,0.98,165.94,26-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
26-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
27-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
28-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
29-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Sep-2020 - 00:00,"Kurla, Mumbai - MPCB"
30-Sep-2020 - 00:00,20.65,112.0,34.02,51.32,17.3,10.7,16.74,0.32,12.12,0.68,2.44,1.86,28.15,72.85,,456.19,1.92,240.17,01-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
01-Oct-2020 - 00:00,22.18,103.17,34.16,55.95,21.79,9.62,16.49,0.37,9.93,1.33,7.38,4.5,27.01,77.52,,432.0,1.42,207.72,02-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
02-Oct-2020 - 00:00,31.52,89.5,32.5,49.94,17.43,7.8,17.64,0.42,13.11,1.46,7.13,4.09,26.98,81.44,,241.78,1.37,193.26,03-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
03-Oct-2020 - 00:00,42.28,114.58,37.33,57.73,20.4,8.45,16.09,0.43,9.94,1.01,5.17,3.22,26.35,86.06,,248.13,1.54,161.31,04-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
04-Oct-2020 - 00:00,34.66,86.49,36.89,54.4,17.51,10.05,16.06,0.39,12.3,1.7,4.98,3.16,24.51,91.02,,182.21,1.26,202.65,05-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
05-Oct-2020 - 00:00,25.1,66.72,39.74,73.26,33.62,14.52,18.14,0.48,16.96,2.47,10.92,4.21,25.99,87.69,,219.87,1.07,210.26,06-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
06-Oct-2020 - 00:00,35.96,94.44,34.28,60.14,25.86,13.2,15.13,0.55,12.13,1.48,9.74,6.42,26.82,83.26,,377.45,1.32,198.97,07-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
07-Oct-2020 - 00:00,53.48,144.03,42.89,73.31,30.42,12.7,13.43,0.6,14.79,2.07,13.02,6.55,27.75,79.46,,352.25,1.27,192.76,08-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
08-Oct-2020 - 00:00,53.07,134.25,40.78,63.86,23.07,16.96,15.56,0.62,11.97,1.92,11.06,5.72,27.92,81.94,,206.95,1.09,189.41,09-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
09-Oct-2020 - 00:00,63.62,154.89,41.49,63.11,21.67,17.43,14.89,0.63,20.77,1.94,11.44,8.02,29.05,72.29,,354.23,1.43,157.82,10-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
10-Oct-2020 - 00:00,71.7,171.63,52.84,79.55,26.72,18.55,14.72,0.8,13.7,3.97,7.73,3.48,27.7,81.67,,278.47,1.37,151.98,11-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
11-Oct-2020 - 00:00,47.41,108.75,49.35,75.94,26.59,20.91,15.4,0.59,8.88,1.29,3.69,3.79,26.68,85.16,,164.59,1.05,160.81,12-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
12-Oct-2020 - 00:00,62.6,155.37,38.36,75.7,37.34,26.22,15.2,0.59,6.78,2.22,4.13,3.23,26.46,88.16,998.99,99.74,0.82,163.26,13-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
13-Oct-2020 - 00:00,53.47,129.45,48.4,84.17,35.77,28.3,14.81,0.5,16.87,2.7,4.52,1.98,27.09,87.03,999.1,314.54,1.28,159.41,14-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
14-Oct-2020 - 00:00,54.83,127.37,57.53,97.93,40.4,24.31,20.75,0.58,11.08,2.0,7.1,4.87,26.19,88.02,999.3,210.94,1.19,157.09,15-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
15-Oct-2020 - 00:00,30.05,58.93,37.57,79.99,42.42,18.2,19.15,0.37,10.7,1.49,3.14,3.22,24.8,95.29,998.45,175.94,1.52,234.64,16-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
16-Oct-2020 - 00:00,12.28,45.99,45.18,71.88,26.7,21.11,35.86,0.33,7.77,1.06,3.93,2.74,26.66,81.98,998.38,198.75,1.68,116.26,17-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
17-Oct-2020 - 00:00,18.24,79.83,29.53,50.48,20.94,12.41,17.02,0.18,9.65,1.3,2.71,0.96,26.61,76.31,,281.95,1.49,152.6,18-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
18-Oct-2020 - 00:00,15.12,101.46,37.83,61.01,23.37,24.61,15.54,0.35,7.39,1.15,2.15,0.92,26.7,78.93,,340.5,1.23,187.64,19-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
19-Oct-2020 - 00:00,19.31,117.14,32.51,58.27,25.77,12.86,13.0,0.38,6.69,1.78,2.14,1.28,26.94,83.17,,274.04,1.16,210.31,20-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
20-Oct-2020 - 00:00,20.52,96.7,32.57,59.98,27.41,14.01,12.89,0.51,6.99,0.52,2.52,3.3,27.34,84.68,,225.88,1.29,191.76,21-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
21-Oct-2020 - 00:00,25.61,105.55,40.52,63.24,22.73,13.35,16.16,0.52,11.84,1.41,5.61,2.76,27.46,83.39,,327.84,1.48,157.27,22-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
22-Oct-2020 - 00:00,46.92,93.02,40.3,61.29,20.99,11.51,12.28,0.67,14.8,1.55,7.61,4.02,26.35,87.95,,255.17,1.44,154.49,23-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
23-Oct-2020 - 00:00,43.31,154.22,50.47,78.99,28.51,20.15,12.62,0.52,9.9,1.46,10.04,4.0,28.94,76.06,,380.58,1.22,214.83,24-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
24-Oct-2020 - 00:00,51.36,143.79,29.73,99.04,69.37,8.53,10.85,0.79,6.85,4.24,15.47,7.53,27.39,85.62,,268.45,1.11,172.22,25-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
25-Oct-2020 - 00:00,24.25,103.3,32.26,52.99,20.73,10.48,7.09,0.54,16.6,2.51,1.82,0.52,27.47,82.04,,350.47,1.32,184.07,26-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
26-Oct-2020 - 00:00,48.42,95.9,58.46,75.13,16.66,23.52,5.95,0.62,17.03,3.92,4.95,2.05,27.31,73.55,,279.66,1.16,155.93,27-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
27-Oct-2020 - 00:00,59.94,172.27,73.98,100.1,26.13,15.02,6.06,0.84,20.83,2.99,7.27,2.94,27.59,62.64,,313.34,1.29,174.5,28-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
28-Oct-2020 - 00:00,63.84,163.19,72.99,89.82,16.82,16.78,5.82,0.9,35.25,2.81,6.78,3.3,27.21,69.38,,289.32,1.3,180.46,29-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
29-Oct-2020 - 00:00,77.75,186.34,66.34,80.49,14.16,16.31,8.99,0.82,43.31,2.72,4.43,2.02,27.51,70.47,,356.0,1.31,186.86,30-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
30-Oct-2020 - 00:00,51.7,172.88,61.43,74.86,13.42,18.29,7.52,0.74,32.43,2.65,4.9,2.05,27.38,68.01,,374.92,1.35,161.59,31-Oct-2020 - 00:00,"Kurla, Mumbai - MPCB"
31-Oct-2020 - 00:00,60.35,164.93,65.59,91.52,25.92,14.17,8.78,0.94,30.95,3.16,8.03,4.23,26.88,60.95,,343.93,1.52,170.19,01-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
01-Nov-2020 - 00:00,56.78,,70.5,91.02,20.52,13.82,8.45,0.89,28.32,2.68,5.39,2.2,27.06,58.26,,327.18,1.15,195.18,02-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
02-Nov-2020 - 00:00,79.45,,78.71,106.11,27.4,18.6,7.7,1.09,34.69,3.32,7.7,3.03,27.84,63.22,,309.07,1.09,175.02,03-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
03-Nov-2020 - 00:00,91.98,285.68,86.5,106.38,19.87,21.01,6.8,1.09,28.33,3.14,6.82,3.15,27.56,65.11,,287.4,1.2,175.22,04-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
04-Nov-2020 - 00:00,77.86,213.58,86.68,112.93,26.24,19.81,8.6,1.2,33.04,3.23,8.83,4.41,27.83,60.57,,328.77,1.12,163.69,05-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
05-Nov-2020 - 00:00,79.78,166.74,61.02,77.1,16.08,16.44,8.29,0.96,46.47,2.78,5.78,3.0,27.54,54.3,,321.42,1.67,123.4,06-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
06-Nov-2020 - 00:00,73.49,152.25,59.86,74.57,14.72,12.34,7.12,0.78,47.43,2.29,4.87,2.22,26.93,51.98,,362.63,1.88,133.78,07-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
07-Nov-2020 - 00:00,73.74,210.84,81.69,106.05,24.36,15.65,9.26,1.07,31.14,2.95,6.72,3.39,25.86,61.27,,193.43,1.26,156.91,08-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
08-Nov-2020 - 00:00,71.55,161.67,58.05,73.14,15.09,15.99,9.27,0.98,56.19,2.15,5.29,2.19,27.7,51.69,,326.55,1.68,125.56,09-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
09-Nov-2020 - 00:00,78.52,157.77,63.07,81.08,18.0,14.19,9.59,0.96,46.63,2.68,5.95,2.76,26.97,52.86,,328.78,1.6,120.41,10-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
10-Nov-2020 - 00:00,82.92,182.05,83.68,106.31,22.63,13.93,10.15,0.97,48.36,2.44,6.6,2.95,25.82,53.44,,337.57,1.64,149.98,11-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
11-Nov-2020 - 00:00,85.47,179.46,66.15,77.69,11.54,13.15,9.99,0.89,62.68,2.39,4.4,2.44,25.5,45.77,,349.73,1.98,125.14,12-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
12-Nov-2020 - 00:00,91.0,176.71,65.12,78.84,13.71,11.95,8.17,0.85,78.94,2.21,3.93,1.54,25.9,45.3,,334.76,1.89,151.65,13-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
13-Nov-2020 - 00:00,86.03,188.02,80.11,119.37,39.26,16.78,6.08,1.02,37.25,2.99,8.75,4.22,26.65,59.37,,359.86,1.45,162.89,14-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
14-Nov-2020 - 00:00,82.67,150.88,62.32,78.83,16.52,20.92,8.05,0.66,38.28,2.28,5.16,1.67,27.09,64.73,,319.95,1.55,172.31,15-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
15-Nov-2020 - 00:00,100.53,157.23,52.54,63.87,11.33,25.52,8.21,0.72,43.81,2.54,4.62,1.33,27.75,68.11,,303.55,1.27,179.73,16-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
16-Nov-2020 - 00:00,97.62,166.25,50.41,60.05,9.64,21.45,8.19,0.69,51.7,2.25,3.37,0.65,27.77,64.92,,325.24,1.46,163.83,17-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
17-Nov-2020 - 00:00,94.57,185.65,60.03,74.16,14.13,20.34,9.17,0.79,42.09,2.55,5.09,1.69,27.94,65.12,,272.68,1.45,172.26,18-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
18-Nov-2020 - 00:00,85.51,193.08,69.83,80.58,10.74,21.31,9.5,0.78,54.43,3.07,4.09,1.66,27.59,67.4,,319.66,1.31,160.86,19-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
19-Nov-2020 - 00:00,81.17,186.2,67.34,75.77,8.43,20.51,9.86,0.73,53.28,2.45,2.96,1.3,27.58,64.79,,303.65,1.25,173.69,20-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
20-Nov-2020 - 00:00,86.77,198.79,79.66,93.73,14.08,14.73,10.15,0.81,45.33,2.65,5.11,2.51,26.69,60.48,,298.21,1.17,196.26,21-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
21-Nov-2020 - 00:00,93.03,214.0,78.71,97.15,18.45,14.87,10.43,0.89,33.58,2.78,6.08,3.35,24.66,68.04,,201.91,1.06,208.33,22-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
22-Nov-2020 - 00:00,102.46,207.79,81.11,93.92,12.82,19.5,11.04,0.87,47.49,2.76,4.53,2.18,25.95,67.77,,315.91,1.11,187.72,23-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
23-Nov-2020 - 00:00,75.16,175.05,67.73,90.09,22.36,15.89,10.94,0.8,28.45,2.34,5.48,1.96,25.88,58.89,,331.46,1.24,203.22,24-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
24-Nov-2020 - 00:00,92.16,193.13,96.27,116.95,20.68,14.34,9.4,0.89,36.51,2.85,6.95,3.02,25.54,60.11,,326.13,0.94,196.3,25-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
25-Nov-2020 - 00:00,117.34,258.86,103.45,145.19,41.75,16.68,12.48,1.25,50.13,4.07,9.17,4.63,26.49,60.07,,287.78,1.21,197.81,26-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
26-Nov-2020 - 00:00,120.96,232.3,72.77,92.34,19.57,14.99,12.53,1.06,52.42,3.1,6.7,3.64,25.61,62.39,,308.02,1.35,173.76,27-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
27-Nov-2020 - 00:00,72.93,156.63,36.6,39.97,3.37,10.48,12.39,0.53,73.06,1.49,2.14,0.83,26.39,46.5,,304.94,2.69,81.29,28-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
28-Nov-2020 - 00:00,73.14,156.16,52.69,85.03,32.34,11.3,10.42,0.6,60.78,2.09,3.65,1.43,25.94,53.71,,194.09,1.66,104.12,29-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
29-Nov-2020 - 00:00,42.85,122.07,50.4,63.03,12.62,17.4,4.78,0.4,51.74,1.73,2.05,0.68,27.2,60.9,,307.75,1.58,178.29,30-Nov-2020 - 00:00,"Kurla, Mumbai - MPCB"
30-Nov-2020 - 00:00,82.21,216.06,93.05,115.57,22.53,22.71,46.48,0.71,66.42,8.72,31.43,15.43,28.51,60.29,,345.56,1.35,196.83,01-Dec-2020 - 00:00,"Kurla, Mumbai - MPCB"
01-Dec-2020 - 00:00,79.0,192.74,108.02,236.3,128.25,16.41,5.09,1.94,7.96,12.91,39.63,7.62,25.77,70.34,,,0.52,136.47,02-Dec-2020 - 00:00,"Kurla, Mumbai - MPCB"
