from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
13-Apr-2020 - 00:00,27.56,0.42,34.78,35.65,534.22,0.0,3.99,0.53,0.51,0.49,1.51,23.26,10.34,19.39,8.81,13.6,4.78,0.71,50.54,46.26,14-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Apr-2020 - 00:00,26.21,0.38,34.49,39.54,478.53,0.0,3.94,0.51,0.49,0.48,1.51,24.23,9.56,19.28,8.66,13.46,6.12,0.58,50.13,43.99,15-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Apr-2020 - 00:00,29.83,0.41,34.92,37.95,515.37,0.0,3.86,0.49,0.49,0.49,1.51,17.15,8.29,19.25,5.21,13.9,5.26,0.75,49.92,48.73,16-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Apr-2020 - 00:00,24.94,0.39,34.79,37.65,488.17,0.0,4.08,0.52,0.49,0.49,1.51,14.76,8.1,19.26,4.22,14.11,5.17,0.63,50.7,42.5,17-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Apr-2020 - 00:00,23.55,0.39,35.0,43.73,519.68,0.0,3.96,0.49,0.5,0.5,1.51,12.87,51.58,19.35,38.56,28.9,4.34,0.43,49.36,44.02,18-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Apr-2020 - 00:00,21.81,0.4,35.22,44.47,523.06,0.0,3.88,0.47,0.48,0.5,1.51,11.34,90.58,19.26,62.54,32.1,4.26,0.5,49.11,43.11,19-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Apr-2020 - 00:00,21.67,0.39,34.48,45.42,476.92,0.01,3.99,0.5,0.49,0.5,1.51,14.08,78.49,19.61,65.24,30.76,4.8,0.45,50.06,41.39,20-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Apr-2020 - 00:00,19.67,0.39,33.97,47.9,470.79,0.0,3.88,0.46,0.49,0.49,1.51,11.47,46.68,19.48,54.2,40.89,6.42,0.51,49.97,35.15,21-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Apr-2020 - 00:00,18.62,0.41,33.42,39.36,520.55,0.0,4.05,0.53,0.51,0.49,1.51,13.54,4.71,19.07,1.37,14.1,5.15,0.43,50.7,39.75,22-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Apr-2020 - 00:00,21.4,0.37,33.51,43.65,469.92,0.0,3.96,0.48,0.51,0.51,1.51,13.04,5.46,19.29,2.0,14.16,5.08,0.53,49.73,43.74,23-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Apr-2020 - 00:00,23.8,0.41,35.26,43.41,428.44,0.0,3.91,0.51,0.5,0.49,1.51,13.48,5.01,19.88,1.49,13.99,4.47,0.39,50.06,47.41,24-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Apr-2020 - 00:00,16.34,0.36,34.41,40.9,470.19,0.0,3.69,0.45,0.48,0.45,1.51,13.1,8.17,19.4,6.83,14.03,2.82,0.39,49.9,37.25,25-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Apr-2020 - 00:00,17.6,0.44,33.18,44.6,479.88,0.0,3.88,0.53,0.5,0.49,1.51,13.28,5.05,19.34,9.23,13.91,4.46,0.25,50.61,45.08,26-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Apr-2020 - 00:00,16.72,0.4,32.76,43.39,498.59,0.0,3.86,0.48,0.48,0.48,1.51,12.6,5.02,19.36,8.91,13.96,5.28,0.44,49.83,41.25,27-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Apr-2020 - 00:00,17.27,0.42,34.05,46.77,506.3,0.0,3.91,0.49,0.49,0.48,1.51,12.78,6.59,19.73,9.79,14.02,5.55,0.38,50.23,40.37,28-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Apr-2020 - 00:00,21.36,0.4,34.99,43.39,512.53,0.0,3.95,0.48,0.49,0.5,1.51,12.52,4.21,19.69,7.91,14.21,6.82,0.38,50.04,44.9,29-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Apr-2020 - 00:00,12.81,0.4,34.58,43.31,532.96,0.0,3.99,0.51,0.48,0.47,1.51,11.73,6.06,19.61,8.69,14.46,5.06,0.75,50.2,43.55,30-Apr-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Apr-2020 - 00:00,7.27,0.4,35.23,45.43,453.21,0.0,3.98,0.5,0.48,0.49,1.51,11.31,4.23,19.65,6.98,14.14,5.34,0.61,50.0,47.42,01-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-May-2020 - 00:00,9.54,0.39,35.43,48.21,490.35,0.0,3.96,0.49,0.51,0.48,1.51,11.94,6.87,19.63,9.18,14.81,4.94,0.43,49.95,45.34,02-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-May-2020 - 00:00,11.42,0.39,36.31,44.45,514.03,0.0,3.94,0.48,0.49,0.48,1.51,11.52,4.26,19.36,7.46,14.22,9.1,0.41,49.8,38.95,03-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-May-2020 - 00:00,12.57,0.39,36.09,40.17,478.68,0.0,3.95,0.51,0.49,0.49,1.51,11.57,4.49,18.61,7.31,14.08,5.88,0.34,50.18,36.55,04-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-May-2020 - 00:00,12.71,0.41,36.45,36.06,525.97,0.0,3.91,0.49,0.49,0.48,1.51,12.19,5.94,18.71,8.46,14.16,5.65,0.33,50.48,37.47,05-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-May-2020 - 00:00,15.18,0.4,35.78,42.19,510.73,0.0,4.07,0.47,0.51,0.5,1.51,24.55,7.18,18.41,7.41,17.61,7.03,0.56,49.28,41.19,06-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-May-2020 - 00:00,14.29,0.39,36.89,43.9,443.05,0.0,3.99,0.5,0.49,0.5,1.51,18.83,8.42,18.23,9.11,15.36,0.43,0.38,49.93,49.93,07-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-May-2020 - 00:00,12.49,0.41,36.3,35.36,479.33,0.0,4.1,0.49,0.48,0.48,1.51,20.34,25.41,17.75,22.52,17.2,5.06,0.37,50.05,46.67,08-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-May-2020 - 00:00,12.58,0.39,36.02,36.44,571.03,0.0,3.96,0.49,0.5,0.49,1.51,19.83,20.46,17.79,20.03,14.68,4.51,0.47,49.87,45.29,09-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-May-2020 - 00:00,12.62,0.41,36.12,44.83,528.4,0.0,3.91,0.52,0.48,0.51,1.51,17.61,44.09,18.05,36.98,20.48,5.68,0.48,50.28,42.42,10-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-May-2020 - 00:00,12.5,0.38,34.1,54.79,435.03,0.0,3.98,0.5,0.52,0.5,1.51,15.31,16.26,17.52,15.25,18.68,7.69,0.39,49.78,47.39,11-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-May-2020 - 00:00,12.53,0.41,33.06,59.76,609.76,0.0,3.79,0.48,0.51,0.5,1.51,14.9,47.77,18.41,42.91,20.36,5.03,0.43,49.63,27.64,12-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-May-2020 - 00:00,12.56,0.39,35.31,46.08,509.59,0.0,3.89,0.52,0.5,0.49,1.51,14.9,19.35,18.67,17.95,15.73,7.27,0.55,50.59,37.54,13-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-May-2020 - 00:00,12.52,0.38,34.07,58.89,479.22,0.02,3.87,0.55,0.49,0.5,1.51,15.43,9.53,18.92,11.5,14.41,2.42,0.5,50.85,40.78,14-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-May-2020 - 00:00,12.45,0.41,32.4,67.56,485.67,0.25,3.93,0.45,0.49,0.49,1.51,11.21,4.09,19.56,7.26,14.06,5.21,0.61,48.89,36.41,15-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-May-2020 - 00:00,12.64,0.37,33.32,63.69,458.83,0.0,3.87,0.47,0.51,0.5,1.51,11.41,5.51,19.68,7.19,15.33,5.32,0.81,49.93,40.84,16-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-May-2020 - 00:00,12.39,0.41,34.81,56.92,422.2,0.0,3.97,0.49,0.5,0.51,1.51,11.96,3.77,18.91,7.32,14.04,7.87,0.43,50.3,41.79,17-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-May-2020 - 00:00,12.49,0.41,35.46,53.76,435.09,0.0,3.91,0.49,0.49,0.49,1.51,12.82,6.39,18.45,8.98,14.19,8.19,0.51,49.46,55.79,18-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-May-2020 - 00:00,12.53,0.41,35.84,43.58,537.8,0.0,4.06,0.49,0.5,0.48,1.51,10.84,56.85,17.97,47.26,28.76,4.5,0.47,49.92,49.97,19-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-May-2020 - 00:00,12.46,0.38,34.86,49.4,486.28,0.0,3.89,0.46,0.5,0.5,1.51,13.53,39.48,17.75,35.29,17.38,3.51,0.4,49.5,55.72,20-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-May-2020 - 00:00,12.48,0.39,35.11,49.62,576.69,0.0,4.01,0.51,0.5,0.49,1.51,12.73,8.66,18.01,9.41,14.57,7.21,0.35,50.18,38.99,21-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-May-2020 - 00:00,12.51,0.38,35.42,46.61,493.59,0.0,3.87,0.52,0.49,0.5,1.51,12.65,55.6,18.25,55.84,22.63,3.51,0.44,49.99,43.09,22-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-May-2020 - 00:00,12.4,0.41,36.47,41.52,460.47,0.0,3.92,0.5,0.5,0.49,1.51,15.75,12.27,17.96,11.99,14.09,3.62,0.36,49.77,43.12,23-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-May-2020 - 00:00,12.58,0.42,37.44,33.74,512.28,0.0,4.0,0.49,0.49,0.48,1.51,19.44,14.45,17.98,14.14,14.7,8.69,0.38,50.28,39.56,24-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-May-2020 - 00:00,12.54,0.41,36.96,35.96,474.89,0.0,3.89,0.45,0.49,0.49,1.51,20.4,11.18,17.97,11.88,15.18,2.69,0.39,49.64,47.2,25-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-May-2020 - 00:00,12.65,0.38,37.2,38.71,458.6,0.0,3.96,0.47,0.49,0.5,1.51,21.57,15.17,18.59,15.57,14.85,3.79,0.32,49.74,42.23,26-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-May-2020 - 00:00,14.43,0.43,36.69,38.76,506.27,0.0,3.97,0.48,0.49,0.5,1.51,22.03,14.48,18.51,14.97,15.49,9.05,0.43,49.71,43.05,27-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-May-2020 - 00:00,15.59,0.4,35.31,52.82,560.46,0.0,4.02,0.47,0.5,0.49,1.51,20.05,14.82,18.64,14.63,15.06,3.96,0.41,49.62,41.29,28-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-May-2020 - 00:00,15.48,0.38,34.43,59.07,507.35,0.0,3.87,0.49,0.51,0.49,1.5,21.81,12.69,19.25,13.33,15.0,3.98,0.28,49.81,41.92,29-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-May-2020 - 00:00,15.58,0.38,34.59,62.03,551.01,0.0,3.86,0.46,0.48,0.47,1.51,21.39,11.32,19.96,11.77,15.66,8.03,0.29,49.87,37.03,30-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-May-2020 - 00:00,15.57,0.35,34.44,62.8,555.31,0.0,3.89,0.5,0.49,0.47,1.51,21.72,13.25,19.68,13.06,15.59,7.77,0.43,50.19,34.38,31-May-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-May-2020 - 00:00,15.55,0.38,34.48,63.27,449.22,0.02,3.76,0.49,0.49,0.48,1.5,22.16,11.63,19.14,12.56,15.06,3.99,0.31,50.09,45.25,01-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Jun-2020 - 00:00,15.26,0.42,27.56,86.9,299.14,0.12,3.86,0.49,0.49,0.5,1.51,19.34,12.0,19.14,12.3,14.56,6.05,0.52,49.58,28.54,02-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Jun-2020 - 00:00,22.61,0.4,28.48,82.6,425.63,0.08,3.85,0.5,0.48,0.49,1.51,20.02,14.07,19.01,13.34,15.34,7.22,0.58,50.23,34.38,03-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Jun-2020 - 00:00,15.15,0.39,27.0,94.55,236.74,0.1,3.58,0.5,0.47,0.46,1.51,18.87,9.52,19.24,9.4,14.86,4.01,0.31,50.76,41.4,04-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Jun-2020 - 00:00,26.29,0.36,28.65,91.29,445.77,0.01,3.69,0.44,0.45,0.44,1.51,10.24,21.0,16.19,33.87,27.57,11.33,0.5,49.94,54.12,05-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Jun-2020 - 00:00,27.54,0.41,27.72,85.89,548.67,0.0,3.95,0.51,0.49,0.5,1.51,12.5,53.98,16.82,45.32,25.61,1.72,0.43,49.84,49.24,06-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Jun-2020 - 00:00,32.7,0.39,29.7,76.14,578.0,0.01,3.99,0.49,0.48,0.48,1.51,16.09,21.72,16.73,17.23,15.42,8.22,0.41,50.14,50.43,07-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Jun-2020 - 00:00,20.76,0.4,30.44,80.53,551.31,0.0,3.86,0.49,0.5,0.5,1.51,19.14,20.15,17.5,17.78,16.33,8.95,0.34,50.07,47.95,08-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Jun-2020 - 00:00,24.28,0.41,30.56,78.06,511.74,0.0,4.0,0.49,0.49,0.49,1.51,21.73,17.22,17.91,16.44,16.66,3.12,0.34,49.96,50.59,09-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Jun-2020 - 00:00,24.97,0.39,30.36,80.15,460.27,0.03,3.96,0.49,0.47,0.49,1.51,21.8,14.95,17.95,14.5,16.6,4.48,0.34,50.17,51.51,10-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Jun-2020 - 00:00,20.77,0.38,30.98,76.14,510.47,0.01,3.95,0.5,0.48,0.5,1.51,21.17,15.3,18.04,12.79,16.59,7.11,0.42,50.13,40.63,11-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Jun-2020 - 00:00,20.27,0.4,29.92,78.74,470.58,0.5,3.92,0.49,0.49,0.49,1.51,18.93,15.51,18.85,13.51,15.51,6.71,0.52,50.08,33.26,12-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Jun-2020 - 00:00,13.86,0.39,27.21,94.28,288.66,0.16,3.83,0.48,0.51,0.5,1.51,19.73,11.79,19.55,11.02,15.96,6.18,0.6,49.74,21.73,13-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Jun-2020 - 00:00,16.5,0.4,28.66,88.25,397.22,0.47,3.92,0.49,0.48,0.49,1.51,21.83,22.2,19.82,20.03,16.36,6.36,0.59,50.26,25.36,14-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Jun-2020 - 00:00,12.87,0.39,28.62,88.87,347.0,0.05,3.9,0.49,0.48,0.48,1.51,21.62,20.45,20.04,17.4,17.18,7.12,0.68,49.8,25.02,15-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Jun-2020 - 00:00,16.27,0.37,28.85,86.16,434.81,0.1,3.87,0.51,0.48,0.48,1.51,22.51,23.84,20.41,22.05,17.15,8.18,0.52,50.33,39.82,16-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Jun-2020 - 00:00,11.69,0.39,29.04,83.58,459.89,0.01,3.84,0.51,0.5,0.5,1.51,22.04,23.91,20.54,22.1,17.82,3.9,0.63,50.01,46.91,17-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Jun-2020 - 00:00,16.09,0.4,28.4,87.77,308.24,0.04,3.89,0.49,0.49,0.5,1.51,22.37,23.71,20.38,21.9,16.5,5.16,0.63,50.01,46.86,18-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Jun-2020 - 00:00,12.65,0.39,28.87,84.68,436.96,0.15,3.95,0.51,0.5,0.48,1.51,21.76,23.36,20.74,21.5,15.55,7.59,0.45,50.39,44.71,19-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Jun-2020 - 00:00,13.76,0.41,30.05,85.95,519.54,0.0,4.02,0.49,0.5,0.49,1.51,23.62,17.95,20.39,18.76,16.19,9.1,0.56,49.85,47.07,20-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Jun-2020 - 00:00,16.88,0.38,30.57,80.76,526.58,0.02,3.97,0.51,0.51,0.5,1.51,24.15,12.87,20.1,16.0,15.29,2.9,0.41,50.13,52.1,21-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Jun-2020 - 00:00,14.55,0.41,29.84,82.03,450.99,0.03,3.98,0.49,0.48,0.5,1.51,18.18,2.94,19.96,8.57,14.21,4.82,0.35,49.96,48.02,22-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Jun-2020 - 00:00,12.65,0.38,30.58,75.94,526.3,0.0,4.02,0.5,0.48,0.5,1.51,14.87,4.92,20.18,7.93,14.08,9.55,0.5,50.01,47.61,23-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Jun-2020 - 00:00,20.51,0.39,30.95,81.27,547.76,0.0,3.92,0.52,0.49,0.49,1.51,16.28,2.97,20.62,6.26,14.11,4.84,0.49,50.1,53.84,24-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Jun-2020 - 00:00,20.28,0.41,31.19,80.71,428.18,0.35,3.97,0.5,0.48,0.49,1.51,18.64,2.44,20.59,7.35,14.36,5.96,0.3,49.82,42.59,25-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Jun-2020 - 00:00,16.13,0.39,29.99,83.16,472.25,1.04,3.97,0.49,0.48,0.5,1.51,16.41,2.55,21.23,6.54,14.26,4.7,0.45,50.04,33.57,26-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Jun-2020 - 00:00,17.58,0.38,27.72,96.82,348.36,0.0,3.97,0.52,0.5,0.49,1.51,13.98,0.41,20.53,3.03,14.35,3.55,0.38,50.13,29.14,27-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Jun-2020 - 00:00,13.38,0.38,31.1,88.73,508.45,0.0,3.87,0.48,0.47,0.47,1.51,12.98,14.95,19.58,8.98,15.0,10.48,0.41,49.65,34.97,28-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Jun-2020 - 00:00,17.56,0.4,29.74,83.5,445.17,0.11,4.01,0.51,0.48,0.5,1.51,15.55,3.82,19.92,6.97,14.3,7.7,0.4,50.2,30.71,29-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Jun-2020 - 00:00,16.66,0.38,28.2,90.54,395.69,0.26,3.91,0.5,0.48,0.49,1.51,15.06,2.25,20.29,5.04,14.27,9.98,0.46,49.73,32.86,30-Jun-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Jun-2020 - 00:00,18.15,0.39,30.05,84.68,458.28,0.06,3.94,0.5,0.49,0.51,1.51,14.54,1.08,20.57,3.91,14.44,14.38,0.41,50.72,31.66,01-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Jul-2020 - 00:00,14.91,0.53,29.21,83.61,459.88,0.2,6.23,0.79,0.77,0.79,1.51,14.77,0.97,20.63,3.81,14.55,9.67,0.35,38.45,34.36,02-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Jul-2020 - 00:00,13.45,0.6,30.0,85.0,458.85,0.0,8.0,0.99,0.98,0.98,1.51,15.04,1.02,21.06,4.77,14.36,11.06,0.41,25.44,36.59,03-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Jul-2020 - 00:00,14.86,0.61,29.35,80.44,453.31,0.08,7.43,0.96,0.97,0.94,1.42,15.79,0.94,101.91,4.68,14.19,6.97,0.42,16.22,36.06,04-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Jul-2020 - 00:00,16.61,0.61,29.06,84.1,279.85,0.04,7.9,1.0,0.97,1.01,1.33,12.07,1.33,209.37,3.14,14.43,17.98,0.93,20.0,37.0,05-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Jul-2020 - 00:00,15.73,0.62,27.81,88.64,267.44,0.0,7.84,1.03,1.0,0.98,1.33,6.69,6.42,215.22,2.29,15.39,11.21,1.08,18.73,35.94,06-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Jul-2020 - 00:00,18.4,1.12,28.99,81.92,275.32,0.02,7.75,1.5,1.22,1.2,1.33,9.66,10.1,223.44,4.9,15.28,12.22,0.54,21.21,43.19,07-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Jul-2020 - 00:00,12.85,0.48,29.12,87.73,227.17,0.04,7.2,0.95,0.37,0.31,1.32,8.74,4.68,175.64,2.79,15.25,15.05,1.04,33.8,43.96,08-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Jul-2020 - 00:00,13.87,0.61,30.11,76.83,524.56,0.01,6.85,0.89,0.43,0.34,1.33,12.61,2.22,213.22,2.87,14.85,17.04,0.84,23.12,39.86,09-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Jul-2020 - 00:00,19.03,0.78,28.62,88.06,396.88,0.09,9.03,0.99,0.46,0.45,1.33,10.45,2.96,218.98,2.38,15.08,13.45,1.0,16.91,40.78,10-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Jul-2020 - 00:00,17.22,0.42,29.02,83.38,274.8,0.0,8.62,0.94,0.32,0.33,1.33,13.69,3.16,220.14,3.94,14.72,15.26,0.69,21.57,40.08,11-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Jul-2020 - 00:00,16.55,0.33,29.78,80.82,420.69,0.0,7.18,0.96,0.28,0.27,1.33,15.46,2.99,221.98,4.75,14.67,11.38,0.87,25.08,40.6,12-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Jul-2020 - 00:00,16.86,0.33,29.35,82.55,406.85,0.0,7.76,0.86,0.29,0.27,1.33,14.77,1.21,222.4,3.73,14.68,12.35,0.84,25.28,37.9,13-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Jul-2020 - 00:00,14.24,0.31,29.6,80.95,376.02,0.15,7.36,0.86,0.27,0.26,1.33,15.78,3.07,226.71,5.13,14.48,20.34,0.68,27.45,38.11,14-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Jul-2020 - 00:00,14.29,0.35,28.67,86.41,350.66,0.04,8.03,0.86,0.29,0.28,1.33,16.46,2.03,231.09,4.74,14.38,18.08,0.93,22.52,35.31,15-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Jul-2020 - 00:00,13.73,0.35,27.49,92.65,168.3,0.03,8.5,0.87,0.29,0.28,1.33,16.53,10.54,234.43,8.86,14.37,7.63,0.88,16.35,33.51,16-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Jul-2020 - 00:00,14.6,0.33,27.06,93.07,148.12,0.24,8.05,0.87,0.28,0.27,1.33,16.22,4.92,240.53,6.5,14.45,16.06,0.6,18.87,33.13,17-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Jul-2020 - 00:00,14.97,0.34,27.64,86.19,261.43,0.0,8.54,0.86,0.27,0.27,1.33,16.23,2.87,240.43,5.19,14.75,22.85,1.01,22.16,37.94,18-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Jul-2020 - 00:00,15.45,0.33,29.09,83.04,433.83,0.0,7.41,0.87,0.28,0.27,1.33,15.66,2.2,239.53,5.46,14.37,7.51,0.82,20.64,35.21,19-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Jul-2020 - 00:00,18.28,0.4,29.21,87.7,357.46,0.0,8.52,0.9,0.3,0.3,1.33,15.72,4.62,237.75,6.62,14.43,13.65,0.56,21.98,41.7,20-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Jul-2020 - 00:00,15.6,0.53,29.95,79.84,457.45,0.0,8.64,0.89,0.39,0.33,1.33,15.9,1.75,240.55,5.33,14.4,20.95,1.01,23.82,40.91,21-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Jul-2020 - 00:00,20.23,0.47,29.46,85.39,294.2,0.01,7.45,0.91,0.38,0.33,1.33,15.87,2.83,237.78,5.92,14.4,5.69,1.08,19.51,40.61,22-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Jul-2020 - 00:00,17.86,0.23,29.57,80.1,392.33,0.24,3.4,0.58,0.23,0.18,1.33,21.43,9.47,241.9,13.81,14.27,13.56,0.41,24.25,37.98,23-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Jul-2020 - 00:00,,0.13,27.4,89.84,202.92,0.63,1.37,0.09,0.13,0.07,1.33,25.18,3.68,246.85,14.31,13.35,13.83,0.73,15.82,36.17,24-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Jul-2020 - 00:00,,0.12,26.75,90.03,227.08,0.06,1.59,0.09,0.1,0.07,1.33,23.42,6.47,246.39,13.69,13.26,5.11,0.64,15.98,36.52,25-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Jul-2020 - 00:00,,0.15,27.7,87.43,223.6,0.09,1.69,0.09,0.17,0.08,1.33,23.63,6.89,250.13,14.26,13.23,14.47,0.49,16.5,38.04,26-Jul-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
