from date,NO,NO2,NOx,NH3,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,MP-Xylene,Xylene,RH,WD,WS,SR,RF,SO2,CO,Ozone,to date,station
17-Apr-2020 - 00:00,0.93,16.91,9.48,58.48,102.25,33.3,0.87,0.72,0.08,0.17,0.07,29.09,141.52,2.14,360.19,0.0,7.52,0.55,14.79,18-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Apr-2020 - 00:00,0.93,16.61,9.35,55.69,112.65,29.08,0.6,0.63,0.06,0.12,0.04,42.67,150.66,2.1,414.63,0.0,7.88,0.58,20.66,19-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Apr-2020 - 00:00,0.88,17.7,9.62,57.92,72.4,33.08,1.28,1.11,0.12,0.28,0.11,41.4,275.75,1.67,117.91,0.0,7.64,0.56,23.2,20-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Apr-2020 - 00:00,1.13,18.82,10.66,56.91,111.42,32.05,1.56,1.09,0.13,0.27,0.1,46.38,228.89,1.77,305.63,0.01,12.06,0.66,21.96,21-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Apr-2020 - 00:00,1.25,19.22,11.0,60.41,60.05,28.99,1.66,1.23,0.13,0.29,0.12,50.25,238.51,1.47,377.09,0.0,9.61,0.73,24.8,22-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Apr-2020 - 00:00,1.16,22.78,12.78,54.32,105.83,46.07,3.53,2.47,0.29,0.7,0.33,30.47,206.77,0.85,368.88,0.0,18.22,0.83,24.51,23-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Apr-2020 - 00:00,1.41,32.84,17.58,62.43,125.38,57.24,3.66,3.1,0.36,1.0,0.41,43.77,183.43,1.15,136.48,0.02,20.88,0.95,20.56,24-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Apr-2020 - 00:00,1.35,25.63,14.5,61.67,115.12,51.9,3.33,2.97,0.32,0.87,0.36,40.38,182.21,0.86,362.74,0.0,14.26,0.85,24.62,25-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Apr-2020 - 00:00,0.94,20.07,11.17,57.81,87.59,33.6,1.29,1.0,0.12,0.24,0.1,39.81,213.79,1.55,,0.0,9.98,0.73,25.43,26-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Apr-2020 - 00:00,0.96,20.59,11.47,51.89,198.37,65.83,3.09,1.62,0.17,0.33,0.13,43.88,145.66,2.15,235.92,0.01,18.55,0.95,29.56,27-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Apr-2020 - 00:00,1.09,16.71,9.55,50.17,87.09,36.1,1.93,0.97,0.08,0.14,0.06,60.27,97.56,2.56,425.69,0.0,10.36,0.86,29.89,28-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Apr-2020 - 00:00,1.2,16.73,9.69,42.86,92.23,42.3,1.95,1.29,0.11,0.23,0.09,55.81,124.6,1.64,392.47,0.0,8.92,0.98,35.57,29-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Apr-2020 - 00:00,1.03,21.07,11.75,50.66,161.28,63.31,2.43,1.99,0.23,0.51,0.22,37.72,148.59,0.89,417.84,0.0,14.55,0.96,32.46,30-Apr-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Apr-2020 - 00:00,0.97,20.53,11.43,57.09,269.33,74.35,1.79,1.77,0.19,0.43,0.17,31.67,311.34,2.11,428.94,0.0,12.22,0.81,30.92,01-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-May-2020 - 00:00,1.08,21.02,11.79,51.31,257.09,83.52,2.91,2.55,0.27,0.64,0.25,31.51,231.58,1.62,435.25,0.0,19.19,0.92,28.54,02-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-May-2020 - 00:00,1.55,23.98,13.71,46.72,177.79,62.7,2.37,1.55,0.12,0.21,0.08,59.33,105.02,2.83,,0.0,12.64,1.0,44.22,03-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-May-2020 - 00:00,1.26,16.9,9.42,38.59,104.9,40.92,1.28,0.94,0.07,0.12,0.05,50.92,118.68,3.33,444.11,0.02,8.01,0.91,42.23,04-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-May-2020 - 00:00,1.05,24.06,13.2,51.36,38.41,20.11,1.97,2.36,0.23,0.69,0.37,46.71,53.47,1.25,344.32,0.0,5.82,0.34,37.78,05-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-May-2020 - 00:00,0.99,23.95,13.22,45.17,73.69,37.55,1.93,2.68,0.34,0.87,0.33,44.71,281.42,1.29,380.13,0.0,7.21,0.32,40.45,06-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-May-2020 - 00:00,1.14,18.69,10.65,47.61,179.67,58.04,1.11,1.33,0.18,0.4,0.15,33.04,120.74,1.51,276.92,0.0,9.61,0.22,33.56,07-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-May-2020 - 00:00,0.87,19.04,10.54,47.84,93.31,37.12,2.11,2.71,0.41,0.9,0.42,35.68,153.66,1.85,290.49,0.0,13.34,0.34,35.06,08-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-May-2020 - 00:00,1.01,25.9,14.28,49.65,168.11,81.18,4.37,3.94,0.59,1.38,0.62,27.81,150.22,1.07,431.34,0.0,24.41,0.53,33.03,09-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-May-2020 - 00:00,1.23,27.15,15.09,48.25,203.91,98.77,5.5,5.21,0.77,1.55,0.94,39.82,126.29,1.65,535.69,0.0,21.3,0.62,39.3,10-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-May-2020 - 00:00,1.16,25.89,14.43,47.69,163.19,73.7,4.0,3.7,0.42,0.88,0.38,32.27,120.05,2.16,116.94,0.0,16.05,0.47,44.23,11-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-May-2020 - 00:00,1.12,18.1,10.32,46.9,183.97,57.16,2.9,3.16,0.35,0.71,0.28,39.3,153.23,1.82,340.79,0.0,15.98,0.29,37.51,12-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-May-2020 - 00:00,0.9,18.27,10.19,45.84,185.18,65.47,2.45,2.46,0.33,0.65,0.29,40.47,149.05,1.52,381.41,0.0,14.7,0.4,38.52,13-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-May-2020 - 00:00,1.02,21.28,11.69,51.9,212.02,69.47,2.66,3.61,0.65,1.49,0.62,36.08,185.62,1.26,185.81,0.0,9.27,0.44,37.5,14-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-May-2020 - 00:00,1.16,18.91,10.55,45.86,121.02,48.22,3.5,2.54,0.37,0.8,0.33,41.58,161.72,1.52,526.49,0.0,14.93,0.35,36.52,15-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-May-2020 - 00:00,1.09,21.44,12.07,45.43,95.28,40.54,2.24,6.38,0.98,2.12,1.06,28.93,316.6,2.48,512.34,0.0,10.41,0.39,46.91,16-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-May-2020 - 00:00,1.05,22.28,12.41,47.03,124.67,53.63,2.75,5.56,0.84,1.86,0.83,33.18,307.17,2.09,313.88,0.0,13.16,0.49,50.81,17-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-May-2020 - 00:00,1.03,24.84,13.66,53.98,156.46,64.2,3.98,5.29,0.93,2.05,0.99,28.79,255.8,1.35,484.27,0.0,23.38,0.61,46.12,18-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-May-2020 - 00:00,0.98,24.05,13.27,50.37,172.96,66.41,3.75,5.83,0.98,2.14,0.95,,268.75,1.56,,0.0,17.48,0.5,40.87,19-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-May-2020 - 00:00,0.91,23.88,13.16,43.81,191.29,75.62,3.74,4.99,0.86,1.54,0.65,13.71,268.24,1.84,516.33,0.0,30.92,0.54,38.36,20-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-May-2020 - 00:00,0.93,19.31,10.8,40.0,150.95,56.05,3.06,3.86,0.67,1.26,0.57,19.94,318.84,2.88,329.37,0.0,19.09,0.48,34.08,21-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-May-2020 - 00:00,5.09,30.21,19.82,36.47,142.21,43.3,3.81,8.55,1.62,3.46,1.62,27.93,306.95,2.45,123.25,0.0,14.29,0.55,30.12,22-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-May-2020 - 00:00,5.94,42.91,27.12,45.35,175.6,68.66,6.37,13.5,3.47,6.85,3.51,19.02,240.56,0.88,461.92,0.0,16.33,0.8,26.23,23-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-May-2020 - 00:00,3.52,28.61,17.6,52.94,274.28,84.74,4.8,10.49,1.62,3.67,1.93,15.39,245.24,2.05,308.09,0.0,12.49,0.48,26.76,24-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-May-2020 - 00:00,0.86,19.09,10.59,47.19,176.11,53.43,3.38,5.02,0.87,1.88,0.8,20.5,300.48,2.38,457.37,0.0,14.59,0.42,31.04,25-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-May-2020 - 00:00,2.07,27.85,16.17,47.67,151.28,53.75,4.37,8.49,2.64,4.41,1.99,21.18,276.35,1.9,476.05,0.0,14.94,0.65,29.01,26-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-May-2020 - 00:00,2.74,36.09,20.98,50.53,222.48,71.74,6.31,61.42,3.91,7.26,4.38,18.48,265.31,1.88,421.81,0.0,13.96,0.57,25.08,27-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-May-2020 - 00:00,1.18,22.14,12.46,46.93,203.76,59.24,4.82,165.75,2.09,4.27,2.41,17.54,209.05,2.19,463.56,0.0,18.57,0.4,29.22,28-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-May-2020 - 00:00,0.99,17.85,10.03,36.9,237.0,59.21,3.61,89.89,1.17,2.25,1.49,26.74,128.46,2.88,313.39,0.01,13.78,0.34,31.71,29-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-May-2020 - 00:00,1.79,20.26,10.22,28.97,126.6,54.0,2.88,46.2,0.76,1.46,0.95,46.64,134.08,3.87,410.28,0.01,7.37,0.35,42.18,30-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-May-2020 - 00:00,1.28,15.09,8.9,27.86,70.9,37.12,3.09,107.2,1.13,2.24,1.26,46.16,154.1,1.77,138.85,0.0,6.27,0.31,41.21,31-May-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-May-2020 - 00:00,0.95,7.9,4.78,27.2,41.63,23.97,2.57,74.36,0.78,1.63,0.98,70.87,125.51,2.51,403.18,0.17,2.1,0.3,47.73,01-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Jun-2020 - 00:00,1.32,20.8,11.82,32.67,62.31,34.15,3.25,107.47,1.01,2.32,1.26,66.08,107.63,1.45,435.16,0.0,5.48,0.34,46.66,02-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Jun-2020 - 00:00,0.97,18.0,10.07,32.38,62.05,26.24,3.05,129.87,1.2,2.59,1.4,52.28,217.69,1.87,318.04,0.01,3.84,0.28,53.52,03-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Jun-2020 - 00:00,1.38,29.38,16.32,30.65,81.32,40.19,3.71,141.53,1.47,3.38,1.88,57.76,110.25,1.25,145.21,0.0,10.85,0.39,46.93,04-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Jun-2020 - 00:00,1.21,22.01,12.43,36.18,106.1,46.16,3.88,48.07,2.66,4.2,2.77,51.05,137.61,1.22,378.34,0.0,8.73,0.35,52.18,05-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Jun-2020 - 00:00,1.12,20.12,11.36,33.71,88.5,41.63,3.04,3.9,0.51,0.98,0.43,57.06,133.49,1.59,409.39,0.0,11.0,0.36,50.69,06-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Jun-2020 - 00:00,1.11,23.0,12.63,32.0,85.2,49.18,3.25,3.51,0.47,1.01,0.43,56.43,115.52,1.8,654.32,0.0,10.8,0.42,50.86,07-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Jun-2020 - 00:00,1.17,22.17,12.28,28.54,79.73,43.02,2.75,2.9,0.44,0.94,0.38,62.69,115.28,1.84,490.36,0.0,10.8,0.41,46.27,08-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Jun-2020 - 00:00,1.27,23.28,13.17,25.65,136.18,54.04,2.86,3.23,0.5,1.23,0.55,42.88,168.54,1.15,497.97,0.0,12.23,0.42,51.13,09-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Jun-2020 - 00:00,1.07,23.01,12.85,24.19,159.51,60.63,2.93,4.67,0.69,1.56,0.72,44.75,171.58,1.45,405.11,0.0,9.81,0.44,56.99,10-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Jun-2020 - 00:00,1.37,27.16,14.89,23.64,156.19,53.73,2.94,4.75,0.72,1.69,0.71,43.14,198.27,1.84,399.34,0.0,14.17,0.38,45.56,11-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Jun-2020 - 00:00,1.94,24.02,14.05,26.51,136.68,42.59,3.03,3.19,1.21,1.53,1.11,40.27,161.51,1.33,508.64,0.0,9.97,0.39,42.28,12-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Jun-2020 - 00:00,1.02,17.11,9.58,32.85,163.17,47.03,0.74,0.93,0.13,0.32,0.13,44.49,197.49,1.51,348.03,0.0,11.8,0.4,46.29,13-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Jun-2020 - 00:00,1.18,22.51,12.68,30.0,231.91,73.67,0.85,1.11,0.2,0.42,0.17,51.93,191.18,1.76,342.18,0.0,10.79,0.45,49.07,14-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Jun-2020 - 00:00,0.97,16.87,9.58,25.48,87.1,48.67,0.81,0.82,0.13,0.3,0.12,50.54,125.48,1.19,355.41,0.0,8.47,0.48,58.14,15-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Jun-2020 - 00:00,1.21,21.97,12.43,26.01,146.31,57.3,1.78,2.4,1.02,1.54,0.71,33.39,206.22,1.14,404.41,0.0,24.46,0.54,67.49,16-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Jun-2020 - 00:00,1.18,29.57,16.38,35.83,162.29,75.8,4.09,6.82,1.42,2.49,1.11,28.91,133.81,1.28,441.33,0.01,26.81,0.64,61.6,17-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Jun-2020 - 00:00,1.03,23.19,12.86,27.2,136.51,60.41,4.17,5.9,1.38,2.47,0.99,37.34,117.41,1.76,415.97,0.0,17.4,0.61,59.84,18-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Jun-2020 - 00:00,1.91,25.0,14.59,17.13,171.4,62.1,4.44,8.52,1.65,3.38,1.56,40.6,167.12,1.43,409.63,0.0,8.36,0.7,52.79,19-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Jun-2020 - 00:00,1.09,20.11,11.38,12.73,335.5,95.06,2.71,5.62,1.03,1.95,0.89,35.85,249.39,2.56,374.59,0.0,7.91,0.43,40.98,20-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Jun-2020 - 00:00,1.23,19.1,10.31,14.8,230.76,73.07,1.65,3.24,0.4,0.98,0.44,50.4,162.39,2.45,418.54,0.11,1.09,0.42,48.97,21-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Jun-2020 - 00:00,1.67,25.28,14.54,13.69,99.25,44.35,2.08,4.56,0.55,1.33,0.51,56.95,124.92,1.65,302.76,0.0,5.69,0.39,41.68,22-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Jun-2020 - 00:00,1.46,20.03,11.64,12.91,77.58,36.68,1.65,3.31,0.47,1.24,0.49,68.24,120.89,1.73,252.95,0.11,3.23,0.48,41.81,23-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Jun-2020 - 00:00,1.65,23.02,13.31,15.14,89.12,47.67,3.25,5.5,0.76,1.26,0.65,65.23,98.23,2.2,384.79,0.0,2.56,0.61,48.68,24-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Jun-2020 - 00:00,1.37,20.57,11.85,16.49,80.63,38.57,2.4,3.31,0.34,0.71,0.28,65.73,93.71,2.3,363.95,0.0,2.32,0.51,48.72,25-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Jun-2020 - 00:00,1.28,20.19,11.59,15.29,74.61,28.74,2.18,3.58,0.53,1.11,0.47,64.11,175.4,1.83,268.37,0.0,9.02,0.47,47.71,26-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Jun-2020 - 00:00,1.52,23.13,13.3,13.37,75.11,39.62,2.16,3.67,0.57,1.56,0.62,72.53,189.76,1.34,175.53,0.05,15.44,0.5,40.64,27-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Jun-2020 - 00:00,1.55,22.52,13.03,11.99,239.21,57.8,2.17,4.84,1.07,2.61,0.99,61.28,227.43,1.92,257.17,0.0,5.39,0.46,31.7,28-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Jun-2020 - 00:00,1.33,21.23,12.17,10.07,437.22,98.06,1.99,5.14,1.61,3.55,1.24,49.04,225.76,2.14,365.39,0.0,15.96,0.41,32.19,29-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Jun-2020 - 00:00,1.29,18.02,10.44,9.95,244.69,65.68,1.42,3.31,0.68,1.64,0.66,47.55,199.14,2.14,367.52,0.0,9.57,0.38,38.16,30-Jun-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Jun-2020 - 00:00,1.33,18.11,10.47,10.24,133.89,53.1,2.12,4.87,0.6,1.1,0.48,60.59,94.35,2.41,445.24,0.0,7.75,0.55,60.65,01-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Jul-2020 - 00:00,1.25,20.97,11.97,10.34,146.62,68.39,3.07,6.25,0.74,1.23,0.59,47.1,124.67,1.43,432.17,0.0,6.7,0.69,60.37,02-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Jul-2020 - 00:00,1.14,21.33,11.91,13.89,166.52,72.92,2.52,4.05,0.76,1.43,0.65,52.29,212.72,1.49,502.37,0.0,4.14,0.58,65.48,03-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Jul-2020 - 00:00,1.16,26.24,14.65,20.04,187.79,78.51,2.77,4.66,0.94,1.52,0.65,44.33,195.98,1.82,376.71,0.0,8.8,0.59,70.21,04-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Jul-2020 - 00:00,1.05,15.92,9.09,14.79,128.69,53.25,2.48,4.59,0.87,1.35,0.57,58.48,123.53,2.64,455.6,0.0,8.54,0.72,59.5,05-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Jul-2020 - 00:00,2.0,29.81,15.97,12.3,60.75,37.28,0.97,2.66,0.31,0.68,0.34,62.69,78.78,1.88,217.65,0.09,8.49,0.75,122.27,06-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Jul-2020 - 00:00,1.08,18.77,10.79,16.19,61.61,36.55,1.66,2.9,0.46,0.75,0.31,70.82,66.37,1.6,357.24,0.0,3.79,0.65,84.01,07-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Jul-2020 - 00:00,1.24,14.75,8.69,17.31,72.06,39.09,1.79,5.12,0.7,1.17,0.51,68.59,92.55,2.36,338.2,0.0,7.29,0.55,40.16,08-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Jul-2020 - 00:00,1.37,16.22,9.42,15.87,42.22,24.46,1.64,4.93,0.63,1.38,0.54,84.24,123.15,1.92,234.51,0.14,8.43,0.63,30.88,09-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Jul-2020 - 00:00,1.39,14.77,8.76,14.77,42.96,25.19,1.85,4.07,1.03,2.18,0.93,76.5,137.35,0.9,308.31,0.0,5.41,0.67,34.45,10-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Jul-2020 - 00:00,0.95,14.07,7.86,21.0,103.58,34.53,1.48,3.44,0.61,1.36,0.55,62.34,245.61,2.02,346.73,0.0,5.16,0.74,32.95,11-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Jul-2020 - 00:00,1.2,19.44,11.1,34.49,88.07,27.96,0.91,2.73,0.49,1.33,0.49,57.24,153.14,2.63,370.92,0.0,4.24,0.59,39.04,12-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Jul-2020 - 00:00,0.93,12.88,7.52,20.87,36.53,19.1,0.54,1.58,0.2,0.51,0.18,73.27,184.19,2.45,250.51,0.22,7.04,0.4,45.83,13-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Jul-2020 - 00:00,1.18,13.03,7.65,17.5,112.66,34.92,1.15,3.0,0.47,1.05,0.47,69.23,184.05,1.23,430.11,0.0,7.19,0.58,37.12,14-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Jul-2020 - 00:00,1.12,14.91,8.66,23.83,188.17,57.18,1.56,3.44,0.56,1.12,0.48,68.84,144.43,1.19,349.01,0.0,4.67,0.81,28.25,15-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Jul-2020 - 00:00,0.99,22.02,12.22,43.3,104.99,46.98,3.05,6.06,2.23,2.64,2.21,71.35,70.95,1.91,323.6,0.0,5.6,0.83,78.41,16-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Jul-2020 - 00:00,1.11,19.88,11.25,36.73,75.67,41.82,1.63,4.42,0.44,0.85,0.36,72.32,90.67,2.06,312.24,0.0,4.33,0.69,121.48,17-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Jul-2020 - 00:00,1.38,20.97,11.96,29.05,70.98,42.95,1.88,6.33,0.46,0.87,0.54,70.84,106.76,1.89,305.89,0.01,5.18,0.69,88.27,18-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Jul-2020 - 00:00,1.09,17.38,9.91,25.56,83.48,56.45,1.79,5.49,0.34,0.63,0.46,77.17,92.54,1.73,290.82,0.0,3.49,0.81,76.34,19-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Jul-2020 - 00:00,0.96,17.32,9.72,32.85,55.11,30.53,1.43,7.04,0.46,0.67,0.71,77.13,184.59,1.81,362.06,0.3,3.64,0.52,88.59,20-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Jul-2020 - 00:00,1.14,17.88,9.85,32.18,39.5,21.08,0.76,2.05,0.23,0.58,0.27,76.19,179.42,2.18,321.98,0.33,3.11,0.47,71.2,21-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Jul-2020 - 00:00,1.02,14.41,8.3,16.54,28.67,14.3,0.66,1.87,0.28,0.64,0.22,88.62,110.95,2.06,215.26,0.05,5.75,0.32,27.72,22-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Jul-2020 - 00:00,1.43,14.53,8.73,14.87,30.49,21.02,1.39,5.33,1.08,2.51,1.08,91.32,180.26,1.23,101.64,0.08,6.55,0.37,51.86,23-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Jul-2020 - 00:00,0.89,14.27,7.64,14.63,47.28,24.52,1.25,2.93,0.42,1.02,0.47,74.68,205.1,1.01,335.16,0.0,5.04,0.5,79.28,24-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Jul-2020 - 00:00,1.41,21.29,12.25,28.23,89.53,51.62,2.26,6.35,0.93,1.54,0.63,70.66,128.4,1.68,445.8,0.0,4.71,0.57,85.2,25-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Jul-2020 - 00:00,1.32,22.49,12.8,31.71,74.19,41.3,1.64,4.57,0.5,0.98,0.35,79.14,84.72,1.44,287.67,0.0,6.63,0.62,83.32,26-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Jul-2020 - 00:00,1.09,24.83,13.7,33.52,86.67,53.01,1.99,5.01,0.79,1.09,0.57,73.44,107.29,1.17,389.47,0.0,4.61,0.69,103.54,27-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Jul-2020 - 00:00,1.12,18.36,10.48,29.17,88.36,30.96,1.16,3.64,0.54,1.2,0.65,69.88,252.47,1.42,403.32,0.0,5.35,0.58,101.69,28-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Jul-2020 - 00:00,1.02,16.58,9.27,18.78,106.24,28.45,1.07,2.78,0.41,0.8,0.36,61.05,201.9,1.92,482.78,0.0,5.28,0.67,97.37,29-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Jul-2020 - 00:00,1.54,15.62,9.38,15.28,91.75,27.85,0.86,2.86,0.53,1.11,0.42,63.21,193.35,1.68,300.35,0.0,5.67,0.38,89.86,30-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Jul-2020 - 00:00,1.28,17.63,10.17,16.95,45.88,27.01,0.91,2.95,0.71,1.19,0.45,80.54,123.3,2.26,323.04,0.01,4.05,0.34,76.04,31-Jul-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-Jul-2020 - 00:00,1.56,19.57,11.24,15.99,56.37,31.2,1.49,3.27,0.45,1.03,0.89,73.88,138.68,1.2,423.28,0.0,6.79,0.49,80.75,01-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Aug-2020 - 00:00,0.85,12.63,7.27,19.06,62.11,25.92,0.73,1.96,0.34,0.73,0.25,67.47,191.27,1.68,461.77,0.0,4.18,0.48,91.19,02-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Aug-2020 - 00:00,1.12,13.26,7.81,15.24,64.8,22.46,0.93,2.32,0.36,0.7,0.28,68.29,207.22,1.57,396.21,0.0,4.88,0.57,92.17,03-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Aug-2020 - 00:00,1.22,12.2,7.16,16.57,77.82,27.47,0.74,1.55,0.17,0.38,0.15,60.8,207.82,1.64,439.54,0.0,5.28,0.55,99.92,04-Aug-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
