from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
13-Apr-2020 - 00:00,31.76,0.66,22.22,2.04,12.78,8.46,94.14,24.1,45.52,91.93,0.1,0.21,0.36,0.24,33.08,39.72,0.3,202.36,156.24,733.98,0.0,14-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Apr-2020 - 00:00,32.03,0.3,29.41,2.18,12.4,8.36,88.68,24.01,43.58,91.25,0.07,0.14,0.3,0.21,36.69,30.63,0.3,181.27,289.19,731.12,0.0,15-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Apr-2020 - 00:00,31.42,0.31,24.78,2.12,12.34,8.29,93.5,23.84,46.67,101.6,0.08,0.15,0.29,0.2,33.69,34.56,0.3,209.76,168.2,733.37,0.0,16-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Apr-2020 - 00:00,31.99,0.29,26.07,2.22,12.29,8.34,90.74,23.92,38.61,93.17,0.09,0.17,0.28,0.21,34.63,34.38,0.3,197.07,172.56,733.03,0.0,17-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Apr-2020 - 00:00,31.74,0.34,29.88,2.36,13.61,9.16,88.7,24.06,42.02,86.45,0.08,0.18,0.29,0.19,36.94,32.45,0.3,175.27,268.38,731.28,0.0,18-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Apr-2020 - 00:00,31.49,0.29,23.93,2.46,13.23,9.04,84.28,24.04,37.22,93.63,0.08,0.15,0.27,0.19,34.38,40.34,0.3,182.17,185.22,733.04,0.0,19-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Apr-2020 - 00:00,30.24,0.19,22.74,2.39,12.29,8.41,92.83,23.73,26.65,54.42,0.03,0.12,0.24,0.16,29.83,51.0,0.3,213.19,113.55,735.6,0.61,20-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Apr-2020 - 00:00,30.54,0.29,21.84,2.6,12.82,8.93,96.72,23.38,27.44,68.66,0.09,0.18,0.29,0.19,31.81,46.01,0.3,202.05,171.79,734.1,0.0,21-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Apr-2020 - 00:00,31.19,0.3,21.8,2.75,13.44,9.38,93.08,23.83,31.68,69.79,0.08,0.2,0.3,0.2,32.2,41.4,0.3,218.01,190.0,733.97,0.0,22-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Apr-2020 - 00:00,31.26,0.29,21.26,2.95,12.83,9.22,86.1,23.95,26.17,68.52,0.07,0.17,0.29,0.2,31.45,43.94,0.3,222.71,198.39,734.44,0.0,23-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Apr-2020 - 00:00,31.24,0.27,22.29,3.13,12.95,9.43,83.05,24.05,23.58,62.97,0.04,0.14,0.28,0.2,32.41,42.04,0.3,187.09,199.62,733.81,0.0,24-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Apr-2020 - 00:00,31.19,0.27,21.93,3.23,13.02,9.55,80.43,23.95,36.76,59.06,0.07,0.14,0.26,0.18,32.04,44.64,0.3,219.78,192.11,734.1,0.0,25-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Apr-2020 - 00:00,31.22,0.22,21.74,3.19,13.48,9.75,83.01,24.01,23.17,56.07,0.06,0.16,0.28,0.18,32.88,38.82,0.3,146.93,190.08,733.8,0.0,26-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Apr-2020 - 00:00,31.04,0.14,21.26,3.2,13.03,9.53,79.45,23.67,21.44,48.89,0.04,0.16,0.26,0.17,32.17,41.71,0.3,181.74,207.21,733.96,0.0,27-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Apr-2020 - 00:00,31.06,0.24,23.63,3.2,12.51,9.26,77.34,23.72,23.84,65.38,0.03,0.11,0.24,0.19,31.1,44.48,0.3,192.24,200.99,734.41,0.0,28-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Apr-2020 - 00:00,30.73,0.22,24.56,3.23,12.17,9.1,76.79,23.64,10.85,40.08,0.01,0.1,0.22,0.17,29.82,47.85,0.3,201.79,199.01,734.96,0.0,29-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Apr-2020 - 00:00,31.04,0.38,22.91,3.3,13.14,9.67,75.3,22.95,18.62,59.93,0.07,0.19,0.28,0.19,31.44,42.09,0.3,192.05,200.93,734.32,0.0,30-Apr-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Apr-2020 - 00:00,30.7,0.24,24.41,3.67,11.92,9.33,71.69,23.8,20.13,56.6,0.05,0.12,0.22,0.15,31.55,41.98,0.3,182.33,169.88,734.41,0.0,01-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-May-2020 - 00:00,31.09,0.3,23.62,3.83,11.98,9.48,72.3,23.94,20.77,44.76,0.03,0.13,0.23,0.18,31.8,40.59,0.3,175.35,182.18,734.29,0.0,02-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-May-2020 - 00:00,30.98,0.25,23.11,4.03,12.25,9.79,71.5,23.83,28.28,57.3,0.08,0.22,0.29,0.18,33.11,38.7,0.3,207.67,188.57,733.64,0.0,03-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-May-2020 - 00:00,31.55,0.32,22.46,4.24,12.61,10.16,73.19,24.23,29.29,62.89,0.08,0.2,0.31,0.22,34.52,34.6,0.3,145.89,207.93,733.01,0.0,04-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-May-2020 - 00:00,31.06,0.28,22.87,4.31,12.39,10.1,70.29,23.93,33.86,103.74,0.07,0.19,0.29,0.19,34.08,36.99,0.3,198.51,197.01,733.09,0.0,05-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-May-2020 - 00:00,31.08,0.29,23.7,4.02,12.14,9.73,71.68,23.99,24.53,83.06,0.05,0.16,0.28,0.19,34.28,36.38,0.3,172.67,207.88,732.98,0.0,06-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-May-2020 - 00:00,30.95,0.24,23.65,4.01,11.52,9.4,65.72,24.26,16.16,76.56,0.03,0.13,0.24,0.16,32.07,42.74,0.3,184.05,178.82,734.02,0.0,07-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-May-2020 - 00:00,30.75,0.21,24.34,4.01,11.36,9.31,65.96,24.03,14.62,43.95,0.02,0.11,0.21,0.13,31.53,44.51,0.3,194.72,207.47,734.27,0.0,08-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-May-2020 - 00:00,30.66,0.19,23.32,4.04,11.47,9.39,63.3,23.64,19.35,46.6,0.04,0.12,0.21,0.16,32.14,43.24,0.3,214.56,173.82,734.12,0.03,09-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-May-2020 - 00:00,30.56,0.2,26.12,4.38,11.66,9.76,65.49,24.19,19.44,43.64,0.02,0.1,0.19,0.14,32.29,42.09,0.3,216.17,202.7,733.78,0.0,10-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-May-2020 - 00:00,30.78,0.22,27.1,4.45,11.46,9.71,63.69,23.82,9.78,24.89,0.01,0.11,0.18,0.12,29.55,45.8,0.3,177.11,158.74,735.43,0.06,11-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-May-2020 - 00:00,30.65,0.21,24.88,4.52,11.9,10.01,64.2,23.99,13.26,27.69,0.04,0.17,0.24,0.16,30.97,40.01,0.3,198.38,191.93,734.62,0.0,12-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-May-2020 - 00:00,30.82,0.27,25.83,4.58,12.03,10.12,63.09,24.09,25.01,39.07,0.07,0.17,0.25,0.16,32.46,40.82,0.3,185.75,205.71,733.79,0.0,13-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-May-2020 - 00:00,30.69,0.34,24.31,4.74,12.32,10.41,64.76,24.08,23.21,37.11,0.03,0.18,0.24,0.13,32.01,42.3,0.3,209.72,151.5,734.16,0.0,14-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-May-2020 - 00:00,30.83,0.38,23.69,4.65,12.48,10.41,62.52,23.11,30.87,43.43,0.07,0.21,0.3,0.17,32.74,41.32,0.3,192.0,197.64,733.77,0.0,15-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-May-2020 - 00:00,31.2,0.34,23.72,4.38,12.23,9.97,59.35,24.12,27.61,50.01,0.05,0.18,0.28,0.18,33.53,39.29,0.3,222.46,169.99,733.26,0.0,16-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-May-2020 - 00:00,30.87,0.24,28.55,3.91,11.61,9.35,60.61,24.21,29.56,42.47,0.03,0.12,0.21,0.14,32.84,42.76,0.3,183.92,192.65,733.49,0.01,17-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-May-2020 - 00:00,30.48,0.41,21.7,3.88,13.25,10.2,64.66,23.86,39.59,71.11,0.03,0.16,0.23,0.12,30.9,51.3,0.3,231.44,179.95,734.23,0.16,18-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-May-2020 - 00:00,30.94,0.4,23.17,3.86,12.42,9.75,55.01,24.14,28.93,48.07,0.07,0.23,0.31,0.17,33.34,40.3,0.3,131.18,196.28,732.93,0.0,19-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-May-2020 - 00:00,30.62,0.31,22.31,3.79,13.01,10.01,61.14,24.07,27.73,44.79,0.08,0.23,0.3,0.15,32.59,39.16,0.3,101.64,156.31,733.81,0.0,20-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-May-2020 - 00:00,31.07,0.45,19.51,4.04,13.89,10.67,62.92,24.51,34.25,86.62,0.09,0.37,0.41,0.2,33.58,33.59,0.3,124.28,203.5,733.28,0.0,21-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-May-2020 - 00:00,31.34,0.56,16.83,4.61,15.09,11.66,66.72,25.17,36.05,144.7,0.1,0.4,0.46,0.23,32.93,30.9,0.3,154.09,176.1,733.83,0.0,22-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-May-2020 - 00:00,31.3,0.45,16.51,4.5,15.46,11.88,67.46,25.5,42.06,133.89,0.12,0.41,0.45,0.21,33.89,31.81,0.3,125.09,197.08,733.05,0.0,23-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-May-2020 - 00:00,31.86,0.3,17.23,4.31,14.59,11.26,67.13,24.86,36.1,152.29,0.11,0.39,0.45,0.22,34.89,30.96,0.3,136.35,204.62,732.4,0.0,24-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-May-2020 - 00:00,31.8,0.45,21.04,3.88,12.89,10.0,63.71,24.63,38.23,154.42,0.08,0.24,0.33,0.2,35.4,33.02,0.3,177.07,209.01,731.98,0.0,25-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-May-2020 - 00:00,32.06,0.37,20.39,3.93,12.96,10.1,63.46,25.24,36.55,128.25,0.07,0.2,0.29,0.18,35.71,35.0,0.3,219.45,205.81,731.84,0.0,26-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-May-2020 - 00:00,31.39,0.29,23.25,3.83,11.58,9.28,59.1,24.1,36.02,111.07,0.03,0.16,0.24,0.15,35.07,40.0,0.3,208.03,192.91,732.15,0.0,27-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-May-2020 - 00:00,31.74,0.26,23.56,3.86,11.74,9.39,60.85,24.16,30.79,99.06,0.03,0.17,0.27,0.17,36.16,36.03,0.3,219.03,205.34,731.66,0.0,28-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-May-2020 - 00:00,30.25,0.34,19.2,3.88,12.42,9.76,61.67,24.14,26.6,112.35,0.07,0.26,0.3,0.17,36.05,31.48,0.3,179.25,205.7,731.89,0.0,29-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-May-2020 - 00:00,27.11,0.29,17.04,4.43,13.73,10.9,66.55,26.35,30.0,141.48,0.07,0.24,0.28,0.13,36.57,33.75,0.3,145.54,197.83,731.9,0.0,30-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-May-2020 - 00:00,26.43,0.22,,3.89,11.47,9.14,59.31,23.38,16.17,70.96,0.0,0.11,0.17,0.1,34.39,43.64,0.3,224.57,162.48,733.36,0.0,31-May-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-May-2020 - 00:00,25.87,0.35,,3.83,11.35,9.06,58.37,23.39,22.85,90.4,0.0,0.1,0.14,0.1,32.05,50.98,0.3,199.36,149.16,734.61,0.01,01-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Jun-2020 - 00:00,30.36,0.25,19.37,4.06,13.8,10.64,61.18,23.95,26.09,83.64,0.07,0.24,0.25,0.1,31.89,55.08,0.3,188.94,152.84,734.47,0.0,02-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Jun-2020 - 00:00,30.57,0.31,22.82,4.09,12.96,10.22,56.5,24.37,19.45,54.04,0.08,0.23,0.27,0.11,32.25,50.81,0.3,185.0,147.84,734.5,0.0,03-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Jun-2020 - 00:00,30.77,0.32,19.33,4.11,16.77,12.04,144.34,23.18,14.22,42.35,0.04,0.61,0.2,0.09,29.89,38.98,0.3,146.02,107.06,735.82,0.13,04-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Jun-2020 - 00:00,30.43,0.16,23.03,5.11,13.36,11.27,84.8,23.36,7.61,32.01,0.07,1.0,0.08,0.03,31.04,41.99,0.3,276.96,126.81,735.44,0.0,05-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Jun-2020 - 00:00,30.19,0.29,22.69,5.04,12.81,10.9,57.89,23.99,17.0,64.94,0.03,1.67,0.18,0.09,32.9,27.19,0.3,265.43,204.89,734.19,0.0,06-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Jun-2020 - 00:00,30.54,0.25,26.04,4.75,12.25,10.38,53.36,23.85,16.22,68.9,0.04,0.67,0.2,0.09,33.64,17.23,0.3,206.69,201.16,733.81,0.0,07-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Jun-2020 - 00:00,30.48,0.21,25.08,4.66,11.9,10.12,51.65,24.4,14.4,56.44,0.04,0.44,0.18,0.1,33.88,20.16,0.3,226.65,190.65,733.79,0.0,08-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Jun-2020 - 00:00,30.81,0.28,22.85,4.67,12.39,10.39,52.52,24.2,13.64,65.65,0.07,0.43,0.24,0.11,34.49,23.08,0.3,276.38,199.91,733.45,0.0,09-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Jun-2020 - 00:00,31.12,0.3,25.79,4.63,12.17,10.24,53.59,24.61,18.86,67.99,0.03,0.37,0.24,0.11,34.93,31.04,0.3,192.47,200.01,733.21,0.0,10-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Jun-2020 - 00:00,30.72,0.26,25.7,4.62,12.13,10.21,52.55,24.33,12.72,52.41,0.03,0.24,0.22,0.1,33.36,48.1,0.3,253.24,168.24,734.05,0.0,11-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Jun-2020 - 00:00,30.45,0.22,25.55,4.62,11.52,9.89,51.11,23.87,8.7,35.57,0.03,0.27,0.19,0.09,30.73,60.52,0.3,246.48,142.51,735.37,0.13,12-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Jun-2020 - 00:00,30.18,0.26,27.48,4.6,11.75,9.97,51.66,24.26,16.23,42.01,0.02,0.24,0.2,0.1,30.27,62.04,0.3,248.93,160.44,735.52,0.04,13-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Jun-2020 - 00:00,30.06,0.14,24.89,4.65,11.88,10.11,51.7,23.9,19.65,41.05,0.03,0.2,0.19,0.09,30.71,62.6,0.3,205.59,158.77,735.18,0.07,14-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Jun-2020 - 00:00,30.06,0.24,25.05,4.64,11.54,9.82,49.76,23.83,13.1,34.27,0.02,0.19,0.18,0.11,31.06,62.03,0.3,258.99,146.73,735.05,0.52,15-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Jun-2020 - 00:00,29.85,0.3,22.35,4.62,11.64,9.94,51.94,23.81,8.53,26.62,0.07,0.29,0.25,0.1,29.41,70.8,0.3,267.53,66.45,736.35,0.05,16-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Jun-2020 - 00:00,30.11,0.25,22.89,4.64,11.36,9.83,50.53,24.26,7.0,22.3,0.03,0.23,0.22,0.1,30.77,63.74,0.3,260.83,144.88,735.21,0.01,17-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Jun-2020 - 00:00,30.13,0.25,22.2,4.81,11.54,10.04,51.31,23.91,10.12,36.32,0.02,0.22,0.2,0.09,30.27,63.93,0.3,216.54,65.96,735.92,0.0,18-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Jun-2020 - 00:00,29.91,0.2,21.55,4.79,11.26,9.89,49.46,24.14,3.57,24.72,0.0,0.19,0.2,0.09,32.11,55.7,0.3,270.18,159.84,734.91,0.0,19-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Jun-2020 - 00:00,30.01,0.26,20.67,4.81,11.79,10.19,50.43,23.84,10.32,66.14,0.04,0.56,0.21,0.1,33.07,57.18,0.3,265.89,105.4,735.1,0.0,20-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Jun-2020 - 00:00,30.03,0.26,22.94,4.91,11.56,10.13,49.94,24.13,9.38,53.11,0.04,0.43,0.23,0.1,33.49,52.79,0.3,294.46,121.97,734.71,0.0,21-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Jun-2020 - 00:00,29.96,0.18,22.91,4.91,11.3,10.01,49.99,24.03,11.61,50.66,0.0,0.19,0.17,0.1,32.59,56.57,0.3,286.82,123.95,735.4,0.03,22-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Jun-2020 - 00:00,29.73,0.33,20.35,4.83,11.63,10.02,50.56,23.55,9.94,42.64,0.03,0.27,0.23,0.12,30.99,65.36,0.3,254.14,74.42,736.38,0.09,23-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Jun-2020 - 00:00,27.74,0.42,14.0,4.76,11.53,10.01,40.24,23.24,12.64,38.36,0.04,0.28,0.3,0.11,30.46,67.56,0.31,218.58,109.7,736.64,0.01,24-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Jun-2020 - 00:00,26.39,0.21,13.91,4.82,11.11,9.83,24.65,23.6,11.9,43.34,0.0,0.13,0.15,0.1,36.38,58.94,0.3,228.55,209.17,734.95,0.0,25-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Jun-2020 - 00:00,26.8,0.24,19.67,4.76,11.41,9.94,15.31,23.28,13.05,50.79,0.0,0.17,0.14,0.08,34.5,55.42,0.3,201.58,195.69,734.53,0.0,26-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Jun-2020 - 00:00,28.5,0.18,22.5,4.77,11.35,9.92,15.31,22.32,11.05,42.61,0.0,0.16,0.16,0.07,36.05,53.45,0.3,210.88,187.49,734.65,0.0,27-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Jun-2020 - 00:00,29.81,0.22,16.51,4.73,11.23,9.83,23.59,18.71,10.31,39.37,0.01,0.15,0.17,0.1,33.66,58.1,0.3,178.49,148.62,735.33,0.13,28-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Jun-2020 - 00:00,29.56,0.17,17.71,4.74,11.42,9.93,31.8,18.48,9.77,23.43,0.01,0.14,0.16,0.1,33.97,59.68,0.3,240.22,211.76,735.14,0.03,29-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Jun-2020 - 00:00,29.66,0.24,15.78,4.83,11.81,10.22,31.88,18.65,10.44,37.32,0.02,0.19,0.19,0.1,33.89,59.71,0.3,217.17,163.54,735.53,0.0,30-Jun-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Jun-2020 - 00:00,29.9,0.34,16.77,4.85,11.34,9.98,31.64,18.37,13.95,37.76,0.01,0.19,0.16,0.09,33.18,47.07,0.3,219.47,164.52,735.53,0.0,01-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Jul-2020 - 00:00,29.89,0.21,17.82,4.84,11.32,9.95,31.47,18.35,7.61,27.77,0.0,0.18,0.17,0.1,32.39,33.93,0.3,253.22,208.64,734.79,0.0,02-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Jul-2020 - 00:00,29.91,0.24,15.12,4.85,11.16,9.88,31.52,18.31,8.68,26.5,0.01,0.16,0.18,0.09,31.75,45.28,0.3,238.52,191.89,735.22,0.64,03-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Jul-2020 - 00:00,29.76,0.24,15.42,4.81,11.02,9.78,31.68,18.29,8.19,29.4,0.01,0.22,0.22,0.1,31.13,63.31,0.3,244.45,174.04,735.19,0.0,04-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Jul-2020 - 00:00,30.03,0.24,13.97,4.82,11.03,9.79,32.12,18.36,5.51,18.96,0.02,0.19,0.19,0.08,29.85,70.74,0.3,216.79,63.16,736.58,0.5,05-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Jul-2020 - 00:00,29.69,0.21,12.17,4.88,10.63,9.63,31.85,18.01,5.37,13.97,0.01,0.18,0.19,0.1,31.33,69.65,0.31,239.04,87.91,736.23,0.42,06-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Jul-2020 - 00:00,29.56,0.25,7.25,4.94,10.82,9.77,32.52,18.31,7.38,23.4,0.06,0.21,0.23,0.1,29.84,72.47,0.3,246.57,48.57,737.1,0.4,07-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Jul-2020 - 00:00,29.82,0.21,30.29,4.91,10.84,9.76,32.72,18.38,5.9,33.2,0.01,0.21,0.18,0.1,32.61,57.41,0.34,239.15,176.3,734.89,0.0,08-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Jul-2020 - 00:00,29.78,0.17,75.2,4.94,10.77,9.75,32.79,18.03,6.02,20.22,0.01,0.19,0.16,0.08,32.64,52.4,0.3,219.8,179.03,734.74,0.0,09-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Jul-2020 - 00:00,29.73,0.16,56.81,4.99,10.84,9.83,32.86,18.3,1.47,14.64,0.0,0.16,0.17,0.09,32.37,64.51,0.34,266.66,127.58,735.79,0.35,10-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Jul-2020 - 00:00,29.58,0.13,54.05,4.93,10.74,9.72,32.65,18.06,3.48,18.03,0.01,0.21,0.2,0.09,31.37,67.33,0.32,245.27,104.55,736.06,0.06,11-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Jul-2020 - 00:00,29.65,0.14,49.72,4.98,10.66,9.72,32.47,18.28,5.43,34.34,0.01,0.2,0.18,0.09,31.94,61.68,0.31,222.32,154.66,735.3,0.16,12-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Jul-2020 - 00:00,29.7,0.15,17.46,4.95,10.77,9.69,32.41,18.37,6.3,29.13,0.0,0.17,0.18,0.09,31.16,67.61,0.3,192.83,88.87,736.1,0.01,13-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Jul-2020 - 00:00,29.57,0.23,9.61,5.03,10.96,9.91,32.5,18.2,6.8,25.36,0.02,0.21,0.19,0.09,31.52,66.69,0.31,260.91,148.71,735.54,0.58,14-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Jul-2020 - 00:00,29.84,0.2,8.93,4.92,10.88,9.69,32.29,18.49,6.82,26.72,0.02,0.2,0.21,0.1,31.41,68.07,0.3,251.06,121.99,735.55,0.73,15-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Jul-2020 - 00:00,29.48,0.19,10.51,4.97,10.61,9.7,32.68,18.32,4.3,13.53,0.02,0.23,0.22,0.1,29.33,73.96,0.3,240.18,33.86,737.09,0.82,16-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Jul-2020 - 00:00,29.65,0.1,11.55,4.92,10.34,9.51,32.91,17.81,2.96,13.57,0.0,0.14,0.15,0.1,30.53,68.96,0.3,206.85,157.47,735.75,0.01,17-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Jul-2020 - 00:00,29.85,0.23,12.84,4.94,10.35,9.53,32.76,18.69,5.09,20.3,0.0,0.14,0.16,0.09,32.59,50.39,0.3,230.57,215.56,733.81,0.0,18-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Jul-2020 - 00:00,29.81,0.17,12.7,4.97,10.53,9.65,32.72,18.47,9.62,35.09,0.01,0.12,0.13,0.09,31.91,58.04,0.3,256.26,184.27,734.46,0.0,19-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Jul-2020 - 00:00,29.74,0.13,11.28,4.95,10.56,9.63,32.7,18.17,4.11,22.52,0.0,0.12,0.14,0.09,31.17,63.4,0.3,205.27,159.9,735.15,0.76,20-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Jul-2020 - 00:00,29.26,0.17,9.63,4.89,10.37,9.44,32.81,18.39,5.06,17.94,0.0,0.12,0.14,0.09,29.83,69.6,0.3,133.84,104.91,735.81,0.5,21-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Jul-2020 - 00:00,29.41,0.06,8.89,4.99,10.44,9.62,33.47,17.32,7.1,19.61,0.01,0.16,0.15,0.09,30.41,67.73,0.3,169.61,140.76,735.64,0.05,22-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Jul-2020 - 00:00,29.55,0.26,9.87,4.97,10.5,9.63,33.63,18.32,6.95,24.91,0.04,0.56,0.2,0.1,30.0,70.22,0.3,231.42,101.71,736.09,0.96,23-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Jul-2020 - 00:00,28.98,0.05,9.14,4.71,10.3,9.17,33.95,16.94,6.55,7.68,0.0,0.38,0.12,0.08,27.99,72.43,0.3,244.98,108.86,737.11,0.55,24-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jul-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
