from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM2.5,PM10,to date,station
07-Feb-2020 - 00:00,70.89,13.26,0.85,39.82,50.72,0.0,104.32,235.73,08-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Feb-2020 - 00:00,49.84,14.16,0.69,62.97,42.11,0.0,91.88,191.45,09-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Feb-2020 - 00:00,56.95,15.85,0.89,44.26,65.67,0.0,112.58,220.54,10-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Feb-2020 - 00:00,77.17,17.25,0.69,26.09,35.73,0.01,139.19,229.55,11-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Feb-2020 - 00:00,66.94,15.62,0.54,40.71,54.39,0.0,117.9,290.51,12-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Feb-2020 - 00:00,54.29,13.3,1.27,50.78,40.42,0.0,97.32,273.96,13-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Feb-2020 - 00:00,44.47,12.72,0.48,71.18,30.24,0.0,72.6,183.22,14-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Feb-2020 - 00:00,30.95,11.21,1.27,84.54,28.67,0.0,51.98,143.73,15-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Feb-2020 - 00:00,39.99,10.49,0.86,56.24,25.2,0.0,55.35,158.13,16-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Feb-2020 - 00:00,48.1,10.63,0.65,56.89,33.23,0.0,67.42,214.15,17-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Feb-2020 - 00:00,37.92,13.31,0.87,61.35,29.32,0.0,84.09,199.35,18-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Feb-2020 - 00:00,67.06,12.17,0.43,54.24,37.08,0.0,93.92,271.81,19-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Feb-2020 - 00:00,64.77,10.94,0.78,53.6,45.58,0.0,89.58,248.26,20-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Feb-2020 - 00:00,50.63,12.72,1.66,63.0,56.04,0.0,93.26,256.17,21-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Feb-2020 - 00:00,40.06,14.76,1.0,68.16,47.2,0.0,100.89,193.2,22-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Feb-2020 - 00:00,33.8,19.11,0.78,55.63,55.31,0.0,114.2,170.49,23-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Feb-2020 - 00:00,41.68,15.85,0.75,54.36,48.52,0.0,81.73,146.73,24-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Feb-2020 - 00:00,35.52,10.78,0.63,47.74,36.24,0.0,47.17,69.57,25-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Feb-2020 - 00:00,36.19,14.54,0.47,60.52,21.91,0.0,75.47,115.85,26-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Feb-2020 - 00:00,39.05,16.04,0.49,74.32,23.22,0.0,73.27,146.58,27-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Feb-2020 - 00:00,40.4,11.78,0.26,40.19,39.38,0.0,68.31,134.87,28-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Feb-2020 - 00:00,53.51,12.33,0.29,36.42,63.89,0.0,77.67,171.17,29-Feb-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Feb-2020 - 00:00,63.19,12.5,0.38,60.42,56.38,0.0,111.48,244.79,01-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Mar-2020 - 00:00,56.37,13.41,0.58,67.55,62.33,0.0,83.76,170.58,02-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Mar-2020 - 00:00,26.92,9.28,0.57,73.19,34.72,0.0,33.53,66.19,03-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Mar-2020 - 00:00,49.79,11.24,0.58,40.39,53.53,0.0,69.66,156.83,04-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Mar-2020 - 00:00,62.08,11.73,0.64,34.78,61.97,0.0,75.06,159.7,05-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Mar-2020 - 00:00,42.35,10.25,0.62,46.9,29.71,0.0,59.95,144.08,06-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Mar-2020 - 00:00,31.01,9.42,0.53,55.29,41.71,0.0,37.33,84.91,07-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Mar-2020 - 00:00,26.81,9.39,0.64,67.4,33.6,0.0,47.0,96.22,08-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Mar-2020 - 00:00,31.36,10.04,0.59,60.02,24.61,0.0,50.74,126.5,09-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Mar-2020 - 00:00,28.2,7.56,0.62,62.31,22.21,0.0,41.87,94.46,10-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Mar-2020 - 00:00,59.41,10.17,0.52,25.57,38.65,0.0,82.43,184.34,11-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Mar-2020 - 00:00,20.57,8.45,0.58,49.8,35.68,0.0,35.16,66.72,12-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Mar-2020 - 00:00,26.62,10.41,0.5,46.1,46.86,0.0,51.41,108.55,13-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Mar-2020 - 00:00,15.47,7.39,0.51,35.07,31.55,0.0,21.1,46.66,14-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Mar-2020 - 00:00,19.37,10.1,0.43,46.72,36.57,0.0,16.81,30.71,15-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Mar-2020 - 00:00,76.36,9.47,0.61,17.51,99.5,0.0,50.16,122.23,16-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Mar-2020 - 00:00,42.95,10.49,0.68,51.68,51.62,0.0,57.7,128.09,17-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Mar-2020 - 00:00,53.78,7.69,0.57,62.59,40.01,0.0,54.8,144.88,18-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Mar-2020 - 00:00,53.64,8.28,0.57,59.47,41.58,0.0,66.16,182.64,19-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Mar-2020 - 00:00,48.08,8.08,0.53,39.36,33.79,0.0,66.93,200.79,20-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Mar-2020 - 00:00,47.34,7.94,0.59,42.81,33.31,0.0,83.56,222.11,21-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Mar-2020 - 00:00,63.5,9.19,0.57,37.33,53.08,0.0,69.73,255.25,22-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Mar-2020 - 00:00,75.92,10.93,0.5,27.12,63.92,0.0,89.98,215.44,23-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Mar-2020 - 00:00,40.53,9.73,0.52,64.32,58.14,0.0,65.85,181.32,24-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Mar-2020 - 00:00,48.68,9.54,0.57,56.29,63.57,0.0,63.45,174.22,25-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Mar-2020 - 00:00,31.45,9.19,0.54,68.65,45.0,0.0,58.74,158.67,26-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Mar-2020 - 00:00,29.81,9.25,0.5,56.98,38.8,0.0,48.41,141.53,27-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Mar-2020 - 00:00,36.46,10.42,0.52,66.6,51.69,0.0,78.24,321.8,28-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Mar-2020 - 00:00,28.47,10.0,0.55,52.78,65.61,0.0,40.97,115.68,29-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Mar-2020 - 00:00,19.55,9.14,0.5,67.32,56.5,0.0,31.67,103.84,30-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Mar-2020 - 00:00,21.24,8.61,0.51,77.52,48.37,0.0,33.77,112.42,31-Mar-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-Mar-2020 - 00:00,23.61,9.97,0.53,76.69,44.13,0.0,42.5,117.66,01-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Apr-2020 - 00:00,56.06,11.4,0.54,61.95,62.42,0.0,70.93,207.46,02-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Apr-2020 - 00:00,40.87,10.96,0.59,67.82,56.69,0.0,66.77,209.15,03-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Apr-2020 - 00:00,39.2,9.27,0.58,60.62,49.79,0.0,51.22,166.65,04-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Apr-2020 - 00:00,44.28,9.96,0.58,62.02,56.57,0.0,72.59,245.83,05-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Apr-2020 - 00:00,50.09,10.39,0.55,49.34,47.13,0.0,79.86,303.68,06-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Apr-2020 - 00:00,38.71,11.22,0.54,61.46,54.13,0.0,75.74,210.21,07-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Apr-2020 - 00:00,59.94,12.3,0.44,44.69,58.98,0.0,85.09,264.17,08-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Apr-2020 - 00:00,31.95,11.28,0.57,69.99,49.9,0.0,54.55,188.32,09-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Apr-2020 - 00:00,43.26,12.18,0.52,65.45,68.64,0.0,65.47,143.71,10-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-Apr-2020 - 00:00,34.78,10.52,0.5,78.0,42.4,0.0,70.09,229.18,11-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-Apr-2020 - 00:00,53.49,9.49,0.57,53.2,50.21,0.0,92.23,308.3,12-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-Apr-2020 - 00:00,33.08,9.95,0.44,70.05,51.57,0.0,74.98,247.71,13-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-Apr-2020 - 00:00,43.23,12.03,0.59,57.96,54.68,0.0,77.33,279.18,14-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-Apr-2020 - 00:00,42.49,12.89,0.53,57.14,55.68,0.0,83.54,287.18,15-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-Apr-2020 - 00:00,31.76,12.99,0.46,56.37,48.03,0.0,68.03,212.47,16-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-Apr-2020 - 00:00,37.55,12.93,0.54,67.58,57.45,0.0,59.11,182.49,17-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-Apr-2020 - 00:00,46.14,13.92,0.59,72.76,67.26,0.0,89.99,246.32,18-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-Apr-2020 - 00:00,72.43,13.14,0.44,41.16,108.71,0.0,104.02,357.91,19-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-Apr-2020 - 00:00,35.39,13.75,0.49,66.05,57.37,0.0,71.22,168.44,20-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-Apr-2020 - 00:00,28.57,12.25,0.52,87.35,79.17,0.0,58.17,191.35,21-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-Apr-2020 - 00:00,17.75,11.61,0.45,101.09,51.82,0.0,53.08,139.31,22-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-Apr-2020 - 00:00,41.16,11.66,0.53,70.4,75.31,0.0,72.91,196.82,23-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-Apr-2020 - 00:00,31.67,9.98,0.6,71.85,52.73,0.0,53.57,150.84,24-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-Apr-2020 - 00:00,47.5,12.46,0.56,59.06,61.52,0.0,88.45,265.0,25-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-Apr-2020 - 00:00,34.44,12.63,0.53,62.43,67.96,0.0,55.66,191.11,26-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-Apr-2020 - 00:00,28.85,11.94,0.61,50.22,63.85,0.0,32.1,59.36,27-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-Apr-2020 - 00:00,27.97,10.31,0.49,76.22,62.88,0.0,28.28,61.6,28-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-Apr-2020 - 00:00,38.11,12.07,0.53,59.8,46.78,0.0,50.76,105.85,29-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-Apr-2020 - 00:00,45.84,11.87,0.56,46.99,52.17,0.0,60.59,140.77,30-Apr-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-Apr-2020 - 00:00,73.57,12.7,0.4,47.46,93.96,0.0,67.31,171.29,01-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-May-2020 - 00:00,40.39,11.66,0.54,78.13,49.37,0.0,50.59,138.96,02-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-May-2020 - 00:00,45.88,10.51,0.58,76.47,54.23,0.0,48.51,142.0,03-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-May-2020 - 00:00,35.74,9.79,0.58,80.67,66.61,0.0,45.18,156.11,04-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-May-2020 - 00:00,35.71,10.45,0.47,57.4,51.99,0.0,43.96,155.56,05-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-May-2020 - 00:00,12.65,8.86,0.53,88.09,34.33,0.0,13.47,69.44,06-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-May-2020 - 00:00,42.14,11.33,0.49,53.28,34.05,0.0,39.3,127.47,07-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-May-2020 - 00:00,29.98,12.79,0.35,68.73,37.33,0.0,47.14,135.65,08-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-May-2020 - 00:00,28.27,11.66,0.62,77.81,44.57,0.0,47.29,128.79,09-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-May-2020 - 00:00,36.32,12.53,0.9,57.86,60.73,0.0,65.59,139.63,10-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
10-May-2020 - 00:00,37.11,10.88,0.48,66.67,45.01,0.0,63.29,222.12,11-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
11-May-2020 - 00:00,57.44,9.07,1.11,50.22,63.72,0.0,46.87,149.56,12-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
12-May-2020 - 00:00,29.56,9.71,0.69,80.47,47.5,0.0,47.51,122.12,13-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
13-May-2020 - 00:00,33.78,9.9,0.84,63.86,45.51,0.0,56.53,139.84,14-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
14-May-2020 - 00:00,52.86,10.87,0.53,59.93,58.24,0.0,79.61,243.92,15-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
15-May-2020 - 00:00,53.84,10.82,0.85,45.14,47.34,0.0,82.03,284.88,16-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
16-May-2020 - 00:00,22.04,10.88,0.64,75.5,26.29,0.0,41.81,149.55,17-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
17-May-2020 - 00:00,53.89,12.08,0.31,69.14,48.46,0.0,96.59,252.92,18-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
18-May-2020 - 00:00,47.39,11.53,0.58,131.66,48.22,0.0,81.92,264.03,19-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
19-May-2020 - 00:00,28.95,10.95,0.94,93.36,28.92,0.0,56.86,167.79,20-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
20-May-2020 - 00:00,37.86,10.88,0.74,90.85,39.17,0.0,67.74,245.66,21-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
21-May-2020 - 00:00,36.32,10.91,0.84,85.54,50.08,0.0,61.18,175.88,22-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
22-May-2020 - 00:00,50.19,10.15,0.85,70.77,43.58,0.0,86.83,292.3,23-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
23-May-2020 - 00:00,50.45,11.9,1.04,73.84,51.86,0.0,101.68,328.5,24-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
24-May-2020 - 00:00,53.63,12.71,0.38,19.03,55.28,0.0,100.5,399.97,25-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
25-May-2020 - 00:00,45.52,12.14,0.74,17.67,43.36,0.0,88.82,360.82,26-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
26-May-2020 - 00:00,41.87,13.71,0.71,57.24,44.8,0.0,87.78,363.86,27-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
27-May-2020 - 00:00,33.93,11.7,0.79,38.31,39.34,0.0,59.99,284.02,28-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
28-May-2020 - 00:00,51.92,11.91,0.92,35.47,81.36,0.0,47.88,241.91,29-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
29-May-2020 - 00:00,31.77,12.99,1.17,36.7,80.58,0.0,44.48,127.94,30-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
30-May-2020 - 00:00,15.69,11.76,0.54,50.28,41.82,0.0,36.33,76.17,31-May-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
31-May-2020 - 00:00,14.81,10.81,1.85,55.2,60.76,0.0,28.61,81.52,01-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
01-Jun-2020 - 00:00,13.38,9.8,1.62,80.91,38.95,0.0,33.38,99.44,02-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
02-Jun-2020 - 00:00,16.63,9.01,1.41,68.77,29.2,0.0,30.41,69.87,03-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
03-Jun-2020 - 00:00,26.01,10.32,1.06,36.19,36.41,0.0,49.31,102.71,04-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
04-Jun-2020 - 00:00,25.71,9.81,0.85,45.31,61.45,0.0,33.95,53.95,05-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
05-Jun-2020 - 00:00,6.74,9.56,0.84,55.26,22.15,0.0,18.14,32.23,06-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
06-Jun-2020 - 00:00,17.69,9.57,0.51,62.48,24.79,0.0,27.68,66.03,07-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
07-Jun-2020 - 00:00,45.25,11.15,1.16,44.96,63.6,0.0,57.4,109.57,08-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
08-Jun-2020 - 00:00,51.71,11.73,1.13,42.22,56.96,0.0,73.55,167.45,09-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
09-Jun-2020 - 00:00,59.64,12.3,0.95,45.76,63.64,0.0,80.86,196.93,10-Jun-2020 - 00:00,"Vindhyachal STPS, Singrauli - MPPCB"
