from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
01-Jan-2020 - 00:00,233.51,17.2,0.31,32.13,40.42,46.79,0.69,1.28,101.88,25.49,243.37,119.05,0.15,0.36,0.0,0.0,0.07,725.0,51.6,5.81,02-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Jan-2020 - 00:00,120.4,17.75,0.29,43.73,25.04,48.99,0.56,1.33,93.49,16.93,242.64,154.98,0.17,0.62,0.01,0.01,0.12,723.4,56.81,7.21,03-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Jan-2020 - 00:00,140.5,19.21,0.28,35.47,21.89,40.66,0.59,0.81,72.01,21.65,176.37,94.17,0.17,0.38,0.0,0.0,0.05,724.29,48.75,7.14,04-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Jan-2020 - 00:00,131.1,19.16,0.25,58.85,22.23,59.69,0.35,1.16,108.97,14.35,195.45,86.48,0.67,2.19,0.19,0.11,0.72,725.33,48.08,8.19,05-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Jan-2020 - 00:00,127.45,19.52,0.29,85.35,24.69,82.41,0.28,1.15,143.22,19.02,243.78,117.87,1.12,2.87,0.26,0.16,1.17,725.48,50.51,8.71,06-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Jan-2020 - 00:00,111.95,20.43,0.29,57.32,24.36,59.41,0.53,1.15,111.48,21.96,180.29,83.98,0.34,1.1,0.09,0.01,0.4,725.61,47.85,7.41,07-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Jan-2020 - 00:00,125.87,18.64,0.3,37.88,17.3,39.67,1.08,1.27,52.69,26.66,182.92,93.76,0.08,0.18,0.0,0.0,0.01,726.82,57.42,9.07,08-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Jan-2020 - 00:00,137.84,17.17,0.26,33.71,16.01,35.77,0.99,1.08,52.64,28.41,105.52,43.71,0.02,0.09,0.0,0.0,0.0,726.56,56.63,10.06,09-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Jan-2020 - 00:00,176.8,16.56,0.27,38.52,17.85,40.27,0.62,1.68,106.33,26.18,115.01,47.4,0.01,0.24,0.0,0.0,0.0,723.46,49.3,10.0,10-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Jan-2020 - 00:00,169.52,16.59,0.28,39.31,20.13,42.49,0.75,1.33,108.35,26.42,123.75,56.69,0.05,0.38,0.0,0.0,0.05,723.14,45.08,10.04,11-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Jan-2020 - 00:00,151.32,19.0,0.25,39.56,20.21,42.61,0.6,1.33,115.48,24.93,141.67,69.41,0.06,0.44,0.01,0.01,0.09,724.94,41.31,9.3,12-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jan-2020 - 00:00,127.32,20.9,0.24,63.2,22.58,63.03,0.39,0.93,152.1,35.47,195.07,94.27,2.06,6.77,1.01,0.61,2.49,727.55,49.61,13.76,13-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jan-2020 - 00:00,76.55,17.67,0.29,52.45,16.64,51.14,0.66,0.68,226.21,17.23,162.06,84.06,0.72,3.38,0.32,0.39,1.17,729.97,61.81,8.03,14-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jan-2020 - 00:00,155.61,17.0,0.28,32.2,20.77,37.16,0.7,0.63,87.37,23.77,89.9,43.4,0.02,0.21,0.0,0.0,0.0,726.96,56.99,9.73,15-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jan-2020 - 00:00,142.27,17.46,0.32,40.03,16.62,41.5,0.98,0.49,74.32,19.51,94.22,55.78,0.01,0.07,0.0,0.0,0.02,726.88,54.86,8.27,16-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jan-2020 - 00:00,90.56,16.44,0.26,33.83,15.25,35.24,0.93,0.78,61.05,20.74,111.23,60.67,0.0,0.16,0.0,0.0,0.0,726.88,54.6,7.08,17-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jan-2020 - 00:00,184.95,17.32,0.26,32.04,17.32,34.93,0.45,0.65,91.19,27.73,134.55,58.26,0.04,0.26,0.0,0.0,0.01,725.6,50.33,6.8,18-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jan-2020 - 00:00,180.43,18.29,0.32,29.21,22.33,38.72,0.62,0.68,70.94,23.95,105.26,52.58,1.48,1.2,1.32,1.66,1.4,724.96,45.1,5.98,19-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jan-2020 - 00:00,176.55,17.67,0.3,30.74,24.31,43.6,0.58,0.6,78.72,45.72,111.61,56.58,0.0,0.09,0.0,0.0,0.0,723.65,45.74,6.15,20-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jan-2020 - 00:00,165.62,18.56,0.22,31.79,28.42,46.17,0.44,0.64,116.98,29.27,153.95,86.23,0.12,0.57,0.0,0.01,0.06,725.49,44.69,7.32,21-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jan-2020 - 00:00,163.18,19.85,0.3,34.6,26.65,47.54,0.56,0.63,80.31,37.33,147.09,69.58,0.01,0.31,0.0,0.0,0.01,725.84,43.0,6.34,22-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jan-2020 - 00:00,171.11,19.64,0.33,29.75,34.72,47.51,0.85,1.02,78.99,38.03,156.29,78.81,0.04,0.32,0.0,0.0,0.02,722.94,49.34,6.06,23-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jan-2020 - 00:00,203.47,19.07,0.27,18.99,36.18,37.32,0.65,0.83,85.73,36.23,98.46,51.06,0.02,0.39,0.01,0.01,0.06,722.58,44.74,7.79,24-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jan-2020 - 00:00,205.47,18.97,0.27,37.38,40.9,47.58,0.4,0.81,100.41,39.6,120.1,53.02,1.05,3.4,0.13,0.09,0.82,724.68,40.33,7.3,25-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jan-2020 - 00:00,207.51,20.89,0.29,95.87,52.9,100.81,0.26,0.89,152.88,48.47,207.07,85.36,4.76,14.46,2.05,1.38,4.87,726.43,39.56,14.09,26-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jan-2020 - 00:00,197.13,21.71,0.22,74.2,48.74,81.46,0.22,0.84,138.17,36.3,211.17,106.34,1.33,4.41,0.22,0.09,1.26,728.17,41.7,7.41,27-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jan-2020 - 00:00,164.48,22.46,0.3,60.22,34.49,62.89,0.53,0.55,191.06,10.78,176.85,89.57,1.19,4.64,0.19,0.06,1.15,731.21,43.46,7.09,28-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jan-2020 - 00:00,179.99,19.95,0.3,25.65,25.28,30.29,1.18,0.68,55.01,26.57,102.02,57.91,0.2,1.34,0.06,0.01,0.33,730.45,51.06,5.82,29-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jan-2020 - 00:00,181.31,19.23,0.24,42.84,28.52,45.88,0.3,0.94,151.96,25.47,126.74,65.31,0.14,1.66,0.0,0.0,0.23,726.12,45.07,7.63,30-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jan-2020 - 00:00,195.74,19.65,0.3,43.47,24.02,43.84,0.51,0.91,91.98,14.71,111.11,52.61,0.04,1.18,0.0,0.0,0.1,724.87,40.67,7.25,31-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Jan-2020 - 00:00,210.47,19.18,0.25,57.74,27.72,62.77,0.59,1.06,105.84,36.9,109.14,67.35,0.55,2.56,0.11,0.1,0.57,726.83,41.67,7.79,01-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Feb-2020 - 00:00,151.19,18.9,0.26,73.68,36.87,74.78,0.28,0.72,124.56,52.85,253.9,95.0,1.42,5.43,0.39,0.18,1.71,725.56,41.33,9.49,02-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Feb-2020 - 00:00,197.46,19.76,0.24,30.48,42.44,43.48,0.45,0.65,96.58,37.56,143.09,70.95,0.13,1.52,0.06,0.0,0.23,723.89,39.53,7.91,03-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Feb-2020 - 00:00,235.5,20.33,0.24,32.38,36.13,41.79,0.38,0.72,84.28,50.79,145.72,78.17,0.25,1.85,0.06,0.02,0.54,725.36,39.55,9.36,04-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Feb-2020 - 00:00,196.22,21.05,0.25,33.88,35.55,42.03,0.47,0.86,109.81,35.97,145.15,61.29,0.16,0.9,0.03,0.03,0.21,727.0,42.69,8.28,05-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Feb-2020 - 00:00,193.32,20.73,0.34,34.56,27.64,38.43,0.89,0.74,84.9,37.53,143.24,75.33,0.52,0.78,0.0,0.45,0.45,725.69,43.99,7.01,06-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Feb-2020 - 00:00,252.59,19.45,0.2,38.01,26.66,40.63,0.46,0.8,103.47,22.55,137.64,73.5,0.33,0.89,0.02,0.01,0.17,726.17,40.5,7.75,07-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Feb-2020 - 00:00,229.38,20.46,0.26,41.03,31.62,45.78,0.57,0.86,90.1,19.42,135.63,67.54,0.07,0.89,0.0,0.0,0.13,724.71,36.33,6.8,08-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Feb-2020 - 00:00,203.85,20.14,0.25,39.39,32.23,44.6,0.55,1.13,102.85,17.86,146.27,76.93,0.04,0.77,0.01,0.0,0.2,722.76,39.47,7.02,09-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Feb-2020 - 00:00,185.7,20.53,0.32,41.85,35.17,55.21,0.42,0.34,106.32,40.41,178.13,52.19,0.08,0.87,0.0,0.0,0.17,723.27,36.59,9.65,10-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Feb-2020 - 00:00,242.99,19.32,0.26,57.06,30.39,55.93,0.38,1.07,105.17,32.77,170.56,88.74,0.11,1.02,0.01,0.0,0.21,724.42,42.05,9.08,11-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Feb-2020 - 00:00,239.4,21.88,0.27,53.43,43.21,85.17,0.47,1.05,103.57,64.99,177.74,72.97,0.39,2.08,0.11,0.09,0.84,724.99,40.71,8.56,12-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Feb-2020 - 00:00,190.91,23.35,0.27,34.97,40.6,43.14,0.41,1.12,102.99,48.23,177.55,86.76,0.59,3.18,0.41,0.18,1.19,724.09,41.44,6.49,13-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Feb-2020 - 00:00,184.65,24.84,0.28,16.89,27.15,23.19,0.77,0.92,97.28,61.76,156.31,67.31,0.09,0.39,0.0,0.0,0.01,725.21,38.77,5.29,14-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Feb-2020 - 00:00,224.09,24.39,0.27,43.02,31.82,54.58,0.57,1.51,75.42,43.49,149.51,72.21,0.41,1.11,0.11,0.02,0.36,726.86,39.69,5.53,15-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Feb-2020 - 00:00,221.42,24.16,0.32,38.34,31.34,41.91,0.28,0.75,89.96,37.44,163.78,87.77,0.6,2.98,0.16,0.14,1.0,727.23,34.95,6.15,16-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Feb-2020 - 00:00,246.75,25.0,0.27,65.68,31.34,58.92,0.26,0.71,115.84,45.94,217.52,105.25,0.65,2.85,0.35,0.2,1.17,726.17,33.74,8.83,17-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Feb-2020 - 00:00,228.92,25.82,0.31,33.75,29.22,37.36,0.32,0.88,96.47,32.04,171.5,95.45,0.36,2.44,0.14,0.08,0.7,725.35,31.45,5.62,18-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Feb-2020 - 00:00,257.2,25.97,0.33,40.28,9.97,32.58,0.32,1.58,139.27,40.92,170.13,86.79,2.53,7.75,1.36,0.64,3.32,727.11,31.13,8.22,19-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Feb-2020 - 00:00,187.59,25.09,0.21,38.96,10.76,31.98,0.6,0.91,225.92,31.18,246.76,117.74,2.95,15.81,0.99,1.18,4.22,730.37,36.97,6.65,20-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Feb-2020 - 00:00,245.93,25.29,0.27,55.71,19.69,52.03,1.05,0.76,165.75,53.89,226.57,105.48,0.26,2.26,0.0,0.05,0.24,730.65,40.17,6.86,21-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Feb-2020 - 00:00,280.11,22.68,0.32,77.02,24.58,67.54,0.88,0.83,55.92,38.72,203.14,79.08,0.02,0.32,0.0,0.0,0.03,725.84,43.61,9.13,22-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Feb-2020 - 00:00,216.26,23.03,0.21,60.76,25.23,55.65,0.8,0.81,87.89,33.15,152.51,78.11,0.04,0.64,0.0,0.01,0.06,723.94,49.91,8.68,23-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Feb-2020 - 00:00,221.0,23.43,0.34,54.93,24.58,49.94,0.64,0.77,96.02,36.41,185.77,80.8,0.06,0.59,0.02,0.01,0.2,725.21,51.34,8.72,24-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Feb-2020 - 00:00,233.58,24.34,0.3,75.57,26.35,67.12,0.36,0.87,90.13,37.81,162.01,61.69,0.39,1.88,0.12,0.07,0.69,727.34,46.35,9.08,25-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Feb-2020 - 00:00,269.7,25.06,0.33,58.16,29.85,57.19,0.34,0.97,165.57,34.52,212.68,71.55,1.57,6.24,0.94,0.47,2.63,728.35,42.2,11.81,26-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Feb-2020 - 00:00,261.58,26.13,0.3,29.47,27.74,34.98,0.36,0.83,215.47,28.04,179.26,115.1,3.44,11.72,1.44,0.94,4.5,728.6,40.52,12.09,27-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Feb-2020 - 00:00,216.45,27.03,0.27,30.37,23.77,35.06,0.54,0.8,235.88,38.86,186.07,88.3,2.03,6.79,1.02,0.6,2.98,729.15,40.76,9.87,28-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Feb-2020 - 00:00,221.37,27.44,0.27,28.61,24.48,34.08,0.81,1.45,249.56,36.75,181.49,88.65,0.27,2.19,0.03,0.05,0.27,730.93,38.17,9.04,29-Feb-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Feb-2020 - 00:00,238.6,27.52,0.37,35.75,27.14,38.75,0.8,0.91,211.95,44.82,192.84,77.14,0.1,0.66,0.01,0.0,0.13,731.56,39.71,9.07,01-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Mar-2020 - 00:00,227.15,27.46,0.23,27.09,25.79,33.4,1.37,1.02,69.27,31.36,168.71,70.92,0.03,0.14,0.0,0.0,0.02,729.84,45.15,8.54,02-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Mar-2020 - 00:00,178.46,26.47,0.34,28.34,24.45,33.79,0.96,0.81,81.1,28.21,138.63,67.67,0.0,0.26,0.01,0.0,0.06,729.46,45.12,8.74,03-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Mar-2020 - 00:00,201.86,27.16,0.3,19.5,32.18,32.48,0.7,0.95,106.07,54.1,129.81,54.36,0.1,0.97,0.06,0.01,0.34,730.6,38.6,9.17,04-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Mar-2020 - 00:00,268.5,26.81,0.3,14.52,40.55,34.49,0.96,0.88,245.83,36.03,175.2,97.11,0.02,0.91,0.0,0.13,0.14,732.28,37.1,9.36,05-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Mar-2020 - 00:00,287.02,24.7,0.38,12.67,35.01,29.17,1.25,1.25,247.69,14.79,190.11,94.84,0.02,0.27,0.0,0.0,0.01,733.14,45.37,8.82,06-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Mar-2020 - 00:00,291.78,21.02,0.27,29.24,23.35,34.68,1.47,0.8,214.78,27.48,75.63,45.3,0.0,0.04,0.0,0.0,0.0,732.87,54.9,8.76,07-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Mar-2020 - 00:00,331.34,22.41,0.34,30.02,37.41,40.59,0.67,0.88,147.96,33.34,122.96,37.32,0.06,0.58,0.01,0.05,0.07,728.4,49.31,9.63,08-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Mar-2020 - 00:00,288.73,24.38,0.24,34.7,53.22,53.46,0.6,0.57,130.95,40.32,165.78,65.5,0.1,0.54,0.01,0.05,0.23,727.22,43.51,8.48,09-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Mar-2020 - 00:00,274.37,25.65,0.19,57.45,50.96,73.25,0.73,0.99,108.05,33.56,186.83,55.04,0.02,0.46,0.0,0.0,0.11,729.1,38.09,8.68,10-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Mar-2020 - 00:00,235.8,25.53,0.22,40.13,32.51,59.01,1.24,0.95,134.25,60.27,103.34,46.36,0.0,0.05,0.0,0.0,0.01,732.11,39.6,9.41,11-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Mar-2020 - 00:00,234.76,24.24,0.28,33.13,26.66,38.84,1.56,0.8,246.77,40.63,87.6,53.88,0.0,0.1,0.0,0.0,0.0,733.2,43.39,9.76,12-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Mar-2020 - 00:00,295.92,23.27,0.32,29.65,31.86,39.81,1.48,1.11,223.09,33.02,197.01,58.87,0.0,0.15,0.01,0.0,0.0,730.53,36.54,8.86,13-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Mar-2020 - 00:00,316.79,22.76,0.28,36.04,39.89,48.61,1.26,1.14,124.55,31.55,291.81,118.11,0.5,0.56,0.48,0.49,0.49,727.38,37.23,7.73,14-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Mar-2020 - 00:00,332.32,23.22,0.37,23.9,38.43,39.65,1.0,1.05,59.0,31.96,195.31,83.17,0.0,0.13,0.0,0.0,0.0,726.45,39.6,9.12,15-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Mar-2020 - 00:00,257.85,23.61,0.25,13.08,13.26,18.27,0.88,0.98,79.32,19.64,148.19,84.66,0.0,0.24,0.0,0.0,0.01,726.22,41.2,7.67,16-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Mar-2020 - 00:00,333.13,24.64,0.3,41.05,37.47,51.53,0.72,1.3,85.05,31.98,98.75,56.64,0.0,0.43,0.01,0.01,0.07,726.42,39.97,10.47,17-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Mar-2020 - 00:00,314.33,26.79,0.27,41.07,60.64,62.22,0.71,1.22,107.08,45.11,156.9,71.21,0.19,1.25,0.08,0.07,0.46,726.99,36.87,9.36,18-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Mar-2020 - 00:00,315.61,29.24,0.32,76.54,95.88,102.81,0.46,1.76,118.32,41.33,172.74,87.01,1.51,5.04,0.8,0.38,2.29,728.21,35.47,10.36,19-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Mar-2020 - 00:00,275.43,30.69,0.34,153.74,106.67,158.04,0.47,1.38,181.91,42.0,222.19,113.47,2.46,9.4,1.62,0.76,4.32,730.96,35.55,10.59,20-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Mar-2020 - 00:00,346.25,30.96,0.28,101.77,82.74,122.53,0.73,0.73,238.04,52.06,199.84,104.01,0.47,3.26,0.32,0.27,1.35,732.51,34.98,8.66,21-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Mar-2020 - 00:00,336.67,30.9,0.26,31.22,48.3,49.33,0.67,0.89,260.16,60.52,163.85,71.27,0.02,0.65,0.04,0.13,0.15,731.24,40.82,8.09,22-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Mar-2020 - 00:00,265.68,31.6,0.26,9.22,23.79,20.5,0.72,0.91,131.96,56.37,126.64,51.6,0.0,0.02,0.0,0.0,0.0,729.82,40.88,6.93,23-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Mar-2020 - 00:00,331.85,31.06,0.3,125.99,46.17,122.96,0.54,1.17,136.92,51.88,93.2,49.13,0.0,0.26,0.0,0.0,0.02,730.45,44.54,9.85,24-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Mar-2020 - 00:00,296.5,31.78,0.25,8.54,16.71,15.98,0.84,0.84,203.8,39.66,100.35,47.62,0.08,0.55,0.01,0.0,0.05,731.38,41.49,8.64,25-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Mar-2020 - 00:00,239.9,32.18,0.27,6.8,9.91,10.88,0.68,0.93,105.98,45.16,100.04,55.55,0.0,0.07,0.0,0.0,0.0,731.45,39.31,8.66,26-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Mar-2020 - 00:00,113.8,26.53,0.25,3.55,7.96,7.5,1.19,0.9,122.42,34.29,141.95,76.78,0.0,0.03,0.0,0.0,0.0,728.92,55.49,9.58,27-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Mar-2020 - 00:00,235.79,25.52,0.24,5.17,14.4,12.41,0.87,0.71,196.88,33.07,37.79,19.64,0.0,0.09,0.0,0.0,0.0,728.26,59.11,10.2,28-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Mar-2020 - 00:00,345.94,27.8,0.27,39.09,36.48,50.05,0.35,1.07,120.25,37.62,62.22,22.47,0.06,0.45,0.0,0.0,0.07,728.09,46.29,10.96,29-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Mar-2020 - 00:00,397.95,29.84,0.27,29.14,34.37,40.73,0.45,1.19,105.86,46.46,77.06,48.37,0.04,0.25,0.0,0.0,0.04,729.46,38.92,8.05,30-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Mar-2020 - 00:00,357.27,31.15,0.24,10.58,28.25,23.24,0.6,1.2,106.81,52.42,84.24,34.91,0.0,0.3,0.0,0.0,0.09,729.97,37.72,7.68,31-Mar-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Mar-2020 - 00:00,316.81,32.41,0.28,11.51,22.55,20.76,0.96,1.44,194.86,52.64,96.51,46.52,0.0,0.09,0.0,0.0,0.01,731.56,35.6,7.26,01-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Apr-2020 - 00:00,379.59,31.41,0.27,13.16,19.82,20.23,1.05,1.12,54.74,38.34,158.63,72.35,0.0,0.07,0.0,0.0,0.0,730.34,41.04,8.28,02-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Apr-2020 - 00:00,342.44,31.9,0.27,16.83,16.6,21.5,0.65,1.18,82.73,41.74,65.08,35.73,0.0,0.09,0.0,0.0,0.01,730.32,36.0,8.27,03-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Apr-2020 - 00:00,373.05,31.9,0.26,27.8,20.44,32.36,0.68,1.36,95.45,23.15,70.35,38.55,0.02,0.13,0.0,0.0,0.03,729.99,33.56,9.44,04-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Apr-2020 - 00:00,363.28,32.98,0.27,23.77,24.72,31.59,0.47,0.65,109.42,23.86,73.03,37.28,0.05,0.24,0.0,0.01,0.05,730.36,30.45,5.47,05-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Apr-2020 - 00:00,314.77,33.11,0.29,4.32,20.24,13.68,0.71,0.42,177.07,40.45,133.45,79.69,0.02,0.17,0.0,0.0,0.0,730.22,34.2,4.4,06-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Apr-2020 - 00:00,320.8,34.38,0.27,21.17,21.05,27.61,0.46,0.53,160.94,34.06,102.17,54.43,0.0,0.22,0.0,0.0,0.02,730.94,32.98,5.69,07-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Apr-2020 - 00:00,340.96,34.93,0.29,2.53,13.75,8.63,1.0,0.39,192.05,43.27,97.02,51.11,0.0,0.03,0.0,0.0,0.0,732.68,31.41,2.76,08-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Apr-2020 - 00:00,250.57,33.82,0.27,2.59,12.68,8.23,0.87,0.51,84.16,49.02,88.87,41.2,0.0,0.03,0.0,0.0,0.0,731.34,34.3,3.88,09-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Apr-2020 - 00:00,321.68,33.72,0.27,2.9,16.69,10.58,0.6,0.49,121.71,52.84,99.42,42.03,0.0,0.05,0.0,0.0,0.0,730.87,33.48,4.6,10-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Apr-2020 - 00:00,293.75,35.08,0.26,2.76,15.94,10.08,0.8,0.5,194.9,41.9,109.93,51.77,0.0,0.04,0.0,0.0,0.0,730.56,32.57,4.62,11-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Apr-2020 - 00:00,398.54,35.9,0.25,2.52,14.65,9.13,0.77,0.44,70.37,45.45,91.19,45.36,0.0,0.03,0.0,0.0,0.0,729.19,32.62,4.26,12-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Apr-2020 - 00:00,300.45,36.01,0.22,3.68,20.13,12.96,0.63,0.46,84.41,39.21,106.25,54.52,0.0,0.08,0.0,0.0,0.02,730.42,33.07,4.38,13-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Apr-2020 - 00:00,287.53,37.6,0.25,3.76,17.63,11.57,1.25,0.47,216.44,44.8,97.36,43.5,0.0,0.14,0.0,0.0,0.01,731.99,30.73,7.79,14-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Apr-2020 - 00:00,212.24,37.21,0.26,2.88,15.62,9.75,1.15,0.46,279.26,44.79,129.46,59.22,0.0,0.03,0.0,0.0,0.0,732.31,30.56,4.53,15-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Apr-2020 - 00:00,271.17,35.8,0.27,20.6,20.86,27.03,0.78,0.46,271.16,36.44,95.09,42.74,0.0,0.09,0.0,0.0,0.01,731.89,33.09,5.01,16-Apr-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
