from date,NO,NOx,NO2,SO2,CO,Ozone,PM2.5,WS,WD,AT,BP,Benzene,Toluene,MP-Xylene,O Xylene,Eth-Benzene,RH,VWS,SR,to date,station
01-Aug-2020 - 00:00,3.41,12.59,10.23,2.13,0.6,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,02-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Aug-2020 - 00:00,2.85,12.25,10.4,42.9,0.31,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,03-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Aug-2020 - 00:00,2.81,12.1,10.32,8.32,0.31,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,04-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Aug-2020 - 00:00,2.16,11.44,10.29,7.06,0.3,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,05-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Aug-2020 - 00:00,2.7,11.98,10.3,26.97,0.28,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,06-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Aug-2020 - 00:00,3.27,12.41,11.23,5.59,0.31,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,07-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Aug-2020 - 00:00,3.79,13.25,10.5,7.2,0.28,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,08-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Aug-2020 - 00:00,4.29,13.81,10.56,5.26,0.3,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,09-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Aug-2020 - 00:00,3.68,12.98,10.36,8.66,0.29,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,10-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Aug-2020 - 00:00,3.37,12.69,10.33,6.21,0.31,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,11-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Aug-2020 - 00:00,2.96,12.29,10.36,7.58,0.29,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,12-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Aug-2020 - 00:00,2.99,11.87,10.24,6.86,0.32,,16.2,,,,,1.3,2.8,0.95,0.95,1.01,,,,13-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Aug-2020 - 00:00,3.41,12.64,10.27,8.1,0.3,,19.26,,,,,1.3,2.8,0.95,0.95,1.01,,,,14-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Aug-2020 - 00:00,3.79,13.24,10.48,7.18,0.31,,22.8,,,,,1.3,2.81,0.95,0.95,1.01,,,,15-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Aug-2020 - 00:00,3.89,13.22,10.4,7.4,0.3,,34.23,,,,,1.3,2.8,0.95,0.95,1.01,,,,16-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Aug-2020 - 00:00,3.65,12.86,10.25,7.76,0.31,,24.84,,,,,1.3,2.8,0.95,0.95,1.01,,,,17-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Aug-2020 - 00:00,3.87,13.33,10.49,7.1,0.32,,21.99,,,,,1.3,2.8,0.95,0.95,1.01,,,,18-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Aug-2020 - 00:00,3.75,13.03,10.32,8.56,0.29,,21.52,,,,,1.3,2.8,0.95,0.95,1.01,,,,19-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Aug-2020 - 00:00,3.68,12.85,10.3,5.34,0.33,,21.28,,,,,1.3,2.8,0.95,0.95,1.01,,,,20-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Aug-2020 - 00:00,3.96,13.32,10.41,7.1,0.32,,23.66,,,,,1.3,2.8,0.95,0.95,1.01,,,,21-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Aug-2020 - 00:00,3.95,13.04,10.13,7.84,0.32,,22.11,,,,,1.3,2.8,0.95,0.95,1.01,,,,22-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Aug-2020 - 00:00,3.99,13.24,10.3,6.94,0.32,,23.49,,,,,1.3,2.8,0.95,0.95,1.01,,,,23-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Aug-2020 - 00:00,4.01,13.53,10.61,7.05,0.34,,26.25,,,,,1.3,2.8,0.95,0.95,1.01,,,,24-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,26-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,27-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Aug-2020 - 00:00,2.89,7.35,9.74,3.46,,,47.96,,,,,1.29,2.78,0.95,0.95,1.02,,,,28-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Aug-2020 - 00:00,,5.31,32.26,,,,50.68,,,,,1.23,2.77,0.96,1.01,1.0,,,,29-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Aug-2020 - 00:00,,,,,,,57.23,,,,,1.32,2.81,0.96,0.97,1.02,,,,30-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,31-Aug-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
31-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,01-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,,02-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Sep-2020 - 00:00,2.99,12.02,3.34,6.13,2.54,10.25,26.45,0.69,144.02,,909.68,1.28,2.76,0.94,0.94,1.0,11.27,-0.1,10.2,03-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Sep-2020 - 00:00,3.02,12.1,3.02,3.83,0.67,5.19,15.07,0.67,104.02,,911.48,1.3,2.8,0.95,0.95,1.01,11.26,-0.08,101.87,04-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Sep-2020 - 00:00,2.86,12.05,2.86,8.0,0.69,4.37,15.61,0.82,78.82,,918.94,1.3,2.8,0.95,0.95,1.01,65.17,-0.01,51.01,05-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Sep-2020 - 00:00,2.76,12.01,2.76,7.9,0.45,5.03,14.89,0.71,103.04,,912.24,1.3,2.8,0.95,0.95,1.01,65.6,-0.07,41.94,06-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Sep-2020 - 00:00,2.66,11.92,2.7,7.43,0.42,4.82,13.69,0.71,103.33,,914.66,1.3,2.8,0.95,0.95,1.01,65.43,-0.05,63.1,07-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Sep-2020 - 00:00,3.09,12.46,10.08,8.78,0.51,6.03,14.94,0.83,208.27,,917.96,1.3,2.8,0.95,0.95,1.01,10.43,-0.01,54.67,08-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Sep-2020 - 00:00,2.63,11.21,12.42,5.41,0.91,4.8,13.27,0.84,238.79,,915.8,1.3,2.8,0.95,0.95,1.01,11.41,-0.03,11.51,09-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Sep-2020 - 00:00,2.71,11.65,10.54,6.24,0.6,4.78,15.51,0.56,250.36,,906.8,1.3,2.8,0.95,0.95,1.01,11.49,-0.12,14.41,10-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Sep-2020 - 00:00,2.84,12.11,10.28,7.36,0.42,3.92,14.56,,,,,1.3,2.8,0.95,0.95,1.01,,,,11-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Sep-2020 - 00:00,2.95,12.08,10.14,5.61,0.38,4.66,14.1,,,,,1.3,2.8,0.95,0.95,1.01,,,,12-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Sep-2020 - 00:00,2.85,11.92,10.09,6.83,0.51,3.75,11.85,,,,,1.3,2.8,0.95,0.95,1.01,,,,13-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Sep-2020 - 00:00,2.88,11.85,10.0,7.58,0.4,3.2,11.74,,,,,1.3,2.79,0.95,0.95,1.01,,,,14-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Sep-2020 - 00:00,2.1,10.12,10.26,6.13,1.8,5.91,9.07,,,,,1.29,2.81,0.95,0.94,1.01,,,,15-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Sep-2020 - 00:00,2.96,11.93,11.56,2.99,0.46,4.29,15.19,,,,,1.3,2.8,0.95,0.95,1.01,,,,16-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Sep-2020 - 00:00,2.98,12.15,10.19,6.95,0.38,5.22,12.74,,,,,1.3,2.8,0.95,0.95,1.01,,,,17-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Sep-2020 - 00:00,2.85,11.57,9.91,4.94,0.49,5.32,15.39,,,,,1.3,2.8,0.95,0.95,1.01,,,,18-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Sep-2020 - 00:00,2.77,11.87,10.12,6.2,0.41,4.72,15.02,,,,,1.3,2.8,0.95,0.95,1.01,,,,19-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Sep-2020 - 00:00,2.8,11.54,10.11,3.62,0.45,4.73,17.66,,,,,1.3,2.8,0.95,0.95,1.01,,,,20-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Sep-2020 - 00:00,3.04,12.24,10.23,6.17,2.63,4.33,13.87,0.93,246.27,,925.82,1.3,2.8,0.95,0.95,1.01,11.67,0.07,30.87,21-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Sep-2020 - 00:00,2.92,12.13,10.23,6.09,0.42,4.51,14.43,0.96,244.13,,929.34,1.3,2.8,0.95,0.95,1.01,11.22,0.1,53.2,22-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Sep-2020 - 00:00,2.95,11.99,10.67,6.11,0.46,4.54,19.84,0.93,242.26,,926.07,1.3,2.8,0.95,0.95,1.01,11.31,0.07,65.98,23-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Sep-2020 - 00:00,2.97,12.26,10.31,6.77,0.36,4.44,14.65,,,,,1.3,2.8,0.95,0.95,1.01,,,,24-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Sep-2020 - 00:00,2.91,11.95,10.06,7.0,0.43,5.01,15.68,,,,,1.3,2.8,0.95,0.95,1.01,,,,25-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Sep-2020 - 00:00,2.82,12.19,10.38,,0.47,5.47,17.18,0.89,247.73,,920.85,1.3,2.8,0.95,0.95,1.01,11.19,0.02,8.8,26-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Sep-2020 - 00:00,2.87,12.11,10.26,,0.32,5.38,23.02,0.85,254.44,,917.26,1.3,2.8,0.95,0.95,1.01,11.11,-0.01,29.84,27-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Sep-2020 - 00:00,2.87,11.95,10.1,,0.36,5.11,16.47,0.83,257.04,,916.12,1.3,2.8,0.95,0.95,1.01,10.86,-0.03,40.45,28-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Sep-2020 - 00:00,2.81,11.6,10.39,4.75,1.67,4.4,19.88,0.82,253.39,,913.19,1.3,2.8,0.95,0.95,1.01,11.27,-0.06,21.07,29-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Sep-2020 - 00:00,2.99,12.13,10.15,8.99,2.18,4.31,26.92,,,,,1.3,2.8,0.95,0.95,1.01,,,,30-Sep-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Sep-2020 - 00:00,2.93,12.18,10.28,7.16,0.36,3.86,105.83,,,,,1.3,2.81,0.95,0.95,1.01,,,,01-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Oct-2020 - 00:00,2.91,12.07,10.18,6.47,0.32,4.09,16.67,,,,,1.3,2.8,0.95,0.95,1.01,,,,02-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Oct-2020 - 00:00,3.16,12.2,10.05,6.36,0.41,3.68,19.57,,,,,1.3,2.8,0.95,0.95,1.01,,,,03-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Oct-2020 - 00:00,3.4,12.48,10.1,7.17,0.29,3.93,15.91,,,,,1.3,2.8,0.95,0.95,1.01,,,,04-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Oct-2020 - 00:00,2.96,12.17,10.23,6.18,0.27,3.89,15.39,,,,,1.3,2.8,0.95,0.95,1.01,,,,05-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Oct-2020 - 00:00,2.82,12.08,10.29,6.31,0.33,3.63,16.9,,,,,1.3,2.8,0.95,0.95,1.01,,,,06-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Oct-2020 - 00:00,2.88,12.07,10.21,8.06,0.32,3.54,23.35,,,,,1.3,2.8,0.95,0.95,1.01,,,,07-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Oct-2020 - 00:00,3.31,12.39,10.11,7.28,0.22,4.13,26.77,0.53,281.7,,907.17,1.3,2.8,0.95,0.95,1.01,8.93,-0.11,14.48,08-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Oct-2020 - 00:00,3.38,12.6,10.26,7.48,0.4,3.9,26.29,0.65,203.33,,911.49,1.3,2.8,0.95,0.95,1.01,9.04,-0.07,44.18,09-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Oct-2020 - 00:00,3.15,12.25,10.88,8.02,0.5,3.94,32.55,0.68,191.2,26.82,911.02,1.3,2.81,0.95,0.95,1.01,42.71,-0.08,77.18,10-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Oct-2020 - 00:00,2.5,11.56,10.07,6.64,0.33,8.4,15.76,0.98,293.93,25.73,931.1,1.31,2.8,0.95,0.96,1.01,86.46,0.12,11.23,11-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,12-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Oct-2020 - 00:00,2.45,10.76,9.91,2.86,1.11,6.89,8.57,0.99,286.71,26.79,932.38,1.31,2.79,0.95,0.95,1.01,75.19,0.13,307.51,13-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Oct-2020 - 00:00,2.5,10.28,11.35,5.06,1.4,6.61,11.58,1.05,286.35,25.9,937.57,1.29,2.8,0.95,0.95,1.01,82.44,0.18,188.77,14-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Oct-2020 - 00:00,3.01,12.21,10.23,4.31,0.4,4.09,20.41,1.03,283.38,26.02,937.28,1.3,2.8,0.95,0.95,1.01,77.23,0.18,161.26,15-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Oct-2020 - 00:00,2.93,12.0,10.07,7.15,0.34,3.32,17.07,0.95,285.41,26.27,928.92,1.3,2.8,0.95,0.96,1.01,73.85,0.1,178.66,16-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Oct-2020 - 00:00,2.85,11.69,10.15,6.31,0.52,3.03,22.49,0.89,290.64,26.58,922.06,1.3,2.8,0.95,0.95,1.01,71.5,0.03,233.36,17-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Oct-2020 - 00:00,3.03,12.15,10.39,7.16,0.49,2.39,24.67,0.82,270.23,26.64,916.27,1.3,2.8,0.95,0.95,1.01,71.29,-0.03,156.35,18-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Oct-2020 - 00:00,3.15,12.33,10.2,8.01,0.4,3.48,26.94,0.67,259.28,26.79,911.97,1.3,2.8,0.95,0.95,1.01,75.32,-0.07,136.63,19-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,20-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Oct-2020 - 00:00,2.45,10.52,9.98,4.28,0.96,6.52,9.33,0.8,301.92,26.67,916.28,1.31,2.8,0.95,0.95,1.01,80.12,-0.03,125.53,21-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Oct-2020 - 00:00,2.71,11.68,10.56,5.01,0.68,4.34,90.74,0.68,268.92,26.72,912.2,1.3,2.8,0.95,0.95,1.01,79.45,-0.06,170.2,22-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Oct-2020 - 00:00,2.92,12.07,10.15,6.49,0.76,2.52,89.75,0.9,293.15,26.26,922.35,1.3,2.8,0.95,0.95,1.01,85.72,0.03,130.65,23-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Oct-2020 - 00:00,3.06,12.3,10.28,5.39,0.45,3.45,18.03,0.95,290.27,26.09,928.05,1.3,2.8,0.95,0.95,1.01,83.5,0.09,188.81,24-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Oct-2020 - 00:00,3.2,12.18,10.03,6.5,0.46,4.62,16.3,0.85,297.26,25.85,917.54,1.3,2.8,0.95,0.95,1.01,78.2,-0.01,90.04,25-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Oct-2020 - 00:00,3.19,12.39,10.23,7.96,0.39,2.92,19.04,0.68,226.01,26.9,911.09,1.3,2.8,0.95,0.95,1.01,68.8,-0.08,220.14,26-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Oct-2020 - 00:00,3.22,12.27,10.09,7.91,0.42,3.69,25.24,0.65,126.69,27.11,909.42,1.3,2.8,0.95,0.95,1.01,64.5,-0.09,216.17,27-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Oct-2020 - 00:00,3.17,12.31,10.17,9.47,0.33,3.38,28.47,0.68,97.35,26.9,909.78,1.3,2.8,0.95,0.95,1.01,64.37,-0.09,202.64,28-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Oct-2020 - 00:00,3.11,12.26,10.19,8.23,0.46,4.54,32.5,0.68,110.2,26.71,910.69,1.3,2.8,0.95,0.95,1.01,61.68,-0.08,212.98,29-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Oct-2020 - 00:00,3.34,12.66,10.33,9.56,0.33,2.89,30.23,0.65,110.57,26.23,910.91,1.3,2.8,0.95,0.95,1.01,61.68,-0.08,161.12,30-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Oct-2020 - 00:00,3.19,12.23,10.07,9.17,0.38,2.88,31.17,0.73,144.48,26.59,911.75,1.3,2.8,0.95,0.95,1.01,54.68,-0.07,182.52,31-Oct-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
31-Oct-2020 - 00:00,2.95,11.85,11.48,9.01,0.35,3.45,47.27,0.68,124.39,26.97,910.51,1.3,2.8,0.95,0.95,1.01,59.42,-0.08,194.37,01-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Nov-2020 - 00:00,2.92,11.97,10.07,12.54,0.29,3.81,34.92,0.61,134.0,27.15,909.3,1.3,2.8,0.95,0.95,1.01,58.98,-0.09,201.72,02-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Nov-2020 - 00:00,2.93,12.12,10.21,12.73,0.35,4.47,144.0,0.71,121.07,27.09,911.64,1.3,2.8,0.95,0.95,1.01,66.94,-0.07,167.16,03-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Nov-2020 - 00:00,2.97,12.16,10.19,12.19,0.41,9.05,48.87,0.79,114.5,27.03,914.03,1.3,2.8,0.95,0.95,1.01,66.3,-0.05,173.22,04-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Nov-2020 - 00:00,2.93,12.47,11.26,8.09,0.26,19.68,32.97,0.96,110.92,26.34,914.32,1.3,2.8,0.95,0.95,1.13,77.64,0.05,155.53,05-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Nov-2020 - 00:00,2.53,12.02,10.08,5.38,0.28,32.32,17.78,1.58,114.84,,,1.3,2.8,,0.95,1.35,77.6,0.37,144.95,06-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Nov-2020 - 00:00,2.83,12.24,10.4,4.79,0.47,31.21,7.46,2.07,120.41,,,1.3,2.8,,0.95,1.35,76.93,0.6,147.52,07-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Nov-2020 - 00:00,2.9,14.15,12.94,5.2,0.23,32.3,9.76,1.9,113.14,,,1.3,2.8,,0.95,1.35,74.3,0.53,157.28,08-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Nov-2020 - 00:00,3.08,10.12,13.29,5.75,0.48,30.94,13.28,1.91,105.47,,,1.3,2.8,,0.95,1.35,73.33,0.51,132.63,09-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Nov-2020 - 00:00,3.2,10.1,13.79,5.31,0.29,32.03,35.01,1.04,80.73,,,1.3,2.8,,0.96,1.35,66.52,0.15,157.37,10-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Nov-2020 - 00:00,3.34,10.32,14.19,5.65,0.4,30.8,13.81,1.3,106.99,,,1.3,2.8,,0.95,1.35,52.85,0.24,192.37,11-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Nov-2020 - 00:00,3.36,10.32,14.22,6.19,0.29,31.29,17.05,0.96,89.7,,,1.3,2.8,,0.95,1.35,63.03,0.07,173.56,12-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Nov-2020 - 00:00,3.35,10.42,14.29,4.61,0.37,32.21,16.89,1.39,94.12,,,1.3,2.8,,0.95,1.35,71.36,0.25,111.0,13-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Nov-2020 - 00:00,3.31,10.44,14.24,3.54,0.33,32.25,51.64,1.86,113.1,,,1.3,2.8,,0.95,1.35,83.08,0.49,92.29,14-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Nov-2020 - 00:00,4.25,11.66,16.41,7.54,0.51,31.23,22.45,2.08,111.85,,,1.3,2.8,,0.95,1.35,74.1,0.56,121.42,15-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Nov-2020 - 00:00,3.39,12.97,16.9,5.33,0.58,11.93,16.28,1.08,82.9,,,1.3,2.8,,0.95,1.35,82.88,0.13,78.81,16-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Nov-2020 - 00:00,2.93,13.19,16.6,2.49,0.48,13.52,15.5,1.94,109.84,,,1.3,2.8,,0.95,1.35,85.97,0.54,89.38,17-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Nov-2020 - 00:00,3.27,12.29,16.09,2.4,0.53,15.62,11.5,2.3,110.42,,,1.3,2.8,,0.95,1.35,79.2,0.61,128.27,18-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Nov-2020 - 00:00,3.33,12.34,16.17,2.74,0.46,21.82,15.26,2.09,121.37,,,1.31,2.8,,0.95,1.35,76.89,0.59,168.87,19-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Nov-2020 - 00:00,2.7,13.27,14.44,1.54,1.51,21.45,12.75,2.27,122.52,,,1.3,2.8,,0.95,1.35,67.91,0.63,87.68,20-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Nov-2020 - 00:00,3.16,12.56,15.67,1.37,0.66,21.24,14.08,1.85,120.81,,,1.3,2.8,,0.95,1.35,68.61,0.5,172.89,21-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Nov-2020 - 00:00,3.19,12.33,16.04,3.72,0.69,22.69,102.54,1.33,117.76,,,1.3,2.8,,0.95,1.35,51.15,0.22,178.99,22-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Nov-2020 - 00:00,3.19,12.27,16.0,5.07,0.69,22.77,25.56,1.3,137.4,,,1.3,2.8,,0.95,1.35,53.96,0.13,186.16,23-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Nov-2020 - 00:00,3.33,12.27,16.12,2.75,0.68,22.67,20.92,1.54,98.04,,,1.3,2.8,,0.96,1.35,63.33,0.3,131.75,24-Nov-2020 - 00:00,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
