from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
08-Dec-2019 - 00:00,18.6,46.69,22.3,5.55,16.37,5.28,28.58,0.34,16.97,0.04,0.22,23.92,0.97,134.34,66.68,728.57,09-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Dec-2019 - 00:00,20.7,48.25,24.6,4.72,16.84,5.37,29.18,0.44,21.08,0.04,0.2,24.04,1.27,119.58,59.39,728.18,10-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Dec-2019 - 00:00,19.66,52.67,23.21,13.83,23.35,4.97,28.52,0.47,23.31,0.04,0.21,24.09,1.31,146.93,58.79,727.21,11-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Dec-2019 - 00:00,27.99,71.57,28.77,9.99,23.42,6.26,29.4,0.4,17.52,0.07,0.36,24.2,0.78,150.79,57.84,726.22,12-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Dec-2019 - 00:00,28.29,63.03,22.22,6.0,16.7,6.86,22.2,0.31,19.55,0.05,0.36,24.35,1.07,136.79,58.15,726.32,13-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Dec-2019 - 00:00,29.32,63.24,23.46,5.36,16.86,6.95,18.64,0.39,15.85,0.05,0.27,24.49,1.16,132.91,59.77,727.22,14-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Dec-2019 - 00:00,16.97,42.5,19.2,2.39,12.16,5.72,17.09,0.41,13.42,0.03,0.22,24.3,1.33,118.56,67.08,728.8,15-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Dec-2019 - 00:00,21.06,44.41,20.23,3.49,13.6,5.98,19.07,0.43,15.72,0.02,0.1,24.39,1.45,127.33,59.5,728.1,16-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Dec-2019 - 00:00,20.3,43.0,20.25,4.97,14.81,5.39,18.58,0.31,15.45,0.04,0.15,24.76,1.37,127.91,58.29,727.53,17-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Dec-2019 - 00:00,14.02,46.15,21.69,2.48,13.56,5.21,15.88,0.17,12.77,0.03,0.17,23.38,1.17,112.2,65.39,728.46,18-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,19-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,20-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,21-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Dec-2019 - 00:00,27.61,49.94,12.7,0.95,7.4,10.71,51.79,0.96,17.81,0.0,0.08,24.55,1.41,118.12,56.38,726.85,24-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Dec-2019 - 00:00,26.4,56.54,20.19,4.38,14.3,9.35,66.76,0.32,16.04,0.03,0.22,24.68,0.76,142.67,62.87,728.03,25-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Dec-2019 - 00:00,32.5,61.6,23.8,9.62,20.46,31.52,52.79,0.42,9.29,0.06,0.12,23.19,0.4,135.95,74.6,727.45,26-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,27-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,28-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Dec-2019 - 00:00,28.33,53.17,11.93,0.64,6.55,13.44,20.31,0.17,21.25,0.0,0.07,24.11,1.55,102.79,59.07,728.0,29-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Dec-2019 - 00:00,29.92,68.69,23.4,3.06,14.79,18.08,42.96,0.37,11.89,0.03,0.21,22.49,0.49,113.9,70.05,727.8,30-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Dec-2019 - 00:00,32.68,46.28,13.1,1.7,8.48,12.62,43.39,0.58,23.2,0.01,0.06,29.76,0.87,126.3,43.6,726.62,31-Dec-2019 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
31-Dec-2019 - 00:00,25.0,47.0,14.05,0.6,7.95,11.65,50.3,0.57,19.41,0.0,0.1,23.6,1.65,115.0,66.0,728.0,01-Jan-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
