from date,Benzene,Toluene,BP,CO,Eth-Benzene,MP-Xylene,O Xylene,NO,NO2,NOx,Ozone,PM2.5,RH,SO2,SR,Temp,VWS,WD,WS,to date,station
01-Jan-2019 - 00:00,0.32,0.63,767.03,0.56,1.49,0.65,1.48,3.88,16.93,20.7,52.16,109.8,61.07,27.75,67.23,23.82,0.37,115.14,0.23,02-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Jan-2019 - 00:00,0.46,0.68,766.78,0.96,1.35,1.64,1.91,4.54,17.35,21.44,37.38,55.39,63.89,20.81,62.66,24.39,0.37,133.8,0.2,03-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Jan-2019 - 00:00,0.19,0.27,767.11,1.09,1.44,0.91,1.86,5.21,17.81,23.01,34.55,71.49,69.24,22.31,61.14,24.29,0.37,142.72,0.21,04-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Jan-2019 - 00:00,0.2,0.11,766.53,0.97,1.18,0.54,0.65,6.58,17.57,24.14,32.96,73.77,69.57,15.45,69.41,24.44,0.37,148.15,0.24,05-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Jan-2019 - 00:00,0.11,0.3,765.5,1.23,1.34,0.77,0.74,6.67,18.42,25.09,38.51,73.29,69.65,13.66,64.4,24.4,0.37,147.2,0.2,06-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Jan-2019 - 00:00,0.1,0.0,764.42,0.76,0.81,0.82,0.59,4.99,16.79,21.77,35.15,67.1,67.98,11.36,62.89,24.48,0.37,168.03,0.2,07-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Jan-2019 - 00:00,0.06,0.11,763.59,0.87,0.35,0.09,0.6,4.77,17.32,21.82,23.1,55.65,70.42,15.23,57.52,24.54,0.37,148.05,0.24,08-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Jan-2019 - 00:00,0.26,0.12,763.94,0.95,0.59,0.11,1.0,5.9,18.43,24.33,27.76,66.49,71.22,26.31,59.67,24.57,0.37,160.44,0.23,09-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Jan-2019 - 00:00,0.0,0.21,764.07,0.95,0.87,0.13,0.1,4.93,16.32,21.26,38.19,77.11,69.81,6.76,64.92,24.65,0.37,121.89,0.16,10-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Jan-2019 - 00:00,0.0,0.52,763.97,0.9,0.63,0.86,0.74,7.19,17.5,24.68,28.13,66.08,70.67,7.4,67.77,24.66,0.37,106.09,0.2,11-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Jan-2019 - 00:00,0.11,0.48,764.46,0.89,4.55,0.34,0.49,4.47,14.84,19.27,44.37,69.68,69.3,6.58,68.13,24.8,0.37,114.46,0.2,12-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Jan-2019 - 00:00,0.31,0.06,764.61,0.51,0.39,0.6,0.14,5.27,15.37,20.64,36.02,56.74,67.01,9.81,68.3,24.7,0.37,109.46,0.21,13-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Jan-2019 - 00:00,0.3,0.25,764.63,1.17,0.52,0.56,0.53,5.5,15.5,21.0,24.39,67.76,67.54,19.04,67.26,24.57,0.37,119.71,0.24,14-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Jan-2019 - 00:00,0.33,0.54,764.18,0.68,0.99,0.44,0.93,3.04,14.94,17.98,44.78,90.2,63.54,25.17,70.05,24.65,0.37,172.38,0.24,15-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Jan-2019 - 00:00,0.15,0.32,764.55,1.69,0.87,0.46,0.34,2.19,12.81,15.0,43.37,74.87,71.25,22.61,79.64,24.37,0.37,160.43,0.25,16-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Jan-2019 - 00:00,0.17,0.59,764.49,0.53,1.21,0.98,1.38,2.77,12.79,15.56,21.74,67.88,73.69,13.77,72.0,24.59,0.37,133.36,0.19,17-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Jan-2019 - 00:00,0.43,0.2,763.6,0.62,0.44,0.46,0.85,2.6,11.99,14.59,43.04,75.51,76.77,10.41,60.72,24.46,0.37,132.82,0.15,18-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Jan-2019 - 00:00,0.23,0.32,763.76,1.0,0.85,0.4,0.24,3.7,13.77,17.48,43.59,72.68,67.42,10.32,72.21,24.72,0.37,98.08,0.19,19-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Jan-2019 - 00:00,0.05,0.2,764.52,0.59,1.12,1.0,0.86,3.94,14.22,18.13,37.83,57.45,67.46,10.59,83.75,24.65,0.38,122.81,0.23,20-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Jan-2019 - 00:00,0.15,0.48,765.28,1.09,0.87,0.29,0.88,3.87,13.63,17.5,41.96,54.71,71.07,17.17,69.04,24.28,0.37,178.4,0.19,21-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Jan-2019 - 00:00,0.19,0.43,764.73,0.45,0.54,0.53,0.86,3.45,14.09,17.53,25.83,65.33,71.96,9.44,64.35,23.98,0.37,129.79,0.18,22-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Jan-2019 - 00:00,0.45,0.36,764.31,0.7,0.67,0.42,0.65,3.38,12.77,16.15,33.65,110.49,73.34,10.15,70.36,24.33,0.37,121.28,0.16,23-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Jan-2019 - 00:00,0.32,0.48,763.91,0.89,1.05,0.63,1.12,3.55,12.46,16.01,36.53,21.44,74.57,11.27,80.55,24.77,0.37,96.57,0.13,24-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Jan-2019 - 00:00,0.31,0.31,764.26,0.67,0.83,0.89,1.01,2.97,12.09,15.06,37.18,33.39,74.57,12.35,81.26,25.08,0.37,110.96,0.1,25-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Jan-2019 - 00:00,0.37,0.14,763.71,0.93,1.2,0.58,0.96,5.4,13.42,18.82,16.11,22.5,78.75,10.75,65.14,25.65,0.36,124.75,0.06,26-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Jan-2019 - 00:00,0.2,0.2,763.45,0.84,1.19,1.2,2.02,1.73,10.48,12.21,17.12,12.74,74.98,6.53,83.5,26.56,0.37,68.65,0.04,27-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Jan-2019 - 00:00,0.16,0.42,763.98,0.89,0.97,0.64,1.75,2.46,10.44,12.89,23.56,10.88,73.53,7.82,72.56,25.69,0.37,64.78,0.08,28-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Jan-2019 - 00:00,0.1,0.1,764.46,0.92,0.61,0.45,1.09,1.85,10.53,12.23,23.84,10.91,68.3,9.14,57.23,25.61,0.37,34.32,0.17,29-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Jan-2019 - 00:00,0.17,0.0,764.78,0.79,0.88,0.45,0.88,2.32,12.83,15.14,22.4,28.67,70.85,50.98,56.52,24.95,0.38,160.71,0.31,30-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Jan-2019 - 00:00,0.05,0.11,765.07,0.68,1.42,1.12,1.51,2.43,13.39,15.76,28.19,42.53,69.04,25.39,72.21,25.02,0.37,136.55,0.27,31-Jan-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Jan-2019 - 00:00,0.05,0.1,764.74,0.76,0.81,1.13,2.14,2.8,12.02,14.82,31.52,32.01,67.54,10.61,77.52,25.09,0.37,80.74,0.14,01-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Feb-2019 - 00:00,0.05,0.0,764.53,0.55,0.95,0.84,1.27,2.83,12.76,15.58,39.97,31.92,66.38,10.88,77.79,24.9,0.37,81.84,0.18,02-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Feb-2019 - 00:00,0.05,0.29,763.62,0.7,0.75,0.66,1.0,2.46,12.94,15.4,44.37,31.06,68.8,9.86,92.77,25.26,0.37,101.5,0.18,03-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Feb-2019 - 00:00,0.0,0.0,764.43,0.75,0.97,0.95,0.75,2.53,13.12,15.65,38.78,25.93,69.34,12.75,93.67,25.78,0.38,86.3,0.25,04-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Feb-2019 - 00:00,0.06,0.4,765.55,0.81,1.01,0.98,0.86,1.86,13.36,15.22,42.2,21.97,71.98,13.79,50.8,26.09,0.37,74.43,0.3,05-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Feb-2019 - 00:00,0.0,0.0,765.3,0.91,0.99,0.73,1.59,3.12,15.37,18.49,51.54,37.33,68.54,14.23,80.17,26.14,0.37,67.62,0.23,06-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Feb-2019 - 00:00,0.0,0.0,763.62,0.86,2.6,0.46,1.26,2.42,13.06,15.48,52.95,36.38,69.65,10.97,93.03,25.82,0.37,77.85,0.12,07-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Feb-2019 - 00:00,0.06,0.0,763.26,1.08,0.54,0.34,1.08,3.65,13.57,17.22,37.75,44.01,73.95,10.87,84.28,25.94,0.37,121.53,0.06,08-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Feb-2019 - 00:00,0.0,0.0,763.0,1.08,0.48,0.68,0.67,3.03,12.34,15.38,30.59,43.51,75.1,9.09,86.57,26.65,0.37,148.16,0.07,09-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Feb-2019 - 00:00,0.0,0.11,763.1,0.52,0.93,0.64,1.31,2.57,11.17,13.74,15.96,26.43,75.19,5.91,88.46,27.26,0.37,125.27,0.07,10-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Feb-2019 - 00:00,0.0,0.0,764.27,0.98,0.54,0.43,0.59,3.28,12.01,15.29,16.51,18.24,75.14,8.54,85.59,27.13,0.37,81.56,0.13,11-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Feb-2019 - 00:00,0.06,0.0,764.93,0.96,0.09,0.28,0.95,1.92,11.62,13.54,19.45,39.56,71.5,7.69,71.48,26.96,0.38,33.57,0.21,12-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Feb-2019 - 00:00,0.12,0.0,765.77,0.8,0.25,0.2,0.21,1.74,12.41,14.15,43.11,45.4,67.44,6.36,91.77,26.7,0.37,35.9,0.25,13-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Feb-2019 - 00:00,0.05,0.0,766.05,0.81,0.19,0.07,0.34,2.14,14.95,17.09,58.02,197.99,63.14,18.58,97.95,26.52,0.38,30.73,0.31,14-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Feb-2019 - 00:00,0.0,0.0,764.17,0.91,0.08,0.02,0.32,1.86,13.21,15.08,42.26,392.29,71.01,14.45,101.56,26.28,0.37,100.13,0.17,15-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Feb-2019 - 00:00,0.06,0.0,763.73,1.12,0.64,0.09,0.58,3.49,12.88,16.37,22.86,55.14,68.65,10.98,96.84,27.1,0.37,130.57,0.06,16-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Feb-2019 - 00:00,0.11,0.09,763.05,0.56,0.45,0.86,0.2,2.69,11.53,14.22,20.01,32.91,74.49,7.52,94.14,27.05,0.37,169.24,0.13,17-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Feb-2019 - 00:00,0.24,0.4,761.8,0.6,1.14,0.31,0.55,2.46,11.02,13.48,18.29,70.9,74.81,6.1,90.73,27.81,0.37,172.88,0.16,18-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Feb-2019 - 00:00,0.05,0.0,760.73,0.82,1.03,0.59,0.5,2.62,10.43,13.05,13.38,20.1,77.7,5.34,92.86,28.15,0.37,160.4,0.12,19-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Feb-2019 - 00:00,0.0,0.0,761.92,0.83,1.1,1.23,0.74,2.44,10.56,13.0,11.09,1.31,75.37,6.76,99.36,28.2,0.37,129.46,0.09,20-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Feb-2019 - 00:00,0.06,0.0,764.17,0.69,0.63,0.54,0.78,8.4,14.91,23.31,12.81,9.05,68.87,6.06,99.86,27.98,0.37,54.22,0.11,21-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Feb-2019 - 00:00,0.0,0.0,765.33,1.18,0.39,0.27,0.48,3.98,12.52,16.5,14.99,20.16,69.39,8.56,106.95,27.09,0.37,105.19,0.18,22-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Feb-2019 - 00:00,0.0,0.1,763.83,1.12,0.55,0.23,0.36,4.41,13.49,17.9,29.49,20.78,60.46,10.03,110.05,27.23,0.37,115.43,0.16,23-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Feb-2019 - 00:00,0.06,0.0,762.28,0.7,0.68,0.46,1.21,7.6,15.8,23.4,41.1,23.55,58.07,16.48,105.73,26.99,0.37,171.1,0.11,24-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Feb-2019 - 00:00,0.0,0.0,761.4,0.67,0.71,0.43,0.84,5.8,13.65,19.45,26.1,30.77,69.98,9.69,105.75,26.62,0.37,187.03,0.1,25-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Feb-2019 - 00:00,0.1,0.0,760.86,1.1,0.19,0.11,0.83,2.77,11.79,14.56,19.57,171.5,69.74,5.04,110.67,26.68,0.37,167.67,0.13,26-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Feb-2019 - 00:00,0.05,0.0,760.01,0.86,0.3,0.19,0.6,3.72,12.2,15.92,13.05,504.2,72.54,6.15,103.95,26.88,0.37,171.07,0.18,27-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Feb-2019 - 00:00,0.05,0.0,759.32,0.7,0.29,0.1,0.46,2.06,10.51,12.57,12.58,51.94,73.24,6.39,97.54,27.84,0.37,157.85,0.18,28-Feb-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Feb-2019 - 00:00,0.11,0.0,759.77,0.75,0.0,0.12,0.52,2.29,10.85,13.14,13.79,205.59,76.12,7.62,109.09,28.04,0.37,156.15,0.79,01-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Mar-2019 - 00:00,0.0,0.0,760.55,1.14,0.4,0.2,0.52,2.02,11.14,13.16,12.14,437.7,73.98,5.97,102.5,28.37,0.37,111.26,1.05,02-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Mar-2019 - 00:00,0.11,0.1,761.66,0.68,0.39,0.18,0.33,3.26,12.47,15.74,13.72,459.25,63.84,8.12,123.42,28.17,0.37,69.41,1.21,03-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Mar-2019 - 00:00,0.0,0.0,761.07,0.4,0.72,0.21,0.1,3.46,12.42,15.87,16.05,50.58,68.83,7.0,109.42,27.81,0.37,111.51,1.09,04-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Mar-2019 - 00:00,0.0,0.0,759.93,0.84,0.58,0.29,0.33,2.79,11.45,14.24,16.56,55.02,71.5,7.31,122.76,27.62,0.37,158.95,1.44,05-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Mar-2019 - 00:00,0.0,0.0,758.92,0.75,0.2,0.0,0.23,13.51,19.42,33.31,22.12,51.17,71.32,6.6,120.61,28.88,0.37,166.47,1.75,06-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Mar-2019 - 00:00,0.06,0.0,758.95,0.67,0.43,0.31,0.44,7.37,12.58,22.89,19.14,36.61,70.29,7.05,110.98,29.39,0.37,164.95,1.61,07-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Mar-2019 - 00:00,0.11,0.0,758.82,0.66,0.58,0.47,0.24,4.21,11.3,7.09,22.71,17.37,70.64,6.24,123.99,29.6,0.37,156.34,1.33,08-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Mar-2019 - 00:00,0.05,0.0,760.53,0.77,0.32,0.2,0.42,4.29,11.57,7.28,18.89,18.45,75.4,6.71,119.86,29.27,0.37,138.44,1.11,09-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Mar-2019 - 00:00,0.14,0.0,762.0,0.97,0.2,0.2,0.8,4.31,11.6,7.29,29.84,15.46,74.35,7.47,126.43,29.11,0.37,129.27,0.98,10-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Mar-2019 - 00:00,0.0,0.13,762.21,0.44,0.24,0.48,0.45,3.32,9.13,6.04,13.66,13.83,73.12,5.18,133.39,28.69,0.36,156.21,1.16,11-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Mar-2019 - 00:00,0.0,0.0,762.84,0.74,0.21,0.2,0.5,4.25,11.35,7.1,11.85,14.84,69.54,7.91,146.32,28.46,0.37,146.39,1.07,12-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Mar-2019 - 00:00,0.05,0.2,762.81,0.75,0.22,0.0,0.58,4.17,11.13,7.09,24.59,27.36,66.04,7.79,144.22,28.45,0.37,160.65,0.99,13-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Mar-2019 - 00:00,0.0,0.0,763.29,1.19,0.33,0.0,0.1,5.82,10.33,16.61,19.08,34.72,65.73,8.75,149.07,28.25,0.37,153.0,0.87,14-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Mar-2019 - 00:00,0.1,0.0,762.88,0.54,0.3,0.41,0.3,8.46,10.1,27.99,27.45,39.96,60.01,7.46,149.01,28.72,0.37,151.96,1.28,15-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Mar-2019 - 00:00,0.05,0.1,762.9,0.86,0.19,0.19,0.36,7.48,9.44,25.96,28.7,45.59,59.28,6.74,145.65,28.63,0.37,132.76,1.1,16-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Mar-2019 - 00:00,0.0,0.2,762.85,0.72,0.09,0.0,0.28,13.53,16.17,37.25,22.39,48.3,64.99,7.53,148.2,28.27,0.37,134.8,1.24,17-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Mar-2019 - 00:00,0.0,0.0,762.56,0.98,0.0,0.19,0.28,6.69,9.33,25.93,29.08,48.92,62.89,9.18,151.59,28.13,0.37,130.82,1.17,18-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
18-Mar-2019 - 00:00,0.05,0.0,762.41,0.66,0.34,0.22,0.49,6.94,9.37,22.72,21.24,35.56,65.32,6.8,155.68,28.22,0.37,152.7,1.24,19-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
19-Mar-2019 - 00:00,0.17,0.57,760.89,0.9,0.19,0.23,0.55,8.24,10.09,24.42,15.68,31.96,68.14,5.93,147.38,28.3,0.37,154.43,1.57,20-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
20-Mar-2019 - 00:00,0.11,0.0,760.93,0.5,0.12,0.0,0.28,16.03,19.32,42.1,16.83,39.12,70.82,6.4,149.37,28.26,0.37,166.02,4.38,21-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
21-Mar-2019 - 00:00,0.11,0.0,761.59,0.39,0.25,0.09,0.41,6.94,8.83,25.95,21.7,25.09,67.6,6.14,148.01,28.46,0.36,155.66,13.59,22-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
22-Mar-2019 - 00:00,0.0,0.1,761.74,1.01,0.38,0.18,0.0,7.1,9.62,25.65,17.65,15.08,68.88,4.91,134.46,28.67,0.37,230.35,19.25,23-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
23-Mar-2019 - 00:00,0.0,0.0,761.04,0.67,0.18,0.09,0.0,13.95,17.36,41.36,17.67,13.48,71.46,4.54,143.56,29.09,0.37,152.93,4.44,24-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
24-Mar-2019 - 00:00,0.05,0.0,760.58,0.92,0.1,0.0,0.0,10.69,14.12,34.91,16.03,12.8,70.69,4.46,142.51,28.99,0.37,91.35,6.05,25-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
25-Mar-2019 - 00:00,0.07,0.0,760.73,0.75,0.0,0.0,0.23,14.76,16.23,39.88,12.07,15.09,70.58,4.54,135.56,28.76,0.37,113.68,,26-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
26-Mar-2019 - 00:00,0.0,0.0,761.58,1.08,0.1,0.09,0.21,14.68,17.65,41.65,13.43,17.18,65.2,4.96,140.84,29.17,0.37,359.57,,27-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
27-Mar-2019 - 00:00,0.0,0.1,762.47,1.21,0.1,0.0,0.25,6.72,9.71,24.79,17.14,19.07,68.46,5.1,140.45,28.5,0.37,127.67,1.27,28-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
28-Mar-2019 - 00:00,0.0,0.0,761.53,0.52,0.2,0.11,0.25,16.85,19.34,39.56,24.12,21.63,67.35,4.38,134.32,28.99,0.37,127.82,1.41,29-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
29-Mar-2019 - 00:00,0.0,0.0,760.14,1.01,0.11,0.0,0.24,12.54,15.46,37.36,23.86,18.5,71.39,5.84,135.2,29.11,0.37,160.27,0.84,30-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
30-Mar-2019 - 00:00,0.12,0.14,759.72,0.68,0.27,0.24,0.0,16.74,20.14,44.14,29.46,16.16,65.56,4.13,166.77,29.78,0.37,163.04,0.61,31-Mar-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
31-Mar-2019 - 00:00,0.0,0.0,758.69,1.62,0.59,0.0,0.27,8.01,11.76,19.15,29.29,49.41,62.52,4.57,193.84,32.03,0.36,208.64,0.55,01-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
01-Apr-2019 - 00:00,0.05,0.0,760.19,0.83,0.0,0.09,0.35,6.44,10.18,16.62,22.02,13.96,69.22,4.44,144.81,29.77,0.38,224.45,0.7,02-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
02-Apr-2019 - 00:00,0.0,0.0,760.16,0.8,0.39,0.22,0.64,6.29,10.26,16.39,25.94,14.92,71.18,4.08,136.41,29.35,0.37,226.04,0.62,03-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
03-Apr-2019 - 00:00,0.05,0.21,760.3,0.91,0.0,0.0,0.1,5.99,10.12,16.01,13.26,12.7,69.94,4.65,143.6,29.33,0.37,222.7,0.5,04-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
04-Apr-2019 - 00:00,0.0,0.0,761.31,0.94,0.9,0.42,0.23,6.13,10.04,15.89,10.22,12.69,70.06,4.69,145.82,29.33,0.37,228.91,0.54,05-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
05-Apr-2019 - 00:00,0.06,0.0,761.17,1.2,0.1,0.0,0.37,5.27,9.97,14.87,8.75,14.16,72.89,4.48,137.72,29.43,0.37,234.07,0.54,06-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
06-Apr-2019 - 00:00,0.05,0.0,760.51,1.21,0.19,0.1,0.15,6.05,10.09,16.1,10.42,13.09,69.85,4.57,123.77,29.57,0.37,237.29,0.52,07-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
07-Apr-2019 - 00:00,0.0,0.0,760.0,1.0,0.09,0.0,0.33,6.01,9.69,15.53,12.11,9.36,67.19,4.1,135.44,29.75,0.37,228.14,0.68,08-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
08-Apr-2019 - 00:00,0.1,0.0,759.23,1.08,0.36,0.0,0.24,9.64,13.41,28.09,10.09,70.89,71.33,5.57,121.01,29.85,0.37,223.33,0.7,09-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
09-Apr-2019 - 00:00,0.1,0.0,759.43,0.9,0.52,0.0,0.22,18.61,22.02,46.02,11.33,9.01,72.06,4.47,133.41,30.25,0.37,186.81,0.57,10-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
10-Apr-2019 - 00:00,0.0,0.0,759.95,1.14,0.35,0.0,0.1,18.57,21.98,45.98,10.28,85.59,71.95,4.57,137.35,30.24,0.37,186.45,0.53,11-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
11-Apr-2019 - 00:00,0.05,0.2,759.5,1.19,0.37,0.39,0.32,18.13,21.54,45.54,11.61,25.1,71.48,5.73,141.64,30.13,0.37,204.47,0.52,12-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
12-Apr-2019 - 00:00,0.0,0.0,759.01,1.09,0.44,0.32,0.2,18.77,22.18,46.18,11.68,21.36,71.88,4.59,143.4,30.29,0.37,200.52,0.59,13-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
13-Apr-2019 - 00:00,0.0,0.0,759.6,1.07,0.08,0.32,0.35,18.26,21.67,45.67,25.69,19.82,69.2,4.5,140.63,30.17,0.37,177.93,0.54,14-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
14-Apr-2019 - 00:00,0.06,0.0,759.71,1.14,0.2,0.0,0.16,17.34,20.75,44.75,11.53,18.8,71.05,5.79,146.5,29.94,0.37,203.76,0.54,15-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
15-Apr-2019 - 00:00,0.07,0.0,759.68,1.39,0.56,0.41,0.21,10.46,13.79,33.52,16.65,17.59,68.82,4.31,145.81,29.79,0.37,239.15,0.66,16-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
16-Apr-2019 - 00:00,0.0,0.11,759.48,1.32,0.35,0.0,0.11,6.94,8.39,22.29,12.99,8.34,70.11,5.4,132.01,29.68,0.36,199.86,0.97,17-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
17-Apr-2019 - 00:00,0.05,0.0,759.46,1.08,0.17,0.0,0.19,6.64,3.8,10.06,16.79,7.9,62.17,3.9,143.34,31.07,0.37,235.41,0.96,18-Apr-2019 - 00:00,"Alandur Bus Depot, Chennai - CPCB"
