from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,SR,RH,RF,WS,WD,to date,station
03-Sep-2019 - 00:00,23.06,55.34,20.4,27.28,6.86,9.63,3.62,0.7,26.27,1.41,6.6,0.36,0.84,0.66,179.31,59.46,,1.16,203.9,04-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
04-Sep-2019 - 00:00,21.07,38.49,15.59,23.14,7.54,9.92,3.53,0.7,23.5,1.1,5.66,0.34,0.33,0.59,123.78,59.61,,0.82,193.8,05-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
05-Sep-2019 - 00:00,13.09,27.16,13.01,18.34,5.33,9.26,3.5,0.72,23.52,1.08,5.45,0.31,0.31,0.5,131.74,59.22,,0.7,176.05,06-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
06-Sep-2019 - 00:00,21.61,41.01,21.61,25.72,4.11,11.22,3.56,0.76,23.58,3.23,12.92,0.62,0.69,1.82,163.55,59.31,,0.82,148.25,07-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
07-Sep-2019 - 00:00,22.2,50.34,10.67,13.91,3.24,6.75,3.5,0.6,23.63,1.77,13.16,0.35,0.51,1.86,136.73,59.71,,1.08,146.79,08-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
08-Sep-2019 - 00:00,19.88,32.33,4.95,7.12,2.17,4.45,4.31,0.47,23.7,1.29,12.36,0.51,0.52,1.26,184.08,58.67,,0.93,117.46,09-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
09-Sep-2019 - 00:00,25.07,40.75,5.71,7.72,2.01,4.35,4.05,0.71,23.63,2.57,16.43,0.94,0.88,2.89,88.96,59.96,,0.74,186.02,10-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
10-Sep-2019 - 00:00,18.5,22.84,6.17,8.07,1.9,4.12,4.02,0.72,23.61,2.64,18.74,1.11,1.27,4.04,36.03,58.75,,0.88,195.16,11-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
11-Sep-2019 - 00:00,24.77,43.63,8.39,12.36,3.95,5.8,4.17,0.75,23.47,2.83,17.24,1.42,1.36,4.58,102.15,58.54,,1.2,193.61,12-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
12-Sep-2019 - 00:00,22.14,41.86,14.21,22.47,8.23,9.36,4.44,0.74,23.61,3.15,17.21,2.17,1.99,5.24,70.05,59.15,,0.95,203.52,13-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
13-Sep-2019 - 00:00,26.87,58.55,14.23,22.43,8.18,9.37,4.08,0.72,23.48,3.2,17.65,2.17,1.96,6.03,38.96,58.84,,1.05,220.05,14-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
14-Sep-2019 - 00:00,23.26,42.78,14.22,22.38,8.24,9.34,4.19,0.69,23.67,3.15,21.41,2.1,1.88,5.56,33.47,59.09,,0.97,225.62,15-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
15-Sep-2019 - 00:00,28.12,49.76,14.22,22.38,8.18,9.34,4.29,0.58,23.48,2.29,16.97,1.69,1.24,4.31,83.22,59.23,,1.15,235.46,16-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
16-Sep-2019 - 00:00,27.75,53.94,14.24,22.42,8.21,9.32,4.47,0.65,23.56,2.41,15.87,1.89,1.47,5.01,141.8,58.8,,1.16,235.4,17-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
17-Sep-2019 - 00:00,29.99,66.68,14.23,22.4,8.24,9.33,4.42,0.81,23.65,3.31,15.81,1.28,0.92,3.92,190.2,58.75,,1.05,218.55,18-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
18-Sep-2019 - 00:00,37.97,68.76,14.22,22.49,8.23,9.42,3.96,0.66,23.62,3.12,14.83,2.52,1.81,3.85,170.41,59.95,,0.63,209.47,19-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
19-Sep-2019 - 00:00,25.32,46.63,14.22,22.45,8.19,9.37,4.32,0.55,23.5,1.45,9.89,0.5,0.37,1.21,180.81,59.85,,0.84,117.1,20-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
20-Sep-2019 - 00:00,18.51,30.87,14.25,22.45,8.23,9.37,4.46,0.53,23.64,1.01,8.56,0.26,0.23,0.54,148.59,59.44,,1.06,97.33,21-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
21-Sep-2019 - 00:00,20.34,35.2,14.25,22.41,8.17,9.32,4.07,0.62,23.42,2.53,12.87,1.04,4.33,5.89,131.74,58.7,,0.88,127.3,22-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
22-Sep-2019 - 00:00,22.1,35.96,14.23,22.48,8.22,9.39,4.51,0.66,23.59,2.85,15.58,1.37,1.73,4.28,57.46,58.85,,0.77,125.73,23-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
23-Sep-2019 - 00:00,36.29,63.31,13.71,21.87,8.07,10.0,4.76,0.64,23.41,3.17,20.14,1.41,2.74,4.45,90.78,59.37,,0.83,147.87,24-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
24-Sep-2019 - 00:00,23.61,45.2,14.21,22.45,8.21,12.02,4.8,0.85,23.55,3.63,16.16,2.37,2.21,7.1,102.51,59.02,,0.54,118.56,25-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
25-Sep-2019 - 00:00,24.46,43.43,14.21,22.46,8.2,11.96,4.13,0.62,23.51,1.86,12.04,0.89,0.6,2.55,76.96,59.02,,0.73,91.32,26-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
26-Sep-2019 - 00:00,13.03,31.61,14.21,22.45,8.15,12.03,4.42,0.72,23.37,2.57,14.25,2.36,2.17,6.44,69.78,59.06,,0.87,105.58,27-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
27-Sep-2019 - 00:00,17.23,26.4,14.23,22.47,8.19,12.01,4.39,0.54,23.49,1.72,16.66,0.77,1.64,2.49,43.48,58.64,,1.16,143.14,28-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
28-Sep-2019 - 00:00,14.26,34.17,14.22,22.46,8.25,12.0,4.8,0.53,23.68,1.62,18.75,1.2,1.57,3.15,70.66,59.0,,1.32,166.69,29-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
29-Sep-2019 - 00:00,13.22,35.82,14.24,22.42,8.18,11.98,4.77,0.48,23.46,1.33,16.95,0.59,0.91,1.47,53.93,58.61,,1.11,136.19,30-Sep-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
30-Sep-2019 - 00:00,8.45,25.37,14.26,22.46,8.17,12.01,4.34,0.5,23.43,1.19,23.33,0.51,0.75,1.65,31.18,58.58,,2.46,162.23,01-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
01-Oct-2019 - 00:00,15.48,42.25,14.24,22.42,8.19,12.01,4.56,0.59,23.5,1.72,19.33,1.26,1.1,3.57,103.43,57.49,,1.49,236.63,02-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
02-Oct-2019 - 00:00,22.48,58.68,14.23,22.44,8.18,11.98,5.18,0.81,23.45,3.4,20.05,2.7,2.44,8.2,112.99,59.15,,0.85,172.66,03-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
03-Oct-2019 - 00:00,30.45,75.67,14.21,22.48,8.21,11.97,5.08,0.82,23.58,4.31,24.07,4.14,3.69,11.04,105.22,58.93,,0.8,224.78,04-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
04-Oct-2019 - 00:00,22.07,76.97,14.24,22.44,8.19,12.04,5.32,0.89,23.5,4.48,21.07,3.72,6.77,11.98,110.68,59.35,,0.63,185.21,05-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
05-Oct-2019 - 00:00,14.63,88.27,14.23,22.47,8.2,11.97,4.86,1.0,23.55,4.78,20.44,4.17,6.28,13.54,95.36,55.47,,0.41,138.12,06-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
06-Oct-2019 - 00:00,8.13,56.31,14.23,22.43,8.21,12.01,5.19,0.87,23.59,2.74,15.9,2.32,2.22,5.67,86.1,57.56,,0.68,102.62,07-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
07-Oct-2019 - 00:00,37.76,95.41,14.24,22.48,8.18,11.98,5.4,1.37,23.46,7.03,26.31,4.63,4.64,14.04,101.44,52.68,,0.56,107.6,08-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
08-Oct-2019 - 00:00,38.49,87.39,14.24,22.39,8.25,12.03,5.2,1.26,23.68,5.42,21.45,1.55,0.75,5.35,110.69,55.46,,0.58,108.78,09-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
09-Oct-2019 - 00:00,41.1,93.0,14.23,22.44,8.17,11.99,5.1,1.14,23.37,5.12,19.56,4.93,3.72,11.53,91.31,55.63,,0.61,105.26,10-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
10-Oct-2019 - 00:00,42.55,98.72,14.24,22.51,8.21,12.02,5.9,1.12,,4.82,17.12,4.01,3.14,11.19,108.53,50.17,,0.73,92.93,11-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
11-Oct-2019 - 00:00,31.65,90.52,14.25,22.47,8.25,12.02,5.49,1.31,31.49,5.59,20.21,5.82,4.18,13.37,116.11,48.3,,0.72,82.93,12-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
12-Oct-2019 - 00:00,40.8,101.05,14.24,22.5,8.17,12.02,5.87,1.52,31.18,7.23,22.89,6.91,6.61,16.37,114.55,46.84,,0.68,98.2,13-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
13-Oct-2019 - 00:00,40.56,92.94,14.2,22.43,8.22,11.93,5.97,1.58,31.3,6.28,21.3,4.3,3.92,12.98,110.36,48.99,,0.63,114.13,14-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
14-Oct-2019 - 00:00,55.75,137.24,14.19,22.48,8.17,11.96,6.24,2.33,31.18,12.44,36.61,10.84,12.45,34.59,105.97,52.43,,0.59,99.33,15-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
15-Oct-2019 - 00:00,58.58,144.69,14.22,22.53,8.15,12.03,6.78,2.21,31.14,11.86,36.73,11.79,14.29,33.72,105.85,49.59,,0.65,102.31,16-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
16-Oct-2019 - 00:00,58.87,132.84,14.21,22.4,8.24,12.05,6.76,2.17,31.38,11.35,34.48,13.42,10.76,30.44,101.39,49.88,,0.72,97.05,17-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
17-Oct-2019 - 00:00,53.73,136.54,14.23,22.58,8.2,11.97,6.17,1.67,31.27,7.11,21.16,6.81,4.88,15.35,97.25,47.88,,0.58,76.28,18-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
18-Oct-2019 - 00:00,45.71,122.07,17.78,26.0,15.72,15.78,5.64,1.62,31.28,6.98,21.29,5.05,5.11,14.89,95.61,53.16,,0.74,92.01,19-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
19-Oct-2019 - 00:00,41.36,106.43,,,,,5.71,1.31,31.25,3.5,12.89,1.74,1.59,4.74,95.87,54.76,,0.94,91.68,20-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
20-Oct-2019 - 00:00,32.19,96.04,,,,,5.88,1.23,31.31,2.94,13.07,0.59,0.8,1.36,87.47,56.18,,0.92,94.5,21-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
21-Oct-2019 - 00:00,27.56,104.85,14.24,22.48,8.24,13.23,5.99,1.36,31.26,3.49,13.21,1.5,0.95,3.78,80.76,55.88,,0.79,84.06,22-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
22-Oct-2019 - 00:00,27.77,113.91,14.23,22.47,8.23,13.22,6.41,1.36,31.33,3.03,11.68,0.95,0.74,2.39,87.14,52.96,,0.98,81.67,23-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
23-Oct-2019 - 00:00,24.18,76.08,77.17,86.33,10.05,32.79,3.46,0.57,31.26,2.01,9.29,0.97,1.01,2.38,89.84,50.26,,0.91,92.59,24-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
24-Oct-2019 - 00:00,13.98,91.16,120.31,124.07,15.87,54.16,3.0,0.38,31.31,5.74,22.46,5.78,3.84,13.95,98.63,50.42,,0.94,114.35,25-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
25-Oct-2019 - 00:00,23.59,111.66,38.69,43.45,4.85,18.3,3.85,0.52,31.33,3.74,13.55,2.23,1.52,5.43,127.44,50.26,,0.82,78.62,26-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
26-Oct-2019 - 00:00,41.56,99.08,25.93,28.82,2.9,16.3,4.12,0.47,31.26,2.34,10.85,0.54,0.39,1.1,130.82,51.29,,1.19,66.01,27-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
27-Oct-2019 - 00:00,36.96,70.75,20.35,23.15,2.8,17.94,3.22,0.43,31.2,1.96,10.33,0.29,0.32,0.61,93.76,54.5,,1.07,76.79,28-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
28-Oct-2019 - 00:00,34.78,59.12,18.85,21.7,2.85,16.45,2.77,0.41,31.15,2.14,11.04,0.47,0.38,1.14,119.78,56.27,,0.87,88.14,29-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
29-Oct-2019 - 00:00,26.77,46.76,20.65,23.65,3.11,16.03,2.71,0.3,31.19,1.3,10.96,0.26,0.28,0.47,133.23,57.52,,1.09,91.4,30-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
30-Oct-2019 - 00:00,14.3,35.41,41.31,72.15,30.85,28.86,3.2,0.97,31.17,4.49,21.6,4.84,3.52,11.19,172.08,57.08,,0.89,96.89,31-Oct-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
31-Oct-2019 - 00:00,35.5,66.63,41.32,48.86,7.63,21.95,2.91,0.69,31.34,4.6,19.9,3.14,2.14,7.78,158.77,57.68,,0.73,82.29,01-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
01-Nov-2019 - 00:00,44.05,76.48,30.25,35.13,4.89,19.64,2.43,0.65,31.17,4.05,15.93,1.88,1.38,5.05,168.27,56.86,,0.81,93.76,02-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
02-Nov-2019 - 00:00,41.67,66.96,36.08,40.29,4.22,21.79,1.85,0.6,31.28,3.65,15.21,1.21,0.94,3.68,97.88,57.65,,0.85,101.57,03-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
03-Nov-2019 - 00:00,18.36,44.42,39.19,51.69,12.5,25.74,2.11,0.68,31.3,3.54,17.89,2.52,1.9,6.44,89.35,57.49,,0.65,90.86,04-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
04-Nov-2019 - 00:00,31.81,70.55,54.98,67.58,12.6,29.64,3.94,0.81,31.17,5.8,24.7,3.41,3.2,10.22,148.86,57.56,,0.52,135.7,05-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
05-Nov-2019 - 00:00,56.42,110.71,60.48,73.96,13.48,31.08,6.41,1.05,31.38,7.73,26.78,6.45,9.22,17.17,147.33,56.1,,0.5,120.5,06-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
06-Nov-2019 - 00:00,65.06,116.7,49.85,62.25,12.4,27.82,5.23,0.89,31.23,7.28,31.68,4.17,5.6,12.99,134.3,55.93,,0.67,180.63,07-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
07-Nov-2019 - 00:00,28.9,51.72,29.51,32.95,3.46,18.2,3.08,0.42,31.46,2.29,15.24,0.87,1.01,2.56,95.79,55.8,,0.73,128.78,08-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
08-Nov-2019 - 00:00,43.83,85.5,54.27,74.77,20.5,29.01,6.79,0.97,31.27,6.66,23.64,5.43,5.51,11.98,128.45,55.43,,0.64,90.75,09-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
09-Nov-2019 - 00:00,54.84,105.54,51.04,58.84,7.81,25.58,6.36,0.83,31.26,5.64,20.43,0.94,1.74,6.22,152.42,51.9,,0.58,94.26,10-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
10-Nov-2019 - 00:00,78.28,122.85,46.34,51.61,5.27,22.98,6.08,0.73,31.18,5.3,17.74,0.84,0.83,2.96,146.12,52.73,,0.72,101.77,11-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
11-Nov-2019 - 00:00,80.88,132.32,54.37,60.26,5.9,28.34,5.91,0.79,31.24,6.07,18.59,0.32,0.59,2.49,130.92,52.87,,0.66,112.99,12-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
12-Nov-2019 - 00:00,76.25,118.33,63.93,69.8,5.87,29.18,5.01,0.72,31.17,5.99,20.36,0.21,0.36,2.23,153.61,55.04,,0.76,99.3,13-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
13-Nov-2019 - 00:00,56.75,107.67,48.77,52.31,3.54,24.97,4.77,0.5,31.18,4.1,17.02,0.99,1.34,2.66,149.85,52.65,,0.9,88.03,14-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
14-Nov-2019 - 00:00,48.26,104.9,47.24,61.97,14.75,27.7,7.29,0.82,24.36,6.02,21.1,4.29,3.77,10.15,145.75,52.42,,0.93,89.34,15-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
15-Nov-2019 - 00:00,40.59,82.68,44.42,50.13,5.72,24.28,6.16,0.51,10.17,3.38,14.43,1.57,1.21,4.21,151.81,52.65,,0.92,86.42,16-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
16-Nov-2019 - 00:00,60.76,105.3,67.64,90.81,23.3,34.44,10.85,1.16,14.06,9.41,28.98,7.23,6.9,15.78,142.68,53.74,,0.62,106.85,17-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
17-Nov-2019 - 00:00,59.38,90.74,53.19,74.72,21.83,27.58,10.58,1.06,14.67,8.29,28.26,5.03,4.18,12.25,140.7,53.42,,0.75,94.17,18-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
18-Nov-2019 - 00:00,42.99,76.48,52.1,69.52,17.43,24.76,10.64,0.96,18.3,7.78,30.48,6.1,5.17,14.14,136.31,52.62,,0.6,79.13,19-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
19-Nov-2019 - 00:00,38.53,73.4,38.76,49.35,10.6,17.16,9.46,0.66,16.38,6.69,43.54,6.35,5.13,13.34,147.81,51.89,,0.56,132.15,20-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
20-Nov-2019 - 00:00,36.32,74.46,45.96,68.57,22.61,24.89,11.45,0.88,22.66,4.25,26.05,5.15,3.48,9.58,146.44,51.57,,0.6,107.04,21-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
21-Nov-2019 - 00:00,32.25,60.39,28.31,30.09,1.81,14.55,6.66,0.49,32.6,1.69,8.3,0.87,0.64,2.37,145.51,51.83,,0.81,87.53,22-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
22-Nov-2019 - 00:00,40.71,75.4,43.94,67.25,23.34,24.5,10.45,0.91,30.32,3.81,14.79,3.37,2.81,7.93,140.81,51.29,,0.65,93.84,23-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
23-Nov-2019 - 00:00,46.02,82.49,42.24,59.48,17.25,21.54,12.08,1.07,23.14,4.56,17.19,3.83,3.18,9.05,129.17,53.86,,0.59,101.09,24-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
24-Nov-2019 - 00:00,46.32,81.7,37.57,48.7,11.15,17.41,10.38,0.92,24.98,3.37,14.84,2.4,2.04,5.68,125.51,53.14,,0.7,92.99,25-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
25-Nov-2019 - 00:00,38.18,79.52,36.44,57.81,21.41,20.12,12.6,1.14,24.67,3.94,18.14,3.37,3.05,7.66,125.59,52.91,,0.63,91.62,26-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
26-Nov-2019 - 00:00,44.48,79.77,22.41,28.57,6.26,11.3,10.56,0.89,25.34,3.1,14.22,2.05,1.76,4.76,123.93,52.18,,0.6,100.33,27-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
27-Nov-2019 - 00:00,39.45,71.02,41.97,41.08,1.36,5.7,13.15,0.64,23.49,1.75,8.77,0.62,0.6,1.73,114.14,50.86,,0.48,120.2,28-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
28-Nov-2019 - 00:00,33.35,64.38,,,,,7.02,0.6,27.49,0.62,7.54,0.62,0.58,0.77,117.43,53.86,,0.41,113.42,29-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
29-Nov-2019 - 00:00,37.35,64.49,,,,,6.74,0.63,42.54,1.06,12.36,1.05,0.99,1.33,117.81,53.85,,0.38,141.24,30-Nov-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
30-Nov-2019 - 00:00,43.32,78.68,,,,,4.97,0.95,27.96,1.06,12.36,1.06,0.99,1.32,123.96,54.14,,0.76,88.81,01-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
01-Dec-2019 - 00:00,36.5,59.09,,,,,4.84,0.58,29.09,1.05,12.35,1.06,0.98,1.32,125.4,53.34,,0.59,82.01,02-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
02-Dec-2019 - 00:00,33.77,59.11,0.37,0.41,0.06,0.84,4.67,0.46,40.38,1.05,12.37,1.06,0.98,1.32,124.32,52.47,,1.05,72.91,03-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
03-Dec-2019 - 00:00,36.13,67.54,,,,,5.26,0.49,46.15,1.14,13.08,1.27,1.19,1.47,124.96,50.0,,1.13,74.66,04-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
04-Dec-2019 - 00:00,30.15,62.85,,,,,6.64,0.57,45.56,1.21,13.59,1.42,1.34,1.57,116.52,50.57,,1.1,75.76,05-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
05-Dec-2019 - 00:00,31.37,68.64,22.02,23.6,1.65,4.52,7.54,0.67,46.15,1.2,13.64,1.42,1.34,1.56,103.57,51.1,,1.01,75.8,06-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
06-Dec-2019 - 00:00,31.63,74.49,12.5,14.14,1.66,3.88,7.52,0.75,45.52,1.2,13.61,1.42,1.34,1.56,85.14,46.43,,0.86,86.64,07-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
07-Dec-2019 - 00:00,46.43,90.87,8.88,11.28,2.53,2.85,8.5,0.96,51.69,1.21,13.62,1.41,1.34,1.57,115.86,45.05,,0.85,83.6,08-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
08-Dec-2019 - 00:00,50.86,86.66,9.19,19.3,10.33,2.5,8.03,1.3,46.19,1.21,13.64,1.42,1.34,1.57,123.88,46.38,,0.87,122.97,09-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
09-Dec-2019 - 00:00,51.15,87.56,15.64,30.26,14.62,5.01,7.58,1.09,46.03,1.24,13.9,1.37,1.27,1.67,126.42,49.31,,0.82,92.14,10-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
10-Dec-2019 - 00:00,54.39,101.56,16.47,42.02,25.9,7.71,7.03,1.18,32.5,1.3,14.51,1.27,1.14,1.87,123.64,51.97,,0.57,108.44,11-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
11-Dec-2019 - 00:00,41.37,78.83,14.08,35.34,21.39,7.24,7.07,0.84,30.66,1.22,15.34,1.11,1.26,1.62,127.81,51.24,,0.63,128.83,12-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
12-Dec-2019 - 00:00,34.81,62.81,18.61,26.64,11.76,8.53,10.59,0.54,33.84,1.17,15.98,0.98,1.33,1.45,122.12,51.02,,0.74,163.23,13-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
13-Dec-2019 - 00:00,23.92,43.5,11.98,16.97,6.42,7.25,3.15,0.37,22.99,1.18,15.93,0.98,1.34,1.45,118.23,59.99,,0.59,195.2,14-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
14-Dec-2019 - 00:00,32.32,68.43,13.6,19.72,9.47,6.49,3.39,0.47,26.68,1.18,15.94,0.98,1.34,1.45,128.7,53.65,,0.62,80.1,15-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
15-Dec-2019 - 00:00,32.47,58.28,7.38,11.48,4.1,5.6,4.29,0.41,36.54,1.18,15.94,0.98,1.34,1.45,130.54,45.09,,0.82,86.68,16-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
16-Dec-2019 - 00:00,29.8,71.2,6.91,11.59,4.7,5.42,5.46,0.52,40.14,1.17,15.94,0.98,1.34,1.45,132.27,46.47,,1.08,93.44,17-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
17-Dec-2019 - 00:00,29.01,65.49,5.28,6.8,1.52,5.31,5.35,0.5,40.04,1.18,15.89,0.98,1.33,1.45,136.91,44.88,,1.1,65.45,18-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
18-Dec-2019 - 00:00,43.09,81.96,9.22,22.31,13.09,7.12,4.7,0.89,35.42,1.47,18.81,1.05,1.24,1.4,123.08,55.54,,0.93,116.69,19-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
19-Dec-2019 - 00:00,51.15,100.2,6.48,33.96,28.42,8.05,4.56,1.34,29.49,1.68,20.92,1.1,1.17,1.36,125.36,59.22,,0.67,84.59,20-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
20-Dec-2019 - 00:00,47.73,85.79,17.88,30.9,13.02,9.61,5.02,1.12,25.03,1.69,20.96,1.1,1.18,1.35,121.98,61.59,,0.51,112.31,21-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
21-Dec-2019 - 00:00,33.28,60.26,17.33,29.1,11.78,10.05,7.34,1.04,28.1,1.69,21.0,1.1,1.17,1.36,119.32,58.47,,0.51,92.12,22-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
22-Dec-2019 - 00:00,26.06,44.1,3.35,5.57,2.22,8.53,6.25,0.73,48.21,1.68,20.94,1.1,1.17,1.36,113.53,49.43,,1.1,70.84,23-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
23-Dec-2019 - 00:00,35.49,64.55,3.58,6.36,2.28,8.0,6.71,0.77,50.59,1.68,20.89,1.1,1.17,1.35,118.78,46.78,,1.2,90.94,24-Dec-2019 - 00:00,"Sector-10, Gandhinagar - GPCB"
