from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
15-Nov-2019 - 00:00,42.97,0.93,25.46,81.3,568.27,0.0,34.76,8.29,18.23,2.26,3.12,7.06,17.79,38.23,12.05,12.16,3.78,0.75,39.35,62.47,16-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Nov-2019 - 00:00,50.02,1.12,26.47,81.26,443.59,0.0,38.77,11.31,20.6,2.33,3.05,6.4,10.75,36.99,4.71,10.76,7.65,0.9,40.11,74.01,17-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Nov-2019 - 00:00,46.42,1.07,26.57,76.31,506.75,0.0,39.9,10.2,22.24,3.52,3.1,6.29,8.85,34.97,3.74,11.49,10.43,0.75,44.02,81.39,18-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Nov-2019 - 00:00,54.68,1.48,25.43,72.46,523.41,0.0,37.81,11.89,17.21,1.34,3.25,6.59,10.26,35.81,4.53,10.62,7.76,0.97,38.83,86.47,19-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Nov-2019 - 00:00,52.02,1.37,24.33,80.32,602.52,0.0,45.52,15.44,19.56,1.72,3.41,6.1,10.52,36.05,4.73,11.16,11.64,1.01,43.79,88.7,20-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Nov-2019 - 00:00,46.41,1.03,27.49,68.09,584.47,0.0,37.16,10.67,21.34,1.01,3.34,6.45,9.06,45.72,3.39,11.28,4.02,0.98,44.59,81.7,21-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Nov-2019 - 00:00,52.78,1.14,25.27,78.71,610.9,0.0,41.26,11.93,23.64,1.73,3.67,6.25,10.79,35.82,4.75,10.92,7.59,0.99,21.67,84.19,22-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Nov-2019 - 00:00,51.81,1.2,25.33,82.32,453.53,0.0,40.18,11.59,24.58,2.67,3.79,6.94,8.39,47.1,3.59,11.33,4.24,0.97,22.61,82.1,23-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Nov-2019 - 00:00,52.51,1.1,25.85,77.74,606.28,0.0,37.89,9.9,22.84,3.04,4.04,7.24,10.17,46.34,4.66,10.55,7.79,0.84,29.04,81.56,24-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Nov-2019 - 00:00,48.97,1.07,24.98,75.16,636.13,0.0,36.99,10.03,20.38,2.64,4.09,6.04,9.29,30.74,3.66,11.11,8.0,0.72,20.12,81.1,25-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Nov-2019 - 00:00,49.71,1.01,24.96,75.34,546.24,0.0,37.45,10.59,20.84,2.12,3.62,6.51,9.9,30.39,4.13,11.1,8.02,0.74,24.34,84.17,26-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Nov-2019 - 00:00,53.74,1.06,25.28,80.23,582.17,0.0,35.76,10.62,23.57,3.47,3.71,5.97,9.14,28.25,3.68,11.73,7.62,0.88,25.65,82.94,27-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Nov-2019 - 00:00,49.83,0.95,25.18,72.73,517.54,0.0,38.71,13.1,24.18,2.87,3.64,5.54,10.19,29.83,4.17,10.92,9.98,0.85,21.08,84.77,28-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Nov-2019 - 00:00,50.19,1.22,25.35,78.34,529.81,0.0,43.22,12.56,26.48,3.04,3.63,7.25,7.88,29.58,3.55,11.1,6.28,0.9,19.74,91.39,29-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Nov-2019 - 00:00,43.38,1.25,26.36,79.2,511.78,0.0,46.02,16.8,32.52,4.01,3.68,6.1,10.04,30.31,4.18,10.98,6.69,1.06,21.92,91.54,30-Nov-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Nov-2019 - 00:00,49.9,1.08,26.18,82.97,525.66,0.0,31.61,10.49,28.71,5.87,3.8,6.13,8.26,32.1,3.81,11.35,10.86,0.89,25.52,92.34,01-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Dec-2019 - 00:00,55.8,0.96,26.0,79.91,618.2,0.0,32.17,10.1,25.54,4.77,3.52,6.71,8.76,31.06,3.86,10.93,10.93,0.9,20.91,88.23,02-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Dec-2019 - 00:00,45.89,0.71,25.88,82.38,544.72,0.0,29.37,8.69,21.17,3.62,3.55,10.26,13.34,40.52,4.71,11.92,11.23,0.92,15.39,90.88,03-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Dec-2019 - 00:00,38.12,0.94,25.51,80.52,452.84,0.0,28.0,8.06,23.1,4.7,3.78,12.87,17.08,36.45,4.5,13.04,10.91,0.7,12.11,93.69,04-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Dec-2019 - 00:00,41.59,0.84,26.06,78.64,543.83,0.0,21.39,6.45,22.85,6.05,4.04,12.73,16.69,33.69,4.07,12.81,11.07,0.65,31.62,93.31,05-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Dec-2019 - 00:00,48.96,0.96,25.91,73.73,549.29,0.0,27.39,7.12,23.63,5.96,4.38,13.23,16.39,36.46,4.09,12.98,13.66,0.74,46.62,93.05,06-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Dec-2019 - 00:00,42.18,1.01,24.94,70.94,496.83,0.0,32.13,7.08,20.66,4.74,4.26,13.14,16.43,37.56,4.23,13.08,10.42,0.65,44.68,88.47,07-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Dec-2019 - 00:00,44.24,1.24,23.89,70.03,530.83,0.0,31.29,6.99,22.76,5.95,4.19,13.97,16.77,32.13,4.81,12.41,7.72,0.63,54.11,89.07,08-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Dec-2019 - 00:00,50.3,1.03,23.91,74.41,559.99,0.0,39.02,9.76,21.82,3.88,4.21,13.14,16.13,34.79,4.19,13.09,6.19,0.86,44.92,91.77,09-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Dec-2019 - 00:00,47.04,1.09,25.02,80.38,544.79,0.0,32.08,9.17,26.04,6.07,3.66,12.4,17.36,33.27,4.53,12.71,4.87,0.71,41.15,92.9,10-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Dec-2019 - 00:00,55.84,1.03,25.24,82.1,521.56,0.0,38.73,10.4,26.29,4.52,3.67,12.21,17.55,32.71,4.97,13.1,3.69,0.89,33.79,89.14,11-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Dec-2019 - 00:00,30.39,1.66,24.98,76.29,596.51,0.0,55.04,14.4,32.08,2.84,3.59,13.13,17.52,33.57,4.85,13.03,8.93,1.26,25.78,76.15,12-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Dec-2019 - 00:00,52.17,1.57,24.57,79.79,487.54,0.06,56.72,13.81,31.29,3.83,3.59,12.37,16.91,31.99,4.15,13.22,7.29,1.06,23.24,78.42,13-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Dec-2019 - 00:00,32.59,2.21,24.5,71.26,515.33,0.0,69.66,46.42,26.75,2.41,3.22,14.47,15.1,28.9,4.08,12.82,9.05,1.34,30.65,66.99,14-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Dec-2019 - 00:00,43.22,1.72,24.24,80.67,578.28,0.0,56.32,12.68,26.14,2.07,4.68,14.13,15.44,46.12,3.71,12.84,7.97,0.86,31.19,72.12,15-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Dec-2019 - 00:00,45.12,1.55,24.77,82.91,575.93,0.0,45.78,11.16,22.15,2.44,1.76,13.79,16.92,50.27,4.45,12.91,10.35,0.9,30.1,70.93,16-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Dec-2019 - 00:00,44.71,1.32,23.82,83.88,506.78,0.0,37.67,9.72,22.27,2.94,1.85,13.36,15.94,51.6,4.49,13.17,7.27,0.57,33.88,66.71,17-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Dec-2019 - 00:00,48.27,1.25,22.06,86.37,364.29,0.0,49.6,10.48,22.61,3.51,1.86,12.9,17.61,43.22,4.78,13.15,9.02,0.56,27.74,79.4,18-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Dec-2019 - 00:00,61.29,1.76,22.62,82.7,473.17,0.0,69.02,13.25,24.57,2.37,1.66,13.86,14.84,34.86,3.46,13.3,8.12,1.05,23.59,102.21,19-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Dec-2019 - 00:00,61.66,2.06,23.63,77.2,522.09,0.0,58.95,14.81,28.97,1.97,1.71,14.04,14.96,56.28,3.81,12.99,6.55,1.19,26.79,101.15,20-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Dec-2019 - 00:00,60.04,2.08,22.5,84.12,595.72,0.0,61.35,15.99,30.93,2.84,1.95,14.3,14.39,57.94,3.92,13.17,6.03,0.9,24.37,97.78,21-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Dec-2019 - 00:00,44.36,1.07,27.24,66.82,494.45,0.0,37.65,9.46,17.94,1.32,2.11,12.28,16.92,31.29,4.15,13.44,8.06,0.67,46.35,100.83,22-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Dec-2019 - 00:00,47.49,0.93,24.79,78.41,431.52,0.0,33.31,8.85,20.15,3.46,2.38,13.32,15.98,31.95,3.92,13.47,15.43,0.74,47.89,91.5,23-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Dec-2019 - 00:00,47.35,0.8,25.56,76.73,530.17,0.0,34.8,8.47,23.18,4.71,2.45,11.7,16.73,37.01,4.22,13.4,12.39,0.58,40.02,93.7,24-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Dec-2019 - 00:00,48.51,0.97,25.05,80.84,548.72,0.0,37.96,9.59,19.81,2.72,2.41,13.45,16.72,41.72,5.02,13.2,11.21,0.75,32.74,92.88,25-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Dec-2019 - 00:00,50.41,1.05,25.5,82.35,273.79,0.0,37.81,9.42,17.02,2.14,2.13,12.42,16.94,39.46,4.39,13.15,12.72,0.8,35.28,91.28,26-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Dec-2019 - 00:00,48.42,1.16,24.56,89.89,326.6,0.0,43.32,10.28,14.81,1.64,1.89,11.94,17.09,37.89,4.37,13.2,10.83,0.76,30.02,86.11,27-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Dec-2019 - 00:00,46.97,1.06,22.88,84.98,483.1,0.0,33.39,8.66,18.92,4.36,1.97,13.81,17.3,40.13,4.93,13.03,12.98,0.54,37.22,86.58,28-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Dec-2019 - 00:00,40.71,1.07,21.01,73.66,553.29,0.0,34.39,8.08,18.47,4.04,2.46,13.3,17.3,41.58,4.68,12.8,11.88,0.55,33.6,86.5,29-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Dec-2019 - 00:00,40.86,1.04,21.09,64.97,335.32,0.0,34.31,8.54,21.82,5.45,2.9,12.82,16.63,39.33,4.48,13.47,4.65,0.55,46.9,87.84,30-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Dec-2019 - 00:00,44.29,0.89,22.46,70.12,383.91,0.0,30.06,8.21,19.44,4.71,3.11,15.33,16.18,37.82,5.33,12.83,8.55,0.52,50.59,89.54,31-Dec-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Dec-2019 - 00:00,42.35,0.9,20.71,82.0,,0.0,26.54,8.26,16.75,3.59,3.12,10.81,20.61,39.69,5.64,11.91,9.52,0.51,49.06,89.67,01-Jan-2020 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
