from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
18-Dec-2019 - 00:00,56.9,87.91,12.47,5.41,9.94,4.85,17.07,0.92,68.74,0.17,4.63,21.77,1.13,114.78,63.8,728.14,19-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
19-Dec-2019 - 00:00,61.78,89.28,13.95,5.86,11.09,4.92,15.82,1.03,69.29,0.18,4.49,22.17,1.28,176.77,64.74,727.04,20-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
20-Dec-2019 - 00:00,63.12,115.29,30.13,5.55,19.56,6.86,16.76,1.07,43.07,0.18,5.26,22.88,0.62,140.03,58.88,725.68,21-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
21-Dec-2019 - 00:00,64.36,103.27,19.16,4.78,13.03,5.75,17.37,0.88,65.52,0.21,4.58,22.57,1.23,176.97,60.36,725.5,22-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
22-Dec-2019 - 00:00,65.76,94.2,10.74,3.53,7.54,4.79,17.09,,73.46,0.14,4.5,,1.57,167.23,62.9,726.2,23-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
23-Dec-2019 - 00:00,58.8,87.1,10.29,3.98,7.7,4.38,19.05,,74.97,0.14,4.43,23.65,1.76,174.48,61.51,726.05,24-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
24-Dec-2019 - 00:00,50.78,73.89,7.28,3.26,5.31,4.0,16.14,,69.62,0.14,4.55,22.42,1.74,166.51,63.22,727.03,25-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
25-Dec-2019 - 00:00,52.45,77.93,12.0,4.87,9.18,4.8,17.92,,49.73,0.11,4.72,22.25,1.29,172.71,68.04,726.54,26-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
26-Dec-2019 - 00:00,53.53,86.62,16.14,4.78,11.4,5.14,19.01,,38.39,0.14,4.34,23.04,1.25,181.96,66.47,725.74,27-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
27-Dec-2019 - 00:00,39.99,68.59,6.84,2.87,4.92,3.93,16.56,,37.19,0.13,4.22,23.92,1.36,157.31,63.65,724.82,28-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
28-Dec-2019 - 00:00,84.44,120.41,12.2,3.43,8.28,4.99,20.28,,44.31,0.22,4.71,21.55,1.15,140.94,69.47,725.83,29-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
29-Dec-2019 - 00:00,63.92,94.49,13.45,3.89,9.23,5.09,19.31,,63.32,0.14,4.32,22.28,1.59,167.36,62.82,726.2,30-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
30-Dec-2019 - 00:00,63.67,92.23,8.75,3.25,6.27,4.54,16.08,,82.51,0.17,4.2,22.14,2.43,182.27,66.49,725.57,31-Dec-2019 - 00:00,"Collector Office, Yadgir - KSPCB"
31-Dec-2019 - 00:00,49.0,64.0,5.05,2.85,3.95,4.4,16.1,,62.03,0.1,4.0,20.8,2.8,174.5,74.0,725.0,01-Jan-2020 - 00:00,"Collector Office, Yadgir - KSPCB"
