from date,NO,NO2,NOx,CO,SO2,PM10,PM2.5,Temp,WS,WD,RH,SR,BP,RF,to date,station
01-Jan-2019 - 00:00,12.46,17.97,30.4,0.6,9.06,140.65,53.58,15.88,1.51,169.18,60.46,599.13,983.19,,02-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Jan-2019 - 00:00,10.97,21.12,32.09,0.46,9.1,122.0,46.05,15.48,1.53,222.29,60.0,478.5,982.65,,03-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Jan-2019 - 00:00,10.69,21.14,31.14,0.61,8.0,111.89,47.14,15.31,1.54,291.78,61.93,458.83,982.62,,04-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Jan-2019 - 00:00,14.46,15.93,29.35,0.56,9.14,114.95,44.26,15.2,1.62,158.08,62.82,417.43,982.98,,05-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Jan-2019 - 00:00,12.06,18.08,29.49,0.42,8.46,138.85,55.66,15.08,1.43,96.77,62.57,419.78,982.68,,06-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Jan-2019 - 00:00,11.83,19.34,28.97,0.52,8.71,52.0,36.34,15.38,1.53,273.15,62.86,529.63,982.87,,07-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Jan-2019 - 00:00,11.66,19.81,31.48,0.65,9.11,59.65,41.1,15.44,1.62,299.42,63.2,571.17,983.26,,08-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Jan-2019 - 00:00,9.94,22.89,32.81,0.68,9.29,96.43,38.13,15.95,1.58,284.27,63.45,625.05,983.21,,09-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Jan-2019 - 00:00,9.83,22.1,31.62,0.6,8.63,116.76,38.41,16.71,1.63,269.13,64.21,645.04,983.29,,10-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Jan-2019 - 00:00,11.06,20.72,30.81,0.69,11.49,113.85,39.86,17.11,1.64,206.5,63.53,654.99,983.25,,11-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Jan-2019 - 00:00,11.39,19.9,30.33,0.73,9.33,132.83,39.2,16.57,1.43,132.5,58.97,659.93,983.05,,12-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Jan-2019 - 00:00,12.5,18.35,30.51,0.63,8.63,102.89,39.73,16.69,1.46,210.94,59.21,644.49,983.01,,13-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Jan-2019 - 00:00,12.74,18.24,28.96,0.63,8.92,58.91,37.3,16.43,1.58,280.42,58.88,515.86,982.41,,14-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Jan-2019 - 00:00,11.74,19.68,31.42,0.6,9.02,54.77,35.95,16.74,1.58,291.85,59.34,613.45,983.19,,15-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Jan-2019 - 00:00,12.93,17.0,28.63,1.35,9.19,72.46,38.16,15.64,1.65,270.41,58.36,646.11,983.22,,16-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Jan-2019 - 00:00,13.41,15.76,28.45,1.97,9.71,125.05,42.43,16.34,1.62,89.14,59.02,649.67,983.15,,17-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Jan-2019 - 00:00,10.76,20.39,29.26,1.14,10.42,81.65,32.8,17.39,1.63,319.93,59.86,648.41,983.01,,18-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Jan-2019 - 00:00,12.4,17.89,29.97,0.89,8.42,91.18,42.68,16.86,1.66,292.63,59.45,624.99,983.29,,19-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Jan-2019 - 00:00,11.19,20.21,30.71,0.62,9.29,116.85,35.78,16.91,1.61,283.09,59.35,617.57,983.11,,20-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Jan-2019 - 00:00,12.74,18.15,28.83,0.64,9.71,104.41,38.19,16.97,1.58,192.56,59.11,639.68,982.86,,21-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Jan-2019 - 00:00,13.83,17.81,29.24,0.57,12.87,57.05,35.08,17.48,1.56,237.12,60.74,575.18,982.79,,22-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Jan-2019 - 00:00,12.8,18.06,27.97,0.51,2.39,77.94,27.77,16.93,1.56,188.19,68.7,400.72,981.11,,23-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Jan-2019 - 00:00,12.7,17.75,26.72,0.95,2.81,53.04,27.05,10.46,1.56,228.74,67.41,499.04,981.78,,24-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Jan-2019 - 00:00,12.24,18.77,29.39,0.54,2.72,70.18,32.11,19.13,1.76,310.22,66.7,583.28,982.67,,25-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Jan-2019 - 00:00,14.08,16.01,24.61,0.52,2.61,68.08,30.25,21.7,1.67,244.02,60.83,600.2,983.01,,26-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Jan-2019 - 00:00,15.23,14.19,24.81,0.37,2.3,89.33,31.02,24.25,1.7,305.99,61.29,634.11,983.04,,27-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Jan-2019 - 00:00,11.27,19.98,27.19,0.32,3.36,85.06,26.94,25.15,1.72,315.16,61.35,670.54,982.87,,28-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Jan-2019 - 00:00,14.8,14.93,25.36,0.51,3.15,91.75,31.76,22.29,1.7,298.65,60.79,681.77,983.22,,29-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Jan-2019 - 00:00,11.92,19.29,30.89,1.79,2.98,97.21,39.96,25.71,1.69,304.57,60.64,667.9,983.23,,30-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Jan-2019 - 00:00,11.77,19.39,30.51,0.53,3.28,130.24,46.31,39.26,1.7,314.49,58.17,647.8,982.88,,31-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
31-Jan-2019 - 00:00,12.72,18.27,30.33,0.6,2.8,107.21,37.38,21.26,1.49,148.76,56.39,631.38,983.07,,01-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Feb-2019 - 00:00,10.96,20.87,31.5,0.59,2.78,72.1,32.92,14.83,1.72,287.95,57.75,414.6,982.69,,02-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Feb-2019 - 00:00,14.92,15.23,29.25,1.46,3.1,85.76,36.16,14.72,1.57,262.0,61.71,458.15,982.64,,03-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Feb-2019 - 00:00,12.02,19.9,28.5,0.58,3.25,72.37,46.53,24.2,1.66,291.12,64.09,596.16,982.23,,04-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Feb-2019 - 00:00,12.69,18.24,30.94,0.63,3.12,101.29,40.45,13.07,1.92,279.3,61.99,659.24,982.69,,05-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Feb-2019 - 00:00,12.85,17.98,30.51,1.24,3.67,145.99,39.05,19.51,1.63,147.6,63.05,704.0,982.63,,06-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Feb-2019 - 00:00,12.95,17.87,29.85,1.4,3.49,113.16,41.6,24.26,1.58,197.71,65.1,719.68,982.7,,07-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Feb-2019 - 00:00,12.95,17.86,29.85,1.1,2.33,73.65,38.69,1.03,1.67,218.92,65.07,631.12,982.85,,08-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Feb-2019 - 00:00,12.79,18.12,29.62,0.49,2.53,79.18,44.09,27.16,1.61,212.98,65.38,659.79,982.83,,09-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Feb-2019 - 00:00,12.68,18.13,29.85,0.82,2.72,77.08,41.13,26.74,1.68,282.55,65.83,733.76,983.09,,10-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Feb-2019 - 00:00,12.24,19.17,29.99,0.86,3.22,202.06,40.42,28.04,1.67,293.71,65.28,726.84,983.0,,11-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Feb-2019 - 00:00,12.85,18.0,30.85,0.67,3.18,102.22,36.72,33.63,1.7,288.89,65.97,692.55,983.05,,12-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Feb-2019 - 00:00,12.91,17.93,30.84,0.8,3.59,118.03,28.84,22.53,1.7,273.67,64.72,651.45,982.99,,13-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Feb-2019 - 00:00,12.94,17.87,30.81,0.74,3.16,115.64,40.21,12.01,1.65,157.84,56.72,657.27,982.86,,14-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Feb-2019 - 00:00,12.73,18.08,30.81,0.71,2.89,157.89,35.45,28.92,1.63,150.06,54.29,638.47,982.89,,15-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Feb-2019 - 00:00,12.97,17.86,30.19,0.92,2.87,56.58,36.53,30.04,1.71,286.58,71.97,663.86,982.83,,16-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Feb-2019 - 00:00,12.82,17.94,29.48,1.1,7.95,77.43,41.27,24.0,1.59,274.0,58.93,655.96,939.84,,17-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Feb-2019 - 00:00,12.94,17.9,26.99,0.5,6.98,76.94,19.0,17.42,1.5,235.24,52.65,722.27,924.22,,18-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Feb-2019 - 00:00,12.81,18.08,26.36,0.37,5.83,113.24,22.32,16.3,1.42,120.87,59.94,679.83,943.69,,19-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Feb-2019 - 00:00,12.92,17.9,30.18,1.13,5.76,81.31,26.42,25.03,1.23,197.73,65.6,788.94,977.51,,20-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Feb-2019 - 00:00,12.81,18.1,30.26,1.36,6.15,94.77,23.2,28.99,1.53,130.8,88.09,809.84,978.13,,21-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Feb-2019 - 00:00,12.95,17.88,27.16,1.51,6.26,69.41,19.87,18.33,1.49,201.13,87.65,813.21,977.99,,22-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Feb-2019 - 00:00,12.94,17.88,30.5,0.62,5.92,85.27,19.6,18.7,1.47,299.66,80.66,810.51,978.51,,23-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Feb-2019 - 00:00,12.95,17.87,30.82,1.37,5.97,84.61,19.79,17.03,1.5,256.06,75.02,788.39,978.07,,24-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Feb-2019 - 00:00,12.95,17.88,29.07,0.35,6.2,123.19,21.2,16.26,1.52,203.28,71.57,769.33,977.28,,25-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Feb-2019 - 00:00,12.87,17.97,30.51,0.47,5.74,121.69,22.15,17.29,1.52,153.95,68.18,756.39,977.04,,26-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Feb-2019 - 00:00,12.85,17.69,18.51,0.48,7.05,104.31,21.47,29.11,1.38,210.49,74.01,781.83,976.64,,27-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Feb-2019 - 00:00,13.0,17.79,28.22,2.01,5.38,92.29,18.82,13.07,1.0,220.61,72.89,814.55,977.23,,28-Feb-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Feb-2019 - 00:00,13.0,17.79,29.83,2.54,5.73,120.03,19.43,14.33,1.0,254.45,74.86,815.17,977.99,,01-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Mar-2019 - 00:00,13.0,17.79,30.15,2.27,5.86,130.56,18.65,16.38,0.98,202.54,69.67,816.83,978.06,,02-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Mar-2019 - 00:00,13.0,17.79,29.51,2.17,5.38,110.67,11.77,16.14,0.93,120.73,80.06,810.12,977.93,,03-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Mar-2019 - 00:00,13.0,17.79,27.71,1.02,6.62,100.95,21.66,18.67,0.91,201.41,79.52,834.35,977.43,,04-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Mar-2019 - 00:00,12.28,16.83,28.81,1.27,6.29,64.65,18.36,16.87,1.03,289.9,84.57,833.77,977.03,,05-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Mar-2019 - 00:00,10.55,14.35,22.74,1.59,6.05,89.05,19.66,15.81,1.03,242.86,77.09,799.28,973.91,,06-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Mar-2019 - 00:00,13.0,17.79,29.19,1.63,6.01,112.15,17.34,14.74,1.01,231.35,66.85,826.51,977.28,,07-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Mar-2019 - 00:00,13.0,17.79,30.15,2.37,6.37,233.91,22.18,14.94,1.01,171.74,59.21,821.44,977.3,,08-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Mar-2019 - 00:00,13.0,17.79,30.15,2.1,5.66,76.45,17.85,13.49,1.01,241.4,73.85,830.85,977.79,,09-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Mar-2019 - 00:00,13.88,18.67,29.04,2.14,7.02,76.53,20.39,13.4,1.03,298.17,68.61,833.8,977.89,,10-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Mar-2019 - 00:00,15.0,19.79,32.72,1.32,6.28,136.01,13.28,15.76,1.01,206.94,53.88,827.73,977.62,,11-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Mar-2019 - 00:00,15.0,19.79,33.68,1.57,5.96,81.01,21.17,16.12,1.02,189.52,58.19,829.4,977.48,,12-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Mar-2019 - 00:00,15.0,19.79,33.34,2.1,6.21,98.29,22.37,14.54,1.03,299.81,69.38,837.99,978.24,,13-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Mar-2019 - 00:00,15.0,19.79,32.62,2.42,5.75,154.28,15.08,14.77,0.97,155.52,66.4,822.48,978.08,,14-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Mar-2019 - 00:00,15.0,19.79,32.25,1.11,5.81,108.69,17.22,13.86,0.95,248.47,73.01,832.35,978.39,,15-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Mar-2019 - 00:00,15.0,19.79,33.34,1.69,6.08,71.42,21.43,13.66,1.01,306.97,72.73,836.94,978.65,,16-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Mar-2019 - 00:00,15.0,19.79,34.43,2.27,6.27,91.35,24.86,14.32,0.97,266.52,66.43,832.02,978.22,,17-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Mar-2019 - 00:00,15.0,19.79,32.52,2.01,6.34,101.25,24.42,16.72,0.96,222.9,55.2,833.47,977.77,,18-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Mar-2019 - 00:00,15.0,19.79,32.98,1.29,5.7,121.97,23.37,15.88,0.98,221.51,62.87,831.31,977.67,,19-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Mar-2019 - 00:00,15.0,19.79,33.7,1.18,6.34,142.5,28.71,18.99,0.99,144.28,55.84,834.08,976.8,,20-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Mar-2019 - 00:00,15.0,19.79,34.79,1.57,5.83,93.4,22.37,18.47,0.92,254.29,60.3,844.06,976.76,,21-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Mar-2019 - 00:00,15.0,19.79,34.79,1.62,6.06,57.94,28.17,18.59,1.01,312.17,56.38,849.67,977.53,,22-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Mar-2019 - 00:00,15.0,19.79,30.44,1.28,7.69,100.44,15.98,22.85,1.08,314.94,42.32,855.25,977.77,,23-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Mar-2019 - 00:00,15.0,19.79,34.07,2.05,5.5,124.78,18.06,20.38,1.01,308.77,56.26,845.09,977.72,,24-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Mar-2019 - 00:00,15.0,19.79,33.34,2.61,6.5,134.03,19.86,19.63,0.98,302.89,64.38,846.26,977.33,,25-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Mar-2019 - 00:00,15.0,19.79,30.8,1.76,6.16,129.73,16.81,20.13,0.98,249.85,66.15,843.64,977.42,,26-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Mar-2019 - 00:00,15.0,19.79,31.83,1.27,6.35,113.4,19.69,20.85,1.03,203.53,60.56,839.0,977.58,,27-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Mar-2019 - 00:00,12.74,14.73,25.53,2.61,9.72,127.27,21.6,23.0,1.0,182.58,51.22,841.96,977.57,,28-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Mar-2019 - 00:00,13.54,12.58,29.25,1.27,5.7,108.39,20.24,24.83,0.99,196.67,54.79,853.07,977.17,,29-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Mar-2019 - 00:00,13.62,14.27,31.12,2.27,4.62,117.49,27.92,24.96,1.06,225.07,58.04,859.19,976.65,,30-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Mar-2019 - 00:00,13.69,14.97,29.9,1.64,5.44,135.81,26.52,26.6,1.05,265.89,55.56,874.05,976.58,,31-Mar-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
31-Mar-2019 - 00:00,13.65,14.86,29.68,1.99,5.67,79.09,23.06,26.28,1.09,259.67,36.76,864.18,976.78,,01-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Apr-2019 - 00:00,13.94,14.65,31.23,1.47,5.46,114.48,24.61,23.4,1.11,224.72,45.74,850.53,976.7,,02-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Apr-2019 - 00:00,14.1,14.86,30.75,1.14,5.34,136.02,25.18,24.33,1.06,160.74,43.99,844.94,976.82,,03-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Apr-2019 - 00:00,13.65,14.44,31.19,1.5,5.22,107.78,27.99,25.14,1.12,248.61,44.09,860.73,976.56,,04-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Apr-2019 - 00:00,13.79,14.66,30.73,1.4,5.18,126.43,29.21,27.18,1.12,164.37,44.63,854.05,976.16,,05-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Apr-2019 - 00:00,13.7,14.3,30.9,2.47,5.97,142.41,24.87,28.35,1.12,189.06,47.38,867.49,976.45,,06-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Apr-2019 - 00:00,14.09,13.95,30.58,1.96,5.24,133.96,31.86,29.22,0.98,131.12,47.26,868.98,976.25,,07-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Apr-2019 - 00:00,14.09,13.78,28.39,1.95,6.03,181.8,27.54,30.84,0.95,149.7,25.86,869.34,976.02,,08-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Apr-2019 - 00:00,13.72,13.51,30.83,1.3,5.5,198.23,26.29,29.13,0.92,164.92,33.43,865.2,976.2,,09-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Apr-2019 - 00:00,13.49,13.61,30.7,1.71,5.59,90.73,28.09,28.89,1.04,146.12,36.01,860.96,976.21,,10-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Apr-2019 - 00:00,13.67,13.94,30.39,1.41,5.2,106.59,27.16,29.23,0.97,205.95,38.26,872.95,976.58,,11-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Apr-2019 - 00:00,13.54,13.55,29.72,1.53,4.99,78.65,27.77,29.45,1.0,244.78,32.22,876.9,976.55,,12-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Apr-2019 - 00:00,13.66,13.92,30.58,1.47,5.21,104.25,23.68,29.13,0.99,230.74,37.43,874.61,976.69,,13-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Apr-2019 - 00:00,13.82,13.88,30.68,3.24,5.88,58.31,33.0,26.7,1.05,197.64,45.27,861.87,976.88,,14-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Apr-2019 - 00:00,13.62,13.87,28.87,1.06,6.28,59.67,22.47,29.97,0.99,243.25,34.17,879.26,976.82,,15-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Apr-2019 - 00:00,13.75,13.61,30.6,2.17,5.05,132.88,26.04,29.86,0.94,226.69,34.29,875.94,976.42,,16-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Apr-2019 - 00:00,14.11,14.47,31.28,2.6,4.88,80.25,30.12,24.49,1.03,149.44,53.13,850.12,976.59,,17-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Apr-2019 - 00:00,13.71,15.29,31.73,1.62,4.87,77.2,22.71,20.51,0.9,121.66,77.34,838.13,977.05,,18-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Apr-2019 - 00:00,13.83,15.7,32.07,1.5,5.98,88.61,30.82,22.06,0.87,221.79,58.88,850.87,977.42,,19-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Apr-2019 - 00:00,13.87,14.86,31.0,1.76,5.68,78.62,29.86,24.76,0.96,238.82,49.98,862.76,976.83,,20-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Apr-2019 - 00:00,13.53,14.16,30.69,1.71,5.01,268.27,23.34,27.26,0.99,221.52,41.4,865.38,976.23,,21-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Apr-2019 - 00:00,13.97,13.81,27.89,1.54,5.78,116.73,26.02,30.62,1.01,262.32,29.8,881.46,975.92,,22-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Apr-2019 - 00:00,14.63,17.38,30.54,1.72,7.69,217.13,23.48,30.67,1.05,230.73,35.12,879.16,975.92,,23-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Apr-2019 - 00:00,14.97,21.31,35.14,1.19,6.06,95.07,24.97,31.96,1.11,236.5,31.02,884.88,975.96,,24-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Apr-2019 - 00:00,14.89,20.87,34.98,1.17,6.54,160.98,23.51,31.88,0.93,189.85,26.83,875.07,976.35,,25-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Apr-2019 - 00:00,15.13,21.79,36.52,1.31,5.53,87.66,21.62,29.12,1.04,252.51,34.68,873.5,976.4,,26-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Apr-2019 - 00:00,14.77,21.2,33.78,1.33,5.56,84.94,21.9,31.68,0.94,247.2,26.59,885.1,976.35,,27-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Apr-2019 - 00:00,15.12,20.86,35.46,0.86,4.76,108.5,24.35,31.01,1.06,302.37,26.02,886.5,976.36,,28-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Apr-2019 - 00:00,15.05,20.93,34.03,1.7,5.86,140.29,26.24,34.38,1.0,261.09,13.11,894.47,975.98,,29-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Apr-2019 - 00:00,14.68,20.81,34.05,1.0,6.17,114.9,17.92,32.82,0.98,194.61,21.25,877.77,975.65,,30-Apr-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Apr-2019 - 00:00,14.94,21.02,34.84,1.6,5.5,150.22,23.66,33.76,0.91,141.39,9.83,877.06,975.1,,01-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-May-2019 - 00:00,15.17,20.72,35.89,1.14,5.95,86.73,24.55,34.03,0.96,227.31,25.32,886.36,975.15,,02-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-May-2019 - 00:00,15.17,20.89,35.31,1.55,5.63,189.39,29.94,29.97,1.01,173.48,43.13,862.75,975.59,,03-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-May-2019 - 00:00,14.94,21.27,34.31,1.06,5.83,89.48,25.71,30.27,0.97,221.84,43.73,870.55,976.05,,04-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-May-2019 - 00:00,15.25,21.4,35.88,1.72,5.38,98.44,26.37,29.84,1.05,260.58,39.5,871.8,976.31,,05-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-May-2019 - 00:00,15.02,22.02,33.74,0.96,5.28,121.3,23.72,33.77,1.13,248.74,31.33,888.54,976.08,,06-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-May-2019 - 00:00,15.2,21.55,35.59,0.76,5.69,105.0,19.6,32.39,1.01,156.6,33.5,870.08,975.74,,07-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-May-2019 - 00:00,15.19,21.25,36.44,1.26,5.76,119.03,22.16,33.01,1.04,168.14,33.3,873.99,975.36,,08-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-May-2019 - 00:00,15.43,21.8,36.86,2.11,6.73,138.55,26.43,33.31,1.04,184.26,35.62,876.05,975.44,,09-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-May-2019 - 00:00,15.15,22.25,37.4,2.02,6.01,191.88,21.48,33.28,1.1,206.11,38.23,881.76,975.27,,10-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-May-2019 - 00:00,15.43,22.17,37.6,1.82,5.52,100.48,22.97,32.39,1.05,200.81,43.91,877.47,975.47,,11-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-May-2019 - 00:00,15.5,22.6,37.33,2.18,5.21,162.79,29.16,29.69,1.05,198.17,53.58,870.28,976.04,,12-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-May-2019 - 00:00,15.11,22.89,35.35,1.44,6.04,156.43,26.22,32.06,1.1,295.3,48.69,889.63,975.92,,13-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-May-2019 - 00:00,15.29,22.51,37.41,1.79,5.96,94.45,28.64,30.13,1.02,218.59,59.14,874.5,975.6,,14-May-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
