from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
19-Apr-2019 - 00:00,234.65,2.07,273.24,46.87,193.7,9.88,54.81,36.8,82.5,24.71,0.93,0.27,0.0,80.41,17.01,12.3,1.86,8.33,2.48,13.66,20-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Apr-2019 - 00:00,329.03,3.84,245.23,43.18,175.01,28.61,69.59,59.63,84.13,26.16,1.56,0.17,0.0,95.53,13.99,8.02,5.45,24.79,3.67,16.1,21-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Apr-2019 - 00:00,226.93,4.39,263.17,37.52,221.21,10.64,64.78,41.42,97.25,28.32,1.21,0.27,0.0,68.87,24.31,7.89,5.33,25.52,5.74,18.76,22-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Apr-2019 - 00:00,395.77,,298.37,20.36,17.87,1.03,6.38,1.58,48.72,30.38,0.98,0.45,0.0,73.35,2.98,8.36,,,,,28-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Apr-2019 - 00:00,357.95,,265.89,22.27,201.38,0.11,2.17,0.07,80.2,30.42,0.72,0.44,0.0,82.9,1.2,9.63,,,,,29-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Apr-2019 - 00:00,345.45,0.0,247.45,37.53,169.75,1.76,3.6,0.35,51.93,32.8,0.42,0.21,0.0,50.93,2.01,10.52,182.0,,0.0,0.0,30-Apr-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Apr-2019 - 00:00,334.49,0.0,177.43,56.48,204.95,,,0.0,61.36,30.51,0.0,0.13,0.0,0.0,,8.23,,,0.0,0.0,01-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-May-2019 - 00:00,418.32,0.0,,,,,,0.0,54.11,,0.01,,0.0,0.0,,7.57,,,0.0,0.0,02-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-May-2019 - 00:00,330.87,0.0,168.22,48.51,6.71,,,0.0,77.37,35.19,0.0,0.22,0.0,0.08,,4.4,,,0.0,0.0,03-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-May-2019 - 00:00,202.32,0.0,180.55,46.4,170.08,34.6,67.79,18.12,82.11,31.56,0.09,0.15,0.15,22.46,8.46,3.95,,,0.0,0.0,04-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-May-2019 - 00:00,248.19,3.86,273.54,32.59,196.58,15.89,59.31,43.01,62.28,34.31,0.46,0.4,0.01,76.19,11.59,3.7,5.44,35.25,0.0,4.79,05-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-May-2019 - 00:00,282.19,5.24,276.86,27.23,203.8,27.16,58.38,52.5,84.46,33.43,1.29,0.37,0.0,101.51,12.94,7.09,4.5,20.95,,10.45,06-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-May-2019 - 00:00,325.34,5.09,293.98,48.23,194.51,53.45,85.82,90.87,75.28,36.28,2.0,0.44,0.0,96.44,17.58,6.36,4.39,19.59,,13.08,07-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-May-2019 - 00:00,512.01,0.04,283.43,58.82,192.79,91.84,103.14,127.67,50.65,30.89,2.54,0.43,0.0,122.59,39.02,6.69,8.91,15.94,,4.22,08-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-May-2019 - 00:00,470.36,0.0,287.41,28.2,186.89,92.61,67.94,113.89,46.04,35.11,1.89,0.51,0.0,115.85,28.98,7.67,10.89,44.51,,16.14,09-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-May-2019 - 00:00,501.03,0.0,292.86,25.32,171.59,63.67,38.74,75.33,53.06,35.93,1.17,0.52,0.0,117.97,9.59,8.41,5.12,21.45,,9.17,10-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-May-2019 - 00:00,342.32,1.07,294.21,43.92,176.23,25.84,42.05,42.32,61.41,38.09,0.74,0.55,0.0,79.93,10.88,7.19,2.93,12.92,,5.08,11-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-May-2019 - 00:00,339.39,0.64,266.6,71.64,169.59,14.62,57.17,40.89,76.31,40.02,0.73,0.35,0.0,102.8,5.74,12.39,4.14,18.37,,4.02,12-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-May-2019 - 00:00,443.44,0.37,292.23,73.74,163.79,23.41,43.37,39.36,92.14,39.27,0.89,0.54,0.0,170.48,9.24,,4.03,17.76,,4.13,13-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-May-2019 - 00:00,385.29,0.53,269.56,74.82,142.33,29.52,57.73,53.86,82.87,36.37,1.27,0.26,0.0,164.2,5.96,,7.47,23.72,,5.39,14-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-May-2019 - 00:00,144.44,0.32,266.11,64.52,181.47,29.2,45.61,47.32,71.21,36.11,0.73,0.24,0.0,43.29,6.48,3.68,3.43,20.65,0.56,3.89,15-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-May-2019 - 00:00,202.14,0.53,187.44,48.86,121.72,50.49,49.04,68.88,59.58,31.43,1.35,0.16,0.0,72.59,5.38,3.24,6.55,48.92,0.94,8.91,16-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-May-2019 - 00:00,247.27,0.63,241.89,44.36,117.06,44.48,49.74,56.6,64.59,31.84,1.0,0.26,0.0,64.51,7.73,3.19,7.29,38.84,0.63,6.78,17-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-May-2019 - 00:00,307.7,0.42,248.2,49.13,170.11,48.86,42.08,56.53,65.87,32.07,0.86,0.26,0.0,70.74,6.38,2.34,5.92,31.46,0.41,5.56,18-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-May-2019 - 00:00,112.06,,291.38,55.53,193.0,7.81,47.1,31.14,87.84,30.49,0.45,0.43,0.0,38.15,7.04,2.52,,,,,19-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-May-2019 - 00:00,194.61,,280.73,39.87,209.17,29.56,44.83,47.33,83.73,33.65,0.86,0.43,0.0,80.9,7.56,2.82,,,,,20-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-May-2019 - 00:00,255.05,,285.71,35.9,195.79,61.0,53.79,75.04,79.57,35.0,1.2,0.37,0.0,84.7,5.4,4.89,,,,,21-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-May-2019 - 00:00,242.69,,293.43,32.46,184.67,27.28,56.22,51.26,84.74,34.34,0.8,0.32,0.0,72.82,6.04,6.69,,,,,22-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-May-2019 - 00:00,274.5,,287.27,39.62,72.95,54.0,53.09,90.05,53.53,31.19,1.58,0.25,0.0,58.31,13.13,4.78,,,,,23-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-May-2019 - 00:00,250.63,10.79,279.0,45.63,138.38,49.66,56.04,67.76,74.7,30.88,1.17,0.27,0.0,77.18,6.06,3.57,21.3,43.56,6.64,31.13,24-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-May-2019 - 00:00,156.92,10.87,256.19,53.04,166.83,14.04,60.87,43.3,58.96,27.25,0.77,0.26,0.0,40.16,4.39,2.64,11.58,51.26,6.8,28.93,25-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-May-2019 - 00:00,140.77,7.18,296.56,40.19,222.44,3.85,52.38,30.7,105.06,29.11,0.44,0.59,0.0,35.78,8.04,2.94,5.63,33.92,7.9,17.71,26-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-May-2019 - 00:00,152.9,2.06,250.66,33.67,221.32,8.85,58.84,38.03,112.34,29.83,0.6,0.41,0.0,49.22,6.95,4.11,7.08,39.83,2.75,4.6,27-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-May-2019 - 00:00,219.95,5.53,270.0,29.83,214.71,30.55,80.46,66.94,77.77,31.31,1.01,0.38,0.0,52.61,7.41,5.48,13.37,67.76,2.65,19.29,28-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-May-2019 - 00:00,215.89,12.77,264.78,26.05,225.35,24.82,59.66,50.5,79.88,31.05,1.11,0.44,0.0,59.76,12.65,9.75,12.28,66.73,5.13,41.35,29-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-May-2019 - 00:00,260.31,16.01,269.19,28.41,211.03,38.21,71.08,68.18,74.68,31.97,1.65,0.32,0.0,60.34,12.72,6.04,14.1,66.98,5.42,55.0,30-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-May-2019 - 00:00,328.41,25.94,273.7,29.07,202.05,59.08,83.6,91.24,57.25,32.91,2.08,0.26,0.0,79.34,25.26,5.88,17.61,107.14,5.17,99.24,31-May-2019 - 00:00,"Sirifort, Delhi - CPCB"
31-May-2019 - 00:00,382.06,6.28,282.55,24.67,194.23,24.45,54.21,48.14,74.34,33.56,1.09,0.4,0.0,66.55,14.85,5.76,6.2,34.38,2.58,19.36,01-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-Jun-2019 - 00:00,333.69,-0.01,185.22,35.27,177.42,22.11,60.4,49.45,52.29,32.82,1.39,0.1,0.0,80.89,13.7,2.95,,,-0.01,-0.01,02-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Jun-2019 - 00:00,253.38,-0.01,154.19,42.33,176.43,3.29,26.8,16.87,84.52,32.89,0.69,0.26,0.0,65.7,12.52,2.39,,,-0.01,-0.01,03-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Jun-2019 - 00:00,329.06,,123.77,43.08,166.19,2.23,21.01,13.01,87.4,31.39,0.42,0.46,0.0,55.45,11.54,2.57,,,,,04-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Jun-2019 - 00:00,210.61,,152.2,42.19,169.06,8.11,37.14,26.13,80.11,31.5,0.8,0.3,0.0,45.96,12.37,2.94,,,,,05-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Jun-2019 - 00:00,247.11,,200.09,39.09,170.65,5.46,39.59,25.29,72.94,32.78,0.84,0.15,0.0,64.21,11.65,2.63,,,,,06-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Jun-2019 - 00:00,268.44,,219.64,36.54,133.27,8.93,42.7,29.7,67.13,32.21,0.72,0.23,0.0,57.69,11.69,3.13,,,,,07-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Jun-2019 - 00:00,209.13,,196.98,41.26,183.6,3.35,34.06,20.71,88.87,31.18,0.73,0.19,0.0,52.07,9.53,2.51,,,,,08-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Jun-2019 - 00:00,230.65,,264.98,38.21,193.61,26.81,50.89,48.29,79.78,32.9,1.44,0.16,0.0,59.63,9.76,3.09,,,,,09-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Jun-2019 - 00:00,280.72,,272.85,33.89,172.09,46.87,75.4,77.17,52.23,32.9,2.21,0.12,0.0,82.09,20.74,3.32,,,,,10-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Jun-2019 - 00:00,329.81,0.75,280.71,29.03,183.44,31.45,70.78,64.73,62.09,34.85,1.47,0.26,0.0,76.79,18.28,4.74,8.33,26.67,3.51,8.76,11-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Jun-2019 - 00:00,423.39,0.53,279.0,27.04,165.7,32.73,60.27,58.34,41.55,35.49,1.61,0.28,0.0,100.05,23.71,4.2,3.22,22.96,0.57,5.87,12-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Jun-2019 - 00:00,266.97,0.66,164.68,37.47,191.82,3.35,27.43,17.03,74.97,33.27,0.5,0.3,0.0,50.53,16.95,4.54,2.04,11.85,1.15,3.42,13-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Jun-2019 - 00:00,264.83,0.32,287.17,37.62,189.54,9.28,39.37,28.66,69.48,34.41,0.79,0.23,0.0,52.51,13.03,4.12,3.14,19.54,1.06,4.63,14-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Jun-2019 - 00:00,242.33,0.42,291.15,30.36,205.89,21.53,44.95,40.38,86.75,34.77,0.92,0.56,0.0,49.6,11.39,4.26,4.07,20.38,0.48,5.04,15-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Jun-2019 - 00:00,333.88,0.79,292.98,26.78,199.42,16.39,48.47,38.75,78.0,35.13,1.01,0.5,0.0,72.43,13.84,2.9,4.43,27.28,0.29,7.73,16-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Jun-2019 - 00:00,224.87,0.33,292.39,47.55,78.7,1.79,14.8,9.38,73.69,29.96,0.2,0.84,0.0,38.55,10.97,3.05,0.9,5.54,0.42,1.84,17-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Jun-2019 - 00:00,159.85,0.52,275.14,46.92,74.64,5.35,27.68,18.97,56.78,28.94,0.37,0.58,0.0,35.5,9.23,3.48,1.67,8.69,0.16,2.98,18-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Jun-2019 - 00:00,105.73,0.47,275.32,56.97,189.18,12.11,35.91,28.69,72.14,27.33,0.67,0.38,0.0,26.98,10.5,4.29,3.11,26.22,0.41,5.07,19-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Jun-2019 - 00:00,230.36,0.61,214.69,49.65,183.62,7.64,34.59,24.42,70.52,30.93,0.83,0.12,0.0,72.71,10.58,4.52,3.66,27.41,0.47,5.05,20-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Jun-2019 - 00:00,156.18,0.27,202.21,46.2,199.82,4.07,36.78,22.7,87.76,31.98,0.51,0.12,0.0,36.85,6.98,3.14,2.42,10.91,0.37,2.79,21-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Jun-2019 - 00:00,229.64,0.3,215.76,46.84,180.24,24.73,46.4,44.18,63.31,32.53,1.06,0.19,0.0,62.52,4.72,1.96,4.43,14.95,0.78,5.2,22-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Jun-2019 - 00:00,215.01,0.34,239.88,39.4,194.76,15.91,58.81,43.69,81.89,33.84,0.8,0.19,0.0,60.9,3.35,1.2,4.5,27.29,0.58,5.09,23-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Jun-2019 - 00:00,136.75,0.24,123.86,45.77,196.5,3.97,21.24,14.46,117.52,33.62,0.26,0.31,0.0,31.15,7.07,0.6,1.27,9.68,0.33,1.6,24-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Jun-2019 - 00:00,106.79,0.21,115.03,56.59,125.67,3.96,21.48,14.61,149.25,30.24,0.29,0.23,0.0,19.65,6.65,0.41,1.25,11.12,0.29,1.82,25-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Jun-2019 - 00:00,167.45,0.18,213.85,52.17,128.02,12.38,35.15,28.28,66.0,32.08,0.75,0.13,0.0,45.28,6.39,0.41,3.81,16.99,0.55,4.42,26-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Jun-2019 - 00:00,184.24,0.29,269.36,43.89,163.03,16.12,38.21,33.03,52.17,34.16,0.76,0.27,0.0,57.86,7.85,1.14,3.37,18.19,0.51,4.27,27-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Jun-2019 - 00:00,251.69,0.38,285.77,42.7,144.89,23.36,32.41,36.08,59.44,33.05,0.76,0.41,0.0,58.67,6.22,1.39,3.5,22.36,0.45,4.58,28-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Jun-2019 - 00:00,290.31,0.27,295.59,39.67,141.33,17.78,27.76,28.86,50.95,33.35,0.49,0.56,0.0,51.94,7.0,1.73,2.47,13.7,0.38,2.98,29-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Jun-2019 - 00:00,310.13,0.36,291.11,34.57,184.69,23.78,76.58,61.06,48.35,35.19,0.56,0.42,0.0,53.35,4.86,2.1,2.15,14.29,0.53,3.74,30-Jun-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Jun-2019 - 00:00,296.36,0.4,283.79,36.3,169.03,26.18,35.77,40.79,58.49,35.25,0.6,0.36,0.0,57.34,7.05,2.61,2.23,15.81,0.71,4.52,01-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
01-Jul-2019 - 00:00,217.12,0.54,272.91,37.13,176.88,9.43,50.78,34.36,72.32,35.06,0.45,0.22,0.0,48.88,14.34,4.27,1.56,14.62,1.74,3.95,02-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
02-Jul-2019 - 00:00,277.46,0.19,243.75,43.2,143.18,4.89,41.73,25.93,87.88,33.73,0.51,0.28,0.0,67.82,6.13,3.02,2.14,14.73,0.66,3.21,03-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
03-Jul-2019 - 00:00,135.86,0.33,143.17,49.68,122.79,7.75,27.22,20.6,45.1,33.11,0.44,0.21,0.0,34.29,11.59,3.81,1.88,13.52,2.07,2.87,04-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
04-Jul-2019 - 00:00,110.52,0.31,206.79,62.97,88.03,21.64,15.68,24.74,35.51,30.33,0.77,0.18,0.0,31.43,8.14,5.27,3.49,22.97,1.09,5.77,05-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
05-Jul-2019 - 00:00,92.63,1.06,225.44,74.86,67.94,17.44,17.13,23.01,17.34,27.83,0.74,0.16,0.02,39.72,11.93,11.94,3.64,35.25,1.38,7.22,06-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
06-Jul-2019 - 00:00,104.82,0.23,141.07,62.57,193.43,7.26,16.42,14.58,29.22,30.8,0.4,0.24,0.0,28.93,10.33,11.19,1.74,13.41,0.27,2.75,07-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
07-Jul-2019 - 00:00,167.64,0.07,230.25,61.13,132.73,14.65,16.07,20.21,42.69,30.62,0.72,0.2,0.0,35.18,10.37,11.09,2.19,16.39,0.51,3.3,08-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
08-Jul-2019 - 00:00,241.57,0.2,227.93,58.55,133.77,11.08,18.19,18.59,32.35,31.46,0.61,0.19,0.0,49.64,11.86,11.14,1.98,17.76,0.36,3.97,09-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
09-Jul-2019 - 00:00,210.36,0.17,232.02,62.53,82.4,8.79,12.35,13.62,15.84,29.67,0.42,0.25,0.0,43.01,11.25,11.07,1.49,19.34,0.28,5.81,10-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
10-Jul-2019 - 00:00,332.03,0.11,227.2,57.41,136.18,15.92,12.34,19.47,11.26,31.49,0.49,0.34,0.0,63.01,10.75,11.31,1.58,15.72,0.18,4.38,11-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
11-Jul-2019 - 00:00,409.14,0.29,274.84,49.34,143.23,12.61,16.3,18.77,12.72,32.77,0.51,0.46,0.0,68.33,10.92,12.09,1.22,14.57,0.21,4.19,12-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
12-Jul-2019 - 00:00,397.22,0.11,264.64,51.37,105.38,16.38,11.92,20.47,7.92,32.15,0.55,0.45,0.0,64.99,11.42,12.89,1.09,15.07,0.29,4.04,13-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
13-Jul-2019 - 00:00,406.15,0.15,280.22,46.82,137.5,13.88,15.54,19.23,17.12,32.78,0.34,0.56,0.0,64.59,9.93,12.69,0.87,12.61,0.13,2.73,14-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
14-Jul-2019 - 00:00,349.71,0.11,235.61,49.68,122.14,6.72,22.67,17.42,21.77,31.82,0.23,0.37,0.0,63.44,7.29,12.72,0.73,9.45,0.06,2.25,15-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
15-Jul-2019 - 00:00,183.48,0.22,194.92,69.38,80.44,26.83,12.53,26.87,14.79,27.54,0.75,0.18,0.0,37.52,7.59,13.06,1.54,22.88,0.45,4.56,16-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
16-Jul-2019 - 00:00,98.34,0.22,166.03,69.32,114.02,16.59,9.31,18.09,9.75,27.54,0.52,0.12,0.0,28.83,10.55,12.92,1.45,21.47,0.28,4.58,17-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
17-Jul-2019 - 00:00,73.99,0.16,232.93,74.31,72.1,19.49,11.94,21.29,30.55,26.72,0.71,0.2,0.0,26.46,10.17,12.94,1.85,27.17,0.24,4.69,18-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
18-Jul-2019 - 00:00,69.83,0.23,247.32,77.85,63.18,33.98,17.52,34.11,10.2,26.1,0.94,0.16,0.0,26.77,9.41,13.39,1.71,25.94,0.52,6.48,19-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
19-Jul-2019 - 00:00,273.85,0.45,187.38,64.91,157.47,29.05,32.75,40.26,23.92,30.03,1.2,0.1,0.0,56.14,5.86,14.05,2.36,37.02,0.73,10.04,20-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
20-Jul-2019 - 00:00,179.91,0.3,176.98,70.47,126.78,35.4,31.85,41.89,22.49,29.19,1.04,0.11,0.0,42.55,6.82,13.91,1.88,28.98,1.03,7.06,21-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
21-Jul-2019 - 00:00,105.93,0.39,175.01,75.1,142.94,33.64,22.67,33.36,15.05,28.63,1.1,0.13,0.02,39.93,7.19,13.98,2.17,41.33,0.65,8.41,22-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
22-Jul-2019 - 00:00,115.69,0.44,185.54,69.74,168.15,44.34,10.78,36.81,2.09,30.45,1.36,0.1,0.0,48.01,9.12,14.59,2.44,42.86,0.81,9.87,23-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
23-Jul-2019 - 00:00,227.73,0.62,197.74,65.25,147.81,38.01,19.36,38.25,31.44,31.69,1.85,0.1,0.0,63.7,9.35,13.77,2.68,49.52,0.75,11.24,24-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
24-Jul-2019 - 00:00,221.13,0.22,244.18,67.77,125.15,16.93,32.65,29.9,22.23,30.56,1.02,0.15,0.01,55.89,6.06,12.35,1.69,30.18,0.4,8.09,25-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
25-Jul-2019 - 00:00,60.08,0.26,227.2,76.97,46.2,21.51,21.22,26.81,6.99,26.84,0.68,0.16,0.0,17.05,5.22,12.87,0.99,20.53,0.36,5.74,26-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
26-Jul-2019 - 00:00,66.72,0.14,187.65,79.54,71.66,24.64,18.27,28.37,12.43,26.87,0.83,0.15,0.01,24.56,4.51,12.59,1.41,28.63,0.22,6.63,27-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
27-Jul-2019 - 00:00,46.13,-0.01,154.46,81.38,94.29,31.26,16.51,30.43,4.5,26.94,0.86,0.15,0.0,21.96,5.86,12.53,0.64,18.36,-0.01,0.69,28-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
28-Jul-2019 - 00:00,59.15,,131.36,72.67,124.47,11.39,16.82,17.87,9.47,28.47,0.41,0.25,0.0,17.44,6.55,11.92,,,,,29-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
29-Jul-2019 - 00:00,150.32,0.0,115.11,65.94,112.01,16.45,25.95,26.66,15.07,29.77,0.49,0.2,0.0,19.4,3.38,12.35,1.17,24.73,0.78,5.02,30-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
30-Jul-2019 - 00:00,262.74,0.03,141.19,68.04,82.16,18.93,21.48,26.09,10.89,29.08,0.7,0.1,0.0,28.08,3.55,12.99,0.98,22.58,0.53,4.75,31-Jul-2019 - 00:00,"Sirifort, Delhi - CPCB"
31-Jul-2019 - 00:00,246.76,0.0,148.67,65.62,81.67,21.67,24.14,29.23,14.12,29.58,0.5,0.13,0.0,29.9,3.86,13.12,0.93,19.72,0.46,4.47,01-Aug-2019 - 00:00,"Sirifort, Delhi - CPCB"
