from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
01-Oct-2019 - 00:00,8.48,12.98,10.77,6.91,2.17,4.86,9.14,1.58,97.72,33.48,232.93,0.51,26.64,02-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Oct-2019 - 00:00,15.18,39.18,7.0,3.54,2.05,4.95,9.28,0.98,65.32,25.96,249.13,0.51,26.67,03-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Oct-2019 - 00:00,10.67,57.69,7.25,2.34,2.02,5.28,9.06,0.0,76.96,26.38,244.84,0.46,26.68,04-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Oct-2019 - 00:00,7.53,14.98,11.2,5.49,2.24,5.4,9.71,3.93,122.95,49.89,190.05,0.32,26.94,05-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Oct-2019 - 00:00,8.26,44.96,12.3,8.69,2.17,5.22,8.54,2.61,89.33,35.19,162.96,0.34,26.83,06-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Oct-2019 - 00:00,8.0,49.13,9.37,6.71,2.05,5.34,8.19,0.0,57.72,24.15,161.9,0.42,25.06,07-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Oct-2019 - 00:00,10.08,28.23,9.31,7.32,2.08,6.31,8.42,0.72,49.97,26.21,163.75,0.39,24.59,08-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Oct-2019 - 00:00,8.81,33.51,6.13,2.73,1.6,4.2,8.54,0.0,46.21,25.74,157.63,0.46,24.61,09-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Oct-2019 - 00:00,11.83,36.7,13.67,14.06,1.56,5.62,8.94,0.33,81.51,55.0,148.02,0.37,25.16,10-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Oct-2019 - 00:00,,,0.0,,0.0,,,0.73,67.79,28.9,145.05,0.46,25.87,11-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Oct-2019 - 00:00,10.48,32.98,5.06,3.84,1.19,6.3,9.72,1.25,69.23,30.63,153.24,0.37,25.51,12-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Oct-2019 - 00:00,10.43,34.78,9.22,6.47,2.01,4.44,9.0,1.1,55.93,28.6,148.99,0.44,24.45,13-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Oct-2019 - 00:00,6.95,18.33,10.95,9.31,2.07,6.67,8.85,0.0,72.94,30.86,131.62,0.41,25.07,14-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Oct-2019 - 00:00,6.58,37.63,8.37,7.65,1.56,4.72,8.99,2.76,89.92,42.08,124.6,0.44,24.22,15-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Oct-2019 - 00:00,13.99,24.92,8.47,8.86,1.17,5.41,9.41,2.28,127.67,61.53,149.8,0.3,24.16,16-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Oct-2019 - 00:00,6.25,12.29,11.62,7.66,2.12,6.27,9.03,0.0,114.38,53.41,133.98,0.41,24.68,17-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Oct-2019 - 00:00,8.51,64.17,12.83,9.51,2.17,4.69,9.26,1.35,119.89,53.05,133.94,0.45,25.44,18-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Oct-2019 - 00:00,9.37,26.19,10.64,8.81,1.77,4.74,8.48,0.0,64.74,31.7,122.7,0.51,24.72,19-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Oct-2019 - 00:00,12.93,24.39,13.69,10.02,2.14,4.38,8.94,0.0,81.3,38.01,139.35,0.36,25.46,20-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Oct-2019 - 00:00,8.17,18.46,11.23,8.41,1.76,4.0,8.74,0.0,75.68,41.35,126.76,0.5,25.47,21-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Oct-2019 - 00:00,8.3,39.34,10.24,4.99,2.17,4.77,8.86,0.0,41.78,21.78,134.18,0.5,24.87,22-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Oct-2019 - 00:00,8.46,76.5,15.89,9.32,2.23,4.26,8.83,0.0,73.68,31.25,131.65,0.39,25.48,23-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Oct-2019 - 00:00,12.6,41.71,12.6,7.48,2.17,4.26,8.73,0.0,60.26,25.2,133.49,0.52,24.7,24-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Oct-2019 - 00:00,8.4,59.56,6.51,2.78,2.03,4.67,7.39,0.0,36.33,15.38,126.75,1.06,21.82,25-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Oct-2019 - 00:00,7.82,78.05,5.19,2.38,2.04,4.84,6.99,0.0,33.45,12.08,132.37,0.8,20.86,26-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Oct-2019 - 00:00,10.05,74.62,13.84,8.0,2.17,4.7,7.17,0.0,95.4,27.01,134.36,0.42,22.57,27-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Oct-2019 - 00:00,5.6,91.22,12.55,14.29,1.82,3.76,8.87,0.0,60.93,28.75,136.34,0.44,24.4,28-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Oct-2019 - 00:00,,,,,,,,,,,,,,29-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Oct-2019 - 00:00,,,,,,,,,,,,,,30-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Oct-2019 - 00:00,,,0.0,,0.0,,,0.0,121.32,78.64,135.16,0.66,25.92,31-Oct-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Oct-2019 - 00:00,13.87,65.86,15.0,13.17,1.67,6.4,9.53,0.0,182.62,89.87,166.46,0.34,25.52,01-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Nov-2019 - 00:00,10.75,94.61,19.08,12.93,2.3,4.22,9.12,0.0,177.16,85.55,131.45,0.43,24.16,02-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Nov-2019 - 00:00,11.27,39.75,25.09,18.38,2.43,4.47,9.47,0.0,163.73,73.63,134.04,0.48,22.8,03-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Nov-2019 - 00:00,6.91,14.21,14.12,12.48,2.16,5.26,9.76,0.0,178.28,84.82,156.69,0.24,22.59,04-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Nov-2019 - 00:00,13.79,22.48,6.39,19.89,0.64,3.18,10.08,0.0,238.33,108.67,169.74,0.29,24.83,05-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Nov-2019 - 00:00,8.06,74.84,9.87,9.85,1.49,9.35,10.53,0.14,187.96,89.96,140.74,0.37,24.32,06-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Nov-2019 - 00:00,8.99,68.84,14.22,11.72,1.34,5.71,10.49,0.07,182.49,82.3,133.23,0.44,22.32,07-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Nov-2019 - 00:00,14.08,63.44,22.43,16.56,0.52,5.35,10.3,0.56,171.56,79.99,132.32,0.45,20.69,08-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Nov-2019 - 00:00,14.02,71.59,20.76,15.95,0.6,6.53,12.73,1.58,143.17,62.1,119.25,0.52,21.15,09-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Nov-2019 - 00:00,10.27,93.32,21.11,12.81,0.63,5.54,13.98,0.0,106.8,37.88,133.22,0.53,22.76,10-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Nov-2019 - 00:00,3.89,46.71,6.78,12.44,0.29,5.85,14.78,0.0,102.01,44.26,153.63,0.33,22.78,11-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Nov-2019 - 00:00,19.06,59.52,17.63,13.87,0.49,8.63,16.56,0.0,110.3,42.78,147.23,0.38,22.41,12-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Nov-2019 - 00:00,11.66,98.58,23.71,18.45,0.62,5.62,16.63,0.0,144.19,60.71,137.8,0.42,20.46,13-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Nov-2019 - 00:00,12.6,81.18,26.26,21.72,0.64,8.23,16.42,0.6,134.57,57.5,128.22,0.42,20.4,14-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Nov-2019 - 00:00,16.63,65.79,28.01,20.02,0.7,10.82,16.36,0.9,134.87,57.74,118.61,0.45,20.07,15-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Nov-2019 - 00:00,20.3,44.42,30.86,21.76,0.74,13.49,16.0,1.87,129.98,57.39,128.43,0.44,19.83,16-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Nov-2019 - 00:00,15.19,86.73,28.1,19.72,0.77,8.16,14.76,0.56,115.9,51.41,126.72,0.43,20.36,17-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Nov-2019 - 00:00,15.35,49.62,15.52,26.75,0.35,5.62,14.42,2.06,167.23,82.26,156.34,0.33,20.52,18-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Nov-2019 - 00:00,18.21,52.02,18.08,20.13,0.53,5.86,13.87,0.0,169.33,75.3,146.06,0.41,20.95,19-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Nov-2019 - 00:00,13.98,43.18,23.5,16.54,0.87,7.45,13.42,0.0,132.0,50.2,135.08,0.45,20.48,20-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Nov-2019 - 00:00,11.59,32.78,19.24,11.84,0.87,4.78,13.23,0.0,138.54,59.01,120.17,0.4,20.53,21-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Nov-2019 - 00:00,9.98,28.63,18.61,12.6,0.89,4.84,12.7,0.0,147.24,69.78,124.27,0.39,20.75,22-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Nov-2019 - 00:00,12.98,25.07,20.29,13.66,0.92,4.92,12.74,0.0,183.99,90.36,134.74,0.39,20.72,23-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Nov-2019 - 00:00,9.95,53.3,22.27,17.14,0.96,5.91,12.71,0.0,173.66,84.78,136.97,0.42,20.49,24-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Nov-2019 - 00:00,6.92,64.85,16.77,13.14,0.96,5.18,11.89,0.0,117.73,66.13,131.1,0.43,20.31,25-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Nov-2019 - 00:00,13.1,50.67,20.06,14.63,0.98,6.93,11.98,0.0,193.55,89.16,125.66,0.41,20.37,26-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Nov-2019 - 00:00,9.66,87.4,21.49,21.01,0.82,5.04,12.09,0.0,203.5,87.32,139.41,0.42,20.49,27-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Nov-2019 - 00:00,11.21,78.21,22.97,17.09,1.02,7.32,11.25,0.0,119.5,30.88,140.89,0.45,21.12,28-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Nov-2019 - 00:00,12.03,49.47,24.15,18.2,1.09,6.01,12.27,0.05,225.35,124.85,128.36,0.41,20.78,29-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Nov-2019 - 00:00,13.42,23.46,13.59,29.99,0.47,3.72,12.14,0.0,197.2,98.43,135.0,0.44,20.73,30-Nov-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Nov-2019 - 00:00,,,0.0,,0.0,,,0.0,159.29,78.57,128.73,0.44,20.87,01-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Dec-2019 - 00:00,,,0.0,,0.0,,,0.0,138.51,70.55,118.05,0.42,20.51,02-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Dec-2019 - 00:00,14.31,94.33,16.89,17.39,0.7,4.97,9.98,0.0,138.09,63.16,127.37,0.48,20.43,03-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Dec-2019 - 00:00,13.19,90.77,25.87,17.64,1.16,4.68,11.07,0.0,165.13,76.87,138.23,0.43,19.67,04-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Dec-2019 - 00:00,15.09,66.54,25.34,17.04,1.13,5.22,11.74,86.03,127.18,62.63,118.38,0.52,19.14,05-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Dec-2019 - 00:00,15.84,40.01,30.22,17.32,0.83,8.0,12.66,314.26,121.65,54.75,127.4,0.54,16.96,06-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Dec-2019 - 00:00,21.86,58.67,28.71,16.47,0.75,6.11,12.09,13.48,128.79,60.19,119.69,0.52,16.99,07-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Dec-2019 - 00:00,19.26,49.96,32.28,20.57,0.82,7.33,11.98,0.0,140.77,64.9,135.47,0.39,18.04,08-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Dec-2019 - 00:00,8.73,34.55,13.61,23.08,0.38,3.57,10.67,0.0,137.51,69.26,131.42,0.46,18.58,09-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Dec-2019 - 00:00,23.89,78.67,20.04,21.15,0.48,9.61,11.33,55.08,156.25,76.17,131.87,0.47,18.96,10-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Dec-2019 - 00:00,21.69,63.41,42.03,30.69,0.92,5.07,11.97,0.0,179.88,84.18,146.03,0.36,18.85,11-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Dec-2019 - 00:00,17.55,74.01,43.83,30.95,1.1,5.95,12.3,0.0,230.93,118.4,147.34,0.36,18.79,12-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Dec-2019 - 00:00,13.96,55.6,39.93,28.12,0.97,6.65,12.65,121.8,174.09,89.98,142.72,0.42,19.33,13-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Dec-2019 - 00:00,15.8,75.9,39.02,26.58,0.63,6.46,12.05,116.52,136.26,64.16,145.46,0.43,19.96,14-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Dec-2019 - 00:00,15.56,43.71,22.39,24.42,0.37,8.86,11.54,0.0,126.61,62.34,137.09,0.41,20.92,15-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Dec-2019 - 00:00,,,0.0,,0.0,,,0.0,93.86,48.4,160.08,0.57,21.43,16-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Dec-2019 - 00:00,,,0.0,,0.0,,,0.0,77.64,39.16,128.87,0.52,20.74,17-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Dec-2019 - 00:00,16.34,59.09,20.44,18.03,0.62,7.88,12.1,168.64,120.78,66.42,117.36,0.47,20.37,18-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Dec-2019 - 00:00,22.53,56.41,27.41,18.61,0.59,7.34,11.53,285.34,87.89,42.14,118.13,0.56,18.24,19-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Dec-2019 - 00:00,17.64,55.07,25.37,15.13,0.54,6.03,12.27,236.33,88.45,39.64,131.79,0.49,16.32,20-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Dec-2019 - 00:00,22.62,82.51,25.7,27.72,0.51,35.68,8.17,183.32,131.03,63.05,142.15,0.37,16.23,21-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Dec-2019 - 00:00,18.48,82.07,36.27,25.57,0.94,28.76,5.85,207.03,141.06,64.2,125.01,0.45,17.09,22-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Dec-2019 - 00:00,22.79,55.8,35.93,27.58,0.82,35.74,5.27,23.39,115.31,54.19,121.06,0.49,18.94,23-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Dec-2019 - 00:00,20.44,64.86,32.85,21.79,0.86,26.65,5.67,145.59,105.64,48.7,122.02,0.4,19.02,24-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Dec-2019 - 00:00,20.23,56.43,43.85,27.97,1.11,24.32,7.27,80.68,188.63,93.6,133.22,0.42,18.71,25-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Dec-2019 - 00:00,14.61,93.24,40.64,30.41,1.25,28.81,7.52,0.0,194.76,108.68,163.13,0.38,19.48,26-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Dec-2019 - 00:00,13.33,67.14,35.92,28.45,1.18,17.55,6.24,23.81,157.28,99.39,125.98,0.43,18.22,27-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Dec-2019 - 00:00,13.97,66.14,26.76,19.14,0.79,32.33,4.78,226.5,105.44,62.44,118.16,0.69,17.25,28-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Dec-2019 - 00:00,21.48,63.48,31.25,20.83,0.65,35.17,3.76,71.6,83.74,40.9,106.88,0.56,12.99,29-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Dec-2019 - 00:00,25.96,57.59,43.96,30.82,0.83,25.67,3.71,0.0,158.88,81.66,117.09,0.42,12.97,30-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Dec-2019 - 00:00,23.01,37.82,38.09,24.07,0.98,28.47,4.37,0.0,136.41,67.82,122.52,0.52,14.64,31-Dec-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Dec-2019 - 00:00,14.1,58.74,37.83,21.6,1.03,8.31,2.22,0.0,91.64,49.59,104.2,0.53,10.13,01-Jan-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
