from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
11-Nov-2019 - 00:00,27.55,0.45,11.55,4.63,20.21,14.51,126.65,13.34,63.85,141.55,,,,,28.13,59.43,0.3,128.29,124.94,,0.0,12-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Nov-2019 - 00:00,26.68,0.38,12.19,4.3,17.98,13.06,110.83,12.43,51.99,108.38,0.13,0.54,0.7,0.32,27.72,56.46,0.3,99.75,135.91,,0.0,13-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Nov-2019 - 00:00,24.22,0.38,12.55,4.29,19.09,13.64,104.45,13.44,58.38,125.85,0.15,0.66,0.86,0.34,26.69,54.68,0.3,108.46,139.62,,0.0,14-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Nov-2019 - 00:00,23.88,0.41,12.38,4.61,22.72,15.82,110.67,13.01,60.68,124.08,0.17,0.69,0.82,0.33,26.7,55.83,0.3,125.41,170.28,,0.0,15-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Nov-2019 - 00:00,22.86,0.68,19.16,4.89,24.65,17.09,111.34,15.11,57.47,127.83,0.17,0.82,0.81,0.33,28.16,53.56,0.3,105.44,168.54,,0.0,16-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Nov-2019 - 00:00,23.21,1.03,21.28,7.35,29.63,21.73,114.76,14.01,70.64,168.19,0.32,1.62,1.01,0.39,27.6,56.85,0.32,75.72,116.87,,0.0,17-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Nov-2019 - 00:00,23.71,0.81,23.23,4.74,24.9,17.1,104.79,14.43,84.1,156.75,0.24,1.59,1.07,0.45,27.43,56.82,0.35,103.47,126.78,,0.0,18-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Nov-2019 - 00:00,26.04,0.78,25.05,5.76,19.03,14.81,76.86,13.59,80.88,152.52,0.25,1.09,0.98,0.4,26.27,57.91,0.36,110.9,125.35,737.93,0.0,19-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Nov-2019 - 00:00,26.44,0.85,30.33,7.15,14.43,13.49,34.56,14.03,71.01,146.38,0.24,1.22,1.05,0.44,25.4,56.91,0.31,90.17,124.51,740.81,0.0,20-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Nov-2019 - 00:00,22.93,0.84,36.39,7.44,14.87,13.96,29.62,14.29,71.05,145.01,0.23,1.01,0.96,0.36,25.19,57.47,0.3,148.14,125.69,745.61,0.0,21-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Nov-2019 - 00:00,23.25,0.53,40.7,7.54,7.27,10.0,26.16,13.43,52.13,88.04,0.18,0.76,0.86,0.34,24.99,56.37,0.3,116.96,179.96,745.94,0.0,22-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Nov-2019 - 00:00,22.67,0.87,36.99,7.68,14.09,13.74,30.11,15.36,83.14,162.78,0.21,0.86,0.84,0.39,26.83,46.52,0.3,139.95,183.02,744.48,0.0,23-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Nov-2019 - 00:00,23.01,0.91,37.86,7.58,16.01,14.7,31.07,15.67,95.51,174.51,0.25,0.87,0.89,0.38,24.77,55.67,0.3,144.66,119.97,744.86,0.0,24-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Nov-2019 - 00:00,23.84,1.19,31.85,7.6,22.9,18.36,33.88,16.3,97.2,170.02,0.34,1.25,1.15,0.44,22.16,49.2,0.3,127.98,6.78,744.0,0.0,25-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Nov-2019 - 00:00,23.45,0.88,39.56,7.38,14.94,13.95,29.68,15.96,79.63,157.96,0.26,0.98,0.97,0.36,24.05,37.7,0.3,130.9,71.38,743.95,0.0,26-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Nov-2019 - 00:00,23.33,0.71,39.59,7.3,10.64,11.42,28.84,15.12,71.99,137.07,0.17,0.74,0.74,0.27,24.89,37.23,0.3,125.17,125.24,744.0,0.0,27-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Nov-2019 - 00:00,22.82,0.96,35.27,7.5,16.9,14.85,29.74,14.98,70.23,147.08,0.18,0.83,0.84,0.33,24.9,38.77,0.3,112.06,105.84,742.87,0.0,28-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Nov-2019 - 00:00,22.77,0.73,35.65,7.6,13.63,13.42,28.83,15.04,52.18,104.6,0.18,0.75,0.79,0.32,25.09,36.61,0.3,121.72,144.23,738.41,0.0,29-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Nov-2019 - 00:00,22.86,1.0,35.91,7.31,14.64,13.73,30.49,14.57,86.91,164.96,0.22,0.91,0.87,0.35,26.81,34.71,0.3,142.24,141.07,728.71,0.0,30-Nov-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Nov-2019 - 00:00,24.05,0.85,37.86,7.36,14.24,13.56,29.13,14.74,81.0,153.12,0.22,0.91,0.92,0.37,25.27,35.38,0.3,96.01,106.0,730.88,0.0,01-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Dec-2019 - 00:00,25.11,0.89,39.68,6.92,10.36,11.14,29.04,14.03,76.43,125.3,0.23,0.78,0.88,0.38,25.06,35.99,0.3,83.3,96.15,731.42,0.0,02-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
02-Dec-2019 - 00:00,23.82,0.75,37.65,6.68,9.57,10.52,27.74,14.44,65.47,126.86,0.17,0.62,0.72,0.32,25.33,36.84,0.3,170.38,109.28,732.96,0.0,03-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
03-Dec-2019 - 00:00,22.54,0.95,35.36,7.17,11.17,11.77,28.78,14.98,63.01,124.46,0.13,0.62,0.71,0.32,25.1,39.83,0.3,152.92,112.25,735.19,0.0,04-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
04-Dec-2019 - 00:00,29.99,0.62,34.91,6.91,9.89,10.89,28.86,14.47,74.41,130.06,0.14,0.61,0.62,0.25,26.16,30.28,0.3,95.27,139.23,739.65,0.0,05-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
05-Dec-2019 - 00:00,31.3,0.6,37.86,6.97,8.94,10.41,28.87,14.23,51.68,89.86,0.12,0.6,0.67,0.29,24.33,30.7,0.3,88.5,120.41,740.55,0.0,06-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
06-Dec-2019 - 00:00,31.45,0.29,19.75,7.06,9.82,10.3,28.24,14.59,56.1,87.76,0.13,0.59,0.72,0.32,23.22,30.16,0.3,104.5,112.22,741.0,0.0,07-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
07-Dec-2019 - 00:00,27.35,0.36,8.62,8.49,19.79,15.72,30.95,16.18,76.66,141.11,0.21,0.83,0.84,0.62,23.71,29.96,0.3,113.56,124.28,740.59,0.0,08-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
08-Dec-2019 - 00:00,29.3,0.33,9.17,9.07,18.25,15.82,32.29,16.83,70.01,146.25,0.24,0.89,0.75,0.58,23.7,36.94,0.3,97.59,99.17,738.97,0.0,09-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
09-Dec-2019 - 00:00,32.51,0.38,11.87,7.16,24.13,18.46,39.26,13.79,86.35,154.36,0.28,1.03,1.22,0.79,23.84,37.67,0.3,101.45,118.32,737.79,0.0,10-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
10-Dec-2019 - 00:00,21.37,0.37,10.36,6.91,16.25,14.26,21.46,7.83,91.99,138.45,0.19,0.81,0.74,0.26,23.59,37.82,0.3,143.83,115.97,738.22,0.0,11-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
11-Dec-2019 - 00:00,22.99,0.27,11.33,6.85,10.02,10.91,22.44,7.87,70.56,86.82,0.13,0.6,0.59,0.21,23.83,36.98,0.3,154.96,114.96,736.98,0.0,12-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
12-Dec-2019 - 00:00,24.68,0.16,11.15,6.74,7.04,9.23,23.54,8.36,46.21,56.46,0.1,0.38,0.46,0.22,24.16,37.32,0.3,174.93,120.44,736.18,0.0,13-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
13-Dec-2019 - 00:00,27.11,0.15,11.69,5.8,7.34,8.63,27.06,7.36,32.62,47.05,0.11,0.44,0.59,0.31,24.61,38.65,0.3,174.58,104.21,736.34,0.0,14-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
14-Dec-2019 - 00:00,27.05,0.2,12.02,5.88,7.29,8.66,27.08,7.62,33.73,54.07,0.12,0.5,0.62,0.31,25.28,39.78,0.3,154.95,112.39,736.53,0.0,15-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
15-Dec-2019 - 00:00,27.01,0.23,12.32,5.83,7.62,8.79,26.82,7.78,41.26,55.35,0.1,0.47,0.6,0.3,25.41,40.19,0.3,153.58,112.95,737.01,0.0,16-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
16-Dec-2019 - 00:00,26.94,0.22,12.28,6.07,12.31,11.48,27.73,7.75,44.21,66.72,0.14,0.54,0.63,0.3,24.05,41.95,0.3,128.09,84.01,737.73,0.0,17-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
17-Dec-2019 - 00:00,24.97,0.2,12.79,6.79,9.04,10.33,23.78,7.53,52.97,66.52,0.1,0.45,0.49,0.21,23.98,41.22,0.3,78.04,110.99,736.51,0.0,18-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
18-Dec-2019 - 00:00,24.75,0.26,13.18,6.94,9.23,10.55,22.95,8.09,60.82,76.8,0.1,0.53,0.54,0.25,25.58,35.5,0.3,99.62,161.89,735.21,0.0,19-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
19-Dec-2019 - 00:00,25.02,0.29,13.42,7.02,11.55,11.86,23.91,8.53,62.62,73.12,0.12,0.59,0.61,0.26,24.06,37.48,0.3,100.8,115.76,734.78,0.0,20-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
20-Dec-2019 - 00:00,25.37,0.29,14.03,7.13,12.42,12.41,24.33,9.03,66.01,75.52,0.14,0.65,0.62,0.26,23.94,36.83,0.3,117.6,113.99,733.32,0.0,21-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Dec-2019 - 00:00,27.46,0.31,13.04,6.95,12.43,12.26,26.97,5.15,64.57,97.72,0.13,0.69,0.71,0.31,24.27,47.0,0.3,111.76,120.78,733.34,0.0,22-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Dec-2019 - 00:00,28.07,0.34,12.97,6.49,9.76,10.47,27.61,2.39,66.86,108.95,0.16,0.62,0.7,0.31,25.06,56.36,0.3,137.03,115.54,730.31,0.0,23-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Dec-2019 - 00:00,23.23,0.31,12.99,6.85,8.74,10.22,24.65,2.82,69.8,95.88,0.12,0.57,0.61,0.26,24.66,59.43,0.3,129.31,80.3,727.78,0.0,24-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Dec-2019 - 00:00,21.89,0.3,12.53,7.08,7.9,9.96,25.01,2.3,63.86,77.6,0.1,0.54,0.59,0.25,24.86,60.71,0.3,159.29,116.8,722.19,0.0,25-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Dec-2019 - 00:00,23.45,0.23,12.71,6.75,6.53,8.97,26.54,2.05,62.95,63.09,0.11,0.42,0.56,0.29,24.27,62.85,0.3,162.98,91.64,720.41,0.0,26-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Dec-2019 - 00:00,26.55,0.33,12.85,6.44,8.49,9.75,27.96,2.29,75.28,100.08,0.19,0.61,0.7,0.31,24.44,66.2,0.3,172.47,26.4,714.28,0.0,27-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Dec-2019 - 00:00,26.55,0.2,13.84,6.75,10.34,10.99,26.93,2.66,37.64,61.67,0.13,0.5,0.58,0.28,22.16,50.01,0.3,68.72,78.01,721.31,0.0,28-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Dec-2019 - 00:00,26.04,0.16,15.73,6.93,9.79,10.84,22.72,2.82,16.23,24.19,0.1,0.35,0.42,0.19,20.27,40.9,0.3,75.2,134.07,732.16,0.0,29-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Dec-2019 - 00:00,25.49,0.18,16.61,7.33,10.63,11.62,23.72,3.2,17.0,18.0,0.12,0.33,0.39,0.2,20.14,44.0,0.3,82.45,139.41,724.93,0.0,30-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Dec-2019 - 00:00,24.96,0.37,15.47,7.59,11.7,12.4,25.65,2.75,37.7,74.87,0.11,0.45,0.47,0.22,23.88,44.17,0.3,115.2,162.12,716.47,0.0,31-Dec-2019 - 00:00,"Chandrapur, Chandrapur - MPCB"
31-Dec-2019 - 00:00,26.85,0.1,16.1,8.85,11.75,13.4,25.25,2.25,30.0,58.0,0.1,0.6,0.6,0.3,21.8,53.0,0.3,94.5,2.0,732.0,0.0,01-Jan-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
