from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
30-Jan-2019 - 00:00,,,,1.32,17.11,15.87,19.35,14.14,133.61,0.0,,26.67,,,,,,,31-Jan-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-Jan-2019 - 00:00,24.9,1.4,747.0,0.89,13.48,15.03,15.96,10.35,113.34,0.01,54.51,20.4,163.95,4.04,-0.01,76.02,0.59,2.73,01-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Feb-2019 - 00:00,23.73,1.81,747.0,1.16,15.48,15.72,17.94,13.77,152.34,0.0,65.54,24.52,107.48,4.42,0.0,104.19,0.5,3.69,02-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Feb-2019 - 00:00,23.69,2.14,746.88,1.22,19.49,14.62,20.62,13.51,188.45,0.0,69.53,26.75,98.54,5.71,0.0,91.59,0.47,3.87,03-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Feb-2019 - 00:00,24.41,1.44,747.0,0.76,14.32,13.52,15.84,16.56,163.39,0.0,67.63,16.98,105.45,3.21,0.0,19.12,0.54,2.29,04-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Feb-2019 - 00:00,23.73,1.22,747.0,0.94,11.21,12.69,12.87,15.33,124.35,0.0,68.7,17.13,104.95,2.91,0.0,24.48,0.85,2.2,05-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Feb-2019 - 00:00,23.99,1.33,747.0,1.11,13.14,12.69,14.43,12.15,133.51,0.0,66.04,21.38,97.78,3.25,0.0,31.85,0.63,1.92,06-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Feb-2019 - 00:00,24.75,1.63,746.38,1.15,14.9,12.65,15.84,11.51,135.48,0.0,68.44,23.45,99.06,4.27,0.0,43.52,0.52,2.69,07-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Feb-2019 - 00:00,25.43,1.18,746.38,0.89,10.77,10.72,11.46,15.19,118.35,0.0,68.23,19.07,97.59,2.59,0.0,109.15,1.06,1.58,08-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Feb-2019 - 00:00,23.74,1.03,746.66,0.97,8.55,4.49,6.24,20.45,128.81,0.0,80.98,20.6,35.69,1.78,-0.0,96.27,0.79,0.97,09-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Feb-2019 - 00:00,23.25,1.0,746.76,1.0,5.58,5.03,4.2,11.62,69.86,0.0,75.02,19.2,81.27,2.71,0.0,28.06,1.39,1.8,10-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Feb-2019 - 00:00,22.56,0.75,747.03,1.1,,,,8.68,114.6,0.0,65.52,21.11,144.28,1.95,0.0,37.5,1.04,1.02,11-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Feb-2019 - 00:00,23.29,1.3,747.13,1.0,,,,7.13,198.26,0.0,66.42,21.37,140.96,3.3,0.0,37.29,0.61,2.07,12-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Feb-2019 - 00:00,23.61,1.63,747.12,1.18,5.25,5.3,4.1,7.58,141.33,0.0,67.95,25.84,134.54,4.73,0.0,18.43,0.59,3.32,13-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Feb-2019 - 00:00,24.25,1.98,747.1,0.97,,,,6.29,143.66,0.0,64.06,27.78,134.69,5.7,0.0,24.19,0.73,3.95,14-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Feb-2019 - 00:00,24.9,1.8,747.0,1.02,,,,7.09,202.67,0.0,63.68,24.54,122.59,5.16,0.0,40.72,0.67,3.84,15-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Feb-2019 - 00:00,24.7,0.94,747.0,0.85,,,,9.36,111.4,0.0,71.48,19.01,69.85,1.91,0.0,54.01,1.18,1.16,16-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Feb-2019 - 00:00,26.01,0.56,746.67,0.95,,,,12.7,43.76,0.0,69.03,20.73,141.59,1.52,0.0,47.1,1.68,1.16,17-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Feb-2019 - 00:00,23.94,0.48,746.23,1.02,,,,11.1,65.74,0.0,67.88,20.41,140.33,0.95,0.0,44.41,2.32,0.49,18-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Feb-2019 - 00:00,24.38,1.02,746.1,1.13,,,,11.32,97.79,0.0,62.31,24.44,134.09,3.04,0.0,44.52,1.33,2.73,19-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Feb-2019 - 00:00,25.98,1.51,746.38,1.31,,,,9.73,140.95,0.0,59.38,30.97,142.66,4.5,0.0,42.23,0.75,4.19,20-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Feb-2019 - 00:00,26.53,1.44,747.0,1.02,,,,8.8,193.54,0.0,62.39,23.75,135.35,3.88,0.0,27.51,0.84,3.18,21-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Feb-2019 - 00:00,27.23,2.14,747.0,1.07,,,,9.37,218.51,0.0,63.44,26.16,134.55,4.11,0.0,35.17,0.72,3.1,22-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Feb-2019 - 00:00,27.97,1.44,746.26,0.97,,,,11.66,212.14,0.0,65.01,25.51,118.8,3.74,0.0,25.14,0.77,3.37,23-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Feb-2019 - 00:00,26.68,0.61,746.15,0.55,,,,17.65,71.33,0.0,65.14,15.57,135.94,1.48,0.0,34.93,2.84,1.06,24-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Feb-2019 - 00:00,23.53,0.41,746.14,0.25,,,,17.46,98.43,0.0,62.07,13.7,129.38,0.62,0.0,51.1,1.59,0.41,25-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Feb-2019 - 00:00,27.99,1.21,746.0,1.1,,,,19.02,55.23,0.0,57.11,15.6,164.06,3.88,0.0,91.56,0.94,3.78,26-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Feb-2019 - 00:00,26.63,1.03,746.0,1.31,,,,12.42,58.9,0.0,64.22,14.78,138.5,2.88,0.0,50.29,0.58,2.03,27-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Feb-2019 - 00:00,26.17,0.69,746.0,1.46,,,,11.91,60.9,0.0,67.31,14.19,146.01,1.93,0.0,68.36,2.22,1.26,28-Feb-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Feb-2019 - 00:00,23.78,0.53,746.41,1.41,,,,11.94,44.02,0.0,70.86,13.02,135.0,1.5,0.0,42.48,2.38,1.17,01-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Mar-2019 - 00:00,23.79,0.76,747.0,1.56,,,,27.34,53.14,0.0,56.54,13.99,173.9,2.5,0.0,36.1,1.62,1.94,02-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Mar-2019 - 00:00,24.67,1.05,746.83,0.92,,,,34.8,82.84,0.0,57.26,14.96,171.95,2.92,0.0,41.74,0.94,2.14,03-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Mar-2019 - 00:00,24.26,0.9,746.27,1.3,,,,37.13,93.85,0.0,63.58,14.05,88.17,1.89,0.0,46.63,0.95,1.13,04-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Mar-2019 - 00:00,25.55,0.94,746.0,1.18,,,,38.25,86.05,0.0,72.64,14.72,143.6,2.58,0.0,90.64,1.11,2.27,05-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Mar-2019 - 00:00,26.62,1.1,746.0,0.96,,,,29.11,129.95,0.0,68.63,14.38,148.63,2.93,0.0,83.96,1.07,2.48,06-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Mar-2019 - 00:00,26.0,0.8,746.0,1.27,,,,40.56,58.67,0.0,60.1,13.41,158.29,2.0,0.0,35.43,1.8,1.64,07-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Mar-2019 - 00:00,25.69,0.73,746.11,1.28,,,,28.91,55.84,0.0,53.93,13.85,175.68,4.01,0.0,50.91,1.56,1.59,08-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Mar-2019 - 00:00,26.19,0.83,746.24,0.8,,,,22.67,55.66,0.0,52.95,9.3,177.2,2.25,0.0,54.85,1.62,1.69,09-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Mar-2019 - 00:00,27.3,1.17,746.17,0.43,,,,29.72,77.67,0.0,51.36,8.07,167.07,3.12,0.0,42.29,1.1,2.51,10-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Mar-2019 - 00:00,28.4,0.95,746.31,0.46,,,,23.23,71.72,0.0,52.98,10.21,166.72,2.28,0.0,58.44,1.07,1.8,11-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Mar-2019 - 00:00,28.08,1.59,746.54,0.25,,,,24.22,81.79,0.0,55.96,11.53,160.84,4.62,0.0,89.49,0.9,4.05,12-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Mar-2019 - 00:00,29.21,1.45,746.21,0.58,82.39,86.71,107.65,16.34,85.52,0.0,52.22,12.3,160.91,4.11,0.0,55.01,0.99,3.67,13-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Mar-2019 - 00:00,28.88,1.13,746.5,0.97,45.26,92.24,82.87,8.9,72.42,0.0,54.02,12.36,157.92,3.15,0.0,28.71,1.26,2.55,14-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Mar-2019 - 00:00,28.7,0.9,746.75,1.14,23.14,76.0,56.24,9.82,55.77,0.0,58.42,10.19,99.03,2.71,0.0,45.93,1.63,2.52,15-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Mar-2019 - 00:00,28.44,0.91,746.6,1.47,12.78,73.39,46.33,10.76,54.93,0.0,61.29,8.93,100.21,2.42,0.0,56.55,1.33,2.16,16-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Mar-2019 - 00:00,28.16,0.88,746.61,1.51,13.95,92.28,57.37,12.46,51.42,0.0,56.01,9.94,151.41,2.55,0.0,43.72,1.85,2.38,17-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Mar-2019 - 00:00,26.96,0.52,746.05,1.29,6.92,93.28,51.94,13.29,76.17,0.0,50.18,10.11,174.07,1.1,0.0,43.47,1.56,0.8,18-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Mar-2019 - 00:00,29.65,1.25,746.13,1.69,27.39,66.63,54.65,11.12,50.69,0.0,55.07,10.12,186.19,4.45,0.0,38.27,1.81,4.06,19-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Mar-2019 - 00:00,28.33,1.15,746.0,1.7,35.09,77.23,66.6,13.01,129.3,0.0,51.57,10.81,166.07,3.55,0.0,39.98,1.41,3.16,20-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Mar-2019 - 00:00,29.09,1.48,746.0,1.9,42.5,52.5,59.36,16.14,104.37,0.0,46.2,12.48,183.39,4.4,0.0,55.52,1.47,4.07,21-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Mar-2019 - 00:00,26.29,0.92,746.0,1.97,17.84,28.6,26.71,21.31,147.31,0.0,47.38,11.23,3.0,2.29,0.0,88.5,0.88,1.3,22-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Mar-2019 - 00:00,26.87,0.44,746.0,0.59,10.84,25.04,19.11,34.8,61.6,0.0,46.94,8.82,3.0,1.04,0.0,44.92,1.19,0.76,24-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Mar-2019 - 00:00,29.42,0.52,746.0,1.17,14.38,37.51,28.65,13.14,45.0,0.0,43.62,8.96,173.07,1.29,0.0,44.45,1.69,0.91,25-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Mar-2019 - 00:00,30.27,1.19,746.0,1.26,38.72,40.81,49.68,24.9,99.94,0.0,46.12,12.18,168.18,3.31,0.0,39.57,1.31,2.89,26-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Mar-2019 - 00:00,26.76,1.08,746.17,1.22,22.46,30.3,31.27,21.55,86.07,0.0,67.5,12.91,78.07,3.66,0.0,80.61,1.55,2.83,27-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Mar-2019 - 00:00,28.69,1.12,746.28,1.43,18.9,38.71,32.95,27.91,64.45,0.0,57.51,12.51,194.7,3.27,0.0,49.67,1.28,3.02,28-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Mar-2019 - 00:00,29.47,1.45,746.2,1.74,30.17,40.44,43.04,28.97,68.03,0.0,51.96,13.2,192.18,4.4,0.0,47.27,0.92,4.26,29-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Mar-2019 - 00:00,30.85,1.49,745.97,1.22,27.37,37.48,38.25,36.11,102.98,0.0,50.06,14.12,161.15,5.11,0.0,74.8,0.89,4.71,30-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Mar-2019 - 00:00,31.05,1.71,745.95,0.79,23.27,31.42,32.52,35.36,86.66,0.0,51.5,14.42,146.77,5.41,0.0,47.66,0.86,4.67,31-Mar-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-Mar-2019 - 00:00,28.37,0.58,745.71,0.67,8.7,25.89,17.85,41.06,93.71,0.0,62.46,11.78,3.25,1.47,0.0,97.96,0.55,1.13,01-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Apr-2019 - 00:00,31.85,1.17,746.0,1.15,6.54,18.69,12.25,43.23,65.81,0.0,55.91,14.7,222.63,3.37,0.0,71.91,1.42,2.41,02-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Apr-2019 - 00:00,30.09,0.87,746.0,1.09,9.39,20.62,15.6,30.53,64.21,0.0,54.57,13.58,187.79,2.01,0.0,60.31,1.72,1.45,03-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Apr-2019 - 00:00,31.11,1.32,746.0,0.9,15.38,32.92,27.02,23.19,69.93,0.0,44.59,14.1,188.76,3.68,0.0,57.65,1.05,2.94,04-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Apr-2019 - 00:00,31.2,1.39,746.0,1.02,7.6,23.51,15.69,24.75,76.65,0.0,57.09,14.04,176.91,3.03,0.0,104.2,1.15,2.1,05-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Apr-2019 - 00:00,31.08,0.91,745.47,0.98,6.87,19.81,13.08,54.7,32.59,0.0,62.87,12.91,192.85,2.61,0.0,116.63,1.45,2.15,06-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Apr-2019 - 00:00,31.39,0.79,745.79,0.77,6.25,13.59,9.31,32.43,60.47,0.0,60.43,13.79,195.6,2.15,0.0,120.12,2.25,1.49,07-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Apr-2019 - 00:00,25.45,0.27,746.0,0.7,6.16,14.08,9.49,14.92,,0.0,83.01,12.13,88.11,0.48,0.03,97.92,1.22,0.27,08-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Apr-2019 - 00:00,33.08,1.35,745.36,1.01,6.51,23.96,15.02,34.63,51.98,0.0,54.12,14.63,201.64,4.53,-0.0,99.92,0.66,3.8,09-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Apr-2019 - 00:00,29.85,0.77,745.55,0.93,6.66,18.13,12.05,23.05,49.22,0.0,69.6,13.42,171.25,1.86,0.01,116.88,0.66,1.44,10-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Apr-2019 - 00:00,30.07,0.93,746.0,0.62,6.67,18.32,12.17,27.48,50.72,0.0,64.26,13.82,201.89,2.67,0.01,146.55,0.96,1.95,11-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Apr-2019 - 00:00,31.65,0.62,745.77,0.85,5.85,13.62,8.99,25.53,50.78,0.0,61.7,13.56,201.67,1.42,0.0,121.03,0.42,0.77,12-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Apr-2019 - 00:00,33.16,1.08,745.74,1.04,6.29,20.32,12.92,29.45,69.79,0.0,56.1,14.06,194.33,2.94,0.0,118.21,0.51,2.34,13-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Apr-2019 - 00:00,33.98,1.18,745.65,1.34,13.31,19.2,18.03,35.68,56.77,0.0,50.27,14.87,168.83,3.46,0.0,79.8,0.36,2.59,14-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Apr-2019 - 00:00,33.75,0.83,745.62,0.68,11.32,21.4,17.57,38.26,57.86,0.0,47.53,14.36,202.41,2.58,0.0,50.89,0.54,1.85,15-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Apr-2019 - 00:00,,1.16,,1.2,13.97,23.37,19.94,25.36,50.68,0.0,,14.33,,3.58,,,,2.32,16-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Apr-2019 - 00:00,33.56,0.72,746.0,0.76,6.01,18.7,11.83,29.6,60.51,0.0,43.03,13.2,112.37,1.79,0.0,93.15,2.2,0.93,17-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Apr-2019 - 00:00,29.27,0.54,746.18,0.79,6.49,17.57,11.62,25.88,35.09,0.0,55.55,12.24,102.24,1.67,-0.0,78.76,1.41,1.13,18-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Apr-2019 - 00:00,31.45,0.78,746.0,0.94,6.26,17.51,11.4,29.11,40.71,0.0,52.55,13.32,192.54,2.48,0.0,56.98,0.95,1.82,19-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Apr-2019 - 00:00,30.7,0.47,745.94,0.7,6.07,15.86,10.37,40.28,53.93,0.0,52.41,12.78,186.3,1.35,0.0,84.1,0.86,0.87,20-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Apr-2019 - 00:00,31.57,0.98,745.56,1.05,11.98,24.61,19.83,35.04,43.48,0.0,48.44,14.44,201.56,3.25,0.0,46.08,0.71,2.38,21-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Apr-2019 - 00:00,32.51,1.03,745.22,0.76,12.16,22.99,19.12,35.39,78.31,0.0,45.25,14.0,196.76,3.38,0.0,51.17,0.74,1.96,22-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Apr-2019 - 00:00,32.36,1.05,745.39,1.16,7.64,21.99,14.9,38.26,76.2,0.0,46.08,13.78,194.65,3.25,0.0,97.98,0.77,2.39,23-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Apr-2019 - 00:00,32.02,0.8,745.66,0.84,6.06,16.1,10.5,52.29,59.32,0.0,54.21,14.06,179.49,1.97,0.0,142.07,1.19,1.28,24-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Apr-2019 - 00:00,32.94,0.89,745.81,1.06,5.74,14.18,9.22,41.31,60.51,0.0,50.87,14.55,201.68,2.73,0.0,137.15,1.11,1.92,25-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Apr-2019 - 00:00,34.23,1.5,745.6,0.99,12.38,14.49,14.78,38.29,89.0,0.0,50.4,15.26,198.36,5.65,0.0,16.68,0.48,4.47,26-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Apr-2019 - 00:00,34.85,1.01,745.17,0.86,5.88,14.05,9.26,69.78,68.05,0.0,49.34,14.35,193.75,3.0,0.0,87.73,1.38,2.53,27-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Apr-2019 - 00:00,34.52,1.03,745.07,1.16,11.21,18.18,15.78,59.59,82.38,0.0,46.06,14.45,194.6,3.13,0.0,19.75,1.6,2.66,28-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Apr-2019 - 00:00,34.82,0.94,745.0,0.86,13.84,25.5,21.82,46.97,72.5,0.0,33.63,14.64,205.08,3.09,0.0,29.51,1.75,2.58,29-Apr-2019 - 00:00,"Collectorate, Gaya - BSPCB"
