from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
23-Aug-2019 - 00:00,29.62,0.66,745.04,0.37,12.83,57.28,40.9,46.07,36.95,0.0,83.92,4.59,75.36,2.31,-0.01,134.89,0.71,1.36,24-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Aug-2019 - 00:00,29.31,0.8,745.03,0.46,14.69,57.77,42.66,33.67,38.13,0.0,85.34,4.6,89.75,2.85,-0.01,153.06,0.5,1.84,25-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Aug-2019 - 00:00,29.56,0.53,745.02,0.39,11.06,54.01,37.73,32.65,27.01,0.0,82.52,4.25,105.47,1.79,-0.01,182.09,0.67,1.12,26-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Aug-2019 - 00:00,30.72,0.76,744.99,0.48,19.46,59.9,47.69,34.46,31.14,0.0,77.81,4.88,188.03,2.65,-0.01,170.43,1.1,1.79,27-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Aug-2019 - 00:00,31.32,0.71,745.0,0.38,11.2,57.37,39.62,33.81,36.89,0.0,73.28,4.24,200.54,2.31,-0.01,76.88,1.0,1.5,28-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Aug-2019 - 00:00,32.12,0.76,745.0,0.45,10.96,59.27,40.43,37.23,36.22,0.0,71.72,4.78,194.89,2.55,-0.01,4.0,0.75,1.62,29-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Aug-2019 - 00:00,31.62,0.63,745.23,0.35,10.07,53.37,36.5,39.18,28.54,0.0,72.11,4.72,158.83,2.13,-0.01,60.39,0.95,1.39,30-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Aug-2019 - 00:00,31.04,0.43,744.89,0.38,11.92,60.35,41.54,41.07,42.57,0.0,76.11,5.36,208.09,0.91,-0.01,71.87,0.45,0.45,31-Aug-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Sep-2019 - 00:00,30.97,0.79,746.77,0.33,9.45,52.5,35.6,30.04,36.0,0.0,76.81,14.91,4.12,2.73,-0.01,84.88,0.6,1.55,03-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Sep-2019 - 00:00,30.9,0.68,747.0,0.4,13.95,54.72,39.15,32.29,42.77,0.0,77.9,14.1,79.32,2.43,-0.01,71.06,0.47,1.53,04-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Sep-2019 - 00:00,30.9,0.51,748.8,0.51,22.08,53.36,45.81,37.83,37.33,0.0,77.05,14.31,103.91,2.12,-0.01,86.53,0.75,1.2,05-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Sep-2019 - 00:00,31.11,0.39,750.06,0.4,21.67,49.99,44.13,24.26,39.1,0.01,74.5,13.55,126.7,1.57,-0.01,87.45,0.89,0.89,06-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Sep-2019 - 00:00,31.54,0.55,749.91,0.19,10.27,55.29,37.76,18.31,34.38,0.0,72.88,13.51,170.06,1.84,-0.01,92.01,0.98,0.81,07-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Sep-2019 - 00:00,30.95,0.53,749.94,0.19,10.87,55.44,38.29,25.51,36.19,0.0,75.51,13.85,141.25,1.83,-0.01,92.96,0.94,0.88,08-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Sep-2019 - 00:00,29.1,0.07,750.0,0.75,40.37,57.0,63.09,36.35,50.08,0.0,85.36,13.25,4.0,0.53,-0.01,92.82,0.6,0.36,09-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Sep-2019 - 00:00,32.16,0.65,749.35,0.88,31.94,46.42,48.37,14.12,23.04,0.0,71.33,15.82,149.96,2.05,-0.01,85.33,0.57,1.19,10-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Sep-2019 - 00:00,31.78,0.46,750.0,0.66,6.91,38.25,25.57,14.59,34.55,0.0,72.0,13.91,139.53,1.2,-0.01,91.44,0.45,0.57,11-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Sep-2019 - 00:00,31.65,0.6,750.0,0.6,13.45,46.3,35.09,9.18,33.74,0.0,75.54,14.32,188.61,1.79,-0.01,137.97,0.49,1.12,12-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Sep-2019 - 00:00,30.61,0.54,750.0,1.3,7.38,47.04,28.95,9.1,23.37,0.0,75.8,16.62,118.17,1.89,-0.01,89.41,1.39,1.13,13-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Sep-2019 - 00:00,29.65,0.63,750.23,1.28,9.46,55.23,36.6,8.09,21.89,0.0,82.46,16.73,78.01,1.98,-0.01,74.41,0.64,1.42,14-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Sep-2019 - 00:00,31.0,0.54,750.51,1.43,6.53,54.42,33.85,13.5,31.26,0.0,74.96,16.51,178.23,1.65,-0.01,58.6,0.59,0.95,15-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Sep-2019 - 00:00,31.85,0.52,750.68,1.45,4.19,61.15,35.32,18.21,35.9,0.0,70.97,16.67,207.76,1.72,-0.01,137.6,0.59,1.09,16-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Sep-2019 - 00:00,31.12,0.58,750.2,1.49,4.95,60.24,35.37,20.43,32.46,0.0,74.57,16.6,116.67,1.83,-0.01,90.93,0.66,1.24,17-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Sep-2019 - 00:00,30.02,0.7,750.49,1.34,5.45,54.83,32.99,10.67,31.64,0.0,80.11,14.15,126.52,1.98,-0.01,116.08,0.56,1.44,18-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Sep-2019 - 00:00,30.26,0.62,751.0,1.49,4.77,55.57,33.13,5.25,26.23,0.0,80.0,13.59,173.55,2.02,-0.01,116.33,0.68,1.36,19-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Sep-2019 - 00:00,30.24,0.89,751.0,1.51,12.99,62.82,43.87,23.94,35.91,0.0,80.61,14.16,139.47,3.07,-0.01,100.78,0.43,2.39,20-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Sep-2019 - 00:00,30.73,0.83,751.0,1.47,15.54,56.25,42.21,12.62,29.31,0.0,77.04,13.74,194.04,2.96,-0.01,76.81,0.52,2.34,21-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Sep-2019 - 00:00,29.9,0.59,750.96,1.44,8.05,55.44,35.6,7.1,30.15,0.0,80.45,13.95,165.67,1.96,-0.01,95.93,0.6,1.16,22-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Sep-2019 - 00:00,29.68,0.58,751.0,1.35,4.31,54.61,31.9,22.99,34.51,0.0,80.83,13.59,139.74,1.89,-0.01,108.66,0.48,1.22,23-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Sep-2019 - 00:00,29.87,0.65,751.0,1.08,3.74,59.93,32.78,18.66,36.83,0.0,79.26,12.73,143.07,2.02,-0.01,87.79,0.52,1.12,24-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Sep-2019 - 00:00,29.63,0.6,751.0,0.68,16.49,68.4,40.22,12.58,30.35,0.0,79.92,13.86,128.11,1.99,-0.01,92.04,0.65,1.2,25-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Sep-2019 - 00:00,28.59,0.43,751.24,0.7,7.84,73.45,36.76,7.29,27.6,0.0,83.93,14.42,73.24,1.19,-0.01,87.94,1.34,0.52,26-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Sep-2019 - 00:00,27.72,0.57,751.82,0.88,8.22,42.1,22.81,9.67,27.33,0.0,88.95,13.83,42.67,1.48,-0.01,89.77,0.85,0.66,27-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Sep-2019 - 00:00,27.46,0.58,751.48,0.95,12.13,45.72,30.51,14.28,28.99,0.0,89.89,13.82,38.35,2.11,-0.01,51.58,0.36,1.33,28-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Sep-2019 - 00:00,26.98,0.36,751.0,0.92,5.31,38.94,19.28,17.62,17.68,0.0,91.73,13.69,24.65,1.04,-0.01,84.93,0.48,0.68,29-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Sep-2019 - 00:00,26.98,0.31,751.0,0.87,5.72,39.19,18.78,14.25,16.42,0.0,91.6,13.78,23.08,0.68,-0.01,80.67,0.54,0.42,30-Sep-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Sep-2019 - 00:00,28.42,0.93,751.03,0.88,17.05,52.92,38.54,8.74,29.82,0.0,84.67,14.18,99.66,3.33,-0.01,92.53,0.64,2.91,01-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Oct-2019 - 00:00,28.85,0.86,751.0,0.91,17.19,54.23,38.57,9.85,27.34,0.0,81.23,14.17,132.52,2.99,-0.01,136.56,0.77,2.67,02-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Oct-2019 - 00:00,29.64,0.79,751.0,0.86,12.4,52.22,32.07,16.49,31.87,0.0,79.48,13.93,158.52,2.68,-0.01,121.36,0.4,2.16,03-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Oct-2019 - 00:00,30.04,0.74,751.0,0.97,6.89,53.07,29.65,18.67,30.46,0.0,78.25,14.32,153.56,2.33,-0.01,72.03,0.41,1.6,04-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Oct-2019 - 00:00,29.55,0.73,751.0,0.85,7.02,56.16,32.64,9.07,33.77,0.0,80.66,14.33,131.8,2.57,-0.01,87.94,0.56,1.92,05-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Oct-2019 - 00:00,29.72,1.09,751.0,0.93,15.47,62.75,42.75,6.87,53.39,0.0,80.84,14.23,95.53,3.88,-0.01,105.19,0.38,3.21,06-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Oct-2019 - 00:00,30.23,1.15,751.0,0.93,14.5,59.02,38.7,10.3,53.74,0.0,77.82,14.11,139.9,4.15,-0.01,167.89,0.49,3.36,07-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Oct-2019 - 00:00,30.18,1.14,751.0,0.9,17.76,63.6,42.43,11.1,63.17,0.0,75.36,13.85,139.33,3.89,-0.01,156.21,0.47,3.16,08-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Oct-2019 - 00:00,29.63,0.76,751.0,1.01,11.71,61.78,42.14,15.67,51.83,0.0,77.31,13.73,145.17,2.37,-0.01,110.07,0.57,1.81,09-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Oct-2019 - 00:00,29.41,0.63,751.0,0.95,6.83,60.76,37.73,12.04,34.81,0.0,77.5,14.61,135.39,1.92,-0.01,123.23,0.41,1.09,10-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Oct-2019 - 00:00,29.72,0.89,751.0,1.1,10.6,55.18,37.97,8.43,45.69,0.0,76.09,14.58,147.57,2.9,-0.01,150.33,0.45,1.71,11-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Oct-2019 - 00:00,29.83,1.01,751.0,1.6,26.12,62.91,48.59,7.62,52.65,0.0,74.79,15.36,139.16,3.23,-0.01,153.52,0.49,2.21,12-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Oct-2019 - 00:00,29.68,1.07,751.1,1.7,31.19,86.03,70.85,11.6,61.34,0.0,71.31,14.92,151.18,3.78,-0.01,158.46,0.48,2.94,13-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Oct-2019 - 00:00,29.37,0.91,751.14,1.63,22.13,82.58,61.78,15.72,54.03,0.0,68.11,14.23,168.1,3.11,-0.01,125.92,0.47,2.4,14-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Oct-2019 - 00:00,29.28,1.11,751.23,1.77,34.94,73.69,67.34,11.81,55.9,0.0,66.91,15.22,138.59,3.91,-0.01,36.2,0.39,3.07,15-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Oct-2019 - 00:00,29.38,1.01,751.42,1.64,27.15,59.62,53.79,10.07,61.57,0.0,67.81,14.83,108.42,3.51,-0.01,61.44,0.39,2.59,16-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Oct-2019 - 00:00,29.65,1.16,751.42,1.73,22.14,53.06,46.22,12.0,76.25,0.0,67.52,15.22,96.65,3.62,-0.01,129.27,0.34,2.63,17-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Oct-2019 - 00:00,29.78,0.91,751.43,1.72,8.19,32.72,24.05,13.29,84.38,0.0,68.68,15.09,124.67,2.65,-0.01,50.25,0.39,1.77,18-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Oct-2019 - 00:00,30.06,0.81,751.45,1.34,6.94,30.04,21.63,13.02,71.12,0.0,69.85,15.51,119.9,2.43,-0.01,61.15,0.47,1.39,19-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Oct-2019 - 00:00,28.1,0.64,751.75,1.15,7.25,28.22,20.91,9.27,50.48,0.0,80.55,13.96,34.54,1.77,-0.01,83.06,0.4,1.11,20-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Oct-2019 - 00:00,27.88,0.75,751.54,1.07,9.84,26.54,22.12,6.7,36.1,0.0,84.49,14.36,59.04,2.33,-0.01,22.57,0.34,2.14,21-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Oct-2019 - 00:00,28.36,0.72,751.17,1.37,15.66,40.83,34.45,9.82,49.72,0.0,80.28,15.84,93.28,2.31,-0.01,77.19,0.49,1.61,22-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Oct-2019 - 00:00,28.28,1.05,751.0,1.23,28.58,66.8,54.84,19.73,79.05,0.0,72.16,18.79,124.52,3.46,-0.01,156.1,0.72,2.45,23-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Oct-2019 - 00:00,27.7,1.07,751.0,0.17,13.03,45.73,34.84,21.47,139.44,0.0,73.89,17.18,60.55,3.11,-0.01,111.84,0.33,1.9,24-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Oct-2019 - 00:00,26.91,0.75,751.0,0.33,4.89,29.8,19.52,26.88,52.78,0.0,82.0,10.65,54.71,1.6,-0.01,103.82,0.67,0.86,25-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Oct-2019 - 00:00,25.17,0.6,751.0,0.38,5.68,30.22,20.64,22.55,19.19,0.0,84.96,10.19,29.29,2.05,-0.01,88.97,0.36,1.38,26-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Oct-2019 - 00:00,25.89,0.76,751.15,0.4,13.63,30.17,27.12,15.62,35.69,0.0,86.04,12.02,28.77,2.49,-0.01,116.0,0.3,1.84,27-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Oct-2019 - 00:00,27.2,0.9,751.28,0.45,20.52,31.99,33.7,18.94,102.45,0.0,78.55,14.84,105.47,2.82,-0.01,158.1,0.48,2.0,28-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Oct-2019 - 00:00,27.74,1.12,751.47,0.79,25.03,35.04,38.88,21.91,138.34,0.0,74.75,14.72,105.92,3.47,-0.01,135.16,0.33,2.57,29-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Oct-2019 - 00:00,27.95,0.94,751.38,0.82,13.64,37.43,30.94,23.0,88.7,0.0,75.63,13.13,127.99,2.42,-0.01,157.09,0.43,1.58,30-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Oct-2019 - 00:00,29.5,1.26,751.07,0.62,15.76,51.62,40.28,23.14,88.93,0.0,67.67,14.43,151.59,4.39,-0.01,147.46,0.54,3.03,31-Oct-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-Oct-2019 - 00:00,28.61,1.36,751.0,0.93,21.32,48.83,41.67,26.28,114.28,0.0,74.64,15.97,131.5,4.15,-0.01,139.05,0.58,2.75,01-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Nov-2019 - 00:00,27.96,1.69,751.12,0.84,31.08,45.81,49.64,27.19,122.31,0.0,78.35,15.18,89.81,5.03,-0.01,170.42,0.38,4.16,02-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Nov-2019 - 00:00,27.97,1.55,751.2,0.91,15.63,40.63,34.28,30.19,138.75,0.0,79.74,14.73,75.89,4.07,-0.01,164.64,0.36,2.25,03-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Nov-2019 - 00:00,28.17,1.08,751.16,0.91,7.2,41.06,27.6,29.49,135.85,0.0,78.07,14.28,76.61,2.33,-0.01,106.9,0.55,1.2,04-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Nov-2019 - 00:00,27.99,0.98,751.24,0.83,6.93,45.74,29.96,23.86,141.82,0.0,71.89,14.11,85.0,2.34,-0.01,85.43,0.71,1.09,05-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Nov-2019 - 00:00,27.76,1.02,751.0,0.9,13.12,49.22,36.83,21.69,134.05,0.0,67.22,14.07,88.74,2.83,-0.01,152.88,0.88,1.51,06-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Nov-2019 - 00:00,26.73,1.39,751.0,0.93,32.33,53.83,54.89,14.34,115.29,0.0,67.32,14.4,91.15,4.57,-0.01,160.47,0.66,3.44,07-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Nov-2019 - 00:00,26.83,1.54,751.0,0.7,28.87,51.61,50.92,14.33,109.52,0.0,66.92,13.82,100.21,4.56,-0.01,114.26,0.45,3.98,08-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Nov-2019 - 00:00,27.22,1.1,751.09,0.53,14.74,46.23,36.57,19.74,91.33,0.0,69.96,14.24,95.22,3.04,-0.01,94.07,0.36,1.21,09-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Nov-2019 - 00:00,27.69,1.17,751.0,0.59,17.31,44.33,37.66,25.82,93.98,0.0,75.85,13.96,59.65,3.33,-0.01,143.36,0.31,1.89,10-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Nov-2019 - 00:00,27.74,0.87,751.08,0.54,16.94,39.86,34.91,26.97,62.81,0.0,76.16,13.81,71.67,2.56,-0.01,150.69,0.46,1.32,11-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Nov-2019 - 00:00,27.29,0.79,751.01,0.55,8.28,46.53,31.43,17.49,64.45,0.0,65.79,13.83,85.36,2.51,-0.01,66.2,0.97,1.45,12-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Nov-2019 - 00:00,26.45,1.07,751.45,0.69,26.01,48.67,47.03,18.25,93.94,0.0,67.09,13.21,82.1,3.45,-0.01,102.84,0.7,2.31,13-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Nov-2019 - 00:00,26.3,1.6,751.95,0.93,37.7,53.86,59.3,21.83,119.47,0.0,69.36,13.55,82.59,5.02,-0.01,101.08,0.47,3.23,14-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Nov-2019 - 00:00,26.3,1.43,752.0,0.87,33.54,48.77,53.14,25.69,116.18,0.0,69.8,13.71,81.22,4.74,-0.01,109.86,0.34,3.25,15-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Nov-2019 - 00:00,26.25,1.35,751.79,0.7,27.11,50.19,48.73,27.8,97.94,0.0,70.04,14.09,76.94,4.2,-0.01,167.56,0.39,2.68,16-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
16-Nov-2019 - 00:00,26.27,1.18,751.59,0.9,33.5,45.23,51.29,25.73,88.04,0.0,67.93,14.09,76.99,4.22,-0.01,132.77,0.37,2.71,17-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Nov-2019 - 00:00,25.97,1.29,751.34,1.01,35.58,47.62,54.21,29.02,98.33,0.0,69.29,14.25,72.96,3.73,-0.01,155.49,0.59,2.45,18-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Nov-2019 - 00:00,26.09,1.03,751.53,0.49,24.71,50.0,46.69,25.34,77.83,0.0,65.95,14.32,74.04,3.38,-0.01,151.01,0.94,2.2,19-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Nov-2019 - 00:00,25.67,1.33,751.64,1.37,50.64,50.55,68.03,34.83,83.71,0.0,65.45,14.17,67.83,4.65,-0.01,154.11,0.56,3.25,20-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Nov-2019 - 00:00,25.84,1.15,751.8,0.86,24.66,47.86,45.45,36.85,86.73,0.0,67.23,13.66,70.49,3.4,-0.01,151.0,0.47,1.94,21-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Nov-2019 - 00:00,25.57,1.14,752.0,1.1,23.69,48.45,45.01,31.18,95.93,0.0,68.58,14.79,67.26,3.52,-0.01,136.25,0.43,1.63,22-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Nov-2019 - 00:00,25.2,1.47,751.96,1.39,39.79,52.08,60.05,26.92,127.02,0.0,72.98,14.35,62.84,4.57,-0.01,158.22,0.38,2.24,23-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Nov-2019 - 00:00,25.4,1.6,751.85,1.25,47.97,53.89,67.67,31.19,144.82,0.0,75.67,13.92,56.43,4.91,-0.01,167.6,0.39,2.46,24-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Nov-2019 - 00:00,25.64,1.4,751.76,1.15,30.46,48.52,50.57,31.44,132.31,0.0,72.24,13.58,65.51,4.09,-0.01,92.52,0.56,2.1,25-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Nov-2019 - 00:00,26.1,1.08,751.97,1.06,26.4,50.62,48.39,27.95,111.18,0.0,72.4,14.54,54.26,3.22,-0.01,103.3,0.38,1.19,26-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Nov-2019 - 00:00,26.34,2.6,751.81,1.52,54.23,50.75,71.08,44.21,160.0,0.0,75.09,14.81,55.86,10.17,-0.01,151.84,0.3,6.12,27-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Nov-2019 - 00:00,26.2,1.5,752.0,1.33,31.63,43.83,48.87,35.91,116.62,0.0,71.53,14.28,59.53,5.02,-0.01,136.65,0.31,2.73,28-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Nov-2019 - 00:00,25.98,1.68,751.92,1.53,45.75,41.97,59.47,39.99,109.75,0.0,73.79,14.53,58.67,5.9,-0.01,119.4,0.32,3.52,29-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Nov-2019 - 00:00,25.9,1.72,751.85,1.13,58.95,37.7,66.86,53.35,111.36,0.0,73.57,9.99,58.54,5.72,-0.01,128.46,0.35,3.79,30-Nov-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Nov-2019 - 00:00,25.62,1.12,751.85,0.68,29.0,39.25,44.46,32.12,92.92,0.0,70.43,13.89,57.45,3.44,-0.01,151.48,0.63,1.42,01-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
01-Dec-2019 - 00:00,25.22,1.15,752.0,0.79,38.08,36.0,50.09,17.6,97.39,0.0,73.02,15.06,55.12,3.48,-0.01,153.45,0.61,1.5,02-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
02-Dec-2019 - 00:00,25.24,1.35,752.0,0.94,30.15,33.38,41.72,21.04,110.09,0.0,72.88,14.84,51.96,4.21,-0.01,164.45,0.34,1.59,03-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
03-Dec-2019 - 00:00,24.37,1.22,752.0,0.77,23.11,34.69,37.25,21.77,129.79,0.0,71.8,15.59,49.74,3.91,-0.01,152.97,0.61,1.34,04-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
04-Dec-2019 - 00:00,23.41,1.49,752.0,0.9,40.14,35.95,51.76,17.36,147.61,0.0,67.9,15.7,55.79,4.9,-0.01,167.32,0.38,1.54,05-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
05-Dec-2019 - 00:00,23.04,1.83,752.15,0.97,44.16,29.41,51.55,21.16,162.01,0.0,71.08,15.37,51.99,5.91,-0.01,164.32,0.33,3.14,06-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
06-Dec-2019 - 00:00,23.66,1.99,752.07,1.24,46.78,23.21,50.38,26.89,157.84,0.0,73.39,15.72,47.91,6.46,-0.01,162.68,0.32,3.35,07-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
07-Dec-2019 - 00:00,24.72,1.48,752.0,0.74,19.56,16.62,24.75,29.56,137.04,0.0,72.98,14.77,38.88,4.05,-0.01,149.14,0.3,2.02,08-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
08-Dec-2019 - 00:00,24.9,1.24,752.0,0.71,18.74,15.35,23.33,30.54,98.43,0.0,70.15,14.92,47.23,3.76,-0.01,129.27,0.3,2.15,09-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
09-Dec-2019 - 00:00,24.31,1.73,752.0,1.2,35.14,16.9,37.56,32.51,119.67,0.0,71.8,15.66,40.62,5.9,-0.01,153.34,0.31,4.09,10-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
10-Dec-2019 - 00:00,23.92,1.57,751.76,0.83,17.96,14.44,22.26,32.4,134.45,0.0,73.19,15.24,41.46,4.81,-0.01,173.42,0.31,3.21,11-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
11-Dec-2019 - 00:00,24.0,1.33,751.61,0.83,12.99,14.38,18.18,30.71,113.89,0.0,72.48,15.1,42.33,3.9,-0.01,155.23,0.3,2.32,12-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
12-Dec-2019 - 00:00,25.08,1.06,751.68,0.56,3.67,12.24,9.46,37.78,103.02,0.0,72.72,14.92,17.34,2.98,-0.01,115.46,0.3,1.81,13-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
13-Dec-2019 - 00:00,23.19,0.81,752.0,0.39,3.85,7.01,6.54,44.84,70.01,0.0,86.72,14.99,18.63,1.87,-0.01,98.12,0.35,0.98,14-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
14-Dec-2019 - 00:00,22.79,1.0,752.0,0.55,9.43,7.36,11.58,49.06,66.08,0.0,86.08,15.14,51.83,2.75,-0.01,128.61,0.31,1.91,15-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
15-Dec-2019 - 00:00,20.53,0.68,752.0,0.36,9.18,7.68,11.56,44.35,66.37,0.0,86.16,14.57,35.58,1.45,-0.01,117.18,0.3,0.69,16-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
