from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
03-Aug-2019 - 00:00,14.17,7.21,3.17,6.41,0.32,36.27,5.63,0.47,0.4,3.0,14.58,30.54,26.75,84.54,0.01,53.68,280.52,3.9,29.22,04-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Aug-2019 - 00:00,14.4,6.38,2.11,5.11,0.24,50.19,11.31,0.36,0.32,2.65,13.2,27.18,26.81,83.33,0.0,55.91,244.96,3.2,29.33,05-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Aug-2019 - 00:00,14.29,9.47,3.5,7.9,0.4,33.32,7.77,0.57,0.6,3.4,19.78,45.19,26.57,86.08,0.0,34.25,287.17,4.27,29.39,06-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Aug-2019 - 00:00,15.89,10.44,3.92,8.75,0.37,30.36,7.81,0.54,1.07,3.43,26.65,66.1,26.75,83.46,0.0,45.86,286.49,4.46,29.32,07-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Aug-2019 - 00:00,14.64,9.02,3.49,7.64,0.54,30.46,9.22,0.41,1.07,2.84,19.12,35.2,25.67,91.24,0.44,16.12,265.74,4.02,29.1,08-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Aug-2019 - 00:00,11.86,9.58,3.36,7.83,0.35,36.23,9.86,0.47,1.38,3.69,19.09,32.15,26.15,90.28,0.41,30.72,196.57,2.71,29.21,09-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Aug-2019 - 00:00,9.67,8.09,2.14,6.04,0.37,32.34,7.0,0.39,0.96,3.48,9.96,18.77,25.67,92.06,0.57,18.24,261.88,4.53,29.04,10-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Aug-2019 - 00:00,8.41,4.01,1.64,3.46,0.35,39.78,9.92,0.23,0.27,1.99,14.5,31.5,26.11,83.55,0.0,57.1,226.16,5.04,29.26,11-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Aug-2019 - 00:00,12.24,9.56,2.2,6.88,0.56,33.99,9.84,0.47,0.52,4.07,25.17,56.25,25.89,83.67,0.02,50.29,255.67,4.56,29.2,12-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Aug-2019 - 00:00,15.89,12.46,3.75,9.67,0.31,22.66,9.21,0.57,0.51,4.81,34.71,97.46,26.38,82.41,0.0,58.2,283.36,4.09,29.42,13-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Aug-2019 - 00:00,17.67,12.59,3.86,9.84,0.39,28.63,14.82,0.56,0.66,4.12,28.61,76.96,25.96,87.17,0.11,36.44,264.44,3.51,29.47,14-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Aug-2019 - 00:00,26.33,70.13,6.38,45.73,0.37,24.82,9.85,0.56,0.51,3.35,26.3,49.72,25.6,91.91,0.16,14.3,282.0,3.95,29.17,15-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Aug-2019 - 00:00,,,,,0.27,30.97,12.07,0.4,0.24,2.84,17.26,28.19,25.05,92.49,0.5,13.19,282.45,5.96,29.18,16-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Aug-2019 - 00:00,,,,,0.6,32.02,10.04,0.38,0.23,3.53,16.85,34.68,25.9,85.09,0.05,58.51,273.16,6.35,29.36,17-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Aug-2019 - 00:00,22.73,15.3,3.43,10.92,0.35,29.64,9.4,0.41,0.37,4.32,18.64,49.76,26.17,82.54,0.03,75.86,266.93,4.9,29.46,18-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Aug-2019 - 00:00,22.41,14.08,4.45,11.11,0.42,24.01,10.34,0.42,0.37,3.48,22.59,58.29,25.75,86.3,0.01,31.27,232.71,3.81,29.48,19-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Aug-2019 - 00:00,24.37,18.03,4.66,13.38,0.49,25.37,8.35,0.57,0.56,4.84,23.88,70.6,26.43,83.5,0.0,67.25,274.68,3.47,29.57,20-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Aug-2019 - 00:00,22.36,17.38,3.37,11.98,0.41,36.53,10.28,0.47,0.48,3.74,24.58,66.43,26.28,84.1,0.09,51.98,254.84,3.26,29.51,21-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Aug-2019 - 00:00,21.83,14.14,3.31,10.23,0.33,42.66,6.52,0.43,0.35,3.88,30.87,66.64,26.82,80.84,0.0,100.04,277.96,3.91,29.16,22-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Aug-2019 - 00:00,19.71,14.65,3.64,10.77,0.43,56.13,10.83,0.5,0.66,5.42,29.88,80.69,27.53,69.88,0.0,98.54,232.92,3.34,29.65,23-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Aug-2019 - 00:00,26.62,15.34,3.57,11.07,0.38,37.31,7.59,0.58,0.73,4.2,35.48,81.08,26.21,83.71,0.01,37.92,248.54,2.87,29.54,24-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Aug-2019 - 00:00,25.15,14.91,3.67,10.91,0.29,34.13,6.75,0.55,0.58,3.77,32.29,64.39,25.72,88.28,0.04,23.67,262.71,3.55,29.46,25-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Aug-2019 - 00:00,20.61,12.83,2.82,9.11,0.41,39.89,12.16,0.45,0.49,3.8,21.18,33.32,25.44,90.16,0.16,21.88,240.34,2.75,29.3,26-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Aug-2019 - 00:00,14.76,15.54,4.1,11.6,0.52,38.05,5.87,0.53,0.62,3.53,19.46,28.77,25.42,92.35,0.23,17.16,237.0,2.21,29.29,27-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Aug-2019 - 00:00,13.13,11.13,3.62,8.85,0.34,29.72,8.87,0.49,0.35,3.44,13.27,22.01,25.37,92.65,0.14,28.0,279.53,3.55,29.22,28-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Aug-2019 - 00:00,19.9,12.6,2.87,9.03,0.38,28.23,8.99,0.54,0.64,4.69,22.64,50.77,25.75,87.32,0.01,40.01,271.11,3.98,29.35,29-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Aug-2019 - 00:00,21.77,12.08,3.99,9.66,0.29,26.17,8.73,0.53,0.52,5.64,21.05,52.02,26.63,81.82,0.07,68.68,278.34,2.56,29.32,30-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Aug-2019 - 00:00,21.47,12.66,3.8,9.83,0.34,33.64,11.51,0.53,0.46,4.02,27.34,49.27,26.43,86.5,0.08,48.28,255.16,2.4,29.38,31-Aug-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Aug-2019 - 00:00,19.93,16.73,4.03,12.19,0.49,32.07,7.84,0.57,0.44,4.41,25.93,47.12,26.71,85.32,0.1,55.94,252.53,2.46,29.41,01-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Sep-2019 - 00:00,22.56,11.57,3.15,8.71,0.34,35.59,11.39,0.49,0.4,3.67,26.99,43.22,26.81,85.54,0.09,53.23,248.19,2.64,29.41,02-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Sep-2019 - 00:00,22.25,11.96,3.72,9.38,0.64,28.05,12.94,0.55,0.45,3.78,19.17,41.12,26.71,83.73,0.01,48.23,270.49,2.96,29.37,03-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Sep-2019 - 00:00,21.84,15.73,5.33,12.7,0.47,24.0,8.83,0.66,0.74,4.35,24.25,57.81,26.57,84.73,0.02,38.86,281.75,2.71,29.41,04-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Sep-2019 - 00:00,20.63,14.57,2.32,9.63,0.34,36.14,4.89,0.54,0.58,3.73,30.15,50.85,26.47,87.81,0.12,29.91,235.35,2.59,29.43,05-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Sep-2019 - 00:00,16.19,18.9,3.03,12.51,0.46,34.36,9.31,0.58,0.56,3.47,21.13,36.28,26.65,86.73,0.29,38.22,203.02,2.22,29.4,06-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Sep-2019 - 00:00,24.33,20.61,3.47,13.79,0.54,26.05,7.02,0.78,0.93,5.49,34.34,56.61,26.78,88.1,0.06,38.69,264.9,2.73,29.33,07-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Sep-2019 - 00:00,22.33,16.13,2.25,10.4,0.57,31.93,7.21,0.6,0.54,4.37,18.22,38.94,27.16,83.25,0.03,66.16,279.21,3.07,29.43,08-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Sep-2019 - 00:00,18.19,15.09,3.32,10.73,0.44,26.52,6.12,0.56,0.44,5.44,19.69,32.17,26.09,90.58,0.7,20.6,247.97,2.3,29.4,09-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Sep-2019 - 00:00,12.51,13.42,3.39,9.89,0.62,28.51,8.33,0.55,0.37,3.59,11.15,21.88,25.91,92.53,0.39,16.3,269.91,2.92,29.32,10-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Sep-2019 - 00:00,16.27,17.37,2.86,11.56,0.4,40.96,5.02,0.65,0.52,4.25,27.43,39.12,25.8,91.81,0.14,14.04,254.72,2.75,29.22,11-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Sep-2019 - 00:00,18.48,16.78,3.42,11.69,0.54,34.28,8.01,0.68,0.61,3.95,30.94,46.71,25.69,92.78,0.31,12.1,284.69,3.86,28.99,12-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Sep-2019 - 00:00,16.28,15.17,3.61,11.01,0.34,38.29,8.67,0.59,0.49,3.34,20.12,28.78,25.41,93.02,0.54,13.29,284.89,4.1,28.7,13-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Sep-2019 - 00:00,11.07,13.01,2.38,8.84,0.44,48.58,6.06,0.43,0.31,2.79,13.66,21.18,24.93,94.25,0.62,9.58,276.88,3.89,28.66,14-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Sep-2019 - 00:00,16.99,9.35,2.22,6.79,0.32,47.47,6.95,0.34,0.2,2.44,13.3,26.36,25.19,92.71,0.54,12.05,243.54,3.87,28.73,15-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Sep-2019 - 00:00,46.58,13.18,3.32,9.72,0.75,29.69,6.41,0.52,0.43,3.21,19.02,35.78,25.41,91.68,0.16,13.26,282.88,3.58,28.7,16-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Sep-2019 - 00:00,24.94,12.93,4.05,10.18,0.37,28.17,6.87,0.55,0.53,3.86,24.96,61.62,26.26,87.5,0.01,37.15,251.78,3.15,29.01,17-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Sep-2019 - 00:00,16.24,18.44,3.96,13.03,0.6,46.53,10.28,0.59,0.5,3.41,32.8,80.34,26.42,82.48,0.01,33.98,218.95,2.56,29.08,18-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Sep-2019 - 00:00,8.33,18.09,5.08,13.75,0.38,47.57,7.62,0.46,0.4,2.65,25.79,71.44,26.69,80.69,0.3,70.78,116.64,3.42,29.19,19-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Sep-2019 - 00:00,11.87,11.86,3.72,9.35,0.4,33.82,7.28,0.36,0.27,2.1,16.99,43.93,26.41,84.0,0.16,58.47,107.17,3.08,29.04,20-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Sep-2019 - 00:00,15.88,9.65,2.95,7.53,0.36,29.75,9.57,0.29,0.25,1.99,12.99,24.53,26.33,85.62,0.03,53.08,129.16,2.73,29.24,21-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Sep-2019 - 00:00,15.23,8.32,1.49,5.56,0.33,41.56,9.09,0.31,0.31,2.34,9.94,26.89,26.35,82.32,0.0,49.1,186.4,2.03,29.17,22-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Sep-2019 - 00:00,15.66,7.92,1.33,5.27,0.26,45.71,10.85,0.27,0.27,2.71,10.42,29.45,26.57,79.64,0.12,66.79,171.24,2.19,29.16,23-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Sep-2019 - 00:00,17.94,13.32,2.72,9.29,0.38,41.19,9.51,0.38,0.29,3.62,14.21,36.06,26.34,83.53,0.22,70.22,184.93,2.19,29.1,24-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Sep-2019 - 00:00,14.57,15.11,3.49,10.87,0.47,34.98,7.49,0.38,0.29,2.51,12.9,47.14,26.55,81.25,0.0,64.52,94.2,1.97,29.31,25-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Sep-2019 - 00:00,13.4,18.47,5.22,14.07,0.44,28.42,12.43,0.48,0.47,2.44,26.85,55.83,25.95,88.72,0.1,27.26,94.08,2.73,29.17,26-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Sep-2019 - 00:00,12.12,7.22,1.37,4.95,0.27,39.8,8.35,0.21,0.04,1.3,14.68,25.6,26.16,84.58,0.01,40.44,176.74,2.29,29.03,27-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Sep-2019 - 00:00,12.54,10.32,2.46,7.49,0.5,38.86,9.03,0.2,0.0,1.6,13.14,24.62,25.85,86.97,0.33,47.05,218.36,2.51,28.88,28-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Sep-2019 - 00:00,14.52,12.88,3.83,9.97,0.56,24.72,6.52,0.2,0.0,1.6,13.46,27.66,25.45,88.22,0.09,38.76,264.78,3.53,28.95,29-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Sep-2019 - 00:00,16.89,13.45,4.48,10.8,0.55,23.11,7.93,0.2,0.0,1.6,14.11,33.12,25.78,83.31,0.27,64.43,266.84,3.1,29.25,30-Sep-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Sep-2019 - 00:00,15.49,10.54,3.39,8.36,0.38,32.32,7.07,0.2,0.0,1.6,14.07,35.07,26.17,79.71,0.04,65.45,230.58,2.39,29.19,01-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Oct-2019 - 00:00,12.32,10.45,2.19,7.34,0.47,41.6,8.26,0.2,0.0,1.6,12.96,31.44,25.43,84.49,0.02,37.51,253.34,4.74,29.1,02-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Oct-2019 - 00:00,12.6,19.01,3.91,13.27,0.51,53.33,13.39,0.2,0.0,1.6,19.56,53.02,25.68,78.77,0.01,59.57,232.36,3.31,28.95,03-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Oct-2019 - 00:00,16.02,23.69,4.54,16.28,0.65,48.85,10.34,0.2,0.0,1.6,30.07,100.25,26.21,75.46,0.0,66.85,223.34,2.61,28.95,04-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Oct-2019 - 00:00,16.65,20.86,3.69,14.09,0.42,53.91,9.29,0.41,0.38,3.71,31.5,85.98,26.32,75.8,0.0,54.53,211.97,2.53,28.92,05-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Oct-2019 - 00:00,15.25,18.14,3.42,12.42,0.46,62.07,13.91,0.56,0.8,5.05,21.92,68.76,26.1,72.95,0.0,62.55,151.72,2.35,29.22,06-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Oct-2019 - 00:00,16.32,24.09,4.81,16.72,0.68,47.78,10.7,0.73,1.4,5.61,34.18,94.74,25.73,77.44,0.01,50.41,175.85,2.02,29.25,07-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Oct-2019 - 00:00,19.08,24.92,8.23,19.95,0.61,40.34,16.16,0.86,1.28,6.44,39.27,91.36,26.22,77.44,0.07,59.41,157.51,1.49,29.26,08-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Oct-2019 - 00:00,17.26,25.16,5.66,18.0,0.79,64.02,18.04,0.8,0.89,5.06,46.52,122.55,26.86,67.61,0.0,79.2,94.35,1.88,29.31,09-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Oct-2019 - 00:00,16.67,26.82,3.91,17.43,0.47,77.37,7.84,0.74,0.56,4.37,55.93,165.03,27.04,63.19,0.0,75.95,100.42,1.92,29.32,10-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Oct-2019 - 00:00,18.17,26.35,5.51,18.49,0.53,71.18,7.09,0.67,0.73,5.19,47.54,126.12,27.06,64.07,0.0,67.35,150.99,1.54,29.33,11-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Oct-2019 - 00:00,17.35,28.49,6.91,20.77,0.69,61.66,11.91,0.79,1.53,7.28,51.44,128.74,26.45,68.99,0.01,58.3,143.47,1.57,29.24,12-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Oct-2019 - 00:00,13.79,29.27,4.63,19.33,0.56,84.86,11.04,0.57,0.5,3.37,40.46,127.2,27.13,45.78,0.0,81.08,76.85,1.96,29.26,13-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Oct-2019 - 00:00,11.94,29.55,4.17,19.11,0.67,102.94,13.21,0.55,0.42,3.4,39.11,134.76,27.27,37.25,0.0,81.59,82.23,1.79,29.17,14-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Oct-2019 - 00:00,20.38,38.19,4.88,24.28,0.81,76.52,22.92,0.96,1.33,7.27,69.76,181.46,27.54,45.56,0.0,76.73,212.69,2.12,29.34,15-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Oct-2019 - 00:00,24.45,44.73,8.1,30.39,0.53,52.22,12.83,0.88,1.16,6.54,66.79,213.78,27.56,45.46,0.0,76.04,146.82,2.48,29.38,16-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Oct-2019 - 00:00,21.7,35.42,3.59,21.07,0.5,81.05,10.74,0.65,0.57,3.44,51.81,187.56,26.97,45.74,0.0,72.7,78.71,2.55,29.47,17-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Oct-2019 - 00:00,24.95,42.69,4.72,25.76,0.8,80.65,11.21,0.76,0.57,3.56,59.82,169.83,26.67,51.3,0.0,71.72,95.76,2.0,29.66,18-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Oct-2019 - 00:00,18.51,33.92,5.44,22.47,0.59,92.18,12.01,0.64,0.57,3.67,49.41,139.44,26.8,51.81,0.0,75.26,100.19,2.17,29.84,19-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Oct-2019 - 00:00,24.06,24.2,2.91,15.23,0.38,74.8,8.56,0.62,0.26,2.45,79.61,152.83,25.86,69.77,0.0,32.95,135.77,1.8,29.83,20-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Oct-2019 - 00:00,22.42,26.21,3.83,17.04,0.75,68.19,11.71,0.66,0.43,3.02,86.57,154.98,25.2,77.94,0.0,26.06,124.48,1.92,29.89,21-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Oct-2019 - 00:00,20.12,29.55,4.88,19.67,0.32,67.79,10.16,0.61,0.32,2.67,81.21,146.61,25.64,69.91,0.0,50.88,99.26,2.4,29.88,22-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Oct-2019 - 00:00,21.2,25.66,5.56,18.16,0.42,51.13,11.47,0.55,0.28,2.58,64.62,119.35,25.28,77.02,0.0,29.72,129.93,1.68,29.69,23-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Oct-2019 - 00:00,15.55,30.75,6.51,21.66,0.57,68.56,9.11,0.6,0.38,3.12,35.76,91.95,23.85,72.04,0.0,17.04,103.25,2.72,29.28,24-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Oct-2019 - 00:00,18.38,24.33,6.13,17.92,0.41,78.44,13.17,0.49,0.16,2.39,36.2,95.3,25.32,59.32,0.0,64.27,114.06,2.4,29.28,25-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Oct-2019 - 00:00,17.47,29.11,5.16,19.69,0.75,97.03,10.55,0.81,0.61,3.0,63.34,159.29,25.25,54.1,0.0,45.73,78.42,3.14,29.65,26-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Oct-2019 - 00:00,16.48,13.59,3.38,9.98,0.34,80.83,17.09,0.54,0.16,2.1,39.83,87.18,25.16,64.93,0.0,50.77,112.67,3.14,29.7,27-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Oct-2019 - 00:00,16.99,10.52,3.55,8.47,0.32,48.63,10.38,0.43,0.18,2.17,23.78,38.73,24.41,84.92,0.01,23.43,116.06,2.15,29.65,28-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Oct-2019 - 00:00,15.66,7.98,2.31,6.13,0.39,53.14,10.53,0.3,0.1,2.18,13.83,26.73,25.54,78.71,0.0,56.28,125.35,2.81,29.61,29-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Oct-2019 - 00:00,14.35,12.55,4.19,10.09,0.64,46.88,16.46,0.33,0.22,2.55,6.66,21.82,25.89,78.03,0.04,57.66,136.88,1.76,29.79,30-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Oct-2019 - 00:00,16.76,20.6,5.18,15.16,0.76,53.79,19.92,0.53,0.44,4.2,28.88,71.51,26.71,69.82,0.0,65.36,141.54,2.67,29.89,31-Oct-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Oct-2019 - 00:00,18.62,22.84,4.66,15.93,0.49,72.21,13.36,0.57,0.27,2.91,54.36,106.77,26.81,63.78,0.0,58.67,109.61,1.8,29.71,01-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Nov-2019 - 00:00,15.52,19.41,3.8,13.41,0.45,90.81,6.75,0.48,0.18,3.06,56.44,91.47,26.87,60.46,0.0,66.04,151.09,1.69,29.6,02-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Nov-2019 - 00:00,13.86,18.96,8.37,16.89,0.63,47.47,12.55,0.59,0.39,2.71,33.97,75.31,25.51,76.1,0.0,27.02,166.2,1.84,29.75,03-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Nov-2019 - 00:00,14.47,19.23,5.89,15.02,0.55,45.82,14.74,0.37,0.27,2.17,20.6,47.88,25.16,80.62,0.02,36.25,109.16,1.96,29.78,04-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Nov-2019 - 00:00,16.07,29.85,14.77,27.89,0.64,59.14,13.19,0.82,1.15,7.19,31.32,86.08,26.36,65.28,0.0,66.72,203.95,1.72,29.8,05-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Nov-2019 - 00:00,21.88,34.97,17.56,32.88,0.84,61.87,16.42,0.92,1.22,7.63,44.09,114.77,26.64,62.44,0.0,61.52,196.0,1.39,29.52,06-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Nov-2019 - 00:00,19.91,27.42,6.93,20.21,0.48,81.2,10.18,0.6,0.48,3.81,43.16,111.36,26.53,57.72,0.14,58.38,150.16,2.08,29.43,07-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Nov-2019 - 00:00,19.37,21.35,4.11,14.68,0.48,80.8,22.56,0.58,0.43,4.45,35.88,72.93,25.8,71.97,0.0,48.79,192.58,2.21,29.49,08-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Nov-2019 - 00:00,13.96,18.38,4.14,13.15,0.59,71.64,11.01,0.4,0.24,2.54,27.88,57.22,26.02,69.72,0.0,64.05,135.5,2.05,29.13,09-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Nov-2019 - 00:00,14.63,24.58,2.97,15.49,0.49,108.52,11.71,0.64,0.26,2.38,69.51,124.42,25.92,62.25,0.0,62.96,91.1,3.09,28.82,10-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Nov-2019 - 00:00,15.91,29.56,4.28,19.2,0.47,106.23,10.5,0.8,0.3,2.5,76.0,141.96,25.59,54.14,0.0,63.42,95.23,2.71,28.9,11-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Nov-2019 - 00:00,14.58,18.75,2.72,12.17,0.43,116.11,8.71,0.64,0.22,2.5,54.14,96.6,25.96,50.28,0.0,60.92,174.01,2.09,28.83,12-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Nov-2019 - 00:00,14.82,17.79,2.48,11.49,0.33,97.25,10.45,0.52,0.21,2.7,48.6,83.59,26.12,51.97,0.0,58.61,194.47,1.68,28.92,13-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Nov-2019 - 00:00,13.93,35.19,7.59,24.89,0.55,90.7,15.56,0.64,0.52,3.27,54.42,126.56,25.87,52.55,0.0,47.24,117.86,1.55,28.83,14-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Nov-2019 - 00:00,13.39,22.88,3.17,14.74,0.37,112.57,10.93,0.49,0.21,2.02,58.78,102.96,25.25,51.22,0.0,65.59,139.43,2.0,28.85,15-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Nov-2019 - 00:00,12.82,38.23,10.77,29.1,0.72,80.69,9.75,0.72,0.71,3.67,62.63,124.98,25.25,46.3,0.0,64.39,126.88,1.65,28.88,16-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Nov-2019 - 00:00,14.74,39.72,5.25,25.4,0.61,93.33,10.57,0.69,0.46,2.88,71.83,146.84,25.52,42.93,0.0,61.69,107.52,1.64,28.67,17-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Nov-2019 - 00:00,18.37,32.93,4.15,20.88,0.38,104.26,11.71,0.84,0.46,2.64,86.88,156.58,24.98,48.93,0.0,60.34,65.99,2.64,28.53,18-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
