from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
22-Dec-2019 - 00:00,61.12,84.14,5.01,11.27,11.8,20.44,5.71,0.61,23.21,1.99,1.99,2.0,9.52,347.21,274.99,0.44,98.06,23-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Dec-2019 - 00:00,74.31,108.04,7.36,12.62,13.14,21.6,5.94,0.51,23.26,2.02,1.84,1.98,8.97,346.52,200.91,0.31,99.4,24-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Dec-2019 - 00:00,94.15,124.05,6.92,9.54,9.92,18.3,5.16,0.66,33.57,1.76,1.63,1.9,9.13,345.03,178.23,0.38,97.12,25-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Dec-2019 - 00:00,52.26,75.5,6.24,10.26,10.54,19.49,5.29,0.75,48.65,1.72,1.73,2.0,7.87,345.19,279.03,0.43,99.25,26-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Dec-2019 - 00:00,59.16,85.29,6.99,10.4,10.7,20.2,4.87,0.8,46.09,1.69,1.65,1.96,6.97,345.0,265.25,0.33,95.89,27-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Dec-2019 - 00:00,77.93,105.88,11.54,10.62,10.64,19.74,5.19,0.72,54.32,1.68,1.62,1.98,7.04,345.01,177.04,0.32,92.19,28-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Dec-2019 - 00:00,81.09,108.16,11.39,9.57,10.7,18.95,5.08,0.63,66.65,1.6,1.57,1.96,6.71,347.89,186.78,0.41,94.11,29-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Dec-2019 - 00:00,79.66,106.92,9.9,10.2,11.02,19.53,5.09,0.77,66.7,1.63,1.63,1.98,7.04,346.66,230.44,0.35,93.63,30-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Dec-2019 - 00:00,68.9,94.53,7.67,9.66,10.49,17.82,5.06,0.34,27.89,1.58,1.31,1.82,5.66,344.0,133.65,0.54,99.22,31-Dec-2019 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Dec-2019 - 00:00,50.68,77.08,6.71,10.82,9.9,20.71,4.98,0.76,55.64,1.65,1.46,2.0,5.2,345.0,177.75,0.18,99.21,01-Jan-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
