from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
03-Oct-2019 - 00:00,3.46,2.23,2.79,0.0,730.67,101.12,41.3,0.0,60.74,219.41,27.52,27.79,250.31,0.74,0.87,49.79,8.76,19.81,28.58,26.12,8.2,04-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Oct-2019 - 00:00,0.55,0.15,0.27,0.0,731.14,82.89,44.06,0.0,59.47,224.95,27.18,5.24,280.56,0.87,0.63,44.44,7.35,13.41,20.74,40.29,8.84,05-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Oct-2019 - 00:00,0.7,0.45,0.41,0.0,730.99,87.02,47.31,0.0,57.63,212.79,27.35,6.37,216.07,0.66,0.71,42.23,5.59,14.26,19.85,40.0,10.87,06-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Oct-2019 - 00:00,0.9,0.4,0.5,0.0,731.55,120.7,59.03,0.0,53.49,185.74,27.92,8.46,207.19,0.53,1.51,42.86,6.74,17.43,24.17,35.6,11.99,07-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Oct-2019 - 00:00,1.3,0.48,0.69,0.71,732.62,120.11,60.46,0.05,67.85,148.52,25.49,7.91,263.96,0.76,1.95,48.13,9.16,19.51,28.67,30.81,7.3,08-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Oct-2019 - 00:00,0.93,0.34,0.5,1.0,732.13,88.32,43.79,0.0,52.74,280.26,26.71,8.03,280.6,0.63,1.67,39.9,7.17,16.38,23.55,33.69,5.82,09-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Oct-2019 - 00:00,0.85,0.3,0.48,0.94,731.77,97.06,41.65,0.0,45.85,216.42,27.2,6.37,226.01,0.41,1.25,38.83,6.06,18.27,24.06,38.65,6.55,10-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Oct-2019 - 00:00,0.95,0.25,0.4,0.9,731.38,95.39,40.15,0.0,39.98,188.86,27.18,6.45,293.57,0.77,0.6,37.59,6.47,16.38,22.77,34.43,7.56,11-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Oct-2019 - 00:00,0.8,0.2,0.36,0.9,731.22,109.66,50.37,0.0,40.8,277.64,27.37,6.25,271.2,0.63,0.85,38.8,5.22,16.5,21.73,45.84,11.18,12-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Oct-2019 - 00:00,1.11,0.53,0.72,0.9,731.6,121.49,52.91,0.0,39.47,268.2,28.35,7.16,193.96,0.47,1.01,47.99,6.39,20.25,26.64,49.12,10.52,13-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Oct-2019 - 00:00,1.33,0.41,0.66,0.88,731.97,174.19,63.91,0.0,33.0,246.51,29.19,7.59,244.85,0.76,0.94,48.53,6.7,21.42,28.13,45.8,14.73,14-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Oct-2019 - 00:00,1.18,0.36,0.55,0.9,732.7,142.76,64.7,0.0,36.82,260.2,29.48,6.1,243.93,0.7,0.91,64.19,6.93,25.57,32.5,47.98,15.64,15-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Oct-2019 - 00:00,2.16,0.83,1.16,0.88,740.94,183.02,80.82,0.0,36.33,209.95,28.96,8.12,180.29,0.41,1.72,84.28,24.41,46.18,70.26,27.8,18.75,16-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Oct-2019 - 00:00,1.43,0.46,0.81,0.9,735.65,146.66,64.47,0.0,35.03,215.67,29.33,6.97,156.94,0.56,1.01,79.15,11.27,41.57,52.84,46.98,16.61,17-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Oct-2019 - 00:00,1.37,0.38,0.73,0.9,733.01,207.77,65.41,0.0,38.33,222.06,29.32,7.38,171.22,0.8,0.96,80.44,8.23,43.0,51.23,45.8,21.43,18-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Oct-2019 - 00:00,1.06,0.33,0.58,0.87,732.66,139.06,69.48,0.0,44.04,216.95,28.47,6.87,173.26,0.89,0.99,88.44,11.42,37.97,48.91,38.87,17.8,19-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Oct-2019 - 00:00,0.94,0.29,0.57,0.9,732.97,119.74,53.15,0.01,46.46,217.59,27.4,7.04,170.97,0.71,0.9,55.69,11.93,29.24,41.17,33.1,13.51,20-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Oct-2019 - 00:00,0.82,0.23,0.51,0.9,733.36,246.53,61.43,0.0,38.87,214.18,27.69,8.24,204.17,0.68,0.78,52.43,10.61,26.56,37.16,42.61,20.7,21-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Oct-2019 - 00:00,1.29,0.35,0.62,0.9,734.25,142.08,66.17,0.0,34.15,218.78,26.56,7.5,264.21,0.47,0.95,63.7,12.91,37.19,50.1,34.95,16.66,22-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Oct-2019 - 00:00,2.34,0.84,1.37,0.9,734.34,175.72,72.16,0.0,34.57,208.6,26.06,10.77,257.11,0.59,1.7,90.1,40.72,49.06,89.78,16.24,18.98,23-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Oct-2019 - 00:00,3.65,1.81,2.41,0.92,735.25,171.54,72.89,0.0,26.94,217.55,26.64,12.66,218.96,0.46,1.46,89.08,35.27,45.24,80.51,26.19,23.16,24-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Oct-2019 - 00:00,1.15,0.6,0.78,0.91,730.65,133.56,64.55,0.02,27.03,206.64,27.76,6.33,139.28,0.63,1.0,90.02,10.74,40.36,51.09,46.64,20.9,25-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Oct-2019 - 00:00,1.14,0.34,0.47,0.9,731.23,167.9,86.93,0.0,32.87,205.54,27.33,6.15,153.61,0.82,0.91,83.54,5.86,35.9,41.76,46.54,14.65,26-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Oct-2019 - 00:00,1.0,0.22,0.41,0.9,732.56,142.53,80.2,0.0,39.82,217.85,26.25,5.94,96.82,0.77,0.89,41.46,6.39,30.92,37.32,39.32,14.83,27-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Oct-2019 - 00:00,2.0,0.56,0.97,0.91,732.68,224.27,143.13,0.0,39.95,220.63,25.72,8.68,205.15,0.45,1.33,72.1,28.1,34.99,63.08,35.06,21.12,28-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Oct-2019 - 00:00,2.26,0.6,1.11,0.91,733.13,316.51,261.03,0.0,44.77,166.01,25.24,8.62,229.43,0.42,1.41,94.45,41.91,40.02,81.93,41.03,25.49,29-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Oct-2019 - 00:00,2.6,0.74,1.28,0.92,733.46,208.96,120.67,0.0,39.59,171.53,25.57,10.63,265.07,0.44,1.84,73.6,21.4,43.65,65.05,46.24,22.21,30-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Oct-2019 - 00:00,2.08,0.69,1.16,0.92,732.75,108.62,66.66,0.0,33.75,183.45,26.43,10.03,204.61,0.46,1.55,81.15,21.16,50.64,71.8,42.31,25.42,31-Oct-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Oct-2019 - 00:00,2.1,0.69,1.17,0.92,732.09,168.45,59.52,0.0,42.22,253.71,27.74,9.72,202.49,0.4,1.51,75.78,24.08,42.46,66.54,46.35,21.85,01-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Nov-2019 - 00:00,1.34,0.4,0.76,0.91,732.07,117.19,43.24,0.0,40.13,259.17,27.65,9.54,221.59,0.77,1.11,59.02,16.18,36.19,52.38,47.53,20.79,02-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Nov-2019 - 00:00,1.22,0.19,0.34,0.9,732.82,237.78,117.32,0.0,43.77,226.28,26.75,5.92,195.11,1.22,0.96,38.33,6.84,28.2,35.04,58.66,16.94,03-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Nov-2019 - 00:00,1.15,0.18,0.32,0.9,733.94,216.96,98.43,0.0,50.9,225.46,25.44,7.03,259.66,0.69,0.9,36.06,9.44,23.69,33.13,43.52,19.3,04-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Nov-2019 - 00:00,1.1,0.3,0.54,0.9,733.95,156.87,66.03,0.0,50.87,219.27,25.51,7.95,285.92,0.79,0.9,39.8,10.14,26.37,36.51,45.43,17.81,05-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Nov-2019 - 00:00,1.31,0.44,0.76,0.91,732.31,159.72,95.57,0.0,40.37,225.86,24.68,10.47,265.75,0.5,0.98,55.57,21.19,30.54,51.7,47.33,14.18,06-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Nov-2019 - 00:00,1.44,0.52,0.95,0.91,730.13,125.97,60.08,0.0,36.31,195.41,25.64,10.62,182.42,0.67,1.12,56.8,16.64,38.79,55.43,44.77,15.84,07-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Nov-2019 - 00:00,0.82,0.28,0.56,0.91,730.31,90.24,59.22,0.0,51.35,218.13,23.73,11.24,168.6,1.29,0.63,34.31,9.79,24.32,34.11,37.57,11.25,08-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Nov-2019 - 00:00,1.42,0.3,0.52,0.9,732.33,188.17,144.75,0.0,52.97,237.18,24.49,9.19,192.11,0.86,0.88,63.8,8.62,27.16,35.77,39.21,11.48,09-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Nov-2019 - 00:00,0.94,0.19,0.39,0.9,733.22,166.56,117.05,0.0,45.49,262.56,24.57,9.36,289.84,1.08,0.69,64.52,8.34,21.94,30.28,44.61,9.88,10-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Nov-2019 - 00:00,0.94,0.23,0.44,0.9,733.22,172.06,107.8,0.0,41.19,244.5,24.54,10.63,233.78,0.65,0.79,52.2,8.23,24.21,32.43,48.69,9.95,11-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Nov-2019 - 00:00,1.08,0.3,0.53,0.9,732.3,185.29,109.13,0.0,41.0,222.03,25.02,9.95,179.81,0.61,0.82,50.18,8.45,25.3,33.75,51.2,9.62,12-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Nov-2019 - 00:00,1.31,0.48,0.71,0.91,732.84,202.52,121.98,0.0,41.75,219.21,25.72,9.05,129.45,0.61,0.96,72.81,7.95,40.82,48.76,41.27,9.27,13-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Nov-2019 - 00:00,2.06,0.84,1.16,0.92,734.19,248.57,184.87,0.0,43.18,217.86,25.68,12.52,130.38,0.88,1.24,114.21,11.9,56.3,68.21,39.59,18.76,14-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Nov-2019 - 00:00,2.02,0.7,0.93,0.91,734.94,268.65,205.27,0.0,47.29,222.66,24.72,10.42,180.24,1.17,1.1,88.46,6.6,42.04,48.64,50.02,11.13,15-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Nov-2019 - 00:00,1.04,0.23,0.45,0.9,734.43,118.43,60.82,0.0,44.7,212.46,23.6,6.7,239.43,0.87,0.74,33.26,5.45,24.42,29.88,37.91,12.99,16-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Nov-2019 - 00:00,1.21,0.24,0.53,0.9,734.44,128.93,67.72,0.0,47.23,217.23,23.69,9.0,277.07,1.03,0.74,10.54,7.75,23.83,31.57,36.21,18.86,17-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Nov-2019 - 00:00,0.73,0.2,0.35,0.88,734.92,95.85,37.27,0.0,44.91,231.68,23.46,8.49,320.38,1.46,0.55,14.43,10.22,15.97,26.19,44.17,13.6,18-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Nov-2019 - 00:00,0.89,0.22,0.36,0.9,734.35,86.23,45.14,0.0,47.7,214.01,22.0,8.91,311.71,1.27,0.58,23.11,10.3,16.78,27.08,36.79,9.31,19-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Nov-2019 - 00:00,1.3,0.52,0.82,0.91,733.51,104.87,34.62,0.0,40.67,193.31,22.14,12.12,269.98,0.59,0.89,59.07,21.66,21.03,42.68,34.53,9.48,20-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Nov-2019 - 00:00,1.7,0.89,1.92,0.92,733.46,107.58,40.83,0.0,41.01,213.17,23.02,15.23,150.17,0.61,1.14,60.64,21.07,23.17,44.24,39.32,18.91,21-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Nov-2019 - 00:00,1.48,0.68,1.64,0.91,734.75,101.27,46.48,0.0,41.48,202.67,23.24,12.5,112.2,0.81,0.97,49.86,12.39,22.99,35.38,46.44,10.79,22-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Nov-2019 - 00:00,1.77,0.78,1.36,0.92,735.07,138.95,84.59,0.0,42.36,199.97,23.44,13.71,176.17,0.59,1.29,59.91,18.64,25.17,43.81,47.09,12.55,23-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Nov-2019 - 00:00,2.38,1.03,1.72,0.93,735.0,256.41,77.0,0.0,51.03,195.61,22.95,14.9,231.17,0.4,1.36,63.17,19.3,27.33,46.62,40.32,14.32,24-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Nov-2019 - 00:00,1.54,0.62,1.23,0.91,734.47,179.98,73.2,0.0,52.36,193.36,22.58,15.03,231.08,0.43,0.97,52.57,12.43,25.18,37.61,40.12,15.86,25-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Nov-2019 - 00:00,1.37,0.7,0.59,0.91,734.32,136.42,69.37,0.0,50.63,195.91,23.01,12.46,160.19,0.78,0.83,61.11,13.36,31.45,44.8,56.86,16.58,26-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Nov-2019 - 00:00,1.59,0.82,0.95,0.92,733.86,106.36,44.56,0.0,45.02,185.26,23.42,16.75,111.47,1.0,0.8,81.22,21.24,41.89,63.13,67.22,16.07,27-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Nov-2019 - 00:00,1.43,0.67,0.86,0.91,733.41,116.09,53.54,0.0,49.4,204.17,23.14,12.03,109.28,1.3,0.78,70.92,15.18,37.91,53.09,61.07,19.65,28-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Nov-2019 - 00:00,2.06,0.49,1.08,0.91,733.83,176.66,109.79,0.0,66.46,193.58,22.38,11.57,168.19,0.68,1.09,62.56,14.88,32.2,47.07,54.81,15.3,29-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Nov-2019 - 00:00,1.41,0.35,0.77,0.91,734.84,96.29,48.39,0.0,77.79,184.2,19.37,10.37,280.23,0.92,0.8,66.58,18.69,30.3,48.99,36.9,11.23,30-Nov-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Nov-2019 - 00:00,1.17,0.37,0.73,0.9,735.09,86.87,38.04,0.0,72.75,199.13,19.19,10.88,277.47,0.8,0.79,66.01,15.13,34.31,49.45,57.68,10.46,01-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Dec-2019 - 00:00,1.16,0.33,0.63,0.9,734.94,98.16,40.47,0.0,64.61,190.53,19.27,11.46,286.7,0.72,0.77,61.01,11.94,32.51,44.45,69.68,18.71,02-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Dec-2019 - 00:00,1.16,0.4,0.67,0.91,735.7,83.2,28.18,0.0,38.61,207.78,19.27,9.98,297.26,0.72,0.79,64.58,13.18,34.55,47.73,66.83,26.14,03-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Dec-2019 - 00:00,1.94,1.26,1.3,0.9,735.5,117.67,42.24,0.0,30.41,204.43,19.03,11.51,271.2,0.61,1.24,95.11,28.55,45.33,73.65,61.27,33.49,04-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Dec-2019 - 00:00,2.56,1.89,2.18,0.94,736.38,116.77,53.54,0.0,33.14,198.44,19.37,13.93,190.9,0.4,1.54,131.55,50.06,55.94,106.0,37.41,30.84,05-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Dec-2019 - 00:00,1.53,0.66,1.22,0.98,737.48,88.43,48.89,0.0,34.44,199.54,19.97,12.84,163.36,0.5,0.96,67.28,7.14,49.47,56.6,83.34,49.72,06-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Dec-2019 - 00:00,2.07,0.83,1.08,1.02,737.26,130.34,63.49,0.0,45.17,189.37,17.8,12.28,246.7,0.53,1.06,73.05,7.42,55.31,62.73,55.82,17.97,07-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Dec-2019 - 00:00,2.08,0.79,1.21,1.02,736.47,110.53,50.28,0.0,54.14,181.16,18.07,11.67,207.26,0.61,1.08,66.42,6.49,49.89,56.38,49.55,10.31,08-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Dec-2019 - 00:00,1.9,0.86,1.12,1.02,736.32,95.6,45.48,0.0,47.66,188.23,18.16,13.61,159.53,0.46,1.19,77.63,23.77,42.5,66.27,54.31,11.58,09-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Dec-2019 - 00:00,2.53,1.57,1.6,1.08,735.73,102.82,48.71,0.0,48.38,190.49,18.59,12.34,181.33,0.51,1.6,101.76,30.65,56.39,87.03,62.97,14.62,10-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Dec-2019 - 00:00,3.4,3.36,2.29,0.7,733.86,122.86,58.47,0.0,58.88,202.61,17.98,14.64,208.7,0.38,2.04,121.6,46.7,58.75,105.44,42.78,23.8,11-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Dec-2019 - 00:00,3.3,3.13,2.28,0.27,732.5,132.86,63.63,0.0,59.23,183.78,18.66,16.11,161.67,0.51,1.66,111.69,36.94,57.25,94.19,49.01,22.23,12-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Dec-2019 - 00:00,1.49,0.43,0.77,0.09,730.8,99.24,58.86,0.01,64.26,183.66,18.7,9.91,121.67,1.11,0.84,54.05,4.01,39.81,43.82,78.42,10.06,13-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Dec-2019 - 00:00,1.07,0.22,0.42,0.04,732.21,127.22,46.36,0.0,81.68,171.1,15.78,9.42,266.83,0.94,0.66,44.22,7.1,28.61,35.72,46.11,22.96,14-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Dec-2019 - 00:00,0.89,0.26,0.55,0.06,736.56,62.18,32.99,0.0,63.42,210.84,15.03,9.1,184.28,0.7,0.72,45.41,7.31,30.52,37.83,42.24,31.76,15-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Dec-2019 - 00:00,1.29,0.25,0.49,0.05,736.7,91.17,45.81,0.0,68.16,210.29,14.72,9.22,304.32,1.0,0.64,40.74,5.26,27.47,32.73,43.3,25.83,16-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Dec-2019 - 00:00,0.94,0.17,0.34,0.03,736.92,76.62,42.19,0.0,72.34,217.96,12.9,6.69,313.91,1.2,0.67,42.68,5.79,30.01,35.77,47.02,25.51,17-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Dec-2019 - 00:00,4.06,1.63,2.55,0.28,737.54,108.7,58.51,0.0,79.3,194.91,11.29,21.23,258.03,0.72,0.93,61.98,23.58,32.52,56.09,36.27,24.6,18-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Dec-2019 - 00:00,7.67,4.19,6.35,0.56,736.51,135.92,65.8,0.0,69.91,205.67,13.59,43.91,222.35,0.66,1.27,89.96,21.55,62.76,84.3,38.36,16.31,19-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Dec-2019 - 00:00,6.18,3.67,5.23,0.48,735.2,95.02,42.41,0.0,60.42,215.23,15.16,25.23,214.43,0.57,1.25,76.79,18.54,53.52,71.9,33.82,12.32,20-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Dec-2019 - 00:00,8.38,6.65,7.11,0.79,733.74,129.25,56.76,0.0,58.36,192.95,16.85,30.41,189.77,0.59,1.66,105.2,27.0,71.82,98.77,26.19,12.46,21-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Dec-2019 - 00:00,5.54,2.45,4.38,0.46,734.24,98.33,44.15,0.0,48.3,191.74,17.88,24.99,199.99,0.69,1.21,71.86,14.5,52.9,65.23,24.4,15.57,22-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Dec-2019 - 00:00,2.19,0.75,1.75,0.14,735.31,47.4,21.68,0.0,38.61,206.89,17.33,24.62,271.0,0.88,0.6,39.34,8.51,28.39,36.89,25.43,6.75,23-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Dec-2019 - 00:00,4.27,1.76,3.34,0.35,734.51,66.82,32.09,0.0,40.56,208.98,16.38,36.38,237.48,0.64,0.91,54.22,13.96,36.82,50.76,23.69,10.26,24-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Dec-2019 - 00:00,4.63,1.38,2.54,0.3,735.15,74.7,38.55,0.0,46.92,188.71,16.01,24.52,144.32,0.7,0.98,43.98,6.81,34.48,41.29,33.65,13.21,25-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Dec-2019 - 00:00,5.02,1.69,3.05,0.32,735.04,75.75,39.08,0.0,43.52,195.64,15.77,27.88,241.98,0.74,0.94,56.49,14.0,39.0,53.0,33.51,13.43,26-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Dec-2019 - 00:00,5.67,2.64,3.93,0.42,734.71,86.2,46.6,0.0,33.45,191.6,14.61,31.07,280.88,0.72,0.98,83.98,27.52,51.75,79.25,20.22,10.21,27-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Dec-2019 - 00:00,7.93,3.58,6.34,0.75,735.09,104.02,46.8,0.0,36.79,203.9,14.84,37.85,236.08,0.68,1.47,88.52,28.01,55.92,83.92,29.38,16.5,28-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Dec-2019 - 00:00,8.44,3.17,5.28,0.58,735.56,134.8,69.29,0.0,47.76,182.98,14.02,33.72,218.94,0.58,1.39,94.48,18.68,71.23,89.9,30.7,11.73,29-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Dec-2019 - 00:00,9.5,2.99,5.05,0.54,735.65,145.33,84.91,0.0,51.95,192.57,12.56,36.47,202.84,0.58,1.41,93.55,18.25,70.7,88.95,22.95,14.52,30-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Dec-2019 - 00:00,8.69,2.15,3.71,0.36,734.73,142.36,73.37,0.0,58.63,185.85,11.2,30.96,173.04,0.81,1.45,68.62,11.37,53.99,65.36,33.32,18.29,31-Dec-2019 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Dec-2019 - 00:00,6.35,0.69,1.42,0.1,734.8,136.1,57.4,0.0,86.75,84.38,6.35,27.23,99.94,0.89,0.87,28.15,5.04,21.52,26.55,38.56,6.99,01-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
