from date,SO2,NO2,NH3,NOx,NO,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Temp,WD,RH,BP,to date,station
27-Aug-2019 - 00:00,3.4,21.66,9.81,19.51,9.71,0.34,10.5,13.22,40.51,4.18,6.57,25.2,295.58,70.48,718.46,28-Aug-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Aug-2019 - 00:00,3.5,21.54,9.46,22.45,13.5,0.38,8.78,12.78,44.94,3.1,7.01,24.5,299.25,74.2,719.18,29-Aug-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Aug-2019 - 00:00,3.39,21.29,9.96,21.89,12.13,0.4,6.8,15.79,54.06,5.05,8.08,24.81,302.42,73.15,719.12,30-Aug-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Aug-2019 - 00:00,3.78,19.11,10.45,17.78,8.93,0.36,10.44,18.35,49.11,4.73,6.37,25.59,296.39,69.52,717.73,31-Aug-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
31-Aug-2019 - 00:00,3.28,19.42,10.23,18.78,10.33,0.39,7.74,22.05,55.28,4.44,6.11,24.42,293.83,74.49,717.06,01-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Sep-2019 - 00:00,3.4,15.79,9.12,14.5,6.7,0.3,9.61,14.97,36.93,2.96,4.5,24.56,293.24,75.46,718.28,02-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Sep-2019 - 00:00,3.5,13.55,8.31,11.99,6.21,0.28,9.76,11.51,20.72,2.21,3.72,24.56,294.25,79.03,719.46,03-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Sep-2019 - 00:00,3.32,16.82,8.79,17.69,9.92,0.32,8.72,12.1,24.41,2.31,5.06,24.6,296.05,79.17,718.74,04-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Sep-2019 - 00:00,3.37,19.64,9.4,20.23,11.22,0.39,7.11,14.83,30.18,2.85,6.42,24.84,294.23,81.04,718.21,05-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Sep-2019 - 00:00,3.65,16.68,10.42,19.35,11.62,0.36,5.44,16.86,31.44,6.01,19.12,26.31,294.55,78.56,718.16,06-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Sep-2019 - 00:00,3.47,17.36,11.12,21.84,13.73,0.38,6.27,18.14,33.91,3.08,9.31,28.58,295.84,77.9,718.08,07-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Sep-2019 - 00:00,2.82,15.84,10.09,16.4,9.65,0.27,6.86,15.86,30.63,2.43,5.98,28.26,293.26,74.68,718.86,08-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Sep-2019 - 00:00,2.67,13.6,10.8,14.19,8.7,0.33,8.21,18.88,34.15,3.35,5.25,29.75,295.26,73.19,720.12,09-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Sep-2019 - 00:00,2.76,17.39,13.38,18.45,12.71,0.42,8.84,27.3,58.04,6.66,6.95,32.9,297.06,71.74,719.7,10-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Sep-2019 - 00:00,2.81,17.54,15.83,19.1,11.05,0.4,8.29,26.0,48.9,6.29,7.96,35.86,299.95,73.05,719.51,11-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Sep-2019 - 00:00,2.8,16.12,16.78,18.85,12.64,0.35,7.24,21.61,42.47,4.27,7.82,37.61,299.5,73.59,720.07,12-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Sep-2019 - 00:00,3.35,20.84,25.05,29.98,30.19,0.43,6.99,17.46,36.54,2.79,7.88,35.52,301.48,70.02,721.11,13-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Sep-2019 - 00:00,2.45,20.53,18.94,31.54,22.35,0.43,3.29,37.81,73.79,4.62,5.94,27.91,302.1,76.03,722.21,14-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Sep-2019 - 00:00,,21.17,12.48,23.14,8.85,0.42,27.77,23.12,52.92,3.2,3.76,22.09,307.54,68.31,721.44,15-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Sep-2019 - 00:00,,18.32,10.82,23.12,8.75,0.44,26.75,17.31,47.54,1.66,3.63,22.5,310.55,67.83,720.98,16-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Sep-2019 - 00:00,3.95,18.57,10.25,26.67,19.55,0.49,19.11,16.89,38.93,1.59,4.52,21.78,310.01,77.62,719.95,17-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Sep-2019 - 00:00,3.96,21.95,10.72,32.73,16.13,0.63,19.41,20.52,48.68,1.9,5.61,21.8,311.66,79.72,718.86,18-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Sep-2019 - 00:00,,23.42,10.66,27.61,6.65,0.52,26.09,24.8,57.59,2.38,5.07,21.68,307.67,75.93,718.8,19-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Sep-2019 - 00:00,4.1,21.15,10.49,20.45,8.96,0.4,53.3,23.96,48.05,2.15,3.3,21.83,309.87,73.92,719.27,20-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Sep-2019 - 00:00,,19.9,10.0,19.19,4.65,0.43,35.83,21.58,60.9,1.97,3.65,21.64,304.23,72.03,720.01,21-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Sep-2019 - 00:00,,24.37,10.68,23.95,9.2,0.53,29.18,23.59,53.25,2.74,4.94,22.3,309.44,66.9,719.34,22-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Sep-2019 - 00:00,3.6,27.11,12.38,38.93,23.6,0.94,21.96,23.57,62.59,2.79,7.95,22.08,326.41,75.09,719.94,23-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Sep-2019 - 00:00,,32.92,13.69,40.31,2.7,0.91,29.38,24.7,57.77,2.95,10.2,22.04,324.49,77.78,720.09,24-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Sep-2019 - 00:00,4.0,34.87,11.11,34.4,6.07,0.71,47.44,20.51,43.04,2.63,7.75,22.16,314.38,77.05,719.3,25-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Sep-2019 - 00:00,3.65,24.06,9.31,18.86,3.78,0.31,36.35,14.78,24.53,1.46,3.95,21.98,303.18,76.38,719.79,26-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Sep-2019 - 00:00,,19.56,7.99,16.21,3.53,0.33,22.71,13.93,31.01,1.37,3.61,21.98,188.91,73.97,723.08,27-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Sep-2019 - 00:00,3.15,30.04,10.14,32.75,17.06,0.68,28.92,27.97,62.07,2.45,7.94,21.96,170.03,72.23,725.1,28-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Sep-2019 - 00:00,,25.91,9.94,18.44,3.5,0.44,62.46,22.19,48.52,1.98,6.18,21.96,201.01,67.49,724.11,29-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Sep-2019 - 00:00,,26.28,11.49,19.85,5.25,0.45,58.06,36.71,65.34,1.79,4.59,21.82,262.94,63.49,724.21,30-Sep-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Sep-2019 - 00:00,3.0,24.82,9.93,22.1,9.7,0.47,36.8,25.69,52.82,1.83,4.28,22.02,240.82,65.27,723.85,01-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Oct-2019 - 00:00,,33.53,11.39,31.13,1.8,0.73,50.56,34.16,66.3,2.79,6.64,21.82,134.63,73.52,723.84,02-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Oct-2019 - 00:00,,48.17,11.46,43.2,14.3,0.84,60.7,24.24,61.18,2.91,8.87,22.05,186.05,67.67,723.31,03-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Oct-2019 - 00:00,,40.33,12.86,33.96,2.6,0.65,78.4,30.09,58.85,3.22,8.8,24.36,136.11,71.53,721.69,04-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Oct-2019 - 00:00,4.0,43.42,16.03,53.98,21.2,0.96,84.22,33.43,66.91,4.01,10.42,26.53,169.25,72.99,719.12,05-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Oct-2019 - 00:00,3.02,51.6,15.51,48.52,18.51,0.97,58.85,37.95,88.27,4.51,12.96,26.46,174.19,70.56,718.41,06-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Oct-2019 - 00:00,2.95,35.11,14.48,29.27,18.05,0.53,63.19,30.88,55.54,3.32,12.37,27.03,146.53,69.51,720.62,07-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Oct-2019 - 00:00,2.87,41.98,15.39,37.74,16.27,0.86,56.09,38.65,73.33,4.19,10.59,27.03,163.25,71.38,720.69,08-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Oct-2019 - 00:00,3.09,33.86,13.49,25.96,6.63,0.54,97.29,22.65,37.7,2.48,7.07,27.53,132.9,75.05,720.25,09-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Oct-2019 - 00:00,3.04,41.51,15.37,36.58,14.87,0.79,79.18,29.68,61.77,3.02,9.15,27.98,183.76,71.56,719.28,10-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Oct-2019 - 00:00,2.75,37.65,16.26,31.42,12.15,0.7,68.27,37.12,67.01,3.59,10.99,29.41,200.2,71.43,721.47,11-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Oct-2019 - 00:00,2.48,44.61,19.65,35.95,12.04,0.79,58.73,47.73,93.66,4.52,12.17,31.48,148.6,70.68,721.24,12-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Oct-2019 - 00:00,3.12,36.57,20.83,38.69,20.34,0.74,47.98,34.92,80.67,3.82,9.96,30.85,254.33,64.02,721.04,13-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Oct-2019 - 00:00,2.48,24.52,20.92,30.32,21.85,0.57,20.42,18.58,46.6,3.28,7.97,33.12,232.28,68.6,721.66,14-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Oct-2019 - 00:00,3.12,31.01,23.64,43.55,35.73,0.87,20.29,25.56,63.97,4.52,11.36,34.31,295.31,62.8,721.74,15-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Oct-2019 - 00:00,3.11,32.52,30.59,43.61,31.01,0.82,31.58,27.25,68.24,4.75,12.69,36.73,321.06,67.84,721.79,16-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Oct-2019 - 00:00,3.06,30.29,30.15,43.66,33.69,0.72,29.26,24.31,60.78,4.44,11.38,37.69,320.25,68.6,722.34,17-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Oct-2019 - 00:00,3.07,27.4,30.12,45.66,41.0,0.75,18.24,22.84,57.07,4.63,12.18,39.04,320.44,74.42,722.43,18-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Oct-2019 - 00:00,2.86,26.58,23.49,34.2,29.48,0.61,32.69,43.82,54.24,4.6,12.35,30.51,289.96,71.47,722.6,19-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Oct-2019 - 00:00,,28.84,16.86,38.87,6.4,0.61,17.72,27.52,48.12,6.18,15.22,21.54,199.59,71.95,723.1,20-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Oct-2019 - 00:00,,28.74,13.82,31.98,9.7,0.55,28.94,15.57,42.5,3.82,9.28,21.44,207.74,72.54,723.54,21-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Oct-2019 - 00:00,,36.05,16.36,47.06,25.65,0.9,21.99,19.81,50.79,6.64,18.38,21.69,178.17,79.44,725.17,22-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Oct-2019 - 00:00,,29.11,13.64,34.04,4.9,0.55,21.38,12.58,30.97,3.57,9.76,22.82,103.31,85.74,725.35,23-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Oct-2019 - 00:00,,22.28,10.91,29.83,7.6,0.46,11.78,10.0,40.01,2.43,6.26,22.38,95.1,80.07,721.57,24-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Oct-2019 - 00:00,,22.21,10.22,21.8,5.6,0.4,20.61,32.46,60.92,4.86,5.78,23.0,86.47,74.89,721.4,25-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Oct-2019 - 00:00,,20.19,9.33,21.11,4.8,0.4,17.33,28.15,53.9,4.37,4.62,22.37,231.96,78.74,721.58,26-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Oct-2019 - 00:00,4.54,20.67,8.97,22.0,13.76,0.39,15.11,22.17,43.45,2.67,4.28,22.22,324.62,75.27,724.22,27-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Oct-2019 - 00:00,3.55,24.24,10.67,28.73,19.47,0.55,21.27,41.56,68.25,3.08,6.38,22.83,323.66,75.68,727.18,28-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Oct-2019 - 00:00,3.46,29.62,12.81,37.73,27.03,0.75,19.02,49.6,83.75,2.65,7.62,23.59,303.89,75.22,726.52,29-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Oct-2019 - 00:00,3.38,30.73,13.46,40.18,29.32,0.73,25.69,39.66,79.62,2.64,8.05,24.12,251.53,74.9,723.63,30-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Oct-2019 - 00:00,3.08,27.38,14.17,38.4,29.32,0.64,27.16,21.85,41.88,2.25,6.97,25.89,270.92,79.55,722.31,31-Oct-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
31-Oct-2019 - 00:00,3.14,20.65,12.54,17.12,7.55,0.37,49.16,17.0,35.83,1.7,6.92,28.65,222.85,74.96,724.09,01-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Nov-2019 - 00:00,2.99,22.76,11.68,20.63,10.48,0.53,80.36,23.82,50.59,1.96,5.52,29.71,171.52,57.35,724.45,02-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Nov-2019 - 00:00,2.32,35.47,21.6,51.29,39.89,1.08,30.28,30.29,94.55,5.66,14.69,35.21,265.95,57.26,724.88,03-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Nov-2019 - 00:00,2.89,31.92,23.44,38.21,26.11,0.66,39.72,37.33,87.48,4.27,10.05,36.64,251.62,62.64,726.29,04-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Nov-2019 - 00:00,3.12,42.61,28.69,55.72,36.57,1.13,39.48,58.28,127.5,6.95,15.22,38.06,233.16,52.36,726.54,05-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Nov-2019 - 00:00,3.62,47.48,33.71,69.63,49.04,1.17,36.88,72.16,155.22,7.83,16.91,38.97,209.97,51.76,723.69,06-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Nov-2019 - 00:00,4.32,65.57,35.57,63.12,34.73,1.39,67.48,61.38,145.24,5.74,15.82,36.98,200.8,47.41,719.65,07-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Nov-2019 - 00:00,2.84,50.83,32.73,47.49,24.08,1.01,57.27,76.17,147.5,6.62,18.18,37.51,133.2,60.03,720.39,08-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Nov-2019 - 00:00,2.84,45.28,31.65,47.09,28.3,1.06,61.33,68.58,131.96,6.17,15.06,38.99,143.0,68.94,721.32,09-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Nov-2019 - 00:00,2.61,42.97,30.86,38.8,19.62,0.75,61.64,57.73,112.54,5.77,12.43,38.04,164.18,67.47,721.35,10-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Nov-2019 - 00:00,2.51,46.14,25.23,44.29,24.3,0.92,47.43,61.03,116.46,4.53,13.39,38.51,178.15,67.29,721.2,11-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Nov-2019 - 00:00,2.78,43.67,25.0,37.18,17.17,0.8,96.97,82.72,134.91,3.61,8.24,38.32,252.22,69.41,721.31,12-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Nov-2019 - 00:00,2.77,37.7,16.05,35.84,19.42,0.7,66.9,33.0,70.78,2.68,7.32,25.15,277.48,55.63,722.26,13-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Nov-2019 - 00:00,3.13,40.36,21.05,47.8,32.39,0.8,46.29,43.96,90.54,2.97,7.9,23.1,265.21,63.28,723.1,14-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Nov-2019 - 00:00,3.07,35.97,21.73,46.62,33.81,0.87,42.51,36.5,80.96,3.25,8.56,23.48,256.82,70.83,722.91,15-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Nov-2019 - 00:00,3.14,30.38,22.31,48.19,39.41,0.83,11.42,36.88,81.92,3.38,9.15,23.22,245.4,73.25,722.78,16-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Nov-2019 - 00:00,2.94,27.62,20.41,40.13,31.3,0.77,12.39,30.5,66.12,3.17,8.15,24.74,268.08,70.25,722.69,17-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Nov-2019 - 00:00,2.99,33.36,20.01,39.94,27.3,0.82,30.08,40.96,91.92,2.95,7.12,25.81,234.17,62.29,722.94,18-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Nov-2019 - 00:00,2.93,30.4,22.03,41.34,30.97,0.85,24.08,38.88,79.75,3.33,7.85,25.69,258.86,67.53,722.81,19-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Nov-2019 - 00:00,2.99,25.89,18.09,33.33,24.06,0.73,25.64,27.96,63.17,2.91,6.93,25.78,236.25,65.5,722.7,20-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Nov-2019 - 00:00,3.16,28.49,19.72,41.61,32.54,0.87,13.43,29.67,70.71,3.2,8.81,25.79,251.29,73.3,721.97,21-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Nov-2019 - 00:00,2.88,37.06,20.2,51.79,39.47,1.12,24.76,55.92,114.38,4.22,11.73,25.92,245.78,70.62,723.02,22-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Nov-2019 - 00:00,3.04,33.92,13.28,39.77,26.73,0.84,34.49,51.38,99.17,3.37,8.32,25.6,257.81,69.18,723.95,23-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Nov-2019 - 00:00,2.94,35.89,11.22,43.59,30.14,0.75,38.57,43.4,93.47,3.22,7.42,25.77,242.83,63.58,724.07,24-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Nov-2019 - 00:00,,,,,,,,,,,,,,,,25-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Nov-2019 - 00:00,3.18,25.07,33.9,36.75,36.51,1.39,24.28,42.3,88.0,38.52,250.54,27.82,274.58,76.08,723.92,26-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Nov-2019 - 00:00,1.55,37.8,27.21,40.9,67.6,0.68,57.47,44.78,91.43,47.93,233.07,25.68,266.73,64.22,721.85,27-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
27-Nov-2019 - 00:00,2.15,36.69,22.03,47.96,35.0,0.94,39.88,46.79,91.42,6.26,236.93,25.51,260.52,71.64,721.92,28-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
28-Nov-2019 - 00:00,1.92,34.67,32.12,47.01,36.11,0.84,37.2,34.67,75.67,14.76,200.35,25.59,255.22,70.79,722.41,29-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
29-Nov-2019 - 00:00,2.34,34.86,16.31,51.44,40.47,1.02,4.12,37.38,88.0,4.94,273.2,25.41,248.6,69.86,722.58,30-Nov-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
30-Nov-2019 - 00:00,5.08,31.77,8.57,46.63,36.57,0.96,8.25,34.18,70.96,4.29,258.42,25.72,253.96,76.19,722.46,01-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
01-Dec-2019 - 00:00,6.85,29.32,4.92,40.94,31.17,0.72,5.33,26.69,42.12,3.33,255.43,25.53,262.68,83.17,721.55,02-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
02-Dec-2019 - 00:00,6.59,30.84,2.89,39.1,27.9,0.62,23.83,19.61,44.31,2.97,251.63,25.88,269.64,78.42,722.32,03-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
03-Dec-2019 - 00:00,7.23,47.28,6.47,58.72,41.3,0.89,45.8,30.35,74.04,5.02,274.38,26.0,262.66,72.84,722.84,04-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
04-Dec-2019 - 00:00,7.06,50.82,4.13,52.96,31.89,0.82,85.26,38.1,82.07,3.56,250.76,25.99,262.91,70.39,723.76,05-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
05-Dec-2019 - 00:00,7.19,59.83,6.55,59.16,33.63,0.87,60.05,56.15,109.97,3.84,242.15,25.86,249.44,66.34,725.17,06-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
06-Dec-2019 - 00:00,7.02,61.66,6.34,56.53,29.18,0.78,58.8,56.39,106.6,3.76,237.74,25.87,264.03,68.75,724.51,07-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
07-Dec-2019 - 00:00,8.02,61.72,4.79,67.53,42.68,0.86,36.62,39.5,80.18,4.36,231.85,25.9,256.95,75.44,723.97,08-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
08-Dec-2019 - 00:00,8.46,44.1,3.15,42.37,23.26,0.68,37.5,23.56,54.4,3.05,239.41,26.15,265.34,76.2,724.4,09-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
09-Dec-2019 - 00:00,8.53,48.06,3.3,54.98,36.19,0.83,35.36,24.92,63.31,3.69,232.25,26.11,269.67,67.46,724.03,10-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
10-Dec-2019 - 00:00,8.58,42.64,2.67,44.75,27.14,0.7,48.7,19.52,55.67,2.91,219.85,25.57,270.58,64.93,723.03,11-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
11-Dec-2019 - 00:00,8.89,60.31,10.98,59.97,34.29,0.9,52.64,27.94,79.99,5.29,230.59,25.13,243.96,56.71,721.81,12-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
12-Dec-2019 - 00:00,8.39,48.64,3.12,44.39,22.79,0.75,58.92,27.52,71.49,3.16,239.53,25.85,257.05,65.44,722.14,13-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
13-Dec-2019 - 00:00,8.59,47.48,3.65,49.61,29.96,0.7,49.22,30.79,70.67,2.77,219.59,26.18,258.97,67.67,723.11,14-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
14-Dec-2019 - 00:00,8.48,45.37,2.7,53.74,36.42,0.81,29.09,22.4,54.37,3.36,221.17,26.21,262.17,75.72,724.59,15-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
15-Dec-2019 - 00:00,8.47,40.71,3.35,38.96,21.29,0.6,46.08,26.46,59.24,2.5,215.62,26.16,268.57,65.8,723.93,16-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
16-Dec-2019 - 00:00,8.41,43.8,2.93,53.67,37.36,0.83,36.0,25.81,68.77,3.55,216.72,26.24,256.94,67.28,723.5,17-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
17-Dec-2019 - 00:00,8.7,47.12,3.25,53.23,34.65,0.81,33.88,28.94,72.21,3.26,215.98,26.01,258.03,67.9,724.05,18-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
18-Dec-2019 - 00:00,8.37,47.42,3.62,50.41,30.97,0.75,37.45,39.78,89.71,3.12,185.74,23.56,262.15,66.61,724.48,19-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
19-Dec-2019 - 00:00,8.43,42.98,3.95,49.12,32.3,0.7,28.02,33.4,75.85,3.09,179.67,23.66,266.13,68.67,723.89,20-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
20-Dec-2019 - 00:00,7.95,47.37,3.9,53.8,35.19,0.83,41.06,44.16,96.77,3.67,183.89,24.44,258.79,68.5,723.06,21-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
21-Dec-2019 - 00:00,8.4,44.04,4.17,38.77,18.88,0.67,54.04,43.58,90.11,3.19,204.14,26.26,263.42,68.17,722.71,22-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
22-Dec-2019 - 00:00,8.36,39.26,3.97,33.04,14.95,0.56,67.45,45.33,79.5,2.67,229.36,28.66,264.2,64.9,722.84,23-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
23-Dec-2019 - 00:00,7.89,47.08,4.36,41.42,20.15,0.71,64.91,39.79,86.54,3.49,245.91,30.22,265.4,67.34,722.98,24-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
24-Dec-2019 - 00:00,8.67,41.86,2.77,40.69,22.66,0.6,45.73,31.71,72.03,5.46,233.0,32.9,266.78,69.12,723.71,25-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
25-Dec-2019 - 00:00,9.79,39.95,2.4,39.2,22.08,0.76,37.83,32.36,67.26,12.41,102.18,37.12,268.42,74.49,723.59,26-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
26-Dec-2019 - 00:00,9.2,51.85,3.53,43.45,19.52,0.78,56.49,43.85,93.83,11.36,207.34,37.12,236.12,68.04,722.82,27-Dec-2019 - 00:00,"Bapuji Nagar, Bengaluru - KSPCB"
