from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
20-Dec-2019 - 00:00,29.61,0.64,35.71,2.24,42.49,24.27,22.63,8.8,74.26,150.34,0.41,6.21,0.08,22.39,61.0,0.28,106.54,96.12,708.22,21-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Dec-2019 - 00:00,29.75,0.57,39.84,0.98,31.5,17.37,22.32,7.46,77.91,150.65,0.33,4.03,0.06,22.32,61.79,0.32,102.03,80.22,708.28,22-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Dec-2019 - 00:00,29.86,0.63,32.82,1.24,34.58,19.28,22.64,5.28,74.9,140.82,0.28,3.5,0.04,21.44,66.65,0.35,115.61,74.85,708.6,23-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Dec-2019 - 00:00,29.94,0.6,33.89,1.7,35.44,20.08,21.92,4.86,72.89,140.57,0.29,4.66,0.08,21.23,65.47,0.37,115.48,77.04,708.47,24-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Dec-2019 - 00:00,29.93,0.53,36.28,1.56,29.51,16.72,20.62,3.77,64.62,110.98,0.26,3.72,0.04,21.68,67.09,0.47,122.5,88.12,708.57,25-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Dec-2019 - 00:00,29.95,0.61,39.03,0.72,24.58,13.44,20.96,2.9,74.41,118.88,0.26,2.46,0.04,22.46,66.94,0.64,125.05,85.31,708.52,26-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Dec-2019 - 00:00,29.8,0.58,25.6,0.82,29.99,16.49,19.7,3.27,62.77,97.46,0.26,1.72,0.07,20.68,72.31,0.38,124.46,33.19,708.42,27-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,28-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,29-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,30-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,31-Dec-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jan-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
