from date,PM2.5,BP,Temp,SR,RH,RF,WS,WD,PM10,VWS,SO2,NO,NOx,NO2,CO,Benzene,Ozone,to date,station
28-Aug-2019 - 00:00,11.05,762.89,31.07,216.99,76.92,0.0,0.13,282.29,47.17,0.57,14.04,13.06,22.36,9.29,2.44,0.72,4.61,29-Aug-2019 - 00:00,"Bandra, Mumbai - MPCB"
29-Aug-2019 - 00:00,11.94,763.23,30.08,193.02,84.42,0.0,0.11,243.6,55.99,0.64,14.8,23.43,34.84,11.4,2.61,1.23,4.75,30-Aug-2019 - 00:00,"Bandra, Mumbai - MPCB"
30-Aug-2019 - 00:00,10.96,762.18,29.25,140.8,88.9,0.0,0.08,206.28,56.11,0.63,14.78,23.43,34.41,10.98,2.54,1.13,4.86,31-Aug-2019 - 00:00,"Bandra, Mumbai - MPCB"
31-Aug-2019 - 00:00,11.0,761.1,28.67,69.41,90.46,0.0,0.07,273.34,47.64,0.61,14.4,12.62,21.39,8.77,2.45,0.36,4.76,01-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
01-Sep-2019 - 00:00,7.78,762.04,27.89,61.65,92.12,0.0,0.07,221.78,38.09,0.63,14.87,16.25,25.63,9.38,2.51,0.38,4.78,02-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
02-Sep-2019 - 00:00,8.65,763.1,29.17,161.15,88.8,0.0,0.1,254.67,45.28,0.63,15.3,16.53,25.43,8.89,2.56,0.44,4.77,03-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
03-Sep-2019 - 00:00,6.57,762.63,27.13,77.93,98.85,0.0,0.07,251.41,35.82,0.63,15.17,16.15,26.43,10.27,2.57,0.31,4.78,04-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
04-Sep-2019 - 00:00,6.4,761.55,26.45,34.16,99.9,0.0,0.08,235.07,35.02,0.69,14.47,13.0,24.46,11.48,2.55,0.21,5.06,05-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
05-Sep-2019 - 00:00,7.79,760.8,27.53,95.21,99.61,0.0,0.09,268.63,42.68,0.67,14.04,10.27,20.47,10.19,2.46,0.31,5.35,06-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
06-Sep-2019 - 00:00,8.29,761.22,27.85,77.82,98.13,0.0,0.12,293.12,47.9,0.65,13.83,10.51,20.15,9.63,2.42,0.26,5.05,07-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
07-Sep-2019 - 00:00,17.98,761.43,27.79,81.09,97.09,0.0,0.15,291.01,61.26,0.61,14.6,9.93,21.95,12.01,2.53,0.33,4.69,08-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
08-Sep-2019 - 00:00,7.34,762.61,27.12,77.36,99.79,0.0,0.09,266.71,67.36,0.59,17.58,4.71,18.71,13.99,2.66,0.36,5.92,09-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
09-Sep-2019 - 00:00,11.26,762.64,27.61,53.04,99.82,0.0,0.07,264.94,71.46,0.63,11.76,2.21,13.97,11.76,1.75,0.43,5.29,10-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
10-Sep-2019 - 00:00,13.62,762.75,28.62,106.77,94.89,0.0,0.07,299.29,66.55,0.64,6.55,3.74,14.89,11.15,0.7,0.36,5.18,11-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
11-Sep-2019 - 00:00,12.0,764.2,28.08,120.36,91.81,0.0,0.09,249.23,70.43,0.62,10.75,7.45,18.59,11.14,1.1,0.26,4.54,12-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
12-Sep-2019 - 00:00,10.42,765.79,28.39,84.96,92.17,0.0,0.08,275.28,52.5,0.62,11.79,5.49,16.2,10.71,1.14,0.35,4.46,13-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
13-Sep-2019 - 00:00,13.7,766.13,27.79,94.13,95.79,0.0,0.1,237.42,74.4,0.63,12.18,12.75,27.29,14.54,1.38,0.43,4.65,14-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
14-Sep-2019 - 00:00,15.73,765.77,29.34,164.05,91.22,0.0,0.07,246.49,67.01,0.64,12.08,5.18,15.52,10.33,1.19,0.23,11.54,15-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
15-Sep-2019 - 00:00,9.47,766.47,27.69,79.22,90.92,0.0,0.08,135.43,,0.7,13.28,19.7,38.65,18.95,1.66,0.47,9.32,16-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
16-Sep-2019 - 00:00,9.74,765.64,28.71,143.62,92.97,0.0,0.07,154.0,113.23,0.66,13.74,8.5,20.05,11.55,1.42,0.57,9.24,17-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
17-Sep-2019 - 00:00,13.68,764.85,28.87,84.76,91.07,0.0,0.07,154.56,62.79,0.71,13.92,23.92,39.83,15.9,1.74,0.94,9.69,18-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
18-Sep-2019 - 00:00,17.0,765.0,28.56,135.84,95.1,0.0,0.09,125.69,58.9,0.8,14.36,24.63,44.92,20.29,1.81,1.0,10.16,19-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
19-Sep-2019 - 00:00,22.69,764.2,28.13,111.87,92.45,0.0,0.1,189.58,68.01,0.82,14.2,24.54,55.33,30.78,2.12,0.85,11.08,20-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
20-Sep-2019 - 00:00,17.03,763.84,27.82,83.51,94.39,0.0,0.28,222.79,56.83,0.57,11.77,29.16,55.13,25.97,2.07,0.62,10.96,21-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
21-Sep-2019 - 00:00,23.9,763.58,29.37,184.56,82.6,0.0,0.61,215.5,59.74,0.57,7.19,27.52,48.38,20.85,1.97,1.55,10.71,22-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
22-Sep-2019 - 00:00,16.83,764.9,29.9,191.56,80.68,0.0,0.32,231.9,90.18,0.57,6.62,19.12,37.84,18.7,1.85,1.17,11.03,23-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
23-Sep-2019 - 00:00,25.54,766.31,30.19,202.75,82.07,0.0,0.12,213.84,,0.7,6.4,20.67,36.44,15.76,1.8,0.9,11.19,24-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
24-Sep-2019 - 00:00,14.4,765.81,29.63,157.24,88.17,0.0,0.12,72.78,,0.81,5.98,21.07,36.31,15.23,1.73,0.74,11.61,25-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
25-Sep-2019 - 00:00,12.45,765.29,28.37,84.62,94.53,0.0,0.09,135.91,,0.78,6.11,20.4,41.06,20.65,2.02,0.44,12.32,26-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
26-Sep-2019 - 00:00,16.71,766.18,29.42,162.08,87.49,0.0,0.15,219.9,,0.66,6.09,27.03,51.67,24.63,2.26,0.67,11.74,27-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
27-Sep-2019 - 00:00,7.75,768.63,28.41,141.05,87.07,0.0,0.22,255.2,,0.58,5.24,17.47,37.29,19.82,1.81,0.5,11.52,28-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
28-Sep-2019 - 00:00,10.55,768.23,29.29,158.07,83.01,0.0,0.23,245.53,,0.6,,21.5,38.82,17.32,,0.27,,29-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
29-Sep-2019 - 00:00,10.94,768.58,29.91,162.83,81.71,0.0,0.19,253.42,,0.58,,18.15,33.67,15.51,,0.25,,30-Sep-2019 - 00:00,"Bandra, Mumbai - MPCB"
30-Sep-2019 - 00:00,10.98,768.38,29.6,174.69,86.34,0.0,0.11,255.55,,0.67,,16.4,31.4,14.99,,0.2,,01-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
01-Oct-2019 - 00:00,9.76,768.7,30.08,197.07,82.2,0.0,0.08,246.14,,0.75,,7.29,17.87,10.57,,0.15,,02-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
02-Oct-2019 - 00:00,19.11,768.96,30.19,177.47,81.27,0.0,0.07,114.12,,0.75,4.04,20.04,33.43,13.38,1.98,0.15,11.07,03-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
03-Oct-2019 - 00:00,23.09,768.07,30.35,158.65,82.05,0.0,0.08,97.43,,0.73,4.38,24.71,39.79,15.08,2.19,0.11,10.96,04-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
04-Oct-2019 - 00:00,20.13,768.11,30.15,147.87,83.39,0.0,0.07,115.62,48.31,0.72,4.74,28.39,46.44,18.05,2.3,0.12,10.53,05-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
05-Oct-2019 - 00:00,26.59,767.1,30.12,184.87,78.15,0.0,0.08,140.55,62.65,0.68,4.88,38.88,61.81,22.93,2.75,0.1,10.85,06-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
06-Oct-2019 - 00:00,25.19,767.49,30.57,195.56,76.11,0.0,0.08,186.94,56.77,0.77,4.71,30.13,51.76,21.62,2.76,0.1,10.64,07-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
07-Oct-2019 - 00:00,32.5,767.84,31.26,178.92,77.39,0.0,0.07,132.26,64.16,0.65,4.38,22.94,42.79,19.84,2.38,0.11,10.83,08-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
08-Oct-2019 - 00:00,35.17,767.13,31.37,151.55,78.19,0.0,0.12,161.31,69.64,0.67,4.47,18.85,36.92,18.06,2.42,0.16,11.17,09-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
09-Oct-2019 - 00:00,19.79,766.87,30.21,155.18,76.15,0.0,0.14,160.42,44.28,0.73,4.23,26.89,50.02,23.12,2.29,0.09,10.92,10-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
10-Oct-2019 - 00:00,29.79,766.22,30.66,171.24,76.63,0.0,0.09,195.61,65.89,0.74,4.47,35.18,59.28,24.09,2.61,0.08,11.72,11-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
11-Oct-2019 - 00:00,25.56,722.93,30.83,188.28,73.59,0.0,0.1,183.01,50.68,0.67,4.15,26.99,50.49,23.5,2.46,0.16,11.69,12-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
12-Oct-2019 - 00:00,32.17,767.19,31.22,176.88,75.47,0.0,0.14,183.87,76.25,0.72,4.62,36.39,59.67,23.28,2.54,0.14,12.05,13-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
13-Oct-2019 - 00:00,29.6,757.73,31.68,169.8,72.22,0.0,0.09,162.11,64.99,0.7,4.57,35.01,56.31,21.29,2.78,0.07,11.48,14-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
14-Oct-2019 - 00:00,40.72,740.62,32.52,160.18,70.72,0.0,0.1,136.44,81.3,0.61,4.72,36.14,61.1,24.97,2.71,0.08,12.2,15-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
15-Oct-2019 - 00:00,41.63,742.47,33.02,170.41,57.96,0.0,0.12,154.25,87.29,0.63,4.72,42.09,73.73,31.63,2.75,0.05,11.45,16-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
16-Oct-2019 - 00:00,47.22,767.06,33.07,172.41,54.39,0.0,0.11,178.0,96.16,0.48,4.67,44.77,82.25,37.48,3.06,0.07,11.16,17-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
17-Oct-2019 - 00:00,49.69,766.92,32.43,146.14,60.19,0.0,0.06,197.73,90.88,0.5,4.34,29.69,58.36,28.66,2.92,0.06,11.77,18-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
18-Oct-2019 - 00:00,39.93,766.99,30.35,57.6,69.64,0.0,0.07,188.59,99.46,0.56,4.73,55.75,86.75,30.99,3.21,0.11,11.73,19-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
19-Oct-2019 - 00:00,22.52,768.25,27.23,42.07,88.54,0.0,0.18,152.56,45.69,0.83,5.1,69.62,96.61,26.99,3.49,0.19,11.87,20-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
20-Oct-2019 - 00:00,16.54,768.87,26.62,61.31,90.97,0.0,0.14,143.57,34.42,0.87,5.01,63.82,88.11,24.29,3.28,0.07,11.78,21-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
21-Oct-2019 - 00:00,17.31,767.05,29.12,138.58,81.08,0.02,0.12,139.65,41.08,0.76,4.49,43.2,64.21,21.0,3.07,0.05,11.69,22-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
22-Oct-2019 - 00:00,20.17,766.13,28.52,139.33,87.4,0.03,0.08,188.62,59.14,0.73,4.34,34.66,53.47,18.81,2.61,0.06,11.53,23-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
23-Oct-2019 - 00:00,17.36,765.05,27.63,79.84,89.82,0.04,0.13,197.71,36.81,0.67,4.68,51.37,72.5,21.12,3.08,0.06,11.86,24-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
24-Oct-2019 - 00:00,27.98,764.05,28.61,79.62,87.0,0.0,0.1,136.43,62.58,0.86,4.6,60.61,83.83,23.22,3.41,0.07,11.99,25-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
25-Oct-2019 - 00:00,22.58,762.97,28.86,75.69,81.02,0.0,0.15,136.52,64.84,0.85,5.55,58.23,80.9,22.67,3.39,0.04,11.97,26-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
26-Oct-2019 - 00:00,26.73,764.09,28.92,53.39,78.78,0.0,0.22,176.75,79.78,0.83,6.52,56.42,78.05,21.63,3.33,0.06,11.85,27-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
27-Oct-2019 - 00:00,30.13,766.5,30.0,157.24,76.69,0.0,0.12,212.63,67.76,0.72,6.45,52.41,73.38,20.97,3.5,0.15,11.83,28-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
28-Oct-2019 - 00:00,40.98,767.23,30.46,156.71,71.57,0.0,0.09,168.69,75.12,0.73,5.44,39.14,58.69,19.54,2.88,0.1,11.85,29-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
29-Oct-2019 - 00:00,47.73,767.43,30.98,146.4,74.73,0.0,0.08,83.63,97.0,0.69,5.05,19.51,38.44,18.93,2.77,0.07,11.25,30-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
30-Oct-2019 - 00:00,36.32,766.68,32.16,145.51,70.85,0.0,0.08,139.64,73.82,0.58,5.33,39.86,60.29,20.43,3.04,0.13,11.6,31-Oct-2019 - 00:00,"Bandra, Mumbai - MPCB"
31-Oct-2019 - 00:00,44.03,765.94,31.83,110.47,64.94,0.0,0.12,165.3,90.48,0.62,8.38,58.77,84.51,25.74,3.49,0.11,11.77,01-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
01-Nov-2019 - 00:00,9.8,766.0,31.04,125.09,74.22,0.21,0.37,163.31,54.25,0.85,10.23,68.34,120.76,62.51,3.05,0.04,10.35,02-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
02-Nov-2019 - 00:00,19.57,767.82,29.22,139.72,81.08,0.0,0.13,222.54,64.6,0.73,8.21,29.77,102.0,72.23,3.08,0.12,15.62,03-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
03-Nov-2019 - 00:00,18.45,769.33,29.89,152.79,78.04,0.0,0.1,199.31,53.63,0.64,7.09,28.6,101.19,72.59,3.27,0.14,17.86,04-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
04-Nov-2019 - 00:00,25.94,769.68,29.81,134.56,83.15,0.0,0.08,115.65,58.73,0.68,7.29,23.92,81.26,57.33,3.28,0.1,18.36,05-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
05-Nov-2019 - 00:00,27.34,767.92,30.64,141.89,79.09,0.0,0.08,87.46,57.41,0.72,7.32,19.37,78.63,59.25,3.38,0.08,19.5,06-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
06-Nov-2019 - 00:00,38.43,766.32,29.77,140.41,79.64,0.0,0.07,151.14,80.78,0.7,7.32,26.04,82.76,56.68,3.65,0.12,19.01,07-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
07-Nov-2019 - 00:00,15.6,765.99,29.78,127.06,78.69,0.0,0.2,261.19,42.85,0.63,7.12,14.89,59.36,44.46,3.22,0.16,17.06,08-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
08-Nov-2019 - 00:00,12.61,767.07,28.34,86.1,84.24,0.0,0.08,234.38,30.45,0.64,6.6,8.14,51.75,43.6,2.99,0.04,19.03,09-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
09-Nov-2019 - 00:00,21.89,768.01,28.81,88.74,83.1,0.0,0.09,204.48,59.77,0.69,6.77,16.62,71.63,55.02,3.33,0.18,18.46,10-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
10-Nov-2019 - 00:00,34.19,768.07,29.52,144.35,84.69,0.0,0.09,122.76,78.0,0.75,6.89,25.3,79.96,54.66,3.71,0.11,19.71,11-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
11-Nov-2019 - 00:00,41.02,767.6,30.2,146.29,77.9,0.0,0.12,153.81,78.85,0.75,7.38,23.97,84.46,60.49,3.89,0.06,20.52,12-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
12-Nov-2019 - 00:00,43.65,767.93,30.53,137.74,74.0,0.0,0.08,141.5,87.19,0.67,7.22,26.61,92.96,66.36,4.17,0.14,27.61,13-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
13-Nov-2019 - 00:00,46.03,768.5,30.69,132.28,71.2,0.0,0.14,154.21,92.77,0.67,6.94,26.51,101.02,74.52,3.07,0.08,20.41,14-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
14-Nov-2019 - 00:00,43.11,768.66,30.7,147.6,60.84,0.0,0.1,138.64,87.11,0.64,7.46,18.36,84.8,66.45,2.13,0.06,23.41,15-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
15-Nov-2019 - 00:00,51.08,768.43,30.27,148.35,66.67,0.0,0.09,193.86,98.34,0.68,8.3,22.47,91.86,69.35,2.26,0.1,21.95,16-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
16-Nov-2019 - 00:00,63.51,768.24,32.38,165.65,66.44,0.0,0.14,115.05,105.83,0.9,7.9,14.81,77.53,62.56,2.17,0.06,30.77,17-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
17-Nov-2019 - 00:00,46.04,768.84,31.46,126.73,68.32,0.0,0.27,125.41,86.66,0.89,7.56,19.4,77.54,58.14,2.44,0.08,27.1,18-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
18-Nov-2019 - 00:00,51.46,768.81,31.0,132.38,60.77,0.0,0.54,163.95,91.83,0.91,7.83,19.43,77.72,58.28,2.28,0.07,28.12,19-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
19-Nov-2019 - 00:00,55.74,768.19,30.12,116.89,64.73,0.0,0.15,124.46,115.48,0.92,9.19,28.1,96.68,68.56,2.82,0.09,31.15,20-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
20-Nov-2019 - 00:00,56.73,767.69,29.49,129.22,70.61,0.0,0.15,88.66,122.15,0.92,9.4,28.13,87.93,59.85,2.92,0.12,26.69,21-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
21-Nov-2019 - 00:00,58.76,768.45,30.31,111.76,68.95,0.0,0.18,223.22,126.89,0.91,9.11,27.57,93.86,66.3,2.84,0.07,23.54,22-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
22-Nov-2019 - 00:00,46.97,769.33,30.47,117.05,67.57,0.0,0.14,172.53,256.05,0.85,8.88,27.28,104.9,77.62,2.9,0.04,31.05,23-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
23-Nov-2019 - 00:00,54.46,769.24,30.44,122.1,68.68,0.0,0.17,198.97,114.31,0.92,8.71,22.92,88.88,65.97,2.84,0.07,31.72,24-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
24-Nov-2019 - 00:00,46.42,768.81,30.63,130.22,66.79,0.0,0.11,186.81,109.12,0.91,8.81,18.97,78.37,59.39,2.72,0.08,35.26,25-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
25-Nov-2019 - 00:00,69.9,768.42,30.96,147.03,63.76,0.0,0.09,175.39,152.11,0.92,9.06,21.74,79.27,57.51,2.74,0.07,30.63,26-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
26-Nov-2019 - 00:00,57.92,768.27,29.44,157.46,65.41,0.0,0.09,222.03,123.2,0.87,10.95,52.83,122.11,69.29,3.48,0.28,17.05,27-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
27-Nov-2019 - 00:00,23.95,767.33,29.6,26.59,66.34,0.0,0.06,257.92,70.29,0.63,9.04,13.65,69.89,56.23,2.29,0.04,14.64,28-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
28-Nov-2019 - 00:00,56.48,768.16,30.16,114.89,64.52,0.0,0.07,233.55,136.99,0.66,9.72,24.42,85.98,62.89,2.83,0.02,14.53,29-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
29-Nov-2019 - 00:00,59.84,768.23,30.2,82.93,68.27,0.0,0.08,215.65,123.3,0.62,9.14,28.87,84.39,55.58,3.16,0.08,12.75,30-Nov-2019 - 00:00,"Bandra, Mumbai - MPCB"
30-Nov-2019 - 00:00,54.78,767.78,31.04,65.32,68.6,0.0,0.07,150.91,111.18,0.7,8.13,36.41,75.28,50.6,2.61,0.1,21.57,01-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
01-Dec-2019 - 00:00,64.58,768.18,31.23,118.36,69.42,0.0,0.08,144.52,117.24,0.61,7.22,23.52,73.23,49.69,3.26,0.12,22.91,02-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
02-Dec-2019 - 00:00,57.18,767.99,30.43,111.06,71.02,0.0,0.11,174.08,120.88,0.59,7.88,24.87,68.91,44.03,2.8,0.11,12.38,03-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
03-Dec-2019 - 00:00,45.04,768.39,30.7,110.29,66.13,0.0,0.18,143.14,110.31,0.65,8.83,28.01,75.46,47.43,2.92,0.13,11.59,04-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
04-Dec-2019 - 00:00,41.86,768.94,30.83,100.87,66.2,0.0,0.19,213.63,74.68,0.55,10.11,24.55,68.68,44.14,2.7,0.1,15.67,05-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
05-Dec-2019 - 00:00,58.0,770.09,30.27,66.22,73.66,0.0,0.09,168.09,120.83,0.63,9.54,29.45,76.21,46.76,3.0,0.09,15.41,06-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
06-Dec-2019 - 00:00,36.56,769.65,30.51,107.2,59.87,0.0,0.17,172.37,85.26,0.6,11.1,26.05,74.14,48.08,3.44,0.09,14.86,07-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
07-Dec-2019 - 00:00,49.12,769.15,30.02,134.79,56.53,0.0,0.18,187.13,105.58,0.52,13.61,25.54,73.1,47.55,3.13,0.05,26.43,08-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
08-Dec-2019 - 00:00,1.42,769.36,29.21,103.49,61.09,0.0,0.15,168.32,70.69,0.63,17.46,22.57,72.05,49.47,3.31,0.07,41.55,09-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
09-Dec-2019 - 00:00,52.65,769.22,29.67,111.57,66.5,0.0,0.12,181.62,127.46,0.6,28.02,25.71,68.63,42.91,3.47,0.06,37.73,10-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
10-Dec-2019 - 00:00,0.0,768.46,29.95,113.88,69.09,0.0,0.1,158.1,44.0,0.67,36.71,25.58,65.23,39.63,3.57,0.07,37.07,11-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
11-Dec-2019 - 00:00,54.71,767.65,29.15,99.87,72.01,0.0,0.07,175.24,98.23,0.7,44.34,22.09,54.6,32.48,3.52,0.08,36.31,12-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
12-Dec-2019 - 00:00,41.64,767.46,28.25,101.8,70.97,0.0,0.07,130.5,92.74,0.66,44.79,29.73,65.1,35.36,3.6,0.07,41.75,13-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
13-Dec-2019 - 00:00,25.24,769.12,27.48,111.17,71.2,0.0,0.1,122.13,85.37,0.59,43.68,20.81,58.46,37.63,3.37,0.01,35.11,14-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
14-Dec-2019 - 00:00,33.9,770.5,26.85,115.47,67.97,0.0,0.1,112.51,74.36,0.67,45.69,20.57,51.34,30.77,3.51,0.05,34.92,15-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
15-Dec-2019 - 00:00,0.15,769.53,26.57,111.59,70.79,0.0,0.09,135.6,49.04,0.7,46.49,21.4,54.7,33.29,3.84,0.08,35.74,16-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
16-Dec-2019 - 00:00,67.16,769.27,27.1,103.1,75.62,0.0,0.12,158.76,112.01,0.72,48.64,27.25,61.73,34.48,4.45,0.09,34.3,17-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
17-Dec-2019 - 00:00,50.92,769.8,28.24,110.68,71.26,0.0,0.24,142.66,94.75,0.74,33.6,24.52,60.75,36.2,2.9,0.09,29.79,18-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
18-Dec-2019 - 00:00,44.65,770.29,28.87,110.8,65.62,0.0,0.19,158.72,95.42,0.72,19.48,25.17,61.64,36.46,1.62,0.07,21.02,19-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
19-Dec-2019 - 00:00,45.99,769.19,28.81,107.69,64.68,0.0,0.11,162.26,98.94,0.58,16.81,29.07,66.19,37.13,1.95,0.07,16.48,20-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
20-Dec-2019 - 00:00,54.26,768.45,28.87,107.17,67.48,0.0,0.13,180.91,110.47,0.68,17.17,26.1,67.52,41.42,2.22,0.06,23.18,21-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
21-Dec-2019 - 00:00,54.42,768.14,28.4,76.52,68.17,0.0,0.11,141.75,116.88,0.71,16.37,23.48,68.23,44.76,2.44,0.07,20.76,22-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
22-Dec-2019 - 00:00,52.61,767.68,29.07,76.73,65.51,0.0,0.2,127.77,110.33,0.79,16.25,24.03,64.17,40.14,2.57,0.05,20.39,23-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
23-Dec-2019 - 00:00,61.21,767.58,29.47,91.21,70.1,0.0,0.13,177.53,113.62,0.77,19.77,24.77,60.44,35.67,2.13,0.08,23.87,24-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
24-Dec-2019 - 00:00,71.71,768.61,29.14,86.3,72.79,0.0,0.09,168.25,131.71,0.69,18.65,25.04,64.74,39.71,2.13,0.09,23.99,25-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
25-Dec-2019 - 00:00,69.62,768.86,28.96,63.47,74.86,0.0,0.08,130.17,133.42,0.76,20.38,18.88,54.86,35.98,2.14,0.07,20.63,26-Dec-2019 - 00:00,"Bandra, Mumbai - MPCB"
