from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,AT,RH,WS,WD,VWS,RF,SR,to date,BP,station
08-Aug-2019 - 00:00,22.59,6.73,28.39,5.47,5.46,0.29,1.99,13.56,23.88,1.11,27.0,93.02,0.55,180.07,-0.01,0.08,129.44,09-Aug-2019 - 00:00,994.68,"Asansol Court Area, Asansol - WBPCB"
09-Aug-2019 - 00:00,25.93,7.22,32.18,6.98,5.28,0.43,3.05,34.63,58.61,2.19,28.31,86.68,0.65,151.17,-0.06,0.0,163.19,10-Aug-2019 - 00:00,999.96,"Asansol Court Area, Asansol - WBPCB"
10-Aug-2019 - 00:00,24.89,7.74,31.84,7.11,5.06,0.35,2.55,34.21,49.5,3.49,29.26,82.97,0.71,178.01,-0.06,0.03,180.51,11-Aug-2019 - 00:00,999.79,"Asansol Court Area, Asansol - WBPCB"
11-Aug-2019 - 00:00,23.86,5.99,28.8,5.64,5.14,0.32,3.14,42.62,59.92,2.69,28.71,86.37,0.8,158.98,-0.04,0.25,206.87,12-Aug-2019 - 00:00,999.31,"Asansol Court Area, Asansol - WBPCB"
12-Aug-2019 - 00:00,23.24,7.6,29.5,5.06,5.45,0.38,5.08,29.4,49.3,14.11,28.03,89.43,0.88,195.72,0.01,0.0,126.52,13-Aug-2019 - 00:00,998.18,"Asansol Court Area, Asansol - WBPCB"
13-Aug-2019 - 00:00,23.92,6.56,29.64,5.66,5.53,0.27,6.6,18.7,28.41,2.47,27.16,92.16,0.61,173.15,0.0,0.21,135.76,14-Aug-2019 - 00:00,998.69,"Asansol Court Area, Asansol - WBPCB"
14-Aug-2019 - 00:00,19.25,7.16,25.84,6.25,5.13,0.3,6.74,23.83,32.76,1.58,26.86,94.72,0.74,180.29,-0.0,0.05,90.16,15-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
15-Aug-2019 - 00:00,20.99,6.81,27.0,5.95,5.71,0.3,6.04,20.26,36.11,4.84,28.19,84.95,0.9,209.5,-0.0,0.02,164.43,16-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
16-Aug-2019 - 00:00,27.89,6.96,34.25,4.35,5.39,0.42,6.42,40.71,72.43,8.15,28.68,83.81,0.85,184.48,0.01,0.05,144.54,17-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
17-Aug-2019 - 00:00,28.7,7.33,35.06,4.69,5.37,0.27,4.86,26.1,35.29,4.34,26.14,99.01,0.55,162.66,-0.01,0.04,40.29,18-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
18-Aug-2019 - 00:00,21.63,6.66,27.72,5.78,5.28,0.29,6.6,27.42,35.52,,,92.35,0.63,168.76,0.01,0.14,148.46,19-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
19-Aug-2019 - 00:00,18.57,7.34,24.83,7.77,5.03,0.17,6.18,12.83,24.09,0.61,,90.73,0.73,192.86,-0.01,0.02,109.14,20-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
20-Aug-2019 - 00:00,17.02,6.23,22.33,7.18,5.31,0.29,6.85,20.73,32.13,0.9,,82.34,0.75,201.02,-0.03,0.0,215.01,21-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
21-Aug-2019 - 00:00,17.51,6.58,23.18,6.86,5.42,0.24,7.64,22.31,35.17,0.44,,80.92,0.65,186.89,-0.01,0.0,193.42,22-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
22-Aug-2019 - 00:00,21.75,5.68,26.5,5.24,5.45,0.31,8.35,32.69,53.49,1.21,,79.28,0.76,165.91,-0.03,0.0,171.94,23-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
23-Aug-2019 - 00:00,22.22,6.42,27.97,6.22,5.38,0.3,7.75,25.71,37.8,1.96,,81.79,0.62,183.67,-0.0,0.0,159.85,24-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
24-Aug-2019 - 00:00,29.19,7.91,36.16,3.32,5.3,0.48,3.83,26.42,35.99,3.0,,94.5,0.63,160.11,-0.0,0.04,88.71,25-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
25-Aug-2019 - 00:00,22.67,6.93,28.65,5.44,5.51,0.19,4.62,23.21,33.4,1.13,,92.28,0.64,178.06,0.0,0.08,113.01,26-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
26-Aug-2019 - 00:00,21.09,6.37,26.77,5.53,5.31,0.4,5.94,17.41,25.0,0.47,,90.37,0.61,215.65,0.01,0.0,158.71,27-Aug-2019 - 00:00,,"Asansol Court Area, Asansol - WBPCB"
27-Aug-2019 - 00:00,24.29,6.07,29.82,5.74,5.17,0.31,6.25,20.57,37.71,0.37,,86.94,0.57,189.97,-0.02,0.0,148.34,28-Aug-2019 - 00:00,997.91,"Asansol Court Area, Asansol - WBPCB"
28-Aug-2019 - 00:00,23.6,6.01,29.23,5.51,5.46,0.34,7.17,33.11,44.27,,,84.27,0.73,167.27,0.02,0.0,160.29,29-Aug-2019 - 00:00,987.69,"Asansol Court Area, Asansol - WBPCB"
29-Aug-2019 - 00:00,20.11,5.85,25.33,6.35,5.69,0.29,6.09,21.81,33.57,,,81.73,0.62,180.55,-0.02,0.0,193.36,30-Aug-2019 - 00:00,988.59,"Asansol Court Area, Asansol - WBPCB"
30-Aug-2019 - 00:00,19.09,4.73,22.28,5.61,5.01,0.29,9.41,25.97,41.54,,,79.29,0.69,195.16,-0.08,0.0,209.39,31-Aug-2019 - 00:00,986.37,"Asansol Court Area, Asansol - WBPCB"
31-Aug-2019 - 00:00,24.58,2.87,24.34,2.48,5.29,0.36,8.09,28.3,43.9,,,79.49,0.62,184.93,-0.02,0.0,155.99,01-Sep-2019 - 00:00,985.69,"Asansol Court Area, Asansol - WBPCB"
01-Sep-2019 - 00:00,25.54,3.35,26.36,2.21,5.34,0.41,8.14,38.71,56.9,,,77.93,0.82,102.07,0.03,0.0,161.2,02-Sep-2019 - 00:00,986.29,"Asansol Court Area, Asansol - WBPCB"
02-Sep-2019 - 00:00,30.59,2.69,30.46,3.94,5.09,0.42,7.84,27.9,44.93,,,90.21,0.71,156.08,0.04,0.46,131.79,03-Sep-2019 - 00:00,985.7,"Asansol Court Area, Asansol - WBPCB"
03-Sep-2019 - 00:00,17.23,5.52,19.51,6.67,3.36,0.39,10.1,22.74,28.97,1.55,,93.26,0.78,107.08,0.03,0.18,108.66,04-Sep-2019 - 00:00,985.21,"Asansol Court Area, Asansol - WBPCB"
04-Sep-2019 - 00:00,9.67,6.33,15.18,5.17,1.48,0.32,14.36,12.19,20.53,1.1,,93.99,0.48,165.51,0.04,0.07,102.52,05-Sep-2019 - 00:00,984.85,"Asansol Court Area, Asansol - WBPCB"
05-Sep-2019 - 00:00,10.0,4.25,13.0,4.7,2.22,0.26,18.58,13.31,21.27,1.19,,88.32,0.54,175.34,0.03,0.02,134.91,06-Sep-2019 - 00:00,984.82,"Asansol Court Area, Asansol - WBPCB"
06-Sep-2019 - 00:00,9.3,6.09,13.94,5.29,2.08,0.24,14.92,10.82,18.26,0.94,,90.59,0.59,214.18,0.04,0.03,110.56,07-Sep-2019 - 00:00,983.91,"Asansol Court Area, Asansol - WBPCB"
07-Sep-2019 - 00:00,1.35,6.55,4.72,5.87,14.71,0.24,10.75,10.37,17.08,0.68,,89.02,0.54,183.3,0.02,0.1,134.97,08-Sep-2019 - 00:00,983.67,"Asansol Court Area, Asansol - WBPCB"
08-Sep-2019 - 00:00,1.25,8.48,6.24,5.93,2.38,0.27,13.97,15.35,22.94,0.69,,89.71,0.69,171.11,0.01,0.05,117.91,09-Sep-2019 - 00:00,984.95,"Asansol Court Area, Asansol - WBPCB"
09-Sep-2019 - 00:00,1.64,7.79,6.18,5.63,2.43,0.33,12.25,23.01,34.65,5.31,,89.2,0.83,207.52,0.03,0.06,192.44,10-Sep-2019 - 00:00,985.54,"Asansol Court Area, Asansol - WBPCB"
10-Sep-2019 - 00:00,2.03,7.4,5.92,5.89,4.85,0.21,30.29,19.07,24.64,2.34,,73.47,0.89,216.1,0.04,0.0,238.91,11-Sep-2019 - 00:00,985.16,"Asansol Court Area, Asansol - WBPCB"
11-Sep-2019 - 00:00,1.64,7.01,4.98,5.66,5.4,0.45,16.85,22.3,32.85,2.14,,89.89,0.54,178.29,0.03,0.04,116.36,12-Sep-2019 - 00:00,986.69,"Asansol Court Area, Asansol - WBPCB"
12-Sep-2019 - 00:00,3.72,6.6,7.49,6.07,5.24,0.4,10.6,25.84,37.18,1.34,,93.91,0.68,169.73,0.03,0.19,71.98,13-Sep-2019 - 00:00,987.98,"Asansol Court Area, Asansol - WBPCB"
13-Sep-2019 - 00:00,5.75,6.91,10.62,6.66,5.02,0.32,18.38,15.34,25.66,1.01,,86.86,0.73,200.94,0.02,0.01,128.55,14-Sep-2019 - 00:00,990.05,"Asansol Court Area, Asansol - WBPCB"
14-Sep-2019 - 00:00,5.63,7.21,11.25,6.85,4.99,0.25,19.64,18.59,29.04,1.16,,82.78,0.75,209.53,0.02,0.0,167.63,15-Sep-2019 - 00:00,990.33,"Asansol Court Area, Asansol - WBPCB"
15-Sep-2019 - 00:00,5.96,7.52,11.32,6.83,5.78,0.24,16.38,25.8,36.89,1.25,,81.7,0.83,218.35,0.04,0.0,79.94,16-Sep-2019 - 00:00,989.36,"Asansol Court Area, Asansol - WBPCB"
16-Sep-2019 - 00:00,6.38,5.89,9.85,6.29,5.01,0.33,17.84,24.85,40.18,1.44,,85.78,0.7,177.98,0.02,0.37,150.15,17-Sep-2019 - 00:00,988.8,"Asansol Court Area, Asansol - WBPCB"
17-Sep-2019 - 00:00,6.88,6.98,12.17,6.57,5.43,0.23,10.26,17.38,28.77,0.64,,84.17,0.7,203.04,0.02,0.0,186.43,18-Sep-2019 - 00:00,990.48,"Asansol Court Area, Asansol - WBPCB"
18-Sep-2019 - 00:00,5.79,7.11,11.32,6.64,5.2,0.27,11.68,16.93,27.26,0.66,,85.25,0.7,160.77,-0.08,0.18,210.03,19-Sep-2019 - 00:00,993.48,"Asansol Court Area, Asansol - WBPCB"
19-Sep-2019 - 00:00,5.77,7.08,11.08,6.78,5.75,0.27,15.58,26.41,36.92,1.44,,81.63,0.61,175.26,0.0,0.0,180.86,20-Sep-2019 - 00:00,993.83,"Asansol Court Area, Asansol - WBPCB"
20-Sep-2019 - 00:00,5.41,6.56,10.11,7.04,5.77,0.31,9.13,12.88,25.84,5.12,,77.9,0.71,192.62,0.04,0.0,208.26,21-Sep-2019 - 00:00,992.83,"Asansol Court Area, Asansol - WBPCB"
21-Sep-2019 - 00:00,6.28,6.88,11.49,6.63,6.34,0.35,19.85,15.89,28.9,6.61,,74.5,0.72,200.04,0.04,0.0,227.33,22-Sep-2019 - 00:00,991.98,"Asansol Court Area, Asansol - WBPCB"
22-Sep-2019 - 00:00,5.76,6.71,10.97,6.65,8.12,0.45,30.98,32.11,51.62,4.32,,81.42,0.69,112.18,0.03,0.18,158.49,23-Sep-2019 - 00:00,993.72,"Asansol Court Area, Asansol - WBPCB"
23-Sep-2019 - 00:00,6.13,7.76,12.19,6.83,5.42,0.55,11.63,22.86,37.06,2.4,,92.79,0.61,118.94,0.03,0.26,137.78,24-Sep-2019 - 00:00,995.09,"Asansol Court Area, Asansol - WBPCB"
24-Sep-2019 - 00:00,7.07,7.39,12.83,6.66,5.34,0.36,7.47,17.9,29.95,0.98,,94.85,0.67,157.01,0.02,0.22,87.16,25-Sep-2019 - 00:00,995.26,"Asansol Court Area, Asansol - WBPCB"
25-Sep-2019 - 00:00,6.0,6.18,10.98,6.64,6.61,0.38,8.31,10.11,17.56,0.87,,94.16,0.77,182.38,0.02,0.13,78.19,26-Sep-2019 - 00:00,997.45,"Asansol Court Area, Asansol - WBPCB"
26-Sep-2019 - 00:00,7.28,5.9,11.55,6.19,5.7,0.44,9.37,20.2,31.69,2.68,,99.1,0.56,138.19,0.02,1.1,33.25,27-Sep-2019 - 00:00,999.34,"Asansol Court Area, Asansol - WBPCB"
27-Sep-2019 - 00:00,6.59,6.26,11.63,6.62,5.53,0.32,10.22,17.87,29.16,1.28,,94.78,0.56,158.1,0.01,0.02,70.69,28-Sep-2019 - 00:00,998.15,"Asansol Court Area, Asansol - WBPCB"
28-Sep-2019 - 00:00,6.78,5.02,10.26,6.41,5.54,0.3,9.71,17.57,25.8,1.46,,99.19,0.61,184.57,-0.01,1.74,28.06,29-Sep-2019 - 00:00,997.0,"Asansol Court Area, Asansol - WBPCB"
29-Sep-2019 - 00:00,5.17,6.21,11.38,4.06,5.41,0.27,14.06,12.27,17.77,0.81,,96.02,0.75,188.79,-0.08,0.77,60.09,30-Sep-2019 - 00:00,995.89,"Asansol Court Area, Asansol - WBPCB"
30-Sep-2019 - 00:00,,,,,6.64,0.39,12.78,16.19,24.28,4.47,,94.1,0.67,200.75,-0.08,0.27,91.92,01-Oct-2019 - 00:00,993.13,"Asansol Court Area, Asansol - WBPCB"
01-Oct-2019 - 00:00,42.79,45.52,88.31,18.33,6.25,0.56,8.88,31.19,53.1,2.79,,88.48,0.59,220.26,-0.08,0.01,155.06,02-Oct-2019 - 00:00,992.81,"Asansol Court Area, Asansol - WBPCB"
02-Oct-2019 - 00:00,23.54,5.19,28.68,4.36,6.55,0.38,15.89,43.68,71.47,2.41,,84.38,0.71,174.4,-0.08,0.0,175.62,03-Oct-2019 - 00:00,993.51,"Asansol Court Area, Asansol - WBPCB"
03-Oct-2019 - 00:00,18.81,4.16,22.95,3.8,6.16,0.48,13.78,58.44,77.19,3.0,,87.72,0.67,174.42,-0.08,0.0,108.95,04-Oct-2019 - 00:00,993.13,"Asansol Court Area, Asansol - WBPCB"
04-Oct-2019 - 00:00,20.03,4.12,24.1,7.95,7.4,0.38,22.13,33.41,53.34,3.77,,81.09,0.58,192.04,-0.08,0.0,157.74,05-Oct-2019 - 00:00,992.9,"Asansol Court Area, Asansol - WBPCB"
05-Oct-2019 - 00:00,32.48,7.17,39.65,3.07,5.82,0.62,16.52,44.28,63.49,6.01,,89.42,0.72,168.34,-0.08,0.11,96.78,06-Oct-2019 - 00:00,993.02,"Asansol Court Area, Asansol - WBPCB"
06-Oct-2019 - 00:00,31.5,6.12,37.62,7.61,6.13,0.5,18.4,38.18,51.76,3.76,,85.64,0.68,147.51,-0.08,0.48,155.98,07-Oct-2019 - 00:00,994.2,"Asansol Court Area, Asansol - WBPCB"
07-Oct-2019 - 00:00,17.13,3.98,21.11,9.48,7.84,0.39,33.53,35.26,47.64,1.54,,82.54,0.67,164.03,-0.08,0.0,140.53,08-Oct-2019 - 00:00,994.82,"Asansol Court Area, Asansol - WBPCB"
08-Oct-2019 - 00:00,15.73,4.64,20.34,9.22,6.28,0.43,18.51,29.67,39.62,1.61,,93.81,0.74,136.78,-0.08,1.31,117.4,09-Oct-2019 - 00:00,995.45,"Asansol Court Area, Asansol - WBPCB"
09-Oct-2019 - 00:00,12.94,4.85,17.39,14.92,6.94,0.38,15.79,17.98,26.02,1.49,,93.41,0.76,119.81,-0.03,0.15,97.49,10-Oct-2019 - 00:00,995.27,"Asansol Court Area, Asansol - WBPCB"
10-Oct-2019 - 00:00,20.13,10.31,29.71,14.06,6.9,0.68,12.02,31.75,45.92,2.77,,87.08,0.87,109.31,0.03,0.0,118.59,11-Oct-2019 - 00:00,994.69,"Asansol Court Area, Asansol - WBPCB"
11-Oct-2019 - 00:00,19.02,7.34,26.36,11.76,6.65,0.65,23.8,39.11,55.7,7.16,,81.27,0.76,146.66,0.03,0.0,171.03,12-Oct-2019 - 00:00,994.77,"Asansol Court Area, Asansol - WBPCB"
12-Oct-2019 - 00:00,19.64,6.05,25.7,8.28,7.23,0.58,26.48,50.14,71.29,23.79,,90.05,0.68,171.0,0.03,0.05,99.38,13-Oct-2019 - 00:00,995.68,"Asansol Court Area, Asansol - WBPCB"
13-Oct-2019 - 00:00,29.66,9.13,38.78,11.39,6.92,0.79,38.18,55.24,81.15,3.28,,75.08,0.84,151.03,0.02,0.0,182.7,14-Oct-2019 - 00:00,996.3,"Asansol Court Area, Asansol - WBPCB"
14-Oct-2019 - 00:00,36.74,9.0,45.64,12.61,8.03,0.67,31.23,79.67,116.97,3.29,,72.32,0.76,152.2,0.01,0.0,184.43,15-Oct-2019 - 00:00,997.15,"Asansol Court Area, Asansol - WBPCB"
15-Oct-2019 - 00:00,31.54,6.61,38.16,11.06,7.1,0.59,41.47,57.24,88.02,3.83,,67.28,0.82,146.15,-0.08,0.0,200.9,16-Oct-2019 - 00:00,997.22,"Asansol Court Area, Asansol - WBPCB"
16-Oct-2019 - 00:00,31.61,11.25,42.86,13.24,7.97,0.33,33.43,78.37,114.54,3.78,,73.02,0.8,97.28,-0.08,0.0,242.54,17-Oct-2019 - 00:00,998.16,"Asansol Court Area, Asansol - WBPCB"
17-Oct-2019 - 00:00,35.53,3.09,38.11,8.16,7.79,0.59,33.79,76.95,108.89,3.35,,70.12,0.68,115.95,0.01,0.03,155.63,18-Oct-2019 - 00:00,996.8,"Asansol Court Area, Asansol - WBPCB"
18-Oct-2019 - 00:00,19.41,2.56,21.91,10.05,6.02,0.47,32.78,51.69,72.61,9.69,,84.5,0.69,186.88,0.04,0.02,133.8,19-Oct-2019 - 00:00,997.54,"Asansol Court Area, Asansol - WBPCB"
19-Oct-2019 - 00:00,23.32,3.19,26.51,8.66,6.71,0.5,23.27,74.79,101.86,3.97,,85.5,0.7,159.37,0.03,0.0,92.49,20-Oct-2019 - 00:00,997.95,"Asansol Court Area, Asansol - WBPCB"
20-Oct-2019 - 00:00,14.98,2.31,17.21,10.99,8.13,0.3,38.8,62.67,81.33,2.1,,83.96,0.75,175.57,0.03,0.22,106.55,21-Oct-2019 - 00:00,997.51,"Asansol Court Area, Asansol - WBPCB"
21-Oct-2019 - 00:00,23.34,3.53,26.84,9.65,6.59,0.7,17.66,45.33,65.37,4.71,,87.41,0.75,191.8,0.02,0.0,124.78,22-Oct-2019 - 00:00,995.91,"Asansol Court Area, Asansol - WBPCB"
22-Oct-2019 - 00:00,34.13,7.92,42.04,9.37,9.08,0.85,30.44,73.21,113.94,5.33,,78.1,0.69,222.98,0.03,0.0,167.06,23-Oct-2019 - 00:00,994.09,"Asansol Court Area, Asansol - WBPCB"
23-Oct-2019 - 00:00,20.68,2.87,23.55,14.61,8.01,0.52,29.67,80.53,109.15,4.63,,84.68,0.78,161.75,0.04,0.09,57.39,24-Oct-2019 - 00:00,994.29,"Asansol Court Area, Asansol - WBPCB"
24-Oct-2019 - 00:00,9.02,1.6,10.59,23.04,5.46,0.33,34.48,18.91,23.78,2.55,,99.22,0.66,159.2,0.03,0.61,24.41,25-Oct-2019 - 00:00,996.03,"Asansol Court Area, Asansol - WBPCB"
25-Oct-2019 - 00:00,13.64,1.69,15.3,20.0,5.52,0.24,29.65,7.45,10.29,0.81,,98.34,1.18,87.94,0.04,0.27,26.8,26-Oct-2019 - 00:00,995.09,"Asansol Court Area, Asansol - WBPCB"
26-Oct-2019 - 00:00,18.2,8.38,26.55,23.32,6.07,0.54,11.88,20.4,27.32,1.81,,91.66,0.74,187.25,0.04,0.0,66.78,27-Oct-2019 - 00:00,996.25,"Asansol Court Area, Asansol - WBPCB"
27-Oct-2019 - 00:00,30.33,24.4,54.73,38.47,8.51,0.84,12.85,113.88,129.57,3.85,,88.32,0.7,151.23,0.02,0.0,93.18,28-Oct-2019 - 00:00,997.0,"Asansol Court Area, Asansol - WBPCB"
28-Oct-2019 - 00:00,30.07,6.26,36.21,28.4,6.95,0.44,23.48,68.2,90.74,3.23,,80.06,0.75,157.19,0.02,0.0,167.58,29-Oct-2019 - 00:00,997.73,"Asansol Court Area, Asansol - WBPCB"
29-Oct-2019 - 00:00,31.66,5.09,36.72,27.16,6.57,0.56,23.46,86.69,126.88,3.25,,79.25,0.82,169.47,0.02,0.0,156.1,30-Oct-2019 - 00:00,997.57,"Asansol Court Area, Asansol - WBPCB"
30-Oct-2019 - 00:00,41.56,6.15,47.7,36.19,7.31,0.7,24.95,102.56,141.78,7.23,,80.92,0.71,175.3,0.03,0.0,139.78,31-Oct-2019 - 00:00,996.44,"Asansol Court Area, Asansol - WBPCB"
31-Oct-2019 - 00:00,40.2,7.97,48.14,38.74,5.85,0.75,25.74,116.44,153.8,7.45,,80.76,0.68,167.76,0.03,0.0,134.26,01-Nov-2019 - 00:00,995.82,"Asansol Court Area, Asansol - WBPCB"
01-Nov-2019 - 00:00,36.8,6.42,43.22,34.39,5.18,0.65,26.18,103.29,145.86,3.32,,80.0,0.72,169.05,0.01,0.0,130.73,02-Nov-2019 - 00:00,996.05,"Asansol Court Area, Asansol - WBPCB"
02-Nov-2019 - 00:00,36.94,5.56,42.5,34.43,5.95,0.6,24.97,96.09,138.82,3.42,,78.31,0.83,148.39,0.04,0.0,136.5,03-Nov-2019 - 00:00,996.65,"Asansol Court Area, Asansol - WBPCB"
03-Nov-2019 - 00:00,38.16,7.03,45.19,37.8,6.82,0.76,24.39,124.03,163.45,4.01,,79.32,0.76,168.95,0.04,0.0,117.47,04-Nov-2019 - 00:00,996.31,"Asansol Court Area, Asansol - WBPCB"
04-Nov-2019 - 00:00,38.34,7.88,45.66,44.11,7.06,1.0,23.27,134.76,180.6,4.91,,79.99,0.73,169.45,-0.08,0.0,121.79,05-Nov-2019 - 00:00,996.27,"Asansol Court Area, Asansol - WBPCB"
05-Nov-2019 - 00:00,39.15,4.23,43.38,42.83,8.28,0.83,34.68,170.83,258.6,4.75,,73.67,0.71,185.7,-0.08,0.0,103.54,06-Nov-2019 - 00:00,994.75,"Asansol Court Area, Asansol - WBPCB"
06-Nov-2019 - 00:00,48.48,6.9,55.38,45.01,9.56,0.78,30.49,115.41,199.84,4.4,,69.21,0.7,161.82,-0.08,0.0,130.79,07-Nov-2019 - 00:00,994.08,"Asansol Court Area, Asansol - WBPCB"
07-Nov-2019 - 00:00,50.12,7.46,57.57,51.19,9.4,0.88,38.33,121.6,231.73,4.78,,71.33,0.74,139.25,-0.08,0.0,133.82,08-Nov-2019 - 00:00,994.58,"Asansol Court Area, Asansol - WBPCB"
08-Nov-2019 - 00:00,31.82,3.8,35.61,36.62,7.03,0.53,31.27,70.49,132.58,2.7,,75.52,0.87,136.8,-0.03,0.0,98.6,09-Nov-2019 - 00:00,995.41,"Asansol Court Area, Asansol - WBPCB"
09-Nov-2019 - 00:00,16.37,4.07,20.45,28.25,6.72,0.4,21.48,33.45,68.95,1.91,,87.18,1.37,39.37,0.02,0.0,34.44,10-Nov-2019 - 00:00,994.19,"Asansol Court Area, Asansol - WBPCB"
10-Nov-2019 - 00:00,18.28,4.39,22.67,24.76,6.37,0.43,21.54,22.81,41.95,1.21,,85.34,1.11,113.67,0.02,0.0,56.86,11-Nov-2019 - 00:00,994.31,"Asansol Court Area, Asansol - WBPCB"
11-Nov-2019 - 00:00,31.27,4.71,35.95,29.34,7.92,0.53,28.29,52.97,105.82,2.45,,75.02,0.84,191.39,0.03,0.0,148.73,12-Nov-2019 - 00:00,995.18,"Asansol Court Area, Asansol - WBPCB"
12-Nov-2019 - 00:00,38.2,4.08,42.28,40.44,11.57,0.68,47.34,95.42,177.87,4.38,,66.27,0.79,189.84,0.03,0.0,149.22,13-Nov-2019 - 00:00,997.67,"Asansol Court Area, Asansol - WBPCB"
13-Nov-2019 - 00:00,55.4,16.82,72.22,52.14,10.53,0.93,37.37,98.41,177.46,4.83,,67.33,0.72,153.7,0.02,0.0,148.63,14-Nov-2019 - 00:00,998.73,"Asansol Court Area, Asansol - WBPCB"
14-Nov-2019 - 00:00,44.91,4.9,49.81,39.41,9.34,0.74,42.01,116.13,204.56,4.52,,71.58,0.66,172.45,0.02,0.0,137.78,15-Nov-2019 - 00:00,998.95,"Asansol Court Area, Asansol - WBPCB"
15-Nov-2019 - 00:00,56.1,7.82,63.92,48.97,9.47,0.83,33.22,91.29,174.66,4.88,,74.4,0.61,142.09,0.04,0.0,132.93,16-Nov-2019 - 00:00,998.08,"Asansol Court Area, Asansol - WBPCB"
16-Nov-2019 - 00:00,50.0,14.43,64.43,49.99,13.16,0.87,34.63,100.03,182.27,5.46,,73.56,0.62,161.19,0.05,0.0,144.47,17-Nov-2019 - 00:00,997.88,"Asansol Court Area, Asansol - WBPCB"
17-Nov-2019 - 00:00,48.68,8.52,57.2,47.3,13.76,0.94,47.04,113.91,199.55,6.17,,70.23,0.57,185.28,0.04,0.0,145.37,18-Nov-2019 - 00:00,997.59,"Asansol Court Area, Asansol - WBPCB"
18-Nov-2019 - 00:00,50.23,5.23,55.45,47.44,13.28,0.97,38.17,128.5,247.53,5.95,,70.9,0.69,170.33,0.04,0.0,134.27,19-Nov-2019 - 00:00,997.76,"Asansol Court Area, Asansol - WBPCB"
19-Nov-2019 - 00:00,49.95,8.67,58.48,49.66,14.23,0.61,42.37,75.18,148.98,3.68,,61.17,0.68,156.78,0.03,0.0,130.25,20-Nov-2019 - 00:00,998.0,"Asansol Court Area, Asansol - WBPCB"
20-Nov-2019 - 00:00,69.92,27.77,97.0,71.44,16.86,1.23,38.24,122.86,236.82,8.42,,69.77,0.69,150.24,0.04,0.0,117.15,21-Nov-2019 - 00:00,998.38,"Asansol Court Area, Asansol - WBPCB"
21-Nov-2019 - 00:00,61.42,15.27,76.68,61.72,12.37,1.02,40.82,137.84,249.78,6.77,,72.13,0.72,140.72,0.02,0.0,109.36,22-Nov-2019 - 00:00,998.89,"Asansol Court Area, Asansol - WBPCB"
22-Nov-2019 - 00:00,56.69,8.45,65.06,52.61,12.27,0.7,39.52,121.97,225.58,7.01,,73.87,0.71,167.88,0.03,0.0,100.08,23-Nov-2019 - 00:00,998.76,"Asansol Court Area, Asansol - WBPCB"
23-Nov-2019 - 00:00,49.32,19.32,68.57,59.19,9.35,1.13,36.22,133.17,239.02,6.58,,77.55,0.72,139.31,0.01,0.0,106.44,24-Nov-2019 - 00:00,998.8,"Asansol Court Area, Asansol - WBPCB"
24-Nov-2019 - 00:00,57.37,29.56,86.87,68.46,10.34,1.11,33.62,140.76,247.18,7.7,,78.4,0.74,188.74,-0.03,0.0,104.13,25-Nov-2019 - 00:00,998.36,"Asansol Court Area, Asansol - WBPCB"
25-Nov-2019 - 00:00,69.68,33.43,103.11,84.81,10.66,1.33,30.12,162.09,300.87,10.85,,77.04,0.59,210.15,-0.08,0.0,92.63,26-Nov-2019 - 00:00,998.78,"Asansol Court Area, Asansol - WBPCB"
26-Nov-2019 - 00:00,47.71,20.43,67.54,85.03,9.09,1.25,40.88,152.52,263.62,8.26,,79.13,0.75,157.14,-0.08,0.0,102.34,27-Nov-2019 - 00:00,998.51,"Asansol Court Area, Asansol - WBPCB"
27-Nov-2019 - 00:00,56.89,23.87,80.76,74.09,9.1,1.15,29.11,156.05,276.88,8.21,,82.44,0.73,170.36,0.03,0.0,92.27,28-Nov-2019 - 00:00,998.96,"Asansol Court Area, Asansol - WBPCB"
28-Nov-2019 - 00:00,46.4,17.22,63.62,59.35,8.95,0.88,34.48,114.66,211.04,5.79,,79.3,0.71,140.53,0.01,0.0,119.19,29-Nov-2019 - 00:00,998.87,"Asansol Court Area, Asansol - WBPCB"
29-Nov-2019 - 00:00,54.32,22.36,76.68,62.93,11.02,0.89,35.45,101.67,195.17,5.57,,75.0,0.7,155.66,-0.08,0.0,120.93,30-Nov-2019 - 00:00,998.31,"Asansol Court Area, Asansol - WBPCB"
30-Nov-2019 - 00:00,49.6,10.13,59.64,52.38,12.91,0.69,36.17,100.54,198.71,5.06,,70.44,0.74,139.8,-0.08,0.0,114.23,01-Dec-2019 - 00:00,998.36,"Asansol Court Area, Asansol - WBPCB"
