from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
06-Dec-2019 - 00:00,0.87,42.64,4.38,49.12,29.68,13.75,116.04,22.28,26.8,1.67,11.75,0.06,67.78,0.82,101.07,83.81,722.17,0.75,07-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Dec-2019 - 00:00,0.86,42.65,6.97,48.55,31.47,14.02,112.92,22.61,26.57,1.51,7.89,0.04,67.22,0.84,106.77,131.29,720.7,0.75,08-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Dec-2019 - 00:00,0.98,33.5,4.83,43.69,27.14,12.68,82.92,23.16,26.3,2.36,8.54,0.05,68.86,0.77,114.42,105.38,721.12,0.76,09-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Dec-2019 - 00:00,0.95,30.01,11.25,44.18,32.65,11.51,70.94,23.21,26.12,2.16,7.69,0.07,69.73,0.77,108.28,99.06,720.85,0.75,10-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Dec-2019 - 00:00,0.98,32.09,9.1,46.91,32.32,13.55,72.4,23.56,26.27,2.34,12.37,0.06,66.43,0.76,127.5,130.75,718.49,0.72,11-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Dec-2019 - 00:00,1.13,33.7,10.57,52.8,36.65,13.31,82.6,23.46,26.73,2.74,13.3,0.06,64.07,0.65,140.07,121.47,716.61,0.74,12-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Dec-2019 - 00:00,0.89,28.71,8.13,50.25,33.34,12.19,72.4,23.18,25.66,2.66,11.7,0.07,64.2,0.72,134.04,133.85,716.73,0.78,13-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Dec-2019 - 00:00,0.88,34.55,4.35,31.95,20.53,12.65,39.79,23.8,25.14,1.49,4.9,0.04,64.99,0.86,138.14,129.18,718.39,0.78,14-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Dec-2019 - 00:00,0.86,33.74,3.86,33.65,21.04,12.73,50.1,24.02,26.45,2.83,9.74,5.09,67.95,0.84,122.82,129.58,721.62,0.73,15-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Dec-2019 - 00:00,0.96,34.06,3.52,31.34,19.52,12.41,53.04,23.98,26.42,1.96,4.91,0.12,66.89,0.78,137.53,136.61,720.41,0.74,16-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Dec-2019 - 00:00,0.83,34.04,4.74,37.55,23.84,11.79,61.35,23.7,26.2,1.28,5.62,0.11,66.49,0.76,127.17,136.47,719.99,0.74,17-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Dec-2019 - 00:00,1.0,33.43,11.21,45.94,33.54,13.66,86.88,22.92,26.23,2.66,19.55,0.21,68.34,0.86,104.71,115.01,721.56,0.73,18-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Dec-2019 - 00:00,0.9,35.84,10.08,46.2,32.77,14.21,75.49,23.39,26.51,2.75,18.11,0.3,65.51,0.75,110.62,109.29,722.51,0.74,19-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Dec-2019 - 00:00,1.16,39.22,7.7,53.03,34.44,13.94,55.0,24.49,26.37,3.95,18.89,0.29,61.31,0.82,111.31,142.53,720.45,0.75,20-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Dec-2019 - 00:00,1.05,32.4,11.76,61.28,42.17,15.92,87.19,23.11,26.11,3.95,33.44,0.57,63.96,0.68,126.2,117.25,718.6,0.75,21-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Dec-2019 - 00:00,0.83,42.07,7.3,47.75,31.33,12.19,109.38,23.4,26.32,3.6,18.26,0.28,63.95,0.81,112.43,120.81,718.5,0.76,22-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Dec-2019 - 00:00,0.96,39.13,3.64,40.1,24.27,13.54,87.61,23.11,26.33,3.33,15.6,0.22,66.59,0.76,116.1,119.33,719.25,0.75,23-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Dec-2019 - 00:00,0.82,39.21,4.12,41.22,25.27,12.95,99.79,22.59,26.54,3.15,21.22,0.19,66.46,0.85,120.42,104.48,718.91,0.75,24-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Dec-2019 - 00:00,0.72,40.85,3.81,34.69,21.52,13.22,73.44,23.12,25.91,2.34,12.24,0.2,67.67,0.86,127.68,130.15,720.48,0.74,25-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Dec-2019 - 00:00,0.8,45.29,3.07,29.54,18.2,12.27,86.25,23.84,26.35,1.96,6.71,0.15,67.32,0.79,133.46,126.43,719.65,0.75,26-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Dec-2019 - 00:00,0.8,37.59,3.3,32.44,19.94,12.31,67.81,23.48,26.64,2.38,11.08,0.15,69.09,0.78,131.72,76.06,718.06,0.75,27-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Dec-2019 - 00:00,0.68,37.31,3.66,30.21,19.05,12.99,0.0,23.54,26.11,2.24,10.1,0.15,69.84,1.15,113.34,82.7,717.0,0.77,28-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Dec-2019 - 00:00,0.71,45.32,2.28,32.12,18.91,26.97,49.07,21.51,26.37,1.29,11.42,0.14,63.68,1.34,106.11,78.47,718.23,0.77,29-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Dec-2019 - 00:00,0.81,50.31,3.05,31.33,19.15,21.2,105.88,21.4,26.2,2.82,17.55,0.2,61.22,1.11,109.26,152.78,719.43,0.77,30-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Dec-2019 - 00:00,0.93,46.94,13.2,38.72,30.78,13.6,79.03,24.12,26.28,4.13,9.06,0.19,63.88,1.01,142.58,152.3,718.45,0.76,31-Dec-2019 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Dec-2019 - 00:00,0.4,39.2,1.6,16.3,9.95,13.4,60.0,21.6,26.6,2.85,7.96,0.17,79.0,1.05,172.0,2.0,718.0,0.76,01-Jan-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
