from date,AT,BP,PM10,PM2.5,RH,SR,WS,WD,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
21-Aug-2019 - 00:00,31.29,977.5,124.39,44.39,72.81,215.5,0.6,262.86,0.35,12.26,41.33,12.59,23.32,28.31,1.01,56.4,8.41,22-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Aug-2019 - 00:00,29.46,978.2,119.67,40.5,75.27,139.67,0.55,208.46,0.69,20.44,41.03,29.46,46.92,46.9,1.23,43.6,9.39,23-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Aug-2019 - 00:00,30.64,977.84,129.44,50.36,73.19,183.71,0.43,208.01,0.66,20.66,41.79,41.44,51.87,37.76,1.37,44.96,10.59,24-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Aug-2019 - 00:00,29.88,978.16,133.71,59.93,79.31,113.05,0.53,181.56,0.68,22.54,47.99,26.48,42.87,43.79,1.4,49.43,9.46,25-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Aug-2019 - 00:00,27.68,979.09,57.9,28.46,87.58,125.98,0.85,104.87,0.35,12.92,40.18,15.33,26.49,30.05,0.91,45.85,10.49,26-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Aug-2019 - 00:00,29.97,978.59,57.15,18.19,76.45,206.35,1.21,111.12,0.38,14.14,33.86,20.97,30.84,29.64,0.92,43.57,10.89,27-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Aug-2019 - 00:00,31.9,977.73,83.12,29.53,69.4,204.87,0.72,120.35,0.5,15.37,30.72,29.89,40.71,34.5,1.08,45.15,12.13,28-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Aug-2019 - 00:00,32.51,978.73,89.51,35.39,67.97,199.62,1.13,100.68,0.29,14.63,32.93,31.06,42.63,36.29,1.1,43.77,9.4,29-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Aug-2019 - 00:00,31.99,979.78,76.08,32.61,70.33,206.96,1.47,100.56,0.22,9.24,37.98,14.35,26.76,32.1,0.84,41.56,7.55,30-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Aug-2019 - 00:00,31.97,977.24,78.44,30.72,68.4,192.48,0.86,113.84,0.25,10.3,32.92,13.3,26.78,33.72,0.89,40.14,7.86,31-Aug-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Aug-2019 - 00:00,31.97,975.04,112.74,59.9,74.06,150.6,0.55,171.56,0.43,13.07,33.69,14.24,27.67,33.96,1.3,49.91,9.31,01-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Sep-2019 - 00:00,29.32,977.42,64.9,26.3,79.78,112.68,1.18,117.58,0.24,10.13,38.15,13.55,28.66,36.85,0.87,45.89,10.23,02-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Sep-2019 - 00:00,31.19,977.36,99.07,50.85,73.89,173.63,0.75,105.73,0.28,11.68,34.28,13.31,22.56,25.79,1.03,47.86,10.22,03-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Sep-2019 - 00:00,31.89,976.06,133.28,71.35,72.78,159.41,0.35,222.63,0.4,13.28,36.74,9.83,31.05,47.14,1.13,34.04,9.74,04-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Sep-2019 - 00:00,31.07,976.03,134.42,71.54,78.46,145.72,0.9,138.44,0.32,14.46,39.54,10.73,22.59,29.8,1.1,33.82,9.82,05-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Sep-2019 - 00:00,30.76,976.34,76.52,27.99,76.95,162.35,1.2,94.0,0.21,10.32,35.38,17.76,30.61,34.1,0.95,14.97,9.32,06-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Sep-2019 - 00:00,31.33,975.42,72.77,28.08,74.83,172.0,1.19,102.86,0.22,10.1,34.32,16.49,27.29,29.75,0.93,19.28,10.54,07-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Sep-2019 - 00:00,29.96,976.06,74.59,28.83,80.98,133.45,1.18,111.65,0.23,10.16,30.36,17.07,27.54,29.48,0.94,19.95,8.32,08-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Sep-2019 - 00:00,31.15,977.28,80.72,36.8,75.7,170.17,0.51,176.54,0.26,11.02,34.47,12.13,21.55,25.71,0.92,49.76,12.43,09-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Sep-2019 - 00:00,31.91,975.61,128.07,65.99,72.42,160.31,0.4,282.11,0.29,10.09,38.87,14.56,26.68,31.59,1.09,35.96,8.3,10-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Sep-2019 - 00:00,32.58,975.34,147.51,74.75,66.79,184.85,0.33,195.01,0.46,15.14,47.14,23.67,41.22,45.86,1.18,69.61,10.9,11-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Sep-2019 - 00:00,33.17,976.92,168.68,77.75,65.16,174.74,0.79,93.0,1.72,15.22,44.96,29.89,50.06,52.32,1.38,44.53,8.81,12-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Sep-2019 - 00:00,31.8,978.53,110.93,53.15,73.1,150.74,1.46,103.05,0.4,11.39,47.38,17.46,36.3,45.21,0.99,11.66,13.12,13-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Sep-2019 - 00:00,31.49,979.51,71.24,27.97,71.37,169.09,1.32,99.41,0.24,7.7,37.97,15.67,29.78,35.67,0.87,18.02,11.56,14-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Sep-2019 - 00:00,30.7,980.22,60.71,23.09,72.73,158.38,1.1,75.08,0.35,8.02,30.35,8.86,17.41,22.91,0.77,22.24,13.45,15-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Sep-2019 - 00:00,29.74,980.31,73.38,34.79,78.88,116.62,0.84,113.37,0.32,7.55,31.14,19.45,28.35,27.21,0.98,19.33,13.24,16-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Sep-2019 - 00:00,31.34,978.51,134.66,68.59,71.45,160.36,0.4,196.95,0.67,10.08,34.78,17.08,26.62,27.59,1.22,44.43,10.88,17-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Sep-2019 - 00:00,31.7,979.41,129.86,57.74,64.81,172.53,0.68,181.32,0.57,11.27,35.72,10.38,19.54,24.6,1.07,49.99,13.26,18-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Sep-2019 - 00:00,29.83,983.79,97.31,33.41,66.79,185.42,1.5,94.26,0.48,8.38,31.57,9.35,16.28,20.05,0.87,38.06,12.12,19-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Sep-2019 - 00:00,27.94,985.96,59.55,18.84,74.64,124.93,1.55,92.47,0.33,7.63,27.51,9.15,13.6,15.33,0.79,22.71,12.21,20-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Sep-2019 - 00:00,29.3,984.1,94.54,34.66,70.12,169.99,1.08,106.38,0.43,11.1,24.48,17.2,23.4,21.4,0.96,16.61,10.71,21-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Sep-2019 - 00:00,28.58,982.83,86.34,37.97,77.49,148.14,0.71,125.5,0.38,9.49,26.98,15.97,20.92,18.56,0.99,22.52,11.92,22-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Sep-2019 - 00:00,25.96,984.94,60.14,22.74,83.61,96.57,1.15,96.83,0.26,7.06,27.18,14.82,19.59,17.89,0.82,12.6,11.42,23-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Sep-2019 - 00:00,27.15,986.06,75.6,29.81,79.34,133.19,0.81,131.47,0.26,7.27,27.03,16.36,21.18,18.48,1.02,28.32,13.06,24-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Sep-2019 - 00:00,27.73,986.15,92.89,38.14,75.77,144.27,0.79,134.95,0.35,11.55,28.79,20.67,27.62,23.94,1.0,24.8,10.7,25-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Sep-2019 - 00:00,28.29,987.35,73.12,25.75,74.61,208.84,0.95,100.25,0.26,7.8,28.41,16.18,23.62,23.41,0.91,25.07,10.18,26-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Sep-2019 - 00:00,28.34,987.65,50.83,17.01,74.43,160.92,1.25,82.3,0.4,8.28,25.72,11.72,16.47,16.75,0.8,14.98,11.14,27-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Sep-2019 - 00:00,27.13,986.47,41.78,10.6,77.77,133.92,1.19,75.26,0.89,6.11,22.68,12.41,19.14,19.41,0.84,12.77,13.34,28-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Sep-2019 - 00:00,26.92,984.69,47.76,16.24,77.37,139.89,0.86,89.13,0.99,6.36,25.45,11.97,22.69,24.32,0.69,14.05,12.76,29-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Sep-2019 - 00:00,26.16,985.53,37.23,12.9,81.58,137.14,,,0.6,5.63,22.92,10.06,19.89,21.97,,16.84,9.25,30-Sep-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Sep-2019 - 00:00,26.42,984.35,75.91,28.53,80.65,110.07,0.99,89.83,0.81,6.29,21.14,24.08,37.43,33.45,1.25,17.49,9.1,01-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Oct-2019 - 00:00,26.93,983.71,77.94,30.08,79.49,147.31,1.26,102.04,1.19,6.37,23.25,24.81,37.39,32.26,1.0,18.01,7.49,02-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Oct-2019 - 00:00,27.73,984.72,99.32,47.74,72.62,169.53,0.52,144.28,0.67,6.83,23.25,28.36,40.6,32.88,1.12,51.92,12.75,03-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Oct-2019 - 00:00,28.18,984.7,117.65,50.43,70.47,164.3,0.49,189.73,0.77,7.83,24.34,34.55,50.59,42.12,1.24,54.97,11.38,04-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Oct-2019 - 00:00,26.31,985.32,100.46,48.06,77.56,169.49,0.59,261.41,1.54,11.2,26.17,16.39,34.17,39.15,1.05,34.91,10.38,05-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Oct-2019 - 00:00,26.28,985.13,107.18,45.99,65.77,195.93,0.49,273.56,3.31,15.55,25.16,17.75,32.55,34.0,1.08,42.99,9.63,06-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Oct-2019 - 00:00,26.53,985.71,131.15,59.77,67.03,178.87,0.42,274.91,1.68,8.3,26.71,6.98,24.61,35.58,1.01,52.64,11.57,07-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Oct-2019 - 00:00,26.5,986.7,136.97,60.41,67.31,143.95,0.53,269.7,1.2,11.47,25.99,3.74,19.81,31.53,0.98,42.81,11.57,08-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Oct-2019 - 00:00,26.15,986.36,136.12,67.31,61.76,189.41,0.47,266.97,2.47,11.86,28.55,16.38,30.3,31.85,1.05,52.34,11.96,09-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Oct-2019 - 00:00,26.37,986.66,200.05,99.09,61.73,170.65,0.39,206.24,4.4,19.31,30.85,67.42,80.65,48.23,1.8,67.63,13.8,10-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Oct-2019 - 00:00,26.71,986.05,192.2,95.81,58.6,147.0,0.37,217.48,3.28,16.05,32.46,32.23,53.62,51.41,1.31,83.7,11.19,11-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Oct-2019 - 00:00,26.63,985.55,199.11,107.12,61.38,161.4,0.28,254.08,4.61,22.19,35.34,40.12,62.23,55.5,1.52,39.58,11.48,12-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Oct-2019 - 00:00,26.9,986.37,200.78,108.65,64.01,150.53,0.34,263.19,3.89,19.04,39.83,39.02,59.33,51.72,1.64,53.0,13.8,13-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Oct-2019 - 00:00,26.72,986.84,246.67,142.03,62.36,132.26,0.28,262.62,1.9,10.6,42.19,47.99,66.86,52.13,1.74,46.02,11.63,14-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Oct-2019 - 00:00,26.87,987.68,222.75,116.32,63.35,137.36,0.31,249.57,2.82,14.7,39.82,43.58,62.64,50.77,1.79,46.44,11.63,15-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Oct-2019 - 00:00,27.18,988.4,298.46,158.58,63.53,133.44,0.3,220.84,6.41,32.98,43.85,66.43,86.67,61.03,2.49,60.63,11.77,16-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Oct-2019 - 00:00,27.63,989.08,274.04,145.0,62.58,126.7,0.42,117.6,3.91,20.98,43.0,42.48,65.65,58.28,1.71,45.32,12.86,17-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Oct-2019 - 00:00,27.17,988.84,232.59,122.16,60.26,129.01,0.68,106.91,3.3,19.62,38.06,31.61,53.47,52.15,1.45,40.08,14.15,18-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Oct-2019 - 00:00,27.31,988.95,196.34,89.51,53.32,131.52,1.02,133.01,2.68,11.55,36.43,15.53,36.83,45.47,1.12,37.96,12.33,19-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Oct-2019 - 00:00,26.02,989.98,179.22,86.27,55.78,117.04,0.35,251.07,4.42,23.86,32.92,31.96,53.79,52.15,1.43,47.93,16.92,20-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Oct-2019 - 00:00,25.59,989.52,204.77,114.62,55.29,137.45,0.43,272.71,5.19,25.36,36.0,12.11,30.72,40.01,1.38,51.44,14.46,21-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Oct-2019 - 00:00,24.57,987.79,234.62,127.17,53.64,133.7,0.5,261.28,4.53,23.11,35.24,21.51,42.35,46.61,1.43,57.6,10.75,22-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Oct-2019 - 00:00,24.5,985.1,218.91,105.02,50.41,127.59,0.59,236.98,6.2,25.11,37.04,37.12,53.36,47.33,1.51,51.95,12.86,23-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Oct-2019 - 00:00,24.74,984.42,296.48,144.3,53.64,135.76,0.37,237.4,5.91,33.69,48.95,41.33,54.92,39.93,2.75,52.98,18.94,24-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Oct-2019 - 00:00,24.74,985.7,376.88,194.03,62.05,117.61,0.3,226.96,9.31,61.86,58.71,59.32,87.47,73.52,4.01,78.5,19.5,25-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Oct-2019 - 00:00,24.1,987.15,284.22,140.45,56.67,121.59,0.64,153.01,5.3,35.52,50.43,40.16,61.76,54.48,2.15,58.58,17.06,26-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Oct-2019 - 00:00,23.99,988.45,303.91,171.6,63.57,101.94,0.32,162.62,8.72,40.98,53.4,48.62,72.08,61.3,2.29,51.67,14.36,27-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Oct-2019 - 00:00,24.26,987.65,360.74,242.15,59.2,116.54,0.42,234.09,8.72,38.23,50.19,53.39,73.37,56.19,2.1,46.98,20.61,28-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Oct-2019 - 00:00,24.05,988.31,447.81,375.39,60.41,91.51,0.3,230.61,7.88,29.77,53.17,30.11,57.04,61.15,1.87,44.27,25.76,29-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Oct-2019 - 00:00,23.46,988.99,477.19,328.69,70.24,59.62,0.24,237.47,9.17,38.32,56.73,175.95,181.3,70.82,2.88,18.61,16.38,30-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Oct-2019 - 00:00,24.37,987.62,473.41,308.95,65.84,77.9,0.27,244.87,11.6,51.46,64.86,169.3,195.3,107.6,3.23,27.48,15.78,31-Oct-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Oct-2019 - 00:00,23.49,986.91,496.17,339.01,69.4,83.1,0.22,249.4,12.01,60.71,73.17,86.78,104.86,64.16,3.24,27.01,16.47,01-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Nov-2019 - 00:00,24.45,986.95,607.21,433.99,64.95,80.01,0.28,240.13,12.71,65.03,73.1,60.57,87.32,71.42,2.86,41.94,18.53,02-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Nov-2019 - 00:00,23.97,988.49,475.29,347.97,66.7,63.62,0.37,247.75,9.99,40.76,68.2,29.05,47.52,44.94,1.83,22.78,14.84,03-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Nov-2019 - 00:00,22.9,989.4,647.79,550.85,72.87,51.74,0.54,240.25,11.07,33.47,65.33,25.59,43.58,42.71,2.33,19.76,10.85,04-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Nov-2019 - 00:00,23.58,989.07,387.61,287.43,63.23,91.18,0.49,252.12,8.03,30.58,51.64,25.49,40.07,35.77,1.52,35.76,11.54,05-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Nov-2019 - 00:00,23.42,986.45,309.61,212.65,54.23,120.49,0.65,238.71,6.61,28.11,45.3,38.64,49.36,33.36,1.55,43.76,16.08,06-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Nov-2019 - 00:00,23.7,984.68,220.47,104.58,49.78,108.01,0.68,156.15,5.76,31.43,43.15,54.33,67.48,43.57,1.23,27.55,13.43,07-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Nov-2019 - 00:00,20.7,985.89,368.71,244.21,71.75,46.74,0.46,156.66,8.7,38.66,50.51,45.44,63.49,49.75,1.65,8.49,17.47,08-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Nov-2019 - 00:00,22.01,988.2,288.6,185.62,68.82,102.29,0.24,245.42,9.29,44.57,50.68,67.57,78.91,44.65,1.87,33.07,16.64,09-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Nov-2019 - 00:00,22.27,988.63,254.93,162.94,58.97,129.04,0.49,265.05,8.22,40.33,45.4,29.25,40.57,31.45,1.42,34.68,10.46,10-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Nov-2019 - 00:00,22.09,988.88,329.75,230.48,45.89,151.38,0.44,267.06,7.89,30.71,45.29,20.7,36.15,35.22,1.46,42.69,18.36,11-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Nov-2019 - 00:00,21.97,987.91,437.45,310.89,47.15,140.47,0.32,246.93,8.67,38.14,53.1,35.32,54.91,48.5,2.65,48.94,15.84,12-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Nov-2019 - 00:00,19.83,988.79,584.54,455.14,56.71,102.48,0.3,251.16,9.61,42.94,54.05,36.09,57.95,53.64,3.34,22.96,17.63,13-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Nov-2019 - 00:00,20.51,990.79,602.21,448.48,63.02,84.99,0.25,236.75,10.76,51.78,54.78,63.18,89.2,70.78,2.85,33.79,18.06,14-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Nov-2019 - 00:00,20.38,991.6,657.64,465.2,72.01,56.76,0.27,194.79,12.23,61.42,56.87,94.77,126.6,92.81,3.96,15.43,18.36,15-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Nov-2019 - 00:00,21.26,990.4,629.4,475.5,67.33,85.67,0.34,271.64,10.69,37.57,57.97,36.91,57.32,51.18,2.21,33.91,14.01,16-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
16-Nov-2019 - 00:00,22.1,989.95,321.88,197.93,58.77,106.6,0.66,270.03,7.56,25.85,53.65,14.58,27.81,29.92,1.05,31.77,11.9,17-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Nov-2019 - 00:00,21.65,989.89,188.2,112.0,53.97,119.57,0.88,265.95,3.52,14.23,43.24,8.05,17.56,20.67,0.58,32.73,12.78,18-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Nov-2019 - 00:00,20.01,989.6,208.27,122.76,62.64,109.99,0.6,244.03,5.34,19.34,41.29,34.42,43.5,29.05,1.08,33.92,10.87,19-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Nov-2019 - 00:00,19.83,989.07,265.56,159.29,60.54,100.11,0.42,226.98,7.4,31.29,43.73,70.15,79.55,42.03,1.85,32.02,15.79,20-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Nov-2019 - 00:00,19.61,989.61,326.61,201.62,62.08,98.21,0.26,236.19,7.75,36.36,47.4,74.09,86.34,48.76,2.77,37.69,16.6,21-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Nov-2019 - 00:00,19.59,991.52,457.91,280.82,65.43,86.01,0.24,239.1,9.54,56.64,55.52,36.66,68.88,73.32,4.52,64.84,20.33,22-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Nov-2019 - 00:00,20.25,991.55,403.56,262.8,63.68,90.84,0.28,246.9,10.45,39.16,58.52,62.12,82.42,59.75,3.31,46.35,18.4,23-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Nov-2019 - 00:00,20.53,990.88,289.79,169.44,57.65,81.99,0.54,251.53,7.42,32.0,56.45,24.48,40.31,38.28,1.51,21.54,14.38,24-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Nov-2019 - 00:00,21.22,990.14,230.32,133.49,58.57,86.75,0.48,255.71,5.63,19.48,51.32,11.71,25.9,30.72,1.23,33.85,13.88,25-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Nov-2019 - 00:00,20.54,990.76,298.54,169.33,60.98,87.97,0.3,264.77,5.92,31.42,49.55,40.16,53.68,39.35,2.09,53.23,17.69,26-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Nov-2019 - 00:00,21.68,990.31,274.9,135.35,54.8,77.89,0.52,231.34,7.62,31.43,51.46,67.2,74.14,36.38,1.68,62.77,22.23,27-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Nov-2019 - 00:00,20.39,990.37,171.92,85.38,62.55,73.44,0.64,191.55,4.75,15.8,47.13,19.64,32.4,30.81,1.19,40.07,16.14,28-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Nov-2019 - 00:00,18.61,991.5,80.06,41.32,68.12,75.55,1.1,144.97,2.32,12.78,36.97,9.49,18.62,20.45,0.7,32.44,14.5,29-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Nov-2019 - 00:00,18.03,991.6,154.68,90.71,74.45,96.06,0.47,266.08,5.08,21.66,35.69,26.54,35.41,25.89,1.38,31.96,14.63,30-Nov-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Nov-2019 - 00:00,17.45,991.69,210.15,132.39,78.63,91.94,0.52,271.09,7.55,28.52,41.22,23.1,32.46,25.62,1.38,27.73,12.32,01-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
01-Dec-2019 - 00:00,16.55,991.43,246.79,167.24,68.79,98.64,0.47,257.98,6.25,21.18,38.14,23.33,34.51,29.13,1.44,40.48,12.89,02-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
02-Dec-2019 - 00:00,16.17,992.04,288.14,186.68,62.64,101.87,0.52,252.0,8.05,24.76,38.37,37.86,49.61,35.24,1.92,37.04,13.78,03-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
03-Dec-2019 - 00:00,16.41,991.5,281.51,173.8,54.51,105.48,0.51,245.53,4.98,11.01,38.59,45.54,57.29,37.91,1.85,35.61,14.79,04-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
04-Dec-2019 - 00:00,16.08,993.53,374.11,241.6,57.72,93.5,0.31,249.0,6.88,23.46,42.98,42.02,58.09,44.8,2.79,29.82,16.11,05-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
05-Dec-2019 - 00:00,15.35,995.61,535.1,366.99,71.73,78.89,0.25,264.76,12.85,56.7,53.22,75.85,104.26,79.75,4.89,26.58,15.93,06-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
06-Dec-2019 - 00:00,16.5,994.82,456.78,308.34,75.33,81.19,0.29,255.6,10.89,55.26,56.06,76.54,85.91,44.18,2.96,25.55,14.59,07-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
07-Dec-2019 - 00:00,16.56,993.77,451.86,342.76,76.81,79.4,0.26,254.73,10.57,43.63,52.76,57.4,79.85,62.15,3.57,29.32,15.81,08-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
08-Dec-2019 - 00:00,16.19,993.57,474.15,369.04,75.16,78.5,0.27,258.96,10.36,53.31,57.64,47.35,75.68,69.76,4.5,26.54,15.29,09-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
09-Dec-2019 - 00:00,15.77,992.87,389.34,289.61,71.17,86.55,0.28,266.14,9.89,44.99,69.68,78.24,97.35,63.09,3.71,30.32,13.82,10-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
10-Dec-2019 - 00:00,15.58,990.26,424.58,313.76,69.38,84.27,0.31,245.3,10.88,42.7,71.56,79.82,95.37,67.77,3.47,34.8,14.02,11-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
11-Dec-2019 - 00:00,15.72,989.08,524.94,386.81,72.55,72.65,0.51,187.99,8.52,50.02,74.31,31.82,62.34,71.05,4.89,27.47,14.96,12-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
12-Dec-2019 - 00:00,16.59,987.95,413.92,298.57,70.95,55.02,1.12,130.21,6.0,26.69,74.34,40.94,62.07,53.93,1.93,32.85,12.02,13-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
13-Dec-2019 - 00:00,15.31,988.34,149.2,124.47,89.49,47.34,1.12,163.39,4.04,15.25,50.99,8.87,23.89,31.32,1.19,21.35,7.72,14-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
14-Dec-2019 - 00:00,14.0,994.44,198.74,151.1,85.35,68.79,0.38,222.26,5.94,21.51,44.21,31.49,42.59,31.8,1.9,21.54,12.27,15-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
15-Dec-2019 - 00:00,14.17,994.04,195.33,144.99,82.78,87.37,0.6,252.77,,44.6,47.99,22.64,33.57,28.41,1.45,18.05,7.72,16-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
