from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,Toluene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
29-Jun-2019 - 00:00,82.69,300.94,4.33,1.8,8.6,55.49,4.33,0.37,37.9,2.78,2.94,3.74,2.06,6.58,38.28,2.32,264.15,257.36,0.0,30-Jun-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Jun-2019 - 00:00,61.35,176.46,8.92,2.82,15.83,88.02,5.61,0.45,43.44,2.64,3.96,4.65,2.11,6.86,42.2,2.22,206.08,259.76,0.0,01-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Jul-2019 - 00:00,76.28,192.73,10.26,3.28,18.42,100.35,11.16,0.39,63.51,3.36,4.21,5.58,2.71,6.64,43.34,1.83,210.21,320.31,0.0,02-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Jul-2019 - 00:00,56.54,136.8,5.25,2.91,10.19,132.17,6.19,0.39,66.06,2.99,4.04,5.5,2.33,6.7,45.1,2.12,213.23,250.35,0.0,03-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Jul-2019 - 00:00,60.72,116.12,5.14,3.1,9.69,148.59,6.82,0.51,46.23,4.25,5.06,6.09,2.78,7.69,59.64,1.96,130.87,220.98,0.0,04-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Jul-2019 - 00:00,31.26,60.93,5.86,4.07,9.58,125.4,4.85,0.4,25.75,3.21,4.91,5.56,2.86,7.71,77.28,3.13,122.66,127.08,0.0,05-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Jul-2019 - 00:00,33.98,68.41,5.91,3.45,9.98,78.25,6.7,0.44,31.53,3.41,4.78,5.08,3.01,8.2,74.4,2.14,124.69,267.26,0.0,06-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Jul-2019 - 00:00,43.87,100.87,7.35,3.57,11.52,29.99,5.21,0.49,36.63,3.72,4.95,4.42,3.76,8.32,79.47,2.04,130.35,187.48,0.0,07-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Jul-2019 - 00:00,41.2,73.04,5.29,3.19,8.29,24.1,6.07,0.46,39.99,3.27,4.1,4.61,2.25,6.71,73.23,1.59,114.79,243.24,0.0,08-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Jul-2019 - 00:00,50.38,122.34,6.16,3.37,9.69,19.31,5.01,0.44,40.36,2.81,3.61,4.57,2.13,6.82,71.35,1.97,147.99,222.14,0.0,09-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Jul-2019 - 00:00,50.45,112.22,5.44,3.29,8.43,39.47,6.33,0.33,32.64,2.18,3.88,4.65,2.18,6.8,77.29,2.12,128.89,177.98,0.0,10-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Jul-2019 - 00:00,55.68,207.51,5.43,3.26,8.37,41.03,5.93,0.33,38.87,2.52,3.82,4.38,2.21,6.95,76.84,2.11,113.12,170.06,0.0,11-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Jul-2019 - 00:00,103.92,363.66,5.97,3.4,9.28,49.7,6.39,0.37,33.39,2.68,3.79,4.06,2.29,7.71,75.22,2.34,145.6,165.93,0.0,12-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Jul-2019 - 00:00,85.33,217.12,6.3,3.41,9.9,59.1,6.25,0.32,37.33,2.53,3.27,3.8,1.87,5.61,80.05,2.52,96.09,131.02,0.0,13-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Jul-2019 - 00:00,108.55,337.25,5.31,3.32,8.14,50.65,5.08,0.33,36.73,2.3,3.77,4.02,2.16,6.82,74.21,1.96,140.59,164.17,0.0,14-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Jul-2019 - 00:00,47.39,111.16,5.62,3.17,8.97,46.57,6.19,0.32,45.85,1.92,4.78,4.87,2.66,7.49,85.45,2.65,99.34,95.74,0.0,15-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Jul-2019 - 00:00,40.88,64.41,6.83,3.36,10.99,44.5,4.64,0.31,36.91,1.82,4.09,4.4,2.6,8.08,90.02,2.46,128.14,90.87,0.0,16-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Jul-2019 - 00:00,51.2,74.66,7.5,3.88,11.47,37.89,5.09,0.3,54.09,1.75,2.96,3.71,2.01,6.67,90.94,2.47,139.92,112.91,0.0,17-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Jul-2019 - 00:00,25.24,66.61,6.32,2.99,9.7,38.69,5.05,0.3,47.22,2.14,3.79,4.25,2.42,7.71,89.01,1.19,153.64,164.94,0.0,18-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Jul-2019 - 00:00,36.82,77.76,6.53,2.43,10.29,60.03,4.57,0.35,56.09,3.76,6.6,3.29,5.76,10.87,83.29,1.33,148.79,242.81,0.0,19-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Jul-2019 - 00:00,33.95,70.94,7.17,2.35,11.65,64.58,4.68,0.44,62.37,3.21,4.81,4.12,2.75,8.56,82.38,1.68,117.26,224.97,0.0,20-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Jul-2019 - 00:00,50.0,70.0,5.89,2.31,9.28,62.63,4.97,0.4,58.44,2.68,3.87,3.76,2.13,7.03,83.31,2.38,101.77,206.33,0.0,21-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Jul-2019 - 00:00,46.83,66.26,5.23,2.25,8.09,57.13,6.11,0.44,47.74,3.06,4.45,4.06,2.4,7.74,80.54,1.99,116.32,271.29,0.0,22-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Jul-2019 - 00:00,55.85,81.23,5.96,2.36,9.33,75.7,5.11,0.42,39.64,2.92,3.72,3.94,2.16,7.08,79.13,1.73,115.18,231.24,0.0,23-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Jul-2019 - 00:00,62.95,83.69,5.68,2.29,8.89,73.65,5.49,0.45,50.79,3.81,4.23,3.88,2.4,8.12,76.92,1.27,191.4,200.0,0.0,24-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Jul-2019 - 00:00,57.39,85.85,6.05,2.39,9.44,51.17,5.74,0.47,63.44,2.96,4.56,4.12,2.53,8.68,76.47,1.5,189.47,184.36,0.0,25-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Jul-2019 - 00:00,29.57,50.28,4.85,2.18,7.48,30.51,4.33,0.29,49.46,2.22,3.39,3.22,2.15,6.85,87.43,2.25,137.54,81.86,0.0,26-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Jul-2019 - 00:00,39.31,51.24,6.35,2.73,9.52,58.04,6.34,0.36,44.16,2.68,3.87,4.01,2.56,7.02,88.54,2.33,110.4,132.82,0.0,27-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Jul-2019 - 00:00,28.29,27.15,5.73,2.43,8.77,24.93,5.06,0.33,40.19,1.87,4.15,4.07,2.59,6.83,93.72,3.29,95.66,110.81,0.0,28-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Jul-2019 - 00:00,23.08,29.49,5.77,2.52,8.71,17.0,6.43,0.34,33.61,2.11,4.87,4.2,2.97,7.45,87.38,2.97,92.35,200.22,0.0,29-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Jul-2019 - 00:00,27.41,44.06,5.77,2.53,8.52,31.76,5.93,0.3,36.06,1.96,3.79,3.41,2.41,6.58,76.03,2.99,104.96,289.13,0.0,30-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Jul-2019 - 00:00,29.92,70.96,6.31,2.48,9.8,85.72,5.95,0.36,33.51,3.24,5.74,3.35,4.8,8.77,79.9,2.66,102.09,246.51,0.0,31-Jul-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-Jul-2019 - 00:00,22.66,42.83,6.7,2.48,10.55,91.79,4.74,0.34,27.11,2.46,4.84,3.8,3.94,9.16,88.31,2.63,82.27,81.75,0.0,01-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Aug-2019 - 00:00,38.04,64.83,8.19,2.95,12.7,101.74,5.49,0.42,40.39,3.09,4.23,3.72,3.18,8.32,80.82,2.27,123.1,209.52,0.0,02-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Aug-2019 - 00:00,31.3,47.09,6.54,2.63,10.02,105.11,5.49,0.37,30.92,2.68,3.59,3.5,2.44,6.77,89.99,2.52,116.62,126.72,0.0,03-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Aug-2019 - 00:00,28.86,42.0,6.56,2.6,10.11,82.18,5.87,0.4,32.66,2.86,3.99,3.53,2.69,6.88,89.2,2.51,94.38,235.17,0.0,04-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Aug-2019 - 00:00,35.47,47.66,5.25,2.15,8.28,58.0,6.06,0.41,26.85,2.41,4.1,3.72,2.58,6.63,81.72,1.22,104.53,210.98,0.0,05-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Aug-2019 - 00:00,46.49,64.56,6.3,2.58,9.62,94.46,6.79,0.42,41.57,3.18,3.49,3.68,2.18,6.09,78.68,1.54,112.97,268.94,0.0,06-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Aug-2019 - 00:00,38.53,58.29,5.81,2.48,8.84,86.41,7.51,0.41,27.95,3.0,3.63,3.35,2.18,6.38,90.15,3.02,113.47,166.71,0.0,07-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Aug-2019 - 00:00,29.27,43.56,5.74,2.64,8.48,98.13,5.34,0.39,34.81,2.68,4.19,3.89,2.35,6.7,81.9,1.51,96.74,208.08,0.0,08-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Aug-2019 - 00:00,33.54,51.68,6.43,2.58,9.88,90.21,5.54,0.39,40.3,2.71,3.98,3.8,2.14,6.43,74.18,1.34,98.43,229.46,0.0,09-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Aug-2019 - 00:00,35.17,52.98,5.53,2.38,8.39,75.68,6.35,0.37,32.28,2.3,3.81,2.98,2.9,6.19,84.98,2.92,87.89,121.58,0.0,10-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Aug-2019 - 00:00,26.66,59.93,4.59,2.22,6.92,28.9,5.84,0.36,35.31,1.89,2.73,2.5,1.87,5.16,83.63,3.74,102.91,164.89,0.0,11-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Aug-2019 - 00:00,31.21,49.04,4.97,2.22,7.63,17.75,7.06,0.38,33.9,2.59,2.95,2.78,2.06,5.62,79.21,1.89,114.15,278.95,0.0,12-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Aug-2019 - 00:00,38.63,53.7,6.31,2.49,9.77,25.32,6.12,0.43,26.75,2.6,3.07,2.71,2.33,7.04,82.55,1.54,214.4,190.46,0.0,13-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Aug-2019 - 00:00,26.06,39.97,5.08,2.37,7.62,46.13,5.9,0.35,32.09,1.89,2.5,2.31,2.11,5.95,82.49,2.57,256.39,282.05,0.0,14-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Aug-2019 - 00:00,36.88,48.99,6.76,2.51,10.62,61.93,5.81,0.46,31.28,2.97,3.98,3.16,2.97,7.43,86.5,1.68,133.85,101.46,0.0,15-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Aug-2019 - 00:00,30.91,41.21,5.14,2.18,8.03,46.47,6.65,0.47,28.74,2.71,3.94,3.23,2.81,7.41,86.49,1.65,140.89,163.95,0.0,16-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Aug-2019 - 00:00,30.68,36.13,5.68,2.28,8.9,47.78,7.67,0.32,24.3,1.82,3.12,2.93,2.16,5.56,87.25,2.87,81.91,182.48,0.0,17-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Aug-2019 - 00:00,40.71,22.05,5.25,2.37,7.95,47.68,7.0,0.33,16.54,1.62,2.83,2.63,2.05,5.24,96.11,3.5,101.12,90.38,0.0,18-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Aug-2019 - 00:00,0.0,24.03,5.57,2.28,8.71,43.71,4.84,0.34,30.06,1.56,3.33,2.4,2.48,6.08,89.34,2.14,254.05,202.4,0.0,19-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Aug-2019 - 00:00,0.0,46.23,6.46,2.37,10.26,49.47,5.17,0.38,35.88,2.25,3.35,2.85,2.42,6.57,85.99,1.27,219.65,192.14,0.0,20-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Aug-2019 - 00:00,5.6,55.61,11.23,3.0,11.26,62.17,5.5,0.44,50.25,4.36,3.33,2.9,4.43,5.55,81.71,2.43,304.24,265.43,0.0,21-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Aug-2019 - 00:00,20.42,104.79,10.05,2.6,17.99,28.12,3.27,0.58,41.64,2.7,1.31,0.91,1.73,4.15,77.49,2.01,287.4,268.66,0.0,22-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Aug-2019 - 00:00,33.71,126.66,8.87,2.76,14.42,31.17,3.45,0.54,22.65,5.3,5.05,6.97,5.73,7.57,76.49,1.18,161.65,220.58,0.0,23-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Aug-2019 - 00:00,37.89,112.84,6.31,2.26,10.22,21.5,2.95,0.35,16.82,2.55,1.11,1.26,1.0,2.87,75.18,1.25,227.19,194.68,0.0,24-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Aug-2019 - 00:00,30.74,92.03,5.91,2.39,9.22,23.13,2.53,0.57,22.51,2.56,1.44,1.31,1.37,3.8,81.25,1.5,200.5,162.24,0.0,25-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Aug-2019 - 00:00,26.89,61.51,5.63,2.25,8.92,20.13,1.26,0.58,20.38,3.37,1.01,0.53,0.96,2.49,91.31,2.21,104.56,163.25,0.0,26-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Aug-2019 - 00:00,18.13,38.41,5.9,2.37,9.27,17.04,3.08,0.47,15.74,4.13,4.09,0.44,4.49,5.6,82.97,1.5,74.44,257.83,0.0,27-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Aug-2019 - 00:00,21.25,52.36,9.04,3.71,13.59,13.23,3.31,0.56,21.56,2.53,0.96,0.66,0.89,2.52,74.69,0.86,100.98,164.47,0.0,28-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Aug-2019 - 00:00,26.41,61.33,9.85,4.64,14.89,21.35,4.0,0.5,23.73,2.48,0.88,0.59,0.81,2.29,73.83,1.15,186.5,224.91,0.0,29-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Aug-2019 - 00:00,27.93,69.54,8.13,4.0,12.49,11.61,4.04,0.58,22.27,3.58,1.25,0.73,1.16,3.15,80.43,1.83,108.06,247.44,0.0,30-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Aug-2019 - 00:00,23.5,70.29,6.99,3.42,10.26,18.67,3.24,0.62,23.84,3.57,1.58,0.7,1.32,3.61,81.68,1.25,179.75,152.69,0.0,31-Aug-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
31-Aug-2019 - 00:00,33.99,95.81,8.22,4.29,11.89,24.42,3.07,0.68,22.07,3.59,1.52,0.81,1.53,4.19,80.09,0.91,204.25,196.64,0.0,01-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Sep-2019 - 00:00,30.38,74.99,7.6,5.37,10.92,19.36,1.9,0.6,23.07,3.24,1.43,0.85,1.38,3.5,88.5,2.17,106.4,173.85,0.0,02-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Sep-2019 - 00:00,21.53,59.49,6.11,4.77,9.0,39.72,3.37,0.52,19.54,2.88,1.66,1.89,1.59,3.41,82.3,1.57,180.11,242.29,0.0,03-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Sep-2019 - 00:00,30.04,73.6,4.42,4.11,6.76,80.77,5.94,0.51,18.04,3.25,4.2,6.04,3.43,6.59,77.94,1.33,271.71,223.74,0.0,04-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Sep-2019 - 00:00,33.84,88.45,5.2,4.32,7.92,97.75,5.23,0.64,25.34,3.75,4.43,6.82,3.55,6.58,84.33,1.53,140.12,176.73,0.0,05-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Sep-2019 - 00:00,17.4,43.24,6.67,4.73,10.16,89.99,4.92,0.46,35.22,2.94,4.39,6.35,3.44,6.4,93.89,1.8,131.65,132.87,0.0,06-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Sep-2019 - 00:00,24.15,59.34,9.8,5.57,14.83,63.72,5.81,0.51,22.15,2.59,2.82,3.97,2.52,5.23,85.92,1.25,119.02,223.89,0.0,07-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Sep-2019 - 00:00,27.43,87.21,4.9,3.04,7.53,50.5,6.66,0.5,33.0,3.36,3.84,6.16,3.47,6.53,85.08,1.79,120.53,197.81,0.0,08-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Sep-2019 - 00:00,27.11,82.02,4.98,1.03,8.08,48.07,3.56,0.48,30.39,3.45,4.68,6.85,3.76,6.72,85.57,1.55,160.97,201.16,0.0,09-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Sep-2019 - 00:00,39.45,110.35,5.18,0.91,8.59,27.49,3.2,0.61,36.42,4.02,4.57,6.68,3.94,7.08,81.15,1.36,267.31,223.95,0.0,10-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Sep-2019 - 00:00,48.65,130.76,5.7,0.98,9.54,30.38,4.6,0.66,28.99,4.24,4.48,7.19,3.8,6.86,78.87,0.93,195.86,202.07,0.0,11-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Sep-2019 - 00:00,47.61,124.69,7.49,1.68,7.66,56.18,5.92,0.64,17.09,4.72,5.7,6.63,5.34,8.26,77.63,0.99,177.81,185.21,0.0,12-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Sep-2019 - 00:00,49.3,113.33,7.32,2.06,4.67,56.73,7.17,0.7,16.97,5.05,6.86,8.14,6.0,10.45,86.12,1.95,119.78,207.09,0.0,13-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Sep-2019 - 00:00,27.13,65.43,4.56,2.15,3.26,52.25,8.14,0.53,20.36,3.72,6.46,7.47,5.68,9.81,85.67,1.85,95.06,169.15,0.0,14-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
14-Sep-2019 - 00:00,25.84,65.93,5.11,2.09,3.54,52.34,8.85,0.55,23.73,3.66,6.91,7.54,6.03,10.23,86.63,1.89,92.06,189.88,0.0,15-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
15-Sep-2019 - 00:00,16.4,43.31,4.12,2.22,3.13,44.14,9.35,0.53,24.91,3.16,7.67,8.37,5.97,10.87,83.6,1.73,120.76,216.94,0.0,16-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
16-Sep-2019 - 00:00,32.63,71.9,4.74,2.24,3.46,51.41,8.24,0.59,25.89,3.5,6.7,7.26,5.63,10.32,77.22,1.3,175.18,184.39,0.0,17-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
17-Sep-2019 - 00:00,31.86,90.84,5.75,2.62,4.08,76.07,7.47,0.54,35.21,5.38,9.01,6.25,9.21,12.38,75.73,1.3,143.97,219.49,0.01,18-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
18-Sep-2019 - 00:00,29.93,115.15,10.04,3.25,6.36,129.64,7.61,0.55,28.82,4.11,4.73,6.03,4.78,8.36,80.62,2.56,122.31,246.8,0.0,19-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
19-Sep-2019 - 00:00,17.2,56.28,8.93,3.21,5.64,99.16,6.95,0.42,21.74,3.0,3.57,4.95,3.86,6.71,82.87,2.92,105.26,209.99,0.0,20-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
20-Sep-2019 - 00:00,21.93,63.14,9.51,3.4,6.09,92.41,7.58,0.46,19.94,5.19,3.53,5.58,3.7,6.46,76.33,1.4,101.55,232.11,0.0,21-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
21-Sep-2019 - 00:00,29.21,82.89,11.49,3.31,7.05,101.29,6.46,0.59,18.91,4.42,4.7,6.21,4.7,8.28,74.59,1.16,119.18,214.23,0.0,22-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
22-Sep-2019 - 00:00,21.42,73.82,10.28,3.15,6.29,69.39,6.74,0.56,9.47,3.66,5.08,6.19,5.02,8.66,80.23,2.41,118.16,243.93,0.0,23-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
23-Sep-2019 - 00:00,20.7,62.67,10.33,3.36,6.46,55.23,7.36,0.47,14.4,3.78,4.11,5.92,4.21,7.04,77.9,1.48,85.76,239.83,0.0,24-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
24-Sep-2019 - 00:00,27.3,79.86,11.4,3.32,7.01,61.01,7.16,0.49,18.42,3.69,5.01,6.42,4.91,8.76,73.17,1.09,125.66,231.37,0.0,25-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
25-Sep-2019 - 00:00,25.37,73.14,10.6,3.06,6.39,65.59,8.21,0.52,15.87,3.43,4.4,5.34,4.24,7.26,77.57,1.54,93.58,199.45,0.0,26-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
26-Sep-2019 - 00:00,22.06,71.04,10.58,3.1,6.41,81.6,8.1,0.58,14.81,3.57,5.26,5.76,5.15,9.0,79.2,1.75,106.51,214.91,0.0,27-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
27-Sep-2019 - 00:00,17.63,58.37,12.63,3.04,7.43,70.1,7.86,0.49,15.61,3.4,5.31,6.25,5.34,9.33,79.96,1.61,111.04,152.77,0.0,28-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
28-Sep-2019 - 00:00,14.02,60.85,48.07,2.62,26.02,53.61,6.91,0.51,13.82,3.39,5.15,10.16,6.03,9.26,85.08,2.07,111.25,190.9,0.0,29-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
29-Sep-2019 - 00:00,12.56,51.78,66.49,1.95,35.49,39.98,6.75,0.52,15.79,2.8,5.32,15.49,5.9,8.87,90.92,2.77,89.4,117.23,0.0,30-Sep-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
30-Sep-2019 - 00:00,19.36,62.19,56.41,2.04,30.3,34.55,7.79,0.68,14.23,6.79,5.27,12.99,6.17,10.87,86.77,1.96,115.4,174.11,0.02,01-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
01-Oct-2019 - 00:00,26.18,80.18,39.05,2.0,20.94,35.36,7.69,0.65,12.78,5.57,4.88,9.3,5.61,9.67,85.87,1.81,95.87,150.62,0.01,02-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
02-Oct-2019 - 00:00,29.56,87.93,38.03,2.4,20.51,41.59,8.49,0.66,17.47,6.02,5.02,8.88,5.53,9.4,78.37,1.22,167.78,168.99,0.0,03-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
03-Oct-2019 - 00:00,38.36,102.2,32.27,2.34,17.55,54.55,4.84,0.69,18.44,6.41,4.83,8.24,5.64,9.9,77.03,1.42,203.34,172.74,0.0,04-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
04-Oct-2019 - 00:00,18.03,54.54,25.26,2.96,13.97,45.98,6.19,0.47,19.31,4.07,2.92,6.6,3.88,6.68,79.18,2.48,262.59,204.96,0.0,05-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
05-Oct-2019 - 00:00,18.19,54.8,26.94,2.71,14.64,39.69,6.33,0.46,22.07,3.12,2.58,6.58,3.46,5.78,76.93,2.41,296.05,216.07,0.0,06-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
06-Oct-2019 - 00:00,27.93,84.6,35.66,2.88,19.33,44.72,5.58,0.59,21.54,4.01,3.44,8.76,4.18,6.84,75.15,2.29,299.68,212.34,0.0,07-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
07-Oct-2019 - 00:00,27.91,99.13,37.11,2.94,20.13,39.86,5.71,0.53,20.32,3.97,2.74,6.48,3.7,6.21,75.55,2.86,291.57,181.11,0.0,08-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
08-Oct-2019 - 00:00,28.77,74.27,41.87,2.73,22.46,41.56,7.35,0.49,20.26,3.57,3.15,8.53,4.19,6.97,66.18,1.77,277.73,252.58,0.0,09-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
09-Oct-2019 - 00:00,44.1,138.62,48.71,2.43,26.28,48.1,6.96,0.75,19.94,6.44,6.82,9.16,8.38,11.43,66.03,1.11,199.72,218.78,0.0,10-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
10-Oct-2019 - 00:00,42.25,157.33,38.97,2.02,20.92,43.78,6.55,0.69,39.55,4.95,4.08,8.43,4.81,8.22,63.42,1.29,211.71,220.31,0.0,11-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
11-Oct-2019 - 00:00,42.61,138.03,34.89,2.81,18.69,44.24,6.14,0.83,51.1,5.21,4.42,9.24,5.27,9.01,64.06,1.65,292.58,209.52,0.0,12-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
12-Oct-2019 - 00:00,63.03,190.61,35.72,2.57,19.12,37.59,5.71,0.99,46.76,7.42,4.7,9.06,5.64,9.62,60.14,1.24,284.83,185.71,0.0,13-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
13-Oct-2019 - 00:00,66.02,173.84,38.03,2.58,20.33,32.45,8.17,0.98,42.17,7.52,5.85,9.86,6.15,10.44,66.39,1.43,298.25,183.81,0.0,14-Oct-2019 - 00:00,"Rishi Nagar, Kaithal - HSPCB"
