from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
16-Nov-2019 - 00:00,16.44,48.94,4.38,21.24,25.11,30.63,17.96,0.39,21.82,0.68,1.87,0.12,28.1,82.94,,48.7,266.85,-0.03,1.35,0.0,20.35,17-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Nov-2019 - 00:00,23.68,54.46,5.08,22.37,35.72,37.19,17.68,0.22,28.43,0.79,1.78,0.15,28.24,73.64,,69.66,278.75,-0.02,1.87,0.0,20.43,18-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Nov-2019 - 00:00,10.02,30.56,4.3,14.44,16.65,20.59,17.33,0.4,20.26,0.46,1.16,0.07,28.53,86.24,,15.96,239.45,-0.07,1.8,0.01,20.39,19-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Nov-2019 - 00:00,11.33,34.24,5.13,28.89,24.12,36.32,17.08,0.38,15.54,0.68,1.94,0.14,28.36,87.3,,2.56,252.05,0.01,1.21,0.08,19.92,20-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Nov-2019 - 00:00,13.69,42.32,4.44,7.46,14.2,13.62,18.01,0.54,32.64,0.44,1.02,0.05,27.95,88.61,,5.54,239.8,-0.08,2.06,0.23,19.45,21-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Nov-2019 - 00:00,27.09,69.16,4.4,7.43,19.4,16.36,19.12,0.53,42.99,0.58,1.32,0.08,28.43,85.26,,35.94,246.07,-0.06,2.32,0.0,19.66,22-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Nov-2019 - 00:00,20.53,56.74,4.16,13.69,26.85,25.42,17.48,0.65,32.94,0.61,1.35,0.1,27.94,84.58,,21.56,269.14,-0.03,2.04,0.0,19.39,23-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Nov-2019 - 00:00,27.99,74.46,4.64,18.56,33.05,32.66,18.65,0.61,32.37,0.7,2.12,0.11,28.05,84.69,,22.46,245.69,-0.03,1.83,0.0,18.83,24-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Nov-2019 - 00:00,31.21,81.45,6.36,15.87,37.65,32.92,19.0,0.56,33.62,0.72,1.76,0.11,28.21,82.74,,36.3,238.9,-0.04,1.67,0.0,19.38,25-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Nov-2019 - 00:00,29.6,74.73,4.46,8.8,26.08,21.03,19.0,0.5,40.26,0.62,1.3,0.07,27.76,82.89,,36.28,256.04,-0.03,2.14,0.0,19.16,26-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Nov-2019 - 00:00,21.75,67.91,5.9,8.15,19.18,16.83,18.71,0.54,41.26,0.58,0.93,0.03,27.68,84.6,,34.18,247.04,-0.07,2.31,0.0,19.15,27-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Nov-2019 - 00:00,13.22,49.14,4.8,10.4,18.75,18.43,19.74,0.59,31.67,0.64,1.18,0.13,30.73,88.18,779.5,6.86,230.95,-0.06,1.87,0.06,19.17,28-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Nov-2019 - 00:00,10.11,24.72,20.35,11.61,16.78,18.36,28.39,0.94,25.99,0.17,0.43,0.2,28.33,87.4,790.0,69.42,254.3,-1.32,2.36,0.1,18.86,29-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Nov-2019 - 00:00,13.07,30.8,3.77,9.73,13.45,15.05,16.53,0.38,22.46,0.34,0.82,0.07,27.93,87.69,,19.74,246.24,-0.07,2.15,0.17,19.8,30-Nov-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Nov-2019 - 00:00,8.97,24.03,4.31,10.76,15.15,16.8,16.66,0.59,21.43,0.36,0.87,0.06,27.78,89.0,,2.58,234.48,-0.08,1.89,0.32,19.31,01-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Dec-2019 - 00:00,5.87,15.63,4.4,19.06,19.65,25.95,16.47,0.44,20.02,0.34,1.0,0.07,27.55,89.0,,2.59,240.09,-0.08,1.55,0.7,19.12,02-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-Dec-2019 - 00:00,10.2,26.76,3.84,10.43,11.72,14.72,17.28,4.61,20.08,0.31,0.93,0.05,28.15,88.6,,4.69,248.84,-0.09,1.82,0.04,19.07,03-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Dec-2019 - 00:00,26.97,49.61,4.45,6.79,12.25,12.04,18.57,,29.11,0.5,0.86,0.02,28.32,86.27,,6.62,258.95,-0.09,2.17,0.0,19.46,04-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Dec-2019 - 00:00,36.44,64.07,4.5,5.55,10.33,10.01,19.48,,35.29,0.45,0.89,0.02,27.78,85.15,,23.43,246.03,-0.09,2.21,0.0,19.08,05-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Dec-2019 - 00:00,48.92,78.7,4.52,6.62,17.13,14.48,21.02,,39.31,0.55,1.55,0.11,28.58,85.65,,13.12,264.68,-0.07,2.2,0.03,18.6,06-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Dec-2019 - 00:00,49.59,81.73,3.41,10.01,21.64,19.64,20.14,,30.85,0.62,1.0,0.07,26.76,85.03,,9.78,263.76,-0.05,2.08,0.01,18.13,07-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Dec-2019 - 00:00,20.22,42.12,3.57,23.75,31.99,36.33,18.31,,24.78,0.69,1.36,0.07,27.84,89.0,,3.64,246.65,-0.04,1.59,0.09,18.19,08-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Dec-2019 - 00:00,13.21,33.55,4.42,16.15,24.8,26.32,17.35,,22.04,0.46,1.24,0.04,27.54,87.55,,5.77,234.51,-0.06,1.32,0.05,18.83,09-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Dec-2019 - 00:00,8.89,29.23,3.72,10.49,15.33,16.68,17.57,,24.28,0.36,1.1,0.03,27.66,86.54,,17.41,264.6,-0.06,1.79,0.0,18.42,10-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Dec-2019 - 00:00,12.82,33.26,4.42,11.32,13.17,16.21,17.18,,24.51,0.42,1.27,0.04,27.69,84.7,,35.37,255.0,-0.04,1.78,0.0,18.65,11-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Dec-2019 - 00:00,17.78,40.28,6.09,13.03,15.22,18.69,17.12,,22.96,0.42,1.32,0.05,27.95,81.28,,62.27,269.56,-0.04,1.67,0.0,18.78,12-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Dec-2019 - 00:00,20.04,42.38,4.91,16.45,15.41,21.56,17.78,,21.41,0.46,1.35,0.06,27.95,83.64,,53.73,236.5,-0.04,1.44,0.0,18.81,13-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Dec-2019 - 00:00,17.08,41.33,4.51,15.73,15.23,20.89,18.65,0.68,18.47,0.48,1.56,0.09,28.34,83.96,,44.55,231.76,-0.04,1.42,0.0,19.4,14-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Dec-2019 - 00:00,15.16,36.9,4.33,10.86,15.4,17.02,18.34,0.61,22.6,0.5,1.43,0.09,28.88,88.79,,4.64,255.79,-0.06,1.76,0.08,18.38,15-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Dec-2019 - 00:00,19.43,43.99,5.3,10.81,13.61,16.03,17.81,0.46,23.94,0.42,1.21,0.05,27.94,85.72,,26.96,248.36,-0.06,1.57,0.0,18.85,16-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-Dec-2019 - 00:00,14.8,31.4,3.38,14.2,14.78,19.41,17.57,0.52,21.05,0.42,1.27,0.1,28.74,89.0,,3.31,265.43,-0.05,1.6,0.14,18.18,17-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Dec-2019 - 00:00,35.11,63.19,4.14,6.2,9.7,10.21,18.47,0.42,32.92,0.56,0.91,0.06,27.75,87.59,,11.83,261.35,-0.04,2.33,0.0,18.41,18-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Dec-2019 - 00:00,33.49,61.72,3.86,8.08,12.13,13.03,18.52,0.54,28.35,0.67,1.31,0.07,28.07,87.86,,10.53,263.44,-0.04,1.89,0.01,18.66,19-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Dec-2019 - 00:00,34.41,62.18,3.99,8.36,11.53,12.92,18.03,0.38,29.15,0.57,1.37,0.07,27.71,86.1,,18.9,249.33,-0.05,1.77,0.0,18.7,20-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Dec-2019 - 00:00,48.06,82.06,4.52,12.58,18.2,19.9,18.79,0.6,26.13,0.74,1.66,0.11,28.37,85.65,,16.58,240.71,-0.03,1.45,0.0,18.89,21-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Dec-2019 - 00:00,51.71,89.35,4.89,15.56,22.93,24.85,20.0,0.65,27.91,0.74,1.65,0.11,28.47,83.19,,47.57,220.16,-0.04,1.42,0.0,19.28,22-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Dec-2019 - 00:00,41.09,73.64,4.15,10.84,24.44,21.81,20.26,0.47,34.18,0.57,1.26,0.1,28.3,84.35,,19.56,228.73,-0.06,1.48,0.0,18.84,23-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Dec-2019 - 00:00,43.09,73.08,5.3,16.65,31.22,30.15,19.78,0.52,27.13,3.66,1.48,2.35,28.47,83.49,,27.04,265.07,-0.03,1.63,0.0,18.58,24-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Dec-2019 - 00:00,46.48,81.3,5.47,23.37,36.69,38.52,20.39,0.65,22.64,0.8,1.66,0.1,28.43,86.36,,9.36,291.73,-0.01,1.76,0.01,18.68,25-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Dec-2019 - 00:00,35.53,72.42,4.98,16.75,25.48,27.19,19.65,0.57,27.07,0.76,1.47,0.08,28.36,85.6,,16.15,265.06,-0.05,1.52,0.0,18.95,26-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Dec-2019 - 00:00,29.28,56.93,5.04,32.63,28.49,41.68,18.86,0.57,17.49,0.72,1.84,0.11,28.68,84.74,,31.89,222.02,-0.02,0.81,0.0,18.33,27-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Dec-2019 - 00:00,18.37,41.31,5.18,18.71,21.84,26.82,18.45,0.28,21.97,0.48,1.52,0.09,28.24,82.04,,47.58,219.81,-0.05,1.24,0.0,19.28,28-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Dec-2019 - 00:00,22.62,47.58,4.51,27.84,25.82,36.37,18.68,0.37,18.76,0.46,2.0,0.07,28.04,82.15,,49.83,217.67,-0.07,1.48,0.0,18.78,29-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Dec-2019 - 00:00,37.95,69.29,4.66,22.65,30.67,34.73,20.23,0.51,24.79,0.62,3.4,0.08,28.33,81.49,,54.4,232.12,-0.05,1.46,0.0,18.88,30-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Dec-2019 - 00:00,28.79,54.96,4.87,21.11,32.13,34.25,19.47,0.58,25.9,0.8,1.41,0.07,28.64,87.29,,7.68,237.66,-0.06,1.24,0.01,18.12,31-Dec-2019 - 00:00,"Tirumala, Tirupati - APPCB"
31-Dec-2019 - 00:00,31.0,,6.5,5.9,17.25,13.95,18.65,0.42,35.6,0.65,1.25,0.05,28.1,89.0,,3.0,242.0,-0.1,1.45,0.0,17.7,01-Jan-2020 - 00:00,"Tirumala, Tirupati - APPCB"
