from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
01-Aug-2019 - 00:00,96.86,32.52,0.35,18.59,21.45,26.7,1.02,0.94,245.87,34.4,137.92,52.13,0.05,0.26,0.0,0.01,0.01,728.14,63.69,8.1,02-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Aug-2019 - 00:00,176.02,33.19,0.37,22.63,18.5,28.54,0.91,1.08,237.12,34.12,124.94,49.53,0.0,0.02,0.0,0.0,0.0,729.2,60.03,8.17,03-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Aug-2019 - 00:00,92.29,31.45,0.26,21.34,22.14,28.83,0.64,1.2,218.48,24.74,118.44,227.38,0.3,0.35,0.05,0.03,0.12,728.42,71.73,8.46,04-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Aug-2019 - 00:00,251.93,34.04,0.38,22.53,18.65,27.23,0.69,0.98,229.78,36.05,136.1,66.06,0.31,1.36,0.12,0.12,0.17,730.17,62.55,8.04,05-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Aug-2019 - 00:00,220.85,34.02,0.35,21.74,16.25,26.56,1.15,1.29,255.34,32.28,123.77,57.13,0.02,0.1,0.19,0.51,0.01,731.01,58.29,6.4,06-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Aug-2019 - 00:00,251.12,33.59,0.37,19.07,20.34,27.0,1.21,1.62,238.3,33.17,121.75,47.89,0.0,0.13,0.0,0.02,0.0,731.1,58.88,6.04,07-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Aug-2019 - 00:00,195.77,32.6,0.33,12.9,19.02,20.24,0.92,1.19,241.87,32.76,123.05,74.91,0.0,0.1,0.01,0.09,0.0,730.97,66.46,6.77,08-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Aug-2019 - 00:00,146.32,31.47,0.23,9.04,18.68,9.41,0.48,0.66,209.78,23.04,90.77,17.09,0.0,0.01,0.0,0.01,0.0,731.0,83.54,7.65,09-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Aug-2019 - 00:00,238.29,34.18,0.3,10.92,18.98,16.77,1.0,1.08,90.49,25.51,156.65,28.4,0.01,0.05,0.05,0.22,0.01,732.48,68.4,6.27,10-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Aug-2019 - 00:00,222.38,32.47,0.26,11.76,18.29,15.14,1.21,1.17,108.86,27.39,69.3,26.21,0.0,0.07,0.0,0.03,0.0,732.61,72.28,8.78,11-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Aug-2019 - 00:00,154.67,31.64,0.38,10.6,19.09,17.24,0.82,1.31,214.55,8.6,84.24,39.4,0.0,0.04,0.0,0.04,0.0,728.36,73.81,5.62,12-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Aug-2019 - 00:00,207.76,32.34,0.29,9.66,19.47,16.0,0.78,1.67,256.02,29.91,131.76,44.79,0.0,0.0,0.0,0.04,0.0,728.58,70.1,6.05,13-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Aug-2019 - 00:00,23.3,31.1,0.36,8.97,18.48,15.02,0.96,1.52,266.62,11.87,176.24,61.53,0.0,0.0,0.0,0.0,0.0,729.67,72.56,6.07,14-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Aug-2019 - 00:00,44.48,33.59,0.2,17.31,26.91,10.75,0.72,0.45,184.41,25.16,140.35,30.97,0.05,0.06,0.06,0.27,0.0,725.62,59.75,8.74,15-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Aug-2019 - 00:00,16.59,32.51,0.39,8.67,11.93,13.03,0.94,0.38,270.8,35.35,90.65,52.8,0.0,0.03,0.0,0.0,0.0,725.34,69.11,10.86,16-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Aug-2019 - 00:00,38.0,31.77,0.35,9.58,16.3,14.35,1.68,1.02,143.79,19.49,102.09,32.72,0.0,0.01,0.0,0.01,0.0,726.31,83.09,7.7,17-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Aug-2019 - 00:00,94.75,31.59,0.34,10.45,22.88,19.69,1.18,1.4,158.13,25.16,49.41,20.58,0.0,0.05,0.01,0.05,0.0,726.42,82.59,5.36,18-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Aug-2019 - 00:00,165.52,31.88,0.31,9.93,19.36,18.31,0.43,1.59,176.98,20.24,65.84,21.2,0.01,0.06,0.0,0.04,0.01,724.74,68.31,6.8,19-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Aug-2019 - 00:00,205.59,32.52,0.33,10.1,22.91,19.16,0.45,1.07,182.62,26.77,80.45,52.53,0.0,0.01,0.0,0.17,0.0,723.57,67.0,5.76,20-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Aug-2019 - 00:00,208.1,33.19,0.45,8.41,22.53,18.52,0.59,0.84,177.97,33.1,116.87,74.42,0.2,2.01,0.08,0.33,0.54,723.72,63.23,5.07,21-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Aug-2019 - 00:00,245.28,33.52,0.35,9.33,32.98,24.33,0.6,0.96,162.04,31.28,97.13,55.51,0.0,0.06,0.11,0.0,0.3,727.36,60.93,4.8,22-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Aug-2019 - 00:00,283.15,32.94,0.39,8.87,31.29,23.52,0.38,0.66,194.14,28.68,107.61,48.07,0.04,0.14,0.0,0.0,0.02,725.01,56.35,5.42,23-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Aug-2019 - 00:00,228.48,33.29,0.35,8.73,29.91,22.68,0.56,0.59,169.69,28.15,113.36,65.73,0.0,0.04,0.0,0.0,0.05,725.02,51.46,6.37,24-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Aug-2019 - 00:00,246.14,33.86,0.35,8.7,29.52,22.47,0.31,0.72,137.37,31.57,102.69,270.8,0.0,0.0,0.0,0.0,0.0,725.43,49.11,6.11,25-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Aug-2019 - 00:00,227.29,34.32,0.34,8.66,28.37,21.81,0.38,1.01,138.16,34.67,104.03,86.92,0.0,0.01,0.02,0.0,0.0,726.23,48.49,5.39,26-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Aug-2019 - 00:00,163.04,32.94,0.32,25.33,45.9,31.97,0.62,0.8,152.21,29.76,124.74,166.42,0.06,0.05,0.0,0.0,0.02,726.28,53.06,7.53,27-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Aug-2019 - 00:00,185.7,32.89,0.36,12.19,40.92,31.24,1.46,0.9,165.32,32.39,138.2,124.78,1.76,2.45,0.44,0.14,0.38,727.1,57.0,5.04,28-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Aug-2019 - 00:00,82.02,30.96,0.26,11.7,33.53,26.15,0.96,0.9,183.19,20.82,79.97,21.89,0.0,0.02,0.05,0.0,0.03,725.41,67.57,4.56,29-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Aug-2019 - 00:00,187.5,32.1,0.29,9.7,33.22,25.04,1.3,1.61,190.6,25.18,47.85,30.38,0.23,1.73,0.0,0.02,0.24,725.57,65.17,5.95,30-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Aug-2019 - 00:00,134.6,32.57,0.29,2.18,28.62,16.15,0.69,1.31,187.55,32.28,65.99,36.01,0.01,0.8,0.01,0.02,0.05,726.3,53.36,5.86,31-Aug-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Aug-2019 - 00:00,127.05,31.49,0.31,1.56,26.59,12.68,0.48,1.28,235.45,33.02,49.71,25.78,0.01,0.37,0.0,0.0,0.01,727.55,63.07,7.18,01-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Sep-2019 - 00:00,134.65,32.01,0.25,2.48,31.42,16.91,0.4,1.9,190.64,18.84,122.39,35.49,0.01,0.39,0.0,0.0,0.02,727.16,61.29,6.42,02-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Sep-2019 - 00:00,110.01,31.57,0.34,5.58,36.39,22.75,0.32,1.16,202.47,31.1,117.49,35.13,0.41,1.72,0.18,0.11,0.68,726.13,69.64,8.23,03-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Sep-2019 - 00:00,187.74,32.96,0.35,5.44,33.58,21.46,0.49,1.09,241.92,26.72,134.64,44.48,0.08,0.95,0.12,0.11,0.38,727.13,69.07,8.47,04-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Sep-2019 - 00:00,141.76,33.54,0.33,3.77,33.6,20.31,0.51,1.48,228.97,28.98,137.9,47.18,0.0,0.11,0.0,0.0,0.0,727.97,63.71,8.87,05-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Sep-2019 - 00:00,174.61,33.03,0.3,10.83,49.84,37.97,0.47,1.29,205.37,42.62,107.9,42.41,0.51,0.58,0.08,0.01,0.46,728.17,65.16,8.17,06-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Sep-2019 - 00:00,198.17,33.73,0.28,7.65,19.43,15.59,0.53,1.1,232.28,31.77,174.46,61.72,0.08,0.02,0.0,0.0,0.0,728.84,75.85,7.51,07-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Sep-2019 - 00:00,68.03,30.77,0.31,6.96,23.26,18.1,0.39,1.71,220.03,29.65,146.39,62.91,0.08,0.0,0.03,0.0,0.16,728.49,89.11,9.61,08-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Sep-2019 - 00:00,246.23,33.03,0.29,1.83,22.28,15.53,0.34,2.29,160.81,28.36,181.76,61.89,0.09,0.1,0.04,0.0,0.02,727.14,75.39,8.02,09-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Sep-2019 - 00:00,239.07,35.46,0.28,6.55,26.51,19.82,0.72,1.19,210.7,29.36,146.07,55.82,0.04,0.08,0.04,0.0,0.02,728.29,58.21,8.18,10-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Sep-2019 - 00:00,297.97,35.07,0.29,10.1,31.98,20.52,1.01,1.09,299.08,51.08,139.31,44.11,0.02,0.05,0.06,0.04,0.04,732.13,58.48,8.09,11-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Sep-2019 - 00:00,221.27,34.19,0.3,9.77,33.3,25.78,1.07,1.96,268.03,39.69,127.06,35.67,0.0,0.22,0.01,0.01,0.07,726.5,60.88,8.47,12-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Sep-2019 - 00:00,197.79,33.76,0.25,11.13,32.65,26.12,1.15,1.74,270.59,30.12,113.41,54.68,0.0,0.08,0.0,0.0,0.0,725.43,60.63,7.62,13-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Sep-2019 - 00:00,164.37,32.95,0.3,10.91,31.86,25.81,1.19,1.76,281.22,27.8,107.09,40.26,0.0,0.09,0.0,0.0,0.01,724.83,61.59,8.45,14-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Sep-2019 - 00:00,226.43,32.88,0.35,10.61,33.33,26.49,1.18,1.65,284.72,25.76,93.3,45.93,0.0,0.05,0.0,0.02,0.01,724.72,60.32,8.1,15-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Sep-2019 - 00:00,234.66,32.73,0.35,9.95,33.27,25.65,1.02,1.65,266.63,29.6,107.82,48.97,0.01,0.03,0.0,0.0,0.01,724.37,61.08,7.86,16-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Sep-2019 - 00:00,233.71,33.26,0.26,10.68,32.74,25.61,0.94,1.44,261.37,32.66,133.83,50.82,0.0,0.16,0.0,0.02,0.02,725.04,59.16,10.93,17-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Sep-2019 - 00:00,222.87,33.04,0.35,11.0,30.92,25.92,0.84,1.51,260.98,29.75,133.43,48.57,0.0,0.11,0.0,0.04,0.0,724.54,58.88,8.43,18-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Sep-2019 - 00:00,225.48,34.46,0.28,8.62,25.04,19.96,0.61,1.44,242.96,30.84,154.03,53.35,0.0,0.03,0.0,0.24,0.01,723.44,53.82,6.61,19-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Sep-2019 - 00:00,218.65,34.48,0.3,4.72,24.07,15.53,0.57,1.31,167.84,26.18,155.81,60.1,0.64,2.37,0.34,0.14,2.25,723.08,53.02,6.07,20-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Sep-2019 - 00:00,183.18,33.4,0.26,8.56,26.6,21.1,0.44,1.04,149.54,31.45,131.88,46.73,0.31,1.4,0.1,0.02,0.89,724.23,53.65,5.58,21-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Sep-2019 - 00:00,205.02,32.67,0.34,8.05,27.18,27.2,0.58,1.07,165.9,20.64,120.23,48.19,0.12,0.76,0.02,0.0,0.45,729.9,57.63,5.8,22-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Sep-2019 - 00:00,195.12,33.27,0.26,9.35,30.49,21.84,0.45,0.68,145.66,36.05,113.1,50.64,0.12,0.51,0.0,0.0,0.17,727.65,55.94,6.23,23-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Sep-2019 - 00:00,196.55,32.96,0.3,9.12,31.03,23.86,0.51,1.96,160.34,29.55,126.57,60.52,0.38,1.08,0.0,0.0,0.51,732.03,54.11,6.23,24-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Sep-2019 - 00:00,206.94,33.08,0.29,9.9,24.4,21.89,0.45,1.19,145.59,27.62,122.76,54.47,0.41,1.7,0.06,0.0,0.64,730.04,52.25,5.86,25-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Sep-2019 - 00:00,214.5,32.88,0.36,11.32,24.44,23.04,0.8,1.3,151.92,34.25,106.36,54.92,0.3,1.63,0.02,0.0,0.66,729.58,53.31,6.47,26-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Sep-2019 - 00:00,168.82,32.45,0.29,11.26,29.0,23.06,0.56,1.13,134.59,32.26,86.25,49.78,0.48,2.2,0.03,0.04,1.04,729.01,54.84,5.35,27-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Sep-2019 - 00:00,104.29,30.58,0.23,8.29,23.78,22.17,0.56,0.9,188.1,25.38,97.44,34.55,0.3,2.82,0.05,0.3,0.97,731.56,68.43,6.13,28-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Sep-2019 - 00:00,127.19,30.32,0.28,10.66,31.61,23.05,0.52,0.74,220.99,24.15,64.05,24.04,0.04,1.77,0.0,0.0,0.16,730.58,72.21,6.65,29-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Sep-2019 - 00:00,183.41,30.38,0.27,8.13,24.55,19.71,0.61,0.99,243.28,33.87,90.18,25.73,0.08,0.46,0.0,0.07,0.09,726.53,67.51,7.35,30-Sep-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Sep-2019 - 00:00,109.61,30.88,0.3,8.79,26.5,22.11,0.22,1.11,168.79,22.98,105.4,32.27,0.36,1.97,0.09,0.03,0.9,727.69,63.24,7.56,01-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Oct-2019 - 00:00,188.41,31.47,0.3,9.19,22.19,17.54,0.54,1.19,210.06,29.85,80.2,47.22,1.8,2.96,0.47,0.16,0.89,729.54,57.84,7.07,02-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Oct-2019 - 00:00,214.28,31.25,0.34,11.39,19.55,18.23,0.73,1.24,226.2,40.44,82.23,40.78,0.0,0.78,0.0,0.0,0.07,729.67,64.78,5.86,03-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Oct-2019 - 00:00,207.16,31.46,0.42,12.22,20.43,19.31,0.99,1.12,233.47,41.39,108.17,37.61,0.03,0.82,0.0,0.03,0.11,727.82,67.36,7.89,04-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Oct-2019 - 00:00,198.4,30.73,0.32,10.76,21.37,18.4,0.78,0.9,137.71,23.43,95.89,29.44,0.03,0.35,0.0,0.0,0.06,727.88,58.73,7.85,05-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Oct-2019 - 00:00,202.31,31.61,0.37,11.89,23.44,20.6,0.28,1.04,120.47,22.47,136.95,38.28,0.5,1.93,0.08,0.04,0.91,727.4,54.77,7.98,06-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Oct-2019 - 00:00,183.35,31.78,0.35,12.01,18.34,17.94,0.47,1.04,87.27,41.68,138.42,54.9,0.61,0.88,0.04,0.02,0.13,726.25,49.91,7.3,07-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Oct-2019 - 00:00,198.73,30.34,0.41,9.64,25.81,21.26,0.67,0.56,98.48,23.78,102.62,38.43,0.09,0.83,0.0,0.0,0.18,726.33,55.59,9.57,08-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Oct-2019 - 00:00,216.7,31.31,0.32,13.54,33.39,23.31,0.45,1.22,99.18,32.23,109.16,48.5,0.34,1.16,0.15,0.03,0.66,727.75,47.66,7.58,09-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Oct-2019 - 00:00,276.9,31.11,0.34,42.73,45.3,38.11,0.33,0.94,131.61,30.86,137.41,63.41,0.6,3.15,0.1,0.16,1.5,728.44,47.1,7.94,10-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Oct-2019 - 00:00,33.93,33.25,0.41,18.74,52.75,39.41,0.31,1.44,94.0,28.84,142.66,49.82,2.22,4.43,0.98,0.46,3.04,724.24,39.46,9.32,11-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Oct-2019 - 00:00,202.6,31.68,0.34,18.84,33.94,39.85,0.33,1.13,186.5,27.67,145.8,48.22,2.36,11.99,1.22,0.62,5.25,727.0,44.03,7.35,12-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Oct-2019 - 00:00,191.63,32.05,0.34,21.62,28.12,34.24,0.33,1.03,226.81,31.71,155.91,47.85,3.4,7.91,1.15,1.41,4.91,729.01,44.92,7.24,13-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Oct-2019 - 00:00,169.28,32.19,0.36,48.18,32.02,54.58,0.24,1.12,198.99,26.84,188.67,110.69,7.4,14.69,2.02,1.83,10.56,729.07,44.6,9.89,14-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Oct-2019 - 00:00,180.94,32.04,0.28,51.49,33.6,57.86,0.27,1.15,187.97,24.55,214.8,106.56,9.78,20.39,4.04,3.14,15.24,723.99,45.13,10.5,15-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Oct-2019 - 00:00,172.61,32.2,0.37,46.97,29.48,52.85,0.2,1.39,131.21,33.39,183.3,86.68,2.4,6.84,1.03,0.52,3.66,724.57,45.09,8.38,16-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Oct-2019 - 00:00,188.9,32.26,0.38,47.89,30.02,54.81,0.22,1.24,150.57,25.8,194.61,86.55,3.81,9.38,0.94,0.7,3.46,725.75,45.29,9.83,17-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Oct-2019 - 00:00,176.21,32.07,0.3,46.27,35.17,53.52,0.25,0.87,161.22,30.82,211.6,111.11,1.46,5.68,0.69,0.66,2.38,725.82,44.33,13.31,18-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Oct-2019 - 00:00,164.8,32.66,0.28,21.55,33.05,32.32,0.34,0.82,199.88,30.06,181.17,71.5,0.41,3.01,0.22,0.35,0.98,725.9,43.53,7.4,19-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Oct-2019 - 00:00,179.46,32.96,0.31,10.08,25.6,19.93,0.42,0.59,131.49,50.23,165.39,93.12,0.12,0.75,0.02,0.01,0.17,727.1,42.26,10.37,20-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Oct-2019 - 00:00,171.84,32.42,0.33,9.59,26.5,20.35,0.45,1.31,90.14,40.49,159.98,64.64,0.02,0.07,0.0,0.0,0.03,728.87,39.87,9.06,21-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Oct-2019 - 00:00,174.13,30.98,0.38,19.7,31.34,32.86,0.39,0.85,110.95,46.22,185.19,75.59,0.39,1.31,0.14,0.09,0.49,728.95,38.78,10.62,22-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Oct-2019 - 00:00,167.38,29.84,0.36,45.69,35.67,55.03,0.21,1.91,140.5,33.07,228.08,106.08,1.28,4.02,0.48,0.31,1.54,728.76,41.47,11.67,23-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Oct-2019 - 00:00,189.26,29.7,0.41,53.77,33.52,61.42,0.19,1.22,133.13,34.86,214.32,109.04,1.89,5.9,0.78,0.5,2.23,729.38,41.52,10.19,24-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Oct-2019 - 00:00,188.83,29.75,0.35,72.97,36.07,77.5,0.26,1.04,153.46,36.52,242.91,115.41,2.31,5.67,0.87,0.62,2.34,727.35,42.5,16.58,25-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Oct-2019 - 00:00,179.11,30.28,0.29,46.98,35.84,54.59,0.23,1.46,121.58,40.52,272.35,156.1,1.11,1.21,0.14,0.11,0.78,727.92,39.76,12.95,26-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Oct-2019 - 00:00,166.22,30.27,0.34,17.6,34.14,31.07,0.44,1.35,114.31,29.97,183.47,79.62,0.16,0.76,0.02,0.02,0.15,728.44,39.18,10.89,27-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Oct-2019 - 00:00,190.31,29.35,0.28,21.61,34.25,34.62,0.43,1.54,112.63,46.04,215.31,114.71,0.26,1.05,0.03,0.02,0.24,727.66,42.1,11.81,28-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Oct-2019 - 00:00,113.83,28.55,0.41,34.37,27.55,44.12,0.4,2.05,116.69,37.08,279.29,125.49,0.54,0.98,0.01,0.0,0.16,728.56,46.17,12.91,29-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Oct-2019 - 00:00,144.76,30.48,0.25,17.21,26.88,29.71,0.25,2.05,131.06,35.21,182.92,88.29,0.31,1.29,0.1,0.03,0.37,728.47,48.15,13.85,30-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Oct-2019 - 00:00,185.82,31.97,0.3,16.32,23.53,27.3,0.47,1.64,165.11,28.12,150.55,72.43,0.23,0.78,0.04,0.01,0.24,728.12,48.22,12.54,31-Oct-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Oct-2019 - 00:00,162.43,32.63,0.35,20.9,23.21,30.56,0.39,1.98,128.05,27.83,128.5,53.33,0.54,2.06,0.21,0.07,0.72,728.0,46.0,13.93,01-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Nov-2019 - 00:00,158.11,31.45,0.26,15.48,26.2,28.22,0.74,1.53,106.2,31.71,158.26,76.7,0.09,0.71,0.0,0.0,0.09,729.55,43.23,11.91,02-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Nov-2019 - 00:00,142.94,29.46,0.29,10.49,21.36,21.7,0.89,1.56,89.29,23.34,149.03,71.95,0.02,0.26,0.0,0.0,0.02,729.73,48.44,12.92,03-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Nov-2019 - 00:00,143.07,29.64,0.28,9.28,20.73,20.48,0.57,1.56,104.48,34.83,100.68,54.76,0.01,0.26,0.0,0.0,0.01,729.81,50.66,12.79,04-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Nov-2019 - 00:00,174.81,29.92,0.31,17.48,29.78,29.81,0.45,1.22,76.05,31.18,88.85,36.19,0.62,2.15,0.3,0.12,0.61,730.09,47.96,10.19,05-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Nov-2019 - 00:00,178.96,29.94,0.32,13.13,33.3,26.35,0.59,1.23,169.84,37.49,114.7,59.13,0.2,1.13,0.03,0.07,0.22,729.01,43.97,7.09,06-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Nov-2019 - 00:00,150.01,29.2,0.31,23.76,34.64,35.39,0.55,1.27,219.76,39.68,149.39,76.56,0.26,1.78,0.01,0.1,0.28,724.44,47.02,8.26,07-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Nov-2019 - 00:00,153.79,29.66,0.4,14.65,26.34,23.65,0.76,1.46,159.14,33.82,140.96,78.13,0.08,0.42,0.0,0.0,0.02,725.02,47.53,7.51,08-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Nov-2019 - 00:00,164.49,27.36,0.32,12.34,26.37,22.27,1.04,1.56,68.52,34.66,229.05,100.01,0.0,0.01,0.0,0.0,0.0,730.81,50.57,6.79,09-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Nov-2019 - 00:00,118.3,26.64,0.37,17.97,24.35,25.56,0.98,1.87,68.28,28.44,152.48,66.56,0.07,0.05,0.0,0.0,0.0,729.33,48.56,7.43,10-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Nov-2019 - 00:00,132.93,28.21,0.25,18.21,23.86,25.57,0.58,2.67,95.73,45.27,139.39,62.64,0.0,0.0,0.0,0.0,0.0,727.38,43.46,8.92,11-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Nov-2019 - 00:00,162.94,28.89,0.25,19.97,27.98,28.72,0.49,3.04,103.85,42.74,144.39,56.31,0.02,0.04,0.0,0.0,0.0,730.36,42.95,9.32,12-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Nov-2019 - 00:00,149.73,29.04,0.34,36.0,27.28,41.87,0.52,2.47,152.23,39.78,170.62,75.59,0.11,0.07,0.0,0.0,0.14,730.92,44.77,13.74,13-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Nov-2019 - 00:00,145.97,28.77,0.35,19.11,22.64,25.32,0.82,2.61,85.27,31.67,145.16,69.28,0.01,0.07,0.0,0.0,0.0,726.85,51.03,8.5,14-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Nov-2019 - 00:00,121.05,26.64,0.31,32.37,25.63,37.92,1.2,2.1,76.72,34.4,114.4,59.63,0.01,0.08,0.0,0.0,0.0,730.51,55.04,8.67,15-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
