from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
11-Jan-2019 - 00:00,138.01,18.88,3.1,114.33,33.14,107.0,0.26,2.61,138.9,22.66,320.52,158.33,5.27,13.93,2.82,2.1,6.92,760.03,47.23,11.64,12-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Jan-2019 - 00:00,143.16,19.58,4.05,50.3,39.52,63.72,0.55,1.37,126.79,46.93,195.93,89.92,0.46,2.34,0.13,0.17,0.86,760.75,47.04,12.87,13-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Jan-2019 - 00:00,148.1,19.47,1.43,45.81,32.7,54.7,1.02,1.29,54.29,64.64,228.49,113.1,0.49,0.77,0.02,0.0,0.09,758.94,51.37,12.43,14-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Jan-2019 - 00:00,156.42,17.34,2.06,39.32,34.73,48.99,0.89,1.0,66.55,44.39,147.12,71.66,0.21,1.32,0.03,0.0,0.34,756.64,50.13,12.05,15-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Jan-2019 - 00:00,122.32,15.56,2.46,56.56,28.2,55.08,0.49,1.25,97.98,42.42,153.72,66.2,1.54,4.54,1.05,0.61,2.34,757.06,40.27,12.21,16-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Jan-2019 - 00:00,171.89,18.34,1.41,85.83,26.88,78.86,0.31,2.32,190.69,42.84,251.15,118.61,2.28,6.43,1.0,0.39,3.03,759.85,40.26,11.92,17-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Jan-2019 - 00:00,169.8,19.73,0.16,72.84,30.11,70.32,0.46,0.77,83.53,48.8,222.74,110.9,1.72,5.03,0.66,0.5,2.33,760.52,41.82,12.34,18-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Jan-2019 - 00:00,173.33,21.6,3.03,89.75,37.1,85.14,0.41,1.02,114.7,55.1,248.76,115.12,3.24,10.51,1.9,1.57,4.44,759.4,43.81,14.13,19-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Jan-2019 - 00:00,116.4,23.55,0.39,147.0,28.55,127.81,0.26,1.2,158.83,35.84,283.77,140.59,4.08,12.01,2.23,1.93,5.95,756.98,48.04,16.82,20-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Jan-2019 - 00:00,163.22,25.34,2.39,127.81,34.44,125.43,0.37,0.84,193.01,61.57,234.61,135.18,4.03,13.49,2.7,2.24,6.24,758.32,46.53,12.38,21-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Jan-2019 - 00:00,102.92,20.14,1.82,67.74,36.06,69.33,1.39,0.75,85.27,38.78,193.67,89.54,0.5,1.29,0.0,0.0,0.22,760.91,54.64,9.79,22-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Jan-2019 - 00:00,167.6,16.53,2.77,52.09,36.71,62.08,0.67,1.16,201.61,40.96,83.14,34.89,0.03,1.23,0.0,0.0,0.12,760.58,59.11,8.24,23-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Jan-2019 - 00:00,183.86,17.53,1.94,43.47,31.42,53.21,0.68,1.13,79.69,40.01,137.83,59.47,0.04,1.17,0.0,0.0,0.08,758.91,54.26,9.35,24-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Jan-2019 - 00:00,163.85,16.87,1.83,44.83,36.19,53.58,1.13,1.17,59.36,39.62,132.84,63.91,0.13,1.11,0.0,0.0,0.06,757.04,55.69,9.0,25-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Jan-2019 - 00:00,185.93,15.67,1.7,38.1,34.23,48.69,0.92,1.03,55.75,49.47,119.6,54.24,0.13,0.94,0.0,0.0,0.11,756.52,52.86,8.53,26-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Jan-2019 - 00:00,183.27,15.55,0.65,37.15,44.25,56.45,0.66,1.1,73.11,47.72,119.53,55.86,0.12,0.96,0.0,0.0,0.22,757.07,46.44,9.71,27-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Jan-2019 - 00:00,172.38,15.49,0.87,40.94,45.09,58.32,0.65,1.59,76.28,51.71,127.42,59.32,0.2,1.0,0.03,0.0,0.18,759.96,46.05,9.73,28-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Jan-2019 - 00:00,182.99,16.02,3.73,57.28,35.06,69.52,0.47,1.42,84.83,46.25,148.24,73.27,1.0,3.05,0.56,0.27,1.47,758.88,44.84,7.87,29-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Jan-2019 - 00:00,185.13,16.36,3.03,64.16,44.67,74.17,0.32,1.23,91.22,43.34,180.7,77.6,0.8,3.21,0.4,0.32,1.75,759.95,44.11,10.0,30-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Jan-2019 - 00:00,183.14,17.62,2.58,80.53,37.2,85.95,0.36,1.44,138.72,42.0,208.67,104.47,1.94,7.03,1.36,0.89,3.5,762.85,41.21,13.43,31-Jan-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Jan-2019 - 00:00,134.65,17.85,1.02,52.03,35.04,62.5,0.88,0.99,150.95,41.74,165.59,93.86,0.27,1.42,0.16,0.07,0.51,764.56,47.22,13.77,01-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Feb-2019 - 00:00,213.71,15.04,2.08,47.96,33.72,57.27,1.1,1.12,51.59,44.84,116.02,63.32,0.08,0.5,0.0,0.0,0.08,761.32,58.74,10.61,02-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Feb-2019 - 00:00,275.8,16.97,2.44,51.04,35.25,52.16,0.62,1.93,76.63,39.21,165.79,83.02,0.41,1.22,0.02,0.0,0.28,762.26,53.83,10.31,03-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Feb-2019 - 00:00,200.27,16.83,1.42,65.12,29.49,67.93,0.65,1.12,73.02,44.42,153.41,83.3,0.25,1.26,0.01,0.0,0.29,761.7,51.63,8.17,04-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Feb-2019 - 00:00,171.64,19.64,0.87,64.34,36.1,69.84,0.59,1.39,107.19,39.0,189.64,103.01,1.8,4.33,0.94,0.56,2.22,763.21,48.87,10.66,05-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Feb-2019 - 00:00,166.42,21.39,2.77,96.47,30.91,93.23,0.55,1.09,182.24,39.5,199.62,107.6,1.14,3.23,0.22,0.11,1.49,765.22,49.09,10.22,06-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Feb-2019 - 00:00,183.07,20.93,3.82,54.18,33.42,62.29,0.89,1.21,204.3,46.79,127.86,64.06,0.27,1.11,0.0,0.0,0.2,771.06,43.17,11.44,07-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Feb-2019 - 00:00,190.47,17.31,1.63,27.45,32.55,41.86,1.34,1.03,255.73,52.47,257.06,95.08,0.01,0.3,0.0,0.0,0.0,768.04,42.35,12.69,08-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Feb-2019 - 00:00,179.2,15.41,1.23,33.49,38.76,54.1,0.51,1.07,170.7,51.43,365.12,150.06,0.11,3.4,0.0,0.0,0.13,762.76,45.12,11.43,09-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Feb-2019 - 00:00,148.31,15.78,-0.18,26.08,31.62,35.4,0.56,1.0,87.61,37.45,138.65,59.89,0.0,0.35,0.0,0.0,0.01,760.93,45.39,11.36,10-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Feb-2019 - 00:00,189.91,17.87,0.79,36.76,38.67,56.21,0.58,1.33,89.9,44.65,125.47,63.08,0.22,1.15,0.0,0.0,0.17,761.82,42.8,10.6,11-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Feb-2019 - 00:00,191.88,19.18,1.61,37.73,27.82,47.88,0.69,0.92,75.46,43.89,143.68,65.61,0.07,0.88,0.0,0.0,0.25,762.69,41.68,10.71,12-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Feb-2019 - 00:00,201.0,21.24,-0.18,45.15,32.46,54.54,0.73,1.21,100.39,54.15,162.3,74.34,0.27,1.3,0.11,0.02,0.71,763.63,42.44,11.52,13-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Feb-2019 - 00:00,173.84,23.68,2.57,50.6,32.39,58.96,0.7,1.0,188.59,71.81,156.76,76.98,0.17,1.17,0.03,0.01,0.37,765.45,43.57,13.15,14-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Feb-2019 - 00:00,210.11,21.39,3.97,55.97,24.52,57.23,1.08,1.2,234.31,62.76,168.35,79.44,0.07,0.28,0.0,0.0,0.03,766.22,48.81,11.76,15-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Feb-2019 - 00:00,232.3,20.8,1.13,37.15,33.61,45.18,1.02,1.26,82.27,57.06,178.74,68.69,0.06,0.42,0.0,0.0,0.04,762.11,45.5,18.18,16-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Feb-2019 - 00:00,216.7,19.35,0.54,30.6,39.07,48.63,0.7,1.28,70.99,57.12,94.24,42.1,0.04,0.55,0.0,0.0,0.06,761.81,45.35,13.57,17-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Feb-2019 - 00:00,194.28,20.21,1.36,45.75,34.97,57.77,0.43,1.71,185.74,47.82,130.75,63.84,0.67,1.98,0.34,0.22,1.07,765.21,43.08,13.96,18-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Feb-2019 - 00:00,185.89,22.3,0.48,31.2,28.88,27.34,0.95,0.52,241.19,47.54,204.51,82.3,0.01,0.26,0.0,0.0,0.04,770.64,41.01,21.28,19-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Feb-2019 - 00:00,200.38,23.13,0.4,49.73,36.73,63.35,0.74,0.95,210.98,43.41,140.89,67.44,0.17,1.0,0.03,0.13,0.24,763.79,50.0,14.43,20-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Feb-2019 - 00:00,106.95,23.79,3.01,41.64,21.29,46.82,0.81,1.04,138.34,38.36,113.08,49.9,0.29,2.09,0.15,0.13,0.94,761.09,52.38,9.97,21-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Feb-2019 - 00:00,126.0,21.98,2.02,35.63,26.74,54.89,1.08,1.03,189.38,36.96,108.34,51.72,0.32,1.17,0.03,0.02,0.35,759.27,58.35,9.79,22-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Feb-2019 - 00:00,213.65,19.99,1.04,17.53,32.38,32.96,0.99,0.94,77.24,64.76,61.17,29.78,0.0,0.22,0.0,0.0,0.06,757.69,52.0,8.45,23-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Feb-2019 - 00:00,203.29,19.91,0.27,7.84,30.86,22.5,0.78,1.14,75.29,63.3,85.58,39.12,0.12,0.68,0.03,0.0,0.28,758.96,42.61,9.03,24-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Feb-2019 - 00:00,196.71,22.24,1.16,8.36,30.58,25.36,0.96,1.04,159.77,53.36,107.49,55.5,0.05,0.55,0.01,0.0,0.15,762.94,39.93,10.46,25-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Feb-2019 - 00:00,198.89,21.6,1.08,10.31,29.78,25.83,0.89,1.18,197.9,37.64,126.17,56.63,0.16,0.7,0.01,0.0,0.08,763.41,39.8,9.18,26-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Feb-2019 - 00:00,90.37,20.23,1.04,11.32,25.49,26.77,0.92,0.88,93.08,34.97,128.42,59.97,0.08,0.78,0.01,0.0,0.25,763.47,40.52,10.57,27-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Feb-2019 - 00:00,196.01,19.36,1.06,9.12,41.4,27.24,1.21,1.01,83.96,50.94,96.94,46.59,0.02,0.43,0.01,0.0,0.02,762.63,44.56,11.19,28-Feb-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Feb-2019 - 00:00,208.25,19.7,1.08,5.39,30.79,22.62,0.48,1.24,101.63,28.09,122.84,62.74,0.33,1.69,0.14,0.21,0.81,760.03,41.34,9.7,01-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Mar-2019 - 00:00,195.32,21.65,1.33,3.48,29.14,20.12,0.61,1.09,127.58,35.26,123.05,59.11,0.28,1.55,0.06,0.02,0.72,761.25,38.54,8.87,02-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Mar-2019 - 00:00,97.89,22.38,1.41,5.57,25.17,18.95,1.08,1.38,128.34,55.51,120.9,52.39,0.08,0.83,0.0,0.0,0.21,763.49,41.81,13.63,03-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Mar-2019 - 00:00,187.12,21.36,1.73,6.52,23.88,19.34,1.17,1.03,111.47,49.68,111.17,50.86,0.0,0.22,0.0,0.0,0.0,765.36,47.8,8.24,04-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Mar-2019 - 00:00,193.69,20.36,3.05,6.4,33.6,23.32,1.36,1.21,91.76,41.68,119.61,56.78,0.08,0.18,0.0,0.0,0.0,763.37,55.03,15.67,05-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Mar-2019 - 00:00,225.95,21.25,2.0,7.88,32.26,26.51,0.67,1.39,102.03,54.87,95.51,44.33,0.1,0.58,0.02,0.01,0.14,762.89,47.51,12.23,06-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Mar-2019 - 00:00,241.31,22.19,1.51,9.71,27.53,24.41,0.51,1.15,161.38,54.27,119.1,55.66,0.27,4.51,0.22,0.06,1.16,762.54,42.31,13.26,07-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Mar-2019 - 00:00,215.75,22.9,2.11,18.43,29.24,33.7,0.47,1.5,194.1,35.52,193.21,74.95,1.2,7.81,0.89,0.45,2.62,763.37,41.77,14.91,08-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Mar-2019 - 00:00,205.21,24.08,0.98,12.81,36.08,31.74,0.95,0.91,184.14,54.85,194.62,90.3,0.87,4.24,0.59,0.37,1.83,763.18,43.07,12.74,09-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Mar-2019 - 00:00,232.41,22.33,1.6,20.87,22.43,29.78,1.25,1.24,62.37,67.77,130.35,47.79,0.0,2.8,0.0,0.0,0.03,760.82,46.64,11.5,10-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Mar-2019 - 00:00,237.52,23.31,1.93,14.87,25.35,26.86,0.59,1.35,151.02,42.42,107.1,42.44,0.14,2.57,0.03,0.01,0.33,762.11,41.0,10.99,11-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Mar-2019 - 00:00,241.34,23.1,0.87,13.65,32.34,30.92,1.16,1.04,219.0,50.88,248.88,73.92,0.04,1.84,0.0,0.0,0.08,762.13,45.39,8.58,12-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Mar-2019 - 00:00,181.17,22.11,-0.29,14.18,34.29,32.7,1.06,1.05,78.59,48.58,144.82,52.81,0.0,0.73,0.0,0.0,0.03,759.54,47.47,9.67,13-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Mar-2019 - 00:00,114.65,22.65,0.08,12.15,34.14,28.63,0.8,0.96,87.33,34.32,152.01,66.31,1.31,2.12,0.33,0.22,1.11,762.31,44.39,11.62,14-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Mar-2019 - 00:00,214.49,22.96,0.25,8.45,29.96,26.28,1.21,1.1,95.58,70.37,124.86,54.81,0.0,0.27,0.01,0.0,0.07,760.18,44.65,11.31,15-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Mar-2019 - 00:00,241.36,22.61,1.68,10.49,30.81,29.51,1.01,0.89,69.47,64.77,114.68,48.04,0.11,0.72,0.0,0.0,0.16,758.22,44.88,15.13,16-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Mar-2019 - 00:00,254.06,21.59,0.87,5.41,30.01,19.57,0.88,0.6,89.98,71.2,93.21,33.52,0.0,0.29,0.0,0.0,0.03,758.4,43.59,12.92,17-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Mar-2019 - 00:00,241.75,24.2,0.84,5.24,29.18,23.53,0.82,0.88,64.72,69.42,84.53,40.27,0.21,0.29,0.0,0.0,0.01,761.0,40.73,16.89,18-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Mar-2019 - 00:00,206.19,24.74,2.07,10.55,29.1,22.55,0.56,1.03,114.72,65.38,125.94,57.34,1.63,2.26,0.45,0.0,0.18,761.58,39.75,14.29,19-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Mar-2019 - 00:00,302.46,27.55,0.44,11.33,31.21,22.02,1.0,1.06,217.1,51.51,200.03,72.69,1.43,1.88,0.16,0.02,0.14,765.65,37.68,15.08,20-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Mar-2019 - 00:00,276.28,27.2,-0.44,8.68,27.46,22.94,0.95,1.12,281.71,49.86,123.07,54.39,0.36,0.89,0.07,0.0,0.02,765.71,39.66,13.18,21-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Mar-2019 - 00:00,251.75,29.12,0.73,9.19,30.48,25.09,1.02,1.03,67.95,67.63,121.97,58.24,0.01,0.12,0.0,0.0,0.0,763.45,43.44,12.81,22-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Mar-2019 - 00:00,263.93,29.33,0.96,10.01,31.92,29.08,0.93,1.24,76.27,54.61,135.05,60.02,0.15,0.98,0.0,0.0,0.0,761.38,38.59,9.98,23-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Mar-2019 - 00:00,249.99,30.35,0.59,11.49,30.27,27.36,0.64,1.61,193.04,62.71,153.01,76.61,0.91,3.37,0.7,0.0,0.18,762.7,37.18,12.65,24-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Mar-2019 - 00:00,241.44,31.39,0.88,6.38,27.87,23.92,1.47,1.33,241.05,55.25,199.25,88.01,0.02,0.59,0.02,0.0,0.1,764.24,38.59,9.16,25-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Mar-2019 - 00:00,225.79,30.1,2.01,12.81,28.59,27.11,1.34,1.0,111.16,58.73,180.44,73.03,0.13,0.84,0.0,0.0,0.0,763.5,43.7,9.46,26-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Mar-2019 - 00:00,266.17,30.2,0.58,11.86,28.89,27.91,0.6,1.16,81.94,59.45,131.08,61.65,1.43,5.35,0.92,0.0,0.42,762.25,40.45,11.35,27-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Mar-2019 - 00:00,248.8,31.55,3.12,9.01,30.13,23.81,0.37,1.54,154.65,52.43,179.14,87.58,2.45,8.12,1.48,1.05,4.0,765.44,36.4,14.36,28-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Mar-2019 - 00:00,242.36,33.26,-0.9,18.15,27.19,31.08,0.57,0.99,248.89,44.45,235.93,116.82,5.3,20.13,3.86,2.96,9.67,764.7,39.3,15.82,29-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Mar-2019 - 00:00,216.28,34.82,0.68,10.42,29.51,27.56,0.78,1.47,270.85,55.36,199.68,97.88,0.68,2.83,0.3,0.29,1.25,766.04,35.42,15.55,30-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Mar-2019 - 00:00,241.56,36.21,0.96,8.52,28.5,24.52,1.24,0.84,199.89,65.75,176.73,70.4,0.02,0.51,0.0,0.0,0.06,763.5,27.39,13.5,31-Mar-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Mar-2019 - 00:00,264.46,35.18,1.05,7.3,28.99,25.05,1.02,1.24,80.46,38.93,230.63,96.97,0.04,0.56,0.0,0.0,0.0,759.89,25.69,11.45,01-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Apr-2019 - 00:00,272.62,34.9,1.2,7.64,26.7,23.87,0.6,1.31,122.52,70.06,174.07,82.08,0.57,2.19,0.12,0.01,0.15,759.53,19.0,10.7,02-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Apr-2019 - 00:00,263.23,34.39,0.43,16.61,29.96,30.78,0.44,1.7,170.72,70.98,257.67,131.75,2.59,6.33,0.85,0.03,0.66,759.83,20.56,15.49,03-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Apr-2019 - 00:00,274.86,35.39,0.62,15.14,28.13,30.38,0.5,1.2,176.33,60.89,228.98,114.49,2.25,5.86,0.83,0.0,0.5,760.86,21.24,14.85,04-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Apr-2019 - 00:00,268.87,36.46,0.84,26.28,34.09,42.56,0.45,1.49,216.28,46.09,214.34,108.16,2.25,7.15,0.7,0.24,0.91,760.76,21.29,16.49,05-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Apr-2019 - 00:00,261.86,38.35,2.35,7.64,29.76,24.3,1.37,1.13,274.27,72.42,192.72,84.49,0.06,0.52,0.0,0.0,0.0,761.79,20.33,13.84,06-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Apr-2019 - 00:00,250.06,36.35,1.79,8.19,27.4,24.01,1.15,1.51,251.01,72.09,206.86,90.7,0.0,0.79,0.0,0.0,0.0,761.25,23.21,11.64,07-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Apr-2019 - 00:00,249.35,36.57,1.41,12.95,28.74,27.98,1.22,1.12,244.79,46.11,241.48,101.41,0.0,0.82,0.0,0.0,0.04,763.23,25.28,11.11,08-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Apr-2019 - 00:00,275.24,35.69,2.23,8.78,35.21,27.39,0.82,1.47,231.62,58.2,116.04,57.38,0.0,1.01,0.04,0.05,0.14,762.98,23.98,8.18,09-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Apr-2019 - 00:00,276.01,36.77,1.54,2.76,35.97,24.17,1.07,1.77,261.73,61.96,223.7,97.18,0.0,1.09,0.0,0.0,0.05,762.96,23.84,7.74,10-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Apr-2019 - 00:00,234.01,37.32,1.32,5.36,43.89,28.55,1.01,1.12,273.04,37.42,230.27,88.72,0.08,1.46,0.01,0.01,0.29,761.57,24.15,5.94,11-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Apr-2019 - 00:00,261.5,37.68,1.21,3.44,44.28,30.62,1.01,0.88,276.57,46.45,208.53,80.17,0.09,1.35,0.0,0.02,0.34,761.8,22.53,6.42,12-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Apr-2019 - 00:00,222.86,36.14,1.41,3.68,44.88,28.92,0.92,1.09,200.11,48.9,508.3,258.82,0.0,1.05,0.0,0.0,0.19,761.0,25.27,5.24,13-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Apr-2019 - 00:00,381.93,38.64,1.67,1.17,33.65,15.78,0.84,0.73,255.28,59.55,215.14,89.88,0.0,0.37,0.0,0.0,0.07,761.93,20.69,5.24,14-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Apr-2019 - 00:00,342.97,38.73,0.84,2.98,43.31,20.52,0.84,0.61,228.06,69.51,277.06,77.17,0.02,0.69,0.0,0.0,0.11,762.03,20.46,5.95,15-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Apr-2019 - 00:00,232.6,36.39,2.52,2.28,34.75,21.73,1.68,1.01,195.26,55.35,300.83,152.92,0.0,0.43,0.0,0.0,0.01,761.64,23.68,5.48,16-Apr-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
