from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
04-Nov-2019 - 00:00,59.33,132.09,15.01,9.07,24.09,10.03,14.19,0.85,39.87,4.87,21.74,1.07,2.2,0.79,26.88,76.63,1.93,206.34,-0.01,999.0,80.02,0.0,05-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
05-Nov-2019 - 00:00,65.46,125.66,15.03,8.91,23.95,9.96,16.01,0.96,49.17,8.08,31.91,1.59,3.37,1.76,27.05,74.13,2.03,187.05,-0.02,,73.17,0.0,06-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
06-Nov-2019 - 00:00,76.45,150.38,14.97,9.07,24.04,10.05,10.81,0.78,59.38,5.24,26.43,0.94,1.86,0.75,25.87,65.83,1.79,144.48,-0.02,,70.4,0.0,07-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
07-Nov-2019 - 00:00,63.16,150.94,14.93,8.95,23.86,9.97,12.73,0.64,55.9,5.32,25.79,2.39,3.47,2.12,25.08,65.26,0.77,97.86,-0.02,996.98,68.96,0.0,08-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
08-Nov-2019 - 00:00,35.81,109.09,15.01,8.98,23.98,9.99,7.67,0.3,37.11,1.81,13.0,0.25,0.52,0.19,23.76,88.53,1.11,107.74,-0.02,998.34,48.64,0.01,09-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
09-Nov-2019 - 00:00,11.99,102.38,14.96,9.22,24.16,10.12,5.78,0.17,30.66,0.5,9.38,0.07,0.14,0.06,22.85,98.69,2.68,112.39,-0.01,,43.18,0.13,10-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
10-Nov-2019 - 00:00,6.46,64.5,15.05,9.4,24.3,10.1,5.5,0.25,44.57,0.69,20.16,0.14,0.35,0.11,24.49,91.68,1.63,39.97,0.0,,52.96,0.02,11-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
11-Nov-2019 - 00:00,29.07,98.6,14.96,9.03,24.01,10.02,8.5,1.12,30.42,5.87,43.36,1.86,3.62,1.3,26.04,83.39,1.88,170.63,-0.01,,66.27,0.0,12-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
12-Nov-2019 - 00:00,75.1,157.88,14.99,8.92,23.93,9.99,12.04,1.7,42.36,11.54,56.74,13.14,14.54,9.37,24.63,75.61,1.32,224.95,-0.02,997.57,54.24,0.0,13-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
13-Nov-2019 - 00:00,82.5,138.98,15.0,8.9,23.92,9.94,14.16,0.86,48.89,12.35,113.02,3.59,6.15,2.98,24.24,74.79,1.74,196.04,-0.02,,70.83,0.0,14-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
14-Nov-2019 - 00:00,74.22,153.03,,,,,13.71,0.93,42.1,6.91,111.93,2.45,4.14,1.92,24.67,76.39,2.4,181.29,-0.02,,72.34,0.0,15-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
15-Nov-2019 - 00:00,57.74,122.45,,,,,12.38,0.93,41.83,8.49,96.18,2.53,4.56,2.13,25.25,77.92,1.7,206.28,-0.02,,69.18,0.0,16-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
16-Nov-2019 - 00:00,64.45,112.3,,,,,12.19,0.83,50.29,7.87,109.06,2.62,4.6,2.16,25.0,79.06,0.61,179.22,-0.02,998.1,67.41,0.0,17-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
17-Nov-2019 - 00:00,77.9,115.08,,,,,20.21,1.16,52.96,7.92,114.92,2.72,4.9,2.38,24.41,78.5,1.17,218.21,-0.02,997.52,68.69,0.0,18-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
18-Nov-2019 - 00:00,90.82,131.28,,,,,17.45,1.46,47.16,11.72,93.75,3.42,6.41,2.84,24.35,74.79,1.58,197.42,-0.01,,66.99,0.0,19-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
19-Nov-2019 - 00:00,78.33,197.38,,,,,14.54,1.04,58.59,12.21,82.33,4.13,6.65,3.06,24.0,67.82,1.41,159.11,-0.01,996.36,68.95,0.0,20-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
20-Nov-2019 - 00:00,60.09,156.56,15.16,13.01,28.02,9.71,13.52,0.8,53.47,6.64,27.17,2.24,3.89,1.38,23.34,64.04,0.47,127.01,-0.02,997.46,67.59,0.0,21-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
21-Nov-2019 - 00:00,64.39,160.18,15.0,15.0,30.0,10.0,20.93,0.72,63.04,5.03,30.02,1.36,2.71,1.22,23.29,63.17,0.79,134.67,-0.02,999.05,67.8,0.0,22-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
22-Nov-2019 - 00:00,75.77,160.98,17.41,14.98,32.38,12.4,22.68,0.97,61.01,8.0,28.05,2.08,3.82,2.1,23.36,66.58,0.5,165.92,-0.02,999.06,67.01,0.0,23-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
23-Nov-2019 - 00:00,108.03,167.53,20.03,14.91,34.96,15.0,36.23,1.22,58.3,8.96,33.84,2.21,4.43,2.08,23.33,74.39,1.13,214.48,-0.02,997.63,67.07,0.0,24-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
24-Nov-2019 - 00:00,113.56,267.61,19.99,15.02,35.03,15.0,16.76,0.86,61.71,7.71,35.82,2.17,4.18,1.91,23.14,78.05,1.42,192.21,-0.02,,66.21,0.0,25-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
25-Nov-2019 - 00:00,96.79,284.09,20.0,15.01,35.03,15.0,19.48,1.08,51.19,6.17,27.32,1.63,2.94,0.95,23.55,80.81,1.14,206.59,-0.02,,63.83,0.0,26-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
26-Nov-2019 - 00:00,89.6,231.06,20.0,15.03,35.02,15.0,11.0,1.19,58.85,8.24,22.06,1.88,3.63,1.02,23.91,82.28,0.94,194.05,-0.02,999.09,66.0,0.0,27-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
27-Nov-2019 - 00:00,88.95,230.24,20.0,15.04,35.02,15.01,16.49,0.88,50.99,10.17,33.07,2.32,4.49,1.98,23.88,82.28,0.71,141.08,-0.02,999.26,58.37,0.0,28-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Nov-2019 - 00:00,58.32,183.75,20.01,14.97,34.98,14.99,13.51,0.71,47.98,6.58,20.69,1.52,2.64,0.81,24.52,77.01,1.77,117.19,-0.02,,55.79,0.0,29-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Nov-2019 - 00:00,51.47,149.09,20.0,15.05,35.05,15.01,17.15,0.98,48.19,9.29,23.94,1.74,3.17,1.17,24.26,80.27,1.52,171.41,-0.04,999.66,62.84,0.0,30-Nov-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Nov-2019 - 00:00,68.7,179.81,20.01,14.98,34.97,15.0,20.21,1.37,52.36,12.24,32.58,2.82,5.7,2.59,24.12,78.08,1.35,172.49,-0.03,999.08,62.34,0.0,01-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
01-Dec-2019 - 00:00,76.47,154.61,20.01,14.96,34.97,15.0,17.72,1.07,50.31,7.98,33.36,2.21,4.31,1.66,23.22,75.3,1.83,181.37,-0.02,,63.74,0.0,02-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
02-Dec-2019 - 00:00,66.11,177.37,20.0,15.03,35.03,15.01,19.48,0.84,45.93,5.66,24.23,1.73,3.33,1.18,22.97,63.73,0.69,162.5,-0.02,964.46,63.9,0.0,03-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
03-Dec-2019 - 00:00,70.69,183.19,64.06,29.64,93.78,50.52,19.59,0.79,53.66,5.75,25.8,1.53,2.54,0.91,21.66,65.13,1.81,164.66,-0.02,,63.55,0.0,04-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
04-Dec-2019 - 00:00,76.45,197.61,43.31,18.45,61.63,35.69,24.04,0.82,59.01,6.98,27.94,1.55,3.06,1.36,21.73,60.31,2.25,83.88,-0.02,,63.62,0.0,05-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
05-Dec-2019 - 00:00,73.85,182.75,35.34,10.38,45.95,29.78,20.71,0.74,52.36,5.57,16.92,0.87,1.71,0.67,21.41,69.73,1.53,109.18,-0.02,,65.31,0.0,06-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
06-Dec-2019 - 00:00,53.84,145.4,29.09,7.91,36.93,26.72,15.9,0.59,40.3,5.19,19.38,0.78,1.44,0.47,22.1,79.8,2.64,186.94,-0.01,,59.81,0.0,07-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
07-Dec-2019 - 00:00,55.81,155.7,37.76,24.6,64.18,34.38,19.27,0.97,37.44,9.51,26.53,2.84,3.5,1.69,23.45,71.35,2.06,168.52,-0.02,,60.69,0.0,08-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
08-Dec-2019 - 00:00,62.44,155.36,41.87,28.62,70.76,36.1,27.26,0.84,32.87,9.67,27.84,2.19,4.3,2.04,24.14,68.01,2.02,227.2,-0.02,,62.8,0.0,09-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
09-Dec-2019 - 00:00,47.14,140.49,32.21,4.99,37.23,24.5,21.75,0.54,49.52,4.16,26.03,0.78,1.61,0.57,23.22,64.55,1.56,163.95,-0.02,,61.47,0.0,10-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
10-Dec-2019 - 00:00,40.62,131.67,30.67,5.0,35.62,22.25,19.31,0.48,55.6,3.14,26.37,0.63,1.21,0.34,21.98,59.62,1.86,172.99,-0.02,,58.81,0.0,11-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
11-Dec-2019 - 00:00,66.03,163.49,25.42,4.14,29.57,23.68,20.83,0.61,56.39,5.61,18.41,0.6,1.05,0.41,21.99,74.57,2.27,162.05,-0.02,,59.73,0.0,12-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
12-Dec-2019 - 00:00,62.76,143.82,25.6,4.05,29.66,24.08,17.52,0.61,49.46,4.38,15.88,0.48,0.91,0.33,22.36,81.69,0.44,132.03,-0.02,,63.14,0.0,13-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
13-Dec-2019 - 00:00,93.68,163.67,28.39,3.83,32.23,23.41,21.73,0.77,56.74,6.79,13.35,2.04,1.06,0.29,22.51,78.26,0.37,141.28,-0.02,,59.23,0.0,14-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
14-Dec-2019 - 00:00,106.61,224.4,32.51,6.53,39.06,28.45,22.33,1.01,62.58,6.41,16.09,0.94,1.55,0.44,22.75,81.68,0.23,182.01,-0.02,,57.3,0.0,15-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
15-Dec-2019 - 00:00,73.92,175.02,24.49,4.84,29.45,24.11,21.44,0.59,56.58,3.86,17.14,0.65,1.17,0.39,21.96,79.97,0.43,95.99,-0.02,,59.12,0.0,16-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
16-Dec-2019 - 00:00,48.31,148.26,28.44,4.16,32.63,22.69,27.64,0.45,40.28,4.18,17.59,0.52,0.99,0.35,21.73,72.21,0.55,90.82,-0.02,,60.11,0.0,17-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
17-Dec-2019 - 00:00,51.9,141.17,26.03,3.83,29.88,21.91,24.05,0.55,44.54,2.82,20.19,0.53,1.02,0.39,21.39,72.9,0.43,120.55,-0.02,,63.6,0.0,18-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
18-Dec-2019 - 00:00,58.14,160.11,22.52,3.71,26.24,20.32,21.68,0.53,52.17,2.58,16.1,0.41,0.76,0.37,18.55,69.86,0.64,55.19,-0.02,,61.75,0.0,19-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
19-Dec-2019 - 00:00,57.26,161.15,25.52,4.13,29.66,22.08,23.91,0.51,45.31,2.21,21.86,0.47,0.75,0.39,16.46,66.16,1.13,133.93,-0.02,,61.37,0.0,20-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
20-Dec-2019 - 00:00,77.24,190.96,35.17,20.4,55.58,31.97,24.94,0.96,42.44,4.23,29.94,1.13,1.86,0.85,16.05,72.35,0.26,165.4,-0.02,,60.21,0.0,21-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
21-Dec-2019 - 00:00,100.4,208.72,31.89,15.45,47.3,31.28,20.7,0.96,43.34,5.43,27.89,1.11,2.02,0.78,16.32,82.28,0.35,114.91,-0.02,,61.65,0.0,22-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
22-Dec-2019 - 00:00,97.51,193.06,28.03,4.57,32.62,26.97,14.69,0.92,35.26,4.0,20.03,0.58,1.03,0.38,15.8,87.58,0.28,105.14,-0.02,,62.09,0.0,23-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
23-Dec-2019 - 00:00,101.02,202.39,27.4,4.11,31.53,27.72,14.3,0.95,46.95,4.48,16.33,0.55,0.95,0.38,18.09,82.99,0.34,76.97,-0.02,,63.49,0.0,24-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
24-Dec-2019 - 00:00,111.16,220.5,34.56,22.81,55.48,34.78,17.65,1.29,43.4,6.02,21.86,1.21,2.26,0.81,17.6,80.27,0.26,114.27,-0.01,,59.39,0.0,25-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
25-Dec-2019 - 00:00,85.84,198.59,40.1,27.99,68.12,38.46,17.95,1.3,44.45,6.48,25.5,1.72,3.15,0.92,18.69,74.48,0.2,171.04,-0.01,,58.53,0.0,26-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
26-Dec-2019 - 00:00,86.59,182.43,29.46,7.57,37.04,29.47,16.78,0.83,37.12,4.81,19.83,0.82,1.53,0.55,16.71,81.17,0.39,106.86,-0.02,,50.99,0.01,27-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
27-Dec-2019 - 00:00,71.72,131.91,24.78,4.45,29.43,29.08,14.53,0.64,41.83,1.83,13.12,0.23,0.37,0.19,15.68,87.15,0.28,82.38,-0.02,,66.38,0.03,28-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Dec-2019 - 00:00,99.32,180.51,26.17,4.44,30.63,30.3,28.51,0.75,40.97,,,,,,15.65,81.9,0.34,51.13,-0.02,,65.85,0.0,29-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Dec-2019 - 00:00,77.77,154.48,28.3,6.05,34.36,29.06,32.39,0.64,46.54,,,,,,16.92,67.87,0.33,107.3,-0.02,,63.64,0.0,30-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Dec-2019 - 00:00,89.84,184.44,36.84,30.21,67.07,40.62,40.05,1.12,34.01,,,,,,16.31,77.1,0.44,134.23,-0.02,,65.6,0.0,31-Dec-2019 - 00:00,"Bidhannagar, Kolkata - WBPCB"
31-Dec-2019 - 00:00,126.6,248.8,74.9,122.35,197.25,84.8,54.65,2.88,1.66,,,,,,15.0,98.15,0.59,236.11,-0.01,,34.13,0.0,01-Jan-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
