from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
19-Apr-2019 - 00:00,740.12,16.24,49.81,498.43,26.74,-2.86,164.28,1.64,0.98,0.48,0.53,0.54,0.42,0.38,12.09,14.8,11.48,7.07,57.82,20-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Apr-2019 - 00:00,739.5,29.44,49.58,454.13,27.83,-2.89,188.2,1.64,0.98,0.48,0.53,0.54,0.42,0.38,11.75,14.42,11.34,7.83,66.49,21-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Apr-2019 - 00:00,736.75,26.25,45.33,268.02,29.22,-2.91,193.03,1.87,0.97,0.48,0.53,0.54,0.42,0.42,11.35,13.69,10.52,7.11,70.6,22-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Apr-2019 - 00:00,739.62,30.57,44.03,475.75,29.91,-2.92,174.12,1.59,0.98,0.48,0.53,0.54,0.42,0.5,12.2,15.12,11.95,9.92,62.62,23-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Apr-2019 - 00:00,738.88,44.16,44.59,419.79,31.11,-2.93,197.8,1.76,0.97,0.48,0.54,0.54,0.42,0.57,12.16,15.34,12.43,7.51,58.72,24-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Apr-2019 - 00:00,736.9,49.24,43.74,283.58,31.5,-2.91,224.0,2.4,0.98,0.48,0.53,0.54,0.42,0.47,12.28,15.01,11.8,5.62,58.98,25-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Apr-2019 - 00:00,736.76,39.36,41.8,273.96,31.52,-2.87,202.67,1.39,0.98,0.48,0.53,0.54,0.42,0.42,9.9,12.42,10.33,5.52,32.57,26-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Apr-2019 - 00:00,736.73,37.42,37.39,288.47,32.13,-2.38,169.17,1.43,0.99,0.48,0.53,0.54,0.42,0.57,9.75,16.49,18.07,5.62,32.96,27-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Apr-2019 - 00:00,736.33,35.09,32.5,281.86,31.75,0.15,142.24,1.06,0.98,0.48,0.53,0.54,0.42,0.49,9.67,16.74,18.67,5.94,30.72,28-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Apr-2019 - 00:00,736.34,38.64,29.32,291.56,31.72,0.18,129.19,0.86,0.98,0.48,0.53,0.54,0.42,0.66,9.99,17.12,18.93,5.86,27.44,29-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Apr-2019 - 00:00,736.48,34.0,25.23,310.24,31.99,0.2,169.32,1.4,0.98,0.48,0.53,0.54,0.42,0.61,10.39,18.16,20.29,6.28,37.04,30-Apr-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Apr-2019 - 00:00,736.01,40.87,24.19,282.32,33.32,0.21,221.44,1.9,0.98,0.48,0.53,0.54,0.42,0.6,10.45,17.99,19.88,8.24,77.36,01-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-May-2019 - 00:00,736.1,34.43,29.17,271.91,33.05,0.23,193.79,3.18,0.98,0.48,0.53,0.54,0.42,1.23,10.47,18.18,20.2,5.86,79.13,02-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-May-2019 - 00:00,737.12,31.44,32.98,336.47,30.97,0.28,195.54,2.53,0.97,0.48,0.53,0.54,0.42,0.79,9.97,17.24,19.18,6.65,58.37,03-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-May-2019 - 00:00,738.16,29.4,35.68,398.89,30.25,0.36,147.76,1.28,0.98,0.48,0.53,0.54,0.42,0.7,8.18,13.86,15.46,6.42,30.28,04-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-May-2019 - 00:00,737.79,31.94,29.43,393.58,30.59,0.4,168.3,1.5,0.98,0.48,0.53,0.54,0.42,0.64,7.08,11.59,12.76,7.37,31.24,05-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-May-2019 - 00:00,737.62,33.84,29.15,391.29,31.13,0.44,193.15,1.47,0.98,0.48,0.53,0.54,0.42,1.12,7.21,11.96,13.27,6.81,31.81,06-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-May-2019 - 00:00,737.11,23.22,23.71,360.31,32.53,0.47,182.66,1.67,0.98,0.47,0.53,0.54,0.42,0.89,7.28,12.18,13.58,5.24,37.54,07-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-May-2019 - 00:00,737.52,25.57,22.56,399.42,32.61,0.5,180.44,1.74,0.98,0.48,0.53,0.54,0.42,0.54,7.78,13.12,15.07,7.54,42.39,08-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-May-2019 - 00:00,736.61,28.35,21.57,333.46,33.93,0.52,179.28,1.71,0.98,0.48,0.53,0.54,0.42,0.22,7.6,14.14,16.89,5.85,33.38,09-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-May-2019 - 00:00,737.44,43.79,23.43,293.81,33.85,0.56,166.68,1.57,0.98,0.48,0.53,0.54,0.42,0.46,4.87,13.61,20.09,8.04,30.97,10-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-May-2019 - 00:00,737.36,63.66,33.65,171.49,32.56,0.55,174.36,2.98,,,,,,0.29,5.21,14.38,21.07,7.18,36.72,11-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-May-2019 - 00:00,738.48,33.05,36.36,242.75,31.47,0.74,156.16,2.1,,,,,,0.37,4.15,12.66,19.45,6.8,36.39,12-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-May-2019 - 00:00,737.27,25.03,31.74,171.93,32.2,0.84,196.14,1.9,0.67,0.33,0.85,0.29,1.05,0.3,3.78,11.68,18.08,4.99,35.37,13-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-May-2019 - 00:00,737.43,38.69,33.66,178.47,31.94,0.88,165.65,1.88,0.68,0.32,0.85,0.29,1.05,0.38,4.5,13.21,19.92,7.02,32.98,14-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-May-2019 - 00:00,739.59,50.28,53.66,261.0,28.98,1.51,191.36,2.16,0.68,0.32,0.85,0.29,1.05,0.42,3.88,11.94,18.47,6.01,20.88,15-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-May-2019 - 00:00,738.04,53.38,44.6,180.7,29.99,2.22,179.21,2.53,0.68,0.32,0.85,0.29,1.05,0.46,3.68,11.41,17.78,5.78,17.0,16-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-May-2019 - 00:00,737.64,76.14,44.53,165.77,30.71,2.24,168.88,1.98,0.68,0.32,0.85,0.29,1.05,0.42,4.08,12.32,18.9,6.89,11.21,17-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-May-2019 - 00:00,737.34,78.32,50.13,112.86,29.13,2.4,175.61,1.76,0.68,0.32,0.85,0.29,1.05,0.34,4.03,12.33,18.95,6.46,19.59,18-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-May-2019 - 00:00,739.88,50.5,48.15,311.27,29.06,2.36,169.98,2.13,0.68,0.32,0.85,0.29,1.05,0.35,4.03,12.16,18.65,5.85,34.0,19-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-May-2019 - 00:00,737.53,39.43,39.6,176.21,31.32,2.15,156.52,1.59,0.68,0.32,0.85,0.29,1.05,0.52,4.24,12.55,19.15,5.47,,20-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-May-2019 - 00:00,736.42,60.87,36.2,111.3,32.5,-6.73,136.29,1.4,0.68,0.32,0.86,0.29,1.05,0.43,4.55,13.52,18.24,6.54,12.63,21-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-May-2019 - 00:00,736.72,49.64,31.89,170.75,33.12,-20.0,161.08,1.69,0.55,0.26,0.7,0.24,0.86,0.55,6.0,21.07,21.33,8.63,34.29,22-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-May-2019 - 00:00,736.29,44.37,27.89,127.21,33.89,-20.0,151.87,2.03,0.56,0.26,0.7,0.24,0.87,0.63,3.58,16.62,16.76,5.99,40.48,23-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-May-2019 - 00:00,735.78,56.89,34.34,74.18,31.67,-9.14,184.49,1.87,0.68,0.32,0.86,0.29,1.05,0.46,4.87,18.88,18.95,8.0,48.13,24-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-May-2019 - 00:00,738.73,36.07,59.88,192.85,28.75,-7.87,172.31,2.08,0.68,0.32,0.85,0.29,1.04,0.48,3.68,16.7,16.78,5.07,53.45,25-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-May-2019 - 00:00,737.59,32.86,47.1,159.45,30.31,-4.32,132.87,1.35,0.68,0.32,0.85,0.29,1.05,0.39,4.34,18.22,18.54,5.73,59.67,26-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-May-2019 - 00:00,738.26,35.14,39.34,232.93,31.7,-0.12,144.61,1.45,0.69,0.32,0.85,0.29,1.05,0.36,4.76,18.67,18.74,6.02,65.2,27-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-May-2019 - 00:00,736.61,34.0,31.97,135.62,33.22,1.98,159.19,2.19,0.68,0.32,0.85,0.29,1.04,0.43,5.14,19.47,19.71,6.71,65.42,28-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-May-2019 - 00:00,736.88,31.67,27.84,167.5,33.48,8.18,154.45,1.84,0.69,0.32,0.85,0.29,1.05,0.39,5.26,19.82,20.13,7.24,65.14,29-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-May-2019 - 00:00,736.82,41.9,25.72,170.24,34.57,4.7,159.83,1.85,0.69,0.32,0.85,0.29,1.05,0.41,5.59,20.5,20.82,9.42,65.08,30-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-May-2019 - 00:00,737.77,35.27,22.97,245.81,36.24,5.99,161.79,1.77,0.67,0.32,0.85,0.29,1.04,0.37,5.85,21.04,21.53,7.17,65.02,31-May-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
31-May-2019 - 00:00,736.64,49.44,25.41,160.91,35.68,6.79,164.58,1.77,0.68,0.32,0.85,0.29,1.05,0.64,6.12,21.25,21.53,9.56,65.07,01-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Jun-2019 - 00:00,737.32,53.23,36.68,169.76,35.28,0.74,224.03,2.05,0.68,0.32,0.85,0.29,1.05,0.46,5.74,20.5,20.59,6.79,65.18,02-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Jun-2019 - 00:00,737.77,61.31,42.2,185.98,35.36,6.99,258.01,1.77,0.68,0.32,0.85,0.29,1.05,0.55,5.73,20.41,20.54,6.07,65.31,03-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Jun-2019 - 00:00,737.03,55.7,45.89,114.81,34.28,8.37,271.51,2.38,0.68,0.32,0.84,0.29,1.05,0.51,4.48,17.99,17.98,5.35,61.59,04-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Jun-2019 - 00:00,737.89,37.42,48.98,165.88,32.01,4.77,213.78,2.34,0.68,0.32,0.85,0.29,1.05,0.34,6.1,21.45,21.77,6.41,52.95,05-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Jun-2019 - 00:00,738.15,49.45,37.6,224.98,34.35,2.03,205.92,2.11,0.68,0.32,0.85,0.29,1.05,0.51,4.82,18.85,19.05,6.14,52.91,06-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Jun-2019 - 00:00,736.58,44.31,32.7,136.14,33.24,-5.5,183.2,2.0,0.68,0.32,0.85,0.29,1.05,0.39,3.12,15.7,15.69,5.37,53.04,07-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Jun-2019 - 00:00,737.36,45.99,37.7,170.92,32.83,-3.25,189.87,1.73,0.69,0.32,0.85,0.29,1.06,0.38,3.07,15.47,15.45,5.09,54.02,08-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Jun-2019 - 00:00,736.6,36.53,33.1,133.74,34.36,3.71,194.19,1.68,0.68,0.32,0.85,0.29,1.05,0.36,3.06,15.48,15.41,5.6,53.14,09-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Jun-2019 - 00:00,736.51,47.59,30.47,135.97,35.21,5.9,165.86,1.99,0.68,0.32,0.85,0.29,1.05,0.33,3.04,15.36,15.18,4.93,53.35,10-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Jun-2019 - 00:00,736.49,50.13,30.5,133.96,35.95,5.4,186.52,1.99,0.67,0.32,0.85,0.29,1.05,0.31,3.57,16.39,16.28,5.45,53.65,11-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Jun-2019 - 00:00,736.34,49.03,30.03,117.19,36.55,5.4,196.58,2.49,0.69,0.32,0.85,0.29,1.05,0.41,3.08,15.48,15.32,4.93,53.18,12-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Jun-2019 - 00:00,737.06,42.32,35.12,156.82,34.42,-1.68,172.87,3.1,0.68,0.32,0.85,0.29,1.05,0.35,4.82,14.49,14.36,5.4,53.16,13-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Jun-2019 - 00:00,737.6,32.59,37.29,195.13,34.28,-1.61,164.62,2.09,0.68,0.32,0.84,0.29,1.05,0.33,6.37,12.43,11.93,5.21,53.35,14-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Jun-2019 - 00:00,736.72,44.62,33.51,136.65,34.82,-1.62,176.52,1.99,0.68,0.32,0.85,0.29,1.05,0.39,6.62,13.02,12.64,5.66,53.28,15-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Jun-2019 - 00:00,736.72,41.68,27.04,154.91,35.39,-1.84,148.91,1.96,0.68,0.32,0.85,0.29,1.05,0.4,6.22,12.39,12.08,5.6,61.67,16-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Jun-2019 - 00:00,736.59,38.72,39.32,113.08,32.83,-1.53,137.48,1.83,0.68,0.32,0.85,0.29,1.05,0.45,6.19,12.31,11.98,5.45,62.96,17-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Jun-2019 - 00:00,738.19,46.13,50.98,184.96,32.18,-1.69,141.47,2.33,0.68,0.32,0.85,0.29,1.05,0.43,6.3,12.51,12.18,4.98,63.39,18-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Jun-2019 - 00:00,738.75,31.63,55.39,214.6,29.46,-1.77,148.21,1.97,0.67,0.32,0.85,0.29,1.05,0.4,6.13,12.75,12.88,4.63,54.67,19-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Jun-2019 - 00:00,737.81,64.99,49.87,165.68,31.53,-1.69,158.89,2.28,0.68,0.32,0.85,0.29,1.04,0.38,5.95,12.52,12.69,5.03,67.7,20-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Jun-2019 - 00:00,737.03,48.14,51.1,100.63,31.08,-1.67,197.42,2.38,0.68,0.32,0.85,0.29,1.05,0.51,6.14,12.7,12.81,4.8,66.59,21-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Jun-2019 - 00:00,736.89,45.6,45.32,111.01,31.78,-1.61,161.76,1.56,0.68,0.32,0.85,0.29,1.05,0.4,6.11,12.77,12.95,5.38,55.79,22-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Jun-2019 - 00:00,739.73,44.94,39.36,331.76,34.27,-1.61,175.85,1.82,0.68,0.32,0.85,0.29,1.05,0.37,6.13,12.7,12.77,5.45,84.78,23-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Jun-2019 - 00:00,737.57,46.42,49.55,146.77,33.28,-1.67,202.4,2.47,0.69,0.32,0.86,0.29,1.06,0.42,6.04,12.38,12.34,4.73,74.79,24-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Jun-2019 - 00:00,738.51,26.27,60.98,179.29,31.5,-1.85,194.75,2.03,0.68,0.32,0.84,0.29,1.05,0.48,6.17,12.69,12.68,4.79,25.11,25-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Jun-2019 - 00:00,737.33,27.41,58.2,97.72,32.2,-1.9,164.83,1.44,0.68,0.32,0.85,0.29,1.05,0.3,5.92,12.36,12.47,4.79,25.76,26-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Jun-2019 - 00:00,741.26,53.95,52.12,402.31,33.94,-1.82,152.97,1.48,0.68,0.32,0.85,0.29,1.06,0.44,5.73,12.14,12.31,4.77,44.87,27-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Jun-2019 - 00:00,737.29,51.84,47.16,136.75,33.49,-1.66,171.92,1.22,0.69,0.32,0.85,0.29,1.04,0.46,5.88,12.14,12.14,5.03,51.26,28-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Jun-2019 - 00:00,736.94,49.37,44.12,116.23,34.4,-1.61,150.16,2.07,0.68,0.32,0.85,0.29,1.05,0.31,5.87,12.28,12.38,5.03,56.4,29-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Jun-2019 - 00:00,739.16,56.21,43.57,284.93,35.05,-1.62,164.36,2.05,0.68,0.32,0.85,0.29,1.05,0.42,5.64,11.94,12.05,5.19,56.33,30-Jun-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Jun-2019 - 00:00,737.01,54.05,43.92,126.58,34.53,-1.57,175.04,2.29,0.69,0.32,0.85,0.29,1.05,0.35,5.7,11.95,12.01,4.71,58.34,01-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Jul-2019 - 00:00,738.3,56.04,47.87,204.5,34.68,-1.65,195.52,2.07,0.68,0.32,0.84,0.29,1.05,0.44,5.72,11.87,11.87,4.72,52.33,02-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Jul-2019 - 00:00,738.01,58.54,46.87,186.11,34.49,-1.59,161.71,1.85,0.68,0.32,0.86,0.29,1.05,0.35,5.61,11.62,11.51,5.53,64.95,03-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Jul-2019 - 00:00,736.98,58.04,56.57,87.77,33.68,-1.76,223.63,2.26,0.67,0.32,0.85,0.29,1.05,0.3,5.89,12.31,12.39,4.46,41.04,04-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Jul-2019 - 00:00,737.96,32.21,80.32,63.14,29.52,-1.84,212.22,1.83,0.68,0.32,0.86,0.29,1.06,0.37,5.82,12.28,12.47,4.45,14.3,05-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Jul-2019 - 00:00,742.03,33.91,70.44,385.73,31.98,-1.47,208.31,1.8,0.68,0.32,0.84,0.29,1.05,0.37,16.49,17.56,19.3,4.95,20.26,06-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Jul-2019 - 00:00,741.28,30.14,75.84,310.39,31.1,-1.93,221.64,1.79,0.68,0.32,0.85,0.29,1.05,0.2,6.14,17.0,22.69,4.74,19.54,07-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Jul-2019 - 00:00,742.79,25.53,69.03,455.68,32.25,-1.92,178.77,1.91,0.68,0.32,0.85,0.29,1.05,0.35,5.9,16.5,22.14,4.58,19.64,08-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Jul-2019 - 00:00,739.93,34.08,78.93,204.97,30.93,-2.22,203.43,1.93,0.68,0.32,0.84,0.29,1.05,0.4,6.11,17.02,22.79,5.21,20.7,09-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Jul-2019 - 00:00,740.51,36.22,87.14,208.13,29.63,-1.81,248.03,2.01,0.68,0.32,0.85,0.29,1.05,0.46,6.18,16.99,22.67,4.95,18.13,10-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Jul-2019 - 00:00,740.42,37.76,83.23,220.25,30.02,-1.68,202.67,1.55,0.68,0.32,0.85,0.29,1.05,0.46,5.97,16.6,22.21,4.79,17.65,11-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Jul-2019 - 00:00,738.57,38.38,87.28,68.84,28.68,-2.07,219.37,1.61,0.68,0.32,0.85,0.29,1.05,0.55,6.13,17.14,22.98,4.75,9.71,12-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Jul-2019 - 00:00,740.15,57.21,84.08,195.68,29.16,-1.78,189.32,1.72,0.68,0.32,0.85,0.29,1.05,0.56,6.15,16.99,22.68,4.97,11.17,13-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Jul-2019 - 00:00,740.11,45.1,84.31,197.54,28.1,-1.78,204.91,2.07,0.68,0.32,0.85,0.29,1.05,0.53,6.33,17.45,23.27,5.28,13.56,14-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Jul-2019 - 00:00,738.4,25.55,85.79,62.99,25.79,-1.71,200.35,2.07,0.68,0.32,0.85,0.29,1.05,0.6,6.14,17.05,22.81,4.38,11.13,15-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Jul-2019 - 00:00,741.85,39.08,85.49,316.9,27.65,-1.88,197.62,1.67,0.68,0.32,0.85,0.29,1.05,0.63,6.13,17.1,22.94,5.13,9.49,16-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Jul-2019 - 00:00,738.88,26.48,88.0,84.85,26.34,-1.93,196.22,1.78,0.69,0.32,0.85,0.29,1.05,0.52,6.54,17.73,23.5,4.71,8.98,17-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Jul-2019 - 00:00,742.53,27.89,84.21,374.94,28.01,-2.14,175.41,1.96,0.68,0.32,0.84,0.29,1.05,0.44,6.27,17.26,23.0,4.72,9.26,18-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Jul-2019 - 00:00,743.66,30.93,81.11,470.23,29.22,-2.26,204.52,1.67,0.68,0.32,0.85,0.29,1.05,0.38,5.95,16.44,21.96,4.57,10.27,19-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Jul-2019 - 00:00,743.0,50.19,83.43,415.96,29.82,-2.18,231.85,1.51,0.68,0.32,0.85,0.29,1.05,0.29,6.05,16.94,22.73,4.63,10.76,20-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Jul-2019 - 00:00,743.0,38.24,80.51,425.3,30.48,-2.25,185.91,1.85,0.68,0.32,0.85,0.29,1.05,0.2,5.98,16.58,22.17,4.75,12.33,21-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Jul-2019 - 00:00,740.45,27.72,75.81,256.0,30.88,-2.18,236.99,1.69,0.68,0.32,0.85,0.29,1.05,0.27,6.09,16.79,22.38,4.77,14.79,22-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Jul-2019 - 00:00,741.94,46.64,72.43,378.1,31.58,-2.11,213.74,1.76,0.68,0.32,0.86,0.29,1.05,0.17,5.4,16.81,23.52,4.34,8.97,23-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Jul-2019 - 00:00,742.49,58.09,71.97,417.94,32.54,-2.14,188.52,1.46,0.68,0.32,0.85,0.29,1.05,0.35,3.66,16.93,26.54,4.93,15.41,24-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Jul-2019 - 00:00,741.02,53.42,75.88,298.48,31.96,-2.13,187.49,2.12,0.68,0.32,0.85,0.29,1.05,0.73,3.6,16.73,26.31,5.01,11.13,25-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Jul-2019 - 00:00,740.52,35.12,88.0,209.44,28.06,-1.98,273.05,1.53,0.68,0.32,0.85,0.29,1.05,0.84,3.72,17.26,27.03,4.49,9.27,26-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Jul-2019 - 00:00,739.33,25.65,86.31,132.14,28.74,-1.91,229.16,1.56,0.68,0.32,0.85,0.29,1.06,0.85,3.68,16.95,26.5,5.47,5.57,27-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Jul-2019 - 00:00,739.6,16.31,83.9,159.42,29.18,-2.07,241.95,1.26,0.68,0.32,0.85,0.29,1.05,0.69,3.72,16.89,26.28,5.0,39.69,28-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Jul-2019 - 00:00,739.21,13.81,79.99,140.94,30.15,-2.05,239.96,1.53,0.68,0.32,0.85,0.29,1.05,0.6,3.39,16.61,26.45,5.22,119.37,29-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Jul-2019 - 00:00,741.36,15.17,76.77,310.31,30.92,-2.16,223.48,1.82,0.68,0.32,0.84,0.29,1.05,,3.54,16.91,26.7,4.85,137.21,30-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Jul-2019 - 00:00,737.95,15.72,84.99,33.0,29.0,-2.11,253.63,2.58,0.69,0.32,0.85,0.29,1.04,0.71,4.22,17.31,26.28,4.81,103.18,31-Jul-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Jul-2019 - 00:00,739.19,16.65,86.72,125.93,28.29,-2.05,214.59,1.63,0.68,0.32,0.85,0.29,1.05,0.81,4.42,16.27,24.02,4.94,80.11,01-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Aug-2019 - 00:00,739.62,24.02,78.4,180.93,30.39,-2.11,224.23,1.49,0.68,0.32,0.85,0.29,1.05,0.65,6.48,16.56,21.43,4.46,67.77,02-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Aug-2019 - 00:00,740.0,21.07,88.0,168.41,27.98,-2.06,236.75,1.34,0.68,0.32,0.85,0.29,1.05,0.53,9.24,17.59,19.11,5.08,89.65,03-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Aug-2019 - 00:00,741.99,20.98,84.78,328.19,29.14,-2.17,220.62,1.47,0.68,0.32,0.85,0.29,1.05,0.52,9.06,17.69,19.57,5.02,30.6,04-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Aug-2019 - 00:00,742.34,35.02,77.29,371.1,30.78,-1.65,192.8,2.0,0.68,0.32,0.84,0.29,1.05,0.51,8.81,17.15,18.93,5.68,36.87,05-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Aug-2019 - 00:00,741.24,41.4,85.77,268.61,30.15,-1.69,233.36,1.41,0.68,0.32,0.85,0.29,1.06,0.48,8.8,17.06,18.78,5.28,18.88,06-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Aug-2019 - 00:00,741.82,22.38,85.86,311.89,29.49,-1.73,259.9,1.5,0.68,0.32,0.84,0.29,1.05,0.37,9.1,17.38,18.94,4.61,4.9,07-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Aug-2019 - 00:00,741.19,17.77,79.44,287.36,30.67,-2.05,233.64,1.51,0.68,0.32,0.85,0.29,1.05,0.27,9.03,17.52,19.3,4.72,14.24,08-Aug-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
