from date,Benzene,Toluene,Xylene,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,RF,CO,NO,NO2,NOx,Ozone,SO2,to date,station
04-Dec-2019 - 00:00,9.26,38.71,5.59,745.69,60.58,55.03,170.35,29.37,-0.2,254.18,0.76,0.0,1.62,88.66,67.12,112.28,10.54,22.12,05-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Dec-2019 - 00:00,16.87,79.99,15.73,745.46,86.06,61.56,145.85,29.75,-0.2,235.35,0.69,0.0,1.94,101.09,70.2,127.57,12.83,15.87,06-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Dec-2019 - 00:00,8.33,33.52,6.28,745.43,95.65,70.48,102.68,29.55,-0.2,245.66,0.44,0.0,1.59,62.78,71.01,97.48,8.45,21.21,07-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Dec-2019 - 00:00,10.11,48.99,10.06,745.57,86.42,68.24,140.57,29.74,-0.2,257.75,0.43,0.0,1.93,86.15,67.14,110.16,10.57,20.58,08-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Dec-2019 - 00:00,8.52,36.71,8.02,745.55,60.45,62.16,143.33,29.51,-0.2,260.93,0.51,0.0,1.39,63.65,65.01,89.63,8.82,20.16,09-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Dec-2019 - 00:00,6.24,24.99,5.19,745.5,62.94,63.14,140.44,29.59,-0.2,230.0,0.59,0.0,1.22,47.53,68.72,79.61,8.58,20.3,10-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Dec-2019 - 00:00,9.41,43.37,11.6,745.43,94.86,64.55,129.02,29.81,-0.2,236.92,0.51,0.0,1.95,77.83,70.8,105.36,13.14,24.15,11-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Dec-2019 - 00:00,10.38,53.21,14.01,745.44,116.56,68.19,112.53,29.83,-0.2,201.54,0.39,0.0,1.85,68.75,65.91,90.95,11.46,20.36,12-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Dec-2019 - 00:00,6.72,17.59,2.79,745.16,107.44,80.35,57.71,30.24,-0.2,191.98,2.04,0.02,1.02,18.28,60.97,51.71,8.52,18.12,13-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Dec-2019 - 00:00,6.32,25.81,2.62,745.18,69.97,93.77,38.06,29.57,-0.2,199.58,0.95,0.4,1.1,34.69,50.37,64.15,5.5,18.64,14-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Dec-2019 - 00:00,4.59,18.69,1.85,745.12,33.62,91.5,67.93,29.2,-0.2,259.73,1.45,0.0,0.6,30.18,48.87,55.0,6.18,17.54,15-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Dec-2019 - 00:00,4.58,20.76,1.74,745.25,58.76,84.3,139.12,29.28,-0.2,271.85,1.89,0.0,1.0,24.43,52.93,52.44,13.21,20.63,16-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Dec-2019 - 00:00,4.3,17.89,1.83,745.01,41.66,88.92,83.16,28.93,-0.2,274.6,3.0,0.0,0.74,11.38,52.28,41.53,7.33,18.41,17-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Dec-2019 - 00:00,4.03,14.32,1.46,745.0,34.18,83.48,112.36,29.04,-0.2,272.59,2.42,0.0,0.7,13.46,49.88,41.99,6.83,17.83,18-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Dec-2019 - 00:00,3.0,5.55,0.8,745.25,27.38,80.62,143.75,24.74,-0.2,254.0,2.09,0.0,0.42,6.56,34.47,18.94,5.42,18.52,19-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Dec-2019 - 00:00,6.04,17.35,1.37,745.42,114.07,68.65,155.65,28.33,-0.2,102.94,0.86,0.0,0.28,24.62,53.98,47.44,13.49,18.95,20-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Dec-2019 - 00:00,7.33,21.16,2.08,745.16,87.52,86.73,130.8,29.36,-0.2,257.39,1.0,0.0,0.05,36.77,54.17,63.42,10.89,18.87,21-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Dec-2019 - 00:00,9.32,40.14,4.13,745.12,93.64,87.88,107.76,30.03,-0.2,241.23,1.33,0.0,0.05,28.29,60.27,59.66,12.14,18.88,22-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Dec-2019 - 00:00,5.14,26.65,2.06,745.22,56.68,82.19,137.92,29.74,-0.2,256.17,2.34,0.0,0.34,21.11,56.9,52.06,13.85,19.16,23-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Dec-2019 - 00:00,5.6,18.37,3.12,745.18,65.56,80.96,151.45,29.96,-0.2,221.99,1.66,0.0,1.0,26.28,59.87,57.83,7.72,14.57,24-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Dec-2019 - 00:00,4.64,9.46,1.28,745.05,58.07,86.91,95.82,29.87,-0.2,201.91,1.31,0.0,0.8,19.14,56.57,55.37,7.49,19.51,25-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Dec-2019 - 00:00,6.49,20.0,2.9,745.0,69.34,88.44,91.0,29.42,-0.2,269.39,1.59,0.0,1.17,27.74,61.62,59.95,7.82,18.91,26-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Dec-2019 - 00:00,5.48,16.24,2.16,745.05,69.35,83.47,107.88,29.66,-0.2,255.91,1.64,0.0,1.06,25.73,59.95,52.8,7.82,19.44,27-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Dec-2019 - 00:00,5.96,16.47,1.69,745.0,84.89,83.36,111.05,29.79,-0.2,196.3,0.85,0.0,1.24,23.22,60.92,55.85,8.65,17.05,28-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Dec-2019 - 00:00,6.87,17.47,1.42,744.74,76.22,90.04,57.64,29.67,-0.2,188.36,0.66,0.0,1.03,24.87,56.88,54.89,6.89,21.12,29-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Dec-2019 - 00:00,5.51,11.85,2.28,745.0,87.95,83.01,94.71,30.04,-0.2,222.05,0.94,0.0,1.07,18.83,59.99,51.69,7.35,18.72,30-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Dec-2019 - 00:00,6.62,13.28,1.65,744.69,91.21,89.98,55.31,30.17,-0.2,180.2,1.5,0.0,1.12,27.2,55.61,56.1,6.76,18.67,31-Dec-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Dec-2019 - 00:00,3.65,3.7,0.55,745.0,54.0,90.0,18.0,31.1,-0.2,209.5,0.8,0.0,0.6,17.75,56.8,44.65,5.3,19.25,01-Jan-2020 - 00:00,"Sanjay Palace, Agra - UPPCB"
