from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
19-Nov-2019 - 00:00,183.01,293.61,0.0,22.57,57.62,5.06,57.73,73.72,86.15,32.11,1.93,50.3,5.69,41.08,6.78,30.93,66.35,744.98,141.72,1.18,20-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Nov-2019 - 00:00,263.12,457.8,0.01,22.3,57.56,5.82,130.45,94.12,156.13,38.22,3.72,90.88,9.29,58.93,12.81,30.84,65.96,745.67,176.36,0.77,21-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Nov-2019 - 00:00,299.57,506.59,0.0,22.48,48.02,4.0,78.12,76.8,99.85,34.56,3.23,53.22,8.25,53.87,11.89,30.59,64.76,747.56,204.59,0.66,22-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Nov-2019 - 00:00,251.26,426.02,0.0,23.03,53.72,5.91,29.47,88.78,54.38,34.42,2.13,76.06,6.82,50.49,8.3,30.97,63.51,747.66,174.64,0.99,23-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Nov-2019 - 00:00,148.39,264.16,0.0,23.03,46.35,7.58,31.65,79.93,68.24,45.59,1.25,37.41,5.82,41.18,5.76,31.07,65.32,746.99,151.6,1.94,24-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Nov-2019 - 00:00,107.33,202.36,0.0,23.51,53.34,8.33,16.3,70.47,50.73,39.59,1.07,64.22,6.15,44.3,5.35,31.09,64.89,746.32,156.4,2.39,25-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Nov-2019 - 00:00,131.16,259.29,0.0,23.32,51.58,11.16,30.85,71.19,62.94,38.28,1.44,62.72,3.97,45.75,6.46,31.01,62.75,747.0,204.89,0.9,26-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Nov-2019 - 00:00,125.15,258.89,0.0,23.84,43.54,8.67,35.83,69.41,66.04,37.94,1.29,38.25,4.49,33.29,4.63,30.93,63.08,746.47,213.82,2.12,27-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Nov-2019 - 00:00,76.01,140.3,0.09,22.04,45.49,9.85,14.08,64.03,45.5,36.91,0.87,29.34,2.26,19.97,2.52,30.88,72.98,746.5,216.43,1.99,28-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Nov-2019 - 00:00,31.1,50.42,0.02,19.32,43.3,6.02,9.4,43.85,30.99,33.61,0.55,29.12,1.12,12.43,1.22,30.64,82.12,747.55,248.95,3.27,29-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Nov-2019 - 00:00,77.07,129.94,0.0,19.67,66.34,22.09,23.66,50.72,46.2,33.94,1.02,39.98,2.75,23.7,3.09,30.42,81.17,747.76,194.53,2.35,30-Nov-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Nov-2019 - 00:00,128.71,200.44,0.0,19.81,64.42,3.54,33.23,64.1,60.34,42.02,1.3,62.23,4.16,35.32,4.45,30.32,81.07,747.88,158.23,2.25,01-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Dec-2019 - 00:00,143.44,217.82,0.0,19.1,65.85,1.68,27.52,75.15,61.4,38.15,1.19,53.49,3.76,25.2,3.95,30.3,72.44,747.68,154.4,1.97,02-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Dec-2019 - 00:00,166.68,269.08,0.0,18.84,65.71,2.12,36.49,87.85,75.39,39.79,1.44,58.83,4.36,30.39,5.11,30.34,67.82,748.21,152.47,1.57,03-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Dec-2019 - 00:00,166.95,282.31,0.0,18.98,67.44,3.71,61.65,91.25,97.62,41.34,1.88,47.95,5.54,43.04,6.26,30.44,63.27,747.55,149.68,1.6,04-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Dec-2019 - 00:00,236.77,394.14,0.0,18.58,61.29,2.73,89.36,90.51,120.79,45.79,2.63,67.1,7.49,60.32,10.51,30.5,65.11,749.72,157.38,0.81,05-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Dec-2019 - 00:00,349.35,493.65,0.0,18.63,53.91,5.19,54.98,100.55,96.81,53.97,2.32,65.49,5.82,67.35,9.05,30.41,69.9,751.78,196.0,0.72,06-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Dec-2019 - 00:00,285.41,413.48,0.0,19.37,53.47,5.5,40.83,85.09,78.43,58.27,2.1,92.43,6.5,53.6,6.95,30.39,77.73,750.91,171.54,1.08,07-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Dec-2019 - 00:00,303.16,430.41,0.0,19.76,55.53,5.58,85.8,84.01,113.4,58.84,3.1,117.01,7.18,59.48,9.35,30.45,75.45,749.93,200.21,0.71,08-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Dec-2019 - 00:00,321.28,454.53,0.0,19.29,48.74,3.64,99.38,82.92,124.91,57.82,3.22,115.56,8.87,63.75,11.89,30.37,74.6,749.68,179.58,0.77,09-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Dec-2019 - 00:00,289.04,441.17,0.0,18.83,55.72,5.22,104.13,91.09,132.02,53.68,3.14,125.34,7.79,55.78,10.8,30.43,70.78,748.9,179.78,1.03,10-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Dec-2019 - 00:00,364.94,518.98,0.0,18.33,50.75,4.71,103.04,103.51,138.8,55.2,3.77,93.3,8.73,77.19,11.41,30.2,72.06,746.24,153.44,0.81,11-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Dec-2019 - 00:00,375.74,562.51,0.0,18.27,43.57,2.93,84.27,98.32,120.8,55.68,3.6,65.63,8.49,56.13,10.92,30.25,74.85,744.98,177.52,0.83,12-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Dec-2019 - 00:00,326.38,453.97,0.2,18.29,31.49,2.55,33.54,75.58,67.46,51.6,2.19,26.1,5.73,30.5,5.57,30.58,77.16,743.9,264.57,2.93,13-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Dec-2019 - 00:00,108.92,133.07,0.18,16.86,29.78,9.55,11.68,49.43,35.2,47.16,1.12,45.63,2.47,18.59,2.12,30.56,90.57,744.25,237.16,3.51,14-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Dec-2019 - 00:00,105.36,158.43,0.0,16.56,55.54,9.0,23.76,59.04,50.7,39.05,1.3,54.69,3.08,24.84,2.51,30.53,84.19,750.66,219.96,1.4,15-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Dec-2019 - 00:00,125.02,181.82,0.0,16.43,57.92,8.59,27.36,60.65,54.49,39.04,1.24,60.02,2.83,45.78,3.72,30.52,83.99,750.31,156.59,2.08,16-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Dec-2019 - 00:00,112.66,153.9,0.0,13.18,18.95,7.02,16.41,53.54,41.21,38.38,1.21,50.29,2.64,26.52,2.14,30.6,90.77,750.84,161.77,3.29,17-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Dec-2019 - 00:00,135.01,183.42,0.0,12.73,23.04,8.39,20.42,52.46,44.49,39.91,1.21,49.51,2.65,24.56,3.7,30.62,87.27,751.98,168.06,2.28,18-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Dec-2019 - 00:00,195.39,264.55,0.0,13.61,55.06,7.52,23.4,66.15,54.2,45.32,1.56,18.0,6.57,45.94,6.99,30.55,82.51,750.78,181.73,2.36,19-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Dec-2019 - 00:00,314.73,411.01,0.0,11.84,43.68,9.48,42.47,69.68,71.55,50.93,2.21,12.1,6.52,35.63,7.72,30.7,91.26,749.46,199.26,1.62,20-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Dec-2019 - 00:00,492.57,654.4,0.0,13.74,41.69,6.57,66.53,91.12,101.51,59.06,3.4,31.67,9.42,52.18,10.97,30.73,89.55,747.02,172.83,1.07,21-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Dec-2019 - 00:00,333.54,446.66,0.0,14.91,45.76,2.23,44.73,73.27,75.32,60.36,2.33,47.34,6.87,40.01,6.48,30.68,88.81,747.92,168.2,1.78,22-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Dec-2019 - 00:00,190.15,251.58,0.0,12.63,37.53,8.57,17.16,58.42,44.33,55.25,1.4,39.26,3.99,23.97,2.79,30.74,91.9,749.24,171.73,3.09,23-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Dec-2019 - 00:00,233.6,307.4,0.0,11.62,39.31,6.83,25.78,61.11,53.46,50.17,1.85,18.25,5.75,43.29,4.76,30.79,88.98,748.48,180.95,2.04,24-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Dec-2019 - 00:00,313.58,443.49,0.0,12.26,41.84,8.1,35.77,73.51,68.17,52.73,2.11,36.68,5.54,31.86,4.46,30.8,87.16,750.15,202.28,1.27,25-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Dec-2019 - 00:00,204.44,284.09,0.0,10.37,42.18,6.9,25.14,59.61,52.15,46.02,1.47,40.09,4.39,31.72,3.63,30.87,89.85,749.16,168.4,2.83,26-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Dec-2019 - 00:00,240.21,332.61,0.0,10.09,38.32,8.01,17.25,63.12,47.59,46.37,1.39,14.28,4.01,34.0,3.32,30.98,86.46,748.68,185.59,2.51,27-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Dec-2019 - 00:00,294.32,407.99,0.0,10.25,42.04,8.58,17.56,63.43,48.0,48.35,1.34,19.62,4.35,27.68,3.05,31.1,83.9,749.62,210.98,1.49,28-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Dec-2019 - 00:00,340.97,479.04,0.0,9.15,35.67,7.34,43.62,67.69,70.7,49.87,2.14,14.68,6.33,36.64,4.17,31.14,89.78,750.41,219.1,1.28,29-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Dec-2019 - 00:00,371.19,515.46,0.0,10.59,45.89,6.71,26.17,76.72,61.19,48.83,2.13,21.03,5.31,27.17,3.17,31.1,85.51,750.68,216.83,1.13,30-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Dec-2019 - 00:00,352.83,484.65,0.0,7.97,19.14,8.73,37.0,62.93,63.54,48.5,2.25,24.58,6.76,24.28,3.42,31.31,95.95,750.04,228.3,1.69,31-Dec-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Dec-2019 - 00:00,195.0,251.0,0.0,7.15,12.0,7.2,5.85,43.2,27.75,46.35,0.92,,4.15,11.35,1.3,31.15,95.0,750.5,231.0,3.5,01-Jan-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
