from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,Benzene,MP-Xylene,Xylene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
04-Apr-2019 - 00:00,28.16,754.97,15.28,38.48,0.0,65.1,204.28,28.25,0.01,187.45,2.69,0.07,0.08,0.13,0.42,0.78,10.22,3.93,7.53,7.29,40.15,7.82,05-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Apr-2019 - 00:00,28.4,754.27,14.14,39.99,0.0,68.91,204.11,28.48,0.01,224.79,3.13,0.03,0.08,0.1,0.37,0.6,10.38,3.56,5.37,5.84,47.56,5.32,06-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Apr-2019 - 00:00,27.96,753.68,16.9,47.2,0.19,67.88,206.08,28.45,0.02,195.34,3.66,0.02,0.09,0.07,0.33,0.53,11.49,2.57,8.54,6.05,61.06,4.98,07-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Apr-2019 - 00:00,27.49,752.96,18.51,39.15,0.0,65.06,203.19,28.43,0.01,215.69,3.2,0.02,0.08,0.11,0.39,0.84,10.34,3.42,10.98,8.61,49.58,7.35,08-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Apr-2019 - 00:00,28.61,752.32,12.47,33.33,0.0,66.29,203.09,28.58,0.03,154.64,2.98,0.06,0.08,0.17,0.48,0.75,12.2,5.05,8.28,8.61,33.83,6.97,09-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Apr-2019 - 00:00,28.83,752.68,13.01,32.27,0.0,67.58,203.95,28.66,0.05,149.47,3.22,0.02,0.08,0.11,0.39,0.69,12.35,3.73,5.86,6.24,38.97,5.69,10-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Apr-2019 - 00:00,28.95,753.33,14.23,38.24,0.88,64.7,202.29,28.66,0.03,191.8,3.0,0.02,0.08,0.1,0.37,0.57,12.42,2.98,5.86,5.63,48.24,5.69,11-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Apr-2019 - 00:00,28.25,752.04,15.41,37.14,0.0,64.57,205.53,28.34,0.01,232.33,3.17,0.01,0.08,0.08,0.35,0.72,11.21,2.44,6.32,5.36,50.7,7.32,12-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Apr-2019 - 00:00,29.29,751.97,13.11,38.42,0.01,62.68,203.29,28.55,0.01,196.65,3.11,0.04,0.07,0.13,0.41,0.71,12.52,3.09,7.99,6.85,48.75,7.0,13-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Apr-2019 - 00:00,29.38,751.99,15.78,48.21,0.0,50.75,206.92,28.33,-0.0,210.98,3.45,0.03,0.08,0.15,0.42,0.81,12.67,2.76,11.9,8.66,71.76,8.55,14-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Apr-2019 - 00:00,29.23,752.49,11.86,39.1,0.0,63.64,205.99,28.63,0.02,209.4,2.92,0.03,0.09,0.09,0.33,0.65,13.41,3.13,7.72,6.62,42.51,5.52,15-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Apr-2019 - 00:00,29.46,752.4,12.9,43.04,0.0,61.27,206.21,28.45,0.01,209.34,2.74,0.03,0.07,0.11,0.41,0.54,13.21,2.95,7.14,6.2,45.52,5.45,16-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Apr-2019 - 00:00,29.34,752.36,22.77,66.41,0.0,61.16,208.14,28.41,0.02,193.68,2.6,0.07,0.08,0.16,0.44,0.84,14.46,4.41,12.44,10.3,48.34,5.99,17-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Apr-2019 - 00:00,28.98,753.06,27.59,70.3,0.0,62.35,208.11,28.5,0.03,205.62,2.93,0.06,0.08,0.18,0.57,0.89,15.43,3.54,10.6,8.6,41.07,6.58,18-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Apr-2019 - 00:00,29.31,752.65,23.48,64.41,0.0,64.24,202.6,28.54,0.04,184.34,2.85,0.09,0.06,0.18,0.48,0.95,16.85,3.82,8.82,7.84,33.73,6.6,19-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Apr-2019 - 00:00,29.79,751.85,15.11,39.71,0.0,62.02,203.71,28.45,0.04,157.83,2.72,0.06,0.08,0.14,0.43,0.59,15.0,4.04,6.29,6.71,28.7,6.09,20-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Apr-2019 - 00:00,29.13,750.59,11.56,36.42,0.0,62.42,201.0,28.45,0.06,141.07,3.32,0.04,0.08,0.14,0.47,0.39,12.35,3.13,8.14,6.96,37.05,5.61,21-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Apr-2019 - 00:00,28.47,749.75,12.9,48.72,0.05,62.17,204.54,28.21,-0.01,197.58,2.88,0.01,0.09,0.07,0.33,0.46,9.76,2.8,9.61,7.39,50.05,6.47,22-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Apr-2019 - 00:00,29.74,749.71,17.28,44.0,0.0,54.97,203.08,28.3,0.02,194.69,2.79,0.06,0.06,0.14,0.5,0.57,9.68,2.22,12.21,8.29,74.91,7.43,23-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Apr-2019 - 00:00,29.03,751.28,17.55,48.29,0.06,57.65,194.75,28.58,0.02,162.22,2.87,0.08,0.11,0.32,0.64,0.8,14.97,2.91,23.43,14.84,55.86,4.61,24-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Apr-2019 - 00:00,29.82,752.06,20.77,60.82,0.0,58.02,208.93,28.45,0.0,189.96,2.66,0.07,0.06,0.23,0.56,0.66,14.96,4.77,17.41,13.14,45.62,6.19,25-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Apr-2019 - 00:00,29.82,751.6,25.18,65.4,0.0,63.07,206.69,28.66,0.01,206.49,2.9,0.02,0.08,0.09,0.34,0.53,17.63,2.76,7.33,6.14,41.76,5.45,26-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Apr-2019 - 00:00,30.62,750.18,23.82,58.34,0.0,60.22,225.0,28.5,0.01,195.07,2.75,0.01,0.09,0.05,0.31,0.41,13.6,1.98,4.76,3.59,55.32,5.81,27-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Apr-2019 - 00:00,30.54,749.88,19.75,47.32,0.0,63.02,205.8,28.48,0.02,193.23,2.86,0.02,0.08,0.08,0.36,0.34,10.84,2.53,5.44,4.87,35.2,5.2,28-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Apr-2019 - 00:00,30.63,749.81,12.7,33.7,0.0,60.0,204.71,28.34,0.03,192.73,3.37,0.0,0.09,0.03,0.27,0.31,9.62,2.73,3.23,3.79,29.31,4.99,29-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Apr-2019 - 00:00,30.83,749.85,9.28,28.54,0.01,59.71,207.16,28.65,0.05,164.0,2.8,0.02,0.08,0.1,0.38,0.3,9.02,2.48,3.97,3.71,33.48,4.56,30-Apr-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Apr-2019 - 00:00,30.19,748.34,13.56,41.29,0.0,60.53,203.18,28.4,0.05,146.26,3.2,0.03,0.07,0.06,0.38,0.52,9.48,2.55,7.22,5.91,40.75,6.99,01-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-May-2019 - 00:00,29.45,745.5,15.58,51.31,0.04,56.68,193.65,28.58,0.01,164.39,2.78,0.06,0.09,0.13,0.61,0.75,8.53,2.9,16.81,11.3,39.22,8.02,02-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-May-2019 - 00:00,28.88,743.3,38.89,79.02,0.04,59.97,186.01,28.62,-0.01,220.82,2.26,0.08,0.06,0.09,0.63,0.92,13.81,2.32,21.4,13.27,60.91,11.14,03-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-May-2019 - 00:00,30.12,744.91,35.09,92.23,0.0,57.94,124.89,27.96,0.0,216.03,2.87,0.07,0.07,0.11,0.54,0.97,24.5,2.0,15.75,10.01,74.49,10.75,04-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-May-2019 - 00:00,32.81,748.73,37.97,114.38,0.0,53.89,201.66,24.51,-0.0,222.32,2.66,0.04,0.09,0.1,0.42,1.04,14.48,1.84,13.08,8.45,91.09,9.78,05-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-May-2019 - 00:00,33.68,750.11,43.16,113.85,0.0,55.22,204.75,24.64,0.02,222.56,2.58,0.03,0.08,0.07,0.35,0.59,14.79,1.89,11.65,7.73,90.35,12.41,06-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-May-2019 - 00:00,31.97,749.11,37.94,99.85,0.0,62.71,168.78,26.38,0.05,166.22,3.02,0.02,0.07,0.06,0.37,0.59,19.67,1.8,8.26,5.84,59.92,12.31,07-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-May-2019 - 00:00,32.46,748.82,37.26,105.71,0.0,59.51,196.71,25.6,0.05,167.86,3.06,0.03,0.09,0.11,0.35,0.77,13.9,2.13,10.67,6.56,56.71,8.11,08-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-May-2019 - 00:00,32.72,748.15,38.4,101.67,0.0,58.73,195.11,29.05,0.03,173.1,2.79,0.05,0.09,0.14,0.41,1.23,11.87,1.89,11.47,7.51,77.24,10.47,09-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-May-2019 - 00:00,32.93,747.01,34.45,82.92,0.0,59.94,203.65,29.1,0.03,171.53,2.59,0.04,0.08,0.09,0.37,1.05,12.01,1.78,9.11,6.28,96.15,10.54,10-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-May-2019 - 00:00,32.22,748.35,30.76,74.71,0.0,62.98,204.79,29.16,0.06,161.39,3.25,0.05,0.08,0.09,0.38,1.31,11.65,1.63,7.5,5.31,86.16,11.53,11-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-May-2019 - 00:00,31.18,750.69,26.94,68.07,0.0,64.3,179.27,29.38,0.03,179.65,3.49,0.03,0.08,0.11,0.38,1.1,11.18,2.4,9.54,6.11,57.52,10.83,12-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-May-2019 - 00:00,31.68,749.91,29.35,76.66,0.0,63.41,202.89,28.93,0.04,186.14,3.61,0.02,0.08,0.05,0.29,0.88,11.59,1.83,5.38,4.35,58.95,9.9,13-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-May-2019 - 00:00,31.66,749.23,26.73,73.89,0.0,60.08,206.58,29.04,0.03,180.88,3.42,0.02,0.08,0.08,0.34,0.91,9.6,2.12,6.09,4.69,56.94,8.02,14-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-May-2019 - 00:00,31.86,749.04,26.05,81.58,0.0,59.34,205.49,29.07,0.01,200.16,2.84,0.03,0.08,0.07,0.33,1.2,9.93,2.01,6.92,5.31,59.93,8.59,15-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-May-2019 - 00:00,31.9,750.3,26.85,79.48,0.0,58.3,206.81,28.95,0.02,182.55,2.88,0.03,0.07,0.1,0.34,0.79,10.07,2.08,8.37,5.64,55.09,8.83,16-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-May-2019 - 00:00,31.56,750.95,30.84,79.06,0.0,58.42,205.48,29.09,0.02,184.0,3.26,0.07,0.08,0.1,0.37,0.82,9.79,2.19,9.17,6.65,53.01,9.36,17-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-May-2019 - 00:00,31.94,750.57,25.04,64.59,0.0,61.43,205.35,29.08,0.01,198.54,3.29,0.02,0.08,0.08,0.33,1.0,10.94,2.16,5.46,4.35,50.26,8.26,18-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-May-2019 - 00:00,31.91,749.39,26.89,69.86,0.0,62.36,207.67,29.15,-0.01,220.44,3.43,0.02,0.08,0.07,0.33,0.83,10.03,2.11,6.36,5.09,56.54,10.37,19-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-May-2019 - 00:00,31.96,749.84,26.03,65.55,0.0,61.81,206.6,29.17,0.03,195.69,3.13,0.01,0.09,0.05,0.27,0.64,9.54,2.35,5.76,4.89,52.93,9.74,20-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-May-2019 - 00:00,31.65,750.77,18.91,52.69,0.0,60.7,209.26,29.22,0.05,182.22,3.21,0.02,0.08,0.09,0.33,0.87,8.25,2.03,5.49,4.34,45.26,8.61,21-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-May-2019 - 00:00,31.79,750.83,19.67,57.11,0.0,59.53,210.55,29.05,0.04,174.42,3.33,0.02,0.08,0.11,0.34,0.63,7.66,1.91,6.51,4.85,45.7,6.92,22-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-May-2019 - 00:00,31.25,750.17,18.73,59.15,0.0,63.42,208.11,29.39,0.02,205.04,3.48,0.02,0.08,0.09,0.31,0.82,8.63,2.12,4.62,4.17,44.41,8.2,23-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-May-2019 - 00:00,31.43,750.06,17.89,51.74,0.0,62.47,210.48,29.26,0.05,167.67,3.58,0.02,0.08,0.07,0.29,0.75,7.93,2.03,3.9,3.61,40.8,6.08,24-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-May-2019 - 00:00,31.62,750.04,19.4,52.78,0.0,62.93,208.67,29.27,0.03,183.51,3.38,0.02,0.08,0.06,0.27,0.7,7.74,1.93,4.06,3.67,47.16,6.0,25-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-May-2019 - 00:00,32.28,747.79,30.05,72.07,0.0,64.2,205.62,29.29,0.02,195.8,3.6,0.01,0.08,0.06,0.31,0.63,6.92,2.02,5.19,4.2,55.37,10.68,26-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-May-2019 - 00:00,32.96,746.66,31.86,79.08,0.0,61.74,204.33,29.15,0.05,170.2,3.65,0.01,0.09,0.04,0.26,0.63,7.42,1.97,6.33,4.36,69.27,11.71,27-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-May-2019 - 00:00,32.44,747.04,28.58,70.38,0.0,63.32,204.0,29.44,0.06,163.78,3.8,0.02,0.08,0.07,0.32,0.51,7.67,1.93,5.52,4.35,63.05,11.3,28-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-May-2019 - 00:00,32.1,746.97,24.07,63.41,0.0,58.61,206.21,29.2,0.05,177.92,3.69,0.02,0.08,0.1,0.35,0.57,7.94,2.04,7.41,5.6,63.89,7.64,29-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-May-2019 - 00:00,31.37,747.16,26.53,70.81,0.0,61.21,208.97,29.47,0.05,153.52,4.26,0.04,0.09,0.08,0.33,0.46,8.75,2.23,8.62,6.4,58.62,9.64,30-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-May-2019 - 00:00,31.72,746.6,29.39,66.85,0.0,54.46,202.04,29.34,0.04,195.68,3.33,0.04,0.08,0.08,0.31,0.61,8.31,1.68,11.46,7.46,83.16,11.31,31-May-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
31-May-2019 - 00:00,31.4,747.18,26.88,69.3,0.0,62.29,208.49,30.12,0.06,156.66,3.51,0.06,0.08,0.08,0.34,0.4,13.01,1.94,7.76,5.69,63.59,9.45,01-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Jun-2019 - 00:00,30.79,747.31,33.58,90.16,0.0,63.62,203.38,31.56,0.04,167.86,2.82,0.08,0.08,0.14,0.41,0.53,13.55,1.99,10.37,7.13,64.91,11.01,02-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Jun-2019 - 00:00,31.35,746.89,33.47,76.42,0.0,62.91,203.03,31.48,0.05,163.64,3.18,0.04,0.08,0.07,0.29,0.48,13.09,2.05,6.82,5.21,80.97,10.22,03-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Jun-2019 - 00:00,28.63,747.72,23.93,61.79,0.05,69.9,178.68,31.04,0.03,152.92,2.64,0.07,0.09,0.24,0.5,0.46,10.17,2.14,17.28,10.93,62.09,8.35,04-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Jun-2019 - 00:00,30.09,747.1,37.82,81.35,0.0,63.67,210.57,30.85,0.04,154.42,2.88,0.09,0.05,0.22,0.53,0.57,12.75,2.08,17.06,10.76,76.14,10.69,05-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Jun-2019 - 00:00,31.2,746.62,26.75,61.36,0.0,63.2,207.08,31.16,0.06,170.6,3.2,0.04,0.08,0.11,0.36,0.4,17.1,1.77,7.33,5.34,75.54,10.34,06-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Jun-2019 - 00:00,28.31,747.35,23.83,56.02,0.08,72.1,166.96,30.94,0.04,158.58,2.76,0.07,0.08,0.23,0.5,0.47,13.53,2.29,16.88,10.62,58.77,8.62,07-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Jun-2019 - 00:00,29.89,747.24,27.17,60.34,0.0,66.18,210.19,30.82,0.04,178.28,2.81,0.08,0.06,0.23,0.53,0.56,14.75,3.43,16.37,11.5,57.16,9.25,08-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Jun-2019 - 00:00,31.35,746.36,29.79,70.14,0.0,63.69,203.31,31.08,0.02,175.68,2.7,0.04,0.08,0.11,0.4,0.5,17.49,2.06,11.18,7.63,68.61,9.71,09-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Jun-2019 - 00:00,31.33,745.3,67.01,115.79,0.0,59.45,198.34,31.01,0.02,179.7,2.94,0.06,0.08,0.14,0.42,0.66,19.07,2.2,15.94,10.27,85.67,15.84,10-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Jun-2019 - 00:00,27.91,745.34,37.3,68.81,0.04,69.48,186.52,30.86,0.0,207.76,3.91,0.08,0.06,0.2,0.51,0.52,15.63,1.92,15.42,9.77,90.98,10.07,11-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Jun-2019 - 00:00,31.09,744.78,18.95,54.15,0.17,60.83,209.6,30.86,-0.01,214.36,2.75,0.05,0.09,0.12,0.43,0.56,15.71,1.89,11.67,7.74,81.66,8.6,12-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Jun-2019 - 00:00,32.12,744.24,13.48,51.54,0.0,55.26,209.19,31.44,-0.02,239.74,3.32,0.02,0.08,0.09,0.36,0.54,15.62,2.01,10.36,7.15,77.8,8.81,13-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Jun-2019 - 00:00,32.03,745.26,16.78,48.88,0.0,49.71,207.27,31.1,-0.05,232.0,4.5,0.03,0.08,0.12,0.42,0.55,14.05,2.28,12.87,8.7,64.6,11.91,14-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Jun-2019 - 00:00,32.92,745.32,12.1,53.05,0.0,49.32,207.33,29.32,-0.06,238.28,5.02,0.02,0.09,0.08,0.37,0.44,10.34,2.16,7.92,5.96,51.88,9.17,15-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Jun-2019 - 00:00,33.41,745.01,17.92,74.84,0.0,49.36,210.83,29.47,-0.05,235.72,4.46,0.02,0.09,0.09,0.34,0.41,10.38,2.08,9.11,6.53,66.7,9.88,16-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Jun-2019 - 00:00,33.77,745.22,25.45,84.43,0.0,45.65,202.16,29.38,-0.04,227.62,4.24,0.02,0.08,0.07,0.3,0.5,11.41,2.27,11.63,8.03,65.27,10.25,17-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Jun-2019 - 00:00,29.19,747.47,24.53,61.3,0.04,65.44,189.12,29.63,-0.04,244.81,3.56,0.04,0.07,0.15,0.38,0.48,11.29,2.5,14.37,9.68,48.44,7.46,18-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Jun-2019 - 00:00,31.4,745.75,29.6,71.48,0.0,57.71,204.0,29.22,-0.02,220.38,3.03,0.07,0.09,0.21,0.47,0.53,12.94,2.67,20.11,12.87,61.57,11.17,19-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Jun-2019 - 00:00,32.83,744.17,24.81,74.19,0.01,50.03,200.83,29.52,-0.02,224.2,3.43,0.05,0.09,0.15,0.4,0.47,15.79,2.04,14.13,9.18,65.19,8.75,20-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Jun-2019 - 00:00,29.1,745.95,19.07,43.79,0.01,70.54,184.46,29.37,0.02,197.65,3.62,0.04,0.07,0.14,0.35,0.44,16.03,2.32,11.52,8.01,58.27,8.19,21-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Jun-2019 - 00:00,28.96,745.58,19.29,42.29,0.2,70.75,194.5,29.32,0.04,200.52,2.85,0.04,0.1,0.2,0.46,0.61,14.86,2.43,15.86,10.4,58.87,9.99,22-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Jun-2019 - 00:00,29.01,745.04,36.28,69.05,0.0,74.21,193.39,29.5,-0.0,212.2,1.98,0.11,0.09,0.45,0.8,0.65,21.45,3.93,30.28,19.29,41.59,8.54,23-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Jun-2019 - 00:00,27.94,745.47,25.79,43.81,0.09,79.54,164.82,29.63,-0.0,176.35,2.08,0.06,0.04,0.25,0.53,0.53,26.61,2.86,20.48,13.21,50.97,7.32,24-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Jun-2019 - 00:00,28.76,747.41,21.14,44.02,0.05,74.69,205.82,29.49,0.04,117.12,2.26,0.09,0.07,0.36,0.64,0.54,26.87,3.65,22.76,15.2,49.49,6.69,25-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Jun-2019 - 00:00,29.29,748.11,16.0,38.96,0.0,70.83,210.29,30.7,0.09,132.26,2.79,0.06,0.06,0.26,0.52,0.61,22.2,3.19,15.73,11.05,40.84,7.04,26-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Jun-2019 - 00:00,29.63,747.47,17.02,37.17,0.0,71.73,209.84,29.58,-0.01,174.19,2.56,0.02,0.08,0.13,0.33,0.51,14.64,2.52,8.74,6.79,57.27,6.12,27-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Jun-2019 - 00:00,31.11,745.26,14.27,40.47,0.0,61.61,207.27,29.5,-0.03,236.35,3.38,0.01,0.12,0.08,0.3,0.65,14.4,2.87,9.38,7.32,58.7,7.36,28-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Jun-2019 - 00:00,31.72,744.44,13.27,43.9,0.0,57.8,209.52,29.37,-0.06,250.38,3.79,0.02,0.09,0.11,0.32,0.48,14.88,3.51,12.54,9.62,53.93,7.08,29-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Jun-2019 - 00:00,31.13,744.26,12.78,44.92,0.0,53.6,210.16,29.49,-0.09,262.07,5.01,0.03,0.08,0.1,0.31,0.68,13.91,2.96,12.59,9.2,45.6,16.16,30-Jun-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Jun-2019 - 00:00,28.91,743.98,6.67,33.41,0.0,62.89,197.7,29.67,-0.1,273.53,5.19,0.0,0.1,0.03,0.22,0.77,13.26,2.26,7.02,5.56,53.47,7.65,01-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Jul-2019 - 00:00,26.58,743.69,5.79,22.53,0.1,79.82,190.98,29.21,-0.08,269.85,4.1,0.0,0.09,0.06,0.24,0.69,12.48,2.69,7.07,6.04,49.34,6.56,02-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Jul-2019 - 00:00,27.76,743.6,7.35,26.85,0.0,75.52,186.93,29.1,-0.07,255.83,3.79,0.0,0.09,0.05,0.21,0.7,10.48,3.09,8.55,7.06,44.04,5.64,03-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Jul-2019 - 00:00,29.57,744.57,14.88,44.38,0.0,64.9,205.7,29.16,-0.04,244.48,3.72,0.02,0.09,0.1,0.32,0.8,13.19,2.86,13.88,9.71,40.32,7.42,04-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Jul-2019 - 00:00,29.66,744.43,13.01,39.5,0.1,65.44,196.55,29.54,-0.03,224.29,3.46,0.04,0.1,0.2,0.38,0.86,16.35,3.43,13.14,9.86,44.56,5.75,05-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Jul-2019 - 00:00,27.95,743.43,10.71,27.01,0.01,74.09,193.09,29.44,-0.04,240.26,3.12,0.01,0.11,0.09,0.25,0.75,15.71,3.43,9.25,7.8,33.53,6.64,06-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Jul-2019 - 00:00,28.5,743.68,15.17,41.96,0.0,72.02,192.91,29.31,-0.02,233.88,3.39,0.03,0.12,0.14,0.35,0.83,15.63,3.81,12.45,9.82,35.06,7.98,07-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Jul-2019 - 00:00,29.97,744.73,14.07,45.81,0.0,62.65,202.88,29.45,-0.03,229.5,3.99,0.02,0.08,0.07,0.26,0.73,17.78,2.42,7.72,6.06,46.08,5.99,08-Jul-2019 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
