from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
18-Jan-2019 - 00:00,10.2,13.58,764.61,2.45,71.91,36.71,112.44,89.72,19.58,381.6,208.8,63.66,24.87,88.66,0.0,132.33,0.58,131.19,19-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Jan-2019 - 00:00,12.56,13.17,753.45,2.02,77.28,44.84,112.36,96.22,23.2,473.71,246.21,57.97,21.56,86.94,0.0,136.39,0.46,154.21,20-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Jan-2019 - 00:00,15.64,12.16,742.89,4.27,75.93,89.56,187.84,168.0,43.9,497.16,314.29,55.37,19.14,83.24,0.0,165.03,0.37,208.17,21-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Jan-2019 - 00:00,14.33,9.08,751.71,1.72,68.22,40.46,115.4,94.34,11.5,258.34,142.66,62.61,18.73,40.95,0.01,166.06,0.96,51.34,22-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Jan-2019 - 00:00,11.74,3.64,797.35,0.99,59.65,12.2,69.27,46.13,14.1,77.48,52.51,76.36,21.96,47.97,0.03,148.11,0.84,28.16,23-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Jan-2019 - 00:00,10.81,10.91,840.24,2.08,64.03,47.79,105.26,94.94,12.86,248.81,172.07,75.07,21.92,89.72,0.01,146.1,0.53,95.62,24-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Jan-2019 - 00:00,12.51,7.9,747.88,1.27,58.3,25.73,85.32,65.9,14.61,215.52,128.81,64.42,20.74,71.56,0.04,120.56,0.74,43.69,25-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Jan-2019 - 00:00,12.65,3.93,734.13,1.01,53.68,10.33,78.5,50.17,25.09,173.63,,57.59,16.57,123.9,0.08,92.46,0.98,40.18,26-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Jan-2019 - 00:00,9.96,3.36,736.1,0.84,48.75,3.15,55.67,32.05,32.17,161.66,,54.62,17.86,101.59,0.03,75.19,0.77,13.13,27-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Jan-2019 - 00:00,8.5,7.26,734.75,0.95,49.13,6.54,95.04,55.88,25.86,194.09,141.22,56.15,23.33,72.33,0.03,74.11,0.81,21.06,28-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Jan-2019 - 00:00,9.42,6.95,733.87,1.01,50.38,11.82,149.4,89.09,26.46,183.28,121.96,49.98,19.4,101.14,0.03,82.77,1.01,35.15,29-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Jan-2019 - 00:00,10.18,10.64,733.62,1.64,51.87,21.79,117.2,80.1,24.33,205.54,133.85,49.25,23.58,100.85,0.03,105.17,0.79,68.45,30-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Jan-2019 - 00:00,10.6,12.93,733.75,2.55,66.73,49.09,161.59,125.94,22.32,338.17,225.35,51.49,24.9,85.28,0.0,117.26,0.55,117.42,31-Jan-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Jan-2019 - 00:00,12.47,11.02,733.73,2.23,63.25,70.95,172.17,149.34,17.41,319.96,201.66,51.69,25.81,66.33,0.03,149.14,0.8,103.25,01-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Feb-2019 - 00:00,12.52,9.64,739.64,1.37,62.09,16.32,94.65,63.57,20.23,260.45,183.72,62.29,28.25,78.6,0.02,120.8,0.78,54.25,02-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Feb-2019 - 00:00,9.02,12.61,774.87,1.24,54.94,4.39,40.14,24.85,16.16,250.83,181.03,75.51,26.84,62.32,0.01,74.73,1.05,73.16,03-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Feb-2019 - 00:00,10.14,7.15,783.05,1.23,47.92,5.82,38.48,25.2,17.44,201.88,140.61,75.45,28.96,75.13,0.01,80.77,0.76,36.49,04-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Feb-2019 - 00:00,11.47,9.46,806.74,2.19,47.54,45.03,89.93,84.54,20.02,268.25,171.38,67.39,27.46,97.85,0.01,114.28,0.64,68.48,05-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Feb-2019 - 00:00,14.57,13.07,761.31,3.17,53.86,137.68,161.93,195.17,23.84,479.51,302.91,61.02,28.72,81.01,0.0,174.14,0.41,208.53,06-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Feb-2019 - 00:00,16.15,8.68,754.55,1.4,36.38,8.11,26.62,20.77,16.82,248.03,169.21,65.93,22.56,80.69,0.04,149.7,0.87,50.99,07-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Feb-2019 - 00:00,13.04,4.38,783.91,0.79,30.48,2.77,16.73,11.11,17.15,109.75,62.36,74.63,17.59,23.63,0.04,133.19,1.64,22.56,08-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Feb-2019 - 00:00,11.11,8.71,779.62,0.98,37.11,14.54,41.56,33.96,18.74,151.94,77.93,62.05,22.34,104.63,0.01,103.93,0.82,50.79,09-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Feb-2019 - 00:00,10.89,8.9,735.06,1.01,51.55,20.4,53.85,45.25,25.85,159.2,80.46,58.42,27.58,106.64,0.02,107.2,1.03,74.62,10-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Feb-2019 - 00:00,11.27,11.59,738.66,1.39,62.99,44.0,68.11,72.09,26.19,256.45,153.71,60.13,26.32,90.75,0.0,117.85,0.59,63.11,11-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Feb-2019 - 00:00,12.19,13.32,748.89,2.01,71.32,99.12,82.16,124.46,28.49,319.47,189.05,61.27,32.35,92.23,0.0,135.41,0.48,104.41,12-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Feb-2019 - 00:00,14.07,12.33,738.73,2.14,82.51,111.78,109.78,149.45,27.74,377.08,221.54,61.2,31.82,77.78,0.0,152.36,0.38,169.06,13-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Feb-2019 - 00:00,15.74,10.51,740.7,1.97,79.27,101.16,109.97,140.96,28.93,308.89,177.26,58.66,32.72,82.09,0.01,148.32,0.48,109.53,14-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Feb-2019 - 00:00,14.67,7.15,750.4,1.3,75.93,29.98,93.95,74.4,14.56,226.86,147.77,66.03,28.86,42.38,0.01,142.65,0.93,45.13,15-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Feb-2019 - 00:00,13.79,8.48,734.24,1.13,67.14,35.38,72.14,67.21,16.05,208.1,135.8,67.53,26.68,72.05,0.01,109.6,0.84,40.2,16-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Feb-2019 - 00:00,12.28,8.16,735.39,0.99,54.89,10.22,51.81,35.88,17.31,178.26,111.21,73.47,18.27,53.53,0.03,78.74,1.0,49.33,17-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Feb-2019 - 00:00,12.91,8.44,741.25,1.12,53.82,16.87,59.15,45.18,22.73,175.46,107.06,66.11,24.2,101.03,0.02,91.45,0.9,36.49,18-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Feb-2019 - 00:00,15.73,5.39,736.0,1.11,53.19,31.93,80.8,69.01,20.04,184.08,101.72,53.91,23.28,87.63,0.04,135.52,0.86,27.1,19-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Feb-2019 - 00:00,15.51,8.99,748.42,1.79,68.54,65.96,85.36,99.17,24.06,256.18,139.71,65.75,29.02,89.93,0.0,136.55,0.5,62.05,20-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Feb-2019 - 00:00,15.55,8.86,735.06,1.5,65.64,67.49,82.96,99.14,17.78,214.05,101.73,67.7,20.76,34.52,0.01,146.93,0.54,60.23,21-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Feb-2019 - 00:00,18.64,7.89,734.34,2.11,55.19,70.01,67.67,93.06,21.93,182.97,63.56,56.32,37.0,98.83,0.0,162.32,0.59,59.56,22-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Feb-2019 - 00:00,16.03,6.76,736.62,1.59,49.58,11.05,37.4,28.9,21.31,127.64,66.36,61.58,15.02,96.75,0.02,85.12,1.17,31.09,23-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Feb-2019 - 00:00,13.59,6.17,733.61,1.56,39.82,5.3,41.68,26.49,29.4,110.36,55.59,52.57,26.76,109.63,0.02,81.58,1.15,17.0,24-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Feb-2019 - 00:00,14.63,6.32,733.59,1.76,44.14,12.88,53.22,38.81,30.52,155.02,88.22,50.46,33.83,105.86,0.02,100.76,0.62,38.32,25-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Feb-2019 - 00:00,14.63,6.8,742.08,1.88,46.95,29.55,71.99,62.38,23.57,180.68,83.23,53.6,32.16,94.26,0.01,156.06,0.64,31.41,26-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Feb-2019 - 00:00,12.86,4.83,733.76,1.88,47.13,32.99,63.29,60.55,16.8,129.46,57.73,57.27,20.87,72.48,0.01,134.12,0.56,29.58,27-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Feb-2019 - 00:00,10.18,3.22,733.83,1.58,43.13,16.26,52.27,41.07,13.83,107.93,44.9,67.12,29.93,49.99,0.03,125.97,0.54,23.93,28-Feb-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Feb-2019 - 00:00,12.43,8.67,736.64,1.87,51.48,47.37,61.07,71.09,25.03,179.95,101.7,56.59,35.15,111.86,0.03,108.97,0.76,57.25,01-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Mar-2019 - 00:00,13.82,6.65,733.92,1.94,48.74,36.63,68.94,66.53,23.94,168.11,85.93,51.22,24.91,111.2,0.02,100.12,0.66,55.92,02-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Mar-2019 - 00:00,12.43,9.35,746.54,2.17,58.19,47.83,88.47,86.05,10.63,171.52,96.41,65.12,24.88,31.77,0.0,129.11,0.36,67.97,03-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Mar-2019 - 00:00,14.03,5.01,745.86,2.11,52.25,39.43,60.72,64.44,20.93,129.78,72.58,70.16,16.28,94.1,0.02,154.85,0.61,33.84,04-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Mar-2019 - 00:00,15.69,7.85,762.55,1.92,59.44,61.47,50.65,77.05,23.83,199.06,114.29,69.0,18.88,104.62,0.04,109.95,0.78,42.07,05-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Mar-2019 - 00:00,14.71,9.3,742.82,1.86,48.09,17.52,53.88,42.92,23.3,134.91,74.72,61.19,24.56,100.47,0.01,92.51,0.72,34.01,06-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Mar-2019 - 00:00,15.56,7.68,735.04,1.93,49.04,27.6,61.96,55.45,23.61,167.58,86.66,53.11,26.7,112.12,0.02,101.7,0.79,34.55,07-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Mar-2019 - 00:00,16.64,9.8,735.2,2.06,53.12,34.42,67.63,64.02,29.13,209.0,108.71,50.29,24.18,110.01,0.01,111.98,0.5,55.55,08-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Mar-2019 - 00:00,17.55,7.86,734.15,1.99,52.86,32.77,73.34,65.72,24.93,190.06,76.74,49.54,23.47,102.2,0.03,111.89,0.52,48.58,09-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Mar-2019 - 00:00,17.68,3.5,733.81,1.75,50.46,16.57,56.36,43.48,22.84,154.23,64.41,47.48,28.94,110.49,0.07,76.99,0.79,21.2,10-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Mar-2019 - 00:00,17.72,4.74,733.79,1.88,47.62,19.97,61.76,49.12,33.77,152.04,70.34,42.32,27.64,118.68,0.01,93.15,0.56,20.45,11-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Mar-2019 - 00:00,19.55,6.17,733.8,2.06,53.74,29.09,74.54,63.35,31.44,204.93,76.55,43.58,30.35,97.34,0.06,134.18,1.07,43.11,12-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Mar-2019 - 00:00,18.67,3.58,733.84,1.94,48.76,9.55,55.99,37.57,24.67,134.44,49.81,47.0,14.63,105.13,0.06,101.55,0.63,32.69,13-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Mar-2019 - 00:00,17.43,6.43,733.68,2.17,55.33,39.88,87.45,79.02,15.17,242.22,76.25,46.6,29.93,65.87,0.02,103.52,0.34,53.32,14-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Mar-2019 - 00:00,15.54,6.6,733.86,2.1,61.79,55.01,71.84,83.05,14.17,210.41,97.29,57.87,29.51,76.1,0.07,107.68,0.69,57.31,15-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Mar-2019 - 00:00,16.44,4.47,735.17,1.75,55.73,22.51,54.44,47.31,20.64,143.18,78.18,55.44,22.52,122.35,0.04,75.77,0.63,25.59,16-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Mar-2019 - 00:00,17.43,6.26,733.85,1.76,48.19,8.39,55.9,36.56,31.21,129.27,64.92,48.26,22.03,120.11,0.03,74.96,0.63,24.17,17-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Mar-2019 - 00:00,18.92,7.06,733.84,1.85,53.96,11.76,63.43,43.31,28.22,177.45,97.98,45.49,33.85,118.09,0.01,77.2,0.49,33.95,18-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Mar-2019 - 00:00,19.01,8.29,734.32,2.13,54.5,26.06,71.86,59.46,29.7,189.45,97.81,48.03,23.13,117.64,0.01,96.85,0.43,42.73,19-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Mar-2019 - 00:00,20.93,8.62,734.0,2.16,54.33,39.56,76.33,72.85,25.62,230.64,102.77,43.73,29.04,113.77,0.01,100.96,0.31,58.43,20-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Mar-2019 - 00:00,23.79,6.91,733.94,2.13,53.05,28.57,76.83,64.14,25.3,215.77,76.25,37.87,20.28,110.47,0.06,109.99,0.34,40.61,21-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Mar-2019 - 00:00,22.91,6.96,733.91,1.97,60.64,7.74,50.48,33.14,29.38,189.66,101.33,42.42,29.63,110.76,0.03,100.18,0.3,22.2,22-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Mar-2019 - 00:00,21.17,3.66,733.85,1.53,45.52,3.22,44.76,26.42,33.68,116.44,34.56,36.34,18.84,116.49,0.06,76.56,0.75,10.49,23-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Mar-2019 - 00:00,21.22,4.8,733.83,1.57,44.24,2.53,41.11,23.87,41.51,123.02,45.71,38.63,23.51,117.36,0.05,76.82,0.9,14.16,24-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Mar-2019 - 00:00,21.77,3.61,733.87,1.62,45.18,3.73,44.6,26.76,28.35,125.33,52.75,42.23,28.23,116.15,0.06,72.07,0.63,14.39,25-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Mar-2019 - 00:00,20.81,4.28,733.86,1.71,52.59,7.56,46.64,30.97,21.72,145.43,61.4,49.69,23.39,111.92,0.07,77.18,0.66,21.71,26-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Mar-2019 - 00:00,21.18,6.76,733.88,1.78,54.37,9.23,56.17,37.37,27.31,162.29,70.31,45.7,26.73,116.0,0.03,70.84,0.57,21.56,27-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Mar-2019 - 00:00,21.51,8.27,733.7,2.13,52.17,25.88,71.44,59.1,23.56,160.11,65.38,43.29,22.48,44.86,0.03,73.13,0.43,41.56,28-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Mar-2019 - 00:00,24.89,10.29,733.98,2.62,61.03,57.08,76.55,87.2,34.7,262.07,122.05,40.72,35.52,113.27,0.01,94.48,0.35,76.31,29-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Mar-2019 - 00:00,27.03,10.65,734.24,2.51,60.35,72.28,84.58,103.89,28.27,255.38,99.38,43.79,23.72,110.34,0.02,106.24,0.4,118.52,30-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Mar-2019 - 00:00,28.62,8.38,734.15,2.15,60.04,33.74,80.36,70.24,32.3,225.64,83.81,40.49,21.51,106.01,0.02,99.65,0.4,46.71,31-Mar-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Mar-2019 - 00:00,26.4,4.03,733.99,1.56,48.57,3.32,45.95,27.1,32.73,160.05,46.61,33.12,24.53,111.26,0.06,75.08,0.77,14.92,01-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Apr-2019 - 00:00,24.74,6.5,733.93,1.7,46.78,3.92,50.95,30.19,37.1,176.17,60.14,32.77,28.47,106.3,0.05,67.28,0.72,23.5,02-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Apr-2019 - 00:00,25.57,8.39,733.96,1.93,51.0,12.71,70.91,48.05,38.36,215.36,90.17,31.57,30.37,111.55,0.02,77.14,0.41,39.89,03-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Apr-2019 - 00:00,26.56,7.85,733.99,2.19,50.59,24.57,71.1,57.81,34.59,211.82,81.78,31.65,28.08,109.24,0.02,70.23,0.46,48.45,04-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Apr-2019 - 00:00,28.61,9.99,734.07,2.32,57.28,40.6,89.59,80.71,40.39,241.43,99.82,33.25,34.86,106.27,0.02,90.06,0.42,65.02,05-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Apr-2019 - 00:00,29.84,10.85,734.11,2.44,62.87,59.73,91.69,97.39,47.59,256.01,104.53,33.41,32.7,104.08,0.03,76.48,0.46,70.63,06-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Apr-2019 - 00:00,30.48,10.59,734.12,2.25,55.54,38.12,75.09,70.98,28.22,302.48,82.78,30.15,40.43,103.39,0.02,98.91,0.4,61.08,07-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Apr-2019 - 00:00,28.59,9.62,734.82,2.24,72.36,28.83,68.32,59.8,40.85,329.74,141.97,44.91,26.7,96.37,0.01,122.25,0.58,46.0,08-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Apr-2019 - 00:00,26.74,5.3,734.03,1.92,58.98,18.42,66.63,50.46,28.82,263.1,57.67,39.43,16.99,109.23,0.02,120.92,0.46,26.28,09-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Apr-2019 - 00:00,28.19,8.08,734.06,2.38,60.5,35.34,88.05,75.5,40.65,235.86,81.85,36.2,37.63,107.56,0.01,125.9,0.4,58.95,10-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Apr-2019 - 00:00,30.04,9.44,734.11,2.18,58.05,49.46,76.95,81.25,31.27,230.8,88.61,32.54,25.81,107.26,0.03,91.3,0.54,57.14,11-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Apr-2019 - 00:00,30.94,5.65,734.13,1.97,51.38,17.68,72.4,52.87,28.72,203.72,60.05,27.85,26.33,104.55,0.04,92.28,0.49,45.92,12-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Apr-2019 - 00:00,29.4,4.38,734.06,2.17,50.04,7.51,55.09,35.39,32.82,209.04,45.44,31.44,20.42,92.18,0.05,94.47,0.66,34.64,13-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Apr-2019 - 00:00,29.94,3.71,734.08,1.68,46.76,6.77,55.25,34.9,27.58,174.43,43.62,28.79,28.1,102.0,0.08,86.09,0.92,26.23,14-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Apr-2019 - 00:00,30.12,2.96,734.09,1.61,44.64,5.85,47.06,29.8,25.9,155.73,38.33,28.77,26.4,103.54,0.06,72.82,0.78,22.8,15-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Apr-2019 - 00:00,31.91,4.56,734.15,2.24,48.04,37.77,56.9,61.0,27.75,180.62,56.94,25.63,35.91,102.67,0.04,85.09,0.7,50.16,16-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Apr-2019 - 00:00,23.47,3.73,740.92,1.57,50.87,8.18,46.43,31.28,25.98,164.73,39.62,48.25,10.67,78.2,0.16,105.17,1.86,22.76,17-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Apr-2019 - 00:00,20.88,2.56,733.9,1.49,44.15,4.2,40.3,24.77,30.43,52.4,14.21,53.05,14.83,90.12,0.11,109.17,1.43,12.78,18-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Apr-2019 - 00:00,22.49,6.07,734.35,1.66,44.49,7.33,53.97,34.64,32.89,84.9,33.57,47.87,14.95,109.29,0.03,97.18,0.61,24.06,19-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Apr-2019 - 00:00,24.94,6.67,733.93,1.75,49.35,7.25,51.53,33.25,36.32,150.83,76.52,38.18,27.51,104.58,0.03,62.83,0.67,25.62,20-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Apr-2019 - 00:00,27.17,10.86,734.0,2.25,47.99,16.21,70.22,50.26,41.82,214.58,99.53,32.88,35.75,104.2,0.01,87.44,0.51,48.29,21-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Apr-2019 - 00:00,29.26,8.81,734.05,2.19,51.02,30.34,73.96,64.02,35.63,226.81,106.84,29.81,32.5,101.59,0.02,88.86,0.76,53.25,22-Apr-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
