from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
13-Aug-2019 - 00:00,27.79,11.56,734.16,1.29,36.38,8.49,32.87,24.41,8.93,53.84,19.6,67.57,18.52,72.87,0.03,81.46,1.06,47.42,14-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Aug-2019 - 00:00,27.42,8.88,737.05,1.5,36.43,10.08,42.89,31.03,14.82,68.86,34.86,69.43,12.65,79.09,0.01,101.55,0.49,62.88,15-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Aug-2019 - 00:00,28.66,6.2,743.91,1.73,35.54,10.09,33.86,26.24,10.02,58.76,30.54,65.45,13.33,83.27,0.0,128.25,0.67,33.91,16-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Aug-2019 - 00:00,26.81,5.71,742.56,1.29,32.34,11.88,30.19,25.74,9.55,41.25,18.19,67.17,12.68,66.73,0.01,137.4,0.89,27.26,17-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Aug-2019 - 00:00,24.43,4.24,744.06,1.12,32.34,11.13,23.28,21.47,7.0,20.71,7.0,75.24,14.07,43.82,0.07,139.27,1.16,26.57,18-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Aug-2019 - 00:00,24.63,7.57,758.15,1.37,33.49,14.49,28.33,26.89,8.44,35.97,14.38,74.13,18.99,60.07,0.02,95.07,0.77,33.91,19-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Aug-2019 - 00:00,27.61,10.55,734.41,1.45,34.4,20.22,39.61,37.55,11.31,85.17,41.27,66.27,15.05,78.96,0.01,97.7,0.49,55.86,20-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Aug-2019 - 00:00,28.69,8.0,734.34,1.31,36.43,7.93,37.45,26.39,13.31,81.81,47.54,62.92,12.14,76.6,0.03,94.36,0.84,41.77,21-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Aug-2019 - 00:00,29.67,10.7,734.3,1.37,37.88,4.13,38.24,23.71,15.34,121.48,47.89,60.29,17.99,82.59,0.02,86.68,0.84,55.75,22-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Aug-2019 - 00:00,27.86,13.45,739.41,1.52,38.75,20.21,51.07,43.64,13.94,117.99,40.42,61.98,17.66,84.6,0.01,90.76,0.67,69.48,23-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Aug-2019 - 00:00,28.72,12.55,735.34,1.96,42.33,64.69,51.81,81.33,11.92,141.98,55.82,64.49,11.53,87.4,0.01,96.14,0.49,79.96,24-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Aug-2019 - 00:00,27.62,13.91,738.33,2.09,43.05,66.85,51.35,81.76,12.47,145.98,64.78,67.99,12.52,65.6,0.01,107.98,0.42,74.84,25-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Aug-2019 - 00:00,25.94,6.64,734.15,1.13,38.82,14.87,41.02,33.94,11.88,63.66,37.13,69.54,12.0,65.28,0.02,132.35,0.55,30.66,26-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Aug-2019 - 00:00,28.15,7.82,734.25,1.77,36.25,28.42,43.46,46.29,11.11,73.24,28.74,63.87,11.05,80.97,0.03,145.29,0.68,41.46,27-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Aug-2019 - 00:00,30.21,10.28,734.32,1.59,37.39,23.86,45.48,43.64,16.81,88.22,34.18,59.29,12.09,80.36,0.0,133.09,0.4,54.61,28-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Aug-2019 - 00:00,31.06,8.39,734.24,1.4,36.72,12.46,39.82,31.34,16.47,92.29,39.22,58.1,13.44,74.46,0.02,134.23,0.48,41.28,29-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Aug-2019 - 00:00,30.94,5.44,734.43,1.27,35.8,4.82,33.52,21.76,15.58,74.27,37.37,58.08,17.05,93.95,0.06,134.11,0.85,30.75,30-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Aug-2019 - 00:00,30.41,8.0,734.44,1.26,35.25,1.57,40.73,22.9,28.33,101.67,50.84,59.48,18.63,78.37,0.02,114.76,0.59,44.17,31-Aug-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Aug-2019 - 00:00,29.57,7.65,740.68,2.38,35.54,16.28,42.48,35.86,19.69,139.3,67.21,64.64,18.63,73.55,0.01,92.64,0.55,83.88,01-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Sep-2019 - 00:00,27.36,7.15,740.29,1.51,34.64,9.61,34.14,25.99,13.87,82.48,40.7,67.3,12.93,65.56,0.02,135.83,0.68,42.47,02-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Sep-2019 - 00:00,29.83,5.12,734.19,1.44,37.22,3.86,37.17,22.92,24.63,89.11,46.67,61.08,15.35,98.01,0.01,119.32,0.49,31.81,03-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Sep-2019 - 00:00,30.12,8.83,734.12,1.77,40.27,8.77,48.64,33.02,20.79,136.92,71.22,61.84,14.17,74.01,0.01,119.12,0.43,50.65,04-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Sep-2019 - 00:00,29.73,10.36,734.12,1.73,41.41,10.21,53.7,36.89,21.1,148.91,81.54,63.37,13.2,76.96,0.01,134.29,0.46,49.57,05-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Sep-2019 - 00:00,29.47,5.69,734.11,1.41,40.33,9.36,42.58,30.28,13.91,66.45,31.0,62.72,20.19,79.95,0.04,143.16,0.66,30.69,06-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Sep-2019 - 00:00,29.72,10.23,734.65,1.2,44.83,5.5,47.24,29.61,30.3,77.11,47.71,61.68,50.3,83.54,0.07,139.71,0.93,51.49,07-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Sep-2019 - 00:00,28.29,6.99,739.69,1.53,44.49,12.16,51.44,37.27,8.16,79.4,29.12,65.97,13.63,85.57,0.06,134.73,0.8,41.57,08-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Sep-2019 - 00:00,29.44,5.45,734.02,1.43,38.85,8.64,42.76,29.78,14.19,92.37,35.48,62.97,17.22,95.29,0.02,139.76,0.55,30.11,09-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Sep-2019 - 00:00,30.76,6.4,734.27,1.56,39.71,6.16,48.21,30.66,18.66,114.36,56.46,59.03,14.52,95.12,0.03,125.0,0.64,34.12,10-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Sep-2019 - 00:00,31.33,6.97,734.26,1.63,39.75,9.61,50.4,34.63,25.44,136.04,63.64,56.23,12.74,102.02,0.01,143.12,0.46,50.21,11-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Sep-2019 - 00:00,31.92,9.63,734.32,1.6,40.22,9.47,56.01,37.28,26.49,156.05,82.36,55.63,16.52,97.91,0.01,130.0,0.38,47.83,12-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Sep-2019 - 00:00,30.83,6.54,734.18,1.4,39.43,5.49,46.62,29.26,22.38,114.33,63.11,59.49,16.19,92.59,0.1,135.38,0.98,32.65,13-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Sep-2019 - 00:00,30.19,5.5,734.28,1.48,39.02,7.83,41.08,28.23,23.1,83.11,32.74,59.77,11.21,89.29,0.05,136.47,0.74,32.83,14-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Sep-2019 - 00:00,29.45,4.2,734.15,1.44,36.61,9.66,40.98,29.67,13.27,68.02,25.88,60.0,14.44,86.86,0.03,147.18,0.83,24.06,15-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Sep-2019 - 00:00,27.95,5.09,734.01,1.45,35.64,6.72,42.16,27.91,13.37,80.14,38.58,64.6,8.21,58.78,0.03,122.5,0.62,28.81,16-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Sep-2019 - 00:00,29.96,8.07,734.26,1.63,35.76,14.51,50.58,38.72,17.91,131.64,60.85,59.89,6.88,94.93,0.01,91.33,0.53,46.0,17-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Sep-2019 - 00:00,29.69,8.36,734.41,1.63,35.18,7.75,53.18,34.6,23.96,127.47,58.6,57.63,13.04,86.6,0.02,103.53,0.64,42.41,18-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Sep-2019 - 00:00,28.84,5.11,734.3,1.46,34.22,4.75,51.88,31.47,18.54,82.06,33.08,55.76,15.12,101.55,0.07,139.61,1.04,27.77,19-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Sep-2019 - 00:00,26.43,4.13,734.01,1.33,32.36,7.15,41.07,27.66,12.79,48.8,19.35,61.52,5.98,63.35,0.08,143.66,1.04,23.12,20-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Sep-2019 - 00:00,27.93,5.2,734.1,1.5,31.88,9.21,44.15,30.99,14.87,65.07,28.69,59.02,13.82,88.78,0.05,123.86,0.83,30.69,21-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Sep-2019 - 00:00,27.16,6.5,734.38,1.31,32.9,4.44,43.83,26.94,20.23,70.06,41.26,61.68,14.73,83.79,0.04,106.09,0.86,39.9,22-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Sep-2019 - 00:00,24.7,4.11,736.3,,,,,,5.63,58.08,26.98,65.59,,67.78,0.03,128.08,0.85,17.81,23-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Sep-2019 - 00:00,25.68,5.6,735.37,1.55,35.1,8.61,55.15,35.98,17.19,69.8,26.87,63.03,13.57,69.34,0.02,139.19,0.56,34.65,24-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Sep-2019 - 00:00,26.31,7.77,734.4,1.17,34.53,12.08,53.95,38.54,14.22,87.81,39.2,61.52,3.8,76.27,0.05,125.15,0.76,44.08,25-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Sep-2019 - 00:00,26.89,5.95,735.04,1.53,34.21,8.46,51.51,34.3,9.94,79.56,32.26,61.4,25.52,90.86,0.02,136.22,0.75,26.37,26-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Sep-2019 - 00:00,27.15,7.88,734.13,1.41,32.61,21.35,47.03,42.43,21.74,66.7,23.84,60.91,8.23,73.82,0.02,141.08,0.72,32.3,27-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Sep-2019 - 00:00,25.72,3.77,733.93,1.33,32.55,17.92,43.1,37.53,13.65,61.02,15.75,63.13,12.12,57.54,0.01,139.74,0.71,28.37,28-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Sep-2019 - 00:00,25.3,4.17,733.84,1.38,33.25,20.63,44.42,40.45,17.16,70.84,25.82,64.2,8.25,71.33,0.02,137.08,0.71,32.64,29-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Sep-2019 - 00:00,24.69,2.29,733.81,1.23,30.56,9.18,37.93,27.66,11.21,44.6,15.16,65.21,13.35,67.47,0.04,131.96,0.75,17.72,30-Sep-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Sep-2019 - 00:00,24.91,3.9,733.93,1.35,30.84,10.68,46.59,32.94,17.12,75.45,22.56,65.0,18.27,67.41,0.06,123.55,0.82,26.25,01-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Oct-2019 - 00:00,25.51,4.28,734.11,1.3,37.95,9.21,43.31,30.55,17.24,81.04,42.55,64.34,22.06,81.03,0.06,125.72,0.81,31.67,02-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Oct-2019 - 00:00,26.28,5.44,734.24,1.57,37.09,13.98,44.38,35.0,21.11,92.36,42.19,61.03,14.39,91.57,0.01,110.98,0.49,27.41,03-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Oct-2019 - 00:00,26.59,10.71,742.72,1.63,37.7,31.2,58.98,56.81,25.02,141.59,61.83,59.7,21.34,98.24,0.04,127.78,0.7,53.33,04-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Oct-2019 - 00:00,24.43,5.95,735.22,1.45,38.14,5.97,46.71,29.71,16.73,90.12,40.54,62.65,19.49,105.0,0.03,84.8,0.76,37.12,05-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Oct-2019 - 00:00,24.58,4.31,734.14,1.41,35.0,6.7,49.71,31.91,18.15,95.72,34.94,56.56,16.2,108.9,0.02,75.93,0.69,23.95,06-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Oct-2019 - 00:00,25.0,4.38,734.15,1.29,37.31,2.61,49.83,28.63,21.64,136.98,52.57,57.5,18.68,103.58,0.01,74.14,0.57,28.77,07-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Oct-2019 - 00:00,25.55,4.92,734.23,1.26,32.71,1.49,34.31,19.46,23.12,130.37,43.38,54.82,18.63,109.81,0.01,82.11,0.88,21.45,08-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Oct-2019 - 00:00,24.44,6.22,734.22,1.48,30.47,3.41,35.79,21.81,21.63,119.8,41.48,54.56,13.29,107.76,0.0,92.55,0.62,27.48,09-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Oct-2019 - 00:00,25.46,9.68,734.34,1.78,37.83,30.02,77.82,65.87,35.81,188.49,73.14,53.25,15.86,101.98,0.02,116.86,0.5,55.85,10-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Oct-2019 - 00:00,25.63,8.96,734.5,1.8,49.33,30.32,94.78,75.09,29.28,242.21,101.24,52.35,25.57,99.63,0.02,95.54,0.44,77.59,11-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Oct-2019 - 00:00,25.2,9.9,734.38,1.37,47.21,17.18,60.87,46.39,25.17,207.72,94.44,54.09,12.5,101.28,0.01,85.15,0.39,80.22,12-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Oct-2019 - 00:00,25.78,7.78,734.3,1.39,39.31,12.56,50.57,37.14,24.56,201.46,98.6,54.68,11.37,97.9,0.01,69.68,0.44,50.36,13-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Oct-2019 - 00:00,25.57,9.03,734.23,1.6,39.2,29.11,51.92,51.35,23.84,260.42,128.48,53.97,16.23,91.88,0.01,65.28,0.38,66.0,14-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Oct-2019 - 00:00,25.63,8.8,734.38,1.81,39.98,35.41,56.08,58.69,21.99,258.12,118.29,55.11,10.62,95.67,0.01,76.49,0.41,76.07,15-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Oct-2019 - 00:00,26.19,9.44,734.51,2.32,45.37,96.56,75.85,119.04,25.96,290.79,130.09,54.82,10.14,94.7,0.01,99.38,0.4,101.12,16-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Oct-2019 - 00:00,26.33,8.55,734.6,1.87,45.08,28.8,69.42,60.4,31.55,285.15,138.93,55.44,16.41,89.7,0.01,100.72,0.43,66.07,17-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Oct-2019 - 00:00,26.32,8.1,734.59,1.44,39.87,13.57,58.15,41.99,20.84,221.0,106.39,52.79,16.63,90.87,0.01,123.18,0.41,54.0,18-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Oct-2019 - 00:00,25.77,5.21,734.46,1.14,37.64,7.7,47.81,31.71,19.74,178.26,78.59,51.02,8.81,91.16,0.04,126.39,0.74,27.93,19-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Oct-2019 - 00:00,25.02,7.09,734.35,1.17,37.61,16.4,47.77,38.77,29.16,173.34,74.83,50.91,13.86,123.84,0.01,107.46,0.47,47.93,20-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Oct-2019 - 00:00,25.22,0.0,726.66,2.0,22.6,18.12,67.32,50.58,8.93,194.77,74.25,60.58,16.18,,0.9,72.0,0.3,4.33,22-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Oct-2019 - 00:00,31.48,0.02,733.7,1.58,19.21,12.89,48.89,36.51,19.55,228.36,99.92,60.81,11.21,,0.0,94.06,0.61,0.01,23-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Oct-2019 - 00:00,31.98,0.02,733.75,2.28,20.34,52.41,55.1,72.04,20.55,303.51,130.54,62.26,9.39,,0.01,117.58,0.43,0.02,24-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Oct-2019 - 00:00,32.38,0.89,734.27,2.71,24.75,115.39,72.11,132.43,35.67,400.07,187.22,66.74,13.84,,0.0,126.29,0.32,70.63,25-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Oct-2019 - 00:00,32.02,7.47,733.94,2.07,21.95,47.75,63.45,72.68,22.6,278.88,126.02,63.41,8.95,,0.02,122.71,0.45,91.46,26-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Oct-2019 - 00:00,31.64,12.44,734.14,2.52,24.07,70.59,64.81,92.01,28.95,331.33,162.66,67.97,12.73,,0.01,100.1,0.36,124.24,27-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Oct-2019 - 00:00,31.44,9.48,734.34,2.16,25.43,39.55,48.65,58.12,20.08,367.18,205.68,66.32,17.98,,0.02,75.68,0.56,87.07,28-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Oct-2019 - 00:00,31.04,12.08,734.04,1.79,29.61,19.95,43.94,39.63,18.63,388.16,294.02,67.83,28.98,,0.0,75.09,0.32,49.4,29-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Oct-2019 - 00:00,30.58,15.9,735.22,1.89,30.07,50.0,55.84,70.46,12.29,479.16,314.27,73.51,21.56,,0.0,58.18,0.3,114.31,30-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Oct-2019 - 00:00,31.38,14.57,735.57,2.89,31.93,86.49,56.71,100.68,12.41,466.24,285.36,70.93,30.24,,0.0,67.55,0.32,138.73,31-Oct-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Oct-2019 - 00:00,30.8,,737.18,3.6,35.11,92.72,64.38,109.84,11.96,544.06,350.97,71.98,23.81,,0.0,57.06,0.3,152.29,01-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Nov-2019 - 00:00,31.61,,736.6,1.3,36.8,35.15,80.3,71.37,16.24,601.32,396.71,69.28,21.87,,0.0,64.84,0.34,158.83,02-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Nov-2019 - 00:00,30.34,13.77,734.56,2.08,34.06,11.84,55.82,39.35,10.22,510.53,354.33,73.84,21.95,,0.0,63.95,0.42,76.12,03-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Nov-2019 - 00:00,29.17,14.82,741.84,2.24,38.98,5.94,46.15,29.39,9.85,657.68,592.14,79.54,24.27,,0.0,63.33,0.45,66.32,04-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Nov-2019 - 00:00,30.49,11.05,736.39,1.6,29.15,8.56,45.39,31.13,15.0,423.52,307.38,69.0,16.28,,0.0,78.99,0.58,74.55,05-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Nov-2019 - 00:00,30.21,9.4,733.9,1.81,34.74,22.7,37.36,37.98,20.41,311.59,205.35,64.79,12.08,,0.0,88.7,0.66,75.42,06-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Nov-2019 - 00:00,30.73,6.43,733.96,1.44,41.18,35.88,40.51,50.81,13.66,221.86,99.96,60.84,13.58,,0.04,106.29,0.52,57.23,07-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Nov-2019 - 00:00,27.41,8.55,733.9,2.22,49.49,52.41,46.4,67.42,7.45,300.79,178.45,73.01,13.95,,0.0,110.71,0.41,62.86,08-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Nov-2019 - 00:00,29.27,7.58,735.91,1.49,50.92,64.6,29.21,68.19,13.53,274.22,147.19,70.95,28.01,,0.0,103.93,0.33,96.99,09-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Nov-2019 - 00:00,29.21,5.4,735.81,1.06,36.51,10.38,46.86,33.36,14.36,229.72,134.15,65.13,11.43,,0.01,89.54,0.53,41.98,10-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Nov-2019 - 00:00,28.37,5.51,733.63,1.7,42.87,17.6,52.29,42.16,18.57,310.76,194.62,57.81,11.74,,0.0,95.43,0.37,34.32,11-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Nov-2019 - 00:00,27.6,6.38,735.03,2.21,51.88,42.42,58.15,65.51,19.14,409.16,262.45,59.29,19.81,,0.0,109.54,0.34,68.53,12-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Nov-2019 - 00:00,26.79,8.87,733.7,2.46,59.75,35.79,65.78,64.16,23.01,594.32,415.24,63.42,12.78,,0.0,119.74,0.33,87.73,13-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Nov-2019 - 00:00,27.42,10.17,733.97,2.81,75.99,85.9,60.06,101.98,21.07,625.15,402.44,68.64,10.03,,0.0,125.41,0.3,121.43,14-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Nov-2019 - 00:00,27.6,11.56,734.93,3.31,87.59,69.67,74.01,96.17,20.65,,387.48,73.14,19.28,,0.0,116.77,0.3,177.42,15-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Nov-2019 - 00:00,27.84,9.71,734.7,2.8,87.23,38.49,65.33,66.13,18.05,511.1,455.25,72.62,17.88,,0.01,87.59,0.38,102.59,16-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Nov-2019 - 00:00,28.52,5.2,734.77,1.64,60.91,10.01,56.89,38.81,16.28,286.35,175.42,67.7,9.94,,0.02,71.06,0.79,36.06,17-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Nov-2019 - 00:00,28.22,6.55,734.62,1.74,50.85,4.23,48.75,29.35,15.48,160.43,100.57,64.79,17.68,,0.0,77.61,1.0,34.61,18-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Nov-2019 - 00:00,26.69,7.4,735.03,1.48,44.08,35.76,38.48,49.6,22.72,167.9,102.66,70.08,10.49,,0.0,104.6,0.76,72.49,19-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Nov-2019 - 00:00,26.46,9.76,734.2,1.79,45.2,31.94,44.07,49.48,17.54,222.36,129.98,69.14,11.34,,0.0,119.82,0.44,93.44,20-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Nov-2019 - 00:00,26.56,9.23,735.35,2.75,58.43,45.79,47.52,62.61,20.64,326.02,191.41,68.92,14.36,,0.0,151.5,0.34,125.32,21-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Nov-2019 - 00:00,26.8,9.81,734.12,3.26,74.58,71.11,62.92,89.68,19.46,408.26,223.75,67.67,8.16,,0.0,142.94,0.33,150.23,22-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Nov-2019 - 00:00,27.16,9.31,735.78,1.99,72.47,62.13,62.92,82.75,21.2,316.22,187.42,68.19,3.67,,0.0,135.52,0.34,121.57,23-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Nov-2019 - 00:00,27.22,6.97,733.78,1.47,47.29,11.26,50.78,36.18,13.09,200.9,119.2,66.32,17.92,,0.0,73.09,0.43,82.48,24-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Nov-2019 - 00:00,27.61,4.63,734.26,1.6,43.45,4.54,48.38,29.33,17.44,165.67,101.8,67.0,13.53,,0.0,78.41,0.43,32.93,25-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Nov-2019 - 00:00,27.36,5.68,734.29,2.15,62.06,36.85,44.36,53.65,15.1,222.04,119.97,66.65,15.08,63.64,0.0,126.83,0.32,69.26,26-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Nov-2019 - 00:00,28.52,5.74,733.68,1.67,68.09,31.31,59.84,57.36,14.41,233.36,106.05,62.67,16.81,55.73,0.01,118.8,0.46,50.16,27-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Nov-2019 - 00:00,26.77,3.77,734.68,1.6,58.09,20.14,52.32,44.25,11.19,138.85,63.7,71.6,12.58,54.93,0.02,121.9,0.59,36.78,28-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Nov-2019 - 00:00,24.42,1.95,746.15,1.37,50.4,13.47,41.15,32.87,10.97,68.4,31.25,78.68,15.5,50.64,0.01,125.88,0.76,20.05,29-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Nov-2019 - 00:00,24.75,3.52,737.27,1.58,55.7,31.78,38.45,46.36,12.38,102.97,52.28,79.25,15.01,91.29,0.01,113.91,0.43,41.05,30-Nov-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Nov-2019 - 00:00,23.3,6.93,751.12,1.65,57.23,19.91,41.76,38.43,12.04,155.22,100.01,85.19,7.36,86.86,0.0,89.3,0.56,84.47,01-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Dec-2019 - 00:00,22.89,7.2,735.47,1.66,56.48,18.48,46.32,38.99,18.39,185.05,126.64,75.54,13.18,92.95,0.0,121.64,0.49,48.03,02-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Dec-2019 - 00:00,22.49,6.27,734.73,1.58,61.18,29.77,46.66,49.07,16.83,212.84,139.05,72.09,3.02,96.67,0.0,131.64,0.53,55.56,03-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Dec-2019 - 00:00,22.46,6.86,733.84,1.87,64.26,23.37,45.73,43.35,17.68,228.22,142.12,67.61,9.88,99.69,0.0,112.32,0.46,113.41,04-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
