from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
28-Jul-2019 - 00:00,0.0,0.63,2.16,0.0,6.68,15.47,12.78,16.91,0.77,6.87,0.85,61.32,32.3,26.47,1.2,722.83,80.75,119.0,0.11,98.06,29-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Jul-2019 - 00:00,0.43,1.05,0.59,0.02,8.71,17.6,16.18,18.73,1.19,6.74,0.99,46.81,20.87,27.79,0.28,724.28,73.65,173.8,0.35,56.07,30-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Jul-2019 - 00:00,1.55,0.96,3.09,0.24,7.39,16.84,14.71,18.32,0.99,8.25,0.83,83.41,24.31,32.98,0.16,724.15,67.61,176.58,0.02,50.7,31-Jul-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Jul-2019 - 00:00,1.68,0.79,3.31,0.18,6.78,16.64,14.12,16.4,0.81,9.0,0.82,82.5,30.88,38.9,0.04,722.23,66.22,166.31,0.13,98.87,01-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Aug-2019 - 00:00,1.39,0.51,2.84,0.08,10.18,24.65,21.02,19.01,0.68,7.83,0.72,81.26,40.73,38.23,0.05,720.91,68.97,185.49,-0.13,115.87,02-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Aug-2019 - 00:00,1.88,0.91,4.21,0.32,14.99,33.85,29.71,21.31,0.86,8.15,0.73,68.28,33.09,26.24,0.13,721.1,75.64,146.55,0.02,200.8,03-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Aug-2019 - 00:00,1.62,0.76,3.24,0.05,13.15,30.4,26.43,20.93,0.57,7.51,0.8,75.02,44.9,33.51,0.0,722.25,72.94,223.69,0.08,161.44,04-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Aug-2019 - 00:00,1.29,0.52,2.82,0.08,12.43,43.64,32.76,21.09,0.64,8.25,1.04,74.52,39.1,32.93,0.07,723.58,63.56,97.92,-0.1,202.28,05-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Aug-2019 - 00:00,2.52,1.34,4.62,0.39,20.34,48.42,41.61,23.54,0.71,7.65,1.09,87.13,42.45,30.75,0.14,729.07,67.27,157.94,0.25,210.68,06-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Aug-2019 - 00:00,1.76,0.5,3.19,0.19,15.4,40.15,33.32,21.7,0.81,7.57,0.81,67.54,27.67,24.73,0.04,726.14,80.57,105.95,0.18,246.92,07-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Aug-2019 - 00:00,3.0,1.35,5.52,0.74,23.93,38.99,39.55,23.52,0.58,9.58,1.08,66.08,37.36,20.72,0.45,726.47,90.58,109.35,-0.09,148.78,08-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Aug-2019 - 00:00,2.66,1.2,4.53,1.44,17.17,40.56,34.96,22.76,1.04,8.85,0.88,73.74,32.74,26.42,0.26,724.41,80.47,232.88,-0.25,91.17,09-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Aug-2019 - 00:00,1.78,0.62,3.19,0.55,11.7,20.64,20.16,18.61,2.05,11.77,0.71,69.53,27.36,32.76,0.13,719.5,83.68,190.31,0.34,60.79,10-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Aug-2019 - 00:00,0.56,0.09,1.51,0.09,5.26,10.82,9.83,18.17,1.13,11.81,0.58,35.16,16.09,28.69,0.02,718.93,92.92,173.86,-0.79,133.92,11-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Aug-2019 - 00:00,0.54,0.22,1.81,0.06,7.27,28.99,20.96,20.21,0.69,12.36,0.61,42.73,16.06,27.02,0.0,719.53,88.12,99.62,-0.8,183.62,12-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Aug-2019 - 00:00,1.02,0.18,2.36,0.08,14.72,27.35,26.09,19.87,1.0,11.25,0.69,69.07,30.81,23.15,0.0,717.69,85.93,200.66,-0.24,271.02,13-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Aug-2019 - 00:00,1.67,0.71,3.62,0.37,20.28,36.7,35.43,23.27,0.94,11.39,0.88,106.59,52.57,21.21,0.24,721.31,85.89,103.2,-0.29,260.83,14-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Aug-2019 - 00:00,2.4,1.04,4.72,0.65,35.27,36.22,47.74,22.91,0.75,10.1,0.85,75.76,34.86,18.96,0.18,722.82,94.95,92.55,-0.58,283.93,15-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Aug-2019 - 00:00,1.32,0.3,3.14,0.06,16.38,23.2,25.26,20.7,0.96,9.0,0.62,61.83,28.27,37.36,0.0,715.22,95.35,117.19,-0.47,171.81,16-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Aug-2019 - 00:00,1.42,0.44,3.04,0.14,19.61,16.67,24.42,21.84,1.1,8.95,0.64,47.43,21.94,26.66,0.0,720.54,91.06,176.42,-0.5,127.57,17-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Aug-2019 - 00:00,0.94,0.1,2.21,0.0,19.56,19.19,25.71,23.31,0.94,9.18,0.49,35.05,17.47,19.35,0.12,722.17,72.04,66.95,-0.37,244.76,18-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Aug-2019 - 00:00,0.51,0.06,1.93,0.0,23.73,21.16,30.08,22.33,0.93,8.6,0.48,55.92,23.95,21.48,0.0,728.64,46.52,188.55,0.13,260.92,19-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Aug-2019 - 00:00,1.55,0.63,3.44,0.17,30.43,28.68,39.38,27.48,1.03,8.44,0.58,94.6,33.93,22.44,0.0,735.47,47.43,233.09,-0.09,299.44,20-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Aug-2019 - 00:00,1.49,0.68,4.05,0.42,22.48,51.48,44.82,31.15,1.15,9.09,0.64,109.65,35.89,25.85,0.65,729.14,39.16,260.09,-0.46,309.88,21-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Aug-2019 - 00:00,1.25,0.42,2.99,0.08,18.21,55.6,43.98,33.81,1.22,7.61,0.62,80.96,31.43,30.03,0.35,721.99,66.65,268.07,-0.23,285.39,22-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Aug-2019 - 00:00,1.79,0.74,4.3,0.34,18.8,28.13,28.66,32.22,1.05,9.71,0.81,74.05,38.44,23.35,0.31,723.01,69.53,250.94,-0.85,276.77,23-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Aug-2019 - 00:00,1.34,0.26,3.24,0.1,10.4,5.84,10.76,23.38,1.25,8.19,0.56,54.59,34.79,31.01,0.0,724.8,66.06,230.7,-0.43,273.3,24-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Aug-2019 - 00:00,1.23,0.21,3.21,0.14,7.6,9.24,10.92,23.97,1.17,8.55,0.58,52.11,39.37,25.7,0.02,726.04,63.33,227.3,-0.6,284.24,25-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Aug-2019 - 00:00,0.6,0.2,2.54,0.03,3.84,14.26,10.53,22.93,0.94,9.46,0.52,58.33,39.82,34.45,0.23,726.05,78.57,134.38,-1.19,168.03,26-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Aug-2019 - 00:00,1.11,0.57,3.28,0.1,10.66,38.66,28.29,19.47,0.97,7.86,0.64,41.96,18.41,32.02,0.36,725.07,81.03,203.48,-1.21,47.25,27-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Aug-2019 - 00:00,2.0,0.86,4.17,0.4,14.99,50.54,38.42,17.96,0.86,8.15,0.76,56.97,34.33,33.46,0.31,722.71,80.39,202.82,-1.28,74.12,28-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Aug-2019 - 00:00,1.82,0.99,4.04,0.29,9.21,31.87,23.83,38.1,1.1,8.78,0.63,60.61,34.98,34.67,0.2,723.75,79.29,234.24,-0.8,58.18,29-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Aug-2019 - 00:00,1.32,0.58,2.95,0.2,8.94,19.63,17.38,31.47,0.74,9.14,0.67,58.49,33.99,34.6,0.16,724.85,83.28,209.47,-1.47,79.2,30-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Aug-2019 - 00:00,1.19,0.77,2.41,0.35,13.75,29.49,27.33,30.79,0.73,9.87,0.54,67.48,35.67,33.19,0.32,726.97,80.28,217.93,-0.93,128.53,31-Aug-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Aug-2019 - 00:00,0.5,0.45,1.22,0.08,23.63,48.82,44.47,79.8,0.61,10.11,0.78,73.89,31.14,36.76,0.16,725.1,70.76,203.58,-0.79,214.92,01-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Sep-2019 - 00:00,0.76,0.67,2.08,0.21,19.75,68.91,51.84,46.3,0.46,8.31,0.67,97.57,46.13,28.72,0.51,725.73,78.09,20.17,-1.3,122.02,02-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Sep-2019 - 00:00,1.94,0.42,1.55,6.9,11.53,52.0,36.03,23.97,0.81,18.59,0.78,69.89,40.5,31.27,0.47,727.6,78.58,228.76,-0.29,123.37,03-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Sep-2019 - 00:00,1.27,0.7,2.74,1.01,13.9,45.19,34.76,17.75,0.61,12.43,0.8,91.41,55.61,33.17,0.24,728.19,73.69,200.71,-0.92,213.82,04-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Sep-2019 - 00:00,1.76,0.95,4.12,0.82,19.82,40.83,37.34,48.45,0.69,14.23,1.05,76.28,41.62,27.64,0.35,728.29,88.05,200.42,-0.86,132.75,05-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Sep-2019 - 00:00,1.37,0.78,2.99,0.47,12.56,35.07,28.39,52.94,0.71,13.12,0.81,82.96,46.55,33.26,0.22,730.11,83.09,194.2,-0.67,48.84,06-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Sep-2019 - 00:00,1.4,0.88,3.47,0.47,16.89,28.17,28.23,57.56,0.55,13.94,0.93,91.69,41.87,28.24,0.48,726.24,88.08,143.53,-1.07,117.05,07-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Sep-2019 - 00:00,1.09,0.7,2.56,0.27,13.56,31.3,27.21,48.29,0.48,9.13,0.76,76.47,32.08,29.97,0.19,724.1,85.76,155.98,-1.17,113.54,08-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Sep-2019 - 00:00,0.73,0.54,1.82,0.1,5.47,16.19,12.84,19.05,0.79,8.86,0.54,72.42,29.5,36.26,0.06,723.37,84.2,224.87,-0.53,54.13,09-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Sep-2019 - 00:00,1.56,1.0,3.52,0.53,8.25,26.69,20.55,34.26,0.68,10.25,1.62,111.62,56.2,44.92,0.39,722.95,62.78,331.03,-0.66,55.76,10-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Sep-2019 - 00:00,1.41,1.01,3.37,0.45,8.56,39.9,27.69,31.16,0.56,10.56,0.73,140.57,70.48,42.85,0.39,722.19,63.78,209.87,-1.05,194.07,11-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Sep-2019 - 00:00,0.86,0.61,2.39,0.2,8.44,42.84,29.14,30.19,0.9,10.89,0.81,125.0,52.75,33.16,0.08,721.69,68.31,228.42,-0.22,255.7,12-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Sep-2019 - 00:00,0.72,0.42,1.93,0.09,6.92,37.28,25.02,28.24,1.35,13.32,0.79,115.48,41.5,38.42,0.03,722.72,68.36,229.53,0.85,245.84,13-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Sep-2019 - 00:00,0.72,0.4,1.86,0.17,6.66,39.92,26.18,27.47,0.95,11.42,0.74,105.49,49.67,39.94,0.07,729.95,72.96,178.5,-0.02,195.79,14-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Sep-2019 - 00:00,0.82,0.49,2.03,0.14,6.18,16.11,13.35,26.68,0.93,13.02,0.58,92.22,37.78,37.08,0.15,731.1,73.17,221.49,-0.13,146.69,15-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Sep-2019 - 00:00,0.87,0.54,2.4,0.23,7.94,11.77,12.49,30.89,0.4,12.96,0.63,69.63,35.58,24.46,0.18,731.65,91.49,80.33,-1.4,203.22,16-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Sep-2019 - 00:00,1.05,0.77,2.64,0.22,11.1,18.16,18.49,33.37,0.6,11.78,0.68,133.46,50.23,29.15,0.16,730.1,77.89,188.93,-0.91,240.83,17-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Sep-2019 - 00:00,0.77,0.87,2.27,0.23,17.98,45.65,37.98,28.63,0.83,9.28,0.89,116.66,52.25,26.58,0.14,728.72,69.15,245.89,-0.36,238.09,18-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Sep-2019 - 00:00,1.06,0.72,2.55,0.48,16.68,48.53,38.65,28.29,0.51,9.84,2.19,89.99,41.68,35.66,0.32,729.7,69.73,202.42,-1.03,160.25,19-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Sep-2019 - 00:00,0.59,0.4,1.59,0.11,8.09,42.25,28.42,24.38,0.78,9.2,0.64,76.92,40.51,45.31,0.23,730.41,73.89,196.06,-0.31,64.87,20-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Sep-2019 - 00:00,0.46,0.24,1.23,0.03,7.25,28.81,20.74,22.65,0.61,9.69,0.66,60.87,36.14,37.52,0.08,727.67,76.71,155.85,-0.61,77.55,21-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Sep-2019 - 00:00,0.51,0.28,1.45,0.03,6.49,27.44,19.35,22.15,0.86,10.99,0.54,64.89,28.95,36.52,0.06,724.04,75.56,158.58,-0.19,91.08,22-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Sep-2019 - 00:00,0.13,0.07,0.7,0.0,5.07,30.71,19.85,21.86,0.69,9.88,0.44,45.18,18.03,38.95,0.0,720.08,71.98,214.17,-0.52,78.98,23-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Sep-2019 - 00:00,0.58,0.34,1.56,0.03,8.44,26.15,20.23,22.87,0.9,9.64,0.65,91.77,34.42,34.39,0.08,723.68,73.75,197.83,-0.09,60.07,24-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Sep-2019 - 00:00,0.6,0.36,1.65,0.06,7.23,22.75,17.02,21.58,0.99,10.09,0.46,55.52,27.74,35.82,0.13,727.36,80.13,116.35,0.03,47.32,25-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Sep-2019 - 00:00,0.72,0.47,1.95,0.11,7.97,26.87,20.26,22.09,1.39,11.84,1.54,68.8,34.44,29.03,0.14,728.52,82.33,165.99,0.92,47.56,26-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Sep-2019 - 00:00,0.59,0.32,1.69,0.07,10.84,24.47,21.41,22.31,1.06,9.36,0.61,51.39,28.26,18.35,0.19,730.55,81.22,146.47,0.15,40.79,27-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Sep-2019 - 00:00,0.63,0.33,1.7,0.05,9.81,27.77,22.25,22.24,0.88,11.13,0.53,55.54,19.6,19.37,0.09,733.74,74.57,171.11,-0.27,69.49,28-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Sep-2019 - 00:00,2.07,0.33,1.16,3.45,8.05,24.28,18.97,21.97,0.63,10.15,0.57,46.74,20.56,19.19,2.83,734.44,74.72,159.29,-0.77,116.86,29-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Sep-2019 - 00:00,2.25,0.48,1.44,3.58,11.4,23.25,21.21,24.18,0.65,7.18,0.64,53.33,31.23,23.85,2.61,735.04,86.53,138.11,-1.09,109.21,30-Sep-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Sep-2019 - 00:00,3.96,1.48,5.37,2.58,16.53,37.78,32.96,26.47,0.74,11.59,0.57,70.68,37.27,24.9,1.96,728.8,74.83,164.97,-1.02,236.94,01-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Oct-2019 - 00:00,4.87,1.52,6.98,3.4,6.01,31.25,21.03,23.11,0.46,19.41,0.53,65.26,29.19,31.77,2.88,720.98,74.07,116.55,-1.35,152.21,02-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Oct-2019 - 00:00,5.71,2.2,8.98,2.27,13.91,41.74,32.84,25.19,0.64,13.83,0.78,73.62,37.09,32.65,2.26,727.52,74.22,181.77,-0.98,115.18,03-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Oct-2019 - 00:00,5.52,2.53,8.6,2.41,19.38,48.23,40.66,26.95,0.59,13.31,0.7,94.75,47.44,27.75,2.0,731.79,61.64,190.8,-1.03,156.07,04-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Oct-2019 - 00:00,4.1,1.67,6.69,1.42,9.07,34.75,25.36,24.62,0.76,15.79,0.55,82.18,39.46,42.07,1.01,731.71,60.7,187.18,-0.54,183.56,05-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Oct-2019 - 00:00,5.02,2.03,8.45,1.68,8.68,45.46,30.61,25.7,0.54,18.02,0.59,83.77,47.03,37.44,1.84,730.51,58.93,188.93,-1.15,134.76,06-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Oct-2019 - 00:00,3.73,1.78,7.0,0.91,10.15,50.53,34.42,25.26,0.42,13.45,0.63,94.11,52.91,30.17,0.93,727.99,54.03,175.11,-1.42,98.35,07-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Oct-2019 - 00:00,6.36,3.19,12.01,2.11,35.26,46.11,52.31,29.38,0.58,11.91,1.14,103.82,63.04,15.89,1.79,730.18,71.31,141.83,-1.06,169.0,08-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Oct-2019 - 00:00,6.23,2.77,11.07,2.53,27.87,43.45,45.01,27.8,0.43,11.2,0.61,100.96,56.76,31.16,1.95,732.58,57.43,202.19,-1.37,158.63,09-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Oct-2019 - 00:00,8.47,3.83,15.55,3.36,41.62,59.5,64.35,31.11,0.37,15.1,0.74,114.04,53.93,40.1,2.7,734.18,48.52,209.77,-0.89,107.14,10-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Oct-2019 - 00:00,6.03,2.62,11.15,2.03,27.4,61.23,53.94,28.53,0.42,10.35,0.67,104.28,51.0,30.94,1.51,734.06,38.26,185.47,-0.02,207.72,11-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Oct-2019 - 00:00,6.14,2.74,11.64,1.9,19.26,62.46,48.02,29.17,0.38,10.8,0.85,110.18,61.52,42.31,1.49,734.75,41.1,190.24,-0.19,135.31,12-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Oct-2019 - 00:00,8.2,3.87,14.89,3.07,18.19,61.78,46.75,29.11,0.44,10.83,0.96,115.35,64.17,47.33,2.85,735.43,41.24,175.97,-0.11,107.41,13-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Oct-2019 - 00:00,9.24,4.65,16.37,3.78,17.93,59.81,45.58,28.6,0.25,10.69,0.46,128.59,73.59,27.86,3.44,734.9,47.5,89.69,-0.64,111.76,14-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Oct-2019 - 00:00,6.39,3.32,12.35,2.02,20.12,61.33,49.39,26.48,0.55,12.02,0.99,119.92,68.82,45.37,1.79,735.78,38.72,143.35,0.14,134.9,15-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Oct-2019 - 00:00,10.29,4.78,19.91,4.48,34.6,72.39,65.96,29.26,0.36,10.72,1.12,141.59,82.49,44.12,3.84,736.23,39.68,161.84,-0.35,105.61,16-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Oct-2019 - 00:00,6.44,3.02,12.62,1.81,11.88,61.62,41.65,24.84,0.45,16.32,0.92,133.38,58.55,50.51,2.5,736.71,37.5,170.27,-0.03,94.51,17-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Oct-2019 - 00:00,4.54,2.03,19.19,1.36,7.52,43.44,28.31,22.28,0.48,13.17,0.64,131.59,68.71,58.13,1.11,737.31,42.45,178.11,0.02,146.75,18-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Oct-2019 - 00:00,2.73,1.17,9.11,0.71,4.48,38.12,22.8,21.28,0.61,12.78,0.66,114.37,64.31,56.85,0.4,738.2,47.59,174.17,0.26,148.62,19-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Oct-2019 - 00:00,3.8,2.08,9.06,1.42,6.48,50.61,31.37,22.83,0.84,15.45,0.93,120.3,51.7,50.7,2.12,738.23,47.65,131.04,0.83,83.14,20-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Oct-2019 - 00:00,4.78,2.18,9.34,2.2,16.73,59.34,43.93,26.82,0.58,12.59,1.19,123.56,70.72,43.81,1.82,738.66,41.59,170.05,0.21,76.83,21-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Oct-2019 - 00:00,7.97,4.03,14.99,2.59,61.4,73.67,87.31,36.75,0.35,12.52,1.3,136.82,73.53,39.05,2.36,736.57,33.69,160.77,0.61,177.83,22-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Oct-2019 - 00:00,14.01,6.85,26.08,5.66,135.33,92.0,165.78,42.69,0.44,11.65,1.76,163.38,99.82,37.82,4.47,734.98,35.2,170.94,1.99,163.45,23-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Oct-2019 - 00:00,20.57,9.95,39.64,9.17,108.65,86.39,131.67,32.41,0.31,9.0,1.26,184.24,107.73,27.71,8.13,735.85,30.87,162.93,1.34,97.42,24-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Oct-2019 - 00:00,10.35,4.81,20.14,4.27,17.51,63.28,47.07,21.86,0.6,10.45,0.72,136.58,76.66,50.23,4.07,735.66,30.62,161.87,1.43,59.34,25-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Oct-2019 - 00:00,7.5,3.84,13.76,2.31,6.91,60.52,37.13,22.87,0.69,7.63,0.83,173.39,110.06,61.06,3.15,735.9,36.08,154.95,1.45,66.41,26-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Oct-2019 - 00:00,5.12,2.85,9.65,1.32,7.42,50.67,32.35,22.63,0.63,7.34,0.87,129.17,82.46,54.0,1.73,734.94,42.48,166.52,1.42,55.68,27-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Oct-2019 - 00:00,8.22,8.17,16.63,3.06,39.28,65.56,65.72,26.09,0.27,9.53,0.97,169.98,114.66,40.99,2.37,732.88,40.6,160.96,1.4,110.05,28-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Oct-2019 - 00:00,7.58,6.39,15.15,2.26,36.18,65.73,63.31,24.95,0.33,12.09,0.8,257.55,225.6,40.28,1.69,732.09,45.68,114.48,1.37,119.92,29-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Oct-2019 - 00:00,12.31,8.07,24.96,4.66,44.5,83.12,79.1,25.66,0.29,10.62,1.11,334.22,222.35,35.22,3.91,732.05,43.16,109.47,1.37,116.44,30-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Oct-2019 - 00:00,7.64,4.47,14.49,2.38,22.84,73.44,56.66,25.1,0.29,10.52,0.79,154.25,80.3,37.72,2.01,731.8,36.46,114.78,1.4,119.43,31-Oct-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Oct-2019 - 00:00,7.61,3.98,13.95,2.18,40.59,78.76,73.68,26.98,0.31,10.52,1.07,153.13,83.89,33.67,2.07,731.73,45.1,145.47,1.41,164.49,01-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Nov-2019 - 00:00,5.61,2.83,11.08,1.69,12.65,59.02,40.94,21.44,0.61,12.9,0.63,135.48,64.02,41.23,1.53,736.27,41.25,147.3,1.45,127.94,02-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Nov-2019 - 00:00,3.67,2.74,7.78,0.26,6.0,49.39,30.59,20.48,1.02,9.16,0.68,205.48,149.04,54.4,0.12,737.35,46.48,144.93,1.45,108.77,03-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Nov-2019 - 00:00,3.28,2.55,6.55,0.19,8.55,48.12,31.92,20.61,0.53,9.79,0.64,192.22,141.54,41.41,0.08,736.52,51.2,117.7,1.4,171.83,04-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Nov-2019 - 00:00,5.16,3.13,10.54,1.03,22.06,59.11,49.03,23.82,0.53,10.89,0.9,149.78,84.02,26.09,0.82,735.58,50.96,121.7,1.39,140.76,05-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Nov-2019 - 00:00,8.41,4.7,16.42,2.94,51.97,70.89,78.63,28.49,0.36,11.1,0.93,161.4,80.67,31.14,2.24,736.45,40.28,144.94,1.36,164.24,06-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Nov-2019 - 00:00,6.42,3.07,12.77,1.71,10.15,51.57,35.05,20.8,0.46,10.86,0.49,113.98,48.77,48.12,1.79,736.47,39.8,119.46,1.38,136.38,07-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Nov-2019 - 00:00,4.41,1.94,8.76,0.55,5.77,45.57,28.39,20.7,1.02,10.24,0.57,107.48,47.47,46.67,0.76,736.25,52.76,133.09,1.39,100.75,08-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Nov-2019 - 00:00,4.26,3.05,9.16,0.22,4.17,47.78,28.26,21.15,0.96,9.55,0.62,165.43,102.96,62.31,0.79,736.5,54.17,139.32,1.44,34.72,09-Nov-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
