from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,21-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,24-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,25-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,26-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,27-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,28-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,29-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,01-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,02-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
02-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,03-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
03-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,04-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
04-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,05-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
05-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
06-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,07-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
07-Oct-2019 - 00:00,2.14,12.8,6.5,16.42,0.47,35.28,37.38,23.0,20.12,31.23,73.11,2.57,-0.04,205.33,79.31,754.56,0.0,0.11,0.99,0.5,0.26,24.85,08-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
08-Oct-2019 - 00:00,2.22,12.15,8.27,18.86,0.55,31.93,39.28,23.7,17.34,29.19,80.88,1.71,-0.01,177.7,53.41,754.78,0.0,0.05,1.04,0.66,0.3,25.01,09-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
09-Oct-2019 - 00:00,3.38,11.58,9.06,19.01,0.91,31.57,43.76,27.13,18.13,29.4,81.5,2.19,0.03,101.52,90.65,755.02,0.05,0.15,1.51,0.5,0.26,27.65,10-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
10-Oct-2019 - 00:00,5.99,14.29,12.67,12.8,0.72,23.52,32.72,22.3,11.38,27.96,87.91,2.12,0.01,117.91,35.41,754.7,0.0,0.15,2.53,0.99,0.24,28.12,11-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
11-Oct-2019 - 00:00,5.09,11.77,10.49,14.3,0.44,17.31,33.56,17.61,12.65,29.39,83.61,1.79,-0.01,132.27,70.79,755.19,0.0,0.12,2.44,1.32,0.54,26.93,12-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
12-Oct-2019 - 00:00,2.69,7.46,6.26,13.96,0.7,29.56,24.19,7.42,10.88,30.49,77.23,2.06,-0.03,199.23,95.83,755.52,0.01,0.14,1.19,0.76,0.29,28.38,13-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
13-Oct-2019 - 00:00,3.14,7.91,6.77,14.03,0.42,27.86,19.81,6.82,9.26,30.02,79.7,2.03,-0.01,155.94,72.97,756.05,0.0,0.05,1.37,0.63,0.42,27.99,14-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
14-Oct-2019 - 00:00,3.39,12.06,9.26,14.34,0.66,30.41,26.6,10.01,8.52,29.14,81.92,1.93,0.04,147.33,74.47,756.76,0.01,0.11,2.02,0.67,0.38,27.19,15-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
15-Oct-2019 - 00:00,2.66,11.93,8.61,15.76,0.73,49.44,57.86,33.83,12.57,30.32,76.26,3.14,0.11,71.24,89.66,756.39,0.0,0.34,4.84,1.04,0.45,27.68,16-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
16-Oct-2019 - 00:00,3.1,13.18,9.63,15.24,0.64,50.68,66.02,38.67,12.19,28.75,79.9,3.14,0.11,69.86,57.27,756.88,0.0,0.35,4.5,0.83,0.31,27.25,17-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
17-Oct-2019 - 00:00,5.55,13.28,11.67,10.91,0.52,27.75,36.65,19.28,10.26,27.68,85.41,2.97,0.05,91.84,57.98,757.09,0.05,0.26,4.98,1.03,0.43,26.94,18-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
18-Oct-2019 - 00:00,3.39,11.26,8.83,12.55,0.57,28.7,25.5,9.39,9.4,29.16,81.56,3.26,0.05,96.69,84.75,756.85,0.02,0.12,2.38,0.58,0.31,27.31,19-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
19-Oct-2019 - 00:00,3.07,10.51,8.17,12.09,0.44,29.99,24.83,13.55,10.23,27.96,85.84,2.7,0.09,81.64,55.09,757.62,0.1,0.21,3.23,1.26,0.24,28.08,20-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
20-Oct-2019 - 00:00,1.9,7.79,5.69,11.41,0.55,34.58,21.24,7.92,8.58,28.46,82.83,3.6,0.07,84.64,71.83,756.95,0.0,0.08,1.86,0.37,0.18,26.2,21-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
21-Oct-2019 - 00:00,3.2,12.66,9.34,8.8,0.72,29.6,26.18,10.39,8.28,28.09,83.6,2.31,0.08,81.8,52.93,755.9,0.0,0.22,3.98,0.38,0.23,26.94,22-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
22-Oct-2019 - 00:00,8.77,16.03,15.75,11.07,0.59,25.53,20.16,9.26,7.34,26.33,90.32,2.05,0.03,174.94,30.91,753.97,0.21,0.23,2.19,0.34,0.29,26.5,23-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
23-Oct-2019 - 00:00,3.93,13.96,10.73,10.95,0.73,23.99,23.94,11.79,8.08,27.54,87.06,2.65,-0.03,263.84,53.49,751.46,0.08,0.16,1.78,0.16,0.17,27.82,24-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
24-Oct-2019 - 00:00,4.17,11.88,9.8,7.76,0.51,28.86,24.33,7.27,7.79,28.92,80.89,2.75,-0.1,254.03,78.07,752.53,0.0,0.19,1.14,0.35,0.23,26.06,25-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
25-Oct-2019 - 00:00,3.76,10.61,8.79,5.08,0.46,25.39,25.34,7.32,7.17,29.14,80.06,2.47,-0.02,190.0,75.55,754.02,0.0,0.15,1.43,0.26,0.16,26.18,26-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
26-Oct-2019 - 00:00,3.63,11.29,9.05,9.36,0.73,24.79,28.83,12.35,7.39,28.33,84.32,2.4,0.02,118.17,70.98,755.57,0.0,0.2,3.73,0.52,0.23,27.17,27-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
27-Oct-2019 - 00:00,2.97,10.2,7.57,15.67,0.76,22.85,42.22,24.84,8.53,28.63,83.81,2.13,0.04,109.01,48.63,756.24,0.0,0.22,2.68,0.3,0.21,26.84,28-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
28-Oct-2019 - 00:00,3.82,9.55,8.28,18.78,0.55,31.0,48.16,32.95,7.81,30.18,78.59,2.43,0.04,117.62,92.01,756.69,0.0,0.23,2.68,0.24,0.16,29.94,29-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
29-Oct-2019 - 00:00,3.99,13.38,10.45,15.05,0.65,29.62,39.69,19.94,8.28,29.17,82.41,2.54,0.06,99.22,67.8,757.06,0.05,0.22,3.88,0.45,0.25,29.68,30-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
30-Oct-2019 - 00:00,6.41,13.66,12.57,12.55,0.6,29.4,35.99,18.7,8.13,27.35,88.14,2.65,0.02,131.32,45.72,757.36,0.07,0.21,2.39,0.31,0.22,29.91,31-Oct-2019 - 00:00,"Secretariat, Amaravati - APPCB"
31-Oct-2019 - 00:00,7.44,14.03,13.51,11.38,0.65,25.41,28.61,11.93,6.42,27.67,85.92,1.94,0.01,111.26,50.15,756.96,0.0,0.26,3.95,0.46,0.31,28.96,01-Nov-2019 - 00:00,"Secretariat, Amaravati - APPCB"
01-Nov-2019 - 00:00,6.47,13.41,12.47,12.53,0.57,31.74,35.45,12.81,6.71,29.74,79.4,1.68,0.01,115.18,81.04,756.3,0.0,0.18,2.21,0.31,0.2,29.46,02-Nov-2019 - 00:00,"Secretariat, Amaravati - APPCB"
