from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
28-Apr-2019 - 00:00,1.06,0.29,0.43,0.47,2.22,0.37,,,0.8,0.01,32.62,96.27,38.84,640.22,2.68,277.82,8.31,29-Apr-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Apr-2019 - 00:00,0.01,0.08,0.11,0.0,0.06,0.51,,,,,33.17,99.28,48.27,676.95,2.97,250.44,8.06,30-Apr-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Apr-2019 - 00:00,0.0,0.04,0.08,0.0,0.01,0.42,,,,,32.99,87.63,34.31,604.88,3.19,260.46,5.29,01-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-May-2019 - 00:00,0.0,0.01,0.18,0.0,0.0,0.39,,,,,31.93,131.43,38.96,657.11,3.38,267.61,4.03,02-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-May-2019 - 00:00,0.0,0.01,0.22,0.0,0.0,0.44,,,,,30.93,110.43,37.87,642.42,3.14,277.11,3.7,03-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-May-2019 - 00:00,0.52,0.05,2.21,1.13,4.07,0.42,,,,,27.78,90.17,31.63,681.8,3.33,260.8,3.54,04-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-May-2019 - 00:00,1.27,0.25,2.95,1.79,9.59,0.48,,,,,28.66,90.43,33.65,443.03,3.45,274.68,3.64,05-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-May-2019 - 00:00,1.28,0.8,2.14,1.32,8.57,0.4,,,,,29.95,82.92,34.69,708.81,3.31,282.33,3.74,06-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-May-2019 - 00:00,1.78,1.51,3.46,1.71,10.68,0.42,,,5.26,474.0,30.4,64.2,28.61,688.08,2.81,270.92,3.79,07-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-May-2019 - 00:00,1.54,0.85,2.7,1.35,9.7,0.44,,,,,29.32,70.83,28.39,701.22,2.9,273.05,3.94,08-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-May-2019 - 00:00,1.31,0.46,1.6,0.98,7.62,0.43,,,,,29.84,62.66,26.74,679.72,3.49,283.42,3.03,09-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-May-2019 - 00:00,0.75,0.29,1.07,0.65,6.16,0.4,32.34,64.84,0.11,29.79,30.49,46.74,21.26,657.5,3.34,285.51,3.05,10-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-May-2019 - 00:00,0.77,0.33,1.35,0.78,6.66,0.37,32.93,45.09,1.02,32.04,29.83,41.9,17.39,713.4,3.21,274.27,2.8,11-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-May-2019 - 00:00,1.02,0.49,1.79,1.04,9.14,0.36,34.72,40.77,0.64,29.51,30.04,46.53,21.71,739.94,2.81,279.68,3.05,12-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-May-2019 - 00:00,0.82,0.5,1.73,0.96,8.08,,34.74,34.21,0.73,26.11,30.61,59.58,22.72,739.72,3.06,285.31,3.14,13-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-May-2019 - 00:00,1.01,0.73,2.77,1.32,8.93,0.41,36.05,31.64,1.21,24.28,29.97,61.93,19.87,705.0,3.35,280.94,2.83,14-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-May-2019 - 00:00,0.96,0.81,2.63,1.13,7.65,0.36,27.51,25.45,0.77,19.04,28.94,61.72,25.07,747.31,2.99,275.72,2.61,15-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-May-2019 - 00:00,0.83,0.82,2.36,1.12,8.02,0.39,25.96,20.17,0.56,16.1,29.58,64.63,24.79,733.36,3.12,283.65,3.12,16-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-May-2019 - 00:00,1.05,1.31,3.4,1.44,9.2,0.37,25.39,18.38,0.75,15.36,29.64,63.92,30.91,751.99,3.1,275.73,3.68,17-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-May-2019 - 00:00,1.49,0.77,2.33,1.13,8.67,0.4,25.23,16.09,0.7,14.11,30.2,81.82,36.89,711.95,2.8,283.17,3.41,18-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-May-2019 - 00:00,1.44,0.37,1.51,0.77,7.58,0.39,24.18,14.74,0.86,13.52,29.08,75.23,38.37,677.62,2.42,253.89,3.4,19-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-May-2019 - 00:00,2.38,0.77,2.67,1.34,11.73,0.45,26.81,20.04,0.94,16.29,29.51,70.8,36.77,677.25,2.54,233.88,4.44,20-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-May-2019 - 00:00,2.11,1.15,3.19,1.72,13.08,0.41,30.57,21.86,0.79,17.24,30.09,51.39,23.54,755.41,2.31,222.77,4.43,21-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-May-2019 - 00:00,1.79,0.75,2.85,1.42,11.45,0.42,28.49,18.42,0.58,15.26,28.41,69.6,34.87,714.34,2.62,263.64,4.7,22-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-May-2019 - 00:00,1.03,0.49,1.94,1.02,8.61,0.41,24.29,14.09,0.67,13.0,28.84,54.83,30.28,696.77,2.91,277.33,3.61,23-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-May-2019 - 00:00,1.0,0.77,2.44,1.09,7.94,0.4,19.9,22.56,4.98,18.74,29.0,62.75,30.27,711.94,3.24,285.56,4.06,24-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-May-2019 - 00:00,0.86,0.51,2.02,0.96,8.11,0.37,16.56,29.71,0.49,15.81,29.67,73.39,33.03,720.19,3.15,285.95,3.29,25-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-May-2019 - 00:00,0.88,0.41,1.59,0.84,7.48,0.43,19.31,34.21,0.73,18.31,29.86,60.74,33.38,676.92,3.24,281.56,4.1,26-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-May-2019 - 00:00,0.76,0.36,1.43,0.7,6.49,0.38,17.26,32.69,0.61,17.48,28.74,65.65,31.76,708.38,3.05,283.97,3.07,27-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-May-2019 - 00:00,1.21,0.7,2.91,1.37,9.67,0.46,19.11,34.2,1.54,19.04,28.74,83.94,35.43,709.25,3.24,272.27,3.15,28-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-May-2019 - 00:00,1.36,0.57,2.95,1.35,9.78,0.43,17.21,31.18,0.94,16.89,29.41,81.18,36.51,717.52,3.22,276.93,3.27,29-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-May-2019 - 00:00,1.63,1.0,3.99,1.7,10.85,0.46,16.68,32.38,1.27,17.84,29.12,70.23,27.2,688.61,2.94,264.99,3.11,30-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-May-2019 - 00:00,0.77,0.39,1.59,0.75,8.24,0.41,20.26,29.31,0.61,15.63,28.44,61.46,27.82,688.5,3.3,273.32,2.68,31-May-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
31-May-2019 - 00:00,0.55,0.45,0.71,0.39,5.46,0.36,16.69,24.33,0.68,13.17,28.55,48.17,26.54,685.87,3.4,283.21,2.95,01-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Jun-2019 - 00:00,0.14,0.03,0.5,0.04,4.77,0.39,17.04,24.37,0.6,13.11,28.46,56.3,26.33,657.22,3.66,280.56,2.51,02-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Jun-2019 - 00:00,0.25,0.03,0.19,0.01,4.76,0.38,17.43,22.94,0.88,12.64,28.44,53.33,27.19,617.58,3.48,282.73,2.9,03-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Jun-2019 - 00:00,0.14,0.02,0.24,0.0,4.93,0.36,22.46,18.47,33.15,36.99,28.59,56.53,26.74,690.06,3.95,276.25,2.82,04-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Jun-2019 - 00:00,0.61,0.26,2.46,0.26,8.82,0.52,13.71,27.61,1.04,15.22,26.88,112.07,37.83,649.52,3.35,266.89,4.14,08-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Jun-2019 - 00:00,1.42,0.1,0.57,0.01,7.25,0.48,16.53,22.28,0.83,12.2,27.81,62.12,30.44,429.23,2.54,255.88,4.12,09-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Jun-2019 - 00:00,0.25,0.14,1.28,0.08,8.45,0.48,,,,,29.94,71.23,625.88,787.68,3.38,267.63,2.41,10-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Jun-2019 - 00:00,0.46,0.3,1.51,0.18,8.77,0.47,,,,,28.57,50.47,31.79,556.2,2.63,251.67,2.63,11-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Jun-2019 - 00:00,0.9,0.54,2.9,0.34,10.38,0.57,,,,,27.99,40.99,30.21,609.47,2.11,212.76,2.67,12-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Jun-2019 - 00:00,0.81,0.29,2.34,0.3,9.74,0.56,,,,,30.67,29.89,21.14,523.72,2.56,178.73,4.23,13-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Jun-2019 - 00:00,0.25,0.31,3.93,0.3,11.03,0.54,,,,,30.38,56.3,19.88,627.29,4.12,255.26,2.97,14-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Jun-2019 - 00:00,0.66,0.24,3.1,0.27,9.79,0.47,,,,,30.03,68.67,20.25,514.97,3.74,241.67,2.84,15-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Jun-2019 - 00:00,0.29,0.11,2.58,0.14,8.18,0.44,,,,,30.54,47.25,17.53,423.5,4.27,259.94,2.57,16-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Jun-2019 - 00:00,0.26,0.03,0.84,0.04,6.56,0.35,,,,,29.46,57.37,18.21,494.71,4.37,263.21,2.36,17-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Jun-2019 - 00:00,0.39,0.15,2.54,0.33,8.12,0.41,,,,,30.87,65.29,19.6,362.75,4.5,264.06,2.47,18-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Jun-2019 - 00:00,0.37,0.15,2.65,0.31,8.16,0.41,,,,,31.15,75.57,20.3,277.95,4.23,260.87,2.26,19-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Jun-2019 - 00:00,0.16,0.1,1.19,0.04,7.32,0.45,,,0.82,0.0,30.93,78.86,19.67,374.07,3.91,271.9,3.01,20-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Jun-2019 - 00:00,0.2,0.09,1.11,0.03,6.46,0.37,10.2,16.64,0.81,4.34,30.13,103.98,27.08,589.31,3.97,277.95,3.61,21-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Jun-2019 - 00:00,0.3,0.33,0.84,0.08,7.41,0.3,10.49,13.82,0.8,7.73,30.38,68.54,22.25,595.03,3.54,281.36,2.99,22-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Jun-2019 - 00:00,0.59,0.16,0.29,0.02,7.29,0.33,10.53,14.1,0.84,7.96,27.8,,28.15,668.3,3.41,276.99,2.68,23-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Jun-2019 - 00:00,0.64,0.04,0.15,0.01,6.7,0.34,11.07,12.79,0.6,7.09,28.22,,22.61,397.54,3.29,280.57,2.54,24-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Jun-2019 - 00:00,0.78,0.41,2.1,0.28,8.31,0.47,11.45,14.86,0.97,8.47,30.32,74.35,23.81,345.25,3.0,282.95,3.76,25-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Jun-2019 - 00:00,0.4,0.36,1.2,0.15,8.99,0.47,11.93,14.34,1.1,8.33,29.8,51.94,26.02,443.13,2.89,282.22,13.14,26-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Jun-2019 - 00:00,0.29,0.41,3.69,0.23,10.21,0.47,9.41,17.95,1.48,10.53,30.62,50.29,37.64,433.91,2.84,276.46,2.41,27-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Jun-2019 - 00:00,1.18,0.5,3.09,0.39,9.56,0.54,11.59,14.14,1.89,8.79,30.58,23.73,18.62,382.81,2.61,264.86,2.84,28-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Jun-2019 - 00:00,1.3,1.21,10.19,1.93,17.45,0.86,13.11,21.93,3.82,14.51,31.29,17.62,12.7,150.01,3.37,263.46,5.03,29-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Jun-2019 - 00:00,0.33,0.74,2.19,0.08,8.02,0.45,13.75,12.9,1.04,7.13,30.91,18.04,16.9,163.53,3.66,274.94,5.97,30-Jun-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,01-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Jul-2019 - 00:00,0.55,0.16,0.8,0.22,2.63,1.71,27.52,20.28,0.19,9.67,30.18,6.89,0.01,409.33,2.77,269.53,5.65,02-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Jul-2019 - 00:00,,,,,,,,,,,,,,240.12,2.93,265.54,,03-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Jul-2019 - 00:00,,,,,,,,,,,,,,369.04,3.45,274.07,,04-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,146.53,3.89,273.29,,05-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Jul-2019 - 00:00,1.53,2.71,10.45,2.19,19.29,0.78,,,,,30.12,15.91,32.41,261.87,3.23,272.53,0.95,09-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Jul-2019 - 00:00,0.65,1.25,6.79,0.99,16.21,0.67,14.94,19.59,3.69,13.2,30.12,32.0,24.15,375.34,3.21,266.09,1.21,10-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Jul-2019 - 00:00,0.56,1.03,5.33,0.6,13.81,0.68,13.85,18.08,1.91,10.92,31.42,27.69,16.58,238.86,3.12,260.97,1.45,11-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Jul-2019 - 00:00,0.49,1.28,5.05,0.4,10.93,0.6,12.28,15.69,2.09,9.77,29.44,37.02,16.12,267.03,3.71,272.64,1.44,12-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Jul-2019 - 00:00,0.34,0.9,4.46,0.51,11.91,0.63,11.75,14.78,1.92,9.19,29.94,41.66,20.3,421.54,3.27,252.37,1.39,13-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Jul-2019 - 00:00,0.37,0.26,4.12,0.39,12.81,0.6,11.97,14.96,2.12,9.41,30.32,44.12,18.96,336.0,3.22,248.67,1.38,14-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Jul-2019 - 00:00,0.22,0.27,1.34,0.1,8.77,0.55,11.53,11.68,1.13,6.94,29.57,39.99,24.82,381.87,3.84,276.87,1.91,15-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Jul-2019 - 00:00,1.01,1.15,1.93,1.04,6.57,0.52,10.73,11.41,1.61,7.19,29.75,85.57,19.4,490.72,4.12,275.42,1.6,16-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Jul-2019 - 00:00,0.08,0.44,0.87,0.06,3.71,0.52,9.73,10.97,1.41,6.78,29.96,106.87,21.7,521.66,3.89,276.47,1.39,17-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Jul-2019 - 00:00,0.23,0.93,3.39,0.24,7.87,0.48,7.82,9.41,1.29,5.84,30.31,99.16,21.31,558.84,3.56,275.94,1.81,18-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Jul-2019 - 00:00,0.21,0.15,1.61,0.37,9.07,0.49,4.97,6.56,1.11,4.2,31.45,103.51,24.28,512.11,3.16,281.07,1.17,19-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Jul-2019 - 00:00,0.29,0.6,0.92,0.05,8.19,0.4,7.7,7.41,0.94,4.49,31.12,69.69,23.72,679.17,2.51,234.76,1.8,20-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Jul-2019 - 00:00,0.48,0.98,6.59,1.33,20.67,0.69,8.38,21.04,2.17,12.65,28.84,18.02,22.54,468.94,2.12,236.53,1.25,21-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Jul-2019 - 00:00,0.5,0.49,3.88,0.55,18.8,0.6,9.48,20.42,0.86,11.23,29.93,34.94,27.14,681.27,1.98,212.6,1.42,22-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Jul-2019 - 00:00,2.87,0.9,5.61,0.87,15.9,0.72,7.41,20.29,1.54,11.74,30.97,30.69,29.97,470.31,2.1,181.55,1.32,23-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Jul-2019 - 00:00,1.95,1.14,6.28,1.26,14.95,0.75,6.61,14.04,4.03,10.15,31.37,39.69,34.6,447.26,2.42,218.53,1.23,24-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Jul-2019 - 00:00,0.82,1.38,7.64,1.1,19.61,0.68,6.65,18.74,16.59,19.38,30.5,28.43,13.39,334.89,3.54,263.35,1.64,25-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Jul-2019 - 00:00,0.57,2.75,6.84,0.81,16.12,0.6,6.06,12.35,3.67,9.25,31.05,27.02,18.42,248.33,3.74,273.18,1.07,26-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Jul-2019 - 00:00,0.56,0.7,3.9,0.29,11.37,0.5,5.71,7.77,4.31,7.44,30.36,39.45,20.59,261.21,4.3,275.03,1.38,27-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Jul-2019 - 00:00,0.36,0.12,1.68,0.05,7.82,0.47,5.12,6.11,2.23,4.65,30.55,30.6,16.72,205.45,4.56,271.98,1.12,28-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Jul-2019 - 00:00,0.21,0.05,0.73,0.01,4.79,0.43,5.65,4.95,11.57,9.57,31.22,122.43,28.86,146.96,4.44,275.37,1.47,29-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Jul-2019 - 00:00,0.2,0.08,1.53,0.13,6.05,0.44,4.51,5.21,2.61,4.48,31.1,39.4,18.8,137.06,4.09,275.07,1.57,30-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Jul-2019 - 00:00,0.37,0.99,3.86,0.36,9.82,0.47,5.57,9.36,5.62,8.46,31.36,21.8,14.63,175.39,4.35,274.81,1.21,31-Jul-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Jul-2019 - 00:00,0.56,0.84,4.11,0.56,8.02,0.46,5.9,6.87,1.75,4.9,29.72,28.37,17.24,129.65,4.57,274.63,1.45,01-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
01-Aug-2019 - 00:00,1.02,0.52,3.18,0.67,8.66,0.49,4.35,5.26,1.73,3.77,31.61,25.03,17.62,190.99,4.43,275.08,1.76,02-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
02-Aug-2019 - 00:00,1.19,1.33,5.15,1.09,14.58,0.55,4.16,6.73,2.17,5.21,30.63,21.03,16.04,167.32,3.84,275.27,2.22,03-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
03-Aug-2019 - 00:00,1.53,1.25,7.16,1.24,16.13,0.66,3.47,8.74,3.7,7.09,30.76,19.0,12.1,135.94,2.91,255.96,2.69,04-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
04-Aug-2019 - 00:00,1.53,0.0,0.77,0.33,4.51,0.22,,,,,32.6,43.57,13.08,,3.57,275.57,3.09,05-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
05-Aug-2019 - 00:00,1.37,0.67,2.72,0.63,8.14,0.44,,,,,30.93,28.38,16.65,151.49,3.89,274.52,2.07,06-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
06-Aug-2019 - 00:00,1.09,1.88,6.1,1.15,11.95,0.45,6.57,4.35,11.27,10.05,31.51,27.82,19.1,276.03,4.17,274.6,2.29,07-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
07-Aug-2019 - 00:00,0.99,0.54,3.74,0.67,9.2,0.44,6.56,4.02,16.16,9.28,30.7,33.63,22.57,169.22,4.48,275.78,1.84,08-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
08-Aug-2019 - 00:00,1.03,1.1,5.32,0.9,7.93,0.44,5.61,5.08,5.54,5.4,30.98,46.85,25.87,83.56,4.62,275.1,2.38,09-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
09-Aug-2019 - 00:00,1.19,2.48,7.46,1.39,13.54,0.54,4.34,7.4,10.79,10.55,31.17,31.24,19.25,,4.32,272.76,1.83,10-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
10-Aug-2019 - 00:00,1.1,0.65,6.46,1.2,11.15,0.53,7.34,3.48,27.39,16.46,31.5,37.17,15.97,,4.54,267.41,1.97,11-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
11-Aug-2019 - 00:00,1.14,0.83,5.5,1.13,13.6,0.53,3.32,2.53,5.35,3.61,31.34,61.57,21.04,455.24,3.56,260.14,2.39,12-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
12-Aug-2019 - 00:00,1.33,2.02,5.82,1.33,15.89,0.55,1.87,1.89,9.18,7.17,30.98,65.49,21.21,180.81,2.9,274.42,2.31,13-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
13-Aug-2019 - 00:00,1.16,1.34,5.46,1.11,13.11,0.5,1.7,1.98,8.2,6.36,31.72,66.79,18.36,,2.98,277.14,2.02,14-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
14-Aug-2019 - 00:00,1.02,0.65,4.21,0.62,11.12,0.46,2.13,5.55,6.88,7.59,33.28,43.84,28.19,402.02,2.86,275.36,2.17,15-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
15-Aug-2019 - 00:00,0.98,0.38,3.67,0.55,12.54,0.4,2.9,4.19,7.49,5.06,30.46,30.79,,,3.76,274.04,2.12,16-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
16-Aug-2019 - 00:00,1.12,0.72,5.93,1.08,16.91,0.51,1.85,7.94,4.68,6.59,32.66,26.77,,,3.26,270.34,2.3,17-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
17-Aug-2019 - 00:00,1.43,1.06,6.42,1.48,17.24,0.51,1.88,8.72,5.81,7.81,32.64,40.41,,,3.07,253.44,2.39,18-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
18-Aug-2019 - 00:00,1.24,1.19,4.96,0.87,18.24,0.45,1.27,7.98,7.38,8.62,33.66,38.57,,,2.53,244.26,2.43,19-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
19-Aug-2019 - 00:00,1.14,0.87,4.24,0.65,14.61,0.43,2.67,7.34,10.0,9.62,33.23,33.9,15.9,,2.59,250.22,2.81,20-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
20-Aug-2019 - 00:00,0.84,0.72,3.45,0.52,14.17,0.64,2.95,10.47,8.02,10.31,33.79,33.19,24.9,,2.82,288.02,6.43,21-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
21-Aug-2019 - 00:00,0.86,1.56,4.36,2.32,14.16,0.56,2.64,11.9,10.53,12.23,32.66,44.44,20.52,,3.02,287.55,5.19,22-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Aug-2019 - 00:00,0.87,0.59,3.18,0.52,11.8,0.49,1.3,7.13,6.37,6.93,33.23,53.59,24.97,,3.06,287.18,4.04,23-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Aug-2019 - 00:00,1.07,0.22,1.9,0.44,10.33,0.44,1.57,2.87,2.66,2.82,33.46,41.78,29.51,,2.23,256.89,5.42,24-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Aug-2019 - 00:00,1.31,1.19,9.77,1.97,17.75,0.7,1.08,15.12,2.87,9.64,32.84,27.64,21.49,,2.6,271.55,8.53,25-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Aug-2019 - 00:00,0.99,0.36,2.46,0.6,11.74,0.42,2.14,5.98,1.4,3.91,34.33,24.83,23.22,,2.64,264.59,2.07,26-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Aug-2019 - 00:00,1.02,0.51,3.64,0.67,12.43,0.47,1.85,6.47,2.21,4.61,32.3,52.97,25.42,,3.13,286.12,2.21,27-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Aug-2019 - 00:00,1.09,1.62,7.01,1.29,15.49,0.57,3.1,9.01,2.07,6.31,33.26,51.9,24.82,,3.14,279.42,2.51,28-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Aug-2019 - 00:00,1.46,1.62,8.51,1.7,19.55,0.54,2.86,11.22,2.01,7.28,33.27,67.18,23.77,,2.86,272.47,2.03,29-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Aug-2019 - 00:00,1.22,2.13,11.28,2.95,24.1,0.65,3.4,14.49,3.91,10.59,33.72,37.27,21.93,,2.09,248.71,3.07,30-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Aug-2019 - 00:00,1.12,1.65,6.76,1.22,22.5,0.54,4.13,12.89,1.7,7.96,33.44,25.58,17.07,,2.37,251.21,2.42,31-Aug-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Aug-2019 - 00:00,1.19,1.31,6.34,1.22,19.28,0.56,5.08,12.91,1.55,8.26,32.9,23.4,11.5,,2.54,268.15,3.24,01-Sep-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
