from date,PM2.5,PM10,WD,WS,RH,SO2,NO2,NO,NOx,NH3,CO,Ozone,to date,station
20-Sep-2019 - 00:00,13.23,28.06,278.16,1.66,80.53,5.81,11.68,3.45,15.13,6.52,0.39,12.28,21-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Sep-2019 - 00:00,15.81,48.57,250.1,1.5,69.98,5.99,17.23,8.64,25.87,6.6,0.56,9.55,22-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Sep-2019 - 00:00,11.62,31.15,246.88,1.33,66.88,5.78,14.02,3.63,17.46,8.51,0.4,11.67,23-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Sep-2019 - 00:00,16.43,35.58,188.36,1.38,73.9,6.1,22.62,9.13,31.74,8.54,0.62,12.72,24-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Sep-2019 - 00:00,20.3,35.99,200.07,1.38,76.14,6.09,27.69,8.03,35.72,9.04,0.66,20.31,25-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Sep-2019 - 00:00,11.51,26.73,201.33,1.46,81.23,5.98,22.46,7.4,29.86,6.44,0.59,16.6,26-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Sep-2019 - 00:00,11.64,21.0,235.12,2.15,79.67,5.66,12.92,3.36,16.28,7.49,0.4,16.01,27-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Sep-2019 - 00:00,9.36,20.39,259.18,2.04,75.68,5.61,13.59,4.81,18.4,6.38,0.43,10.08,28-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Sep-2019 - 00:00,14.2,32.43,253.86,1.41,72.95,5.76,15.57,5.18,20.63,7.03,0.48,12.03,29-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Sep-2019 - 00:00,16.37,31.65,243.1,1.49,70.95,5.55,14.34,3.18,17.52,7.84,0.42,18.38,30-Sep-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Sep-2019 - 00:00,17.63,37.72,251.42,1.43,69.66,5.68,20.29,4.52,24.48,11.9,0.6,18.75,01-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Oct-2019 - 00:00,23.62,43.69,258.77,1.31,68.65,5.63,19.33,4.49,23.82,8.93,0.58,19.78,02-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Oct-2019 - 00:00,16.8,45.68,167.28,1.38,63.22,5.79,21.86,7.73,29.59,5.64,0.56,16.17,03-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Oct-2019 - 00:00,16.92,42.7,214.52,1.46,73.16,5.67,22.73,5.55,28.28,5.74,0.54,19.73,04-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Oct-2019 - 00:00,13.2,134.18,193.15,1.59,76.46,5.76,19.09,5.94,25.02,7.11,0.54,19.26,05-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Oct-2019 - 00:00,19.08,39.61,175.02,1.33,73.91,5.75,24.71,7.43,32.14,6.07,0.61,19.01,06-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Oct-2019 - 00:00,23.41,45.29,165.73,0.98,83.43,6.06,35.12,13.54,48.65,5.59,0.87,12.35,07-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Oct-2019 - 00:00,28.02,58.8,176.78,1.11,71.82,6.61,23.47,13.05,36.52,9.57,1.15,17.86,08-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Oct-2019 - 00:00,40.93,68.95,193.86,1.34,66.81,6.52,37.15,13.26,50.41,9.14,0.95,21.57,09-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Oct-2019 - 00:00,46.29,72.37,183.87,1.18,73.8,6.39,33.41,11.88,45.28,6.47,0.81,21.12,10-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Oct-2019 - 00:00,35.9,59.9,140.92,1.45,77.33,6.6,33.71,15.72,49.42,5.63,0.87,21.49,11-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Oct-2019 - 00:00,18.99,40.98,172.38,1.31,75.92,6.54,33.14,16.96,50.09,5.97,0.83,20.16,12-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Oct-2019 - 00:00,24.69,53.81,196.62,1.15,72.01,6.55,31.57,13.54,45.11,6.34,0.86,18.92,13-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,14-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Oct-2019 - 00:00,43.9,85.96,155.44,1.26,60.7,6.73,40.96,13.33,54.3,10.34,1.18,18.9,15-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Oct-2019 - 00:00,48.11,85.89,166.23,1.5,67.08,6.44,33.17,10.83,43.99,7.54,0.97,23.79,16-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Oct-2019 - 00:00,48.51,76.99,175.03,1.68,72.62,6.33,32.83,12.18,45.01,8.4,0.99,23.17,17-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Oct-2019 - 00:00,40.58,74.5,165.66,1.52,71.49,6.61,34.91,16.47,51.38,9.23,0.92,19.46,18-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Oct-2019 - 00:00,15.88,33.38,180.33,1.56,82.29,6.77,29.62,23.1,52.72,7.5,0.74,8.93,19-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Oct-2019 - 00:00,18.96,36.97,162.18,1.35,81.63,7.1,32.99,33.07,66.06,8.28,0.88,8.33,20-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Oct-2019 - 00:00,18.2,45.94,179.1,1.3,77.33,6.92,32.44,29.51,61.95,8.35,0.85,12.19,21-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Oct-2019 - 00:00,17.93,41.1,171.72,1.1,84.24,7.32,39.62,31.43,71.05,6.64,0.98,5.98,22-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Oct-2019 - 00:00,18.04,40.71,197.99,1.26,76.34,6.76,27.67,18.8,46.46,8.67,0.81,14.94,23-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Oct-2019 - 00:00,13.8,24.39,235.63,1.19,77.94,6.66,21.44,16.91,38.34,6.83,0.66,10.98,24-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Oct-2019 - 00:00,9.21,17.15,252.28,1.55,81.17,6.49,18.1,14.17,32.27,6.96,0.51,9.52,25-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Oct-2019 - 00:00,15.02,40.62,209.32,1.43,77.59,6.59,24.22,18.03,42.25,7.7,0.72,10.45,26-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Oct-2019 - 00:00,15.73,38.53,206.82,1.56,77.89,6.61,26.69,23.78,50.47,7.61,0.69,9.68,27-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Oct-2019 - 00:00,36.91,58.52,214.43,1.45,73.97,6.68,26.34,23.61,49.95,7.32,0.63,12.86,28-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Oct-2019 - 00:00,26.19,51.45,197.27,1.49,70.14,6.73,29.02,24.18,53.19,6.84,0.68,10.86,29-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Oct-2019 - 00:00,39.53,68.06,172.82,1.16,76.94,7.0,37.04,23.33,60.37,7.17,0.93,11.95,30-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Oct-2019 - 00:00,22.73,49.59,178.21,1.92,73.54,6.88,33.07,19.92,52.99,8.01,0.79,14.78,31-Oct-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
31-Oct-2019 - 00:00,13.52,33.48,174.23,1.67,78.75,7.07,31.26,24.02,55.28,5.99,0.81,9.23,01-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Nov-2019 - 00:00,16.9,30.89,194.24,1.65,79.02,6.87,29.59,20.36,49.95,7.35,0.66,9.7,02-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Nov-2019 - 00:00,27.43,71.87,201.04,1.14,74.65,7.67,36.46,41.65,78.11,6.4,1.04,8.85,03-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Nov-2019 - 00:00,28.46,67.64,178.31,1.18,70.85,7.03,31.87,24.82,56.69,7.91,0.87,16.41,04-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Nov-2019 - 00:00,30.88,72.17,178.43,1.08,68.16,6.57,36.48,17.3,53.78,7.97,0.91,17.94,05-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Nov-2019 - 00:00,64.2,135.1,151.12,0.88,65.5,7.17,49.61,25.94,75.55,7.56,1.45,12.54,06-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Nov-2019 - 00:00,66.47,126.35,188.29,0.9,62.98,7.38,49.83,22.13,71.95,9.26,1.29,14.76,07-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Nov-2019 - 00:00,44.87,78.94,221.48,1.24,67.2,6.86,29.71,13.68,43.39,11.15,0.84,18.25,08-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Nov-2019 - 00:00,37.24,79.44,192.93,1.16,63.67,6.78,30.75,13.9,44.65,9.69,0.8,13.71,09-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Nov-2019 - 00:00,48.74,90.8,169.64,1.02,62.1,6.88,38.25,15.59,53.84,8.82,0.93,17.49,10-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Nov-2019 - 00:00,69.25,121.25,135.94,1.18,57.1,7.22,44.88,16.39,61.28,8.02,1.07,24.64,11-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Nov-2019 - 00:00,68.46,125.98,167.32,1.14,58.44,7.18,55.88,19.02,74.9,9.1,1.35,25.34,12-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Nov-2019 - 00:00,52.18,97.72,176.59,1.39,60.5,6.9,41.11,16.61,57.73,11.07,1.16,21.85,13-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Nov-2019 - 00:00,54.22,104.92,155.34,1.51,52.26,7.6,44.94,14.38,59.33,8.83,1.07,30.12,14-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Nov-2019 - 00:00,60.78,108.14,172.38,1.47,61.48,6.7,45.58,15.08,60.66,10.8,1.05,28.32,15-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Nov-2019 - 00:00,60.03,103.79,167.67,1.45,61.7,7.92,37.61,17.23,54.85,11.25,0.98,24.09,16-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Nov-2019 - 00:00,64.55,117.56,162.51,1.17,60.25,11.22,44.98,18.71,63.68,11.02,1.13,25.7,17-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Nov-2019 - 00:00,66.1,118.23,129.24,1.51,54.25,13.71,42.51,20.2,62.71,9.12,0.94,29.82,18-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Nov-2019 - 00:00,89.01,149.33,136.76,1.38,50.3,14.6,53.27,20.01,73.28,8.09,1.29,30.14,19-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Nov-2019 - 00:00,,,122.77,1.18,60.06,15.23,38.72,19.09,57.81,11.13,1.32,27.23,20-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Nov-2019 - 00:00,91.18,161.78,180.54,1.01,60.91,17.6,68.21,20.6,88.81,14.16,1.72,16.16,21-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Nov-2019 - 00:00,79.63,128.68,174.98,1.49,62.67,16.54,47.94,16.0,63.95,11.68,1.09,16.61,22-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Nov-2019 - 00:00,69.78,128.61,185.59,1.36,62.23,16.82,49.98,16.03,66.01,8.97,1.16,12.92,23-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Nov-2019 - 00:00,65.22,120.46,158.0,1.2,55.63,17.67,52.64,17.5,70.15,8.69,1.21,13.92,24-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Nov-2019 - 00:00,68.31,121.07,166.76,1.21,53.77,17.65,53.08,21.12,74.21,8.52,1.11,16.22,25-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Nov-2019 - 00:00,75.26,141.14,163.07,1.36,53.03,18.62,62.95,27.56,90.51,9.07,1.37,17.84,26-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Nov-2019 - 00:00,66.8,112.02,173.8,1.62,59.83,17.79,43.24,13.82,57.06,10.76,1.08,19.97,27-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Nov-2019 - 00:00,64.77,114.43,168.05,1.65,57.73,16.41,49.45,17.43,66.87,10.57,1.05,25.58,28-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Nov-2019 - 00:00,65.27,125.46,180.42,1.31,60.75,16.12,42.65,27.18,69.83,15.09,1.19,18.59,29-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Nov-2019 - 00:00,49.48,92.6,170.86,1.27,63.15,15.84,43.11,37.98,81.09,17.52,1.4,9.97,30-Nov-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Nov-2019 - 00:00,53.93,102.04,170.45,1.44,60.27,8.5,49.77,16.22,65.99,15.59,0.9,25.67,01-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Dec-2019 - 00:00,42.94,77.7,185.81,1.6,59.83,7.76,27.66,10.16,37.82,13.89,0.19,17.82,02-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Dec-2019 - 00:00,32.11,55.2,155.36,1.41,73.23,7.5,27.17,18.48,45.65,13.59,0.33,12.36,03-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Dec-2019 - 00:00,34.86,61.6,184.18,1.43,76.08,7.61,28.16,20.08,48.24,19.22,0.34,18.67,04-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Dec-2019 - 00:00,63.69,111.73,175.14,1.67,65.52,7.3,34.47,15.02,49.49,16.94,0.48,25.26,05-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Dec-2019 - 00:00,82.2,130.84,169.81,1.36,63.03,7.54,37.37,11.44,48.8,15.17,0.63,15.68,06-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Dec-2019 - 00:00,85.79,137.46,166.51,1.28,57.81,8.14,40.17,12.21,52.38,12.34,0.61,16.72,07-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Dec-2019 - 00:00,87.41,147.23,169.62,1.32,55.41,7.97,53.18,18.69,71.86,10.99,0.69,16.23,08-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Dec-2019 - 00:00,57.28,103.34,175.06,1.18,64.59,7.16,36.03,19.05,55.08,13.53,0.43,15.29,09-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Dec-2019 - 00:00,37.42,94.15,181.64,1.21,64.34,7.19,37.83,19.17,57.0,14.19,0.54,11.12,10-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Dec-2019 - 00:00,45.79,93.73,176.79,1.26,58.78,7.12,36.29,16.51,52.8,13.37,0.58,14.37,11-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Dec-2019 - 00:00,47.5,95.4,185.15,1.26,58.73,8.51,41.62,18.78,60.4,11.96,0.57,12.05,12-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Dec-2019 - 00:00,38.88,73.87,207.94,1.41,56.23,7.26,25.31,7.19,32.49,11.21,0.28,17.11,13-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Dec-2019 - 00:00,32.5,64.1,214.05,1.31,59.71,7.08,25.38,7.72,33.1,13.12,0.2,14.27,14-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Dec-2019 - 00:00,32.84,74.61,182.36,1.27,54.62,7.4,34.72,17.42,52.14,12.47,0.4,11.12,15-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Dec-2019 - 00:00,33.98,63.45,203.1,1.48,62.0,7.05,23.96,8.51,32.47,13.44,0.16,13.23,16-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Dec-2019 - 00:00,37.43,79.73,184.03,1.29,55.75,7.36,34.35,15.58,49.93,12.43,0.35,12.31,17-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Dec-2019 - 00:00,46.09,92.34,169.78,1.55,54.88,7.44,38.61,14.52,53.13,11.53,0.35,14.98,18-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Dec-2019 - 00:00,68.09,124.21,162.35,1.17,57.47,7.49,47.17,13.96,61.12,12.47,0.56,15.98,19-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Dec-2019 - 00:00,70.22,118.9,166.7,1.24,59.06,7.71,39.68,11.35,51.03,12.76,0.45,15.35,20-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Dec-2019 - 00:00,81.48,151.77,150.35,1.03,55.28,8.13,51.05,24.96,76.02,12.0,0.89,14.82,21-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Dec-2019 - 00:00,68.09,137.6,127.17,0.77,58.82,6.98,43.8,14.35,58.14,7.87,0.98,12.42,22-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Dec-2019 - 00:00,,,,,,,,,,,,,24-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Dec-2019 - 00:00,,,,,,,,,,,,,25-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Dec-2019 - 00:00,,,,,,,,,,,,,26-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Dec-2019 - 00:00,,,,,,,,,,,,,27-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Dec-2019 - 00:00,56.2,98.72,160.42,1.59,57.19,11.41,36.18,13.57,49.75,13.2,0.45,17.73,28-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Dec-2019 - 00:00,78.38,97.27,167.4,1.39,63.63,11.42,35.0,15.38,50.38,11.61,0.45,16.9,29-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Dec-2019 - 00:00,82.44,123.79,184.44,1.24,56.7,12.25,32.39,17.85,50.24,10.38,0.48,20.7,30-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Dec-2019 - 00:00,67.3,76.43,201.39,1.83,64.62,12.09,27.21,9.76,36.97,10.19,0.3,21.56,31-Dec-2019 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
31-Dec-2019 - 00:00,46.33,71.66,166.2,1.5,67.96,12.39,20.35,11.62,31.96,12.18,0.17,21.24,01-Jan-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
