from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
19-Nov-2019 - 00:00,24.07,709.0,79.05,173.13,0.0,67.39,24.92,29.54,125.18,0.52,-2.85,2.2,9.51,1.01,0.93,16.94,5.31,52.77,32.38,28.49,2.16,20-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Nov-2019 - 00:00,26.2,708.81,78.81,169.31,0.03,60.93,38.26,29.53,149.62,0.71,-2.88,2.57,17.65,1.27,1.26,10.67,10.76,102.69,63.38,29.91,3.64,21-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Nov-2019 - 00:00,25.01,709.1,78.96,151.02,0.0,66.52,60.99,31.11,156.72,0.84,-2.8,2.48,17.25,1.54,1.03,10.14,10.58,64.45,42.97,24.11,2.59,22-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Nov-2019 - 00:00,24.91,709.0,76.57,148.5,0.0,65.25,71.26,30.84,157.4,0.64,-2.79,2.67,16.14,1.16,0.99,10.4,7.73,55.12,35.69,29.22,2.23,23-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Nov-2019 - 00:00,24.29,709.0,78.4,149.59,0.0,66.51,73.38,30.72,212.52,0.66,-2.76,3.03,22.77,1.39,1.06,14.06,10.33,50.49,35.34,25.78,3.08,24-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Nov-2019 - 00:00,24.21,709.0,77.39,154.71,0.0,66.36,72.61,30.0,172.84,0.69,-2.77,2.92,14.01,0.76,1.04,15.28,8.29,48.09,32.4,27.45,1.99,25-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Nov-2019 - 00:00,24.51,709.02,81.0,160.31,0.0,66.9,71.75,30.33,163.12,0.83,-2.74,2.01,14.37,0.85,0.91,13.29,5.29,44.13,18.63,28.07,2.4,26-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Nov-2019 - 00:00,24.35,709.39,79.15,148.39,0.0,64.9,69.85,30.74,175.73,0.83,-2.76,2.16,11.26,0.84,0.95,0.1,2.43,,0.06,28.52,2.24,27-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Nov-2019 - 00:00,24.38,709.58,76.38,152.2,0.0,64.45,66.44,30.72,164.6,0.76,-2.77,2.54,15.55,1.07,1.06,0.12,2.58,,0.18,25.29,2.5,28-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Nov-2019 - 00:00,24.71,709.98,79.3,142.38,0.0,67.64,57.01,30.88,167.92,0.74,-2.79,2.34,11.66,0.92,1.03,10.72,13.32,54.99,26.39,24.51,1.87,29-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Nov-2019 - 00:00,25.35,710.0,72.1,130.85,0.0,67.06,63.02,31.09,157.09,0.71,-2.93,0.84,3.01,0.22,1.0,16.31,9.26,51.39,34.95,24.91,2.07,30-Nov-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Nov-2019 - 00:00,25.41,710.0,73.99,134.68,0.0,66.28,60.92,31.13,152.18,0.76,-2.94,2.01,9.43,0.91,1.09,15.71,11.11,51.81,36.66,22.37,2.14,01-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Dec-2019 - 00:00,25.07,710.0,70.31,114.69,0.0,67.31,46.5,31.08,170.67,0.85,-2.94,1.76,6.95,0.83,0.9,14.81,9.64,44.73,31.72,22.63,1.52,02-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Dec-2019 - 00:00,24.03,710.0,61.19,90.89,0.05,73.03,34.01,31.37,138.73,0.88,-2.87,1.18,5.35,0.65,0.88,13.95,12.4,42.54,32.79,20.79,2.42,03-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Dec-2019 - 00:00,24.9,710.0,77.7,163.42,0.0,69.38,57.27,31.3,169.57,0.69,-2.97,1.12,5.46,0.37,1.27,10.43,16.64,92.22,62.72,21.11,3.23,04-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Dec-2019 - 00:00,24.19,710.0,81.51,152.9,0.0,69.95,64.27,31.41,160.71,0.91,-2.97,1.49,11.38,0.59,1.04,13.21,8.77,57.66,37.87,26.65,2.22,05-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Dec-2019 - 00:00,24.12,710.0,79.86,151.97,0.0,66.96,63.45,31.32,162.12,0.64,-3.03,1.44,9.69,0.66,0.99,17.03,9.91,58.21,39.12,27.35,2.62,06-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Dec-2019 - 00:00,23.22,710.0,78.61,172.0,0.0,68.03,58.06,31.26,163.33,0.71,-3.04,1.17,8.57,0.41,1.07,17.75,9.64,58.79,39.2,26.96,2.16,07-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Dec-2019 - 00:00,22.73,710.0,80.45,157.74,0.0,69.73,38.04,31.13,157.05,0.54,-3.04,0.99,7.54,0.3,1.1,15.87,11.2,75.36,49.19,21.95,3.13,08-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Dec-2019 - 00:00,24.19,710.0,73.48,131.12,0.0,66.93,69.31,31.37,147.81,0.69,-3.03,0.51,1.87,0.13,1.11,16.68,9.86,59.31,39.56,24.41,1.96,09-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Dec-2019 - 00:00,24.17,710.0,72.18,126.85,0.0,67.41,64.1,31.42,150.16,0.69,-3.02,1.53,12.26,0.56,1.11,16.91,12.06,56.83,40.03,22.63,2.16,10-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Dec-2019 - 00:00,24.18,710.0,67.24,113.92,0.0,65.92,66.88,31.35,155.92,0.58,-3.02,1.39,7.56,0.51,0.99,16.29,8.83,53.21,35.48,24.16,1.79,11-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Dec-2019 - 00:00,23.62,709.96,74.52,120.76,0.0,66.16,62.11,30.87,181.49,0.51,-3.06,0.75,3.87,0.3,1.0,16.26,8.69,52.24,34.85,27.03,2.46,12-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Dec-2019 - 00:00,24.49,710.06,65.26,104.0,0.0,59.93,77.57,31.79,175.9,0.8,-3.1,1.6,7.18,0.76,0.99,16.56,8.0,54.66,35.57,25.73,1.9,13-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Dec-2019 - 00:00,24.2,710.03,45.07,78.24,0.0,64.34,65.66,31.56,190.57,0.94,-3.04,0.89,4.9,0.32,0.72,17.57,8.65,49.14,33.16,21.77,1.75,14-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Dec-2019 - 00:00,24.46,710.05,56.91,80.25,0.0,66.49,64.3,31.39,181.91,0.83,-3.02,0.5,1.94,0.18,0.9,18.94,8.45,53.02,35.08,22.56,1.64,15-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Dec-2019 - 00:00,24.19,710.31,58.83,,0.0,66.46,68.97,31.43,194.2,0.86,-3.02,0.76,2.51,0.27,0.86,17.21,6.73,50.5,32.33,22.76,2.08,16-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Dec-2019 - 00:00,23.93,709.38,62.08,115.7,0.0,65.47,67.73,31.54,178.14,0.67,-3.02,1.67,6.42,0.48,0.98,16.67,9.8,54.68,37.05,22.25,1.95,17-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Dec-2019 - 00:00,23.51,709.3,77.72,136.33,0.0,66.46,63.39,31.5,162.59,0.75,-3.01,1.65,8.51,0.39,1.09,17.46,10.29,57.85,39.13,23.17,2.4,18-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Dec-2019 - 00:00,23.62,709.78,81.64,150.09,0.0,66.05,55.55,31.49,146.1,0.62,-3.01,2.52,12.41,0.81,1.24,18.38,13.82,63.66,45.1,22.51,2.38,19-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Dec-2019 - 00:00,23.72,709.9,79.84,152.09,0.0,66.17,56.96,31.45,150.07,0.59,-3.0,1.61,7.53,0.43,1.2,19.34,13.55,62.79,44.41,24.03,2.18,20-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Dec-2019 - 00:00,23.53,709.82,79.76,142.09,0.0,64.61,58.45,30.98,149.85,0.49,-3.04,1.05,4.9,0.24,1.17,18.58,10.19,60.62,40.53,26.53,2.29,21-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Dec-2019 - 00:00,23.93,709.78,80.33,164.58,0.0,63.11,60.51,30.66,151.75,0.72,-3.09,0.75,4.01,0.13,0.99,24.3,15.35,67.24,48.25,26.78,2.68,22-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Dec-2019 - 00:00,23.46,709.85,80.82,153.94,0.0,66.15,47.16,32.58,170.6,0.72,-3.06,2.65,7.85,3.99,0.66,29.79,9.46,71.18,45.56,22.65,3.76,23-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Dec-2019 - 00:00,23.24,709.78,76.72,138.33,0.0,65.15,54.16,33.76,167.61,0.88,-3.0,2.6,10.34,2.83,1.0,24.06,10.27,68.52,44.8,23.47,3.13,24-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Dec-2019 - 00:00,23.49,709.17,73.68,123.73,0.0,66.96,60.78,30.68,183.75,0.81,-3.04,0.61,2.3,0.13,0.96,17.58,9.34,60.17,39.59,23.93,1.94,25-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Dec-2019 - 00:00,24.18,709.24,80.97,151.94,0.0,65.5,62.49,30.75,177.09,0.83,-3.03,0.5,2.09,0.09,1.06,16.89,9.92,63.37,41.78,23.28,2.0,26-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Dec-2019 - 00:00,23.91,709.14,74.43,129.0,0.0,67.36,48.43,30.76,166.05,0.73,-3.02,0.11,0.53,0.01,1.01,15.21,9.81,52.23,35.75,22.31,1.8,27-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Dec-2019 - 00:00,24.28,709.3,67.93,123.92,0.0,66.47,44.43,30.98,147.8,0.81,-3.03,0.24,1.38,0.06,0.95,15.26,10.84,54.17,37.62,21.55,2.1,28-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Dec-2019 - 00:00,22.95,709.15,79.79,155.09,0.0,61.99,54.06,30.82,118.21,1.12,-3.13,0.84,7.74,0.24,1.08,15.56,9.52,66.69,43.2,21.86,2.59,29-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Dec-2019 - 00:00,22.82,709.36,79.89,163.07,0.0,60.68,59.15,30.77,137.16,1.02,-3.18,1.15,2.84,0.3,1.12,15.74,8.61,69.86,44.16,25.36,2.34,30-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Dec-2019 - 00:00,23.17,709.21,77.92,136.54,0.0,65.09,53.59,30.77,174.11,1.06,-3.1,0.06,0.36,0.0,0.91,17.07,6.06,58.43,36.01,27.99,1.21,31-Dec-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Dec-2019 - 00:00,22.3,709.0,68.0,100.0,0.0,76.5,9.0,30.4,212.0,1.05,-2.9,0.0,0.0,0.0,0.82,17.25,5.85,53.4,33.15,25.75,0.75,01-Jan-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
