from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
13-Apr-2019 - 00:00,31.29,708.38,52.44,112.7,0.0,42.19,96.77,29.8,145.23,1.0,0.62,2.67,25.74,1.54,0.75,15.23,11.51,60.87,41.81,38.95,2.83,14-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Apr-2019 - 00:00,31.68,708.42,50.27,105.96,0.0,43.61,100.74,30.17,175.95,0.81,0.62,2.76,21.8,1.54,0.73,16.17,10.44,53.86,37.22,32.74,2.33,15-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Apr-2019 - 00:00,31.73,708.17,50.68,105.29,0.0,40.82,94.32,30.31,178.26,0.84,0.6,2.52,22.5,1.31,0.66,14.76,9.75,53.07,36.25,32.67,2.45,16-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Apr-2019 - 00:00,31.15,708.15,52.66,122.94,0.0,37.93,106.24,30.15,116.09,1.27,0.58,2.72,23.81,1.63,0.67,14.06,8.9,57.09,37.68,35.1,2.01,17-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Apr-2019 - 00:00,31.06,708.27,49.47,104.2,0.0,41.96,89.01,30.21,192.03,1.1,0.59,1.97,21.04,1.19,0.52,14.2,7.63,48.51,32.08,35.5,2.37,18-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Apr-2019 - 00:00,30.75,708.24,62.62,122.34,0.0,48.42,92.32,30.08,137.2,1.13,0.61,2.96,23.69,1.7,0.67,15.26,7.93,51.72,34.04,44.34,2.39,19-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Apr-2019 - 00:00,29.27,707.94,44.86,76.02,0.01,55.08,87.9,30.23,162.96,1.42,0.6,2.39,20.89,1.66,0.62,14.14,5.88,49.25,31.07,37.61,1.52,20-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Apr-2019 - 00:00,29.68,707.48,40.06,65.42,0.03,56.0,121.15,30.71,201.82,1.21,0.57,2.1,21.74,1.51,0.53,15.08,7.71,45.38,30.53,33.99,0.79,21-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Apr-2019 - 00:00,31.68,706.42,52.04,103.88,0.0,45.5,129.58,30.05,131.08,1.87,0.6,2.05,19.31,1.24,0.51,14.71,3.3,48.79,28.62,44.9,1.12,23-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Apr-2019 - 00:00,33.27,708.29,46.43,67.86,0.0,41.93,358.36,31.35,246.0,1.09,0.56,1.56,16.23,1.61,2.1,15.68,6.47,39.12,26.72,47.74,1.92,24-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Apr-2019 - 00:00,33.59,707.78,54.12,126.66,0.0,34.81,161.9,30.58,154.66,1.48,0.59,3.19,26.23,1.32,0.86,15.4,5.27,56.91,34.56,42.68,2.48,25-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Apr-2019 - 00:00,30.19,707.73,50.67,101.83,0.0,49.65,115.44,30.57,220.33,0.68,0.6,2.39,29.25,1.06,0.91,17.45,9.08,48.6,33.39,33.34,0.98,26-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Apr-2019 - 00:00,35.13,706.55,65.33,144.6,0.0,32.23,136.4,31.26,154.35,1.06,0.58,3.4,34.54,1.13,0.78,15.19,3.72,57.42,33.79,,3.81,27-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Apr-2019 - 00:00,32.26,706.95,70.24,146.6,0.0,41.96,114.11,30.93,196.78,0.7,0.58,3.28,37.95,1.42,0.93,16.77,8.46,52.2,34.72,80.6,4.02,28-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-May-2019 - 00:00,,,58.37,146.67,0.0,,,,,,,4.95,37.89,4.76,2.03,18.87,19.29,62.03,45.98,49.11,6.23,07-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-May-2019 - 00:00,,,60.0,157.52,0.0,,,,,,,5.62,43.5,4.86,1.55,21.14,14.6,60.02,42.94,57.95,5.99,08-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-May-2019 - 00:00,34.8,703.0,59.43,154.34,0.05,33.02,74.83,28.5,356.52,0.59,-0.73,4.98,28.34,2.9,0.9,22.03,8.89,50.17,33.12,48.5,3.56,09-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-May-2019 - 00:00,34.54,703.06,56.76,141.62,0.0,36.64,112.66,28.49,360.0,0.71,-0.79,5.16,39.18,3.55,1.03,21.23,18.51,51.42,42.4,47.91,4.26,10-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-May-2019 - 00:00,34.63,703.33,55.03,141.36,0.0,37.68,109.52,28.43,360.0,0.78,-0.79,5.15,33.4,2.7,0.76,21.31,8.67,47.01,31.9,48.59,3.36,11-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-May-2019 - 00:00,34.57,704.0,61.13,143.43,0.0,44.26,114.52,28.43,360.0,1.17,-0.8,3.0,18.38,1.17,0.95,23.4,1.22,41.28,22.95,58.51,2.66,12-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-May-2019 - 00:00,36.13,703.38,66.36,157.38,0.0,37.93,135.14,28.29,360.0,1.16,-0.78,3.79,38.71,2.75,0.41,20.03,4.01,53.93,31.95,63.2,4.51,15-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-May-2019 - 00:00,31.76,703.88,74.25,130.7,0.0,57.15,49.9,28.22,360.0,0.52,-0.79,3.42,26.95,1.5,0.58,24.18,2.72,39.93,23.44,33.37,1.5,16-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-May-2019 - 00:00,33.99,703.64,59.81,124.38,0.0,46.64,7.14,27.09,360.0,0.89,-0.8,4.55,15.68,2.47,0.26,20.54,0.96,75.09,34.71,42.97,4.12,18-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-May-2019 - 00:00,34.29,703.65,62.14,151.95,0.0,43.42,111.59,27.84,360.0,0.65,-0.8,3.92,27.88,3.71,0.91,17.93,8.91,51.97,34.88,43.89,4.09,19-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-May-2019 - 00:00,35.02,703.67,67.86,164.79,0.0,39.78,110.45,27.81,360.0,0.73,-0.8,5.03,26.96,4.71,1.01,16.59,10.4,50.63,35.02,56.68,4.13,20-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-May-2019 - 00:00,35.67,704.0,63.26,140.02,0.0,42.41,110.39,27.85,360.0,0.99,-0.79,2.68,14.05,1.6,0.68,17.65,1.54,44.33,24.8,56.84,3.62,21-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-May-2019 - 00:00,36.08,703.79,55.85,134.55,0.0,40.14,116.06,27.92,360.0,1.26,-0.8,2.47,17.09,1.02,0.47,14.47,0.78,37.6,20.59,66.58,3.69,22-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-May-2019 - 00:00,36.01,703.62,53.05,127.26,0.0,39.99,125.99,28.11,360.0,1.03,-0.79,2.66,22.09,1.95,0.58,13.14,1.3,41.36,22.9,76.62,3.29,23-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-May-2019 - 00:00,34.96,703.32,59.55,127.3,0.0,46.35,99.9,28.22,360.0,1.03,-0.78,2.4,18.81,0.91,0.49,14.31,0.79,33.95,18.68,64.47,2.81,24-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-May-2019 - 00:00,34.72,703.79,50.92,108.34,0.0,44.96,109.69,27.83,360.0,0.75,-0.79,2.93,15.89,2.98,0.67,11.9,3.03,36.37,21.7,64.01,3.03,25-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-May-2019 - 00:00,35.13,703.03,55.59,144.03,0.0,41.3,110.85,28.01,360.0,0.89,-0.78,3.6,22.7,4.12,0.74,11.23,5.77,39.21,25.54,57.17,3.7,26-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-May-2019 - 00:00,35.51,702.39,56.72,147.69,0.0,40.51,110.29,28.87,360.0,0.83,-0.74,3.97,23.15,4.02,0.75,11.46,3.64,38.94,23.41,53.14,2.71,27-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-May-2019 - 00:00,34.94,702.7,52.92,129.69,0.0,42.6,111.49,27.99,360.0,1.07,-0.77,1.75,10.97,1.69,0.45,10.8,1.0,30.96,17.15,52.54,2.0,28-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-May-2019 - 00:00,36.28,702.34,57.07,142.17,0.0,38.52,108.41,28.1,360.0,0.83,-0.75,2.95,24.15,2.1,0.58,11.0,1.58,38.88,21.85,56.15,3.21,29-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-May-2019 - 00:00,35.85,702.16,62.6,144.25,0.0,43.18,108.28,27.95,360.0,0.99,-0.76,3.27,22.04,2.29,0.67,11.96,1.38,41.96,23.42,65.81,3.38,30-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-May-2019 - 00:00,34.48,702.47,57.25,135.4,0.0,49.75,86.94,28.16,360.0,1.52,-0.74,2.31,17.56,1.83,0.58,11.72,1.1,37.44,20.82,64.89,2.95,31-May-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-May-2019 - 00:00,35.31,702.64,53.36,132.35,0.0,44.32,104.66,28.03,360.0,1.06,-0.77,2.61,15.98,1.7,0.56,10.81,0.79,34.01,18.73,58.89,2.51,01-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Jun-2019 - 00:00,33.25,703.44,46.68,112.0,0.0,49.05,56.74,28.1,360.0,0.71,-0.78,2.09,18.29,1.3,0.49,9.84,1.06,28.75,16.05,53.49,1.8,02-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Jun-2019 - 00:00,34.58,702.86,62.06,144.32,0.0,46.2,93.44,27.81,360.0,0.86,-0.78,3.52,34.0,2.11,0.66,10.25,4.2,36.13,22.64,52.21,3.46,03-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Jun-2019 - 00:00,32.47,703.23,35.44,78.8,0.02,55.71,100.72,27.91,360.0,1.68,-0.75,1.05,7.51,0.47,0.3,9.19,0.54,22.19,12.21,52.32,1.96,04-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Jun-2019 - 00:00,31.26,703.12,34.07,58.85,0.03,59.4,109.19,27.38,332.99,0.79,-0.75,1.25,10.71,0.56,0.36,10.32,0.96,26.67,14.89,61.14,1.54,05-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Jun-2019 - 00:00,32.45,702.98,43.04,100.72,0.0,52.12,127.54,27.64,244.91,0.72,-0.77,1.61,9.95,0.99,0.42,11.45,0.6,28.75,15.69,60.76,1.9,06-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Jun-2019 - 00:00,32.45,703.2,38.7,92.18,0.0,50.14,123.66,27.69,277.7,1.46,-0.8,1.25,13.59,0.76,0.34,10.99,0.51,25.04,13.66,61.99,2.27,07-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Jun-2019 - 00:00,32.25,703.41,33.6,67.45,0.0,50.23,131.29,27.71,269.21,1.01,-0.8,1.09,10.61,0.48,0.32,10.55,0.56,24.64,13.51,71.77,1.79,08-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Jun-2019 - 00:00,28.72,703.86,45.29,86.33,0.0,69.19,71.29,27.36,191.73,0.68,-0.64,2.88,26.78,1.84,0.68,11.42,0.9,34.62,19.12,50.75,2.12,09-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Jun-2019 - 00:00,31.7,703.08,34.36,63.02,0.0,57.94,137.03,27.65,295.09,0.61,-0.75,1.28,6.99,0.44,0.36,11.92,0.51,25.7,14.05,60.3,1.43,10-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Jun-2019 - 00:00,31.85,702.89,28.48,60.29,0.0,52.73,131.13,27.56,298.33,1.19,-0.79,0.79,8.36,0.36,0.34,11.9,0.4,25.13,13.67,63.64,1.38,11-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Jun-2019 - 00:00,32.28,702.92,16.56,36.16,0.0,49.55,150.33,27.74,300.05,1.34,-0.79,0.68,21.46,0.28,0.28,9.74,0.42,24.55,13.38,49.16,2.09,12-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jun-2019 - 00:00,31.54,703.22,12.69,28.48,0.0,51.22,147.34,27.5,299.26,1.91,-0.79,0.33,2.38,0.07,0.18,7.65,0.33,16.57,9.07,47.98,1.75,13-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jun-2019 - 00:00,31.32,703.7,13.41,28.83,0.0,54.22,138.68,27.89,306.67,1.51,-0.8,0.36,2.32,0.17,0.18,7.35,0.5,16.57,9.22,38.67,0.87,14-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jun-2019 - 00:00,30.72,703.75,17.07,40.6,0.0,54.95,139.08,27.82,305.78,1.6,-0.8,0.39,2.26,0.15,0.17,6.72,0.49,16.03,8.86,37.92,1.1,15-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jun-2019 - 00:00,31.61,703.85,21.91,61.03,0.0,50.12,146.03,27.71,302.44,1.63,-0.8,0.4,2.41,0.21,0.18,6.31,0.59,16.87,9.42,36.82,1.2,16-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jun-2019 - 00:00,31.76,704.06,22.18,65.92,0.0,48.9,142.69,27.64,296.56,1.54,-0.8,0.38,2.14,0.14,0.18,6.0,0.53,16.14,8.98,34.25,0.89,17-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jun-2019 - 00:00,31.58,704.19,24.35,68.78,0.0,48.47,112.99,27.64,293.52,1.35,-0.8,0.51,2.84,0.21,0.19,5.94,0.52,17.29,9.59,31.77,0.91,18-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jun-2019 - 00:00,31.87,703.8,23.78,62.41,0.0,46.95,136.68,27.51,303.01,1.37,-0.8,0.4,2.41,0.19,0.18,5.73,0.47,16.49,9.08,37.09,1.46,19-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jun-2019 - 00:00,31.89,703.1,22.56,67.34,0.0,49.26,143.3,27.72,300.15,1.6,-0.8,0.34,1.98,0.11,0.18,5.65,0.44,16.31,9.01,39.68,0.87,20-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jun-2019 - 00:00,31.06,703.23,20.05,51.77,0.0,55.03,124.22,27.67,280.35,1.36,-0.76,0.56,3.22,0.28,0.22,5.8,1.14,17.98,10.36,38.9,1.14,21-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jun-2019 - 00:00,28.69,703.32,33.26,61.99,0.0,71.0,104.29,27.58,216.0,0.85,-0.48,1.95,14.01,1.29,0.42,7.01,2.38,26.84,16.16,34.14,1.74,22-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jun-2019 - 00:00,28.36,703.24,24.35,39.26,0.0,70.18,83.59,27.54,296.61,0.95,-0.75,0.9,5.12,0.54,0.31,7.21,0.45,20.34,11.17,44.83,0.97,23-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jun-2019 - 00:00,28.56,702.96,27.89,50.98,0.0,70.27,88.88,27.54,294.71,0.76,-0.78,1.21,9.64,0.69,0.36,8.25,0.92,24.16,13.59,37.44,1.16,24-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jun-2019 - 00:00,29.46,703.54,26.37,46.66,0.0,66.85,118.57,27.71,261.15,0.77,-0.78,1.53,10.95,0.86,0.47,8.88,1.17,24.63,13.99,43.51,1.56,25-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jun-2019 - 00:00,29.02,704.19,35.28,63.7,0.0,70.4,120.4,27.46,230.83,0.69,-0.68,2.5,18.1,2.48,0.59,8.86,2.68,29.47,17.85,37.49,2.47,26-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Jun-2019 - 00:00,30.03,704.0,19.13,34.28,0.0,61.5,127.9,27.6,304.24,1.19,-0.8,0.49,5.73,0.21,0.22,8.25,1.06,19.28,11.12,34.89,1.55,27-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Jun-2019 - 00:00,30.09,703.46,10.47,19.37,0.0,59.51,137.51,27.54,298.11,1.57,-0.8,0.3,2.18,0.13,0.17,7.44,0.48,16.02,8.88,37.07,1.12,28-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Jun-2019 - 00:00,29.05,703.44,11.32,21.77,0.0,62.59,98.9,27.59,298.52,1.87,-0.79,0.27,2.08,0.17,0.18,6.61,0.54,15.29,8.56,34.41,0.91,29-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Jun-2019 - 00:00,27.68,703.25,15.24,23.31,0.0,69.89,93.65,27.51,302.5,1.73,-0.73,0.34,2.01,0.17,0.19,6.11,0.51,15.41,8.6,33.76,1.11,30-Jun-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Jun-2019 - 00:00,27.19,703.15,17.86,31.13,0.0,70.49,80.74,27.37,297.67,1.34,-0.7,0.46,2.66,0.28,0.21,5.96,0.6,17.1,9.58,35.65,1.09,01-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Jul-2019 - 00:00,27.27,702.75,16.76,32.9,0.0,70.16,70.85,27.53,310.28,1.39,-0.77,0.36,2.27,0.19,0.19,5.84,0.58,16.15,9.06,31.93,1.04,02-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Jul-2019 - 00:00,27.42,702.76,19.44,31.69,0.0,72.28,71.88,27.35,309.76,1.39,-0.76,0.49,3.16,0.3,0.21,6.13,0.83,16.36,9.38,28.29,1.31,03-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Jul-2019 - 00:00,28.55,702.95,20.12,41.14,0.0,65.44,96.45,27.01,306.1,1.73,-0.8,0.33,6.96,0.23,0.38,6.23,1.03,15.5,9.16,32.41,1.4,04-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Jul-2019 - 00:00,28.44,702.84,21.7,36.04,0.05,67.26,85.76,26.99,307.0,1.7,-0.78,1.2,3.86,0.93,0.38,6.3,0.97,15.66,9.14,32.48,0.91,05-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Jul-2019 - 00:00,27.54,702.6,17.21,31.89,0.0,71.92,77.14,27.08,308.16,1.73,-0.78,0.33,6.59,0.4,0.37,5.89,1.05,15.49,9.18,29.23,1.11,06-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Jul-2019 - 00:00,28.2,702.56,19.7,37.52,0.0,66.4,70.27,27.08,308.23,1.82,-0.77,0.49,6.08,1.81,0.36,5.67,1.09,15.06,8.98,30.74,1.08,07-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Jul-2019 - 00:00,28.85,702.7,18.65,41.05,0.0,64.08,125.32,26.94,304.5,2.16,-0.8,0.26,10.82,0.18,0.38,5.2,1.15,13.92,8.43,31.65,0.98,08-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Jul-2019 - 00:00,30.15,703.2,14.33,37.95,0.0,59.58,147.75,27.32,308.75,1.68,-0.8,0.3,1.99,0.27,0.16,5.13,1.74,13.17,8.59,34.04,0.94,10-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Jul-2019 - 00:00,30.4,703.21,17.88,33.46,0.0,57.75,158.96,27.11,305.42,1.94,-0.8,,,,0.18,5.36,0.52,13.58,7.65,33.52,1.58,11-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Jul-2019 - 00:00,28.75,704.18,17.39,31.44,0.0,65.36,102.82,27.19,298.36,1.49,-0.8,0.3,1.9,0.0,0.19,5.64,0.58,14.63,8.26,30.87,1.59,12-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jul-2019 - 00:00,28.32,705.06,24.82,40.01,0.0,68.01,108.49,26.99,306.68,1.11,-0.75,1.75,31.73,0.8,0.32,5.92,2.97,17.67,11.81,26.71,2.1,13-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jul-2019 - 00:00,29.27,705.28,10.97,31.93,0.0,64.47,123.91,27.23,310.35,1.16,-0.79,0.41,3.24,0.22,0.18,5.91,3.77,16.23,18.32,27.24,1.61,14-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jul-2019 - 00:00,29.86,704.89,16.84,46.65,0.0,61.1,127.35,27.06,274.73,1.13,-0.79,0.92,5.56,0.5,0.31,6.1,4.02,28.63,19.42,27.06,2.11,15-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jul-2019 - 00:00,29.17,704.14,16.57,41.18,0.0,64.64,116.27,27.11,287.09,0.98,-0.78,0.81,12.09,0.35,0.28,5.99,3.77,19.54,20.28,25.36,2.17,16-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jul-2019 - 00:00,29.16,704.41,23.4,68.08,0.0,63.14,102.22,27.18,237.51,0.87,-0.8,1.39,11.27,0.76,0.34,5.88,4.02,21.23,21.05,25.56,2.34,17-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jul-2019 - 00:00,29.8,704.04,17.92,56.97,0.0,61.65,140.73,27.23,271.25,1.01,-0.8,0.68,3.97,0.5,0.21,5.82,5.15,17.03,9.51,34.81,1.73,18-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jul-2019 - 00:00,30.53,703.27,26.65,86.67,0.0,58.66,122.23,27.14,235.6,0.84,-0.8,0.9,5.36,0.61,0.49,6.37,1.44,20.07,11.73,37.9,1.64,19-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jul-2019 - 00:00,29.02,702.86,27.55,48.73,0.0,67.01,98.43,27.05,260.73,0.63,-0.74,1.13,11.05,0.67,0.51,6.89,1.17,21.96,12.64,42.35,1.36,20-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jul-2019 - 00:00,27.88,702.64,24.38,47.02,0.0,74.25,92.44,27.13,256.44,0.66,-0.73,1.44,14.52,0.71,0.57,7.08,1.48,22.22,13.1,36.35,1.43,21-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jul-2019 - 00:00,28.79,703.05,19.17,37.32,0.0,68.08,97.99,27.31,288.97,0.89,-0.77,0.92,8.06,0.56,0.51,6.51,1.89,20.56,12.56,29.71,1.61,22-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jul-2019 - 00:00,29.35,703.09,18.39,43.63,0.0,64.95,120.18,27.38,276.56,1.04,-0.77,1.19,12.26,0.69,0.54,6.15,2.79,22.89,14.52,29.28,1.93,23-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jul-2019 - 00:00,28.99,703.4,10.03,22.03,0.0,64.8,114.92,27.46,303.38,1.12,-0.8,0.5,7.72,0.13,0.41,5.61,1.18,17.45,10.23,29.53,1.36,24-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jul-2019 - 00:00,29.07,703.72,11.72,24.08,0.0,63.88,115.86,27.33,305.3,1.35,-0.8,0.46,7.15,0.15,0.37,5.48,1.1,16.2,9.59,30.7,1.1,25-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jul-2019 - 00:00,28.56,703.96,12.36,23.86,0.0,68.86,97.55,27.3,287.83,1.19,-0.71,0.44,2.69,0.24,0.41,5.34,1.11,15.38,9.14,26.95,1.29,26-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Jul-2019 - 00:00,27.13,703.81,12.46,27.3,0.0,74.34,72.86,27.31,309.02,1.36,-0.79,0.31,1.9,0.09,0.38,5.3,1.34,15.0,9.14,24.46,0.9,27-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Jul-2019 - 00:00,26.96,703.45,13.6,30.22,0.0,73.46,70.72,27.21,305.6,1.75,-0.81,0.25,1.77,0.1,0.36,5.3,1.2,13.95,8.46,26.53,1.08,28-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Jul-2019 - 00:00,26.42,703.39,17.49,33.74,0.0,76.67,60.67,27.16,311.15,1.44,-0.73,0.29,1.89,0.13,0.37,5.36,1.25,14.81,8.97,25.21,0.85,29-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Jul-2019 - 00:00,26.0,703.17,10.67,22.98,0.0,80.07,54.74,27.23,310.73,1.49,-0.76,0.32,1.51,0.06,0.38,5.22,1.1,13.96,8.38,24.62,1.05,30-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Jul-2019 - 00:00,26.21,703.75,8.18,14.26,0.0,78.62,79.76,27.22,308.67,1.56,-0.82,0.23,1.63,0.1,0.38,5.31,1.1,14.23,8.53,24.98,1.19,31-Jul-2019 - 00:00,"Zoo Park, Hyderabad - TSPCB"
