from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
06-Feb-2019 - 00:00,71.82,158.94,92.9,107.91,14.72,18.79,61.26,0.64,40.6,10.73,106.39,6.0,14.88,14.69,36.66,131.97,0.37,204.63,0.0,07-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-Feb-2019 - 00:00,83.23,263.17,78.13,95.94,17.83,13.63,84.35,0.49,41.69,7.54,102.48,4.1,6.8,7.48,34.54,233.02,0.53,227.0,0.0,08-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-Feb-2019 - 00:00,111.17,315.96,72.16,85.41,13.27,10.69,53.03,0.74,40.06,7.96,66.54,5.32,8.6,8.77,26.88,298.55,0.36,175.99,0.0,09-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-Feb-2019 - 00:00,79.76,208.62,67.71,78.48,10.77,8.82,24.22,0.57,49.21,9.54,45.76,3.25,4.5,4.82,27.07,194.01,0.64,57.54,0.0,10-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-Feb-2019 - 00:00,55.95,111.23,56.75,61.2,4.5,9.97,22.42,0.54,61.7,5.87,43.69,1.91,3.05,3.37,31.35,282.47,0.65,51.6,0.0,11-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-Feb-2019 - 00:00,58.12,149.06,58.54,63.45,4.9,11.48,32.67,0.62,69.72,5.11,43.6,2.53,4.93,4.73,30.6,237.57,0.64,41.84,0.0,12-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-Feb-2019 - 00:00,88.62,201.47,81.25,112.7,31.68,16.82,32.77,1.05,63.21,9.81,57.78,5.01,8.73,9.7,37.56,312.75,0.63,83.25,0.0,13-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-Feb-2019 - 00:00,104.99,226.11,98.47,129.22,31.15,33.37,41.29,1.04,50.98,13.77,92.14,8.13,21.39,17.42,46.56,254.34,0.47,124.37,0.0,14-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-Feb-2019 - 00:00,77.37,171.13,88.48,106.62,17.94,34.24,28.06,0.91,57.93,8.89,74.51,5.73,13.16,13.73,47.11,244.65,0.34,193.78,0.0,15-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-Feb-2019 - 00:00,105.37,221.53,106.17,138.74,31.84,19.54,13.93,1.07,43.48,15.21,103.57,8.11,15.82,15.52,40.76,212.24,0.38,187.72,0.0,16-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-Feb-2019 - 00:00,62.48,174.55,90.35,111.75,48.24,10.94,11.57,1.1,50.17,9.0,60.87,6.49,11.4,12.23,32.3,250.92,0.57,108.24,0.0,17-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-Feb-2019 - 00:00,83.1,174.01,93.96,127.1,33.15,11.68,11.21,0.7,50.75,16.81,78.92,6.5,12.22,13.39,33.97,244.64,0.49,123.4,0.0,18-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-Feb-2019 - 00:00,121.57,253.11,121.61,152.66,30.46,13.81,54.95,0.97,34.77,25.24,106.28,9.99,25.35,18.86,35.68,305.38,0.42,194.61,0.0,19-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-Feb-2019 - 00:00,64.95,149.57,80.88,99.36,18.3,22.43,24.25,0.84,38.27,9.51,68.48,5.59,13.37,13.02,61.41,417.94,0.42,176.26,0.0,20-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-Feb-2019 - 00:00,81.54,190.81,102.41,143.78,41.4,13.99,7.69,1.08,34.78,12.28,79.31,9.32,21.86,15.76,51.98,287.18,0.59,114.91,0.0,21-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-Feb-2019 - 00:00,41.71,87.68,66.59,75.44,8.86,14.68,17.55,0.27,23.58,4.53,66.88,4.98,10.5,12.1,54.72,260.53,0.33,251.85,0.0,22-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-Feb-2019 - 00:00,52.23,124.36,71.95,94.27,22.36,11.05,10.91,0.63,32.85,8.05,69.24,6.07,11.23,10.87,55.38,195.33,0.43,195.17,0.0,23-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-Feb-2019 - 00:00,44.13,121.21,70.97,79.82,8.88,3.58,11.82,0.64,47.17,5.35,52.41,9.19,7.79,9.27,37.94,227.42,0.54,104.23,0.0,24-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-Feb-2019 - 00:00,91.64,204.86,119.62,205.56,96.72,4.7,23.81,1.61,32.73,19.06,158.73,15.83,20.39,22.73,39.9,319.34,0.35,152.78,0.0,25-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
25-Feb-2019 - 00:00,70.17,185.18,92.53,117.11,34.17,3.76,45.87,0.75,37.05,16.59,131.58,8.26,15.97,17.8,38.24,296.34,0.34,215.13,0.0,26-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
26-Feb-2019 - 00:00,67.33,200.79,75.27,95.78,20.64,10.3,44.6,0.43,15.64,10.58,114.89,4.65,9.98,7.79,56.74,228.16,0.59,222.44,0.0,27-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
27-Feb-2019 - 00:00,50.27,143.27,67.83,76.66,8.84,11.19,13.16,0.51,30.22,9.82,80.43,4.1,9.6,8.2,52.24,302.6,0.47,237.13,0.0,28-Feb-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
28-Feb-2019 - 00:00,39.94,118.6,68.97,82.14,13.2,3.72,7.4,0.6,53.44,5.15,49.36,4.07,5.76,6.17,26.9,289.56,0.62,95.68,0.0,01-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
01-Mar-2019 - 00:00,51.99,151.89,67.62,77.89,10.3,3.67,7.79,0.51,53.73,5.83,48.14,3.51,6.65,6.44,29.9,331.54,0.72,61.38,0.0,02-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
02-Mar-2019 - 00:00,52.52,137.45,71.86,77.28,5.48,5.3,24.92,0.52,75.55,4.96,67.68,2.76,5.46,4.52,30.97,208.93,0.82,123.3,0.0,03-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
03-Mar-2019 - 00:00,79.85,180.29,66.88,82.67,15.81,13.58,30.14,0.59,8.68,7.77,86.57,4.47,13.19,9.31,61.55,235.78,0.53,211.49,0.0,04-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
04-Mar-2019 - 00:00,44.86,124.19,56.38,66.05,9.69,7.65,18.46,0.52,43.04,6.5,55.06,3.5,9.06,7.9,41.74,184.33,0.46,274.54,0.0,05-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
05-Mar-2019 - 00:00,55.07,146.44,57.38,70.56,13.24,2.52,16.73,0.69,45.82,7.57,57.33,3.53,8.35,8.0,35.66,328.61,0.45,137.95,0.0,06-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
06-Mar-2019 - 00:00,74.9,188.86,33.88,51.2,17.32,0.86,15.23,0.8,40.29,12.94,149.4,6.17,13.88,13.71,36.22,282.73,0.35,147.07,0.0,07-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-Mar-2019 - 00:00,96.72,228.19,28.11,40.87,12.76,0.84,32.9,0.83,41.02,16.7,88.25,7.85,17.17,17.58,37.04,306.2,0.45,167.32,0.0,08-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-Mar-2019 - 00:00,81.37,213.87,22.94,37.79,14.86,0.87,42.17,0.84,32.06,21.31,123.36,10.97,32.84,24.0,41.48,349.03,0.37,199.89,0.0,09-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-Mar-2019 - 00:00,69.34,200.89,16.09,22.03,5.94,0.53,26.65,0.46,43.47,10.75,94.68,6.99,18.65,16.15,31.74,297.43,0.39,254.5,0.0,10-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-Mar-2019 - 00:00,43.52,159.47,5.24,8.33,3.34,0.15,23.39,0.57,40.62,7.63,57.61,3.66,5.27,5.07,28.56,329.59,0.57,119.89,0.0,11-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-Mar-2019 - 00:00,36.05,143.09,12.93,15.78,2.86,1.26,33.63,0.38,43.08,4.81,148.65,3.46,5.26,4.28,45.04,323.93,0.43,208.63,0.0,12-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-Mar-2019 - 00:00,66.64,188.23,92.71,135.33,42.78,7.65,14.25,0.9,68.13,8.74,81.14,7.19,16.98,16.11,20.9,290.73,0.41,121.42,0.0,13-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-Mar-2019 - 00:00,91.52,221.56,102.55,131.72,29.27,31.38,36.81,0.74,41.06,18.29,91.03,10.4,25.92,22.03,28.09,308.61,0.46,138.92,0.0,14-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-Mar-2019 - 00:00,50.69,143.05,78.85,86.21,7.42,26.84,28.23,0.54,41.01,8.78,86.02,4.3,12.12,11.28,31.39,234.64,0.35,229.2,0.0,15-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-Mar-2019 - 00:00,48.7,161.72,74.93,82.95,8.16,25.9,15.7,0.62,51.39,6.12,49.21,3.26,5.85,6.62,27.34,316.01,0.6,91.45,0.0,16-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-Mar-2019 - 00:00,47.73,157.08,59.29,62.2,3.05,28.46,11.08,0.54,65.81,4.8,48.26,3.09,6.17,6.66,28.82,229.51,0.77,83.04,0.0,17-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-Mar-2019 - 00:00,51.0,144.86,70.91,76.02,5.32,26.64,19.65,0.64,58.71,5.65,52.84,3.23,6.63,6.56,24.61,224.64,0.49,132.45,0.0,18-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-Mar-2019 - 00:00,47.99,129.28,69.48,79.87,10.5,26.11,15.08,0.72,58.22,5.55,51.36,3.87,7.75,8.42,19.08,225.23,0.57,87.06,0.0,19-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-Mar-2019 - 00:00,85.19,214.09,106.72,166.61,59.9,19.71,48.12,1.17,35.62,13.37,98.41,10.41,23.64,24.86,22.38,277.51,0.36,136.56,0.0,20-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-Mar-2019 - 00:00,56.65,127.71,65.94,73.88,8.4,32.16,26.33,0.47,26.68,5.4,117.75,4.77,14.26,13.22,38.18,305.78,0.35,199.36,0.0,21-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-Mar-2019 - 00:00,44.28,119.1,56.43,72.73,16.31,30.5,12.35,0.71,41.05,6.3,73.56,4.57,11.92,11.82,39.91,198.31,0.41,156.61,0.0,22-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-Mar-2019 - 00:00,48.47,141.57,67.31,91.19,23.89,27.2,17.03,0.82,44.85,7.66,63.31,6.36,12.3,16.02,28.63,181.19,0.46,124.81,0.0,23-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-Mar-2019 - 00:00,67.47,186.73,91.3,132.35,54.9,23.87,14.4,0.91,49.25,10.99,78.9,7.97,19.13,18.93,24.92,299.06,0.58,78.32,0.0,24-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-Mar-2019 - 00:00,76.56,181.75,93.18,110.32,46.69,24.23,19.67,0.85,34.15,12.36,91.2,9.08,16.17,17.76,27.1,206.81,0.35,149.53,0.0,25-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
25-Mar-2019 - 00:00,54.62,163.75,68.11,80.0,12.13,26.94,16.55,0.46,36.64,5.57,55.28,3.97,8.16,9.08,22.85,317.64,0.46,134.13,0.0,26-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
26-Mar-2019 - 00:00,56.26,166.11,68.05,80.4,12.48,26.68,15.15,0.64,43.85,5.75,54.78,4.8,11.61,11.34,24.62,297.81,0.52,112.6,0.0,27-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
27-Mar-2019 - 00:00,84.89,187.15,103.61,160.22,56.65,24.42,36.93,1.22,53.19,10.66,95.72,11.41,20.31,10.27,23.22,311.37,0.57,104.54,0.0,28-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
28-Mar-2019 - 00:00,122.09,240.53,81.41,140.19,58.57,17.89,71.91,1.01,55.26,18.58,108.23,12.86,22.77,19.38,24.24,295.93,0.35,117.57,0.0,29-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
29-Mar-2019 - 00:00,72.52,177.65,72.86,103.81,31.24,23.23,96.3,0.68,43.12,9.69,81.71,10.1,31.21,17.88,23.11,242.32,0.4,190.33,0.0,30-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
30-Mar-2019 - 00:00,76.11,197.02,72.15,109.93,37.8,26.39,63.13,0.75,32.45,9.2,90.77,8.62,24.36,23.88,23.29,231.11,0.41,198.47,0.0,31-Mar-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
31-Mar-2019 - 00:00,66.57,191.37,69.96,86.66,16.6,31.3,81.76,0.5,55.56,11.52,41.7,4.23,7.62,7.87,27.29,257.38,0.5,193.62,0.0,01-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
01-Apr-2019 - 00:00,82.84,192.29,77.17,97.62,20.5,29.28,82.62,0.72,54.32,9.42,47.84,4.02,7.87,8.77,34.36,276.78,0.56,173.0,0.0,02-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
02-Apr-2019 - 00:00,86.55,217.65,80.62,114.27,33.86,36.15,54.23,1.02,55.55,9.91,34.41,4.18,10.98,10.26,38.07,245.38,0.5,137.42,0.0,03-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
03-Apr-2019 - 00:00,113.52,221.61,74.73,125.46,50.32,33.51,80.57,1.22,43.51,3.9,35.88,2.28,3.27,0.41,29.75,306.14,0.47,148.38,0.0,04-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
04-Apr-2019 - 00:00,71.8,189.87,71.87,92.85,21.01,37.37,93.09,0.44,53.93,8.74,41.3,3.18,5.15,4.36,25.49,252.52,0.49,167.52,0.0,05-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
05-Apr-2019 - 00:00,83.83,194.66,73.2,98.92,25.79,41.03,109.27,0.57,33.94,17.59,49.03,5.34,9.88,11.61,34.09,269.55,0.76,198.24,0.0,06-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
06-Apr-2019 - 00:00,69.74,153.8,72.66,116.31,44.11,31.63,90.49,0.76,34.43,12.35,60.48,5.58,10.73,11.8,35.9,267.98,0.7,194.64,0.0,07-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
07-Apr-2019 - 00:00,74.3,161.18,65.79,100.7,34.94,39.29,108.73,0.72,25.17,13.1,55.17,5.37,9.96,12.21,43.42,270.16,0.73,196.9,0.0,08-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
08-Apr-2019 - 00:00,67.49,152.23,72.13,99.97,27.87,33.45,135.89,0.73,28.33,17.78,57.44,5.47,12.62,13.02,36.45,250.24,0.64,199.36,0.0,09-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
09-Apr-2019 - 00:00,74.57,162.24,72.95,99.88,26.93,35.13,127.32,0.68,32.79,13.42,83.23,4.11,14.38,14.13,30.58,254.09,0.55,215.57,0.0,10-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
10-Apr-2019 - 00:00,73.82,177.86,54.77,113.3,63.06,33.82,72.35,1.07,37.3,16.79,122.13,6.41,14.43,18.33,39.17,251.96,0.36,175.96,0.0,11-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
11-Apr-2019 - 00:00,66.82,179.61,59.46,115.89,56.64,27.17,76.6,0.83,36.97,18.23,78.14,4.57,18.72,23.25,30.53,190.05,0.35,165.1,0.0,12-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
12-Apr-2019 - 00:00,67.32,153.34,77.53,99.25,21.92,30.54,87.44,0.58,35.97,9.85,86.95,2.97,15.86,15.89,28.71,162.05,0.48,176.55,0.0,13-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
13-Apr-2019 - 00:00,58.01,148.93,75.39,86.44,11.52,31.3,75.75,0.72,44.49,9.37,96.76,2.34,13.81,15.25,28.96,125.22,0.48,175.8,0.0,14-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
14-Apr-2019 - 00:00,49.45,141.73,130.36,153.79,23.43,13.92,91.61,0.5,50.76,9.51,103.74,1.64,8.81,9.98,25.32,201.62,0.35,174.15,0.0,15-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
15-Apr-2019 - 00:00,75.58,268.01,107.94,138.48,30.11,15.94,70.27,0.7,37.91,21.58,84.06,2.79,14.52,20.6,29.29,171.64,0.46,165.73,0.0,16-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
16-Apr-2019 - 00:00,103.11,453.48,96.23,113.01,16.76,12.12,59.99,0.55,32.72,8.55,58.12,1.99,11.8,13.5,43.28,143.79,0.45,162.6,0.0,17-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
17-Apr-2019 - 00:00,46.03,113.55,106.45,125.1,18.63,25.53,96.45,0.47,28.08,10.19,73.21,1.98,9.48,9.32,50.17,215.35,0.69,223.75,0.0,18-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
18-Apr-2019 - 00:00,39.6,109.7,100.7,112.53,12.11,19.19,62.85,0.45,43.34,5.73,65.31,1.42,8.63,8.0,38.41,331.19,0.47,205.11,0.0,19-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
19-Apr-2019 - 00:00,24.41,85.43,92.75,97.59,5.12,11.36,28.33,0.46,66.49,4.38,34.08,0.8,4.93,6.18,24.5,311.13,0.51,89.32,0.0,20-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
20-Apr-2019 - 00:00,40.67,114.24,95.87,126.56,30.7,9.18,37.71,0.9,71.53,8.29,37.59,5.7,8.27,10.21,23.36,404.93,0.45,120.21,0.0,21-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
21-Apr-2019 - 00:00,60.76,157.21,92.09,127.07,35.27,10.26,48.51,0.72,52.92,19.32,82.08,5.32,11.17,12.95,26.37,356.35,0.39,140.21,0.0,22-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
22-Apr-2019 - 00:00,60.33,142.42,94.37,113.58,19.3,13.61,94.64,0.64,55.98,20.87,66.21,2.05,12.96,14.59,22.87,260.08,0.47,170.51,0.0,23-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
23-Apr-2019 - 00:00,51.3,126.56,83.83,105.38,21.58,18.04,58.33,0.67,51.15,9.51,78.33,1.68,11.43,14.48,26.17,255.08,0.45,195.78,0.0,24-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
24-Apr-2019 - 00:00,41.46,108.5,71.67,85.17,13.5,16.28,52.33,0.58,45.83,8.06,144.52,2.06,17.67,19.86,26.91,214.79,0.29,178.21,0.0,25-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
25-Apr-2019 - 00:00,43.73,124.13,61.71,76.56,14.85,12.56,57.33,0.59,49.74,8.71,112.58,1.71,12.13,14.59,27.83,254.62,0.33,153.98,0.0,26-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
26-Apr-2019 - 00:00,51.57,133.09,65.65,75.08,9.46,16.46,53.89,0.47,39.49,7.05,123.55,1.6,12.48,16.36,33.79,218.94,0.32,121.87,0.0,27-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
27-Apr-2019 - 00:00,61.63,177.1,60.47,100.66,40.14,9.5,49.33,0.96,40.15,11.0,75.96,2.25,24.21,23.09,20.15,219.94,0.37,141.33,0.0,28-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
28-Apr-2019 - 00:00,67.49,168.61,59.57,89.05,29.48,9.79,56.06,0.59,40.73,11.82,90.37,3.71,17.04,20.35,15.33,247.5,0.32,131.63,0.0,29-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
29-Apr-2019 - 00:00,59.34,154.5,74.13,86.7,12.43,17.26,103.94,0.53,35.95,7.35,95.47,1.57,9.6,10.97,24.05,359.19,0.55,208.65,0.0,30-Apr-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
30-Apr-2019 - 00:00,69.25,180.3,118.47,138.03,20.86,23.7,92.48,0.62,34.52,12.62,51.46,1.61,9.44,9.95,37.25,501.76,0.8,203.39,0.0,01-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
01-May-2019 - 00:00,74.42,233.22,185.06,202.7,19.71,25.7,47.81,0.55,20.4,3.33,18.59,1.47,3.06,3.09,45.15,401.12,0.84,196.35,0.0,02-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
02-May-2019 - 00:00,69.6,180.62,134.93,154.89,20.01,45.03,47.88,0.62,30.89,4.95,21.05,1.7,2.48,1.4,42.53,384.4,0.74,182.74,0.0,03-May-2019 - 00:00,"Phase-4 GIDC, Vatva - GPCB"
