from date,NO,NO2,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,Temp,WD,WS,BP,SR,RF,to date,station
13-Aug-2019 - 00:00,2.9,15.86,10.79,15.8,3.02,1.15,25.71,24.17,68.34,0.04,0.48,35.06,30.18,63.44,2.21,740.0,74.45,0.0,14-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Aug-2019 - 00:00,2.52,9.41,7.05,15.0,3.62,1.18,39.0,26.0,71.52,0.02,0.39,34.84,29.88,73.92,1.68,740.0,102.92,0.25,15-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Aug-2019 - 00:00,2.01,6.24,4.48,13.51,5.22,0.97,31.07,21.13,67.16,0.03,0.17,35.29,30.13,74.52,3.2,740.0,103.64,0.38,16-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Aug-2019 - 00:00,2.01,3.85,3.69,11.66,3.34,0.85,34.83,15.35,44.79,0.09,0.18,33.91,30.39,73.64,4.46,739.9,95.58,0.03,17-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Aug-2019 - 00:00,2.14,3.73,3.67,12.76,2.74,0.77,25.32,4.94,9.67,0.05,0.14,30.91,30.27,52.73,6.49,739.91,50.99,0.17,18-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Aug-2019 - 00:00,3.59,8.83,7.09,15.12,5.99,0.8,26.76,15.79,29.13,0.07,0.26,31.39,30.22,56.57,2.27,740.0,61.21,1.42,19-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Aug-2019 - 00:00,3.71,13.58,10.23,18.52,2.1,1.24,35.34,34.55,82.1,0.16,0.46,34.74,30.59,76.48,0.9,740.0,103.52,0.0,20-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Aug-2019 - 00:00,4.26,10.9,9.24,25.06,5.11,0.8,41.07,33.52,90.18,0.09,0.22,35.24,30.02,80.97,1.7,740.0,115.73,0.0,21-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Aug-2019 - 00:00,6.78,16.64,14.37,31.73,10.81,0.44,40.79,47.31,152.22,0.11,0.54,36.16,30.56,78.98,1.51,740.0,111.28,0.0,22-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Aug-2019 - 00:00,2.07,14.89,9.6,37.02,8.62,0.34,40.15,46.12,143.2,0.21,0.37,35.3,30.87,64.98,0.95,740.0,75.95,0.0,23-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Aug-2019 - 00:00,14.17,23.18,23.84,32.73,9.48,0.62,44.04,52.27,146.68,0.43,1.21,36.95,31.21,78.65,0.79,740.0,105.31,0.0,24-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Aug-2019 - 00:00,11.54,20.77,20.43,35.43,10.48,0.31,32.32,43.78,124.44,0.24,0.52,34.86,31.49,60.79,1.0,740.0,64.2,0.0,25-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Aug-2019 - 00:00,1.73,11.56,7.55,28.45,11.96,0.2,32.68,31.26,53.1,0.22,0.26,32.28,31.32,65.3,1.35,740.0,68.7,0.22,26-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Aug-2019 - 00:00,6.75,14.51,13.2,23.91,8.1,0.22,27.51,20.97,127.74,0.22,0.32,35.17,31.37,81.49,1.8,740.0,109.03,0.0,27-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Aug-2019 - 00:00,7.92,16.63,15.29,24.14,10.06,0.33,29.58,31.69,122.41,0.25,0.39,37.87,31.37,82.26,0.73,740.0,109.97,0.0,28-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Aug-2019 - 00:00,2.54,12.76,8.86,27.84,10.06,0.31,40.93,31.76,90.39,0.2,0.32,38.29,31.3,83.64,1.1,740.0,113.6,0.05,29-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Aug-2019 - 00:00,1.72,12.22,7.9,28.04,10.96,0.23,43.9,32.07,86.78,0.18,0.4,37.65,31.06,80.17,2.06,740.1,108.31,0.0,30-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Aug-2019 - 00:00,1.96,12.94,8.48,25.15,10.18,0.78,38.31,34.45,103.87,0.18,0.32,37.44,31.13,76.17,0.93,740.0,98.43,0.0,31-Aug-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Aug-2019 - 00:00,2.69,22.97,14.41,27.42,11.56,0.5,52.06,48.35,140.06,0.2,0.49,37.87,31.48,71.22,0.8,739.97,86.87,0.0,01-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Sep-2019 - 00:00,1.33,13.21,8.11,25.54,6.19,0.5,46.57,25.74,51.83,0.18,0.4,33.73,31.47,68.74,2.18,740.0,79.93,0.01,02-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Sep-2019 - 00:00,1.44,11.73,7.41,22.02,9.55,0.45,44.01,36.74,97.65,0.2,0.3,37.03,31.43,80.0,0.72,740.0,106.81,0.0,03-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Sep-2019 - 00:00,6.38,23.27,17.56,24.14,8.03,0.68,44.08,67.18,171.24,0.22,0.37,37.64,31.48,63.4,0.57,740.0,75.03,0.0,04-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Sep-2019 - 00:00,2.49,19.71,12.51,27.47,7.13,0.5,37.46,46.51,101.69,0.24,0.38,35.15,31.68,72.17,2.01,740.0,84.59,0.12,05-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Sep-2019 - 00:00,3.24,13.32,9.71,28.37,11.59,0.3,29.54,25.69,76.88,0.25,0.36,35.77,31.58,77.82,1.98,740.0,102.93,0.0,06-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Sep-2019 - 00:00,2.04,15.12,9.7,24.65,8.86,0.33,32.5,27.65,91.52,0.26,0.44,36.97,31.5,74.66,1.6,740.0,95.86,0.0,07-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Sep-2019 - 00:00,2.57,16.71,10.97,24.26,9.26,0.32,38.96,32.47,113.1,0.26,0.62,35.43,31.65,66.64,2.32,740.0,79.61,0.0,08-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Sep-2019 - 00:00,2.39,11.63,8.12,23.26,6.86,0.52,32.04,28.23,76.88,0.21,0.3,36.39,31.96,76.32,0.74,740.0,96.06,0.0,09-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Sep-2019 - 00:00,2.97,15.99,10.92,24.91,8.18,0.36,49.11,53.76,140.99,0.26,0.35,37.61,31.74,77.66,0.91,740.0,102.79,0.0,10-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Sep-2019 - 00:00,10.29,19.63,18.81,27.88,5.97,0.46,46.96,58.48,163.57,0.3,0.35,37.89,31.62,76.5,0.62,740.0,101.84,0.0,11-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Sep-2019 - 00:00,2.75,23.32,14.64,33.22,12.07,0.56,75.35,80.65,250.84,0.38,0.7,38.77,31.85,73.72,0.7,740.0,95.71,0.0,12-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Sep-2019 - 00:00,2.12,16.64,10.57,35.34,8.24,0.42,46.14,57.68,137.16,0.33,0.56,36.41,31.73,69.58,2.25,740.0,86.45,0.0,13-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Sep-2019 - 00:00,2.75,13.89,9.62,30.16,6.16,0.2,30.52,29.81,83.08,0.2,0.31,36.7,30.47,71.76,1.5,740.0,99.76,0.0,14-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Sep-2019 - 00:00,1.79,12.02,7.84,27.45,7.54,0.16,31.75,25.64,73.38,0.14,0.36,35.5,30.72,69.42,2.1,740.04,92.4,0.0,15-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Sep-2019 - 00:00,3.01,13.6,9.68,22.96,8.13,0.19,31.86,18.08,31.45,0.18,0.32,34.77,31.03,65.01,1.27,740.02,75.9,0.0,16-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Sep-2019 - 00:00,4.43,21.28,14.92,29.24,7.27,0.4,49.05,65.87,199.24,0.3,0.58,36.46,30.99,73.26,0.77,740.0,96.35,0.0,17-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Sep-2019 - 00:00,3.98,23.48,15.73,33.47,11.67,0.42,52.81,67.25,167.49,0.37,0.75,36.81,30.97,73.92,0.83,740.04,97.91,0.0,18-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Sep-2019 - 00:00,1.51,13.6,8.46,39.31,5.35,0.61,47.46,33.27,83.38,0.21,0.4,33.59,31.15,77.67,3.03,740.68,104.48,0.0,19-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Sep-2019 - 00:00,2.12,12.19,8.2,28.34,7.74,0.98,39.39,15.95,51.52,0.14,0.27,31.99,31.16,69.7,2.89,741.0,84.3,0.0,20-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Sep-2019 - 00:00,11.32,21.85,20.82,27.85,6.6,1.18,35.77,38.24,99.83,0.31,0.46,33.45,31.05,71.89,0.99,740.71,89.45,0.0,21-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Sep-2019 - 00:00,7.12,22.42,17.72,31.72,14.21,1.25,56.72,43.3,110.52,0.3,0.73,34.21,31.27,72.39,0.86,740.31,91.89,0.0,22-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Sep-2019 - 00:00,12.0,22.26,21.59,28.48,6.79,1.27,30.57,23.99,60.15,0.35,0.77,29.85,30.92,56.83,2.34,740.79,61.76,0.0,23-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Sep-2019 - 00:00,2.65,16.08,10.7,28.18,9.88,1.02,34.61,24.69,70.68,0.21,0.41,31.91,31.03,69.58,1.16,741.0,86.96,0.0,24-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Sep-2019 - 00:00,6.34,23.91,17.88,27.85,9.16,1.17,37.35,37.99,112.95,0.27,0.69,33.27,30.85,72.08,1.14,741.0,95.75,0.0,25-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Sep-2019 - 00:00,2.19,13.21,8.81,28.46,8.55,1.07,30.63,27.59,69.04,0.22,0.43,33.06,31.18,77.09,1.54,741.0,100.33,0.0,26-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Sep-2019 - 00:00,5.12,13.68,11.44,26.28,8.54,1.05,18.91,20.41,65.06,0.18,0.32,32.82,31.16,71.31,2.28,741.0,84.44,0.0,27-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Sep-2019 - 00:00,2.72,11.48,8.31,24.21,7.9,0.89,19.39,12.48,49.95,0.14,0.27,31.71,31.72,73.09,2.05,741.0,83.52,0.0,28-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Sep-2019 - 00:00,3.53,10.69,8.55,24.4,8.84,0.93,18.57,18.05,49.1,0.18,0.28,30.72,32.71,70.06,2.73,740.93,76.52,0.0,29-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Sep-2019 - 00:00,1.85,8.28,5.91,23.61,9.47,0.92,18.87,10.26,22.89,0.11,0.27,29.75,32.53,69.14,2.57,740.97,75.0,0.0,30-Sep-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Sep-2019 - 00:00,3.02,16.37,11.17,25.95,7.9,1.04,27.47,24.47,60.15,0.21,0.46,30.1,32.83,67.74,1.31,740.8,65.76,0.0,01-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Oct-2019 - 00:00,3.3,17.15,11.8,23.28,8.58,1.11,31.43,31.27,72.21,0.24,0.47,31.14,32.7,77.96,1.49,740.56,91.96,0.0,02-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Oct-2019 - 00:00,6.53,17.38,14.56,25.47,8.74,1.16,32.34,41.46,91.0,0.33,0.57,32.19,33.28,83.15,0.88,740.99,98.53,0.0,03-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Oct-2019 - 00:00,7.6,17.65,15.57,28.46,9.96,1.19,58.5,54.17,132.66,0.41,0.43,32.85,33.14,78.43,0.81,740.86,90.98,0.0,04-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Oct-2019 - 00:00,1.58,16.11,9.85,28.61,8.59,1.07,55.42,41.8,95.4,0.24,0.55,29.84,33.25,78.79,2.02,741.0,92.42,0.08,05-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Oct-2019 - 00:00,1.85,16.89,10.49,29.25,7.96,0.95,52.71,37.26,90.33,0.22,0.32,29.07,32.67,76.95,1.86,741.0,89.5,0.0,06-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Oct-2019 - 00:00,1.39,18.58,11.01,31.96,8.45,1.15,59.68,55.83,126.73,0.29,0.29,29.78,31.61,77.34,1.42,741.0,96.16,0.0,07-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Oct-2019 - 00:00,1.25,12.81,7.84,34.4,7.99,1.09,60.21,51.41,123.33,0.27,0.28,29.39,32.49,72.78,2.21,741.0,81.4,0.0,08-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Oct-2019 - 00:00,14.11,17.72,20.89,32.24,7.5,0.98,57.19,42.04,115.23,0.24,0.3,29.05,33.85,87.8,1.58,741.0,101.96,0.0,09-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Oct-2019 - 00:00,7.09,23.87,18.46,32.18,9.7,1.18,68.29,66.29,157.12,0.38,0.35,30.34,32.02,75.96,0.64,741.0,93.54,0.0,10-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Oct-2019 - 00:00,6.55,27.64,20.04,33.69,9.54,1.49,60.68,105.91,216.62,0.47,0.41,29.3,30.24,64.41,0.54,741.0,77.97,0.0,11-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Oct-2019 - 00:00,2.72,30.14,18.25,34.54,12.01,1.4,63.47,87.02,186.62,0.37,0.72,30.16,30.47,69.61,0.66,741.0,91.49,0.0,12-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Oct-2019 - 00:00,7.62,37.65,26.22,35.86,11.46,1.69,62.52,111.59,224.56,0.46,0.56,30.78,30.26,65.52,0.85,741.0,86.14,0.0,13-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Oct-2019 - 00:00,4.87,33.77,21.92,37.77,8.79,1.68,55.69,121.23,240.7,0.49,0.78,30.29,30.14,63.96,0.91,741.0,83.79,0.0,14-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Oct-2019 - 00:00,16.85,36.14,32.92,38.65,10.27,1.72,56.16,111.97,236.64,0.44,0.81,30.19,30.46,64.56,0.91,741.0,82.1,0.0,15-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Oct-2019 - 00:00,13.07,50.98,37.74,39.08,9.39,1.87,60.24,139.32,309.74,0.64,1.66,31.32,30.05,61.85,0.42,741.0,79.16,0.0,16-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Oct-2019 - 00:00,4.02,36.56,22.71,37.52,9.19,1.93,59.36,146.49,260.56,0.69,0.62,30.69,30.56,60.25,0.61,741.0,72.72,0.0,17-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Oct-2019 - 00:00,2.37,34.25,20.09,40.78,8.57,1.73,54.69,107.71,201.1,0.58,0.49,30.21,31.71,65.16,1.04,741.0,74.32,0.0,18-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Oct-2019 - 00:00,1.98,28.65,16.84,36.98,2.44,1.43,60.94,91.2,182.48,0.48,0.45,29.09,32.58,69.25,2.22,741.0,73.93,0.26,19-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Oct-2019 - 00:00,3.52,34.79,21.37,35.51,3.17,1.25,59.99,77.36,135.21,0.35,0.54,28.86,32.45,72.15,0.46,741.17,83.11,0.0,20-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Oct-2019 - 00:00,2.65,36.95,21.81,37.67,7.14,1.35,55.38,94.57,162.66,0.34,0.4,27.89,31.54,75.07,1.16,741.0,93.41,0.0,21-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Oct-2019 - 00:00,4.29,35.44,22.34,40.98,6.65,1.44,55.26,108.2,189.34,0.45,0.47,26.21,31.93,75.75,1.52,741.0,93.3,0.0,22-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Oct-2019 - 00:00,2.13,37.69,21.78,38.97,7.21,1.33,57.32,97.01,185.34,0.39,1.16,26.4,32.98,80.77,1.95,740.89,95.88,0.0,23-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Oct-2019 - 00:00,16.74,52.14,41.34,41.99,9.54,1.62,56.05,119.01,234.31,0.59,1.09,26.86,32.98,77.31,1.19,740.68,89.72,0.0,24-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Oct-2019 - 00:00,15.33,52.95,40.62,40.19,7.33,1.78,43.43,164.45,290.53,0.85,0.53,27.19,32.52,70.06,0.56,740.99,76.4,0.0,25-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Oct-2019 - 00:00,10.76,49.17,34.9,38.09,9.35,1.48,58.94,124.09,223.56,0.66,0.45,26.5,30.73,64.76,1.36,741.0,76.45,0.02,26-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Oct-2019 - 00:00,13.83,52.61,39.22,43.11,8.2,1.85,57.27,156.25,280.82,0.81,0.73,26.19,30.48,58.39,0.5,741.0,64.6,0.0,27-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Oct-2019 - 00:00,3.94,42.1,25.59,44.36,6.69,1.74,64.84,169.7,263.11,0.69,0.88,26.58,31.11,67.28,1.47,741.0,79.97,0.0,28-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Oct-2019 - 00:00,7.5,33.51,23.93,44.71,5.27,1.86,59.31,213.3,319.8,0.66,0.49,26.26,31.42,63.04,0.61,741.0,69.0,0.02,29-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Oct-2019 - 00:00,17.45,43.97,37.54,46.11,4.11,2.42,33.22,268.62,400.22,0.88,0.62,25.95,31.43,55.81,0.31,741.0,41.5,0.0,30-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Oct-2019 - 00:00,13.87,53.09,39.52,48.9,5.43,2.58,41.06,356.01,530.37,1.0,1.18,26.68,31.27,57.95,0.78,741.0,51.96,0.0,31-Oct-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Oct-2019 - 00:00,15.16,55.02,41.57,34.97,7.39,2.23,46.59,293.81,465.47,0.93,1.83,26.1,31.2,59.53,0.75,741.0,60.42,0.0,01-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Nov-2019 - 00:00,6.75,41.8,27.7,16.3,8.65,2.58,55.88,430.54,610.32,1.06,1.49,27.25,31.24,59.27,0.42,741.0,59.19,0.0,02-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Nov-2019 - 00:00,2.58,25.59,15.63,13.47,5.07,2.16,55.24,330.79,486.47,0.75,1.06,26.81,31.19,57.83,1.11,741.0,53.1,0.0,03-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Nov-2019 - 00:00,3.46,24.78,15.99,12.05,3.59,3.94,23.46,761.84,738.88,1.43,1.33,24.74,31.58,55.2,1.03,741.0,37.6,0.0,04-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Nov-2019 - 00:00,2.47,16.34,10.65,7.97,4.13,2.27,53.56,406.46,512.52,0.71,0.53,26.2,31.54,65.74,2.2,741.0,74.48,0.0,05-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Nov-2019 - 00:00,1.66,15.86,9.73,6.59,8.16,1.84,62.42,256.19,371.83,0.52,0.68,25.57,31.37,66.55,2.47,741.0,76.6,0.0,06-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Nov-2019 - 00:00,8.37,31.96,23.76,6.16,9.72,1.77,37.73,170.43,318.96,0.66,1.34,25.13,31.19,60.04,0.58,740.46,63.62,0.0,07-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Nov-2019 - 00:00,4.28,20.67,14.46,11.54,7.09,1.88,28.53,191.61,292.21,0.77,0.71,21.59,31.83,55.61,1.63,740.78,32.83,0.01,08-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Nov-2019 - 00:00,1.98,22.84,13.75,14.82,2.57,1.36,63.7,111.26,209.5,0.39,0.32,27.72,32.04,69.07,0.47,741.0,78.59,0.0,09-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Nov-2019 - 00:00,2.02,20.64,12.53,20.87,15.63,1.08,85.11,69.19,155.16,0.25,0.51,32.4,31.69,101.06,3.16,741.0,194.24,0.0,10-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Nov-2019 - 00:00,1.9,33.35,19.2,25.0,10.62,1.8,76.38,153.5,378.86,0.75,0.93,27.82,31.77,79.34,2.0,741.0,128.05,0.0,12-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Nov-2019 - 00:00,3.23,40.92,24.14,24.26,9.93,1.95,69.28,251.96,382.6,0.58,0.48,24.65,32.06,71.52,1.71,741.0,88.13,0.0,13-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Nov-2019 - 00:00,8.01,50.58,33.41,26.8,6.66,2.08,47.91,344.85,485.77,0.73,0.57,21.78,32.1,63.1,0.52,741.05,61.14,0.0,14-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Nov-2019 - 00:00,18.06,51.25,41.93,21.76,5.39,2.19,37.55,301.18,474.04,0.88,0.82,22.68,32.69,64.61,0.39,741.18,53.33,0.0,15-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Nov-2019 - 00:00,5.76,37.14,24.43,17.75,4.8,2.36,39.05,330.14,469.84,0.89,0.64,23.09,32.53,63.53,0.72,741.08,55.84,0.0,16-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Nov-2019 - 00:00,3.19,25.93,16.38,16.96,8.9,1.47,43.6,161.34,340.43,0.44,0.35,23.72,31.08,61.68,2.52,741.0,69.39,0.0,17-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Nov-2019 - 00:00,1.52,18.61,11.13,22.02,1.63,1.18,46.29,83.55,176.78,0.22,0.21,22.81,30.52,61.91,3.57,741.0,74.75,0.0,18-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Nov-2019 - 00:00,2.43,25.79,15.69,25.82,3.29,1.39,52.26,135.2,229.56,0.39,0.86,20.96,30.57,60.03,2.07,741.0,69.31,0.0,19-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Nov-2019 - 00:00,3.57,38.0,23.1,24.54,3.28,1.64,45.04,178.41,295.08,0.49,1.15,20.69,30.53,58.15,1.01,741.0,65.47,0.0,20-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Nov-2019 - 00:00,51.05,49.8,67.98,24.72,13.44,2.42,40.04,187.6,369.47,0.75,1.22,20.44,30.76,58.4,0.37,741.0,64.18,0.0,21-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Nov-2019 - 00:00,31.71,46.19,48.11,29.41,14.11,2.29,58.47,239.11,426.54,1.09,0.64,20.36,30.78,55.23,0.38,741.16,54.04,0.0,22-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Nov-2019 - 00:00,13.91,51.79,38.06,29.6,18.12,1.85,63.75,219.53,385.97,0.74,1.11,21.45,30.63,54.92,0.56,741.17,56.86,0.0,23-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Nov-2019 - 00:00,1.92,30.54,17.51,31.38,11.83,1.19,39.97,113.26,212.73,0.36,0.38,21.81,30.66,53.01,1.75,741.0,47.59,0.0,24-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Nov-2019 - 00:00,0.92,27.15,14.94,31.05,14.37,1.14,48.25,92.28,186.89,0.29,0.28,22.93,30.53,57.92,1.82,741.0,62.23,0.0,25-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Nov-2019 - 00:00,12.64,43.09,31.78,32.11,14.01,1.41,48.59,120.96,305.14,0.58,0.47,24.81,30.34,57.25,0.47,741.17,69.34,0.0,26-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Nov-2019 - 00:00,3.83,30.06,18.56,32.67,12.36,1.37,46.85,93.6,222.6,0.51,0.34,22.81,30.45,51.59,0.78,741.1,43.51,0.0,27-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Nov-2019 - 00:00,2.46,23.66,13.9,34.67,8.37,1.06,47.08,53.02,122.29,0.25,0.22,20.43,30.5,49.25,1.71,741.0,31.38,0.0,28-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Nov-2019 - 00:00,0.61,15.11,8.23,29.09,7.56,0.88,49.94,22.78,31.82,0.14,0.16,17.5,30.5,49.73,3.41,741.01,33.76,0.07,29-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Nov-2019 - 00:00,1.8,25.41,14.82,29.84,7.74,1.14,35.54,45.09,83.34,0.28,0.34,18.62,31.27,63.23,0.79,741.18,70.23,0.0,30-Nov-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Nov-2019 - 00:00,3.24,31.68,18.9,39.58,10.83,1.35,34.92,71.23,129.61,0.35,0.85,16.79,32.22,65.68,1.05,741.11,64.85,0.0,01-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Dec-2019 - 00:00,0.92,29.36,15.93,43.54,8.3,1.3,58.28,97.98,159.01,0.33,0.45,16.24,32.45,68.33,1.16,741.07,71.52,0.0,02-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Dec-2019 - 00:00,2.22,41.02,23.04,49.83,8.98,1.47,53.58,137.88,231.28,0.44,0.62,15.14,32.5,67.59,1.11,741.11,69.43,0.0,03-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Dec-2019 - 00:00,6.46,39.81,25.92,61.65,10.08,1.54,55.68,146.26,244.13,0.47,0.88,15.24,32.59,69.31,1.21,741.0,72.58,0.0,04-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
