from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
21-Nov-2019 - 00:00,71.49,132.14,69.62,109.6,27.83,705.23,102.19,0.0,1.25,0.0,0.23,36.66,38.41,5.15,24.27,12.86,2.67,0.0,0.0,0.0,22-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Nov-2019 - 00:00,67.9,136.04,69.53,124.74,27.82,705.58,92.19,0.0,0.77,0.0,0.4,29.84,49.33,6.79,31.78,12.35,1.61,0.0,0.0,0.0,23-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Nov-2019 - 00:00,67.12,140.31,66.45,142.84,27.77,705.77,159.21,0.0,0.9,0.0,0.5,28.58,50.12,10.12,34.89,13.35,5.14,0.0,0.12,0.0,24-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Nov-2019 - 00:00,71.23,136.88,67.72,135.74,27.72,705.98,96.71,0.0,0.79,0.0,0.46,32.58,44.16,6.16,28.5,13.09,2.95,0.0,0.04,0.0,25-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Nov-2019 - 00:00,75.95,146.38,69.32,139.19,27.72,705.72,99.31,0.0,1.23,0.0,0.45,38.17,39.33,4.52,24.57,14.12,3.51,0.0,0.0,0.0,26-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Nov-2019 - 00:00,72.34,131.11,68.52,129.9,27.82,706.07,113.82,0.0,1.27,0.0,0.36,35.65,35.26,4.6,22.5,12.32,3.14,0.0,0.0,0.0,27-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Nov-2019 - 00:00,62.33,120.01,67.56,138.08,28.03,705.99,110.03,0.0,0.91,0.0,1.15,28.95,39.29,4.56,24.59,11.19,1.28,0.0,0.0,0.0,28-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Nov-2019 - 00:00,61.74,119.42,70.61,127.12,28.34,705.41,109.68,0.0,1.03,0.0,1.21,27.97,38.9,4.47,24.32,13.59,2.79,0.0,0.0,0.0,29-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Nov-2019 - 00:00,48.84,106.71,70.58,115.51,28.17,705.03,114.69,0.0,1.01,0.0,1.0,28.92,40.15,4.82,25.28,17.5,2.04,0.0,0.0,0.0,30-Nov-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Nov-2019 - 00:00,50.11,106.06,69.71,125.14,27.8,705.26,100.75,0.0,0.93,0.0,0.79,24.29,42.22,4.71,25.86,26.18,2.43,0.0,0.0,0.0,01-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Dec-2019 - 00:00,46.74,96.27,70.11,89.46,27.75,705.24,108.42,0.0,1.24,0.0,0.47,24.61,32.55,4.55,21.02,23.46,1.88,0.0,0.0,0.0,02-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Dec-2019 - 00:00,31.64,65.53,73.06,53.04,27.99,705.76,102.52,0.0,1.32,0.08,0.8,22.78,29.08,4.57,19.18,20.31,1.5,0.0,0.0,0.0,03-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Dec-2019 - 00:00,40.7,77.39,75.69,72.6,27.41,705.77,110.49,0.0,0.95,0.02,1.09,19.56,35.99,6.24,24.22,18.32,2.28,0.25,0.4,0.0,04-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Dec-2019 - 00:00,69.46,124.46,71.52,117.15,27.87,705.65,108.21,0.0,1.45,0.0,0.92,30.88,36.87,5.24,23.88,18.63,2.04,0.46,0.66,0.0,05-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-Dec-2019 - 00:00,70.73,142.43,69.84,117.7,28.02,706.11,103.14,0.0,0.7,0.0,1.34,24.39,50.08,8.11,33.23,17.93,2.24,0.68,1.64,0.01,06-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Dec-2019 - 00:00,79.32,150.29,69.41,97.94,27.81,706.72,107.27,0.0,0.77,0.0,0.92,30.55,44.09,4.93,27.46,17.9,3.21,0.48,0.98,0.0,07-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Dec-2019 - 00:00,72.23,136.74,68.61,130.24,27.75,706.68,108.56,0.0,0.88,0.0,0.97,32.3,42.3,4.89,26.47,17.68,1.76,0.48,0.81,0.0,08-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Dec-2019 - 00:00,50.46,102.5,70.46,113.77,28.01,706.15,110.23,0.0,0.91,0.0,0.79,28.02,38.51,4.79,24.38,19.29,2.75,0.38,0.66,0.0,09-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Dec-2019 - 00:00,40.14,89.94,70.52,112.1,28.02,706.06,104.58,0.0,0.83,0.0,0.86,22.38,41.89,5.29,26.58,19.0,2.5,0.39,0.76,0.0,10-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Dec-2019 - 00:00,38.34,94.47,68.09,120.49,27.63,705.98,112.27,-0.0,0.72,0.0,1.06,23.35,41.84,5.55,26.76,18.56,2.15,0.41,0.89,0.0,11-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Dec-2019 - 00:00,46.52,105.07,67.49,114.92,26.38,705.98,117.73,0.0,0.53,0.0,1.17,25.21,44.35,6.66,29.0,17.48,2.0,0.47,1.22,0.0,12-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Dec-2019 - 00:00,32.49,83.33,66.44,133.82,26.49,706.03,123.99,0.0,1.04,0.0,0.73,23.32,37.79,5.19,24.32,18.3,1.22,0.33,0.55,0.0,13-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Dec-2019 - 00:00,19.94,60.22,65.49,129.95,26.62,705.36,121.17,0.0,1.15,0.0,0.49,26.51,27.32,4.44,18.14,18.56,3.28,0.11,0.29,0.0,14-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Dec-2019 - 00:00,24.56,66.55,69.15,129.3,26.47,705.35,122.4,0.0,1.62,0.0,0.65,27.64,31.72,4.62,20.56,21.0,1.61,0.11,0.2,0.0,15-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Dec-2019 - 00:00,28.57,65.52,68.48,132.27,26.25,705.76,126.22,0.0,1.63,0.0,0.56,27.08,23.95,4.48,16.38,20.31,1.42,0.08,0.09,0.0,16-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Dec-2019 - 00:00,36.21,88.61,68.66,132.54,26.25,705.93,116.64,0.0,0.86,0.0,0.87,23.73,35.96,5.0,23.2,21.22,1.49,0.21,0.37,0.0,17-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Dec-2019 - 00:00,55.56,110.42,69.72,116.28,26.5,706.34,96.27,0.0,0.88,0.0,0.99,21.35,47.22,9.01,32.45,22.91,2.77,0.33,0.82,0.0,18-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Dec-2019 - 00:00,65.27,135.12,68.16,110.77,26.32,706.12,85.9,0.0,0.58,0.0,1.17,22.18,46.71,6.8,30.37,23.22,2.69,0.43,0.86,0.0,19-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Dec-2019 - 00:00,68.07,131.5,69.51,108.18,26.49,706.23,98.15,0.0,0.53,0.0,1.14,25.65,42.8,6.01,27.65,22.54,1.57,0.31,0.47,0.0,20-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Dec-2019 - 00:00,72.07,142.76,65.7,119.61,26.57,706.21,101.94,0.0,0.52,0.0,1.29,25.83,53.88,7.99,35.16,22.21,3.46,0.35,0.7,0.0,21-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Dec-2019 - 00:00,70.05,139.12,65.51,122.03,26.52,705.82,100.21,0.0,0.63,0.0,0.92,33.97,38.48,4.64,23.87,22.93,3.11,0.16,0.31,0.0,22-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Dec-2019 - 00:00,67.93,122.04,69.32,103.54,26.29,706.43,108.61,0.0,0.69,0.0,0.5,30.13,32.54,4.21,20.74,22.12,2.2,0.09,0.13,0.0,23-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Dec-2019 - 00:00,60.26,116.07,67.36,110.4,26.16,706.31,107.09,0.0,1.15,0.0,0.63,31.79,34.11,4.25,21.61,19.72,1.48,0.1,0.1,0.0,24-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Dec-2019 - 00:00,47.29,96.29,69.03,131.55,26.1,705.97,117.07,0.0,1.52,0.0,0.49,34.85,26.62,4.4,17.73,19.63,2.52,0.06,0.11,0.0,25-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Dec-2019 - 00:00,57.02,108.12,68.24,126.01,26.12,705.46,120.0,0.0,1.42,0.0,0.78,35.87,27.17,4.23,17.87,20.13,1.59,0.01,0.04,0.0,26-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Dec-2019 - 00:00,48.1,106.15,69.17,86.38,26.15,705.49,115.26,0.0,0.82,0.0,0.76,31.55,28.88,4.4,18.93,20.18,1.44,0.0,0.0,0.0,27-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Dec-2019 - 00:00,47.9,115.07,69.09,87.53,26.45,705.31,90.81,0.0,0.82,0.0,0.81,29.17,32.46,4.41,19.65,22.72,2.28,0.08,0.24,0.0,28-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Dec-2019 - 00:00,64.82,126.03,65.11,104.83,25.99,706.71,79.91,0.0,0.99,0.0,0.62,30.15,33.12,4.44,21.21,18.48,8.03,0.07,0.39,0.0,29-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Dec-2019 - 00:00,68.01,132.21,63.34,117.72,26.01,706.92,89.77,0.0,1.01,0.0,0.67,33.63,34.61,4.5,22.07,19.23,6.81,0.13,0.16,0.0,30-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Dec-2019 - 00:00,60.78,114.89,68.42,102.94,26.29,706.4,114.47,0.0,1.81,0.0,1.09,37.01,28.63,4.01,18.49,22.89,3.36,0.07,0.07,0.0,31-Dec-2019 - 00:00,"Central University, Hyderabad - TSPCB"
31-Dec-2019 - 00:00,36.0,73.0,78.0,2.0,26.3,707.0,123.0,0.0,2.45,0.0,0.54,31.3,22.0,3.65,14.7,24.15,,0.0,0.0,0.0,01-Jan-2020 - 00:00,"Central University, Hyderabad - TSPCB"
