from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
19-Nov-2019 - 00:00,22.02,746.35,247.84,160.74,0.0,63.52,47.58,28.27,63.47,1.48,0.84,3.13,1.98,1.9,28.32,10.17,77.6,49.55,,12.55,20-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Nov-2019 - 00:00,22.6,747.44,350.83,205.16,0.0,62.74,55.73,28.65,139.82,0.66,1.52,5.95,4.96,2.82,32.6,79.45,149.18,143.94,13.2,19.73,21-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Nov-2019 - 00:00,22.89,749.43,263.85,173.68,0.0,63.27,50.19,28.16,133.49,0.89,1.1,4.82,3.89,2.72,36.4,26.91,106.92,78.76,,20.77,22-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Nov-2019 - 00:00,22.5,749.2,223.32,142.7,0.0,56.59,55.44,28.25,76.37,1.43,0.91,2.95,2.07,2.29,32.83,13.38,91.37,59.48,,24.82,23-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Nov-2019 - 00:00,20.36,748.35,213.14,139.62,0.0,69.99,36.66,28.22,69.18,1.45,0.94,3.6,2.66,2.18,33.1,19.22,87.99,62.42,,18.26,24-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Nov-2019 - 00:00,22.83,747.03,133.2,75.78,0.0,64.18,51.11,28.11,70.27,1.85,0.55,2.39,1.63,0.69,30.13,7.63,59.71,37.95,,8.21,25-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Nov-2019 - 00:00,25.25,748.79,174.7,78.14,0.0,48.59,69.86,28.1,86.03,1.44,0.79,3.89,3.31,2.84,24.98,25.22,87.45,67.0,,12.85,26-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Nov-2019 - 00:00,23.9,748.15,201.36,114.57,0.0,57.86,46.17,27.36,98.79,1.31,0.64,2.96,2.15,1.93,27.43,12.02,65.44,44.19,,17.9,27-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Nov-2019 - 00:00,23.24,748.69,197.68,117.03,0.0,67.95,48.29,27.8,187.07,1.19,0.88,3.93,3.32,1.8,32.06,12.4,69.64,47.11,,13.95,28-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Nov-2019 - 00:00,19.57,749.79,97.8,67.29,0.13,77.44,23.28,28.03,177.28,1.76,0.43,2.91,1.88,1.79,29.03,11.7,48.61,35.35,,9.82,29-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Nov-2019 - 00:00,20.94,749.39,116.66,72.04,0.0,70.99,70.76,28.19,124.08,1.09,0.53,3.28,2.46,1.49,25.07,21.44,61.27,50.02,16.43,11.3,30-Nov-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Nov-2019 - 00:00,20.89,749.08,144.55,89.91,0.0,68.86,73.21,27.12,75.83,1.8,0.58,2.55,1.8,1.76,24.32,9.08,57.27,37.86,15.49,8.88,01-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Dec-2019 - 00:00,20.5,749.15,165.25,107.37,0.0,63.03,94.59,27.39,64.68,1.94,0.48,1.92,1.29,1.42,24.19,2.1,53.63,30.22,9.17,11.88,02-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Dec-2019 - 00:00,18.73,749.41,194.98,128.14,0.0,64.53,65.9,28.12,64.24,1.81,0.56,2.14,1.46,1.73,27.4,6.79,64.68,39.93,7.62,10.66,03-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Dec-2019 - 00:00,18.5,748.97,253.8,170.56,0.0,65.62,64.8,27.73,63.03,1.61,0.71,2.84,2.02,2.57,32.43,11.29,77.5,50.41,10.25,12.22,04-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Dec-2019 - 00:00,17.92,751.63,404.05,284.47,0.0,72.46,50.17,27.73,159.3,0.72,1.33,5.67,4.71,3.91,40.72,53.99,128.71,112.33,11.39,16.12,05-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Dec-2019 - 00:00,19.42,753.55,319.56,228.73,0.0,72.51,61.59,27.53,170.6,0.69,1.28,6.15,5.0,2.63,42.97,44.32,111.58,95.37,13.16,28.38,06-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Dec-2019 - 00:00,20.74,752.56,223.51,131.94,0.0,68.28,61.76,27.54,147.51,0.72,1.26,5.65,4.78,2.7,40.62,53.8,119.31,107.2,13.23,8.58,07-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Dec-2019 - 00:00,21.43,751.76,287.81,164.6,0.0,63.94,68.09,27.67,190.4,0.67,1.47,7.41,6.26,2.87,40.61,70.5,141.02,120.5,12.15,28.47,08-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Dec-2019 - 00:00,16.79,751.71,252.97,177.53,0.0,78.34,22.24,27.86,172.08,0.58,1.03,4.78,3.92,1.98,37.33,49.93,91.34,89.17,16.39,17.12,09-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Dec-2019 - 00:00,20.99,750.17,250.43,158.24,0.0,56.67,56.07,27.86,76.5,1.15,1.02,4.64,3.86,3.1,35.85,17.72,127.12,78.11,11.33,29.29,10-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Dec-2019 - 00:00,18.75,747.98,262.09,182.25,0.0,60.79,53.62,28.08,98.96,1.12,1.04,3.85,2.93,1.94,34.38,17.15,94.66,64.3,10.55,21.01,11-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Dec-2019 - 00:00,18.48,746.97,341.74,230.13,0.0,67.37,45.54,28.04,180.95,0.74,1.3,5.77,4.51,2.97,39.16,40.76,123.45,98.8,12.31,24.2,12-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Dec-2019 - 00:00,18.35,746.57,326.66,235.76,0.01,75.85,30.47,28.06,225.45,1.67,0.96,4.77,3.61,2.36,45.08,20.22,73.96,55.78,10.94,9.83,13-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Dec-2019 - 00:00,17.59,744.62,149.25,115.0,3.25,84.75,8.38,27.61,174.0,2.93,0.34,1.1,0.7,0.49,46.12,1.66,23.96,14.1,26.0,2.74,14-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Dec-2019 - 00:00,12.75,750.06,258.68,182.15,0.0,83.56,9.65,29.11,180.0,0.82,0.86,4.1,2.63,1.43,44.23,8.67,50.7,34.03,,12.91,24-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Dec-2019 - 00:00,13.63,751.94,184.41,126.17,0.0,77.89,64.67,29.72,160.15,0.89,0.47,1.51,0.64,0.93,38.47,9.52,39.99,26.51,15.75,5.75,25-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Dec-2019 - 00:00,11.83,749.66,279.68,195.42,0.0,83.75,26.27,29.71,77.45,1.63,0.8,3.24,2.2,1.59,47.77,10.53,60.75,39.83,15.48,4.69,26-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Dec-2019 - 00:00,10.29,750.34,231.27,163.64,0.0,79.93,23.38,29.53,99.81,1.39,0.49,1.79,0.98,1.19,32.59,11.59,47.8,33.75,13.8,7.13,27-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Dec-2019 - 00:00,10.0,751.0,452.67,335.92,0.0,84.29,8.0,28.81,143.58,1.0,1.24,3.84,2.29,2.28,37.07,16.45,80.45,56.16,,6.75,28-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Dec-2019 - 00:00,8.04,752.01,317.72,249.14,0.0,90.21,19.18,30.32,112.04,1.05,1.0,2.64,1.46,1.56,34.41,17.03,63.1,47.42,,2.22,29-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Dec-2019 - 00:00,8.33,752.95,209.9,160.68,0.0,89.35,35.16,28.96,137.92,0.96,0.68,1.57,0.65,1.18,30.57,10.68,39.03,29.44,,3.04,30-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Dec-2019 - 00:00,9.16,752.7,239.2,189.5,0.0,89.59,19.55,30.11,254.16,1.12,0.92,3.98,1.83,1.32,34.12,7.14,44.23,29.35,,6.66,31-Dec-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Dec-2019 - 00:00,8.85,752.0,200.0,157.0,0.0,87.0,8.0,27.95,296.0,0.35,0.5,1.1,0.35,1.12,29.15,0.95,33.05,18.3,,5.55,01-Jan-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
