from date,Temp,RH,SR,BP,WS,WD,NO,NO2,NOx,SO2,CO,Ozone,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,VWS,to date,station
25-Apr-2019 - 00:00,32.72,58.9,180.15,981.39,0.29,215.01,1.46,17.92,5.71,19.31,1.46,22.9,102.56,0.5,2.12,0.36,0.92,0.73,0.04,26-Apr-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Apr-2019 - 00:00,33.05,57.82,232.68,981.28,0.22,208.32,2.32,23.97,13.63,20.61,1.91,21.17,71.28,0.45,2.1,0.34,0.9,0.71,0.01,27-Apr-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Apr-2019 - 00:00,26.18,55.21,222.28,980.77,0.18,214.9,1.77,18.64,10.34,15.22,1.14,25.59,91.14,0.39,2.01,0.25,0.81,0.62,-0.0,28-Apr-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Apr-2019 - 00:00,10.38,51.28,225.63,979.44,0.12,219.89,2.17,24.11,13.64,20.7,1.6,23.77,99.09,0.22,1.79,0.03,0.59,0.4,-0.02,29-Apr-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Apr-2019 - 00:00,32.49,53.82,224.29,978.35,0.1,222.43,2.96,27.86,16.21,20.72,0.95,22.54,102.34,0.16,1.61,-0.15,0.41,0.22,-0.03,30-Apr-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Apr-2019 - 00:00,34.3,55.46,201.66,975.34,0.06,235.85,10.81,34.92,26.23,21.38,0.89,23.62,120.98,,1.11,-0.65,-0.09,-0.28,-0.05,01-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-May-2019 - 00:00,33.81,56.28,209.09,974.98,,241.05,2.84,21.9,12.67,17.07,0.94,28.55,87.82,0.0,1.03,-0.71,-0.15,-0.34,-0.04,02-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-May-2019 - 00:00,33.47,58.2,180.52,976.98,0.06,226.0,1.93,16.37,9.08,20.69,1.04,31.22,85.46,0.13,1.37,-0.37,0.18,-0.01,0.01,03-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-May-2019 - 00:00,35.35,59.89,212.19,979.6,0.15,222.25,1.76,17.49,9.68,11.83,1.13,29.15,47.45,0.25,1.82,0.06,0.62,0.43,0.02,04-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-May-2019 - 00:00,28.23,55.38,232.09,981.11,0.22,212.26,1.74,21.37,11.6,48.78,1.25,27.91,66.6,0.42,2.07,0.31,0.87,0.68,0.01,05-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-May-2019 - 00:00,29.16,54.3,220.18,981.34,0.23,213.41,6.41,26.46,17.9,29.95,1.94,26.17,95.34,0.46,2.11,0.35,0.91,0.72,-0.02,06-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-May-2019 - 00:00,37.74,56.56,220.88,978.92,1.75,214.18,8.69,37.79,26.09,12.45,1.12,24.45,119.15,0.24,1.71,-0.05,0.51,0.32,0.01,07-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-May-2019 - 00:00,38.75,57.24,217.5,977.38,0.1,231.68,10.82,31.0,24.14,20.7,1.22,17.08,115.68,0.01,1.43,-0.31,0.24,0.06,-0.05,08-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-May-2019 - 00:00,41.6,57.63,210.11,977.32,3.11,177.48,8.0,40.05,26.59,18.65,1.71,21.14,190.46,0.03,1.42,-0.32,0.23,0.04,2.38,09-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-May-2019 - 00:00,40.01,57.47,198.7,976.46,13.31,126.35,2.85,31.08,17.95,19.92,1.24,28.25,181.66,,1.29,-0.46,0.09,-0.1,4.68,10-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-May-2019 - 00:00,39.16,57.87,206.08,977.57,3.45,196.84,1.5,14.2,7.84,16.83,1.12,21.61,136.76,0.09,1.48,-0.28,0.28,0.09,0.18,11-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-May-2019 - 00:00,37.85,60.07,201.16,980.16,5.34,200.05,2.4,19.91,11.39,26.5,1.14,24.84,103.82,0.27,1.89,0.15,0.7,0.52,1.71,12-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-May-2019 - 00:00,40.17,59.76,198.72,979.8,0.19,215.52,4.0,25.25,15.24,32.62,1.36,31.13,373.73,0.35,1.85,0.09,0.65,0.46,-0.03,13-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-May-2019 - 00:00,41.2,60.66,176.17,978.41,0.14,221.65,4.03,25.97,15.62,44.03,0.95,29.63,159.78,0.19,1.62,-0.14,0.42,0.23,-0.03,14-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-May-2019 - 00:00,36.82,63.09,239.68,979.46,1.27,203.03,2.45,27.46,15.56,17.37,1.24,8.3,52.83,0.21,1.79,0.03,0.59,0.4,1.72,15-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-May-2019 - 00:00,35.54,63.93,186.06,980.7,0.21,214.17,1.67,30.6,16.67,19.05,1.23,51.77,98.41,0.36,1.98,0.24,0.8,0.61,0.05,16-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-May-2019 - 00:00,35.98,63.15,193.76,981.76,0.22,204.12,3.55,27.65,16.83,16.72,1.04,,99.66,0.53,2.18,0.42,0.98,0.79,0.01,17-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-May-2019 - 00:00,36.02,62.63,228.64,981.05,0.26,215.5,3.19,21.6,13.24,22.3,1.19,,118.45,0.47,2.03,0.29,0.85,0.66,0.0,18-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-May-2019 - 00:00,28.85,65.19,271.48,981.8,0.23,210.69,1.96,12.23,7.26,23.83,0.9,,41.35,0.53,2.18,0.42,0.98,0.79,0.0,19-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-May-2019 - 00:00,34.13,58.74,391.65,981.42,0.19,213.68,3.6,24.15,14.08,9.2,0.86,,43.96,0.43,1.95,0.34,0.84,0.67,-0.04,20-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-May-2019 - 00:00,32.97,59.37,236.34,981.71,0.21,205.46,5.75,26.27,17.75,12.6,0.92,,78.97,0.51,2.14,0.4,0.96,0.77,-0.01,21-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-May-2019 - 00:00,33.57,58.32,197.09,980.26,0.19,220.09,2.56,19.0,10.77,9.26,0.77,,63.27,0.32,1.81,0.16,0.68,0.51,-0.02,22-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-May-2019 - 00:00,32.79,59.16,136.01,978.58,0.14,233.88,5.37,27.37,18.06,9.53,1.2,,80.99,0.13,1.65,-0.11,0.45,0.26,-0.05,23-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-May-2019 - 00:00,31.53,60.97,164.97,978.01,0.1,232.77,3.1,20.11,12.36,17.62,0.99,,86.45,0.09,1.55,-0.21,0.35,0.16,-0.04,24-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-May-2019 - 00:00,29.26,64.63,176.86,979.99,0.57,217.51,2.69,17.71,10.7,33.23,1.27,,35.19,0.3,1.88,0.12,0.68,0.49,0.08,25-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-May-2019 - 00:00,32.52,60.67,261.99,979.35,1.55,220.98,1.81,16.23,9.27,10.28,1.02,,40.56,0.24,1.78,0.02,0.58,0.39,0.17,26-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-May-2019 - 00:00,33.64,58.37,253.4,977.61,1.28,216.59,2.56,19.99,11.46,18.06,0.93,,34.84,0.02,1.44,-0.26,0.28,0.1,2.95,27-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-May-2019 - 00:00,32.89,56.82,260.71,977.14,3.26,188.15,2.43,21.85,12.61,10.87,1.16,,48.79,,1.41,-0.35,0.21,0.02,-0.03,28-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-May-2019 - 00:00,38.44,56.15,260.53,976.84,12.37,8.88,2.26,22.84,13.14,14.92,1.27,,47.67,0.0,1.35,-0.39,0.16,-0.03,4.31,29-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-May-2019 - 00:00,36.54,56.97,242.99,975.15,,,4.89,32.35,20.05,17.69,1.64,,71.83,,1.08,-0.68,-0.12,-0.31,7.48,30-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-May-2019 - 00:00,37.71,56.76,240.76,973.71,,,6.61,40.34,26.15,14.08,1.43,,87.3,,0.84,-0.92,-0.36,-0.55,7.5,31-May-2019 - 00:00,"MD University, Rohtak - HSPCB"
31-May-2019 - 00:00,37.79,56.16,231.82,973.87,,,2.85,20.73,12.46,20.18,1.29,,132.14,,0.86,-0.9,-0.34,-0.53,7.49,01-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Jun-2019 - 00:00,38.17,57.19,227.26,973.62,,,1.75,20.09,11.08,12.32,1.19,,97.02,0.0,0.81,-0.93,-0.37,-0.56,7.41,02-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Jun-2019 - 00:00,37.38,60.12,205.63,973.75,,,0.93,15.76,8.46,15.56,1.08,,92.94,,0.84,-0.92,-0.36,-0.55,7.48,03-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Jun-2019 - 00:00,35.18,57.1,205.52,974.22,2.89,203.4,1.07,18.71,10.08,17.41,1.6,24.35,109.35,,0.92,-0.84,-0.28,-0.47,4.18,04-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Jun-2019 - 00:00,35.63,51.61,211.81,975.06,1.37,195.42,1.02,17.09,9.14,15.27,1.2,27.35,70.23,,1.06,-0.7,-0.14,-0.33,0.41,05-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Jun-2019 - 00:00,37.06,51.53,198.08,974.39,0.97,173.14,1.36,22.35,12.09,11.3,1.25,29.19,105.84,0.0,0.94,-0.8,-0.25,-0.43,0.37,06-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Jun-2019 - 00:00,36.22,51.1,201.45,975.02,1.08,127.51,1.58,17.4,9.62,17.28,1.48,23.75,82.5,0.0,1.04,-0.7,-0.14,-0.33,0.38,07-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-Jun-2019 - 00:00,34.65,51.05,220.96,977.74,0.82,185.64,1.08,16.32,8.84,15.2,1.7,24.03,63.34,0.06,1.51,-0.25,0.31,0.12,0.38,08-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Jun-2019 - 00:00,37.07,51.23,233.44,976.26,0.75,95.79,1.4,26.08,14.26,14.91,1.43,20.06,72.79,,1.26,-0.5,0.06,-0.13,0.37,09-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Jun-2019 - 00:00,37.37,55.63,226.91,973.56,0.71,107.63,4.29,37.42,22.57,14.28,0.99,18.1,72.71,,0.81,-0.95,-0.39,-0.58,0.36,10-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Jun-2019 - 00:00,37.45,55.67,223.99,971.01,0.75,99.48,3.35,36.24,21.15,18.57,1.31,21.2,84.72,,0.42,-1.37,-0.81,-1.0,0.36,11-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Jun-2019 - 00:00,34.56,55.4,190.32,971.01,1.2,84.7,2.81,21.69,12.92,12.62,1.44,16.28,202.84,0.0,0.37,-1.35,-0.8,-0.99,0.38,12-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Jun-2019 - 00:00,34.33,57.93,213.04,973.49,1.61,183.41,1.35,12.88,6.91,13.94,0.96,29.62,92.8,0.0,0.79,-0.95,-0.39,-0.58,0.44,13-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Jun-2019 - 00:00,34.74,59.19,215.03,974.07,1.22,96.12,1.47,17.35,9.62,16.11,1.44,19.66,78.04,,0.9,-0.86,-0.3,-0.49,0.4,14-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Jun-2019 - 00:00,36.34,56.62,251.7,973.21,1.19,91.2,1.26,22.51,12.17,13.41,0.97,15.18,59.85,,0.75,-1.01,-0.45,-0.64,0.4,15-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Jun-2019 - 00:00,37.14,55.38,227.78,972.52,1.13,97.31,1.32,20.29,11.07,16.35,1.08,9.01,96.36,,0.64,-1.12,-0.56,-0.75,0.39,16-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Jun-2019 - 00:00,32.88,59.94,196.75,975.13,1.84,82.54,1.43,8.91,4.92,24.41,1.4,14.8,67.62,0.0,1.06,-0.67,-0.12,-0.31,0.45,17-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-Jun-2019 - 00:00,28.69,59.64,121.82,974.58,2.14,88.25,1.32,9.32,5.29,12.12,1.28,13.55,46.45,,0.98,-0.78,-0.22,-0.41,0.47,18-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Jun-2019 - 00:00,27.94,61.46,179.52,976.79,1.12,141.01,1.06,3.25,1.98,19.93,1.1,21.34,33.9,0.18,1.34,-0.4,0.15,-0.04,0.39,19-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Jun-2019 - 00:00,33.15,62.28,204.0,975.08,0.69,126.01,1.31,1.02,0.92,20.04,0.58,26.51,68.2,0.0,0.96,-0.63,-0.12,-0.29,0.33,20-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Jun-2019 - 00:00,35.63,60.44,241.21,976.02,0.86,146.67,1.27,0.7,0.99,13.35,0.28,22.79,51.1,,1.22,-0.54,0.02,-0.17,0.39,21-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Jun-2019 - 00:00,36.37,59.95,192.75,976.28,0.84,148.82,1.67,2.19,3.1,15.96,0.15,22.23,83.02,0.0,1.27,-0.49,0.07,-0.12,0.37,22-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Jun-2019 - 00:00,35.22,57.37,247.26,975.53,0.74,121.77,2.3,27.45,15.1,21.38,0.0,24.93,53.36,,1.14,-0.62,-0.06,-0.25,0.36,23-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Jun-2019 - 00:00,35.1,58.56,226.09,975.16,1.25,186.05,2.55,19.04,14.61,12.39,1.33,27.1,57.44,,1.08,-0.68,-0.12,-0.31,0.4,24-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Jun-2019 - 00:00,31.28,61.89,142.53,977.52,1.36,186.39,2.62,16.06,13.16,11.83,1.66,32.23,25.77,0.03,1.47,-0.29,0.27,0.08,0.41,25-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Jun-2019 - 00:00,34.56,59.86,206.89,976.61,0.84,140.7,2.91,19.11,14.88,22.1,1.19,,38.62,0.0,1.3,-0.44,0.12,-0.07,0.36,26-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Jun-2019 - 00:00,36.54,58.87,232.25,974.02,0.79,127.85,2.58,19.14,14.73,9.79,1.51,30.1,49.92,,0.89,-0.87,-0.31,-0.5,0.37,27-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Jun-2019 - 00:00,34.64,58.27,182.25,972.35,0.89,106.07,2.84,23.13,17.04,19.61,1.08,,93.44,,0.61,-1.15,-0.59,-0.78,0.37,28-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Jun-2019 - 00:00,34.7,58.19,205.33,971.26,1.46,86.13,2.82,21.63,16.22,28.71,1.33,,74.38,,0.48,-1.33,-0.77,-0.96,0.42,29-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Jun-2019 - 00:00,35.69,57.61,111.5,970.02,1.13,85.87,3.36,22.48,12.58,21.97,1.16,29.2,76.77,0.0,0.24,-1.12,-0.71,-0.85,0.28,30-Jun-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Jun-2019 - 00:00,35.73,57.57,225.57,970.65,1.24,106.88,2.71,18.0,14.21,23.98,1.11,29.39,85.39,,0.37,-1.43,-0.87,-1.06,0.4,01-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Jul-2019 - 00:00,35.78,57.46,220.54,971.57,1.03,104.39,2.71,15.67,12.98,14.77,0.99,29.28,61.48,,0.54,-1.28,-0.72,-0.91,0.38,02-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Jul-2019 - 00:00,33.81,58.08,217.1,972.82,1.07,129.32,2.72,13.94,9.8,41.37,1.04,29.25,84.8,,0.69,-1.07,-0.51,-0.7,0.39,03-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Jul-2019 - 00:00,31.88,59.59,188.97,972.97,0.84,187.57,2.32,13.5,7.83,29.39,1.66,,48.78,,0.71,-1.04,-0.48,-0.67,0.4,04-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Jul-2019 - 00:00,29.19,60.26,106.78,972.48,1.08,114.94,2.6,13.32,8.04,12.34,1.9,,23.47,,0.63,-1.13,-0.57,-0.76,0.4,05-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Jul-2019 - 00:00,31.11,62.06,169.8,970.64,0.79,180.39,3.93,16.78,11.05,32.53,2.6,,45.48,,0.41,-1.43,-0.87,-1.06,0.39,06-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Jul-2019 - 00:00,31.4,58.57,127.28,969.44,0.76,182.44,2.97,17.86,10.69,31.01,2.04,,50.02,0.0,0.19,-1.62,-1.06,-1.25,0.38,07-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-Jul-2019 - 00:00,31.9,57.86,159.11,970.3,0.73,124.54,2.29,13.23,7.72,23.73,1.71,,35.55,0.0,0.28,-1.47,-0.92,-1.11,0.36,08-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Jul-2019 - 00:00,32.54,62.27,199.05,970.4,0.77,95.5,3.11,13.91,8.88,10.58,1.5,,42.29,,0.31,-1.47,-0.91,-1.1,0.37,09-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Jul-2019 - 00:00,29.44,63.81,132.79,970.36,1.3,112.81,2.75,12.51,7.85,21.48,0.99,,53.43,,0.28,-1.48,-0.92,-1.11,0.4,10-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Jul-2019 - 00:00,26.9,56.54,160.35,969.52,1.09,134.72,3.59,16.81,10.64,13.77,0.99,,96.08,0.0,0.22,-1.61,-1.05,-1.24,0.39,11-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Jul-2019 - 00:00,28.74,51.15,175.38,969.67,1.66,87.42,2.67,12.71,7.82,8.19,0.7,,120.75,,0.23,-1.59,-1.03,-1.22,0.43,12-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Jul-2019 - 00:00,28.82,51.12,152.86,972.12,1.18,109.05,3.8,14.19,9.59,21.85,0.7,,141.73,3.88,0.57,-0.01,0.16,-0.03,0.4,13-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Jul-2019 - 00:00,29.24,51.32,182.97,972.73,1.64,99.62,2.81,10.77,6.85,10.36,0.71,,91.06,4.02,0.67,1.91,1.47,1.28,0.43,14-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Jul-2019 - 00:00,28.42,51.35,134.7,971.74,1.46,122.45,2.65,10.61,6.54,10.49,0.68,,104.68,3.86,0.51,1.75,1.31,1.12,0.42,15-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Jul-2019 - 00:00,20.72,58.14,81.42,972.0,1.18,194.82,2.57,12.81,7.73,17.21,0.7,,43.66,3.86,0.55,1.77,1.34,1.15,0.4,16-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Jul-2019 - 00:00,20.07,63.08,69.23,975.39,1.15,185.12,2.09,12.73,7.39,11.98,0.67,,35.92,4.46,1.11,2.35,1.92,1.72,0.4,17-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-Jul-2019 - 00:00,22.02,63.73,133.42,976.54,0.98,131.08,2.03,9.57,5.68,12.03,0.68,,22.49,4.66,1.31,2.55,2.11,1.92,0.38,18-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Jul-2019 - 00:00,24.87,63.43,217.63,976.17,0.93,80.77,1.69,7.79,4.46,11.6,0.69,,193.33,4.6,1.25,2.49,2.05,1.86,0.4,19-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Jul-2019 - 00:00,31.75,62.22,207.19,976.06,0.61,136.61,2.65,15.98,9.5,7.79,0.68,,37.29,4.58,1.23,2.47,2.03,1.84,0.36,20-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Jul-2019 - 00:00,30.96,63.42,133.72,976.85,0.72,167.28,2.61,13.64,8.09,5.97,0.7,,38.72,4.66,1.34,2.57,2.14,1.95,0.37,21-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Jul-2019 - 00:00,30.98,62.58,186.12,976.22,0.69,177.95,3.3,13.94,8.88,6.46,0.69,,42.66,4.56,1.24,2.47,2.04,1.85,0.37,22-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Jul-2019 - 00:00,31.26,57.8,196.06,975.16,0.98,180.88,3.82,15.45,10.19,6.28,0.69,,52.95,4.43,1.08,2.32,1.88,1.69,0.38,23-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Jul-2019 - 00:00,32.47,57.54,170.19,973.86,0.76,160.39,4.04,21.55,13.54,6.81,0.69,,60.02,4.21,0.86,2.1,1.66,1.47,0.36,24-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Jul-2019 - 00:00,30.96,55.82,148.47,972.38,1.28,113.93,2.21,10.45,6.14,6.68,0.68,,44.47,3.96,0.61,1.85,1.41,1.22,0.4,25-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Jul-2019 - 00:00,28.49,60.84,90.66,974.3,0.96,134.33,1.97,7.71,4.36,6.83,0.67,,11.08,4.1,0.88,2.07,1.65,1.47,0.36,26-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Jul-2019 - 00:00,27.78,61.48,69.33,972.8,0.82,179.77,3.73,11.63,8.1,12.11,0.69,,33.69,4.03,0.68,1.92,1.48,1.29,0.37,27-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Jul-2019 - 00:00,25.13,63.53,118.39,972.55,1.32,192.34,2.29,10.68,6.47,8.31,0.68,,31.0,3.99,0.64,1.89,1.44,1.25,0.4,28-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Jul-2019 - 00:00,23.07,62.77,126.29,974.46,1.23,198.3,2.16,10.53,6.2,10.13,0.69,,27.19,4.27,0.95,2.18,1.74,1.55,0.39,29-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Jul-2019 - 00:00,29.61,61.3,146.73,975.72,1.24,196.32,2.15,11.78,6.84,8.22,0.67,,25.91,4.52,1.17,2.41,1.97,1.78,0.39,30-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Jul-2019 - 00:00,29.19,60.32,174.38,975.42,1.16,196.84,1.92,10.0,5.77,10.94,0.69,,39.89,4.47,1.12,2.36,1.92,1.73,0.4,31-Jul-2019 - 00:00,"MD University, Rohtak - HSPCB"
31-Jul-2019 - 00:00,26.37,60.97,108.23,974.85,1.03,192.3,2.27,10.15,6.09,7.89,0.67,,33.78,4.38,1.03,2.27,1.83,1.64,0.38,01-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Aug-2019 - 00:00,22.37,58.75,206.94,973.99,0.85,200.89,2.45,12.41,7.33,8.06,0.68,,33.29,4.19,0.87,2.1,1.67,1.48,0.39,02-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Aug-2019 - 00:00,21.32,63.12,110.09,973.45,0.89,153.29,2.2,12.01,7.03,7.09,0.69,,27.65,4.14,0.79,2.03,1.59,1.4,0.37,03-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Aug-2019 - 00:00,21.46,62.62,145.6,973.24,1.03,182.63,2.17,9.44,5.67,7.17,0.69,,35.16,4.11,0.76,2.0,1.56,1.37,0.38,04-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Aug-2019 - 00:00,23.22,62.72,138.36,972.41,0.72,170.77,1.94,8.22,4.86,6.71,0.9,,25.76,3.97,0.62,1.86,1.42,1.23,0.36,05-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Aug-2019 - 00:00,30.04,63.49,134.83,970.62,0.67,177.63,2.77,12.62,7.72,9.05,1.94,,41.96,3.59,0.36,1.53,1.09,0.91,0.36,06-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Aug-2019 - 00:00,26.76,63.99,73.69,971.25,0.99,154.78,2.0,11.16,6.46,11.54,0.71,,26.85,3.78,0.43,1.67,1.23,1.03,0.38,07-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-Aug-2019 - 00:00,28.12,62.54,143.48,971.13,0.9,176.64,2.17,8.99,5.38,8.08,0.76,,32.48,3.68,0.4,1.61,1.18,0.99,0.36,08-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Aug-2019 - 00:00,30.26,61.92,202.35,970.64,0.76,174.47,1.84,10.39,5.86,8.21,1.29,,26.76,3.63,0.36,1.54,1.11,0.92,0.37,09-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Aug-2019 - 00:00,29.83,61.0,194.99,972.64,1.85,195.13,1.59,6.44,3.5,9.69,0.65,,16.24,3.93,0.64,1.86,1.43,1.24,0.44,10-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Aug-2019 - 00:00,29.67,61.86,154.41,973.43,1.48,206.41,1.41,6.38,3.48,16.26,0.71,,56.26,4.09,0.78,2.01,1.57,1.38,0.43,11-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Aug-2019 - 00:00,31.71,60.18,219.93,970.62,1.05,134.94,1.81,7.06,4.17,9.98,0.66,,54.93,4.34,0.99,2.23,1.79,1.6,0.4,12-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Aug-2019 - 00:00,31.56,60.35,155.39,972.63,1.25,96.43,1.32,4.18,2.32,13.13,0.89,,25.27,4.36,1.01,2.25,1.81,1.62,0.4,13-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Aug-2019 - 00:00,31.84,59.65,201.95,974.86,1.23,109.22,1.42,5.04,2.77,9.72,1.39,,27.65,4.42,1.07,2.31,1.87,1.68,0.4,14-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Aug-2019 - 00:00,29.31,62.04,95.29,976.67,0.69,118.23,2.43,6.34,4.33,13.0,0.71,,40.69,4.68,1.33,2.57,2.13,1.94,0.36,15-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Aug-2019 - 00:00,30.52,61.36,182.74,976.3,0.95,163.73,1.34,4.65,2.48,27.82,0.68,,45.23,4.14,1.14,2.25,1.85,1.68,0.27,16-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Aug-2019 - 00:00,30.43,59.61,278.19,963.93,1.49,189.48,1.22,4.72,2.36,12.23,0.68,,24.61,1.9,0.37,-0.79,-1.01,-1.11,-0.12,17-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
