from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
01-Jan-2019 - 00:00,235.47,5.49,23.62,18.75,42.37,15.7,1.16,17.97,5.14,3.24,559.24,90.83,0.0,166.98,0.23,101.3,02-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Jan-2019 - 00:00,187.56,4.47,23.69,18.8,42.5,15.8,1.15,26.1,5.1,3.2,519.41,84.02,0.0,190.97,0.5,80.64,03-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Jan-2019 - 00:00,226.01,8.34,23.76,18.77,42.53,15.81,1.41,20.26,5.12,3.19,546.06,86.68,0.0,292.21,0.91,97.2,04-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Jan-2019 - 00:00,211.99,8.05,23.71,18.79,42.05,15.8,1.16,20.48,5.05,3.17,534.17,83.32,0.0,245.6,0.75,89.91,05-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Jan-2019 - 00:00,110.91,4.21,23.74,18.7,42.45,15.8,0.74,21.99,5.11,3.22,528.03,86.6,0.0,151.7,0.61,48.85,06-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Jan-2019 - 00:00,76.21,3.82,23.71,18.8,42.51,15.8,0.77,23.17,5.11,3.2,566.84,90.64,0.0,262.0,0.75,32.84,07-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Jan-2019 - 00:00,89.38,4.32,23.72,18.76,42.49,15.81,0.8,23.29,5.12,3.19,522.82,84.53,0.0,294.25,0.82,37.57,08-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Jan-2019 - 00:00,174.81,8.84,27.95,20.42,51.9,17.86,1.03,23.21,5.11,3.18,507.6,77.25,0.0,289.19,1.16,75.21,09-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Jan-2019 - 00:00,246.62,12.78,60.04,47.63,65.93,22.34,1.08,26.91,5.17,3.31,486.3,71.05,0.0,292.47,1.37,106.08,10-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Jan-2019 - 00:00,237.9,9.06,40.06,65.73,61.14,25.77,0.84,21.09,5.1,3.2,521.61,81.66,0.0,189.58,0.39,102.14,11-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Jan-2019 - 00:00,162.87,4.63,117.39,145.74,69.72,31.52,0.69,24.34,5.1,3.21,529.68,83.53,0.0,157.24,0.44,69.9,12-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Jan-2019 - 00:00,128.42,4.26,127.38,77.5,119.31,37.34,0.4,25.2,5.1,3.2,486.72,77.92,0.0,188.32,0.46,55.29,13-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Jan-2019 - 00:00,75.72,3.95,67.98,49.01,78.33,18.13,0.09,26.82,5.12,3.18,518.7,79.9,0.0,290.69,0.92,32.62,14-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Jan-2019 - 00:00,136.51,8.19,52.39,78.2,61.41,38.79,0.51,26.05,5.12,3.16,454.55,63.86,0.0,307.12,1.56,58.61,15-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Jan-2019 - 00:00,230.57,13.36,154.3,71.04,21.08,26.6,1.16,22.61,5.11,3.18,732.45,63.62,0.0,281.83,1.22,88.03,16-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Jan-2019 - 00:00,168.53,4.82,133.12,94.12,112.63,33.55,1.07,23.71,5.29,3.81,996.36,86.05,0.0,162.71,0.49,53.98,17-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Jan-2019 - 00:00,143.83,5.46,48.74,57.46,11.03,12.58,0.94,22.27,6.39,4.35,999.99,76.68,0.0,268.46,0.65,46.01,18-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Jan-2019 - 00:00,253.6,6.72,,,,,0.68,17.44,8.79,4.41,999.99,76.59,0.0,258.5,0.77,81.21,19-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Jan-2019 - 00:00,210.48,6.13,,,,,0.44,17.41,6.55,4.44,999.99,77.45,0.0,259.51,0.66,67.27,20-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Jan-2019 - 00:00,100.69,4.1,,,,,0.26,12.02,7.84,4.49,999.99,93.76,0.0,108.64,0.28,32.26,21-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Jan-2019 - 00:00,127.67,4.18,,,,,1.21,14.37,6.57,4.53,999.99,94.33,0.46,214.18,0.91,40.87,22-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Jan-2019 - 00:00,22.75,4.41,,112.52,5.17,27.78,0.98,17.31,6.54,4.48,999.99,96.04,0.93,137.57,1.4,7.28,23-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Jan-2019 - 00:00,88.3,5.05,193.63,101.67,58.5,27.84,0.92,13.61,5.79,4.49,999.99,84.96,0.0,255.61,0.43,28.33,24-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jan-2019 - 00:00,79.35,4.4,156.64,98.1,111.65,32.47,0.84,18.58,5.56,4.44,999.99,85.87,0.0,296.58,1.0,25.46,25-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jan-2019 - 00:00,315.51,8.06,179.71,97.76,43.02,65.76,0.95,18.17,5.4,4.45,999.99,79.47,0.0,244.54,0.71,175.58,26-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jan-2019 - 00:00,236.67,4.89,123.19,72.91,65.66,28.56,0.64,27.82,5.3,4.41,999.99,79.21,0.0,310.74,1.21,256.8,27-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jan-2019 - 00:00,269.13,5.57,,,0.0,,1.13,30.25,5.55,4.4,999.99,52.75,0.0,306.24,1.57,216.22,28-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jan-2019 - 00:00,261.53,10.37,,,0.0,,1.32,22.21,5.6,4.42,887.72,65.8,0.0,301.73,1.33,367.91,29-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jan-2019 - 00:00,250.91,14.64,,,0.0,,1.08,20.68,5.3,4.4,536.75,65.68,0.0,293.48,1.17,157.63,30-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jan-2019 - 00:00,606.43,9.82,,,0.0,,1.07,17.24,5.3,4.43,606.16,73.22,0.0,266.06,0.86,526.0,31-Jan-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Jan-2019 - 00:00,69.3,6.57,,,0.0,,0.93,20.46,5.31,4.39,623.51,88.61,0.0,161.56,0.98,27.4,01-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Feb-2019 - 00:00,94.85,8.31,,,,,0.65,15.5,5.3,4.57,592.57,89.44,0.0,164.81,0.4,39.69,02-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Feb-2019 - 00:00,206.58,33.93,,,,,0.26,11.27,5.3,4.74,89.62,86.48,0.0,251.3,0.95,86.5,03-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Feb-2019 - 00:00,286.04,27.67,,,,,0.33,10.16,5.3,4.59,90.88,89.75,0.0,176.32,0.37,119.79,04-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Feb-2019 - 00:00,153.17,9.36,,,,,0.49,9.57,5.75,4.66,114.97,94.12,0.0,157.52,0.2,64.14,05-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Feb-2019 - 00:00,190.13,3.8,,,,,0.89,26.89,5.76,4.5,142.77,96.11,0.0,116.21,0.31,79.69,06-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Feb-2019 - 00:00,113.74,15.36,,,,,0.42,23.35,5.3,4.39,147.19,86.54,0.0,132.69,1.53,47.64,07-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Feb-2019 - 00:00,53.17,13.89,,,,,0.17,18.96,5.3,4.42,97.4,95.95,0.33,137.81,1.69,22.28,08-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Feb-2019 - 00:00,71.99,16.58,,,,,0.39,19.14,5.3,4.43,152.93,87.05,0.0,245.99,1.25,29.9,09-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Feb-2019 - 00:00,160.39,58.56,,,,,0.43,13.63,5.3,4.37,340.04,81.85,0.0,279.96,1.43,67.25,10-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Feb-2019 - 00:00,246.04,54.54,,,0.0,,0.55,11.9,4.91,4.09,323.39,87.89,0.0,253.6,0.84,100.07,11-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Feb-2019 - 00:00,220.85,39.37,,,,,0.39,17.76,5.3,4.45,206.63,81.68,0.0,249.31,0.74,92.67,12-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Feb-2019 - 00:00,205.96,20.07,,,,,0.67,18.03,5.26,4.43,128.43,85.79,0.0,231.46,0.59,86.26,13-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Feb-2019 - 00:00,138.8,9.76,,,,,0.55,16.25,5.3,4.47,154.44,84.5,0.0,173.41,0.27,57.87,14-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Feb-2019 - 00:00,83.93,8.43,,,,,0.4,18.34,5.3,4.44,90.87,92.58,0.07,136.23,1.24,35.11,15-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Feb-2019 - 00:00,83.25,15.76,,,,,0.43,11.07,5.3,4.46,22.44,95.26,0.0,177.87,0.86,34.89,16-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Feb-2019 - 00:00,145.48,20.8,,,0.0,,0.45,12.21,5.21,4.39,266.13,94.77,0.0,255.3,0.73,60.75,17-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Feb-2019 - 00:00,193.61,26.07,,,,,0.25,19.7,5.3,4.4,214.29,83.84,0.0,295.54,1.42,81.16,18-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Feb-2019 - 00:00,78.66,11.36,,,,,0.1,12.91,5.3,4.47,165.85,94.61,0.01,202.07,0.73,33.03,19-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Feb-2019 - 00:00,28.98,6.56,,,,,0.36,20.09,5.3,4.47,162.94,89.15,0.0,184.38,0.88,12.13,20-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Feb-2019 - 00:00,80.97,9.9,,,0.0,,0.63,13.28,5.24,4.34,222.41,92.07,0.0,158.63,0.93,33.54,21-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Feb-2019 - 00:00,58.57,7.84,,,,,0.61,9.77,5.3,4.37,182.96,88.82,0.0,158.85,1.15,24.66,22-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Feb-2019 - 00:00,127.48,16.3,7.23,11.23,7.97,17.98,0.59,15.2,5.3,4.37,713.37,89.43,0.0,303.68,1.5,47.15,23-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Feb-2019 - 00:00,211.1,21.43,,,0.0,,0.38,18.75,5.01,4.13,999.99,79.5,0.0,301.8,1.58,67.34,24-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Feb-2019 - 00:00,168.4,15.92,,,,,0.23,19.7,5.3,4.42,568.53,74.41,0.0,271.7,1.04,53.82,25-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Feb-2019 - 00:00,72.57,6.13,,,,,0.05,14.71,5.3,4.42,351.75,75.7,0.0,126.48,0.38,23.22,26-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Feb-2019 - 00:00,53.66,5.96,1.25,8.35,0.48,4.11,0.41,20.88,5.25,4.35,311.04,73.49,0.0,155.92,0.98,17.15,27-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Feb-2019 - 00:00,55.51,11.28,17.54,15.61,10.86,14.54,0.63,19.73,5.31,4.37,376.43,82.56,0.0,216.48,0.83,17.77,28-Feb-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Feb-2019 - 00:00,83.97,17.35,21.77,17.82,39.59,16.21,0.63,14.04,5.32,4.35,345.96,76.25,0.0,251.96,0.93,26.86,01-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Mar-2019 - 00:00,124.62,23.06,20.37,17.19,36.55,14.4,0.52,28.68,5.31,4.32,321.29,72.95,0.0,305.78,1.39,37.75,02-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Mar-2019 - 00:00,81.9,8.84,21.56,17.89,39.45,14.69,0.36,31.7,5.3,4.33,372.93,91.7,0.03,172.77,0.78,26.21,03-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Mar-2019 - 00:00,26.91,5.75,21.8,15.76,37.18,14.24,0.27,36.17,5.25,4.29,282.86,86.64,0.0,260.83,0.67,8.61,04-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Mar-2019 - 00:00,102.71,26.99,21.7,16.18,37.88,13.94,0.42,32.46,5.3,4.34,386.9,89.45,0.0,290.12,1.12,32.87,05-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Mar-2019 - 00:00,172.11,28.57,20.96,15.95,34.75,12.6,0.43,28.29,5.16,4.22,357.0,80.36,0.0,259.93,0.99,55.07,06-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Mar-2019 - 00:00,207.75,48.2,21.42,13.92,35.33,12.96,0.48,24.09,5.3,4.34,339.05,70.89,0.0,283.79,1.27,66.51,07-Mar-2019 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
