from date,NO2,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WS,WD,RH,to date,station
12-Oct-2019 - 00:00,35.59,15.88,5.34,0.89,27.18,39.29,76.2,0.34,24.12,0.77,89.0,69.68,13-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Oct-2019 - 00:00,27.7,13.59,5.2,0.8,17.07,15.03,41.28,0.27,24.31,0.81,91.77,72.34,14-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Oct-2019 - 00:00,28.3,13.48,4.69,0.95,18.25,16.11,36.07,0.22,24.32,0.86,86.17,70.98,15-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Oct-2019 - 00:00,31.49,12.94,4.94,0.29,23.84,19.01,39.7,0.24,24.35,1.12,89.67,73.33,16-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Oct-2019 - 00:00,31.34,11.29,5.29,0.57,23.28,16.46,37.81,0.23,23.5,1.07,88.66,75.29,17-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Oct-2019 - 00:00,34.61,12.73,5.45,0.97,14.41,17.6,46.66,0.25,22.88,0.96,90.25,80.36,18-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Oct-2019 - 00:00,35.27,12.98,5.14,0.84,16.55,21.0,54.25,0.24,22.47,0.93,95.85,76.0,19-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Oct-2019 - 00:00,32.94,12.59,5.06,0.51,17.61,17.75,45.21,0.21,22.43,0.92,90.19,76.62,20-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Oct-2019 - 00:00,32.31,12.12,5.49,0.33,23.13,17.11,42.83,0.16,22.53,0.92,93.16,77.27,21-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Oct-2019 - 00:00,36.09,11.52,4.82,0.64,17.7,15.72,36.71,0.18,22.49,0.62,84.19,83.77,22-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Oct-2019 - 00:00,22.24,11.15,5.69,0.51,20.48,8.93,20.45,0.1,22.58,0.68,85.17,86.93,23-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Oct-2019 - 00:00,16.23,10.84,5.33,0.56,16.48,6.75,16.8,0.1,22.47,0.95,97.62,80.17,24-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Oct-2019 - 00:00,13.96,10.26,5.65,0.69,22.06,3.89,12.35,0.1,22.41,0.96,,78.18,25-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Oct-2019 - 00:00,16.18,9.99,5.98,0.97,17.63,4.98,14.89,0.13,22.71,0.85,,81.8,26-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Oct-2019 - 00:00,17.58,10.11,5.34,0.69,17.35,12.48,25.11,0.16,23.9,0.64,92.67,78.41,27-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Oct-2019 - 00:00,17.54,10.98,5.46,0.69,24.48,38.41,53.76,0.15,22.44,0.55,82.06,80.16,28-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Oct-2019 - 00:00,29.62,12.75,5.92,1.15,13.87,52.77,79.79,0.19,21.66,0.87,81.06,79.96,29-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Oct-2019 - 00:00,26.69,11.68,5.4,0.84,17.66,31.55,59.78,0.19,22.34,1.22,88.93,80.68,30-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Oct-2019 - 00:00,31.41,11.24,5.54,1.28,16.13,18.8,39.82,0.23,22.19,1.32,92.38,83.1,31-Oct-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Oct-2019 - 00:00,29.14,10.72,5.56,0.76,18.21,21.21,51.85,0.19,21.76,1.15,,79.69,01-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Nov-2019 - 00:00,31.19,11.81,5.2,1.02,32.16,26.45,60.36,0.24,21.7,0.66,78.0,67.53,02-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Nov-2019 - 00:00,33.87,13.19,5.62,1.37,16.31,36.22,87.69,0.32,21.08,0.77,84.67,72.62,03-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Nov-2019 - 00:00,32.76,16.56,5.45,0.5,22.92,37.95,73.12,0.24,23.15,0.87,86.54,69.25,04-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Nov-2019 - 00:00,38.11,15.94,7.48,0.95,22.52,61.17,117.39,0.39,22.2,0.75,84.39,59.01,05-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Nov-2019 - 00:00,31.56,14.83,6.91,0.82,21.82,70.85,137.78,0.49,21.87,0.74,79.67,61.52,06-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Nov-2019 - 00:00,27.01,15.89,7.2,0.79,48.98,64.11,120.03,0.36,21.86,0.61,88.07,63.33,07-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Nov-2019 - 00:00,25.66,14.96,8.22,0.55,48.57,66.4,121.9,0.37,22.45,0.58,84.33,64.77,08-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Nov-2019 - 00:00,19.34,14.2,11.06,1.18,39.22,53.94,100.91,0.24,22.41,0.55,87.56,74.27,09-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Nov-2019 - 00:00,19.87,12.71,6.78,0.63,45.08,42.49,84.61,0.2,21.71,0.63,86.55,70.07,10-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Nov-2019 - 00:00,21.1,13.57,7.97,0.63,47.64,64.97,122.27,0.22,21.62,0.75,86.75,69.62,11-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Nov-2019 - 00:00,27.87,13.23,7.23,0.81,44.14,74.57,132.27,0.3,22.59,0.97,88.13,68.54,12-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Nov-2019 - 00:00,26.13,10.75,5.79,0.59,32.25,33.29,74.54,0.38,24.31,1.33,93.89,68.08,13-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Nov-2019 - 00:00,25.49,10.6,4.15,0.66,33.83,36.04,74.96,0.33,24.18,1.35,94.44,67.96,14-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Nov-2019 - 00:00,22.06,9.99,8.62,0.78,26.52,25.3,61.23,0.32,24.27,1.29,89.36,76.01,15-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Nov-2019 - 00:00,21.11,10.32,6.71,1.18,12.25,25.43,58.48,0.33,24.39,0.87,86.73,78.97,16-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Nov-2019 - 00:00,24.17,10.48,3.45,0.81,14.28,25.83,66.12,0.39,24.4,1.13,92.68,74.09,17-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Nov-2019 - 00:00,18.63,10.66,6.77,0.38,35.02,32.83,63.92,0.23,24.35,1.0,89.19,67.83,18-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Nov-2019 - 00:00,22.06,10.03,10.58,0.78,25.35,29.75,69.54,0.26,22.23,1.31,87.9,72.86,19-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Nov-2019 - 00:00,18.61,9.56,11.79,0.44,23.24,15.92,49.54,0.17,20.51,1.01,92.11,70.77,20-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Nov-2019 - 00:00,21.41,9.71,9.07,0.77,14.77,19.18,54.73,0.16,20.53,1.25,87.93,80.14,21-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Nov-2019 - 00:00,26.35,10.85,13.51,1.09,22.8,48.08,105.23,0.25,21.54,1.14,87.74,77.33,22-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Nov-2019 - 00:00,24.0,10.44,9.5,0.73,27.48,43.24,94.55,0.3,22.38,1.24,90.76,75.33,23-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Nov-2019 - 00:00,25.69,10.29,10.76,0.76,31.2,36.97,79.39,0.28,22.39,1.13,85.68,67.7,24-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Nov-2019 - 00:00,27.47,11.7,13.46,1.1,27.4,40.2,91.46,0.35,22.74,1.03,93.63,69.69,25-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Nov-2019 - 00:00,27.19,11.25,8.03,0.91,26.18,44.96,95.18,0.36,22.43,1.22,90.02,71.84,26-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Nov-2019 - 00:00,24.26,10.51,7.32,0.82,31.72,41.64,84.34,0.31,22.32,1.46,92.27,68.92,27-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Nov-2019 - 00:00,24.7,11.33,9.21,0.94,24.97,39.62,80.77,0.35,23.7,1.28,88.69,77.51,28-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Nov-2019 - 00:00,22.66,10.1,9.19,0.76,18.94,24.08,62.9,0.35,24.09,1.41,92.31,75.69,29-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Nov-2019 - 00:00,21.84,9.59,8.12,0.98,15.22,21.29,59.75,0.28,22.84,1.33,88.57,75.73,30-Nov-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Nov-2019 - 00:00,20.82,9.76,4.7,1.06,11.92,22.29,53.67,0.28,22.9,1.28,91.66,82.09,01-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Dec-2019 - 00:00,20.25,9.8,4.3,0.85,11.55,12.13,29.0,0.2,22.91,1.31,94.7,85.72,02-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Dec-2019 - 00:00,17.69,9.61,4.64,0.91,14.58,15.52,29.66,0.22,22.28,1.52,96.64,84.83,03-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Dec-2019 - 00:00,27.04,10.9,11.07,1.3,14.97,34.92,78.68,0.47,24.07,1.41,96.34,71.84,04-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Dec-2019 - 00:00,22.55,11.69,4.55,0.92,29.33,41.21,83.84,0.33,25.25,1.58,93.71,74.94,05-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Dec-2019 - 00:00,24.76,12.27,13.43,0.83,40.06,61.78,102.46,0.31,24.68,1.38,91.81,72.73,06-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Dec-2019 - 00:00,28.98,12.25,14.45,0.93,35.65,67.85,119.61,0.37,23.58,1.36,91.04,74.5,07-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Dec-2019 - 00:00,27.52,11.53,15.34,0.91,26.94,44.88,86.11,0.39,23.63,1.11,89.43,80.67,08-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Dec-2019 - 00:00,25.53,10.96,10.76,0.81,20.78,31.59,69.2,0.62,24.7,1.17,92.93,80.06,09-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Dec-2019 - 00:00,49.14,15.0,14.19,1.39,22.3,25.18,67.0,0.36,23.9,1.39,95.0,71.23,10-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Dec-2019 - 00:00,28.35,9.94,6.95,1.08,25.41,22.46,58.83,0.3,24.86,1.38,93.38,69.15,11-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Dec-2019 - 00:00,31.0,10.12,6.16,0.82,24.06,32.04,75.42,0.36,23.71,1.0,88.5,66.74,12-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Dec-2019 - 00:00,33.13,11.49,8.38,0.98,32.26,37.08,84.54,0.39,24.26,1.09,94.08,68.18,13-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Dec-2019 - 00:00,30.9,11.42,9.31,0.78,29.13,39.33,84.29,0.36,24.26,1.21,95.0,71.18,14-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Dec-2019 - 00:00,26.71,9.56,8.55,0.79,19.65,23.5,56.38,0.34,23.82,1.38,94.45,78.45,15-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Dec-2019 - 00:00,26.7,9.76,7.99,0.58,29.12,32.21,66.5,0.31,24.23,1.41,94.2,69.68,16-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Dec-2019 - 00:00,24.48,9.36,10.39,0.58,26.67,23.83,56.17,0.28,23.69,1.31,89.62,72.98,17-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Dec-2019 - 00:00,26.8,9.3,5.72,0.99,25.69,29.62,63.62,0.31,24.87,1.39,94.1,72.84,18-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Dec-2019 - 00:00,29.89,10.6,6.04,1.05,28.06,46.54,90.38,0.39,24.92,1.38,90.91,72.73,19-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Dec-2019 - 00:00,29.79,10.35,13.2,1.01,20.45,39.79,82.79,0.38,24.76,1.34,93.68,73.19,20-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Dec-2019 - 00:00,31.73,11.32,9.28,0.82,22.24,50.08,98.17,0.44,23.96,1.06,90.5,73.32,21-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Dec-2019 - 00:00,30.55,12.46,11.53,0.68,28.67,55.29,107.5,0.38,23.37,1.34,95.97,71.27,22-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Dec-2019 - 00:00,25.06,11.55,7.56,0.53,40.54,53.21,96.17,0.29,24.64,1.27,97.44,67.91,23-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Dec-2019 - 00:00,30.14,10.96,8.58,0.73,35.77,53.91,98.98,0.35,23.89,1.21,95.1,70.69,24-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Dec-2019 - 00:00,26.96,10.91,14.19,0.87,26.37,38.19,86.65,0.35,23.55,1.07,94.4,73.4,25-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Dec-2019 - 00:00,28.35,10.68,8.06,0.96,24.19,38.09,80.75,0.38,23.99,1.02,95.65,77.4,26-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Dec-2019 - 00:00,22.96,11.36,4.34,0.41,42.13,45.77,93.32,0.35,23.88,0.86,92.62,72.2,27-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Dec-2019 - 00:00,27.74,13.0,8.66,0.66,36.83,44.58,93.88,0.34,23.94,1.05,92.68,69.32,28-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Dec-2019 - 00:00,28.2,11.13,16.16,0.94,31.14,37.77,82.61,0.29,22.72,1.4,95.68,68.29,29-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Dec-2019 - 00:00,25.72,10.54,9.91,0.58,39.06,41.88,79.64,0.27,22.89,1.23,92.07,66.76,30-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Dec-2019 - 00:00,27.03,10.7,7.86,0.93,40.6,42.16,90.28,0.34,22.77,1.23,96.71,68.74,31-Dec-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Dec-2019 - 00:00,15.8,12.05,10.65,0.54,47.3,43.0,86.0,0.3,23.25,1.5,,82.0,01-Jan-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
