from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
27-Nov-2019 - 00:00,26.33,20.01,7.26,44.18,22.25,83.04,1.12,157.81,55.74,1.42,4.06,20.2,29.83,742.0,53.28,0.0,2.8,113.67,47.38,28-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Nov-2019 - 00:00,12.17,8.28,2.19,35.08,12.11,70.76,0.5,70.39,25.38,0.59,1.89,17.31,30.25,784.22,60.64,0.05,4.9,118.0,37.69,29-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Nov-2019 - 00:00,43.58,32.35,11.28,38.38,17.28,65.2,0.75,85.06,36.0,1.07,4.96,19.75,30.34,742.1,57.53,0.0,2.39,203.42,90.45,30-Nov-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Nov-2019 - 00:00,31.55,23.25,8.57,23.88,32.51,47.29,0.76,148.18,66.3,1.58,15.33,16.59,31.54,742.05,63.8,0.0,2.91,232.05,59.52,01-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Dec-2019 - 00:00,31.04,29.88,16.36,14.63,26.16,94.57,0.94,192.69,80.68,2.16,23.05,15.76,30.14,742.0,58.46,0.0,2.82,244.32,60.93,02-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Dec-2019 - 00:00,33.19,29.31,14.25,16.14,25.18,85.93,1.01,220.23,97.48,2.04,18.19,14.98,29.18,742.0,55.38,0.0,2.74,262.53,54.3,03-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Dec-2019 - 00:00,74.97,64.45,30.09,37.14,27.94,46.28,1.04,252.9,103.31,2.3,24.84,15.15,29.35,742.0,51.36,0.0,2.29,279.19,53.94,04-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Dec-2019 - 00:00,88.11,69.37,27.59,62.46,43.88,48.21,1.83,296.88,172.22,2.88,20.01,17.22,29.49,742.48,48.84,0.0,1.61,222.64,58.68,05-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Dec-2019 - 00:00,78.46,73.5,39.02,69.81,45.32,60.84,1.98,379.28,285.44,3.8,16.01,17.56,29.26,743.0,53.38,0.0,1.16,168.42,56.9,06-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Dec-2019 - 00:00,64.02,75.26,50.58,62.3,19.42,36.85,1.43,273.16,124.87,3.18,19.2,17.64,29.46,742.81,58.23,0.0,0.99,205.56,57.56,07-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Dec-2019 - 00:00,74.22,90.95,63.22,65.69,24.97,33.68,1.38,257.21,157.3,2.95,23.42,17.95,29.19,742.46,57.65,0.0,1.15,187.07,53.92,08-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Dec-2019 - 00:00,79.81,83.11,49.9,62.59,36.33,52.66,2.49,266.31,114.8,2.94,15.27,18.08,30.04,742.29,54.59,0.0,1.55,193.96,52.0,09-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Dec-2019 - 00:00,77.34,67.66,32.52,55.45,32.33,39.62,1.74,250.52,119.73,2.28,8.1,17.49,30.57,742.21,52.3,0.0,1.64,210.23,55.94,10-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Dec-2019 - 00:00,88.0,83.78,45.31,73.75,44.29,46.34,1.64,332.0,209.94,3.27,32.83,16.42,29.45,742.0,56.16,0.0,1.29,244.06,66.19,11-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Dec-2019 - 00:00,101.05,95.56,51.43,86.39,30.2,17.73,2.38,434.98,348.28,4.44,28.33,19.11,29.88,742.0,52.29,0.0,0.74,164.46,43.56,12-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Dec-2019 - 00:00,39.59,26.21,6.21,78.39,18.85,102.05,1.37,338.65,265.79,2.86,10.56,17.17,29.54,750.68,58.38,0.33,4.13,82.76,35.0,13-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Dec-2019 - 00:00,13.58,9.02,2.13,39.41,10.86,73.76,0.79,61.83,59.28,1.05,3.32,15.88,29.34,889.0,72.51,0.53,3.52,115.71,21.55,14-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Dec-2019 - 00:00,32.36,35.05,21.82,20.89,14.62,39.01,1.11,92.94,57.33,1.12,5.89,15.61,28.97,889.0,67.74,0.0,1.24,169.4,47.98,15-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Dec-2019 - 00:00,50.3,38.94,14.89,26.59,26.81,34.43,1.41,150.41,100.54,1.39,10.21,15.68,28.88,889.0,66.17,0.0,2.43,258.25,58.86,16-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Dec-2019 - 00:00,42.79,28.15,6.53,26.63,13.72,15.96,1.33,167.61,124.35,1.25,9.63,13.36,28.61,835.33,71.03,0.0,3.77,265.28,20.53,17-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Dec-2019 - 00:00,36.07,22.93,4.51,32.22,7.8,24.89,1.31,164.16,128.17,1.12,7.27,12.99,30.06,742.0,67.44,0.0,3.41,258.72,24.41,18-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Dec-2019 - 00:00,37.53,23.28,4.16,54.86,12.6,53.07,1.58,224.21,175.56,1.52,8.82,13.53,28.24,742.0,64.68,0.0,1.87,231.47,48.85,19-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Dec-2019 - 00:00,30.28,25.21,11.07,64.23,11.13,25.28,1.81,216.36,174.15,2.12,5.25,11.59,28.35,742.0,74.14,0.0,1.52,165.93,25.6,20-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Dec-2019 - 00:00,49.78,32.37,7.12,65.48,7.7,32.4,2.46,276.96,224.65,3.3,20.4,12.33,29.56,742.0,75.52,0.0,1.19,221.58,34.27,21-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,24-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Dec-2019 - 00:00,67.11,61.49,31.73,74.28,22.62,38.27,1.45,345.45,234.9,2.4,11.88,13.52,29.27,742.42,65.28,0.0,1.73,275.85,34.95,25-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Dec-2019 - 00:00,41.17,32.65,13.11,58.27,16.77,17.94,0.92,261.5,186.76,2.02,14.01,10.51,29.93,742.21,73.48,0.0,3.73,262.69,33.3,26-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Dec-2019 - 00:00,49.85,44.21,21.77,66.1,15.45,22.67,1.16,368.43,265.36,2.04,7.92,10.06,30.13,742.15,70.17,0.0,2.43,236.97,14.22,27-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Dec-2019 - 00:00,37.92,39.24,23.26,55.51,20.58,22.05,0.87,329.57,228.82,1.91,9.33,9.5,30.03,742.48,70.12,0.0,1.83,263.77,46.18,28-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Dec-2019 - 00:00,38.42,43.31,33.1,54.08,15.7,12.73,1.7,378.63,278.82,2.89,13.4,9.62,30.52,742.77,71.35,0.0,1.36,217.12,44.17,29-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Dec-2019 - 00:00,16.02,7.36,2.85,42.66,13.14,63.18,1.28,266.28,207.72,1.83,6.89,11.02,29.77,742.73,63.8,0.0,1.36,181.63,78.28,30-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Dec-2019 - 00:00,29.71,18.14,3.88,57.14,8.45,13.4,2.29,271.94,219.08,3.11,7.31,8.27,29.62,742.83,78.92,0.0,1.64,129.9,19.06,31-Dec-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,01-Jan-2020 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
