from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,Benzene,Toluene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
25-Nov-2019 - 00:00,23.98,988.94,64.18,67.11,160.05,0.82,205.02,113.26,5.22,57.36,14.6,53.42,81.28,71.08,16.86,12.3,1.35,26-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Nov-2019 - 00:00,24.93,988.46,60.79,59.93,131.54,0.83,206.81,107.8,5.3,49.86,14.24,45.92,65.27,52.4,20.33,13.98,1.04,27-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Nov-2019 - 00:00,23.77,988.32,68.31,55.23,151.88,1.01,118.54,66.16,2.79,17.68,11.55,11.22,29.88,38.9,14.68,11.28,0.6,28-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Nov-2019 - 00:00,22.05,989.24,75.42,55.25,83.28,1.5,60.9,32.38,1.19,7.85,9.68,3.98,16.73,25.42,13.16,10.43,0.42,29-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Nov-2019 - 00:00,21.8,989.66,78.87,63.05,213.04,0.84,113.46,60.33,5.27,40.24,11.66,44.58,65.14,53.97,20.06,11.15,1.34,30-Nov-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Nov-2019 - 00:00,21.37,989.83,80.88,65.29,296.54,1.39,162.17,103.59,4.8,32.65,12.78,32.41,55.01,53.69,15.2,9.39,1.24,01-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Dec-2019 - 00:00,20.47,989.53,73.67,68.47,283.14,1.36,186.25,122.57,3.77,21.63,11.72,33.47,56.9,55.74,11.54,13.85,1.14,02-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Dec-2019 - 00:00,20.61,990.06,66.26,66.15,287.34,1.59,204.02,123.54,4.49,27.54,11.99,37.48,62.82,60.68,12.65,14.96,1.35,03-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Dec-2019 - 00:00,20.84,989.51,60.69,65.6,272.33,1.66,218.46,126.72,4.28,23.35,14.43,35.48,80.3,96.57,13.48,18.11,1.16,04-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Dec-2019 - 00:00,20.49,991.5,62.48,62.82,230.27,1.05,263.17,155.73,8.95,46.89,17.16,49.63,119.71,148.99,19.67,9.54,1.62,05-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Dec-2019 - 00:00,19.99,993.47,71.2,56.1,212.04,0.6,405.92,276.29,12.95,92.81,25.09,97.87,187.03,201.89,20.93,10.21,2.53,06-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Dec-2019 - 00:00,21.01,992.78,75.68,62.78,264.33,0.96,369.2,254.1,11.16,103.73,23.61,101.05,158.56,143.23,22.13,8.13,2.14,07-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Dec-2019 - 00:00,21.1,991.7,74.9,59.78,208.26,0.73,363.95,260.96,9.24,51.63,21.28,57.26,114.25,127.19,19.84,9.03,1.76,08-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Dec-2019 - 00:00,20.67,991.41,74.7,55.2,249.22,0.66,364.58,249.44,12.2,99.72,22.86,96.64,147.57,129.32,21.62,7.35,2.42,09-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Dec-2019 - 00:00,20.4,990.71,71.12,61.59,269.24,0.7,310.33,211.29,8.82,65.27,19.59,55.36,115.73,132.72,17.59,7.31,1.81,10-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Dec-2019 - 00:00,20.08,988.06,70.88,56.71,235.02,0.75,337.5,233.67,8.18,63.75,17.78,60.9,117.14,126.75,17.8,8.43,1.95,11-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Dec-2019 - 00:00,20.25,986.67,72.23,53.88,133.15,0.69,417.45,288.81,8.01,64.01,16.62,52.3,110.62,127.96,29.37,8.49,1.9,12-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Dec-2019 - 00:00,20.66,985.48,75.4,38.99,113.76,1.35,371.74,267.21,5.86,32.96,15.94,19.5,56.14,76.32,16.83,12.82,1.26,13-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Dec-2019 - 00:00,20.23,987.2,85.54,44.04,233.01,1.5,128.63,102.85,3.13,17.88,14.53,8.71,34.22,51.03,11.84,8.86,1.23,14-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Dec-2019 - 00:00,17.75,992.61,81.11,59.13,199.05,0.63,125.98,85.1,4.34,33.07,11.31,43.91,69.3,62.9,10.24,6.64,1.46,15-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Dec-2019 - 00:00,16.7,992.32,75.51,74.64,287.99,1.59,153.67,108.21,4.56,28.96,11.17,21.71,49.78,60.29,7.4,7.32,1.02,16-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Dec-2019 - 00:00,15.04,992.83,78.8,26.42,299.3,1.92,138.45,101.42,3.02,15.28,11.78,7.36,26.28,38.2,7.4,5.25,0.73,17-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Dec-2019 - 00:00,14.6,993.96,76.24,39.93,294.87,1.32,140.58,103.86,2.89,17.35,17.7,19.23,31.7,30.17,7.6,4.01,0.84,18-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Dec-2019 - 00:00,15.51,992.64,70.91,88.23,287.27,1.32,185.18,134.59,3.16,16.42,19.75,13.69,33.56,42.11,7.12,6.51,0.89,19-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Dec-2019 - 00:00,14.14,990.75,82.01,64.83,160.46,0.73,363.02,276.52,6.4,27.21,25.02,15.37,37.1,46.09,15.25,5.49,1.52,20-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Dec-2019 - 00:00,15.12,988.91,79.9,53.6,236.75,0.81,447.43,328.03,8.08,45.51,21.37,29.31,57.47,63.22,15.09,4.54,2.2,21-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Dec-2019 - 00:00,16.02,989.83,77.63,57.47,299.46,1.19,371.75,271.67,8.06,45.28,22.3,41.59,60.91,50.75,10.18,3.69,2.03,22-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Dec-2019 - 00:00,15.01,991.06,79.4,64.83,307.27,1.7,214.44,160.08,4.75,21.04,22.0,11.04,25.89,31.78,8.02,3.28,1.11,23-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Dec-2019 - 00:00,14.35,990.25,76.41,62.17,269.21,1.34,272.6,200.8,5.59,32.81,18.52,33.72,47.2,41.46,9.6,4.32,1.53,24-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Dec-2019 - 00:00,14.52,991.96,76.22,58.87,177.32,0.81,434.62,300.75,7.03,44.84,18.16,29.69,53.4,54.95,10.16,3.81,1.83,25-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Dec-2019 - 00:00,13.39,991.05,78.51,58.13,307.16,1.54,274.15,182.42,5.0,29.24,15.27,17.06,31.77,33.59,5.75,2.67,1.16,26-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Dec-2019 - 00:00,13.21,990.5,75.16,58.13,282.17,1.2,326.89,219.64,4.58,21.89,20.15,27.0,40.91,37.25,8.58,3.53,1.57,27-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Dec-2019 - 00:00,13.2,991.35,73.81,62.42,247.68,0.65,375.68,247.17,5.87,29.75,19.96,38.37,58.46,51.08,13.18,3.07,2.13,28-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Dec-2019 - 00:00,12.12,991.99,80.13,44.39,182.47,0.58,494.97,332.03,9.36,57.38,19.47,51.55,69.7,52.04,17.49,3.06,2.54,29-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Dec-2019 - 00:00,7.12,992.4,74.94,60.26,174.56,0.7,588.14,401.3,8.33,40.68,21.16,31.15,55.84,58.46,13.88,2.83,2.2,30-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Dec-2019 - 00:00,5.77,991.74,86.09,17.69,160.79,0.86,476.74,325.43,10.09,43.18,17.57,39.48,50.94,37.77,12.28,2.09,2.56,31-Dec-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Dec-2019 - 00:00,5.45,992.2,84.55,5.2,111.4,1.25,259.0,166.0,5.5,11.15,16.75,,5.25,11.0,6.05,0.75,1.35,01-Jan-2020 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
