from date,NO2,SO2,CO,Ozone,PM2.5,PM10,NH3,Benzene,RH,SR,WS,WD,RF,to date,station
31-Aug-2019 - 00:00,8.98,4.95,0.8,43.58,31.71,52.72,11.86,4.83,81.3,286.94,0.66,250.72,0.0,01-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Sep-2019 - 00:00,9.26,5.08,0.78,37.55,33.04,55.52,12.06,4.39,89.61,257.88,1.1,197.75,0.0,02-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Sep-2019 - 00:00,8.54,5.05,0.73,39.95,25.11,37.33,12.08,4.03,84.03,286.63,0.89,291.91,0.0,03-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Sep-2019 - 00:00,9.2,5.13,0.77,42.06,31.05,52.74,11.8,4.98,83.16,278.97,0.82,259.7,0.0,04-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Sep-2019 - 00:00,9.89,4.82,0.76,38.22,31.58,50.12,11.92,5.25,89.61,213.66,0.62,174.74,0.19,05-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Sep-2019 - 00:00,8.83,5.01,0.73,35.81,20.53,34.82,11.83,4.26,90.08,243.57,0.81,149.03,0.22,06-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Sep-2019 - 00:00,11.29,5.08,0.7,35.67,28.81,46.38,11.56,3.54,85.13,255.13,0.48,177.11,0.0,07-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Sep-2019 - 00:00,9.43,5.05,0.73,35.51,32.89,58.7,12.05,3.69,87.41,229.46,0.49,150.05,0.0,08-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Sep-2019 - 00:00,8.69,5.23,0.73,37.39,38.42,68.91,11.91,3.6,85.5,280.95,0.77,180.37,0.0,09-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Sep-2019 - 00:00,8.68,5.82,0.88,38.49,29.67,53.72,11.89,5.49,75.42,333.99,1.11,278.45,0.0,10-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Sep-2019 - 00:00,8.84,5.13,0.97,34.7,34.94,85.69,11.82,5.51,84.2,273.26,0.55,197.01,0.0,11-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Sep-2019 - 00:00,8.84,6.0,0.86,34.7,46.48,99.04,11.9,5.52,86.4,246.84,0.62,226.04,0.0,12-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Sep-2019 - 00:00,9.33,5.94,0.85,37.21,53.24,111.79,11.83,5.88,89.81,213.99,0.76,146.01,0.02,13-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Sep-2019 - 00:00,9.17,5.49,0.84,27.25,28.85,49.08,11.92,4.33,86.05,233.26,0.76,174.97,0.0,14-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Sep-2019 - 00:00,8.82,6.41,0.84,26.08,39.62,75.73,12.09,5.18,86.87,232.08,0.64,137.47,0.0,15-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Sep-2019 - 00:00,8.83,7.93,0.87,24.53,33.86,64.24,11.97,4.77,84.45,239.61,0.57,166.25,0.0,16-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Sep-2019 - 00:00,8.85,6.55,0.96,25.8,22.26,48.42,11.92,5.27,80.91,245.66,0.85,256.74,0.0,17-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Sep-2019 - 00:00,9.0,7.11,0.93,28.05,41.73,78.46,11.92,5.79,82.72,267.73,0.58,199.85,0.0,18-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Sep-2019 - 00:00,9.05,8.65,0.99,23.44,39.82,78.88,11.87,6.13,82.35,252.7,0.94,138.14,0.0,19-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Sep-2019 - 00:00,8.72,12.42,1.02,15.14,21.35,43.12,12.0,5.09,84.91,166.63,0.94,162.39,0.0,20-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Sep-2019 - 00:00,8.99,9.85,0.91,13.2,21.28,42.27,12.19,,80.14,225.77,0.76,251.35,0.0,21-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Sep-2019 - 00:00,9.12,7.84,0.94,13.72,22.03,47.71,12.32,,78.36,252.28,0.69,244.27,0.0,22-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Sep-2019 - 00:00,9.06,8.74,0.98,11.97,27.49,57.24,12.29,,85.94,217.5,0.64,167.54,0.0,23-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Sep-2019 - 00:00,9.01,6.99,0.87,13.15,25.17,45.98,12.45,3.0,79.39,257.02,0.42,204.05,0.0,24-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Sep-2019 - 00:00,9.11,7.55,0.93,13.01,31.9,59.48,12.66,4.79,80.8,219.69,0.44,185.93,0.0,25-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Sep-2019 - 00:00,9.27,6.13,0.93,14.9,37.84,71.6,12.97,4.99,82.57,231.54,0.53,214.22,0.0,26-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Sep-2019 - 00:00,9.15,5.49,0.82,11.93,31.1,57.27,12.76,3.96,84.37,215.16,0.6,184.48,0.0,27-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Sep-2019 - 00:00,9.12,5.38,0.9,14.22,19.59,36.64,12.68,4.3,79.57,194.1,0.58,214.7,0.0,28-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Sep-2019 - 00:00,9.09,7.26,1.0,11.6,20.76,39.96,12.73,3.13,88.43,196.59,0.99,181.78,0.07,29-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Sep-2019 - 00:00,9.15,5.97,1.17,10.11,8.34,12.44,12.76,2.36,92.91,153.26,0.99,163.45,0.06,30-Sep-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Sep-2019 - 00:00,9.07,7.95,1.07,8.35,17.41,25.94,12.71,2.22,90.29,194.24,0.65,153.93,0.0,01-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Oct-2019 - 00:00,14.78,6.57,0.79,12.36,22.25,33.15,12.63,2.57,86.18,205.49,0.42,157.34,0.0,02-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Oct-2019 - 00:00,22.64,5.21,0.44,17.93,18.87,36.85,24.04,2.58,80.91,231.13,0.5,203.77,0.0,03-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Oct-2019 - 00:00,24.11,5.57,0.43,22.3,34.81,63.04,23.25,3.09,80.23,215.08,0.97,241.61,0.0,04-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Oct-2019 - 00:00,40.22,10.62,0.4,17.59,16.64,38.49,46.4,2.4,80.44,194.89,1.7,304.25,0.0,05-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Oct-2019 - 00:00,52.03,13.4,0.43,21.47,17.42,47.4,60.96,3.31,76.81,236.14,1.83,316.85,0.0,06-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Oct-2019 - 00:00,50.08,11.53,0.49,21.34,28.83,69.76,70.17,4.3,80.43,220.11,1.43,315.86,0.0,07-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Oct-2019 - 00:00,38.15,13.64,0.46,23.18,28.84,75.8,55.36,3.78,73.17,223.29,2.08,312.97,0.0,08-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Oct-2019 - 00:00,41.35,12.69,0.44,22.45,28.76,66.86,66.11,3.77,75.5,226.68,0.74,256.84,0.0,09-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Oct-2019 - 00:00,35.62,12.47,0.42,19.61,42.33,88.94,51.13,3.87,75.5,193.39,0.43,211.41,0.0,10-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Oct-2019 - 00:00,41.74,10.14,0.43,22.65,26.33,59.54,64.21,3.71,71.07,209.16,0.77,257.75,0.0,11-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Oct-2019 - 00:00,47.35,10.87,0.49,20.97,33.34,77.33,71.94,4.91,73.53,212.39,0.86,266.99,0.0,12-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Oct-2019 - 00:00,48.64,9.66,0.52,23.57,39.38,97.7,75.07,5.52,73.83,209.38,0.79,264.1,0.0,13-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Oct-2019 - 00:00,50.42,8.06,0.56,22.32,44.73,106.69,74.95,6.26,75.72,199.96,0.87,290.96,0.0,14-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Oct-2019 - 00:00,39.53,7.85,0.58,22.12,57.55,119.85,53.78,6.39,75.01,199.38,0.56,293.31,0.0,15-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Oct-2019 - 00:00,45.4,9.16,0.59,19.71,57.72,125.4,63.61,6.75,76.84,190.82,0.44,185.15,0.0,16-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Oct-2019 - 00:00,35.0,11.74,0.57,19.83,70.64,118.74,45.05,4.88,77.07,184.95,0.43,179.27,0.0,17-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Oct-2019 - 00:00,45.48,9.81,0.6,17.92,61.45,73.52,64.44,4.2,78.11,183.62,0.52,137.06,0.0,18-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Oct-2019 - 00:00,33.26,9.63,0.46,16.47,41.53,49.28,46.42,2.61,75.86,177.84,1.48,238.37,0.0,19-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Oct-2019 - 00:00,27.3,10.55,0.46,24.36,44.24,89.81,34.78,3.75,65.23,187.76,1.47,303.8,0.0,20-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Oct-2019 - 00:00,34.75,13.29,0.54,27.58,48.92,136.08,46.1,1.79,62.67,185.82,1.69,316.62,0.0,21-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Oct-2019 - 00:00,37.24,17.23,0.61,27.87,60.33,166.31,46.67,0.94,62.54,188.8,1.52,304.1,0.0,22-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Oct-2019 - 00:00,36.68,17.85,0.6,31.95,61.0,176.9,46.04,1.68,59.88,192.23,1.92,316.66,0.0,23-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Oct-2019 - 00:00,38.29,13.05,0.65,28.71,61.14,174.85,46.6,3.24,59.07,189.57,0.88,268.86,0.0,24-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Oct-2019 - 00:00,39.87,18.83,0.61,22.4,65.75,184.24,49.74,3.2,65.43,176.52,0.73,213.71,0.0,25-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Oct-2019 - 00:00,48.17,14.85,0.66,18.12,72.3,201.6,62.12,5.2,73.67,175.13,0.52,171.01,0.0,26-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Oct-2019 - 00:00,47.33,13.95,0.65,19.7,82.29,226.05,61.59,6.9,72.74,171.45,0.63,209.27,0.0,27-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Oct-2019 - 00:00,37.18,20.12,0.62,29.66,99.28,239.21,44.33,3.06,63.81,168.02,1.14,296.55,0.0,28-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Oct-2019 - 00:00,26.93,13.74,0.5,20.31,185.04,342.99,20.93,1.36,69.55,169.83,0.63,258.82,0.0,29-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Oct-2019 - 00:00,32.14,9.53,0.34,15.62,93.39,259.7,33.0,1.24,75.62,169.85,0.61,213.71,0.0,30-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Oct-2019 - 00:00,30.71,9.39,0.38,14.26,119.02,309.5,30.08,1.87,77.64,169.09,0.62,258.7,0.0,31-Oct-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Oct-2019 - 00:00,39.39,13.8,0.48,18.13,112.26,327.95,44.59,1.52,71.85,167.81,0.75,247.3,0.0,01-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Nov-2019 - 00:00,40.24,25.57,0.5,14.54,120.12,356.26,45.46,1.66,71.98,167.19,0.85,262.32,0.0,02-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Nov-2019 - 00:00,37.28,17.3,0.59,11.49,145.63,447.77,44.56,2.43,81.27,151.76,0.68,272.02,0.0,03-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Nov-2019 - 00:00,35.92,11.84,0.72,14.98,152.58,402.75,40.96,2.44,78.61,163.17,0.86,284.39,0.0,04-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Nov-2019 - 00:00,30.21,25.28,0.26,17.05,78.99,197.47,30.06,1.06,66.07,171.43,1.89,313.85,0.0,05-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Nov-2019 - 00:00,32.66,28.44,0.16,19.63,86.83,217.07,31.16,0.99,57.34,172.32,1.62,299.64,0.0,06-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Nov-2019 - 00:00,32.35,35.6,0.15,14.97,93.32,233.29,34.57,0.81,59.26,160.16,0.75,139.11,0.0,07-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Nov-2019 - 00:00,28.16,17.8,0.8,20.75,26.16,65.4,32.04,0.29,73.18,138.23,1.72,173.48,0.03,08-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Nov-2019 - 00:00,27.94,9.99,0.88,17.77,24.55,61.37,32.87,0.19,71.01,161.89,1.31,289.83,0.0,09-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Nov-2019 - 00:00,31.48,18.92,0.97,19.94,44.26,110.66,34.44,0.61,60.71,164.37,1.43,317.43,0.0,10-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Nov-2019 - 00:00,35.17,27.14,1.13,15.19,92.0,229.99,37.06,1.21,60.36,158.43,0.63,282.01,0.0,11-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Nov-2019 - 00:00,34.91,28.75,1.23,15.67,119.02,297.55,35.63,1.73,67.48,148.73,0.72,288.64,0.0,12-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Nov-2019 - 00:00,35.69,32.09,1.22,16.46,115.2,288.25,33.37,1.94,68.95,154.45,1.33,307.35,0.0,13-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Nov-2019 - 00:00,32.87,32.08,1.14,5.15,105.4,263.5,32.93,1.84,75.24,152.27,1.38,317.85,0.0,14-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Nov-2019 - 00:00,32.26,27.4,1.12,1.36,106.43,265.92,33.47,1.51,81.73,156.95,0.82,264.05,0.0,15-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Nov-2019 - 00:00,32.43,24.8,1.05,1.87,80.66,201.66,34.38,1.47,71.16,161.53,1.69,308.94,0.0,16-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Nov-2019 - 00:00,33.23,23.11,0.8,1.41,46.1,115.25,36.23,0.41,73.25,145.62,2.39,323.23,0.0,17-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Nov-2019 - 00:00,36.83,13.84,0.74,2.92,33.73,84.34,36.02,0.42,71.75,167.82,2.38,316.49,0.0,18-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Nov-2019 - 00:00,37.32,27.09,0.79,4.07,60.48,151.19,40.17,0.78,69.12,156.07,1.21,278.9,0.0,19-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Nov-2019 - 00:00,37.95,28.07,0.85,5.8,83.22,208.01,36.7,1.3,66.87,150.82,0.8,229.38,0.0,20-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Nov-2019 - 00:00,36.59,22.07,0.82,5.44,80.15,202.74,38.39,1.33,70.53,155.87,0.48,230.38,0.0,21-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Nov-2019 - 00:00,33.76,20.92,0.73,5.0,64.92,162.89,29.89,0.4,61.49,177.1,1.13,282.31,0.0,22-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Nov-2019 - 00:00,32.43,15.82,0.72,1.07,66.57,166.43,29.93,1.04,80.93,138.35,1.25,296.74,0.0,23-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Nov-2019 - 00:00,32.38,25.53,0.64,1.78,48.94,122.34,29.78,0.6,71.39,159.65,1.94,323.08,0.0,24-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Nov-2019 - 00:00,33.33,20.18,0.57,3.98,49.19,122.98,32.17,0.6,65.46,149.08,1.26,306.57,0.0,25-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Nov-2019 - 00:00,30.03,14.1,0.53,4.96,43.44,108.59,30.39,0.55,62.58,144.46,0.38,241.17,0.0,26-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Nov-2019 - 00:00,25.35,16.09,0.49,1.69,32.64,81.6,23.43,0.41,78.47,121.4,0.7,191.04,0.07,27-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Nov-2019 - 00:00,22.47,15.51,0.41,14.29,21.27,53.17,21.28,0.12,79.84,143.77,0.98,171.64,0.0,28-Nov-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
